,group,variable,month,RESTAURACIONES CANTIDAD,RESTAURACIONES CANTIDAD,TOTALES,TOTALES,TOTALES
SAN BENITO,atencion odontologica,restauraciones,2010-03-01,43,67,43,67,110
SAN BORJA,atencion odontologica,restauraciones,2010-03-01,27,67,27,67,94
SAN BUENA VENTURA,atencion odontologica,restauraciones,2010-03-01,8,13,8,13,21
SAN CARLOS,atencion odontologica,restauraciones,2010-03-01,46,85,46,85,131
SAN IGNACIO,atencion odontologica,restauraciones,2010-03-01,131,137,131,137,268
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2010-03-01,50,41,50,41,91
SAN JAVIER(BNI),atencion odontologica,restauraciones,2010-03-01,10,12,10,12,22
SAN JAVIER(STC),atencion odontologica,restauraciones,2010-03-01,5,5,5,5,10
SAN JOAQUIN,atencion odontologica,restauraciones,2010-03-01,4,6,4,6,10
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2010-03-01,33,43,33,43,76
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2010-03-01,87,13,87,13,100
SAN LORENZO(TJA),atencion odontologica,restauraciones,2010-03-01,102,185,102,185,287
SAN LUCAS,atencion odontologica,restauraciones,2010-03-01,16,32,16,32,48
SAN MATIAS,atencion odontologica,restauraciones,2010-03-01,71,33,71,33,104
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2010-03-01,53,117,53,117,170
SAN PEDRO,atencion odontologica,restauraciones,2010-03-01,1,35,1,35,36
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2010-03-01,29,39,29,39,68
SAN PEDRO DE CURAHUARA,atencion odontologica,restauraciones,2010-03-01,5,8,5,8,13
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2010-03-01,2,1,2,1,3
SAN RAFAEL,atencion odontologica,restauraciones,2010-03-01,11,25,11,25,36
SAN RAMON BENI,atencion odontologica,restauraciones,2010-03-01,14,54,14,54,68
SAN RAMON SCZ,atencion odontologica,restauraciones,2010-03-01,37,0,37,0,37
SANTA ANA,atencion odontologica,restauraciones,2010-03-01,198,317,198,317,515
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2010-03-01,2858,3571,2858,3571,6429
SANTA ROSA,atencion odontologica,restauraciones,2010-03-01,41,44,41,44,85
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2010-03-01,14,43,14,43,57
SANTIAGO DE CALLAPA,atencion odontologica,restauraciones,2010-03-01,2,1,2,1,3
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2010-03-01,31,31,31,31,62
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2010-03-01,4,11,4,11,15
SANTIVAÑES,atencion odontologica,restauraciones,2010-03-01,21,49,21,49,70
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2010-03-01,11,35,11,35,46
SAPAHAQUI,atencion odontologica,restauraciones,2010-03-01,7,13,7,13,20
SENA,atencion odontologica,restauraciones,2010-03-01,1,3,1,3,4
SHINAOTA,atencion odontologica,restauraciones,2010-03-01,14,21,14,21,35
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2010-03-01,25,63,25,63,88
SICAYA,atencion odontologica,restauraciones,2010-03-01,3,2,3,2,5
SIPE SIPE,atencion odontologica,restauraciones,2010-03-01,122,246,122,246,368
SOPACHUY,atencion odontologica,restauraciones,2010-03-01,37,76,37,76,113
SORACACHI,atencion odontologica,restauraciones,2010-03-01,16,18,16,18,34
SORATA,atencion odontologica,restauraciones,2010-03-01,4,10,4,10,14
SUCRE,atencion odontologica,restauraciones,2010-03-01,1396,1940,1396,1940,3336
TACACOMA,atencion odontologica,restauraciones,2010-03-01,25,32,25,32,57
TACOPAYA,atencion odontologica,restauraciones,2010-03-01,6,11,6,11,17
TAHUA,atencion odontologica,restauraciones,2010-03-01,2,5,2,5,7
TAPACARI,atencion odontologica,restauraciones,2010-03-01,31,56,31,56,87
TARABUCO,atencion odontologica,restauraciones,2010-03-01,24,58,24,58,82
TARACO,atencion odontologica,restauraciones,2010-03-01,3,1,3,1,4
TARATA,atencion odontologica,restauraciones,2010-03-01,24,25,24,25,49
TARIJA,atencion odontologica,restauraciones,2010-03-01,1438,1942,1438,1942,3380
TARVITA,atencion odontologica,restauraciones,2010-03-01,15,89,15,89,104
TIAWANACU,atencion odontologica,restauraciones,2010-03-01,10,22,10,22,32
TINGUIPAYA,atencion odontologica,restauraciones,2010-03-01,1,7,1,7,8
TIPUANI,atencion odontologica,restauraciones,2010-03-01,5,6,5,6,11
TIQUIPAYA,atencion odontologica,restauraciones,2010-03-01,306,628,306,628,934
TIRAQUE (CBBA),atencion odontologica,restauraciones,2010-03-01,13,51,13,51,64
TOCO,atencion odontologica,restauraciones,2010-03-01,50,68,50,68,118
TOLATA,atencion odontologica,restauraciones,2010-03-01,41,19,41,19,60
TOLEDO,atencion odontologica,restauraciones,2010-03-01,34,41,34,41,75
TOMAVE,atencion odontologica,restauraciones,2010-03-01,25,30,25,30,55
TOMINA,atencion odontologica,restauraciones,2010-03-01,81,96,81,96,177
TORO TORO,atencion odontologica,restauraciones,2010-03-01,2,36,2,36,38
TOTORA(CBBA),atencion odontologica,restauraciones,2010-03-01,105,0,105,0,105
TOTORA(ORR),atencion odontologica,restauraciones,2010-03-01,13,10,13,10,23
TRIGAL,atencion odontologica,restauraciones,2010-03-01,3,6,3,6,9
TRINIDAD,atencion odontologica,restauraciones,2010-03-01,483,263,483,263,746
TUPIZA,atencion odontologica,restauraciones,2010-03-01,195,199,195,199,394
TURCO,atencion odontologica,restauraciones,2010-03-01,10,11,10,11,21
UNCIA,atencion odontologica,restauraciones,2010-03-01,38,56,38,56,94
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2010-03-01,106,285,106,285,391
UYUNI,atencion odontologica,restauraciones,2010-03-01,5,6,5,6,11
VACAS,atencion odontologica,restauraciones,2010-03-01,13,79,13,79,92
VALLEGRANDE,atencion odontologica,restauraciones,2010-03-01,68,157,68,157,225
VIACHA,atencion odontologica,restauraciones,2010-03-01,60,92,60,92,152
VILA VILA,atencion odontologica,restauraciones,2010-03-01,7,19,7,19,26
VILLA CHARCAS,atencion odontologica,restauraciones,2010-03-01,10,13,10,13,23
VILLA MONTES,atencion odontologica,restauraciones,2010-03-01,187,236,187,236,423
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2010-03-01,23,12,23,12,35
VILLA RIVERO,atencion odontologica,restauraciones,2010-03-01,12,28,12,28,40
VILLA SERRANO,atencion odontologica,restauraciones,2010-03-01,28,63,28,63,91
VILLA TUNARI,atencion odontologica,restauraciones,2010-03-01,240,401,240,401,641
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2010-03-01,45,107,45,107,152
VILLAZON,atencion odontologica,restauraciones,2010-03-01,59,98,59,98,157
VINTO,atencion odontologica,restauraciones,2010-03-01,31,35,31,35,66
VITICHI,atencion odontologica,restauraciones,2010-03-01,1,17,1,17,18
WALDO BALLIVIAN,atencion odontologica,restauraciones,2010-03-01,10,22,10,22,32
WARNES,atencion odontologica,restauraciones,2010-03-01,104,119,104,119,223
YACO,atencion odontologica,restauraciones,2010-03-01,3,5,3,5,8
YACUIBA,atencion odontologica,restauraciones,2010-03-01,543,1252,543,1252,1795
YAMPARAEZ,atencion odontologica,restauraciones,2010-03-01,6,14,6,14,20
YANACACHI,atencion odontologica,restauraciones,2010-03-01,10,14,10,14,24
YAPACANI,atencion odontologica,restauraciones,2010-03-01,75,176,75,176,251
YOCALLA,atencion odontologica,restauraciones,2010-03-01,6,19,6,19,25
YOTALA,atencion odontologica,restauraciones,2010-03-01,17,29,17,29,46
YUNCHARA,atencion odontologica,restauraciones,2010-03-01,98,7,98,7,105
ZUDAÑEZ,atencion odontologica,restauraciones,2010-03-01,31,20,31,20,51
ACACIO,atencion odontologica,restauraciones,2010-04-01,3,7,3,7,10
ACHACACHI,atencion odontologica,restauraciones,2010-04-01,44,98,44,98,142
ACHOCALLA,atencion odontologica,restauraciones,2010-04-01,17,45,17,45,62
AIQUILE,atencion odontologica,restauraciones,2010-04-01,42,50,42,50,92
ALCALA,atencion odontologica,restauraciones,2010-04-01,19,23,19,23,42
ALTO BENI,atencion odontologica,restauraciones,2010-04-01,9,8,9,8,17
ANCORAIMES,atencion odontologica,restauraciones,2010-04-01,2,5,2,5,7
ANDAMARCA,atencion odontologica,restauraciones,2010-04-01,19,22,19,22,41
ANTEQUERA,atencion odontologica,restauraciones,2010-04-01,22,25,22,25,47
APOLO,atencion odontologica,restauraciones,2010-04-01,60,97,60,97,157
ARAMPAMPA,atencion odontologica,restauraciones,2010-04-01,12,4,12,4,16
ARANI,atencion odontologica,restauraciones,2010-04-01,90,30,90,30,120
ARBIETO,atencion odontologica,restauraciones,2010-04-01,30,64,30,64,94
ARQUE,atencion odontologica,restauraciones,2010-04-01,26,36,26,36,62
ATOCHA,atencion odontologica,restauraciones,2010-04-01,180,198,180,198,378
AYATA,atencion odontologica,restauraciones,2010-04-01,15,21,15,21,36
AYO AYO,atencion odontologica,restauraciones,2010-04-01,14,20,14,20,34
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2010-04-01,23,61,23,61,84
AZURDUY,atencion odontologica,restauraciones,2010-04-01,5,30,5,30,35
BATALLAS,atencion odontologica,restauraciones,2010-04-01,14,26,14,26,40
BAURES,atencion odontologica,restauraciones,2010-04-01,1,8,1,8,9
BELEN DE URMIRI,atencion odontologica,restauraciones,2010-04-01,1,13,1,13,14
BERMEJO,atencion odontologica,restauraciones,2010-04-01,153,203,153,203,356
BETANZOS,atencion odontologica,restauraciones,2010-04-01,18,57,18,57,75
BOLIVAR,atencion odontologica,restauraciones,2010-04-01,15,8,15,8,23
BOYUIBE,atencion odontologica,restauraciones,2010-04-01,11,21,11,21,32
BUENA VISTA,atencion odontologica,restauraciones,2010-04-01,12,34,12,34,46
CABEZAS,atencion odontologica,restauraciones,2010-04-01,15,22,15,22,37
CAIROMA,atencion odontologica,restauraciones,2010-04-01,9,36,9,36,45
"CAIZA ""D""",atencion odontologica,restauraciones,2010-04-01,9,15,9,15,24
CAJUATA,atencion odontologica,restauraciones,2010-04-01,12,14,12,14,26
CALACOTO,atencion odontologica,restauraciones,2010-04-01,41,69,41,69,110
CALAMARCA,atencion odontologica,restauraciones,2010-04-01,8,18,8,18,26
CAMARGO,atencion odontologica,restauraciones,2010-04-01,83,95,83,95,178
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2010-04-01,0,25,0,25,25
CAMIRI,atencion odontologica,restauraciones,2010-04-01,181,264,181,264,445
CAPINOTA,atencion odontologica,restauraciones,2010-04-01,51,74,51,74,125
CAQUIAVIRI,atencion odontologica,restauraciones,2010-04-01,0,6,0,6,6
CARACOLLO,atencion odontologica,restauraciones,2010-04-01,26,52,26,52,78
CARANAVI,atencion odontologica,restauraciones,2010-04-01,48,91,48,91,139
CARAPARI,atencion odontologica,restauraciones,2010-04-01,49,90,49,90,139
CARIPUYO,atencion odontologica,restauraciones,2010-04-01,17,36,17,36,53
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2010-04-01,8,16,8,16,24
CATACORA,atencion odontologica,restauraciones,2010-04-01,20,18,20,18,38
CHACARILLA,atencion odontologica,restauraciones,2010-04-01,1,1,1,1,2
CHALLAPATA,atencion odontologica,restauraciones,2010-04-01,37,54,37,54,91
CHARAGUA,atencion odontologica,restauraciones,2010-04-01,30,70,30,70,100
CHARAÑA,atencion odontologica,restauraciones,2010-04-01,20,26,20,26,46
CHIMORE,atencion odontologica,restauraciones,2010-04-01,21,67,21,67,88
CHIPAYA,atencion odontologica,restauraciones,2010-04-01,0,1,0,1,1
CHOQUE COTA,atencion odontologica,restauraciones,2010-04-01,16,16,16,16,32
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2010-04-01,32,47,32,47,79
CHUMA,atencion odontologica,restauraciones,2010-04-01,23,32,23,32,55
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2010-04-01,22,32,22,32,54
CKOCHAS,atencion odontologica,restauraciones,2010-04-01,9,0,9,0,9
CLIZA,atencion odontologica,restauraciones,2010-04-01,63,228,63,228,291
COBIJA,atencion odontologica,restauraciones,2010-04-01,90,144,90,144,234
COCAPATA,atencion odontologica,restauraciones,2010-04-01,4,9,4,9,13
COCHABAMBA,atencion odontologica,restauraciones,2010-04-01,2949,4013,2949,4013,6962
COIPASA,atencion odontologica,restauraciones,2010-04-01,2,10,2,10,12
COLCAPIRHUA,atencion odontologica,restauraciones,2010-04-01,196,288,196,288,484
"COLCHA ""K""",atencion odontologica,restauraciones,2010-04-01,10,18,10,18,28
COLLANA,atencion odontologica,restauraciones,2010-04-01,5,10,5,10,15
COLOMI,atencion odontologica,restauraciones,2010-04-01,57,91,57,91,148
COLPA BELGICA,atencion odontologica,restauraciones,2010-04-01,7,21,7,21,28
COLQUECHACA,atencion odontologica,restauraciones,2010-04-01,2,23,2,23,25
COLQUENCHA,atencion odontologica,restauraciones,2010-04-01,3,6,3,6,9
COLQUIRI,atencion odontologica,restauraciones,2010-04-01,12,32,12,32,44
COMANCHE,atencion odontologica,restauraciones,2010-04-01,41,50,41,50,91
COMARAPA,atencion odontologica,restauraciones,2010-04-01,83,100,83,100,183
COMBAYA,atencion odontologica,restauraciones,2010-04-01,4,5,4,5,9
CONCEPCION,atencion odontologica,restauraciones,2010-04-01,16,0,16,0,16
COPACABANA,atencion odontologica,restauraciones,2010-04-01,20,30,20,30,50
CORIPATA,atencion odontologica,restauraciones,2010-04-01,34,15,34,15,49
CORO CORO,atencion odontologica,restauraciones,2010-04-01,12,3,12,3,15
COROICO,atencion odontologica,restauraciones,2010-04-01,45,77,45,77,122
CORQUE,atencion odontologica,restauraciones,2010-04-01,3,10,3,10,13
COTAGAITA,atencion odontologica,restauraciones,2010-04-01,120,64,120,64,184
COTOCA,atencion odontologica,restauraciones,2010-04-01,64,120,64,120,184
CUATRO CAÑADAS,atencion odontologica,restauraciones,2010-04-01,46,76,46,76,122
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2010-04-01,6,5,6,5,11
CUEVO,atencion odontologica,restauraciones,2010-04-01,5,19,5,19,24
CULPINA,atencion odontologica,restauraciones,2010-04-01,4,14,4,14,18
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2010-04-01,2,17,2,17,19
DESAGUADERO,atencion odontologica,restauraciones,2010-04-01,13,8,13,8,21
EL ALTO,atencion odontologica,restauraciones,2010-04-01,2376,3669,2376,3669,6045
EL CHORO,atencion odontologica,restauraciones,2010-04-01,11,9,11,9,20
EL PUENTE(STC),atencion odontologica,restauraciones,2010-04-01,2,8,2,8,10
EL PUENTE(TJA),atencion odontologica,restauraciones,2010-04-01,30,90,30,90,120
EL TORNO,atencion odontologica,restauraciones,2010-04-01,48,132,48,132,180
EL VILLAR,atencion odontologica,restauraciones,2010-04-01,9,29,9,29,38
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2010-04-01,42,75,42,75,117
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2010-04-01,30,49,30,49,79
ESCOMA,atencion odontologica,restauraciones,2010-04-01,31,17,31,17,48
EUCALIPTUS,atencion odontologica,restauraciones,2010-04-01,11,25,11,25,36
EXALTACION,atencion odontologica,restauraciones,2010-04-01,35,65,35,65,100
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2010-04-01,50,57,50,57,107
FILADELFIA,atencion odontologica,restauraciones,2010-04-01,3,6,3,6,9
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2010-04-01,6,4,6,4,10
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2010-04-01,23,29,23,29,52
GUANAY,atencion odontologica,restauraciones,2010-04-01,40,72,40,72,112
GUAQUI,atencion odontologica,restauraciones,2010-04-01,6,12,6,12,18
GUAYARAMERIN,atencion odontologica,restauraciones,2010-04-01,223,223,223,223,446
GUTIERREZ,atencion odontologica,restauraciones,2010-04-01,20,32,20,32,52
HUACARETA,atencion odontologica,restauraciones,2010-04-01,29,42,29,42,71
HUACHACALLA,atencion odontologica,restauraciones,2010-04-01,11,13,11,13,24
HUANUNI,atencion odontologica,restauraciones,2010-04-01,20,44,20,44,64
HUARACAJE,atencion odontologica,restauraciones,2010-04-01,10,16,10,16,26
HUARINA,atencion odontologica,restauraciones,2010-04-01,1,6,1,6,7
HUAYLLAMARCA,atencion odontologica,restauraciones,2010-04-01,4,23,4,23,27
HUMANATA,atencion odontologica,restauraciones,2010-04-01,9,35,9,35,44
ICLA,atencion odontologica,restauraciones,2010-04-01,11,0,11,0,11
INCAHUASI,atencion odontologica,restauraciones,2010-04-01,4,10,4,10,14
INQUISIVI,atencion odontologica,restauraciones,2010-04-01,8,11,8,11,19
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2010-04-01,35,49,35,49,84
IXIAMAS,atencion odontologica,restauraciones,2010-04-01,7,16,7,16,23
JESUS DE MACHACA,atencion odontologica,restauraciones,2010-04-01,4,32,4,32,36
LA ASUNTA,atencion odontologica,restauraciones,2010-04-01,9,7,9,7,16
LA GUARDIA,atencion odontologica,restauraciones,2010-04-01,76,178,76,178,254
LA PAZ,atencion odontologica,restauraciones,2010-04-01,5491,6034,5491,6034,11525
LAGUNILLAS,atencion odontologica,restauraciones,2010-04-01,5,4,5,4,9
LAJA,atencion odontologica,restauraciones,2010-04-01,7,16,7,16,23
LAS CARRERAS,atencion odontologica,restauraciones,2010-04-01,7,7,7,7,14
LICOMA PAMPA,atencion odontologica,restauraciones,2010-04-01,6,10,6,10,16
LLALLAGUA,atencion odontologica,restauraciones,2010-04-01,51,100,51,100,151
LLICA,atencion odontologica,restauraciones,2010-04-01,3,15,3,15,18
LURIBAY,atencion odontologica,restauraciones,2010-04-01,0,1,0,1,1
MACHACAMARCA,atencion odontologica,restauraciones,2010-04-01,41,59,41,59,100
MACHARETI,atencion odontologica,restauraciones,2010-04-01,10,4,10,4,14
MAGDALENA,atencion odontologica,restauraciones,2010-04-01,27,24,27,24,51
MAIRANA,atencion odontologica,restauraciones,2010-04-01,29,79,29,79,108
MALLA,atencion odontologica,restauraciones,2010-04-01,0,1,0,1,1
MAPIRI,atencion odontologica,restauraciones,2010-04-01,6,7,6,7,13
MECAPACA,atencion odontologica,restauraciones,2010-04-01,0,3,0,3,3
MINEROS,atencion odontologica,restauraciones,2010-04-01,20,98,20,98,118
MIZQUE,atencion odontologica,restauraciones,2010-04-01,23,65,23,65,88
MOCOMOCO,atencion odontologica,restauraciones,2010-04-01,0,6,0,6,6
MOJOCOYA,atencion odontologica,restauraciones,2010-04-01,21,21,21,21,42
MONTEAGUDO,atencion odontologica,restauraciones,2010-04-01,36,165,36,165,201
MONTERO,atencion odontologica,restauraciones,2010-04-01,123,139,123,139,262
MORO MORO,atencion odontologica,restauraciones,2010-04-01,0,2,0,2,2
MOROCHATA,atencion odontologica,restauraciones,2010-04-01,26,57,26,57,83
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,restauraciones,2010-04-01,31,17,31,17,48
OCURI,atencion odontologica,restauraciones,2010-04-01,6,0,6,0,6
OKINAWA,atencion odontologica,restauraciones,2010-04-01,11,31,11,31,42
OMEREQUE,atencion odontologica,restauraciones,2010-04-01,9,25,9,25,34
ORURO,atencion odontologica,restauraciones,2010-04-01,582,805,582,805,1387
PADCAYA,atencion odontologica,restauraciones,2010-04-01,65,120,65,120,185
PADILLA,atencion odontologica,restauraciones,2010-04-01,26,48,26,48,74
PAILON,atencion odontologica,restauraciones,2010-04-01,76,105,76,105,181
PALCA,atencion odontologica,restauraciones,2010-04-01,14,24,14,24,38
PALOS BLANCOS,atencion odontologica,restauraciones,2010-04-01,21,21,21,21,42
PAMPA AULLAGAS,atencion odontologica,restauraciones,2010-04-01,62,80,62,80,142
PAMPA GRANDE,atencion odontologica,restauraciones,2010-04-01,1,16,1,16,17
PAPEL PAMPA,atencion odontologica,restauraciones,2010-04-01,13,19,13,19,32
PASORAPA,atencion odontologica,restauraciones,2010-04-01,13,11,13,11,24
PATACAMAYA,atencion odontologica,restauraciones,2010-04-01,17,48,17,48,65
PAZÑA,atencion odontologica,restauraciones,2010-04-01,37,26,37,26,63
PELECHUCO,atencion odontologica,restauraciones,2010-04-01,6,11,6,11,17
POCOATA,atencion odontologica,restauraciones,2010-04-01,25,38,25,38,63
POCONA,atencion odontologica,restauraciones,2010-04-01,36,38,36,38,74
POJO (CBBA),atencion odontologica,restauraciones,2010-04-01,22,0,22,0,22
POOPO,atencion odontologica,restauraciones,2010-04-01,18,14,18,14,32
PORCO,atencion odontologica,restauraciones,2010-04-01,8,27,8,27,35
PORONGO,atencion odontologica,restauraciones,2010-04-01,14,27,14,27,41
PORTACHUELO,atencion odontologica,restauraciones,2010-04-01,96,140,96,140,236
PORVENIR,atencion odontologica,restauraciones,2010-04-01,14,27,14,27,41
POSTRER VALLE,atencion odontologica,restauraciones,2010-04-01,11,14,11,14,25
POTOSI,atencion odontologica,restauraciones,2010-04-01,1055,657,1055,657,1712
PRESTO,atencion odontologica,restauraciones,2010-04-01,3,5,3,5,8
PUCARA,atencion odontologica,restauraciones,2010-04-01,6,4,6,4,10
PUCARANI,atencion odontologica,restauraciones,2010-04-01,14,15,14,15,29
PUERTO ACOSTA,atencion odontologica,restauraciones,2010-04-01,6,19,6,19,25
PUERTO CARABUCO,atencion odontologica,restauraciones,2010-04-01,12,17,12,17,29
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2010-04-01,29,29,29,29,58
PUERTO QUIJARRO,atencion odontologica,restauraciones,2010-04-01,16,29,16,29,45
PUERTO RICO,atencion odontologica,restauraciones,2010-04-01,15,11,15,11,26
PUERTO SILES,atencion odontologica,restauraciones,2010-04-01,28,28,28,28,56
PUERTO SUAREZ,atencion odontologica,restauraciones,2010-04-01,36,67,36,67,103
PUERTO VILLARROEL,atencion odontologica,restauraciones,2010-04-01,170,254,170,254,424
PUNA,atencion odontologica,restauraciones,2010-04-01,31,24,31,24,55
PUNATA,atencion odontologica,restauraciones,2010-04-01,133,204,133,204,337
QUILLACOLLO,atencion odontologica,restauraciones,2010-04-01,143,218,143,218,361
QUIME,atencion odontologica,restauraciones,2010-04-01,6,29,6,29,35
QUIRUSILLAS,atencion odontologica,restauraciones,2010-04-01,7,10,7,10,17
RAVELO,atencion odontologica,restauraciones,2010-04-01,2,19,2,19,21
REYES,atencion odontologica,restauraciones,2010-04-01,8,34,8,34,42
RIBERALTA,atencion odontologica,restauraciones,2010-04-01,26,121,26,121,147
ROBORE,atencion odontologica,restauraciones,2010-04-01,25,41,25,41,66
RURRENABAQUE,atencion odontologica,restauraciones,2010-04-01,13,53,13,53,66
SABAYA,atencion odontologica,restauraciones,2010-04-01,14,31,14,31,45
SACABA,atencion odontologica,restauraciones,2010-04-01,443,974,443,974,1417
SACABAMBA,atencion odontologica,restauraciones,2010-04-01,3,18,3,18,21
SACACA,atencion odontologica,restauraciones,2010-04-01,29,98,29,98,127
SAIPINA,atencion odontologica,restauraciones,2010-04-01,23,36,23,36,59
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2010-04-01,92,98,92,98,190
SAMAIPATA,atencion odontologica,restauraciones,2010-04-01,1,9,1,9,10
SAN AGUSTIN,atencion odontologica,restauraciones,2010-04-01,0,2,0,2,2
SAN ANDRES,atencion odontologica,restauraciones,2010-04-01,14,11,14,11,25
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2010-04-01,19,48,19,48,67
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2010-04-01,35,0,35,0,35
SAN BENITO,atencion odontologica,restauraciones,2010-04-01,45,58,45,58,103
SAN BORJA,atencion odontologica,restauraciones,2010-04-01,81,207,81,207,288
SAN BUENA VENTURA,atencion odontologica,restauraciones,2010-04-01,8,22,8,22,30
SAN CARLOS,atencion odontologica,restauraciones,2010-04-01,26,111,26,111,137
SAN IGNACIO,atencion odontologica,restauraciones,2010-04-01,70,75,70,75,145
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2010-04-01,61,58,61,58,119
SAN JAVIER(STC),atencion odontologica,restauraciones,2010-04-01,9,19,9,19,28
SAN JOAQUIN,atencion odontologica,restauraciones,2010-04-01,4,4,4,4,8
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2010-04-01,72,46,72,46,118
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2010-04-01,565,629,565,629,1194
SAN LORENZO(PND),atencion odontologica,restauraciones,2010-04-01,0,9,0,9,9
SAN LORENZO(TJA),atencion odontologica,restauraciones,2010-04-01,101,243,101,243,344
SAN LUCAS,atencion odontologica,restauraciones,2010-04-01,45,42,45,42,87
SAN MATIAS,atencion odontologica,restauraciones,2010-04-01,25,55,25,55,80
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2010-04-01,31,58,31,58,89
SAN PEDRO,atencion odontologica,restauraciones,2010-04-01,14,30,14,30,44
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2010-04-01,2,33,2,33,35
SAN PEDRO DE CURAHUARA,atencion odontologica,restauraciones,2010-04-01,1,15,1,15,16
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2010-04-01,1,2,1,2,3
SAN RAFAEL,atencion odontologica,restauraciones,2010-04-01,11,25,11,25,36
SAN RAMON BENI,atencion odontologica,restauraciones,2010-04-01,21,48,21,48,69
SAN RAMON SCZ,atencion odontologica,restauraciones,2010-04-01,15,32,15,32,47
SANTA ANA,atencion odontologica,restauraciones,2010-04-01,208,233,208,233,441
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2010-04-01,2042,4193,2042,4193,6235
SANTA ROSA,atencion odontologica,restauraciones,2010-04-01,89,106,89,106,195
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2010-04-01,15,44,15,44,59
SANTIAGO DE CALLAPA,atencion odontologica,restauraciones,2010-04-01,1,5,1,5,6
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2010-04-01,22,39,22,39,61
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2010-04-01,6,11,6,11,17
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2010-04-01,12,34,12,34,46
SANTIVAÑES,atencion odontologica,restauraciones,2010-04-01,8,20,8,20,28
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2010-04-01,8,14,8,14,22
SAPAHAQUI,atencion odontologica,restauraciones,2010-04-01,15,21,15,21,36
SENA,atencion odontologica,restauraciones,2010-04-01,2,9,2,9,11
SHINAOTA,atencion odontologica,restauraciones,2010-04-01,12,18,12,18,30
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2010-04-01,5,21,5,21,26
SICAYA,atencion odontologica,restauraciones,2010-04-01,0,13,0,13,13
SIPE SIPE,atencion odontologica,restauraciones,2010-04-01,138,204,138,204,342
SOPACHUY,atencion odontologica,restauraciones,2010-04-01,26,39,26,39,65
SORACACHI,atencion odontologica,restauraciones,2010-04-01,10,37,10,37,47
SORATA,atencion odontologica,restauraciones,2010-04-01,25,37,25,37,62
SUCRE,atencion odontologica,restauraciones,2010-04-01,1549,2246,1549,2246,3795
TACACOMA,atencion odontologica,restauraciones,2010-04-01,15,27,15,27,42
TACOPAYA,atencion odontologica,restauraciones,2010-04-01,3,10,3,10,13
TAHUA,atencion odontologica,restauraciones,2010-04-01,2,3,2,3,5
TAPACARI,atencion odontologica,restauraciones,2010-04-01,23,66,23,66,89
TARABUCO,atencion odontologica,restauraciones,2010-04-01,10,31,10,31,41
TARACO,atencion odontologica,restauraciones,2010-04-01,6,7,6,7,13
