,group,variable,month,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
ACHOCALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,4,13,4,13,17
AIQUILE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,21,23,21,23,44
ALCALA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,3,6,3,6,9
ALTO BENI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,15,13,15,13,28
ANCORAIMES,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,12,10,12,10,22
ANDAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,217,623,217,623,840
ANTEQUERA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,0,4,0,4,4
APOLO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,10,24,10,24,34
ARAMPAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,2,2,2,2,4
ARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,141,163,141,163,304
ARBIETO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,83,58,83,58,141
ARQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,111,117,111,117,228
ATOCHA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,194,255,194,255,449
AYATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,19,18,19,18,37
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,8,41,8,41,49
AZURDUY,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,4,0,4,0,4
BATALLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,1,2,1,2,3
BAURES,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,2,4,2,4,6
BELEN DE URMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,1,4,1,4,5
BERMEJO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,44,68,44,68,112
BETANZOS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,32,55,32,55,87
BOLIVAR,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,4,3,4,3,7
BOLPEBRA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,4,2,4,2,6
BOYUIBE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,29,35,29,35,64
BUENA VISTA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,1,5,1,5,6
CABEZAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,90,94,90,94,184
CAIROMA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,19,29,19,29,48
"CAIZA ""D""",atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,4,5,4,5,9
CALACOTO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,21,33,21,33,54
CALAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,21,13,21,13,34
CAMARGO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,24,33,24,33,57
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,10,19,10,19,29
CAMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,38,43,38,43,81
CAPINOTA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,157,143,157,143,300
CAQUIAVIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,3,4,3,4,7
CARACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,15,36,15,36,51
CARANAVI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,62,103,62,103,165
CARAPARI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,15,10,15,10,25
CARIPUYO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,3,4,3,4,7
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,20,36,20,36,56
CATACORA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,0,2,0,2,2
CHALLAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,34,42,34,42,76
CHARAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,12,29,12,29,41
CHIMORE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,3,1,3,1,4
CHIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,0,4,0,4,4
CHOQUE COTA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,18,11,18,11,29
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,36,0,36,0,36
CHUMA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,103,120,103,120,223
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,48,43,48,43,91
CKOCHAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,29,0,29,0,29
CLIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,393,578,393,578,971
COBIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,337,420,337,420,757
COCAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,118,79,118,79,197
COCHABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,4548,5785,4548,5785,10333
COIPASA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,0,5,0,5,5
COLCAPIRHUA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,114,198,114,198,312
"COLCHA ""K""",atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,7,6,7,6,13
COLLANA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,6,16,6,16,22
COLOMI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,293,152,293,152,445
COLPA BELGICA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,71,81,71,81,152
COLQUECHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,1,6,1,6,7
COLQUENCHA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,0,1,0,1,1
COLQUIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,16,10,16,10,26
COMANCHE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,4,0,4,0,4
COMARAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,70,80,70,80,150
COPACABANA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,7,20,7,20,27
CORIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,0,8,0,8,8
CORO CORO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,0,3,0,3,3
COROICO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,22,38,22,38,60
COTAGAITA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,55,68,55,68,123
COTOCA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,15,48,15,48,63
CUATRO CAÑADAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,9,10,9,10,19
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,3,1,3,1,4
CUEVO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,4,3,4,3,7
CULPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,5,31,5,31,36
DESAGUADERO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,2,2,2,2,4
EL ALTO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,2048,1854,2048,1854,3902
EL CHORO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,90,52,90,52,142
EL PUENTE(STC),atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,8,4,8,4,12
EL PUENTE(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,16,12,16,12,28
EL TORNO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,50,41,50,41,91
EL VILLAR,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,0,1,0,1,1
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,10,10,10,10,20
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,6,27,6,27,33
ESCOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,10,9,10,9,19
EUCALIPTUS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,12,71,12,71,83
EXALTACION,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,5,5,5,5,10
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,18,33,18,33,51
FILADELFIA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,27,23,27,23,50
GENERAL SAAVEDRA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,12,19,12,19,31
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,8,10,8,10,18
GUANAY,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,20,14,20,14,34
GUAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,8,11,8,11,19
GUAYARAMERIN,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,86,132,86,132,218
GUTIERREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,191,270,191,270,461
HUACARETA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,7,10,7,10,17
HUACHACALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,0,2,0,2,2
HUANUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,28,34,28,34,62
HUARACAJE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,6,7,6,7,13
HUARINA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,3,3,3,3,6
HUAYLLAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,5,14,5,14,19
HUMANATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,6,14,6,14,20
ICLA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,14,0,14,0,14
INCAHUASI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,2,5,2,5,7
INQUISIVI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,14,15,14,15,29
IXIAMAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,4,9,4,9,13
JESUS DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,15,9,15,9,24
LA ASUNTA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,10,6,10,6,16
LA GUARDIA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,18,40,18,40,58
LA PAZ,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,1694,2297,1694,2297,3991
LAGUNILLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,23,14,23,14,37
LAS CARRERAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,10,2,10,2,12
LICOMA PAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,0,1,0,1,1
LLALLAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,101,308,101,308,409
LLICA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,10,11,10,11,21
LURIBAY,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,4,10,4,10,14
MACHACAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,20,29,20,29,49
MACHARETI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,2,10,2,10,12
MAGDALENA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,2,2,2,2,4
MAIRANA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,13,5,13,5,18
MAPIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,60,75,60,75,135
MECAPACA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,14,15,14,15,29
MINEROS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,0,30,0,30,30
MIZQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,18,60,18,60,78
MOCOMOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,3,2,3,2,5
MOJOCOYA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,0,1,0,1,1
MONTEAGUDO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,47,95,47,95,142
MONTERO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,147,356,147,356,503
MORO MORO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,0,4,0,4,4
MOROCHATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,16,18,16,18,34
OMEREQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,24,28,24,28,52
ORURO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,884,999,884,999,1883
PADCAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,9,11,9,11,20
PADILLA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,2,2,2,2,4
PAILON,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,11,80,11,80,91
PALCA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,21,28,21,28,49
PALOS BLANCOS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,25,50,25,50,75
PAMPA AULLAGAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,129,118,129,118,247
PAMPA GRANDE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,3,23,3,23,26
PAPEL PAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,19,11,19,11,30
PASORAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,1,0,1,0,1
PATACAMAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,47,53,47,53,100
PAZÑA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,2,0,2,0,2
PELECHUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,0,5,0,5,5
POCOATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,51,56,51,56,107
POCONA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,30,35,30,35,65
POOPO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,59,19,59,19,78
PORCO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,8,17,8,17,25
PORONGO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,12,20,12,20,32
PORTACHUELO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,88,85,88,85,173
PORVENIR,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,37,24,37,24,61
POSTRER VALLE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,2,4,2,4,6
POTOSI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,741,216,741,216,957
PRESTO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,2,0,2,0,2
PUCARA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,3,2,3,2,5
PUCARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,37,40,37,40,77
PUERTO ACOSTA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,1,3,1,3,4
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,0,3,0,3,3
PUERTO PEREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,4,9,4,9,13
PUERTO QUIJARRO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,8,5,8,5,13
PUERTO RICO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,2,14,2,14,16
PUERTO SILES,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,34,34,34,34,68
PUERTO SUAREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,7,4,7,4,11
PUERTO VILLARROEL,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,152,178,152,178,330
PUNA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,23,0,23,0,23
PUNATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,239,353,239,353,592
QUILLACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,1230,1206,1230,1206,2436
QUIME,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,4,7,4,7,11
QUIRUSILLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,3,2,3,2,5
REYES,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,6,7,6,7,13
RIBERALTA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,97,193,97,193,290
ROBORE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,15,16,15,16,31
RURRENABAQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,0,80,0,80,80
SABAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,12,5,12,5,17
SACABA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,1323,2828,1323,2828,4151
SACABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,186,118,186,118,304
SACACA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,0,2,0,2,2
SAIPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,1,19,1,19,20
SALINAS DE GARCI MENDOZA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,39,57,39,57,96
SAMAIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,3,4,3,4,7
SAN ANDRES,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,15,13,15,13,28
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,8,14,8,14,22
SAN BENITO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,49,74,49,74,123
SAN BORJA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,49,44,49,44,93
SAN BUENA VENTURA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,9,16,9,16,25
SAN CARLOS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,3,19,3,19,22
SAN IGNACIO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,11,9,11,9,20
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,135,163,135,163,298
SAN JAVIER(BNI),atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,11,26,11,26,37
SAN JAVIER(STC),atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,2,2,2,2,4
SAN JOAQUIN,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,123,117,123,117,240
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,2,0,2,0,2
SAN JUAN DE YAPACANI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,0,1,0,1,1
SAN JULIAN,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,14,8,14,8,22
SAN LORENZO(PND),atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,5,3,5,3,8
SAN LORENZO(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,31,72,31,72,103
SAN LUCAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,1,1,1,1,2
SAN MATIAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,8,4,8,4,12
SAN MIGUEL DE VELASCO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,3,4,3,4,7
SAN PEDRO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,2,5,2,5,7
SAN PEDRO DE BUENA VISTA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,0,6,0,6,6
SAN PEDRO DE TIQUINA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,4,15,4,15,19
SAN RAFAEL,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,30,62,30,62,92
SAN RAMON BENI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,2,3,2,3,5
SAN RAMON SCZ,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,53,67,53,67,120
SANTA ANA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,163,211,163,211,374
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,1543,1689,1543,1689,3232
SANTA ROSA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,6,8,6,8,14
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,0,31,0,31,31
SANTIAGO DE CALLAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,16,24,16,24,40
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,63,58,63,58,121
SANTIAGO DE HUATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,5,8,5,8,13
SANTIAGO DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,1,3,1,3,4
SANTIVAÑES,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,15,40,15,40,55
SANTUARIO DE QUILLACAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,10,20,10,20,30
SAPAHAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,11,17,11,17,28
SENA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,7,15,7,15,22
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,9,20,9,20,29
SIPE SIPE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,440,532,440,532,972
SOPACHUY,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,224,253,224,253,477
SORACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,13,16,13,16,29
SORATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,1,4,1,4,5
SUCRE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,641,658,641,658,1299
TACACOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,8,4,8,4,12
TACOPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,2,2,2,2,4
TAHUA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,2,6,2,6,8
TAPACARI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,25,56,25,56,81
TARABUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,68,75,68,75,143
TARACO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,2,0,2,0,2
TARATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,0,5,0,5,5
TARIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,600,642,600,642,1242
TARVITA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,32,61,32,61,93
TIAWANACU,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,5,15,5,15,20
TINGUIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,0,2,0,2,2
TIPUANI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,11,10,11,10,21
TIQUIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,605,648,605,648,1253
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,1,8,1,8,9
TOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,32,45,32,45,77
TOLATA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,160,163,160,163,323
TOLEDO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,33,41,33,41,74
TOMAVE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,10,40,10,40,50
TOMINA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,9,9,9,9,18
TORO TORO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,23,24,23,24,47
TOTORA(CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,0,14,0,14,14
TOTORA(ORR),atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,2,0,2,0,2
TRIGAL,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,3,3,3,3,6
TRINIDAD,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,647,664,647,664,1311
TUPIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,92,70,92,70,162
TURCO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,0,1,0,1,1
UNCIA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,8,19,8,19,27
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,36,54,36,54,90
URUBICHA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,9,14,9,14,23
UYUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,4,9,4,9,13
VACAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,15,37,15,37,52
VALLEGRANDE,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,58,79,58,79,137
VIACHA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,271,235,271,235,506
VILA VILA,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,2,2,2,2,4
VILLA CHARCAS,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,12,12,12,12,24
VILLA MONTES,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,37,33,37,33,70
VILLA NUEVA (LOMA ALTA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,3,4,3,4,7
VILLA RIVERO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,16,14,16,14,30
VILLA SERRANO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,63,120,63,120,183
VILLA TUNARI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,206,165,206,165,371
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,2,12,2,12,14
VILLAZON,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,117,178,117,178,295
VINTO,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,27,48,27,48,75
VITICHI,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,11,3,11,3,14
WALDO BALLIVIAN,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,16,14,16,14,30
WARNES,atencion odontologica,acciones preventivas dentro del establecimiento,2010-04-01,37,36,37,36,73
