municipality,group,variable,month,Niños de 6 a 11 meses con dosis única de vitam,TOTAL
SAN LORENZO(PND),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,11,11
SAN LORENZO(TJA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,31,31
SAN LUCAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,86,86
SAN MATIAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,25,25
SAN MIGUEL DE VELASCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,18,18
SAN PABLO DE LIPEZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,5,5
SAN PEDRO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,33,33
SAN PEDRO DE BUENA VISTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,32,32
SAN PEDRO DE CURAHUARA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,11,11
SAN PEDRO DE QUEMES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,2,2
SAN PEDRO DE TIQUINA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,5,5
SAN PEDRO(PND),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,3,3
SAN RAFAEL,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,8,8
SAN RAMON,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,6,6
SAN RAMON,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,2,2
SANTA ANA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,16,16
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,885,885
SANTA ROSA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,27,27
SANTA ROSA DEL SARA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,67,67
SANTIAGO DE CALLAPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,19,19
SANTIAGO DE HUARI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,10,10
SANTIAGO DE MACHACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,14,14
SANTIVAÑES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,8,8
SANTUARIO DE QUILLACAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,6,6
SAPAHAQUI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,16,16
SENA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,9,9
SICA SICA (VILLA AROMA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,42,42
SICAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,2,2
SIPE SIPE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,44,44
SOPACHUY,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,13,13
SORACACHI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,14,14
SORATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,40,40
SUCRE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,400,400
TACACHI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,1,1
TACACOMA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,12,12
TACOBAMBA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,34,34
TACOPAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,28,28
TAPACARI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,67,67
TARABUCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,43,43
TARACO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,6,6
TARATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,9,9
TARIJA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,208,208
TARVITA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,35,35
TEOPONTE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,10,10
TIAWANACU,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,14,14
TINGUIPAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,63,63
TIPUANI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,18,18
TIQUIPAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,67,67
TIRAQUE (CBBA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,59,59
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,1,1
TOCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,7,7
TOLATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,4,4
TOLEDO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,9,9
TOMAVE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,12,12
TOMINA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,33,33
TORO TORO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,17,17
TOTORA(CBBA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,23,23
TOTORA(ORR),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,4,4
TRIGAL,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,1,1
TRINIDAD,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,232,232
TUPIZA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,58,58
TURCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,6,6
UMALA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,12,12
UNCIA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,15,15
URIONDO (A. CONCEPCION),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,39,39
UYUNI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,30,30
VACAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,10,10
VALLEGRANDE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,29,29
VIACHA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,51,51
VILA VILA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,13,13
VILLA MONTES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,69,69
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,1,1
VILLA RIVERO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,8,8
VILLA SERRANO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,6,6
VILLA TUNARI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,135,135
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,18,18
VILLAZON,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,64,64
VINTO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,23,23
VITICHI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,54,54
WALDO BALLIVIAN,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,8,8
WARNES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,96,96
YACO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,25,25
YACUIBA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,49,49
YAMPARAEZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,10,10
YANACACHI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,9,9
YAPACANI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,64,64
YOCALLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,6,6
YOTALA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,13,13
YUNCHARA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,14,14
ZUDAÑEZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-02-01,4,4
ACACIO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,9,9
ACHACACHI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,113,113
ACHOCALLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,24,24
AIQUILE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,56,56
ALALAY,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,7,7
ALCALA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,9,9
ANCORAIMES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,24,24
ANTEQUERA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,4,4
ANZALDO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,3,3
APOLO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,34,34
ARAMPAMPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,22,22
ARANI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,31,31
ARBIETO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,4,4
ARQUE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,78,78
ATOCHA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,71,71
AUCAPATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,9,9
AYATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,16,16
AYO AYO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,15,15
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,61,61
AZURDUY,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,27,27
BATALLAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,28,28
BAURES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,6,6
BELEN DE URMIRI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,4,4
BELLA FLOR,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,4,4
BERMEJO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,89,89
BETANZOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,48,48
BOLIVAR,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,25,25
BOLPEBRA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,2,2
BOYUIBE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,4,4
BUENA VISTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,25,25
CABEZAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,28,28
CAIROMA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,17,17
"CAIZA ""D""",micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,16,16
CAJUATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,35,35
CALACOTO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,25,25
CALAMARCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,11,11
CAMARGO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,40,40
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,3,3
CAMIRI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,41,41
CAPINOTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,38,38
CAQUIAVIRI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,22,22
CARACOLLO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,44,44
CARANAVI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,110,110
CARAPARI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,13,13
CARIPUYO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,25,25
CARMEN RIVERO TORREZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,16,16
CHALLAPATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,97,97
CHAQUI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,15,15
CHARAGUA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,52,52
CHARAÑA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,3,3
CHAYANTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,16,16
CHIMORE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,12,12
CHIPAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,3,3
CHOQUE COTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,4,4
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,37,37
CHUMA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,12,12
CLIZA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,6,6
COBIJA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,55,55
COCHABAMBA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,882,882
COIPASA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,1,1
COLCAPIRHUA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,52,52
"COLCHA ""K""",micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,4,4
COLLANA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,5,5
COLOMI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,54,54
COLPA BELGICA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,7,7
COLQUECHACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,54,54
COLQUENCHA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,22,22
COLQUIRI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,36,36
COMANCHE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,11,11
COMARAPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,47,47
COMBAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,6,6
CONCEPCION,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,69,69
COPACABANA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,26,26
CORIPATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,40,40
CORO CORO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,13,13
COROICO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,21,21
CORQUE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,15,15
COTAGAITA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,59,59
COTOCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,137,137
CUATRO CAÑADAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,35,35
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,3,3
CUEVO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,7,7
CULPINA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,41,41
CURAHUARA DE CARANGAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,12,12
CURVA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,2,2
DESAGUADERO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,4,4
EL ALTO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,1093,1093
EL CHORO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,7,7
EL PUENTE(TJA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,6,6
EL TORNO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,98,98
ENTRE RIOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,48,48
ENTRE RIOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,37,37
EUCALIPTUS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,7,7
EUREKA (SANTOS MERCADO),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,9,9
EXALTACION,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,3,3
FERNANDEZ ALONSO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,43,43
FILADELFIA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,15,15
GENERAL SAAVEDRA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,30,30
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,25,25
GUANAY,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,19,19
GUAQUI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,18,18
GUAYARAMERIN,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,63,63
GUTIERREZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,35,35
HUACARETA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,33,33
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,7,7
HUACHACALLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,1,1
HUANUNI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,76,76
HUARACAJE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,3,3
HUAYLLAMARCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,5,5
ICHOCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,16,16
ICLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,10,10
INCAHUASI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,75,75
INQUISIVI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,27,27
IRUPANA (VILLA DE LANZA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,22,22
IXIAMAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,4,4
JESUS DE MACHACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,24,24
LA ASUNTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,37,37
LA GUARDIA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,91,91
LA PAZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,939,939
LA RIVERA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,1,1
LAGUNILLAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,15,15
LAJA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,41,41
LAS CARRERAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,6,6
LICOMA PAMPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,3,3
LLALLAGUA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,66,66
LLICA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,2,2
LORETO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,18,18
LURIBAY,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,26,26
MACHACAMARCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,5,5
MACHARETI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,7,7
MAGDALENA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,10,10
MAIRANA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,10,10
MALLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,10,10
MAPIRI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,33,33
MECAPACA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,19,19
MINEROS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,57,57
MIZQUE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,28,28
MOCOMOCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,28,28
MOJOCOYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,22,22
MONTEAGUDO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,50,50
MONTERO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,221,221
MORO MORO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,3,3
MOROCHATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,106,106
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,3,3
OCURI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,64,64
OKINAWA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,22,22
OMEREQUE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,17,17
ORURO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,350,350
PADCAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,39,39
PADILLA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,37,37
PAILON,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,47,47
PALCA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,26,26
PALOS BLANCOS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,31,31
PAMPA AULLAGAS,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,4,4
PAMPA GRANDE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,16,16
PAPEL PAMPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,3,3
PASORAPA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,5,5
PATACAMAYA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,58,58
PAZÑA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,1,1
PELECHUCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,14,14
POCOATA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,35,35
POCONA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,6,6
POJO (CBBA),micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,60,60
POOPO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,28,28
PORCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,11,11
POROMA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,48,48
PORONGO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,17,17
PORTACHUELO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,33,33
PORVENIR,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,3,3
POSTRER VALLE,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,2,2
POTOSI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,259,259
PRESTO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,26,26
PUCARANI,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,63,63
PUERTO ACOSTA,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,41,41
PUERTO CARABUCO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,49,49
PUERTO GONZALO MORENO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,4,4
PUERTO PEREZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,14,14
PUERTO QUIJARRO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,27,27
PUERTO RICO,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,23,23
PUERTO SILES,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,1,1
PUERTO SUAREZ,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,26,26
PUERTO VILLARROEL,micronutrientes,ninos de 6 a 11 meses con dosis unica de vitam,2006-03-01,63,63
