municipality,group,variable,month,Partos atendidos por otros,TOTAL
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,4,4
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,2,2
COROICO,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,37,37
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por otros,2020-07-01,1,1
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,2,2
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,2,2
HUANUNI,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,4,4
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,3,3
MECAPACA,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,1,1
MINEROS,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,3,3
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,2,2
MONTERO,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,4,4
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,5,5
PAILON,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,1,1
PASORAPA,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,1,1
PAZÑA,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,4,4
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,4,4
RIBERALTA,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,1,1
SABAYA,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,6,6
SAMAIPATA,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,5,5
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,6,6
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,3,3
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,3,3
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2020-07-01,1,1
TRINIDAD,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,1,1
VALLEGRANDE,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,2,2
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,5,5
VINTO,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,2,2
YACUIBA,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por otros,2020-07-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,2,2
ACHOCALLA,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
ALALAY,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,2,2
ANZALDO,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
ARBIETO,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2020-08-01,3,3
BETANZOS,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
BUENA VISTA,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
CAMARGO,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,2,2
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,2,2
COTAGAITA,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
COTOCA,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,3,3
CUATRO CAÑADAS,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,28,28
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
FILADELFIA,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,2,2
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,4,4
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,2,2
MONTERO,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,11,11
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,2,2
POCOATA,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
POCONA,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
POOPO,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,4,4
PRESTO,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,4,4
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,6,6
RAVELO,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,4,4
SACABA,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,3,3
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,2,2
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,3,3
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
SAN PEDRO,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
SAN RAMON SCZ,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
SANTA ANA,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,10,10
SANTIAGO DE MACHACA,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,4,4
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
TIAHUANACU,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,3,3
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,2,2
TOLATA,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2020-08-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,2,2
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,4,4
VINTO,atencion de partos en domicilio,partos atendidos por otros,2020-08-01,2,2
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
ANZALDO,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
CAMARGO,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,3,3
CARAPARI,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
COBIJA,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,2,2
COROICO,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
COTOCA,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,36,36
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,3,3
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,2,2
GUANAY,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,4,4
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,2,2
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
MINEROS,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,2,2
MIZQUE,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,3,3
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,10,10
POSTRER VALLE,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,2,2
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,3,3
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,2,2
RAQAYPAMPA(ETA),atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,4,4
SACABA,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
SAMAIPATA,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,4,4
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
SANTA ANA,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,4,4
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,2,2
SENA,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
SHINAOTA,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,5,5
SUCRE,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,3,3
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,4,4
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2020-09-01,2,2
TUPIZA,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,4,4
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,3,3
VINTO,atencion de partos en domicilio,partos atendidos por otros,2020-09-01,2,2
ACHOCALLA,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
BOYUIBE,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
CAMARGO,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,2,2
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,5,5
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
COTOCA,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,4,4
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,28,28
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
GUANAY,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,2,2
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,3,3
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,5,5
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,3,3
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,7,7
MINEROS,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,8,8
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,3,3
POJO (CBBA),atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,4,4
PUCARA,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,3,3
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,3,3
SACABA,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,3,3
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
SHINAOTA,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,3,3
SUCRE,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,2,2
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,3,3
TARABUCO,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,2,2
TORO TORO,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,3,3
TURCO,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
VIACHA,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,4,4
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,3,3
WALDO BALLIVIAN,atencion de partos en domicilio,partos atendidos por otros,2020-10-01,1,1
ACHOCALLA,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,1,1
ARBIETO,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2020-11-01,4,4
BETANZOS,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,3,3
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,2,2
CHIPAYA,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por otros,2020-11-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,2,2
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,8,8
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,4,4
COPACABANA,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,2,2
CORIPATA,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,1,1
CURVA,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,42,42
EL CHORO,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,1,1
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por otros,2020-11-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,2,2
FILADELFIA,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,2,2
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,4,4
MINEROS,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,9,9
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,2,2
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,2,2
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,1,1
PUNATA,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,1,1
SAMAIPATA,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,4,4
SAN LUCAS,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,8,8
SENA,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,2,2
SOPACHUY,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,1,1
TARABUCO,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,2,2
TARATA,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,3,3
TOMAVE,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2020-11-01,4,4
UMALA,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,1,1
URIONDO (A. CONCEPCION),atencion de partos en domicilio,partos atendidos por otros,2020-11-01,1,1
VALLEGRANDE,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,4,4
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,2,2
VINTO,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,2,2
YACUIBA,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por otros,2020-11-01,2,2
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2020-12-01,2,2
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,2,2
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,3,3
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,4,4
COROICO,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,2,2
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,23,23
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,2,2
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,2,2
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,1,1
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,6,6
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,4,4
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,3,3
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,1,1
PUNATA,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,2,2
RIBERALTA,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,4,4
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por otros,2020-12-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,2,2
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,5,5
SUCRE,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,2,2
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2020-12-01,3,3
TRINIDAD,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por otros,2020-12-01,1,1
