municipality,group,variable,month,Nacidos vivos atendidos por partera,TOTAL
CARMEN RIVERO TORREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,1,1
COMARAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,2,2
COTOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,3,3
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,1,1
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,2,2
MAIRANA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,2,2
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,1,1
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,8,8
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,4,4
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,5,5
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,7,7
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,1,1
SAN RAMON SCZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,3,3
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,1,1
SENA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,2,2
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,2,2
TOMINA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,1,1
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,1,1
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,2,2
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,2,2
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,2,2
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-08-01,2,2
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,39,39
CAJUATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,1,1
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,2,2
CKOCHAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,1,1
COBIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,1,1
COMARAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,1,1
COTOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,2,2
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,5,5
GUANAY,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,1,1
INQUISIVI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,3,3
MAIRANA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,2,2
MIZQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,2,2
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,7,7
PADCAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,2,2
REYES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,1,1
ROBORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,1,1
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,4,4
SAIPINA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,5,5
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,3,3
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,2,2
TIAHUANACU,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,2,2
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,2,2
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-09-01,2,2
ARBIETO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,2,2
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,1,1
BOYUIBE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,44,44
CAMIRI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,2,2
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,1,1
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,1,1
COPACABANA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,1,1
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,1,1
COTOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,4,4
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,3,3
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,7,7
GUANAY,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,2,2
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,1,1
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,3,3
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,6,6
POJO (CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,1,1
PORTACHUELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,1,1
PORVENIR,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,2,2
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,3,3
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,1,1
SAN BENITO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,3,3
SAN CARLOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,2,2
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,1,1
SENA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,1,1
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,1,1
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,1,1
VILLA MONTES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-10-01,3,3
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,2,2
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,2,2
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,30,30
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,1,1
CKOCHAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,1,1
CORO CORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,4,4
EL PUENTE(STC),atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,1,1
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,1,1
INGAVI (HUMAITA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,1,1
MOCOMOCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,2,2
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,2,2
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,2,2
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,5,5
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,3,3
SOPACHUY,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,2,2
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,1,1
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,3,3
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,4,4
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,2,2
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,2,2
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-11-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,1,1
BERMEJO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,3,3
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,27,27
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,1,1
COBIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,1,1
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,2,2
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,1,1
IXIAMAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,1,1
MAIRANA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,2,2
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,1,1
PUNA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,2,2
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,2,2
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,11,11
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,2,2
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,1,1
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,1,1
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,2,2
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,2,2
URUBICHA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,1,1
WARNES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2020-12-01,1,1
