,group,variable,month,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TOTALES,TOTALES
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,1,0,1,0,2,0
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,1,1,1,0,2,1
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,2,2,1,0,3,2
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,1,1,0,1,1,2
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,6,5,0,3,6,8
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,5,3,5,2,10,5
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,5,0,3,0,8,0
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,0,1,0,0,0,1
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,1,0,0,0,1,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,14,7,12,5,26,12
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,4,0,1,0,5,0
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,1,0,0,0,1,0
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,0,0,1,1,1,1
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,2,0,0,0,2,0
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,0,1,0,0,0,1
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,4,2,0,0,4,2
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,1,1,1,0,2,1
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,3,0,0,0,3,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,0,0,3,1,3,1
YACUIBA,leishmaniasis,tratamientos de leishmania cutanea,2020-09-01,1,0,0,0,1,0
APOLO,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,1,0,1,0,2,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,4,1,0,0,4,1
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,1,0,1,0,2,0
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,3,0,5,2,8,2
CAIROMA,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,1,1,0,0,1,1
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,5,6,6,6,11,12
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,27,15,29,13,56,28
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,2,2,0,1,2,3
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,0,0,3,2,3,2
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,53,6,5,2,58,8
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,0,0,1,0,1,0
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,2,2,2,0,4,2
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,2,1,0,0,2,1
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,1,0,2,2,3,2
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,6,2,2,1,8,3
EUREKA (SANTOS MERCADO),leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,0,0,0,1,0,1
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,6,3,1,2,7,5
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,1,0,0,0,1,0
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,2,0,1,0,3,0
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,1,0,1,2,2,2
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,6,4,5,3,11,7
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,17,9,19,7,36,16
LA PAZ,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,2,0,0,0,2,0
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,1,0,0,1,1,1
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,22,12,14,9,36,21
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,8,1,1,0,9,1
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,2,0,0,0,2,0
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,5,2,0,0,5,2
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,1,0,0,0,1,0
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,2,1,1,0,3,1
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,5,2,5,2,10,4
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,3,1,3,2,6,3
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,0,0,1,0,1,0
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,1,0,0,0,1,0
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,2,1,5,0,7,1
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,0,0,0,1,0,1
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,3,1,3,2,6,3
SENA,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,1,0,0,0,1,0
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,1,1,1,1,2,2
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,5,6,5,5,10,11
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2020-10-01,18,4,2,0,20,4
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,4,0,0,0,4,0
APOLO,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,0,1,1,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,1,0,0,0,1,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,3,0,5,1,8,1
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,2,1,0,0,2,1
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,1,1,2,0,3,1
CAIROMA,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,0,0,1,1,1,1
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,1,3,1,2,2,5
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,3,6,17,13,20,19
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,1,0,2,2,3,2
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,19,4,49,6,68,10
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,1,0,0,0,1,0
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,0,0,1,0,1,0
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,1,0,0,2,1,2
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,0,0,2,1,2,1
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,3,3,3,0,6,3
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,1,0,4,1,5,1
EUREKA (SANTOS MERCADO),leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,1,0,1,0,2,0
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,2,3,7,2,9,5
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,1,0,1,0,2,0
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,3,1,3,1,6,2
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,0,1,0,0,0,1
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,1,1,1,0,2,1
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,6,0,6,0,12,0
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,12,8,9,8,21,16
LA PAZ,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,0,0,2,0,2,0
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,8,2,3,2,11,4
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,5,0,2,2,7,2
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,0,3,9,1,9,4
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,7,1,6,1,13,2
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,2,1,6,2,8,3
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,4,1,4,0,8,1
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,0,0,2,1,2,1
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,0,0,0,2,0,2
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,3,0,0,6,3,6
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,1,0,1,1,2,1
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,8,4,1,0,9,4
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,0,0,2,0,2,0
SENA,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,1,0,2,0,3,0
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,0,0,1,1,1,1
TAPACARI,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,1,0,1,0,2,0
TARIJA,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,2,0,0,0,2,0
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,0,0,1,0,1,0
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,1,1,0,0,1,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2020-11-01,20,3,25,6,45,9
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,11,4,11,4,22,8
AYOPAYA (V. DE INDEPENDENCIA),leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,1,0,1,0,2,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,3,1,3,1,6,2
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,3,1,0,3,3,4
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,1,1,1,1,2,2
CAIROMA,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,1,1,0,0,1,1
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,4,2,0,1,4,3
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,8,4,1,0,9,4
CARAPARI,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,1,0,0,0,1,0
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,0,2,1,1,1,3
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,18,8,19,5,37,13
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,2,0,2,0,4,0
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,2,0,0,0,2,0
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,1,0,0,0,1,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,5,2,3,4,8,6
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,1,1,1,1,2,2
EUREKA (SANTOS MERCADO),leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,1,1,0,0,1,1
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,1,1,4,2,5,3
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,0,1,1,0,1,1
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,2,0,1,0,3,0
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,1,0,0,1,1,1
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,1,2,1,1,2,3
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,2,0,3,0,5,0
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,1,3,8,7,9,10
MAGDALENA,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,2,0,2,0,4,0
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,1,0,7,0,8,0
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,4,2,7,1,11,3
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,2,0,2,4,4,4
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,0,0,3,0,3,0
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,0,1,2,2,2,3
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,2,3,2,3,4,6
REYES,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,2,0,1,0,3,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,7,2,7,2,14,4
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,3,0,2,3,5,3
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,1,1,1,0,2,1
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,5,4,1,4,6,8
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,5,2,2,0,7,2
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,2,0,9,4,11,4
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,1,0,0,0,1,0
SENA,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,0,0,1,0,1,0
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,2,0,0,0,2,0
TARIJA,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,0,0,1,0,1,0
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,5,0,0,0,5,0
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,3,1,1,1,4,2
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,3,2,13,2,16,4
YANACACHI,leishmaniasis,tratamientos de leishmania cutanea,2020-12-01,1,0,0,0,1,0
