municipality,group,variable,month,Vacunaciones SRP fuera de servicio,TOTAL
SAN IGNACIO DE VELASCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,48,48
SAN JAVIER(BNI),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,23,23
SAN JAVIER(STC),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,6,6
SAN JOAQUIN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,5,5
SAN JOSE DE CHIQUITOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,11,11
SAN JUAN DE YAPACANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,23,23
SAN JULIAN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,66,66
SAN LORENZO(PND),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,1,1
SAN LORENZO(TJA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,43,43
SAN LUCAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,91,91
SAN MATIAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,9,9
SAN MIGUEL DE VELASCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,4,4
SAN PABLO DE LIPEZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,2,2
SAN PEDRO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,6,6
SAN PEDRO DE BUENA VISTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,105,105
SAN PEDRO DE CURAHUARA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,7,7
SAN PEDRO DE TIQUINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,8,8
SAN PEDRO(PND),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,2,2
SAN RAFAEL,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,4,4
SAN RAMON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,3,3
SAN RAMON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,7,7
SANTA ANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,88,88
SANTA CRUZ DE LA SIERRA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,520,520
SANTA ROSA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,18,18
SANTA ROSA DEL SARA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,13,13
SANTIAGO DE CALLAPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,13,13
SANTIAGO DE HUARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,12,12
SANTIAGO DE MACHACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,2,2
SANTUARIO DE QUILLACAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,3,3
SAPAHAQUI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,13,13
SENA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,16,16
SICA SICA (VILLA AROMA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,127,127
SICAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,5,5
SIPE SIPE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,13,13
SOPACHUY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,13,13
SORACACHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,18,18
SORATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,30,30
SUCRE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,229,229
TACACHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,2,2
TACACOMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,7,7
TACOBAMBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,36,36
TACOPAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,3,3
TAPACARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,40,40
TARABUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,41,41
TARACO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,12,12
TARATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,4,4
TARIJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,26,26
TARVITA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,35,35
TEOPONTE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,5,5
TIAWANACU,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,24,24
TINGUIPAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,96,96
TIQUIPAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,13,13
TIRAQUE (CBBA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,52,52
TITO YUPANQUI (PARQUIPUJIO),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,2,2
TOCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,6,6
TODOS SANTOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,2,2
TOLATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,8,8
TOLEDO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,8,8
TOMAVE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,29,29
TOMINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,9,9
TORO TORO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,13,13
TOTORA(CBBA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,8,8
TOTORA(ORR),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,5,5
TRIGAL,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,3,3
TRINIDAD,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,48,48
TUPIZA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,44,44
TURCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,3,3
UMALA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,38,38
UNCIA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,121,121
URIONDO (A. CONCEPCION),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,17,17
UYUNI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,59,59
VACAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,31,31
VALLEGRANDE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,13,13
VIACHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,15,15
VILA VILA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,11,11
VILLA MONTES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,48,48
VILLA NUEVA (LOMA ALTA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,2,2
VILLA RIVERO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,6,6
VILLA SERRANO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,24,24
VILLA TUNARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,146,146
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,13,13
VILLAZON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,38,38
VINTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,28,28
VITICHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,38,38
WALDO BALLIVIAN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,9,9
WARNES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,33,33
YACO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,8,8
YACUIBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,36,36
YAMPARAEZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,12,12
YANACACHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,20,20
YAPACANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,28,28
YOCALLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,14,14
YOTALA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,8,8
YUNCHARA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,1,1
ZUDAÑEZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-03-01,10,10
ACACIO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,22,22
ACHACACHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,282,282
ACHOCALLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,49,49
AIQUILE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,60,60
ALALAY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,35,35
ALCALA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,6,6
ANCORAIMES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,38,38
ANDAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,12,12
ANTEQUERA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,32,32
ANZALDO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,21,21
APOLO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,101,101
ARAMPAMPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,18,18
ARANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,38,38
ARBIETO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,35,35
ARQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,68,68
ASCENCION DE GUARAYOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,45,45
ATOCHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,33,33
AUCAPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,4,4
AYATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,4,4
AYO AYO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,42,42
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,203,203
AZURDUY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,11,11
BATALLAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,34,34
BAURES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,24,24
BELEN DE ANDAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,9,9
BELEN DE URMIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,3,3
BERMEJO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,60,60
BETANZOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,44,44
BOLIVAR,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,42,42
BOLPEBRA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,2,2
BOYUIBE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,13,13
BUENA VISTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,28,28
CABEZAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,40,40
CAIROMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,71,71
"CAIZA ""D""",vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,11,11
CAJUATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,8,8
CALACOTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,7,7
CALAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,13,13
CAMARGO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,29,29
CAMATAQUI (C. VILLA ABECIA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,2,2
CAMIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,28,28
CAPINOTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,36,36
CAQUIAVIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,7,7
CARACOLLO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,55,55
CARANAVI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,78,78
CARAPARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,23,23
CARIPUYO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,41,41
CARMEN RIVERO TORREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,13,13
CHACARILLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,5,5
CHALLAPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,71,71
CHAQUI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,12,12
CHARAGUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,56,56
CHARAÑA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,6,6
CHAYANTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,46,46
CHIMORE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,65,65
CHULUMANI (V. DE LA LIBERTAD),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,7,7
CHUMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,1,1
CLIZA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,27,27
COBIJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,103,103
COCHABAMBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,1130,1130
COLCAPIRHUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,67,67
"COLCHA ""K""",vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,28,28
COLLANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,6,6
COLOMI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,34,34
COLPA BELGICA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,16,16
COLQUECHACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,126,126
COLQUENCHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,20,20
COLQUIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,47,47
COMANCHE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,3,3
COMARAPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,58,58
COMBAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,9,9
CONCEPCION,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,46,46
COPACABANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,72,72
CORIPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,5,5
CORO CORO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,9,9
COROICO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,8,8
CORQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,52,52
COTAGAITA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,56,56
COTOCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,207,207
CUATRO CAÑADAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,39,39
CUCHUMUELA (V. G. VILLARROEL),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,9,9
CUEVO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,7,7
CULPINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,21,21
CURAHUARA DE CARANGAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,13,13
CURVA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,13,13
DESAGUADERO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,69,69
EL ALTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,1172,1172
EL PUENTE(STC),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,49,49
EL PUENTE(TJA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,45,45
EL TORNO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,90,90
EL VILLAR,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,2,2
ENTRE RIOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,53,53
ENTRE RIOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,138,138
EUCALIPTUS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,43,43
EXALTACION,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,6,6
FERNANDEZ ALONSO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,41,41
FILADELFIA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,7,7
GENERAL SAAVEDRA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,26,26
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,25,25
GUANAY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,14,14
GUAQUI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,26,26
GUAYARAMERIN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,139,139
GUTIERREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,52,52
HUACARETA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,33,33
HUACAYA (VILLA DE HUACAYA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,20,20
HUANUNI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,97,97
HUARACAJE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,25,25
HUAYLLAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,8,8
ICHOCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,21,21
ICLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,14,14
INCAHUASI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,56,56
INQUISIVI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,46,46
IRUPANA (VILLA DE LANZA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,5,5
IXIAMAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,27,27
JESUS DE MACHACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,33,33
LA ASUNTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,16,16
LA GUARDIA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,93,93
LA PAZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,2043,2043
LAGUNILLAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,19,19
LAJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,45,45
LICOMA PAMPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,5,5
LLALLAGUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,90,90
LLICA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,23,23
LORETO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,9,9
LURIBAY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,48,48
MACHACAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,13,13
MACHARETI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,16,16
MAGDALENA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,26,26
MAIRANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,13,13
MALLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,18,18
MAPIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,36,36
MECAPACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,41,41
MINEROS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,60,60
MIZQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,163,163
MOCOMOCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,6,6
MOJINETE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp fuera de servicio,2005-04-01,2,2
