municipality,group,variable,month,Vacunaciones SRP dentro de servicio,TOTAL
INCAHUASI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,12,12
LA ASUNTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,21,21
LA GUARDIA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,105,105
LA PAZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,1594,1594
LAGUNILLAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,2,2
LAJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,2,2
LAS CARRERAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,8,8
LLICA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,4,4
LORETO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,4,4
LURIBAY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,10,10
MACHACAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,4,4
MACHARETI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,7,7
MAGDALENA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,2,2
MAIRANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,7,7
MALLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,7,7
MAPIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,22,22
MECAPACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,3,3
MINEROS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,56,56
MIZQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,14,14
MOJOCOYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,4,4
MONTEAGUDO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,28,28
MONTERO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,189,189
MOROCHATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,9,9
OCURI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,8,8
OKINAWA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,9,9
ORURO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,473,473
PADCAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,34,34
PADILLA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,13,13
PAILON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,25,25
PALCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,1,1
PALOS BLANCOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,8,8
PAMPA GRANDE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,17,17
PASORAPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,4,4
PATACAMAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,16,16
PAZÑA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,3,3
PELECHUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,1,1
POCOATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,15,15
POCONA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,19,19
POJO (CBBA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,19,19
POOPO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,27,27
POROMA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,17,17
PORONGO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,13,13
PORTACHUELO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,16,16
PORVENIR,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,8,8
POSTRER VALLE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,10,10
POTOSI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,332,332
PRESTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,8,8
PUCARANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,9,9
PUERTO ACOSTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,1,1
PUERTO CARABUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,3,3
PUERTO GONZALO MORENO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,3,3
PUERTO QUIJARRO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,11,11
PUERTO RICO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,6,6
PUERTO SUAREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,25,25
PUERTO VILLARROEL,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,106,106
PUNA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,30,30
PUNATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,28,28
QUIABAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,1,1
QUILLACOLLO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,178,178
QUIME,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,2,2
RAVELO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,29,29
REYES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,18,18
RIBERALTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,165,165
ROBORE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,3,3
RURRENABAQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,8,8
SABAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,5,5
SACABA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,147,147
SACABAMBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,3,3
SACACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,7,7
SAIPINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,4,4
SALINAS DE GARCI MENDOZA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,1,1
SAMAIPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,3,3
SAN AGUSTIN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,1,1
SAN ANDRES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,4,4
SAN ANTONIO DE ESMORUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,1,1
SAN ANTONIO DE LOMERIO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,16,16
SAN BENITO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,8,8
SAN BORJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,70,70
SAN CARLOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,32,32
SAN IGNACIO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,27,27
SAN IGNACIO DE VELASCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,70,70
SAN JAVIER(STC),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,15,15
SAN JOAQUIN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,5,5
SAN JOSE DE CHIQUITOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,27,27
SAN JUAN DE YAPACANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,14,14
SAN JULIAN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,80,80
SAN LORENZO(PND),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,5,5
SAN LORENZO(TJA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,15,15
SAN LUCAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,21,21
SAN MATIAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,24,24
SAN MIGUEL DE VELASCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,11,11
SAN PABLO DE LIPEZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,9,9
SAN PEDRO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,38,38
SAN PEDRO DE BUENA VISTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,6,6
SAN PEDRO DE TIQUINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,2,2
SAN RAFAEL,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,1,1
SAN RAMON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,4,4
SAN RAMON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,10,10
SANTA ANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,12,12
SANTA CRUZ DE LA SIERRA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,3280,3280
SANTA ROSA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,12,12
SANTA ROSA DEL SARA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,9,9
SANTIAGO DE HUARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,3,3
SANTIVAÑES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,6,6
SAPAHAQUI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,1,1
SENA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,5,5
SICA SICA (VILLA AROMA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,4,4
SICAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,1,1
SIPE SIPE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,48,48
SORACACHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,10,10
SORATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,4,4
SUCRE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,334,334
TACACHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,2,2
TACOPAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,23,23
TAHUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,1,1
TAPACARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,34,34
TARABUCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,26,26
TARACO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,1,1
TARATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,16,16
TARIJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,133,133
TARVITA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,8,8
TEOPONTE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,16,16
TIAWANACU,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,8,8
TINGUIPAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,12,12
TIPUANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,8,8
TIQUIPAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,97,97
TIRAQUE (CBBA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,77,77
TOLATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,4,4
TOLEDO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,6,6
TOMAVE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,1,1
TOMINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,6,6
TORO TORO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,7,7
TOTORA(CBBA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,18,18
TOTORA(ORR),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,4,4
TRINIDAD,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,126,126
TUPIZA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,58,58
TURCO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,9,9
URIONDO (A. CONCEPCION),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,8,8
URUBICHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,3,3
UYUNI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,16,16
VALLEGRANDE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,16,16
VIACHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,43,43
VILA VILA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,13,13
VILLA MONTES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,42,42
VILLA SERRANO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,15,15
VILLA TUNARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,90,90
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,2,2
VILLAZON,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,36,36
VINTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,45,45
VITICHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,6,6
WARNES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,67,67
YACUIBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,70,70
YAMPARAEZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,6,6
YAPACANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,48,48
YOTALA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,1,1
YUNCHARA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,8,8
ZUDAÑEZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-04-01,5,5
ACACIO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,3,3
ACHACACHI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,17,17
AIQUILE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,18,18
ALALAY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,2,2
ALCALA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,5,5
APOLO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,2,2
ARANI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,12,12
ARQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,6,6
ASCENCION DE GUARAYOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,23,23
ATOCHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,19,19
AZURDUY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,8,8
BATALLAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,7,7
BAURES,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,6,6
BERMEJO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,22,22
BETANZOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,7,7
BOLIVAR,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,5,5
BOYUIBE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,5,5
BUENA VISTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,2,2
CABEZAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,31,31
"CAIZA ""D""",vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,6,6
CAJUATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,14,14
CALAMARCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,4,4
CAMARGO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,14,14
CAMATAQUI (C. VILLA ABECIA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,2,2
CAMIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,47,47
CAPINOTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,8,8
CARACOLLO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,13,13
CARANAVI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,43,43
CARAPARI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,6,6
CHALLAPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,11,11
CHAQUI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,7,7
CHARAGUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,23,23
CHAYANTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,8,8
CHIMORE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,17,17
CHIPAYA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,6,6
CHOQUE COTA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,13,13
CLIZA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,13,13
COBIJA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,58,58
COCHABAMBA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,828,828
COLCAPIRHUA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,49,49
"COLCHA ""K""",vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,16,16
COLLANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,3,3
COLOMI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,20,20
COLQUECHACA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,7,7
COLQUENCHA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,1,1
COLQUIRI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,9,9
COMARAPA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,11,11
CONCEPCION,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,5,5
COPACABANA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,5,5
CORIPATA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,11,11
CORO CORO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,1,1
COROICO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,23,23
CORQUE,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,1,1
COTAGAITA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,10,10
COTOCA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,46,46
CUATRO CAÑADAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,12,12
CUEVO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,1,1
CULPINA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,15,15
CURAHUARA DE CARANGAS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,3,3
EL ALTO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,854,854
EL PUENTE(STC),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,4,4
EL PUENTE(TJA),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,2,2
EL TORNO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,48,48
EL VILLAR,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,2,2
ENTRE RIOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,14,14
ENTRE RIOS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,26,26
EUCALIPTUS,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,2,2
FERNANDEZ ALONSO,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,30,30
GENERAL SAAVEDRA,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,49,49
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,2,2
GUANAY,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,24,24
GUAQUI,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,1,1
GUAYARAMERIN,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,30,30
GUTIERREZ,vacunaciones de srp (ninos de 12 a 23 meses),vacunaciones srp dentro de servicio,2005-05-01,4,4
