municipality,group,variable,month,Nº de actividades educativas en Salud,TOTAL
CALACOTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,11,11
CAMARGO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,61,61
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,7,7
CAMIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,19,19
CAPINOTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,56,56
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,30,30
CARACOLLO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,65,65
CARANAVI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,63,63
CARAPARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,7,7
CARIPUYO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,31,31
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,8,8
CATACORA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,1,1
CHACARILLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,157,157
CHAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,31,31
CHARAGUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,6,6
CHAYANTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,9,9
CHIMORE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,6,6
CHIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,5,5
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,9,9
CHUMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,3,3
CKOCHAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,85,85
CLIZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,15,15
COBIJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,31,31
COCAPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,20,20
COCHABAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,285,285
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,3,3
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,16,16
COLOMI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,9,9
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,9,9
COLQUECHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,41,41
COLQUENCHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,7,7
COMANCHE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,6,6
COMARAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,4,4
COMBAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,35,35
CORIPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,2,2
COROICO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,4,4
CORQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,42,42
COTAGAITA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,106,106
COTOCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,10,10
CRUZ DE MACHACAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,4,4
CUEVO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,17,17
CULPINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,26,26
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,7,7
CURVA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,13,13
DESAGUADERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,609,609
EL CHORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,33,33
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,18,18
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,88,88
EL TORNO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,130,130
EL VILLAR,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,21,21
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,44,44
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,17,17
ESCOMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,2,2
ESMERALDA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,8,8
EUCALIPTUS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,5,5
EUREKA (SANTOS MERCADO),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,2,2
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,18,18
FILADELFIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,1,1
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,15,15
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,2,2
GUANAY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,2,2
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,31,31
GUTIERREZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,4,4
HUACARETA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,6,6
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,13,13
HUANUNI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,193,193
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,34,34
ICLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,43,43
INCAHUASI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,3,3
INQUISIVI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,15,15
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,12,12
IXIAMAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,32,32
LA ASUNTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,9,9
LA GUARDIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,523,523
LA PAZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,309,309
LA RIVERA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,3,3
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,8,8
LAJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,16,16
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,1,1
LLALLAGUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,3,3
LLICA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,11,11
LORETO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,3,3
LURIBAY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,4,4
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,12,12
MACHARETI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,15,15
MAGDALENA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,2,2
MECAPACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,60,60
MINEROS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,10,10
MIZQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,15,15
MOCOMOCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,10,10
MOJINETE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,38,38
MOJOCOYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,53,53
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,27,27
MONTERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,188,188
MORO MORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,19,19
MOROCHATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,3,3
OCURI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,10,10
OKINAWA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,3,3
OMEREQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,10,10
ORURO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,488,488
PADCAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,28,28
PADILLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,47,47
PAILON,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,3,3
PALCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,4,4
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,73,73
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,7,7
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,21,21
PASORAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,3,3
PATACAMAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,7,7
PAZÑA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,24,24
PELECHUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,3,3
POCOATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,32,32
POCONA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,12,12
POJO (CBBA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,3,3
POOPO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,26,26
PORCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,13,13
POROMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,19,19
PORONGO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,13,13
PORTACHUELO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,1,1
PORVENIR,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,4,4
POSTRER VALLE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,158,158
PRESTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,46,46
PUCARANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,170,170
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,2,2
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,12,12
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,56,56
PUERTO RICO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,2,2
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,32,32
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,53,53
PUNA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,97,97
PUNATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,15,15
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,99,99
QUIME,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,2,2
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,3,3
RAVELO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,21,21
REYES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,52,52
ROBORE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,14,14
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,2,2
SABAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,60,60
SACABA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,14,14
SACABAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,8,8
SACACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,41,41
SAIPINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,29,29
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,63,63
SAMAIPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,3,3
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,4,4
SAN ANDRES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,3,3
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,5,5
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,2,2
SAN BENITO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,44,44
SAN BORJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,42,42
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,5,5
SAN CARLOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,17,17
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,169,169
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,21,21
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,2,2
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,5,5
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,8,8
SAN JULIAN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,134,134
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,8,8
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,30,30
SAN LUCAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,58,58
SAN MATIAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,1,1
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,48,48
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,18,18
SAN PEDRO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,34,34
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,135,135
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,13,13
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,39,39
SAN RAFAEL,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,2,2
SANTA ANA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,3,3
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,952,952
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,10,10
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,63,63
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,3,3
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,7,7
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,15,15
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,5,5
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,7,7
SHINAOTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,30,30
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,44,44
SIPE SIPE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,13,13
SOPACHUY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,15,15
SORACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,94,94
SORATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,4,4
SUCRE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,103,103
TACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,1,1
TACACOMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,1,1
TACOBAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,61,61
TAHUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,17,17
TAPACARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,14,14
TARABUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,77,77
TARACO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,1,1
TARATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,20,20
TARIJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,203,203
TARVITA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,70,70
TEOPONTE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,3,3
TIAWANACU,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,2,2
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,14,14
TIPUANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,3,3
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,79,79
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,59,59
TOCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,15,15
TODOS SANTOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,6,6
TOLATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,7,7
TOLEDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,21,21
TOMAVE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,17,17
TOMINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,36,36
TORO TORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,11,11
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,6,6
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,60,60
TRIGAL,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,2,2
TRINIDAD,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,24,24
TUPIZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,26,26
TURCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,23,23
UMALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,17,17
UNCIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,4,4
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,47,47
URUBICHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,5,5
UYUNI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,6,6
VACAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,8,8
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,19,19
VIACHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,54,54
VILA VILA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,7,7
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,30,30
VILLA MONTES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,9,9
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,4,4
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,18,18
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,72,72
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,20,20
VILLAZON,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,93,93
VINTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,53,53
VITICHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,10,10
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,21,21
YACO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,4,4
YACUIBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,143,143
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,48,48
YANACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,14,14
YAPACANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,264,264
YOCALLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,3,3
YOTALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,13,13
YUNCHARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,15,15
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-03-01,35,35
ACACIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,3,3
ACHACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,11,11
ACHOCALLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,2,2
AIQUILE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,27,27
ALALAY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,2,2
ALCALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,23,23
ALTO BENI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,13,13
ANCORAIMES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,1,1
ANDAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,65,65
ANTEQUERA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,16,16
ANZALDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,10,10
APOLO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,1,1
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,31,31
ARANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,29,29
ARQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,21,21
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,41,41
ATOCHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,35,35
AUCAPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,4,4
AYO AYO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,16,16
AZURDUY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,10,10
BATALLAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,3,3
BAURES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,2,2
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,24,24
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,13,13
BERMEJO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,6,6
BETANZOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,101,101
BOLIVAR,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,4,4
BOYUIBE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,3,3
BUENA VISTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2018-04-01,18,18
