municipality,group,variable,month,Nº de visitas familiares realizadas,TOTAL
ORURO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,1797,1797
PADCAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,638,638
PADILLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,521,521
PAILON,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,340,340
PALCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,84,84
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,273,273
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,35,35
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,160,160
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,151,151
PASORAPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,57,57
PATACAMAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,72,72
PAZÑA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,86,86
PELECHUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,59,59
POCOATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,373,373
POCONA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,372,372
POJO (CBBA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,81,81
POOPO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,204,204
PORCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,97,97
POROMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,817,817
PORONGO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,391,391
PORTACHUELO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,225,225
PORVENIR,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,225,225
POSTRER VALLE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,14,14
POTOSI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,3128,3128
PRESTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,535,535
PUCARANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,248,248
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,5,5
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,175,175
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,49,49
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,186,186
PUERTO SILES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,10,10
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,160,160
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,571,571
PUNA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,256,256
PUNATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,802,802
QUIABAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,12,12
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,1015,1015
QUIME,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,75,75
QUIRUSILLAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,85,85
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,165,165
RAVELO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,177,177
REYES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,38,38
RIBERALTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,1139,1139
ROBORE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,170,170
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,81,81
SABAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,288,288
SACABA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,997,997
SACABAMBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,65,65
SACACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,252,252
SAIPINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,362,362
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,361,361
SAMAIPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,78,78
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,34,34
SAN ANDRES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,47,47
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,125,125
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,11,11
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,60,60
SAN BENITO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,266,266
SAN BORJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,296,296
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,12,12
SAN CARLOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,859,859
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,239,239
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,200,200
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,15,15
SAN JOAQUIN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,1,1
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,99,99
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,255,255
SAN JULIAN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,1312,1312
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,55,55
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,158,158
SAN LUCAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,1077,1077
SAN MATIAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,39,39
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,128,128
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,46,46
SAN PEDRO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,808,808
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,158,158
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,5,5
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,38,38
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,259,259
SAN PEDRO(PND),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,14,14
SAN RAFAEL,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,19,19
SAN RAMON BENI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,84,84
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,80,80
SANTA ANA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,4,4
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,2530,2530
SANTA ROSA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,165,165
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,140,140
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,32,32
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,321,321
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,39,39
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,45,45
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,371,371
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,126,126
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,391,391
SHINAOTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,154,154
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,259,259
SICAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,78,78
SIPE SIPE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,332,332
SOPACHUY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,317,317
SORACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,255,255
SORATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,275,275
SUCRE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,4469,4469
TACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,45,45
TACACOMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,14,14
TACOBAMBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,8,8
TACOPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,193,193
TAHUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,89,89
TAPACARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,32,32
TARABUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,512,512
TARACO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,67,67
TARATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,240,240
TARIJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,790,790
TARVITA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,364,364
TEOPONTE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,37,37
TIAWANACU,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,60,60
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,477,477
TIPUANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,13,13
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,428,428
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,701,701
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,36,36
TOCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,154,154
TODOS SANTOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,3,3
TOLATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,102,102
TOLEDO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,247,247
TOMAVE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,17,17
TOMINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,260,260
TORO TORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,86,86
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,58,58
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,103,103
TRIGAL,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,99,99
TRINIDAD,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,208,208
TUPIZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,1084,1084
TURCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,66,66
UMALA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,123,123
UNCIA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,243,243
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,318,318
URUBICHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,332,332
UYUNI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,55,55
VACAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,231,231
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,139,139
VIACHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,213,213
VILA VILA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,64,64
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,445,445
VILLA MONTES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,284,284
VILLA NUEVA (LOMA ALTA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,6,6
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,236,236
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,358,358
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,792,792
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,302,302
VILLAZON,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,1638,1638
VINTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,667,667
VITICHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,235,235
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,8,8
WARNES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,793,793
YACO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,108,108
YACUIBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,1603,1603
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,419,419
YANACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,56,56
YAPACANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,1497,1497
YOTALA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,393,393
YUNCHARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,24,24
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-04-01,333,333
ACACIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,30,30
ACHACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,351,351
ACHOCALLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,86,86
AIQUILE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,429,429
ALALAY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,74,74
ALCALA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,98,98
ALTO BENI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,22,22
ANDAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,342,342
ANTEQUERA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,99,99
ANZALDO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,342,342
APOLO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,13,13
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,112,112
ARANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,143,143
ARBIETO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,583,583
ARQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,94,94
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,177,177
ATOCHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,382,382
AUCAPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,5,5
AYO AYO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,107,107
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,158,158
AZURDUY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,258,258
BATALLAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,14,14
BAURES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,119,119
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,52,52
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,86,86
BELLA FLOR,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,3,3
BERMEJO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,402,402
BETANZOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,435,435
BOLIVAR,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,241,241
BOYUIBE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,411,411
BUENA VISTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,397,397
CABEZAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,324,324
CAIROMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,69,69
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,590,590
CAJUATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,1,1
CALACOTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,20,20
CALAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,29,29
CAMARGO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,152,152
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,100,100
CAMIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,291,291
CAPINOTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,862,862
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,126,126
CARACOLLO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,463,463
CARANAVI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,97,97
CARANGAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,2,2
CARAPARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,136,136
CARIPUYO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,81,81
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,20,20
CATACORA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,12,12
CHACARILLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,68,68
CHALLAPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,792,792
CHAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,390,390
CHARAGUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,150,150
CHAYANTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,159,159
CHIMORE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,262,262
CHIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,9,9
CHOQUE COTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,20,20
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,7,7
CHUMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,275,275
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,19,19
CKOCHAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,204,204
CLIZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,668,668
COBIJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,287,287
COCAPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,46,46
COCHABAMBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,529,529
COIPASA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,4,4
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,463,463
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,316,316
COLLANA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,21,21
COLOMI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,78,78
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,68,68
COLQUECHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,294,294
COLQUENCHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,69,69
COMANCHE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,16,16
COMARAPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,549,549
CONCEPCION,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,335,335
CORIPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,8,8
CORO CORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,18,18
COROICO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,13,13
CORQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,339,339
COTAGAITA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,560,560
COTOCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,322,322
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,154,154
CUEVO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,111,111
CULPINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,239,239
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,186,186
CURVA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,25,25
DESAGUADERO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,35,35
EL ALTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,4087,4087
EL CHORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,177,177
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,172,172
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,388,388
EL TORNO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,926,926
EL VILLAR,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,82,82
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,380,380
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,147,147
ESCOMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,16,16
ESMERALDA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,39,39
EUCALIPTUS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,43,43
EUREKA (SANTOS MERCADO),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,20,20
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,238,238
FILADELFIA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,73,73
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,107,107
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,69,69
GUANAY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,65,65
GUAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,83,83
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,277,277
GUTIERREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,235,235
HUACARETA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,149,149
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,129,129
HUACHACALLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,8,8
HUANUNI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,316,316
HUARACAJE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,30,30
HUARINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2018-05-01,67,67
