municipality,group,variable,month,N°de visitas familiares planificadas,TOTAL
PALOS BLANCOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,31,31
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,95,95
PAMPA GRANDE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,45,45
PATACAMAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,53,53
PAZÑA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,108,108
POCOATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,129,129
POCONA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,63,63
POJO (CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,28,28
POOPO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,124,124
POROMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,168,168
PORONGO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,433,433
PORTACHUELO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,427,427
PORVENIR,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,158,158
POTOSI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,3521,3521
PRESTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,149,149
PUCARANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,249,249
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,10,10
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,65,65
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,6,6
PUERTO PEREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,217,217
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,132,132
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,109,109
PUNA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,193,193
PUNATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,456,456
QUILLACOLLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,2351,2351
QUIME,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,53,53
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,20,20
RAVELO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,60,60
REYES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,36,36
RIBERALTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,981,981
ROBORE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,5,5
RURRENABAQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,93,93
SABAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,24,24
SACABA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,515,515
SACABAMBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,63,63
SACACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,82,82
SAIPINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,236,236
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,97,97
SAMAIPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,63,63
SAN ANDRES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,17,17
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,50,50
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,113,113
SAN BENITO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,73,73
SAN BORJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,280,280
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,6,6
SAN CARLOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,392,392
SAN IGNACIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,169,169
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,17,17
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,5,5
SAN JOAQUIN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,3,3
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,49,49
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,165,165
SAN JULIAN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,671,671
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,120,120
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,48,48
SAN LUCAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,684,684
SAN MATIAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,25,25
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,113,113
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,36,36
SAN PEDRO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,34,34
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,125,125
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,401,401
SAN RAFAEL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,4,4
SAN RAMON BENI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,3,3
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,68,68
SANTA ANA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,15,15
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,2886,2886
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,45,45
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,61,61
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,37,37
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,43,43
SANTIVAÑES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,75,75
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,129,129
SAPAHAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,197,197
SHINAOTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,164,164
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,54,54
SIPE SIPE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,227,227
SOPACHUY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,56,56
SORACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,32,32
SORATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,214,214
SUCRE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,630,630
TACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,6,6
TACOPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,45,45
TAPACARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,20,20
TARABUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,464,464
TARACO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,35,35
TARATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,27,27
TARIJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,2025,2025
TARVITA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,277,277
TEOPONTE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,31,31
TINGUIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,165,165
TIPUANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,2,2
TIQUIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,310,310
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,6,6
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,45,45
TOCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,69,69
TOLATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,40,40
TOLEDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,168,168
TOMINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,376,376
TORO TORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,32,32
TOTORA(CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,13,13
TOTORA(ORR),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,15,15
TRIGAL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,85,85
TRINIDAD,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,151,151
TUPIZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,794,794
UMALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,15,15
UNCIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,212,212
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,51,51
URUBICHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,39,39
UYUNI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,2,2
VACAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,345,345
VALLEGRANDE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,304,304
VIACHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,228,228
VILA VILA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,12,12
VILLA CHARCAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,219,219
VILLA MONTES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,103,103
VILLA RIVERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,67,67
VILLA SERRANO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,281,281
VILLA TUNARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,321,321
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,320,320
VILLAZON,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,457,457
VINTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,591,591
VITICHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,58,58
WARNES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,378,378
YACO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,75,75
YACUIBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,825,825
YAMPARAEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,433,433
YANACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,17,17
YAPACANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,926,926
YOCALLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,20,20
YOTALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,310,310
YUNCHARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,10,10
ZUDAÑEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-02-01,217,217
ACACIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,111,111
ACHACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,23,23
ACHOCALLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,3,3
AIQUILE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,468,468
ALALAY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,15,15
ALCALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,133,133
ANDAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,90,90
ANTEQUERA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,85,85
ANZALDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,190,190
ARAMPAMPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,144,144
ARANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,135,135
ARBIETO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,650,650
ARQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,5,5
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,62,62
ATOCHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,54,54
AYO AYO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,90,90
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,128,128
AZURDUY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,289,289
BATALLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,30,30
BAURES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,108,108
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,42,42
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,50,50
BERMEJO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,159,159
BETANZOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,751,751
BOLIVAR,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,50,50
BOYUIBE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,9,9
BUENA VISTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,492,492
CABEZAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,219,219
CAIROMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,180,180
CALAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,55,55
CAMARGO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,356,356
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,216,216
CAMIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,620,620
CAQUIAVIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,127,127
CARACOLLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,170,170
CARANAVI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,277,277
CARAPARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,31,31
CARIPUYO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,14,14
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,73,73
CATACORA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,60,60
CHACARILLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,80,80
CHALLAPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,284,284
CHAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,45,45
CHARAGUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,85,85
CHAYANTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,30,30
CHIMORE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,133,133
CHIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,5,5
CHUMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,5,5
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,24,24
CKOCHAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,73,73
CLIZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,112,112
COBIJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,312,312
COCAPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,73,73
COLCAPIRHUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,308,308
"COLCHA ""K""",actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,41,41
COLLANA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,15,15
COLPA BELGICA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,47,47
COLQUECHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,173,173
COLQUENCHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,56,56
COMANCHE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,25,25
COMARAPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,590,590
CONCEPCION,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,406,406
CORO CORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,3,3
COROICO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,41,41
CORQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,95,95
COTAGAITA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,517,517
COTOCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,201,201
CRUZ DE MACHACAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,1,1
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,65,65
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,20,20
CUEVO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,132,132
CULPINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,278,278
DESAGUADERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,18,18
EL ALTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,5457,5457
EL CHORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,11,11
EL PUENTE(STC),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,265,265
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,101,101
EL TORNO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,884,884
EL VILLAR,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,304,304
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,324,324
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,39,39
ESCOMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,5,5
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,253,253
FILADELFIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,310,310
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,3,3
GUANAY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,85,85
GUAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,30,30
GUAYARAMERIN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,291,291
GUTIERREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,129,129
HUACARETA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,153,153
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,73,73
HUANUNI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,406,406
HUARINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,60,60
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,258,258
HUMANATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,5,5
ICLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,219,219
INCAHUASI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,132,132
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,51,51
IXIAMAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,85,85
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,190,190
LA ASUNTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,3,3
LA GUARDIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,450,450
LA PAZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,184,184
LA RIVERA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,9,9
LAGUNILLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,48,48
LAJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,91,91
LAS CARRERAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,318,318
LLALLAGUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,248,248
LORETO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,87,87
LURIBAY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,26,26
MACHACAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,22,22
MACHARETI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,276,276
MAGDALENA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,136,136
MALLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,3,3
MINEROS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,15,15
MIZQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,40,40
MOCOMOCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,150,150
MOJINETE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,11,11
MOJOCOYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,418,418
MONTEAGUDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,824,824
MONTERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,747,747
MOROCHATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,58,58
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,47,47
OCURI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,9,9
OMEREQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,433,433
ORURO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,1970,1970
PADCAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,243,243
PADILLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,927,927
PAILON,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,468,468
PALCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,156,156
PALOS BLANCOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,111,111
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,1,1
PAMPA GRANDE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,50,50
PATACAMAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,43,43
PAZÑA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,79,79
POCOATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,155,155
POCONA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,110,110
POJO (CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,92,92
POOPO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,107,107
PORCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2018-03-01,29,29
