,group,variable,month,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
VALLEGRANDE,vih,no de mujeres embarazadas con prueba rapida,2021-03-01,0,74,74
VIACHA,vih,no de mujeres embarazadas con prueba rapida,2021-03-01,0,5,5
VILA VILA,vih,no de mujeres embarazadas con prueba rapida,2021-03-01,0,3,3
VILLA CHARCAS,vih,no de mujeres embarazadas con prueba rapida,2021-03-01,0,16,16
VILLA MONTES,vih,no de mujeres embarazadas con prueba rapida,2021-03-01,0,108,108
VILLA NUEVA (LOMA ALTA),vih,no de mujeres embarazadas con prueba rapida,2021-03-01,0,3,3
VILLA SERRANO,vih,no de mujeres embarazadas con prueba rapida,2021-03-01,0,8,8
VILLA TUNARI,vih,no de mujeres embarazadas con prueba rapida,2021-03-01,0,482,482
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de mujeres embarazadas con prueba rapida,2021-03-01,0,27,27
VILLAZON,vih,no de mujeres embarazadas con prueba rapida,2021-03-01,0,120,120
VINTO,vih,no de mujeres embarazadas con prueba rapida,2021-03-01,0,234,234
VITICHI,vih,no de mujeres embarazadas con prueba rapida,2021-03-01,0,8,8
WARNES,vih,no de mujeres embarazadas con prueba rapida,2021-03-01,0,493,493
YACUIBA,vih,no de mujeres embarazadas con prueba rapida,2021-03-01,0,99,99
YAMPARAEZ,vih,no de mujeres embarazadas con prueba rapida,2021-03-01,0,4,4
YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2021-03-01,0,124,124
YOCALLA,vih,no de mujeres embarazadas con prueba rapida,2021-03-01,0,8,8
YOTALA,vih,no de mujeres embarazadas con prueba rapida,2021-03-01,0,14,14
YUNCHARA,vih,no de mujeres embarazadas con prueba rapida,2021-03-01,0,7,7
ZUDAÑEZ,vih,no de mujeres embarazadas con prueba rapida,2021-03-01,0,10,10
ACACIO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,4,4
ACHACACHI,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,52,52
AIQUILE,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,45,45
ALCALA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,1,1
ALTO BENI,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,15,15
ANCORAIMES,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,3,3
ANDAMARCA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,1,1
ANTEQUERA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,2,2
ANZALDO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,4,4
ARANI,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,9,9
ARBIETO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,56,56
ARQUE,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,4,4
ASCENCION DE GUARAYOS,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,24,24
ATOCHA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,5,5
AYATA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,37,37
AZURDUY,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,14,14
BATALLAS,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,39,39
BELEN DE ANDAMARCA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,1,1
BELLA FLOR,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,4,4
BERMEJO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,112,112
BETANZOS,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,45,45
BOLIVAR,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,4,4
BOLPEBRA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,4,4
BOYUIBE,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,4,4
BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,32,32
CABEZAS,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,28,28
CAIROMA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,3,3
"CAIZA ""D""",vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,11,11
CAJUATA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,13,13
CALAMARCA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,12,12
CAMARGO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,30,30
CAMATAQUI (C. VILLA ABECIA),vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,1,1
CAMIRI,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,26,26
CAPINOTA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,4,4
CARACOLLO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,3,3
CARANAVI,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,162,162
CARAPARI,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,24,24
CARIPUYO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,5,5
CARMEN RIVERO TORREZ,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,15,15
CHALLAPATA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,116,116
CHAQUI,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,7,7
CHARAGUA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,63,63
CHAYANTA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,17,17
CHIMORE,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,68,68
CHOQUE COTA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,30,30
CHUMA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,13,13
CKOCHAS,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,14,14
CLIZA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,63,63
COBIJA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,64,64
COCAPATA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,26,26
COCHABAMBA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,1788,1788
COLCAPIRHUA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,123,123
"COLCHA ""K""",vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,1,1
COLOMI,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,36,36
COLPA BELGICA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,23,23
COLQUECHACA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,46,46
COLQUIRI,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,11,11
COMARAPA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,60,60
CORIPATA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,9,9
COROICO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,57,57
CORQUE,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,8,8
COTAGAITA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,23,23
COTOCA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,343,343
CUATRO CAÑADAS,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,32,32
CUEVO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,3,3
CULPINA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,22,22
CURAHUARA DE CARANGAS,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,2,2
CURVA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,3,3
DESAGUADERO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,4,4
EL ALTO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,1976,1976
EL CHORO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,6,6
EL PUENTE(STC),vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,12,12
EL PUENTE(TJA),vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,20,20
EL TORNO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,205,205
EL VILLAR,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,2,2
ENTRE RIOS TRJ,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,33,33
ENTRE RIOS CBBA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,135,135
ESCOMA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,8,8
EUCALIPTUS,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,9,9
EUREKA (SANTOS MERCADO),vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,3,3
FERNANDEZ ALONSO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,24,24
FILADELFIA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,14,14
GENERAL SAAVEDRA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,42,42
GRAL. J.J. PEREZ (CHARAZANI),vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,3,3
GUANAY,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,20,20
GUAQUI,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,4,4
GUAYARAMERIN,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,34,34
GUTIERREZ,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,15,15
HUACARETA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,10,10
HUACAYA (VILLA DE HUACAYA),vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,3,3
HUACHACALLA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,3,3
HUANUNI,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,34,34
HUARACAJE,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,6,6
HUARINA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,4,4
HUAYLLAMARCA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,4,4
ICLA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,6,6
INCAHUASI,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,21,21
INGAVI (HUMAITA),vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,3,3
IRUPANA (VILLA DE LANZA),vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,25,25
IXIAMAS,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,11,11
JESUS DE MACHACA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,9,9
LA GUARDIA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,293,293
LA PAZ,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,1800,1800
LAGUNILLAS,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,7,7
LAJA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,23,23
LAS CARRERAS,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,2,2
LLALLAGUA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,148,148
LLICA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,4,4
MACHACAMARCA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,2,2
MACHARETI,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,15,15
MAIRANA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,32,32
MAPIRI,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,47,47
MINEROS,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,86,86
MIZQUE,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,96,96
MOJOCOYA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,8,8
MONTEAGUDO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,49,49
MONTERO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,1616,1616
MOROCHATA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,12,12
NACEBE (SANTA ROSA DEL ABUNA),vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,3,3
OCURI,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,33,33
OKINAWA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,27,27
OMEREQUE,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,15,15
ORURO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,964,964
PADCAYA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,23,23
PADILLA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,15,15
PAILON,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,62,62
PALOS BLANCOS,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,17,17
PAMPA GRANDE,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,19,19
PASORAPA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,6,6
PATACAMAYA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,87,87
PAZÑA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,8,8
PELECHUCO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,15,15
POCOATA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,20,20
POCONA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,17,17
POJO (CBBA),vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,27,27
POOPO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,17,17
PORCO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,19,19
POROMA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,28,28
PORONGO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,25,25
PORTACHUELO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,31,31
PORVENIR,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,15,15
POTOSI,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,424,424
PRESTO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,17,17
PUCARANI,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,29,29
PUERTO CARABUCO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,4,4
PUERTO GONZALO MORENO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,5,5
PUERTO QUIJARRO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,30,30
PUERTO RICO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,19,19
PUERTO SUAREZ,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,31,31
PUERTO VILLARROEL,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,1063,1063
PUNA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,18,18
PUNATA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,158,158
QUILLACOLLO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,432,432
QUIME,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,6,6
RAQAYPAMPA(ETA),vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,12,12
RAVELO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,16,16
REYES,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,21,21
RIBERALTA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,525,525
ROBORE,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,43,43
SABAYA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,7,7
SACABA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,547,547
SACACA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,26,26
SAIPINA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,4,4
SALINAS DE GARCI MENDOZA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,13,13
SAMAIPATA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,16,16
SAN ANDRES,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,5,5
SAN ANTONIO DE LOMERIO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,9,9
SAN BORJA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,114,114
SAN BUENA VENTURA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,29,29
SAN CARLOS,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,81,81
SAN IGNACIO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,43,43
SAN IGNACIO DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,254,254
SAN JOSE DE CHIQUITOS,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,67,67
SAN JUAN DE YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,16,16
SAN JULIAN,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,129,129
SAN LORENZO(PND),vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,22,22
SAN LORENZO(TJA),vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,20,20
SAN LUCAS,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,41,41
SAN MIGUEL DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,23,23
SAN PEDRO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,13,13
SAN PEDRO DE BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,32,32
SAN PEDRO DE MACHA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,33,33
SAN PEDRO DE QUEMES,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,1,1
SAN PEDRO DE TIQUINA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,3,3
SAN PEDRO(PND),vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,2,2
SAN RAFAEL,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,15,15
SAN RAMON BENI,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,27,27
SAN RAMON SCZ,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,14,14
SANTA ANA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,62,62
SANTA CRUZ DE LA SIERRA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,3089,3089
SANTA ROSA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,28,28
SANTA ROSA DEL SARA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,39,39
SANTIAGO DE HUARI,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,8,8
SANTIAGO DE HUATA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,6,6
SANTIVAÑES,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,11,11
SANTUARIO DE QUILLACAS,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,1,1
SAPAHAQUI,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,5,5
SENA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,42,42
SHINAOTA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,72,72
SICA SICA (VILLA AROMA),vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,29,29
SICAYA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,9,9
SIPE SIPE,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,157,157
SOPACHUY,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,11,11
SORACACHI,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,8,8
SORATA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,5,5
SUCRE,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,481,481
TACACOMA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,9,9
TACOBAMBA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,11,11
TACOPAYA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,8,8
TAPACARI,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,5,5
TARABUCO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,19,19
TARACO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,4,4
TARATA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,24,24
TARIJA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,528,528
TARVITA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,12,12
TIAHUANACU,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,11,11
TINGUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,30,30
TIPUANI,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,9,9
TIQUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,29,29
TIRAQUE (CBBA),vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,27,27
TOLATA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,17,17
TOLEDO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,2,2
TOMAVE,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,8,8
TOMINA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,11,11
TORO TORO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,10,10
TOTORA(CBBA),vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,52,52
TOTORA(ORR),vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,4,4
TRINIDAD,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,131,131
TUPIZA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,123,123
TURCO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,4,4
UNCIA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,27,27
URIONDO (A. CONCEPCION),vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,24,24
URUBICHA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,4,4
UYUNI,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,10,10
VACAS,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,10,10
VALLEGRANDE,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,69,69
VIACHA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,3,3
VILA VILA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,4,4
VILLA CHARCAS,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,25,25
VILLA MONTES,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,69,69
VILLA NUEVA (LOMA ALTA),vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,1,1
VILLA SERRANO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,12,12
VILLA TUNARI,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,477,477
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,16,16
VILLAZON,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,119,119
VINTO,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,182,182
VITICHI,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,15,15
WARNES,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,336,336
YACUIBA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,80,80
YAMPARAEZ,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,9,9
YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,265,265
YOCALLA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,7,7
YOTALA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,4,4
YUNCHARA,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,3,3
ZUDAÑEZ,vih,no de mujeres embarazadas con prueba rapida,2021-04-01,0,6,6
ACACIO,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,14,14
ACHACACHI,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,53,53
AIQUILE,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,46,46
ALCALA,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,2,2
ALTO BENI,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,13,13
ANCORAIMES,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,7,7
ANDAMARCA,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,5,5
ANTEQUERA,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,1,1
APOLO,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,14,14
ARBIETO,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,48,48
ARQUE,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,4,4
ASCENCION DE GUARAYOS,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,90,90
ATOCHA,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,9,9
AYATA,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,7,7
AYOPAYA (V. DE INDEPENDENCIA),vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,57,57
AZURDUY,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,9,9
BATALLAS,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,17,17
BELLA FLOR,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,7,7
BERMEJO,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,51,51
BETANZOS,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,53,53
BOLIVAR,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,4,4
BOLPEBRA,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,2,2
BOYUIBE,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,7,7
BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,33,33
CABEZAS,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,38,38
CAIROMA,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,12,12
"CAIZA ""D""",vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,20,20
CAJUATA,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,13,13
CALAMARCA,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,11,11
CAMARGO,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,19,19
CAMATAQUI (C. VILLA ABECIA),vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,2,2
CAMIRI,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,68,68
CAPINOTA,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,2,2
CARACOLLO,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,13,13
CARANAVI,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,179,179
CARAPARI,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,21,21
CARIPUYO,vih,no de mujeres embarazadas con prueba rapida,2021-05-01,0,8,8
