municipality,group,variable,month,Nuevas en personas de 60 años o más -Hombre,Nuevas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
SANTIVAÑES,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,19,51,19,51,70
SANTUARIO DE QUILLACAS,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,16,24,16,24,40
SAPAHAQUI,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,32,23,32,23,55
SENA,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,6,3,6,3,9
SICA SICA (VILLA AROMA),consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,51,46,51,46,97
SICAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,11,13,11,13,24
SIPE SIPE,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,23,73,23,73,96
SOPACHUY,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,54,80,54,80,134
SORACACHI,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,19,28,19,28,47
SORATA,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,63,63,63,63,126
SUCRE,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,3006,3250,3006,3250,6256
TACACHI,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,4,6,4,6,10
TACACOMA,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,17,13,17,13,30
TACOBAMBA,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,16,45,16,45,61
TACOPAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,14,29,14,29,43
TAHUA,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,12,27,12,27,39
TAPACARI,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,66,60,66,60,126
TARABUCO,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,78,117,78,117,195
TARACO,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,27,29,27,29,56
TARATA,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,17,22,17,22,39
TARIJA,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,2128,2521,2128,2521,4649
TARVITA,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,97,131,97,131,228
TEOPONTE,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,77,56,77,56,133
TIAWANACU,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,33,32,33,32,65
TINGUIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,44,70,44,70,114
TIPUANI,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,6,13,6,13,19
TIQUIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,26,61,26,61,87
TIRAQUE (CBBA),consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,40,40,40,40,80
TITO YUPANQUI (PARQUIPUJIO),consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,15,19,15,19,34
TOCO,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,20,13,20,13,33
TODOS SANTOS,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,2,0,2,0,2
TOLATA,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,0,10,0,10,10
TOLEDO,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,46,65,46,65,111
TOMAVE,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,56,97,56,97,153
TOMINA,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,51,69,51,69,120
TORO TORO,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,40,73,40,73,113
TOTORA(CBBA),consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,18,30,18,30,48
TOTORA(ORR),consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,46,52,46,52,98
TRIGAL,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,20,34,20,34,54
TRINIDAD,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,500,487,500,487,987
TUPIZA,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,321,535,321,535,856
TURCO,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,37,32,37,32,69
UMALA,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,14,14,14,14,28
UNCIA,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,179,216,179,216,395
URIONDO (A. CONCEPCION),consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,41,74,41,74,115
URUBICHA,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,8,16,8,16,24
UYUNI,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,222,222,222,222,444
VACAS,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,18,63,18,63,81
VALLEGRANDE,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,386,442,386,442,828
VIACHA,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,290,309,290,309,599
VILA VILA,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,10,12,10,12,22
VILLA MONTES,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,280,240,280,240,520
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,9,4,9,4,13
VILLA RIVERO,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,9,15,9,15,24
VILLA SERRANO,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,61,184,61,184,245
VILLA TUNARI,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,104,93,104,93,197
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,59,86,59,86,145
VILLAZON,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,335,518,335,518,853
VINTO,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,11,12,11,12,23
VITICHI,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,74,102,74,102,176
WALDO BALLIVIAN,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,6,9,6,9,15
WARNES,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,146,124,146,124,270
YACO,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,37,31,37,31,68
YACUIBA,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,637,1075,637,1075,1712
YAMPARAEZ,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,33,55,33,55,88
YANACACHI,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,18,23,18,23,41
YAPACANI,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,393,225,393,225,618
YOCALLA,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,49,69,49,69,118
YOTALA,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,38,59,38,59,97
YUNCHARA,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,17,36,17,36,53
ZUDAÑEZ,consulta externa,nuevas en personas de 60 anos o mas,2007-03-01,56,84,56,84,140
ACACIO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,16,38,16,38,54
ACHACACHI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,182,174,182,174,356
ACHOCALLA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,14,11,14,11,25
AIQUILE,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,105,144,105,144,249
ALALAY,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,5,11,5,11,16
ALCALA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,33,57,33,57,90
ANCORAIMES,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,33,38,33,38,71
ANDAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,58,60,58,60,118
ANTEQUERA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,3,3,3,3,6
ANZALDO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,19,30,19,30,49
APOLO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,35,37,35,37,72
ARAMPAMPA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,14,25,14,25,39
ARANI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,7,10,7,10,17
ARBIETO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,20,39,20,39,59
ARQUE,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,14,17,14,17,31
ASCENCION DE GUARAYOS,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,21,19,21,19,40
ATOCHA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,70,107,70,107,177
AUCAPATA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,20,25,20,25,45
AYATA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,31,36,31,36,67
AYO AYO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,16,28,16,28,44
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,60,77,60,77,137
AZURDUY,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,73,89,73,89,162
BATALLAS,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,40,23,40,23,63
BAURES,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,6,12,6,12,18
BELEN DE ANDAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,16,28,16,28,44
BELEN DE URMIRI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,12,25,12,25,37
BELLA FLOR,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,15,9,15,9,24
BERMEJO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,275,322,275,322,597
BETANZOS,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,198,299,198,299,497
BOLIVAR,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,13,23,13,23,36
BOLPEBRA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,10,10,10,10,20
BOYUIBE,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,8,27,8,27,35
BUENA VISTA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,85,63,85,63,148
CABEZAS,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,62,47,62,47,109
CAIROMA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,41,48,41,48,89
"CAIZA ""D""",consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,61,110,61,110,171
CAJUATA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,31,24,31,24,55
CALACOTO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,45,45,45,45,90
CALAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,20,27,20,27,47
CAMARGO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,158,227,158,227,385
CAMATAQUI (C. VILLA ABECIA),consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,65,98,65,98,163
CAMIRI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,776,944,776,944,1720
CAPINOTA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,19,57,19,57,76
CAQUIAVIRI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,37,50,37,50,87
CARACOLLO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,118,93,118,93,211
CARANAVI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,306,163,306,163,469
CARANGAS,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,3,2,3,2,5
CARAPARI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,87,102,87,102,189
CARIPUYO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,13,23,13,23,36
CARMEN RIVERO TORREZ,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,8,3,8,3,11
CATACORA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,7,9,7,9,16
CHACARILLA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,2,4,2,4,6
CHALLAPATA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,155,121,155,121,276
CHAQUI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,32,51,32,51,83
CHARAGUA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,28,23,28,23,51
CHARAÑA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,3,18,3,18,21
CHAYANTA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,44,78,44,78,122
CHIMORE,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,19,24,19,24,43
CHIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,2,9,2,9,11
CHOQUE COTA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,6,22,6,22,28
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,56,40,56,40,96
CHUMA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,57,47,57,47,104
CLIZA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,37,44,37,44,81
COBIJA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,250,398,250,398,648
COCHABAMBA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,4574,6360,4574,6360,10934
COIPASA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,6,0,6,0,6
COLCAPIRHUA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,147,251,147,251,398
"COLCHA ""K""",consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,76,100,76,100,176
COLLANA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,10,10,10,10,20
COLOMI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,12,22,12,22,34
COLPA BELGICA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,79,53,79,53,132
COLQUECHACA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,94,124,94,124,218
COLQUENCHA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,32,56,32,56,88
COLQUIRI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,55,45,55,45,100
COMANCHE,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,27,19,27,19,46
COMARAPA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,106,114,106,114,220
COMBAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,1,8,1,8,9
CONCEPCION,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,25,28,25,28,53
COPACABANA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,39,32,39,32,71
CORIPATA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,36,24,36,24,60
CORO CORO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,22,31,22,31,53
COROICO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,78,55,78,55,133
CORQUE,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,53,68,53,68,121
COTAGAITA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,259,509,259,509,768
COTOCA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,15,24,15,24,39
CUATRO CAÑADAS,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,42,44,42,44,86
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,3,7,3,7,10
CUEVO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,13,31,13,31,44
CULPINA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,40,70,40,70,110
CURAHUARA DE CARANGAS,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,31,22,31,22,53
CURVA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,3,8,3,8,11
DESAGUADERO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,12,12,12,12,24
EL ALTO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,1204,1234,1204,1234,2438
EL CHORO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,33,38,33,38,71
EL PUENTE(STC),consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,34,17,34,17,51
EL PUENTE(TJA),consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,38,66,38,66,104
EL TORNO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,153,157,153,157,310
EL VILLAR,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,34,56,34,56,90
ENTRE RIOS,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,94,103,94,103,197
ENTRE RIOS,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,8,7,8,7,15
ESCARA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,3,4,3,4,7
ESMERALDA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,8,10,8,10,18
EUCALIPTUS,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,46,26,46,26,72
EUREKA (SANTOS MERCADO),consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,1,1,1,1,2
EXALTACION,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,8,6,8,6,14
FERNANDEZ ALONSO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,19,17,19,17,36
FILADELFIA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,29,35,29,35,64
GENERAL SAAVEDRA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,28,24,28,24,52
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,39,49,39,49,88
GUANAY,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,82,83,82,83,165
GUAQUI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,28,32,28,32,60
GUAYARAMERIN,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,319,275,319,275,594
GUTIERREZ,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,37,31,37,31,68
HUACARETA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,80,88,80,88,168
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,27,22,27,22,49
HUACHACALLA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,78,60,78,60,138
HUANUNI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,159,179,159,179,338
HUARACAJE,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,15,22,15,22,37
HUAYLLAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,23,26,23,26,49
ICHOCA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,16,16,16,16,32
ICLA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,24,47,24,47,71
INCAHUASI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,75,143,75,143,218
INGAVI (HUMAITA),consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,2,4,2,4,6
INQUISIVI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,42,30,42,30,72
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,49,59,49,59,108
IXIAMAS,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,46,25,46,25,71
JESUS DE MACHACA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,106,111,106,111,217
LA ASUNTA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,42,31,42,31,73
LA GUARDIA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,101,93,101,93,194
LA PAZ,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,8417,9918,8417,9918,18335
LA RIVERA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,2,3,2,3,5
LAGUNILLAS,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,34,37,34,37,71
LAJA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,25,36,25,36,61
LAS CARRERAS,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,24,40,24,40,64
LICOMA PAMPA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,14,11,14,11,25
LLALLAGUA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,220,366,220,366,586
LLICA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,46,64,46,64,110
LORETO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,19,17,19,17,36
LURIBAY,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,64,64,64,64,128
MACHACAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,54,74,54,74,128
MACHARETI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,66,54,66,54,120
MAGDALENA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,33,25,33,25,58
MAIRANA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,34,67,34,67,101
MALLA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,11,13,11,13,24
MAPIRI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,37,42,37,42,79
MECAPACA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,55,42,55,42,97
MINEROS,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,9,13,9,13,22
MIZQUE,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,28,44,28,44,72
MOCOMOCO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,71,59,71,59,130
MOJINETE,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,5,15,5,15,20
MOJOCOYA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,40,42,40,42,82
MONTEAGUDO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,337,482,337,482,819
MONTERO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,358,581,358,581,939
MORO MORO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,26,32,26,32,58
MOROCHATA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,37,43,37,43,80
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,10,9,10,9,19
NAZACARA DE PACAJES,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,10,2,10,2,12
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,9,0,9,0,9
OCURI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,39,48,39,48,87
OKINAWA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,84,108,84,108,192
OMEREQUE,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,15,23,15,23,38
ORURO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,2993,3414,2993,3414,6407
PADCAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,71,94,71,94,165
PADILLA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,169,257,169,257,426
PAILON,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,13,14,13,14,27
PALCA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,36,29,36,29,65
PALOS BLANCOS,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,55,30,55,30,85
PAMPA AULLAGAS,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,8,13,8,13,21
PAMPA GRANDE,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,33,32,33,32,65
PAPEL PAMPA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,23,46,23,46,69
PASORAPA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,20,13,20,13,33
PATACAMAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,40,29,40,29,69
PAZÑA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,42,68,42,68,110
PELECHUCO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,20,19,20,19,39
POCOATA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,70,92,70,92,162
POCONA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,26,59,26,59,85
POJO (CBBA),consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,9,9,9,9,18
POOPO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,37,46,37,46,83
PORCO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,13,22,13,22,35
POROMA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,61,78,61,78,139
PORONGO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,32,20,32,20,52
PORTACHUELO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,135,131,135,131,266
PORVENIR,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,14,8,14,8,22
POSTRER VALLE,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,34,21,34,21,55
POTOSI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,1282,1717,1282,1717,2999
PRESTO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,27,50,27,50,77
PUCARA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,45,76,45,76,121
PUCARANI,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,73,67,73,67,140
PUERTO ACOSTA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,144,152,144,152,296
PUERTO CARABUCO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,66,82,66,82,148
PUERTO GONZALO MORENO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,16,11,16,11,27
PUERTO PEREZ,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,16,31,16,31,47
PUERTO QUIJARRO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,100,73,100,73,173
PUERTO RICO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,19,24,19,24,43
PUERTO SILES,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,7,4,7,4,11
PUERTO SUAREZ,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,85,104,85,104,189
PUERTO VILLARROEL,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,53,30,53,30,83
PUNA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,196,342,196,342,538
PUNATA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,124,144,124,144,268
QUIABAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,13,6,13,6,19
QUILLACOLLO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,498,596,498,596,1094
QUIME,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,28,27,28,27,55
QUIRUSILLAS,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,14,13,14,13,27
RAVELO,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,57,112,57,112,169
REYES,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,69,97,69,97,166
RIBERALTA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,90,85,90,85,175
ROBORE,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,188,238,188,238,426
RURRENABAQUE,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,114,103,114,103,217
SABAYA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,40,58,40,58,98
SACABA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,182,311,182,311,493
SACABAMBA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,11,15,11,15,26
SACACA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,36,66,36,66,102
SAIPINA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,5,10,5,10,15
SALINAS DE GARCI MENDOZA,consulta externa,nuevas en personas de 60 anos o mas,2007-04-01,50,52,50,52,102
