municipality,group,variable,month,Repetidas en personas de 5 a 14 años -Hombre,Repetidas en personas de 5 a 14 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
TARIJA,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,620,471,620,471,1091
TARVITA,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,3,0,3,0,3
TEOPONTE,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,1,0,1,0,1
TIAWANACU,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,1,1,1,1,2
TINGUIPAYA,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,1,0,1,0,1
TIPUANI,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,1,3,1,3,4
TIQUIPAYA,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,35,24,35,24,59
TIRAQUE (CBBA),consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,16,13,16,13,29
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,2,0,2,0,2
TOCO,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,1,1,1,1,2
TOLATA,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,5,2,5,2,7
TOLEDO,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,13,1,13,1,14
TOMAVE,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,1,0,1,0,1
TOMINA,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,3,3,3,3,6
TOTORA(CBBA),consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,1,0,1,0,1
TOTORA(ORR),consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,1,1,1,1,2
TRIGAL,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,1,0,1,0,1
TRINIDAD,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,120,139,120,139,259
TUPIZA,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,61,90,61,90,151
TURCO,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,2,0,2,0,2
UNCIA,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,31,14,31,14,45
URIONDO (A. CONCEPCION),consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,2,4,2,4,6
UYUNI,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,13,12,13,12,25
VACAS,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,9,7,9,7,16
VALLEGRANDE,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,19,31,19,31,50
VIACHA,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,45,46,45,46,91
VILLA MONTES,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,17,20,17,20,37
VILLA NUEVA (LOMA ALTA),consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,2,2,2,2,4
VILLA RIVERO,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,1,11,1,11,12
VILLA SERRANO,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,3,1,3,1,4
VILLA TUNARI,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,4,11,4,11,15
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,6,1,6,1,7
VILLAZON,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,21,29,21,29,50
VINTO,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,2,2,2,2,4
VITICHI,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,1,3,1,3,4
WARNES,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,16,16,16,16,32
YACO,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,2,2,2,2,4
YACUIBA,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,139,98,139,98,237
YAMPARAEZ,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,1,0,1,0,1
YANACACHI,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,3,2,3,2,5
YAPACANI,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,15,14,15,14,29
YOTALA,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,3,6,3,6,9
YUNCHARA,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,4,0,4,0,4
ZUDAÑEZ,consulta externa,repetidas en personas de 5 a 14 anos,2007-03-01,1,1,1,1,2
ACHACACHI,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,12,3,12,3,15
AIQUILE,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,16,27,16,27,43
ANCORAIMES,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,5,0,5,0,5
ANDAMARCA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,2,1,2,3
ANTEQUERA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,3,0,3,0,3
ANZALDO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,4,2,4,2,6
APOLO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,3,6,3,6,9
ARANI,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,10,4,10,4,14
ARBIETO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2,1,2,1,3
ARQUE,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,3,0,3,0,3
ASCENCION DE GUARAYOS,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,3,8,3,8,11
ATOCHA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,26,27,26,27,53
AUCAPATA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,17,9,17,9,26
AYATA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2,2,2,2,4
AYO AYO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,3,1,3,1,4
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,16,14,16,14,30
BATALLAS,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,0,1,0,1
BAURES,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,4,0,4,0,4
BELEN DE ANDAMARCA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,1,1,1,2
BELEN DE URMIRI,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,0,1,0,1
BERMEJO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,24,25,24,25,49
BETANZOS,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,5,2,5,2,7
BOLIVAR,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,1,0,1,1
BOLPEBRA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2,0,2,0,2
BOYUIBE,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,12,15,12,15,27
BUENA VISTA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,14,6,14,6,20
CABEZAS,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,13,10,13,10,23
CAIROMA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,3,3,3,3,6
"CAIZA ""D""",consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,5,1,5,1,6
CAJUATA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,1,1,1,2
CALACOTO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,1,0,1,1
CALAMARCA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2,0,2,0,2
CAMARGO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2,1,2,1,3
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,6,2,6,2,8
CAMIRI,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,52,60,52,60,112
CAPINOTA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,5,2,5,2,7
CAQUIAVIRI,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,1,0,1,1
CARACOLLO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,1,0,1,1
CARANAVI,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,78,104,78,104,182
CARAPARI,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,5,4,5,4,9
CARIPUYO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,0,1,0,1
CARMEN RIVERO TORREZ,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2,0,2,0,2
CHALLAPATA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,9,10,9,10,19
CHAQUI,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2,2,2,2,4
CHARAGUA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,73,71,73,71,144
CHARAÑA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,3,1,3,1,4
CHAYANTA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2,0,2,0,2
CHIMORE,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,8,9,8,9,17
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,32,12,32,12,44
CHUMA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,1,0,1,1
CLIZA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,17,3,17,3,20
COBIJA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,19,24,19,24,43
COCHABAMBA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2122,1974,2122,1974,4096
COIPASA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,1,0,1,1
COLCAPIRHUA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,54,56,54,56,110
"COLCHA ""K""",consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,4,0,4,4
COLOMI,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,1,1,1,2
COLPA BELGICA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,16,20,16,20,36
COLQUECHACA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,1,0,1,1
COLQUENCHA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2,0,2,0,2
COLQUIRI,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,5,4,5,4,9
COMANCHE,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,3,0,3,0,3
COMARAPA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,4,5,4,5,9
CONCEPCION,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,3,0,3,0,3
COPACABANA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,0,1,0,1
CORIPATA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,0,1,0,1
CORO CORO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,4,1,4,1,5
COROICO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,20,15,20,15,35
CORQUE,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,1,0,1,1
COTAGAITA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,33,30,33,30,63
COTOCA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,5,7,5,7,12
CUATRO CAÑADAS,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,14,10,14,10,24
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2,2,2,2,4
CUEVO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,0,1,0,1
CULPINA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,2,0,2,2
CURVA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,0,1,0,1
DESAGUADERO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,3,0,3,3
EL ALTO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1503,1738,1503,1738,3241
EL CHORO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,0,1,0,1
EL PUENTE(STC),consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,5,1,5,6
EL TORNO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,41,48,41,48,89
EL VILLAR,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,5,5,5,5,10
ENTRE RIOS,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,3,6,3,6,9
ENTRE RIOS,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2,1,2,1,3
EUCALIPTUS,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,6,1,6,7
FERNANDEZ ALONSO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,1,1,1,2
FILADELFIA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,8,0,8,0,8
GENERAL SAAVEDRA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,23,0,23,23
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,3,0,3,0,3
GUANAY,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,1,0,1,1
GUAQUI,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2,0,2,0,2
GUAYARAMERIN,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,60,57,60,57,117
GUTIERREZ,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,8,2,8,2,10
HUACARETA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,9,8,9,8,17
HUACAYA (VILLA DE HUACAYA),consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,1,0,1,1
HUANUNI,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,245,239,245,239,484
HUARACAJE,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,3,0,3,0,3
HUAYLLAMARCA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,0,1,0,1
ICHOCA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,0,1,0,1
ICLA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,0,1,0,1
INGAVI (HUMAITA),consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,0,1,0,1
INQUISIVI,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,6,11,6,11,17
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2,2,2,2,4
IXIAMAS,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2,20,2,20,22
JESUS DE MACHACA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2,0,2,0,2
LA ASUNTA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,4,3,4,3,7
LA GUARDIA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,19,8,19,8,27
LA PAZ,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2886,2806,2886,2806,5692
LAGUNILLAS,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,0,1,0,1
LAJA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,3,6,3,6,9
LAS CARRERAS,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,1,1,1,2
LICOMA PAMPA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,3,0,3,3
LLALLAGUA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,18,16,18,16,34
LLICA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,0,1,0,1
LORETO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,3,6,3,6,9
LURIBAY,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,1,0,1,1
MACHACAMARCA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,3,0,3,3
MACHARETI,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,6,7,6,7,13
MAGDALENA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,24,24,24,24,48
MAIRANA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,3,0,3,3
MAPIRI,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,5,1,5,1,6
MECAPACA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,9,5,9,5,14
MINEROS,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2,0,2,0,2
MIZQUE,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,54,69,54,69,123
MOJINETE,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,1,1,1,2
MOJOCOYA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,4,3,4,3,7
MONTEAGUDO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,34,59,34,59,93
MONTERO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,272,361,272,361,633
MORO MORO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,3,1,3,1,4
MOROCHATA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,10,16,10,16,26
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,1,0,1,1
OKINAWA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,3,11,3,11,14
OMEREQUE,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,2,0,2,2
ORURO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,449,435,449,435,884
PADCAYA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,128,104,128,104,232
PADILLA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,1,1,1,2
PAILON,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2,2,2,2,4
PALCA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,6,1,6,7
PALOS BLANCOS,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,3,1,3,1,4
PAMPA AULLAGAS,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,1,1,1,2
PAMPA GRANDE,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2,1,2,1,3
PAPEL PAMPA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,1,0,1,1
PATACAMAYA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,3,1,3,4
POCOATA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,23,31,23,31,54
POCONA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2,0,2,0,2
POOPO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,5,2,5,2,7
PORCO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2,2,2,2,4
POROMA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,0,1,0,1
PORONGO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,4,0,4,0,4
PORTACHUELO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,11,8,11,8,19
PORVENIR,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,2,1,2,3
POTOSI,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,443,441,443,441,884
PUCARA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,1,1,1,2
PUCARANI,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2,1,2,1,3
PUERTO ACOSTA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2,0,2,0,2
PUERTO CARABUCO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,3,0,3,3
PUERTO QUIJARRO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,13,1,13,1,14
PUERTO RICO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,2,1,2,3
PUERTO SUAREZ,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,7,19,7,19,26
PUERTO VILLARROEL,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,12,8,12,8,20
PUNA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,0,1,0,1
PUNATA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,9,19,9,19,28
QUILLACOLLO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,85,75,85,75,160
QUIME,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,1,0,1,1
REYES,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,8,8,8,8,16
RIBERALTA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,29,29,29,29,58
ROBORE,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,14,9,14,9,23
RURRENABAQUE,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,6,17,6,17,23
SACABA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,62,83,62,83,145
SACABAMBA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,1,1,1,2
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,1,0,1,1
SAMAIPATA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,2,0,2,2
SAN AGUSTIN,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,0,1,0,1
SAN ANDRES,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,0,1,0,1
SAN ANDRES DE MACHACA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,0,1,0,1
SAN BENITO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,7,3,7,3,10
SAN BORJA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,12,9,12,9,21
SAN BUENA VENTURA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,4,5,4,5,9
SAN CARLOS,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,12,3,12,3,15
SAN IGNACIO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,40,38,40,38,78
SAN IGNACIO DE VELASCO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,89,128,89,128,217
SAN JAVIER(STC),consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2,4,2,4,6
SAN JOAQUIN,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2,9,2,9,11
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2,1,2,1,3
SAN JUAN DE YAPACANI,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,9,8,9,8,17
SAN JULIAN,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,17,8,17,8,25
SAN LORENZO(PND),consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,7,2,7,2,9
SAN LORENZO(TJA),consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,4,1,4,1,5
SAN LUCAS,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,3,1,3,4
SAN MATIAS,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,6,16,6,16,22
SAN PABLO DE LIPEZ,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,1,1,1,2
SAN PEDRO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,10,8,10,8,18
SAN PEDRO DE BUENA VISTA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,7,4,7,4,11
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,0,1,0,1
SAN RAFAEL,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,5,1,5,6
SAN RAMON,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,0,1,0,1
SAN RAMON,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,7,10,7,10,17
SANTA ANA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,12,44,12,44,56
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1951,2422,1951,2422,4373
SANTA ROSA DEL SARA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,1,0,1,1
SANTIAGO DE HUARI,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,3,5,3,5,8
SANTIVAÑES,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,1,1,1,2
SANTUARIO DE QUILLACAS,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,1,0,1,1
SAPAHAQUI,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,1,0,1,1
SIPE SIPE,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,14,10,14,10,24
SOPACHUY,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2,0,2,0,2
SORACACHI,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,0,1,0,1
SUCRE,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,930,731,930,731,1661
TACOBAMBA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,1,0,1,1
TAHUA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,0,1,0,1
TAPACARI,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,14,50,14,50,64
TARABUCO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,5,4,5,4,9
TARATA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,5,3,5,3,8
TARIJA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,444,399,444,399,843
TARVITA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,3,2,3,2,5
TEOPONTE,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,2,0,2,0,2
TIAWANACU,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,5,2,5,2,7
TIPUANI,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,8,1,8,1,9
TIQUIPAYA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,21,23,21,23,44
TIRAQUE (CBBA),consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,21,14,21,14,35
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,1,0,1,1
TOCO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,4,5,4,5,9
TOLATA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,3,0,3,0,3
TOLEDO,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,4,0,4,0,4
TOMAVE,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,4,0,4,4
TOMINA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,0,1,0,1,1
TOTORA(CBBA),consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,3,2,3,2,5
TOTORA(ORR),consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,1,1,1,1,2
TRINIDAD,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,148,133,148,133,281
TUPIZA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,57,81,57,81,138
UMALA,consulta externa,repetidas en personas de 5 a 14 anos,2007-04-01,10,17,10,17,27
