municipality,group,variable,month,Repetidas en personas de 15 a 59 años -Hombre,Repetidas en personas de 15 a 59 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
SICA SICA (VILLA AROMA),consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,0,3,0,3,3
SICAYA,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,0,1,0,1,1
SIPE SIPE,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,42,164,42,164,206
SOPACHUY,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,6,16,6,16,22
SORACACHI,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,16,8,16,8,24
SORATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,10,6,10,6,16
SUCRE,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,2736,7090,2736,7090,9826
TACACHI,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,4,9,4,9,13
TACACOMA,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,1,2,1,2,3
TACOBAMBA,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,0,2,0,2,2
TACOPAYA,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,0,2,0,2,2
TAHUA,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,1,0,1,0,1
TAPACARI,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,3,6,3,6,9
TARABUCO,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,70,59,70,59,129
TARACO,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,1,4,1,4,5
TARATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,5,7,5,7,12
TARIJA,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,1978,5073,1978,5073,7051
TARVITA,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,2,14,2,14,16
TEOPONTE,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,0,2,0,2,2
TIAWANACU,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,4,9,4,9,13
TINGUIPAYA,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,6,10,6,10,16
TIPUANI,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,10,18,10,18,28
TIQUIPAYA,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,25,373,25,373,398
TIRAQUE (CBBA),consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,44,99,44,99,143
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,3,3,3,3,6
TOCO,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,6,10,6,10,16
TOLATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,1,11,1,11,12
TOLEDO,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,7,46,7,46,53
TOMAVE,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,4,12,4,12,16
TOMINA,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,6,10,6,10,16
TORO TORO,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,2,6,2,6,8
TOTORA(CBBA),consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,4,19,4,19,23
TOTORA(ORR),consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,1,7,1,7,8
TRIGAL,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,1,0,1,0,1
TRINIDAD,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,368,876,368,876,1244
TUPIZA,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,130,247,130,247,377
TURCO,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,1,1,1,1,2
UMALA,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,0,1,0,1,1
UNCIA,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,80,171,80,171,251
URIONDO (A. CONCEPCION),consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,1,6,1,6,7
URUBICHA,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,0,141,0,141,141
UYUNI,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,106,215,106,215,321
VACAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,13,29,13,29,42
VALLEGRANDE,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,57,181,57,181,238
VIACHA,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,113,357,113,357,470
VILA VILA,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,0,1,0,1,1
VILLA MONTES,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,66,194,66,194,260
VILLA NUEVA (LOMA ALTA),consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,19,16,19,16,35
VILLA RIVERO,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,7,12,7,12,19
VILLA SERRANO,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,7,34,7,34,41
VILLA TUNARI,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,40,82,40,82,122
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,17,65,17,65,82
VILLAZON,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,94,212,94,212,306
VINTO,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,10,25,10,25,35
VITICHI,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,8,9,8,9,17
WALDO BALLIVIAN,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,5,12,5,12,17
WARNES,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,10,174,10,174,184
YACO,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,3,2,3,2,5
YACUIBA,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,254,808,254,808,1062
YAMPARAEZ,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,9,24,9,24,33
YANACACHI,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,1,3,1,3,4
YAPACANI,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,9,19,9,19,28
YOCALLA,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,3,3,3,3,6
YOTALA,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,21,17,21,17,38
YUNCHARA,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,2,3,2,3,5
ZUDAÑEZ,consulta externa,repetidas en personas de 15 a 59 anos,2007-03-01,8,17,8,17,25
ACHACACHI,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,29,37,29,37,66
ACHOCALLA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,4,5,4,5,9
AIQUILE,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,37,396,37,396,433
ALALAY,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,0,8,0,8,8
ALCALA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,3,9,3,9,12
ANCORAIMES,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,12,10,12,10,22
ANDAMARCA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,5,3,5,3,8
ANTEQUERA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,0,1,0,1,1
ANZALDO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,2,11,2,11,13
APOLO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,13,23,13,23,36
ARAMPAMPA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,0,1,0,1,1
ARANI,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,7,25,7,25,32
ARBIETO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,7,10,7,10,17
ARQUE,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,3,1,3,1,4
ASCENCION DE GUARAYOS,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,8,23,8,23,31
ATOCHA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,217,234,217,234,451
AUCAPATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,9,8,9,8,17
AYATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,3,6,3,6,9
AYO AYO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,3,12,3,12,15
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,65,69,65,69,134
AZURDUY,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,1,2,1,2,3
BATALLAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,7,17,7,17,24
BAURES,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,4,7,4,7,11
BELEN DE ANDAMARCA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,2,3,2,3,5
BELEN DE URMIRI,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,2,5,2,5,7
BERMEJO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,75,191,75,191,266
BETANZOS,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,32,44,32,44,76
BOLIVAR,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,8,3,8,3,11
BOLPEBRA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,28,5,28,5,33
BOYUIBE,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,26,57,26,57,83
BUENA VISTA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,32,38,32,38,70
CABEZAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,10,65,10,65,75
CAIROMA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,32,21,32,21,53
"CAIZA ""D""",consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,7,3,7,3,10
CAJUATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,5,7,5,7,12
CALACOTO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,5,4,5,4,9
CALAMARCA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,8,8,8,8,16
CAMARGO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,2,20,2,20,22
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,6,15,6,15,21
CAMIRI,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,101,377,101,377,478
CAPINOTA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,4,26,4,26,30
CAQUIAVIRI,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,7,8,7,8,15
CARACOLLO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,0,4,0,4,4
CARANAVI,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,307,208,307,208,515
CARAPARI,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,2,7,2,7,9
CARIPUYO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,0,1,0,1,1
CARMEN RIVERO TORREZ,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,1,0,1,0,1
CATACORA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,2,5,2,5,7
CHALLAPATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,17,8,17,8,25
CHAQUI,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,1,1,1,1,2
CHARAGUA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,39,41,39,41,80
CHARAÑA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,3,2,3,2,5
CHAYANTA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,6,11,6,11,17
CHIMORE,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,9,19,9,19,28
CHIPAYA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,0,1,0,1,1
CHOQUE COTA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,3,1,3,1,4
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,44,41,44,41,85
CHUMA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,2,3,2,3,5
CLIZA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,5,15,5,15,20
COBIJA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,265,652,265,652,917
COCHABAMBA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,8174,20490,8174,20490,28664
COIPASA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,0,2,0,2,2
COLCAPIRHUA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,103,283,103,283,386
"COLCHA ""K""",consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,3,13,3,13,16
COLLANA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,2,1,2,1,3
COLOMI,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,3,23,3,23,26
COLPA BELGICA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,29,65,29,65,94
COLQUECHACA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,4,8,4,8,12
COLQUENCHA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,5,6,5,6,11
COLQUIRI,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,14,29,14,29,43
COMANCHE,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,1,5,1,5,6
COMARAPA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,8,16,8,16,24
CONCEPCION,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,0,2,0,2,2
COPACABANA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,3,5,3,5,8
CORIPATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,4,2,4,2,6
CORO CORO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,2,3,2,3,5
COROICO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,64,83,64,83,147
CORQUE,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,5,12,5,12,17
COTAGAITA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,58,72,58,72,130
COTOCA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,5,25,5,25,30
CUATRO CAÑADAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,37,45,37,45,82
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,5,5,5,5,10
CUEVO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,2,9,2,9,11
CULPINA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,4,4,4,4,8
CURAHUARA DE CARANGAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,0,2,0,2,2
CURVA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,2,0,2,0,2
DESAGUADERO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,3,3,3,3,6
EL ALTO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,2954,6517,2954,6517,9471
EL PUENTE(STC),consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,2,6,2,6,8
EL PUENTE(TJA),consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,6,3,6,3,9
EL TORNO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,91,146,91,146,237
EL VILLAR,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,4,6,4,6,10
ENTRE RIOS,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,18,14,18,14,32
ENTRE RIOS,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,13,11,13,11,24
ESMERALDA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,0,1,0,1,1
EUCALIPTUS,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,7,9,7,9,16
EXALTACION,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,0,3,0,3,3
FERNANDEZ ALONSO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,10,3,10,3,13
FILADELFIA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,13,11,13,11,24
GENERAL SAAVEDRA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,5,7,5,7,12
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,2,12,2,12,14
GUANAY,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,4,5,4,5,9
GUAQUI,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,7,12,7,12,19
GUAYARAMERIN,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,84,204,84,204,288
GUTIERREZ,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,3,8,3,8,11
HUACARETA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,16,62,16,62,78
HUACHACALLA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,3,1,3,1,4
HUANUNI,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,178,216,178,216,394
HUARACAJE,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,6,11,6,11,17
HUAYLLAMARCA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,1,2,1,2,3
ICHOCA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,1,8,1,8,9
ICLA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,2,4,2,4,6
INCAHUASI,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,2,8,2,8,10
INGAVI (HUMAITA),consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,5,7,5,7,12
INQUISIVI,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,24,23,24,23,47
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,8,25,8,25,33
IXIAMAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,1,5,1,5,6
JESUS DE MACHACA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,7,15,7,15,22
LA ASUNTA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,10,9,10,9,19
LA GUARDIA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,14,59,14,59,73
LA PAZ,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,14957,32231,14957,32231,47188
LAGUNILLAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,1,0,1,0,1
LAJA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,3,14,3,14,17
LAS CARRERAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,9,17,9,17,26
LICOMA PAMPA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,1,0,1,0,1
LLALLAGUA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,75,97,75,97,172
LLICA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,3,21,3,21,24
LORETO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,5,8,5,8,13
LURIBAY,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,3,17,3,17,20
MACHACAMARCA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,10,8,10,8,18
MACHARETI,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,13,32,13,32,45
MAGDALENA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,32,93,32,93,125
MAIRANA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,0,4,0,4,4
MALLA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,0,1,0,1,1
MAPIRI,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,5,9,5,9,14
MECAPACA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,11,14,11,14,25
MINEROS,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,7,28,7,28,35
MIZQUE,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,3,22,3,22,25
MOCOMOCO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,6,7,6,7,13
MOJINETE,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,3,4,3,4,7
MOJOCOYA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,9,7,9,7,16
MONTEAGUDO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,179,385,179,385,564
MONTERO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,658,1593,658,1593,2251
MORO MORO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,3,3,3,3,6
MOROCHATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,12,67,12,67,79
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,6,0,6,0,6
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,5,1,5,1,6
OCURI,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,1,4,1,4,5
OKINAWA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,18,33,18,33,51
OMEREQUE,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,0,1,0,1,1
ORURO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,1881,3963,1881,3963,5844
PADCAYA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,65,83,65,83,148
PADILLA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,20,115,20,115,135
PAILON,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,1,4,1,4,5
PALCA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,11,15,11,15,26
PALOS BLANCOS,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,52,37,52,37,89
PAMPA AULLAGAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,0,1,0,1,1
PAMPA GRANDE,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,1,3,1,3,4
PAPEL PAMPA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,0,1,0,1,1
PASORAPA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,1,1,1,1,2
PATACAMAYA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,0,4,0,4,4
PAZÑA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,14,17,14,17,31
POCOATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,4,17,4,17,21
POCONA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,1,13,1,13,14
POJO (CBBA),consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,0,1,0,1,1
POOPO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,15,13,15,13,28
PORCO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,2,7,2,7,9
POROMA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,3,4,3,4,7
PORONGO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,3,4,3,4,7
PORTACHUELO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,18,66,18,66,84
PORVENIR,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,17,3,17,3,20
POSTRER VALLE,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,1,2,1,2,3
POTOSI,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,1324,3556,1324,3556,4880
PRESTO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,0,1,0,1,1
PUCARA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,11,30,11,30,41
PUCARANI,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,8,27,8,27,35
PUERTO ACOSTA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,36,46,36,46,82
PUERTO CARABUCO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,2,6,2,6,8
PUERTO PEREZ,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,0,1,0,1,1
PUERTO QUIJARRO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,21,37,21,37,58
PUERTO RICO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,4,13,4,13,17
PUERTO SILES,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,2,10,2,10,12
PUERTO SUAREZ,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,17,62,17,62,79
PUERTO VILLARROEL,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,375,41,375,41,416
PUNA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,8,35,8,35,43
PUNATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,85,222,85,222,307
QUILLACOLLO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,227,759,227,759,986
QUIME,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,10,0,10,0,10
QUIRUSILLAS,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,0,3,0,3,3
RAVELO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,0,2,0,2,2
REYES,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,26,50,26,50,76
RIBERALTA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,21,296,21,296,317
ROBORE,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,26,148,26,148,174
RURRENABAQUE,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,32,113,32,113,145
SABAYA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,0,3,0,3,3
SACABA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,179,438,179,438,617
SACABAMBA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,3,9,3,9,12
SACACA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,1,0,1,0,1
SAIPINA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,0,1,0,1,1
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,5,12,5,12,17
SAMAIPATA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,1,4,1,4,5
SAN AGUSTIN,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,3,0,3,0,3
SAN ANDRES,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,5,9,5,9,14
SAN ANDRES DE MACHACA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,0,4,0,4,4
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,7,1,7,1,8
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,0,6,0,6,6
SAN BENITO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,8,27,8,27,35
SAN BORJA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,22,34,22,34,56
SAN BUENA VENTURA,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,14,34,14,34,48
SAN CARLOS,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,3,221,3,221,224
SAN IGNACIO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,54,176,54,176,230
SAN IGNACIO DE VELASCO,consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,139,228,139,228,367
SAN JAVIER(BNI),consulta externa,repetidas en personas de 15 a 59 anos,2007-04-01,2,1,2,1,3
