municipality,group,variable,month,Repetidas en personas de 60 años o más -Hombre,Repetidas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
CHOQUE COTA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,23,15,23,15,38
CHUMA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,8,9,8,9,17
CLIZA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,6,18,6,18,24
COBIJA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,19,15,19,15,34
COCHABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,6481,8861,6481,8861,15342
COLCAPIRHUA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,49,74,49,74,123
"COLCHA ""K""",consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,12,9,12,9,21
COLLANA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,3,1,3,1,4
COLOMI,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,2,1,2,1,3
COLPA BELGICA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,14,19,14,19,33
COLQUECHACA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,5,5,5,5,10
COLQUENCHA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,0,3,0,3,3
COLQUIRI,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,6,3,6,3,9
COMANCHE,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,0,1,0,1
COMARAPA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,9,11,9,11,20
CONCEPCION,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,0,7,0,7,7
COPACABANA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,0,4,0,4,4
CORIPATA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,4,1,4,1,5
COROICO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,61,48,61,48,109
CORQUE,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,7,2,7,2,9
COTAGAITA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,21,44,21,44,65
COTOCA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,0,1,0,1
CUATRO CAÑADAS,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,6,7,6,7,13
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,1,1,1,2
CUEVO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,5,1,5,6
CULPINA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,0,2,0,2,2
CURAHUARA DE CARANGAS,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,0,1,0,1,1
DESAGUADERO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,0,1,0,1,1
EL ALTO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,866,828,866,828,1694
EL CHORO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,8,4,8,4,12
EL PUENTE(STC),consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,0,1,0,1
EL PUENTE(TJA),consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,1,1,1,2
EL TORNO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,215,256,215,256,471
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,1,1,1,2
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,3,14,3,14,17
ESMERALDA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,1,1,1,2
EUCALIPTUS,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,6,7,6,7,13
EXALTACION,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,0,4,0,4,4
FERNANDEZ ALONSO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,0,1,0,1
FILADELFIA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,6,1,6,1,7
GENERAL SAAVEDRA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,5,4,5,4,9
GUANAY,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,6,4,6,4,10
GUAQUI,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,3,6,3,6,9
GUAYARAMERIN,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,109,143,109,143,252
GUTIERREZ,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,11,9,11,9,20
HUACARETA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,7,13,7,13,20
HUACHACALLA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,1,1,1,2
HUANUNI,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,196,211,196,211,407
HUARACAJE,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,5,2,5,2,7
HUAYLLAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,0,1,0,1,1
ICLA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,0,1,0,1,1
INCAHUASI,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,0,1,0,1,1
INQUISIVI,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,2,4,2,4,6
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,2,2,2,2,4
JESUS DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,13,17,13,17,30
LA ASUNTA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,3,1,3,4
LA GUARDIA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,11,12,11,12,23
LA PAZ,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,9492,14420,9492,14420,23912
LAGUNILLAS,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,2,1,2,3
LAJA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,16,5,16,5,21
LAS CARRERAS,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,6,13,6,13,19
LICOMA PAMPA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,0,1,0,1
LLALLAGUA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,41,58,41,58,99
LLICA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,6,8,6,8,14
LORETO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,3,1,3,4
LURIBAY,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,14,6,14,6,20
MACHACAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,30,35,30,35,65
MACHARETI,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,8,11,8,11,19
MAGDALENA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,61,73,61,73,134
MAIRANA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,2,0,2,0,2
MALLA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,1,1,1,2
MAPIRI,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,1,1,1,2
MECAPACA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,3,4,3,4,7
MINEROS,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,0,1,0,1,1
MIZQUE,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,7,4,7,4,11
MOCOMOCO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,5,6,5,6,11
MOJINETE,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,0,2,0,2,2
MOJOCOYA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,5,2,5,2,7
MONTEAGUDO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,76,71,76,71,147
MONTERO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,385,402,385,402,787
MORO MORO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,0,2,0,2,2
MOROCHATA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,8,14,8,14,22
OCURI,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,0,1,0,1,1
OKINAWA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,5,7,5,7,12
OMEREQUE,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,0,1,0,1,1
ORURO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1601,1898,1601,1898,3499
PADCAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,57,63,57,63,120
PADILLA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,17,24,17,24,41
PAILON,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,5,0,5,0,5
PALCA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,3,10,3,10,13
PALOS BLANCOS,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,4,1,4,5
PAMPA GRANDE,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,4,1,4,5
PAPEL PAMPA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,3,1,3,1,4
PASORAPA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,2,1,2,1,3
PATACAMAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,0,1,0,1
PAZÑA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,12,25,12,25,37
POCOATA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,0,3,0,3,3
POCONA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,3,7,3,7,10
POOPO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,18,10,18,10,28
PORCO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,0,5,0,5,5
POROMA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,0,5,0,5,5
PORONGO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,2,1,2,1,3
PORTACHUELO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,13,18,13,18,31
PORVENIR,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,0,1,0,1,1
POSTRER VALLE,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,5,1,5,6
POTOSI,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1198,1495,1198,1495,2693
PUCARA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,0,1,0,1
PUCARANI,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,11,4,11,4,15
PUERTO ACOSTA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,22,10,22,10,32
PUERTO CARABUCO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,4,2,4,2,6
PUERTO GONZALO MORENO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,3,1,3,4
PUERTO PEREZ,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,4,1,4,5
PUERTO QUIJARRO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,7,5,7,5,12
PUERTO RICO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,2,2,2,2,4
PUERTO SUAREZ,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,16,10,16,10,26
PUERTO VILLARROEL,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,9,7,9,7,16
PUNA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,12,14,12,14,26
PUNATA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,89,135,89,135,224
QUILLACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,377,486,377,486,863
QUIME,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,5,2,5,2,7
QUIRUSILLAS,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,2,2,2,2,4
REYES,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,42,55,42,55,97
RIBERALTA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,219,192,219,192,411
ROBORE,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,19,23,19,23,42
RURRENABAQUE,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,74,97,74,97,171
SABAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,4,7,4,7,11
SACABA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,85,139,85,139,224
SACABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,4,4,4,4,8
SACACA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,2,1,2,3
SAIPINA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,42,80,42,80,122
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,7,21,7,21,28
SAMAIPATA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,5,5,5,5,10
SAN ANDRES,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,6,5,6,5,11
SAN ANDRES DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,4,6,4,6,10
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,1,1,1,2
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,2,2,2,2,4
SAN BENITO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,6,7,6,7,13
SAN BORJA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,50,59,50,59,109
SAN BUENA VENTURA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,9,4,9,4,13
SAN CARLOS,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,21,18,21,18,39
SAN IGNACIO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,48,51,48,51,99
SAN IGNACIO DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,131,109,131,109,240
SAN JAVIER(STC),consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,11,11,11,11,22
SAN JOAQUIN,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,35,54,35,54,89
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,12,9,12,9,21
SAN JUAN DE YAPACANI,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,7,19,7,19,26
SAN JULIAN,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,66,73,66,73,139
SAN LORENZO(PND),consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,4,1,4,1,5
SAN LORENZO(TJA),consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,8,12,8,12,20
SAN LUCAS,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,41,21,41,21,62
SAN MATIAS,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,5,5,5,5,10
SAN MIGUEL DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,77,118,77,118,195
SAN PABLO DE LIPEZ,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,3,2,3,2,5
SAN PEDRO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,12,12,12,12,24
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,3,5,3,5,8
SAN PEDRO DE TIQUINA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,2,1,2,1,3
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,4,4,4,4,8
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,43,18,43,18,61
SANTA ANA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,38,68,38,68,106
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,3269,4881,3269,4881,8150
SANTA ROSA DEL SARA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,2,1,2,1,3
SANTIAGO DE CALLAPA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,0,1,0,1,1
SANTIAGO DE HUARI,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,31,25,31,25,56
SANTIAGO DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,0,1,0,1
SANTIVAÑES,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,2,4,2,4,6
SANTUARIO DE QUILLACAS,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,5,1,5,6
SICA SICA (VILLA AROMA),consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,2,1,2,3
SIPE SIPE,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,17,28,17,28,45
SOPACHUY,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,9,8,9,8,17
SORACACHI,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,5,2,5,2,7
SORATA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,0,1,0,1
SUCRE,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1652,2250,1652,2250,3902
TACACHI,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,3,6,3,6,9
TACOBAMBA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,0,2,0,2,2
TAHUA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,2,7,2,7,9
TAPACARI,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,3,5,3,5,8
TARABUCO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,29,56,29,56,85
TARACO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,2,3,2,3,5
TARATA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,5,6,5,6,11
TARIJA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1587,2482,1587,2482,4069
TARVITA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,1,1,1,2
TEOPONTE,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,3,1,3,4
TIAWANACU,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,5,0,5,0,5
TINGUIPAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,2,0,2,0,2
TIPUANI,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,3,5,3,5,8
TIQUIPAYA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,3,9,3,9,12
TIRAQUE (CBBA),consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,21,22,21,22,43
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,2,4,2,4,6
TOCO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,3,2,3,2,5
TOLEDO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,13,6,13,6,19
TOMAVE,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,3,5,3,5,8
TOMINA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,7,1,7,8
TORO TORO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,3,1,3,4
TOTORA(CBBA),consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,6,9,6,9,15
TOTORA(ORR),consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,1,1,1,2
TRIGAL,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,0,1,0,1,1
TRINIDAD,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,231,301,231,301,532
TUPIZA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,43,54,43,54,97
UMALA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,0,1,0,1
UNCIA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,51,68,51,68,119
URIONDO (A. CONCEPCION),consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,5,2,5,2,7
URUBICHA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,5,1,5,6
UYUNI,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,93,96,93,96,189
VACAS,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,10,20,10,20,30
VALLEGRANDE,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,208,321,208,321,529
VIACHA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,219,164,219,164,383
VILLA MONTES,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,65,43,65,43,108
VILLA NUEVA (LOMA ALTA),consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,1,1,1,2
VILLA RIVERO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,4,1,4,5
VILLA SERRANO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,4,10,4,10,14
VILLA TUNARI,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,46,31,46,31,77
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,5,5,5,5,10
VILLAZON,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,26,57,26,57,83
VINTO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,7,1,7,8
VITICHI,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,3,4,3,4,7
WALDO BALLIVIAN,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,3,1,3,4
WARNES,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,6,10,6,10,16
YACO,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,1,1,1,1,2
YACUIBA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,167,327,167,327,494
YAMPARAEZ,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,7,4,7,4,11
YANACACHI,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,0,2,0,2,2
YAPACANI,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,5,1,5,1,6
YOCALLA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,2,3,2,3,5
YOTALA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,3,10,3,10,13
YUNCHARA,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,0,1,0,1,1
ZUDAÑEZ,consulta externa,repetidas en personas de 60 anos o mas,2007-03-01,4,3,4,3,7
ACACIO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,1,0,1,1
ACHACACHI,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,44,28,44,28,72
ACHOCALLA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,3,0,3,0,3
AIQUILE,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,47,63,47,63,110
ALALAY,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,1,0,1,1
ANCORAIMES,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,9,5,9,5,14
ANDAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,4,1,4,1,5
ANTEQUERA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,2,0,2,0,2
ANZALDO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,2,1,2,3
APOLO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,7,18,7,18,25
ARAMPAMPA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,0,1,0,1
ARANI,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,6,7,6,7,13
ARBIETO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,2,1,2,3
ARQUE,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,1,0,1,1
ASCENCION DE GUARAYOS,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,3,3,3,3,6
ATOCHA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,23,39,23,39,62
AUCAPATA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,3,0,3,3
AYATA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,3,1,3,1,4
AYO AYO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,5,0,5,0,5
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,11,15,11,15,26
BATALLAS,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,4,5,4,5,9
BAURES,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,0,1,0,1
BELEN DE ANDAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,2,0,2,2
BELEN DE URMIRI,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,2,0,2,2
BERMEJO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,55,45,55,45,100
BETANZOS,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,52,63,52,63,115
BOLPEBRA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,1,0,1,1
BOYUIBE,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,2,14,2,14,16
BUENA VISTA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,39,22,39,22,61
CABEZAS,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,3,6,3,6,9
CAIROMA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,3,6,3,6,9
"CAIZA ""D""",consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,3,1,3,4
CAJUATA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,0,1,0,1
CALACOTO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,5,4,5,4,9
CALAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,4,0,4,0,4
CAMARGO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,3,16,3,16,19
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,6,10,6,10,16
CAMIRI,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,45,61,45,61,106
CAPINOTA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,2,5,2,5,7
CAQUIAVIRI,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,2,6,2,6,8
CARACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,7,6,7,6,13
CARANAVI,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,43,25,43,25,68
CARAPARI,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,1,0,1,1
CARIPUYO,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,2,1,2,1,3
CATACORA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,2,4,2,4,6
CHALLAPATA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,8,12,8,12,20
CHAQUI,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,0,1,0,1,1
CHARAGUA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,5,2,5,2,7
CHAYANTA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,4,9,4,9,13
CHIMORE,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,3,0,3,0,3
CHOQUE COTA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,1,2,1,2,3
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,16,20,16,20,36
CHUMA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,4,0,4,0,4
CLIZA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,9,10,9,10,19
COBIJA,consulta externa,repetidas en personas de 60 anos o mas,2007-04-01,32,54,32,54,86
