municipality,group,variable,month,Repetidas en menores de 5 años -Hombre,Repetidas en menores de 5 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
VILA VILA,consulta externa,repetidas en menores de 5 anos,2007-02-01,2,0,2,0,2
VILLA MONTES,consulta externa,repetidas en menores de 5 anos,2007-02-01,30,22,30,22,52
VILLA NUEVA (LOMA ALTA),consulta externa,repetidas en menores de 5 anos,2007-02-01,3,5,3,5,8
VILLA RIVERO,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,2,1,2,3
VILLA SERRANO,consulta externa,repetidas en menores de 5 anos,2007-02-01,0,2,0,2,2
VILLA TUNARI,consulta externa,repetidas en menores de 5 anos,2007-02-01,101,89,101,89,190
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en menores de 5 anos,2007-02-01,15,6,15,6,21
VILLAZON,consulta externa,repetidas en menores de 5 anos,2007-02-01,42,38,42,38,80
VINTO,consulta externa,repetidas en menores de 5 anos,2007-02-01,120,89,120,89,209
VITICHI,consulta externa,repetidas en menores de 5 anos,2007-02-01,2,0,2,0,2
WALDO BALLIVIAN,consulta externa,repetidas en menores de 5 anos,2007-02-01,0,2,0,2,2
WARNES,consulta externa,repetidas en menores de 5 anos,2007-02-01,65,76,65,76,141
YACO,consulta externa,repetidas en menores de 5 anos,2007-02-01,3,2,3,2,5
YACUIBA,consulta externa,repetidas en menores de 5 anos,2007-02-01,127,92,127,92,219
YAMPARAEZ,consulta externa,repetidas en menores de 5 anos,2007-02-01,5,8,5,8,13
YANACACHI,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,0,1,0,1
YAPACANI,consulta externa,repetidas en menores de 5 anos,2007-02-01,11,14,11,14,25
YOCALLA,consulta externa,repetidas en menores de 5 anos,2007-02-01,1,2,1,2,3
YOTALA,consulta externa,repetidas en menores de 5 anos,2007-02-01,9,20,9,20,29
YUNCHARA,consulta externa,repetidas en menores de 5 anos,2007-02-01,9,9,9,9,18
ZUDAÑEZ,consulta externa,repetidas en menores de 5 anos,2007-02-01,4,3,4,3,7
ACACIO,consulta externa,repetidas en menores de 5 anos,2007-03-01,0,3,0,3,3
ACHACACHI,consulta externa,repetidas en menores de 5 anos,2007-03-01,11,7,11,7,18
ACHOCALLA,consulta externa,repetidas en menores de 5 anos,2007-03-01,10,8,10,8,18
AIQUILE,consulta externa,repetidas en menores de 5 anos,2007-03-01,60,77,60,77,137
ALCALA,consulta externa,repetidas en menores de 5 anos,2007-03-01,1,0,1,0,1
ANCORAIMES,consulta externa,repetidas en menores de 5 anos,2007-03-01,8,8,8,8,16
ANDAMARCA,consulta externa,repetidas en menores de 5 anos,2007-03-01,4,5,4,5,9
ANTEQUERA,consulta externa,repetidas en menores de 5 anos,2007-03-01,2,4,2,4,6
ANZALDO,consulta externa,repetidas en menores de 5 anos,2007-03-01,12,11,12,11,23
APOLO,consulta externa,repetidas en menores de 5 anos,2007-03-01,20,11,20,11,31
ARAMPAMPA,consulta externa,repetidas en menores de 5 anos,2007-03-01,2,5,2,5,7
ARANI,consulta externa,repetidas en menores de 5 anos,2007-03-01,8,2,8,2,10
ARBIETO,consulta externa,repetidas en menores de 5 anos,2007-03-01,6,3,6,3,9
ARQUE,consulta externa,repetidas en menores de 5 anos,2007-03-01,58,58,58,58,116
ASCENCION DE GUARAYOS,consulta externa,repetidas en menores de 5 anos,2007-03-01,81,44,81,44,125
ATOCHA,consulta externa,repetidas en menores de 5 anos,2007-03-01,41,34,41,34,75
AUCAPATA,consulta externa,repetidas en menores de 5 anos,2007-03-01,37,27,37,27,64
AYATA,consulta externa,repetidas en menores de 5 anos,2007-03-01,11,10,11,10,21
AYO AYO,consulta externa,repetidas en menores de 5 anos,2007-03-01,5,2,5,2,7
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en menores de 5 anos,2007-03-01,10,21,10,21,31
AZURDUY,consulta externa,repetidas en menores de 5 anos,2007-03-01,0,1,0,1,1
BATALLAS,consulta externa,repetidas en menores de 5 anos,2007-03-01,1,1,1,1,2
BAURES,consulta externa,repetidas en menores de 5 anos,2007-03-01,3,5,3,5,8
BELEN DE URMIRI,consulta externa,repetidas en menores de 5 anos,2007-03-01,3,3,3,3,6
BELLA FLOR,consulta externa,repetidas en menores de 5 anos,2007-03-01,15,11,15,11,26
BERMEJO,consulta externa,repetidas en menores de 5 anos,2007-03-01,58,36,58,36,94
BETANZOS,consulta externa,repetidas en menores de 5 anos,2007-03-01,12,9,12,9,21
BOLIVAR,consulta externa,repetidas en menores de 5 anos,2007-03-01,71,66,71,66,137
BOLPEBRA,consulta externa,repetidas en menores de 5 anos,2007-03-01,3,4,3,4,7
BOYUIBE,consulta externa,repetidas en menores de 5 anos,2007-03-01,8,7,8,7,15
BUENA VISTA,consulta externa,repetidas en menores de 5 anos,2007-03-01,59,56,59,56,115
CABEZAS,consulta externa,repetidas en menores de 5 anos,2007-03-01,16,32,16,32,48
CAIROMA,consulta externa,repetidas en menores de 5 anos,2007-03-01,7,1,7,1,8
"CAIZA ""D""",consulta externa,repetidas en menores de 5 anos,2007-03-01,10,2,10,2,12
CAJUATA,consulta externa,repetidas en menores de 5 anos,2007-03-01,8,13,8,13,21
CALACOTO,consulta externa,repetidas en menores de 5 anos,2007-03-01,1,9,1,9,10
CALAMARCA,consulta externa,repetidas en menores de 5 anos,2007-03-01,14,6,14,6,20
CAMARGO,consulta externa,repetidas en menores de 5 anos,2007-03-01,5,7,5,7,12
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en menores de 5 anos,2007-03-01,10,6,10,6,16
CAMIRI,consulta externa,repetidas en menores de 5 anos,2007-03-01,81,94,81,94,175
CAPINOTA,consulta externa,repetidas en menores de 5 anos,2007-03-01,41,53,41,53,94
CAQUIAVIRI,consulta externa,repetidas en menores de 5 anos,2007-03-01,1,1,1,1,2
CARACOLLO,consulta externa,repetidas en menores de 5 anos,2007-03-01,1,2,1,2,3
CARANAVI,consulta externa,repetidas en menores de 5 anos,2007-03-01,16,15,16,15,31
CARANGAS,consulta externa,repetidas en menores de 5 anos,2007-03-01,0,1,0,1,1
CARAPARI,consulta externa,repetidas en menores de 5 anos,2007-03-01,10,14,10,14,24
CARMEN RIVERO TORREZ,consulta externa,repetidas en menores de 5 anos,2007-03-01,1,1,1,1,2
CHALLAPATA,consulta externa,repetidas en menores de 5 anos,2007-03-01,20,13,20,13,33
CHAQUI,consulta externa,repetidas en menores de 5 anos,2007-03-01,1,1,1,1,2
CHARAGUA,consulta externa,repetidas en menores de 5 anos,2007-03-01,97,115,97,115,212
CHARAÑA,consulta externa,repetidas en menores de 5 anos,2007-03-01,1,0,1,0,1
CHAYANTA,consulta externa,repetidas en menores de 5 anos,2007-03-01,3,9,3,9,12
CHIMORE,consulta externa,repetidas en menores de 5 anos,2007-03-01,38,38,38,38,76
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en menores de 5 anos,2007-03-01,19,27,19,27,46
CHUMA,consulta externa,repetidas en menores de 5 anos,2007-03-01,4,8,4,8,12
CLIZA,consulta externa,repetidas en menores de 5 anos,2007-03-01,62,42,62,42,104
COBIJA,consulta externa,repetidas en menores de 5 anos,2007-03-01,58,76,58,76,134
COCHABAMBA,consulta externa,repetidas en menores de 5 anos,2007-03-01,4000,3720,4000,3720,7720
COLCAPIRHUA,consulta externa,repetidas en menores de 5 anos,2007-03-01,192,171,192,171,363
"COLCHA ""K""",consulta externa,repetidas en menores de 5 anos,2007-03-01,6,8,6,8,14
COLOMI,consulta externa,repetidas en menores de 5 anos,2007-03-01,88,65,88,65,153
COLPA BELGICA,consulta externa,repetidas en menores de 5 anos,2007-03-01,32,52,32,52,84
COLQUECHACA,consulta externa,repetidas en menores de 5 anos,2007-03-01,6,3,6,3,9
COLQUENCHA,consulta externa,repetidas en menores de 5 anos,2007-03-01,7,14,7,14,21
COLQUIRI,consulta externa,repetidas en menores de 5 anos,2007-03-01,38,28,38,28,66
COMANCHE,consulta externa,repetidas en menores de 5 anos,2007-03-01,2,0,2,0,2
COMARAPA,consulta externa,repetidas en menores de 5 anos,2007-03-01,33,38,33,38,71
CONCEPCION,consulta externa,repetidas en menores de 5 anos,2007-03-01,25,15,25,15,40
COPACABANA,consulta externa,repetidas en menores de 5 anos,2007-03-01,0,1,0,1,1
CORIPATA,consulta externa,repetidas en menores de 5 anos,2007-03-01,6,3,6,3,9
CORO CORO,consulta externa,repetidas en menores de 5 anos,2007-03-01,3,1,3,1,4
COROICO,consulta externa,repetidas en menores de 5 anos,2007-03-01,40,46,40,46,86
CORQUE,consulta externa,repetidas en menores de 5 anos,2007-03-01,6,5,6,5,11
COTAGAITA,consulta externa,repetidas en menores de 5 anos,2007-03-01,21,21,21,21,42
COTOCA,consulta externa,repetidas en menores de 5 anos,2007-03-01,47,68,47,68,115
CUATRO CAÑADAS,consulta externa,repetidas en menores de 5 anos,2007-03-01,81,71,81,71,152
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en menores de 5 anos,2007-03-01,6,5,6,5,11
CUEVO,consulta externa,repetidas en menores de 5 anos,2007-03-01,3,5,3,5,8
CULPINA,consulta externa,repetidas en menores de 5 anos,2007-03-01,12,6,12,6,18
CURAHUARA DE CARANGAS,consulta externa,repetidas en menores de 5 anos,2007-03-01,2,3,2,3,5
DESAGUADERO,consulta externa,repetidas en menores de 5 anos,2007-03-01,4,1,4,1,5
EL ALTO,consulta externa,repetidas en menores de 5 anos,2007-03-01,2642,2082,2642,2082,4724
EL CHORO,consulta externa,repetidas en menores de 5 anos,2007-03-01,1,0,1,0,1
EL PUENTE(STC),consulta externa,repetidas en menores de 5 anos,2007-03-01,9,8,9,8,17
EL PUENTE(TJA),consulta externa,repetidas en menores de 5 anos,2007-03-01,34,24,34,24,58
EL TORNO,consulta externa,repetidas en menores de 5 anos,2007-03-01,138,136,138,136,274
EL VILLAR,consulta externa,repetidas en menores de 5 anos,2007-03-01,0,3,0,3,3
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2007-03-01,7,4,7,4,11
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2007-03-01,35,32,35,32,67
EUCALIPTUS,consulta externa,repetidas en menores de 5 anos,2007-03-01,9,10,9,10,19
EXALTACION,consulta externa,repetidas en menores de 5 anos,2007-03-01,9,9,9,9,18
FERNANDEZ ALONSO,consulta externa,repetidas en menores de 5 anos,2007-03-01,23,18,23,18,41
FILADELFIA,consulta externa,repetidas en menores de 5 anos,2007-03-01,7,2,7,2,9
GENERAL SAAVEDRA,consulta externa,repetidas en menores de 5 anos,2007-03-01,7,28,7,28,35
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en menores de 5 anos,2007-03-01,8,4,8,4,12
GUANAY,consulta externa,repetidas en menores de 5 anos,2007-03-01,8,12,8,12,20
GUAQUI,consulta externa,repetidas en menores de 5 anos,2007-03-01,1,2,1,2,3
GUAYARAMERIN,consulta externa,repetidas en menores de 5 anos,2007-03-01,69,50,69,50,119
GUTIERREZ,consulta externa,repetidas en menores de 5 anos,2007-03-01,35,28,35,28,63
HUACARETA,consulta externa,repetidas en menores de 5 anos,2007-03-01,13,16,13,16,29
HUACHACALLA,consulta externa,repetidas en menores de 5 anos,2007-03-01,1,1,1,1,2
HUANUNI,consulta externa,repetidas en menores de 5 anos,2007-03-01,65,69,65,69,134
HUARACAJE,consulta externa,repetidas en menores de 5 anos,2007-03-01,2,6,2,6,8
HUAYLLAMARCA,consulta externa,repetidas en menores de 5 anos,2007-03-01,2,7,2,7,9
ICLA,consulta externa,repetidas en menores de 5 anos,2007-03-01,6,6,6,6,12
INCAHUASI,consulta externa,repetidas en menores de 5 anos,2007-03-01,13,9,13,9,22
INGAVI (HUMAITA),consulta externa,repetidas en menores de 5 anos,2007-03-01,6,9,6,9,15
INQUISIVI,consulta externa,repetidas en menores de 5 anos,2007-03-01,1,2,1,2,3
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en menores de 5 anos,2007-03-01,7,6,7,6,13
IXIAMAS,consulta externa,repetidas en menores de 5 anos,2007-03-01,11,5,11,5,16
JESUS DE MACHACA,consulta externa,repetidas en menores de 5 anos,2007-03-01,6,3,6,3,9
LA ASUNTA,consulta externa,repetidas en menores de 5 anos,2007-03-01,12,15,12,15,27
LA GUARDIA,consulta externa,repetidas en menores de 5 anos,2007-03-01,63,68,63,68,131
LA PAZ,consulta externa,repetidas en menores de 5 anos,2007-03-01,4483,4383,4483,4383,8866
LAGUNILLAS,consulta externa,repetidas en menores de 5 anos,2007-03-01,6,12,6,12,18
LAJA,consulta externa,repetidas en menores de 5 anos,2007-03-01,7,12,7,12,19
LAS CARRERAS,consulta externa,repetidas en menores de 5 anos,2007-03-01,1,5,1,5,6
LICOMA PAMPA,consulta externa,repetidas en menores de 5 anos,2007-03-01,2,1,2,1,3
LLALLAGUA,consulta externa,repetidas en menores de 5 anos,2007-03-01,16,17,16,17,33
LLICA,consulta externa,repetidas en menores de 5 anos,2007-03-01,6,5,6,5,11
LORETO,consulta externa,repetidas en menores de 5 anos,2007-03-01,7,3,7,3,10
LURIBAY,consulta externa,repetidas en menores de 5 anos,2007-03-01,2,0,2,0,2
MACHACAMARCA,consulta externa,repetidas en menores de 5 anos,2007-03-01,3,0,3,0,3
MACHARETI,consulta externa,repetidas en menores de 5 anos,2007-03-01,8,7,8,7,15
MAGDALENA,consulta externa,repetidas en menores de 5 anos,2007-03-01,18,18,18,18,36
MAIRANA,consulta externa,repetidas en menores de 5 anos,2007-03-01,9,14,9,14,23
MALLA,consulta externa,repetidas en menores de 5 anos,2007-03-01,0,1,0,1,1
MAPIRI,consulta externa,repetidas en menores de 5 anos,2007-03-01,20,7,20,7,27
MECAPACA,consulta externa,repetidas en menores de 5 anos,2007-03-01,13,5,13,5,18
MINEROS,consulta externa,repetidas en menores de 5 anos,2007-03-01,14,15,14,15,29
MIZQUE,consulta externa,repetidas en menores de 5 anos,2007-03-01,46,24,46,24,70
MOCOMOCO,consulta externa,repetidas en menores de 5 anos,2007-03-01,12,2,12,2,14
MOJINETE,consulta externa,repetidas en menores de 5 anos,2007-03-01,3,5,3,5,8
MOJOCOYA,consulta externa,repetidas en menores de 5 anos,2007-03-01,13,11,13,11,24
MONTEAGUDO,consulta externa,repetidas en menores de 5 anos,2007-03-01,52,39,52,39,91
MONTERO,consulta externa,repetidas en menores de 5 anos,2007-03-01,1633,599,1633,599,2232
MORO MORO,consulta externa,repetidas en menores de 5 anos,2007-03-01,1,3,1,3,4
MOROCHATA,consulta externa,repetidas en menores de 5 anos,2007-03-01,61,59,61,59,120
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,repetidas en menores de 5 anos,2007-03-01,0,1,0,1,1
OCURI,consulta externa,repetidas en menores de 5 anos,2007-03-01,3,0,3,0,3
OKINAWA,consulta externa,repetidas en menores de 5 anos,2007-03-01,8,4,8,4,12
ORURO,consulta externa,repetidas en menores de 5 anos,2007-03-01,739,679,739,679,1418
PADCAYA,consulta externa,repetidas en menores de 5 anos,2007-03-01,43,29,43,29,72
PADILLA,consulta externa,repetidas en menores de 5 anos,2007-03-01,4,1,4,1,5
PAILON,consulta externa,repetidas en menores de 5 anos,2007-03-01,10,11,10,11,21
PALCA,consulta externa,repetidas en menores de 5 anos,2007-03-01,6,10,6,10,16
PALOS BLANCOS,consulta externa,repetidas en menores de 5 anos,2007-03-01,39,36,39,36,75
PAMPA AULLAGAS,consulta externa,repetidas en menores de 5 anos,2007-03-01,0,3,0,3,3
PAMPA GRANDE,consulta externa,repetidas en menores de 5 anos,2007-03-01,4,4,4,4,8
PAPEL PAMPA,consulta externa,repetidas en menores de 5 anos,2007-03-01,1,1,1,1,2
PASORAPA,consulta externa,repetidas en menores de 5 anos,2007-03-01,30,35,30,35,65
PATACAMAYA,consulta externa,repetidas en menores de 5 anos,2007-03-01,3,4,3,4,7
PAZÑA,consulta externa,repetidas en menores de 5 anos,2007-03-01,2,3,2,3,5
POCOATA,consulta externa,repetidas en menores de 5 anos,2007-03-01,9,3,9,3,12
POCONA,consulta externa,repetidas en menores de 5 anos,2007-03-01,5,5,5,5,10
POJO (CBBA),consulta externa,repetidas en menores de 5 anos,2007-03-01,4,4,4,4,8
POOPO,consulta externa,repetidas en menores de 5 anos,2007-03-01,15,6,15,6,21
PORCO,consulta externa,repetidas en menores de 5 anos,2007-03-01,3,1,3,1,4
POROMA,consulta externa,repetidas en menores de 5 anos,2007-03-01,5,2,5,2,7
PORONGO,consulta externa,repetidas en menores de 5 anos,2007-03-01,17,6,17,6,23
PORTACHUELO,consulta externa,repetidas en menores de 5 anos,2007-03-01,29,29,29,29,58
PORVENIR,consulta externa,repetidas en menores de 5 anos,2007-03-01,6,3,6,3,9
POSTRER VALLE,consulta externa,repetidas en menores de 5 anos,2007-03-01,4,2,4,2,6
POTOSI,consulta externa,repetidas en menores de 5 anos,2007-03-01,518,426,518,426,944
PRESTO,consulta externa,repetidas en menores de 5 anos,2007-03-01,2,2,2,2,4
PUCARA,consulta externa,repetidas en menores de 5 anos,2007-03-01,1,0,1,0,1
PUCARANI,consulta externa,repetidas en menores de 5 anos,2007-03-01,4,9,4,9,13
PUERTO ACOSTA,consulta externa,repetidas en menores de 5 anos,2007-03-01,9,7,9,7,16
PUERTO CARABUCO,consulta externa,repetidas en menores de 5 anos,2007-03-01,2,2,2,2,4
PUERTO GONZALO MORENO,consulta externa,repetidas en menores de 5 anos,2007-03-01,8,8,8,8,16
PUERTO PEREZ,consulta externa,repetidas en menores de 5 anos,2007-03-01,3,0,3,0,3
PUERTO QUIJARRO,consulta externa,repetidas en menores de 5 anos,2007-03-01,29,27,29,27,56
PUERTO RICO,consulta externa,repetidas en menores de 5 anos,2007-03-01,13,6,13,6,19
PUERTO SILES,consulta externa,repetidas en menores de 5 anos,2007-03-01,2,0,2,0,2
PUERTO SUAREZ,consulta externa,repetidas en menores de 5 anos,2007-03-01,29,35,29,35,64
PUERTO VILLARROEL,consulta externa,repetidas en menores de 5 anos,2007-03-01,100,101,100,101,201
PUNA,consulta externa,repetidas en menores de 5 anos,2007-03-01,5,6,5,6,11
PUNATA,consulta externa,repetidas en menores de 5 anos,2007-03-01,77,102,77,102,179
QUIABAYA,consulta externa,repetidas en menores de 5 anos,2007-03-01,7,2,7,2,9
QUILLACOLLO,consulta externa,repetidas en menores de 5 anos,2007-03-01,447,399,447,399,846
QUIME,consulta externa,repetidas en menores de 5 anos,2007-03-01,2,1,2,1,3
QUIRUSILLAS,consulta externa,repetidas en menores de 5 anos,2007-03-01,4,3,4,3,7
RAVELO,consulta externa,repetidas en menores de 5 anos,2007-03-01,0,1,0,1,1
REYES,consulta externa,repetidas en menores de 5 anos,2007-03-01,16,26,16,26,42
RIBERALTA,consulta externa,repetidas en menores de 5 anos,2007-03-01,333,280,333,280,613
ROBORE,consulta externa,repetidas en menores de 5 anos,2007-03-01,7,17,7,17,24
RURRENABAQUE,consulta externa,repetidas en menores de 5 anos,2007-03-01,85,66,85,66,151
SABAYA,consulta externa,repetidas en menores de 5 anos,2007-03-01,0,5,0,5,5
SACABA,consulta externa,repetidas en menores de 5 anos,2007-03-01,333,337,333,337,670
SACABAMBA,consulta externa,repetidas en menores de 5 anos,2007-03-01,17,11,17,11,28
SACACA,consulta externa,repetidas en menores de 5 anos,2007-03-01,7,5,7,5,12
SAIPINA,consulta externa,repetidas en menores de 5 anos,2007-03-01,33,15,33,15,48
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en menores de 5 anos,2007-03-01,5,4,5,4,9
SAMAIPATA,consulta externa,repetidas en menores de 5 anos,2007-03-01,8,6,8,6,14
SAN AGUSTIN,consulta externa,repetidas en menores de 5 anos,2007-03-01,1,0,1,0,1
SAN ANDRES,consulta externa,repetidas en menores de 5 anos,2007-03-01,12,7,12,7,19
SAN ANDRES DE MACHACA,consulta externa,repetidas en menores de 5 anos,2007-03-01,8,1,8,1,9
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en menores de 5 anos,2007-03-01,8,6,8,6,14
SAN BENITO,consulta externa,repetidas en menores de 5 anos,2007-03-01,14,23,14,23,37
SAN BORJA,consulta externa,repetidas en menores de 5 anos,2007-03-01,102,81,102,81,183
SAN BUENA VENTURA,consulta externa,repetidas en menores de 5 anos,2007-03-01,14,5,14,5,19
SAN CARLOS,consulta externa,repetidas en menores de 5 anos,2007-03-01,31,56,31,56,87
SAN IGNACIO,consulta externa,repetidas en menores de 5 anos,2007-03-01,56,34,56,34,90
SAN IGNACIO DE VELASCO,consulta externa,repetidas en menores de 5 anos,2007-03-01,249,303,249,303,552
SAN JAVIER(BNI),consulta externa,repetidas en menores de 5 anos,2007-03-01,5,3,5,3,8
SAN JAVIER(STC),consulta externa,repetidas en menores de 5 anos,2007-03-01,12,11,12,11,23
SAN JOAQUIN,consulta externa,repetidas en menores de 5 anos,2007-03-01,33,24,33,24,57
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en menores de 5 anos,2007-03-01,1,1,1,1,2
SAN JUAN DE YAPACANI,consulta externa,repetidas en menores de 5 anos,2007-03-01,35,27,35,27,62
SAN JULIAN,consulta externa,repetidas en menores de 5 anos,2007-03-01,30,37,30,37,67
SAN LORENZO(PND),consulta externa,repetidas en menores de 5 anos,2007-03-01,44,40,44,40,84
SAN LORENZO(TJA),consulta externa,repetidas en menores de 5 anos,2007-03-01,18,16,18,16,34
SAN LUCAS,consulta externa,repetidas en menores de 5 anos,2007-03-01,31,66,31,66,97
SAN MATIAS,consulta externa,repetidas en menores de 5 anos,2007-03-01,9,7,9,7,16
SAN MIGUEL DE VELASCO,consulta externa,repetidas en menores de 5 anos,2007-03-01,62,68,62,68,130
SAN PABLO DE LIPEZ,consulta externa,repetidas en menores de 5 anos,2007-03-01,3,2,3,2,5
SAN PEDRO,consulta externa,repetidas en menores de 5 anos,2007-03-01,49,43,49,43,92
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en menores de 5 anos,2007-03-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,consulta externa,repetidas en menores de 5 anos,2007-03-01,2,6,2,6,8
SAN RAFAEL,consulta externa,repetidas en menores de 5 anos,2007-03-01,18,16,18,16,34
SAN RAMON,consulta externa,repetidas en menores de 5 anos,2007-03-01,6,10,6,10,16
SAN RAMON,consulta externa,repetidas en menores de 5 anos,2007-03-01,15,12,15,12,27
SANTA ANA,consulta externa,repetidas en menores de 5 anos,2007-03-01,9,12,9,12,21
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en menores de 5 anos,2007-03-01,4004,3906,4004,3906,7910
SANTA ROSA,consulta externa,repetidas en menores de 5 anos,2007-03-01,7,2,7,2,9
SANTA ROSA DEL SARA,consulta externa,repetidas en menores de 5 anos,2007-03-01,6,3,6,3,9
SANTIAGO DE HUARI,consulta externa,repetidas en menores de 5 anos,2007-03-01,13,11,13,11,24
SANTIAGO DE MACHACA,consulta externa,repetidas en menores de 5 anos,2007-03-01,0,2,0,2,2
SANTIVAÑES,consulta externa,repetidas en menores de 5 anos,2007-03-01,5,12,5,12,17
SANTUARIO DE QUILLACAS,consulta externa,repetidas en menores de 5 anos,2007-03-01,1,0,1,0,1
SAPAHAQUI,consulta externa,repetidas en menores de 5 anos,2007-03-01,9,2,9,2,11
SENA,consulta externa,repetidas en menores de 5 anos,2007-03-01,7,7,7,7,14
SICA SICA (VILLA AROMA),consulta externa,repetidas en menores de 5 anos,2007-03-01,3,0,3,0,3
SIPE SIPE,consulta externa,repetidas en menores de 5 anos,2007-03-01,351,296,351,296,647
SOPACHUY,consulta externa,repetidas en menores de 5 anos,2007-03-01,24,25,24,25,49
SORACACHI,consulta externa,repetidas en menores de 5 anos,2007-03-01,7,8,7,8,15
SORATA,consulta externa,repetidas en menores de 5 anos,2007-03-01,0,5,0,5,5
SUCRE,consulta externa,repetidas en menores de 5 anos,2007-03-01,1231,1181,1231,1181,2412
TACACHI,consulta externa,repetidas en menores de 5 anos,2007-03-01,11,5,11,5,16
TACOBAMBA,consulta externa,repetidas en menores de 5 anos,2007-03-01,2,2,2,2,4
TACOPAYA,consulta externa,repetidas en menores de 5 anos,2007-03-01,2,0,2,0,2
TAHUA,consulta externa,repetidas en menores de 5 anos,2007-03-01,4,0,4,0,4
TAPACARI,consulta externa,repetidas en menores de 5 anos,2007-03-01,29,28,29,28,57
TARABUCO,consulta externa,repetidas en menores de 5 anos,2007-03-01,223,260,223,260,483
TARACO,consulta externa,repetidas en menores de 5 anos,2007-03-01,5,0,5,0,5
TARATA,consulta externa,repetidas en menores de 5 anos,2007-03-01,4,17,4,17,21
TARIJA,consulta externa,repetidas en menores de 5 anos,2007-03-01,764,741,764,741,1505
TARVITA,consulta externa,repetidas en menores de 5 anos,2007-03-01,6,2,6,2,8
TEOPONTE,consulta externa,repetidas en menores de 5 anos,2007-03-01,3,3,3,3,6
TIAWANACU,consulta externa,repetidas en menores de 5 anos,2007-03-01,4,1,4,1,5
TINGUIPAYA,consulta externa,repetidas en menores de 5 anos,2007-03-01,4,1,4,1,5
TIPUANI,consulta externa,repetidas en menores de 5 anos,2007-03-01,19,19,19,19,38
TIQUIPAYA,consulta externa,repetidas en menores de 5 anos,2007-03-01,234,188,234,188,422
TIRAQUE (CBBA),consulta externa,repetidas en menores de 5 anos,2007-03-01,136,111,136,111,247
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en menores de 5 anos,2007-03-01,1,4,1,4,5
TOCO,consulta externa,repetidas en menores de 5 anos,2007-03-01,12,7,12,7,19
TOLATA,consulta externa,repetidas en menores de 5 anos,2007-03-01,17,23,17,23,40
TOLEDO,consulta externa,repetidas en menores de 5 anos,2007-03-01,12,6,12,6,18
TOMAVE,consulta externa,repetidas en menores de 5 anos,2007-03-01,3,2,3,2,5
TOMINA,consulta externa,repetidas en menores de 5 anos,2007-03-01,3,2,3,2,5
TORO TORO,consulta externa,repetidas en menores de 5 anos,2007-03-01,3,0,3,0,3
TOTORA(CBBA),consulta externa,repetidas en menores de 5 anos,2007-03-01,118,88,118,88,206
TOTORA(ORR),consulta externa,repetidas en menores de 5 anos,2007-03-01,5,4,5,4,9
TRIGAL,consulta externa,repetidas en menores de 5 anos,2007-03-01,6,3,6,3,9
TRINIDAD,consulta externa,repetidas en menores de 5 anos,2007-03-01,353,413,353,413,766
TUPIZA,consulta externa,repetidas en menores de 5 anos,2007-03-01,66,92,66,92,158
TURCO,consulta externa,repetidas en menores de 5 anos,2007-03-01,3,4,3,4,7
UNCIA,consulta externa,repetidas en menores de 5 anos,2007-03-01,19,20,19,20,39
URIONDO (A. CONCEPCION),consulta externa,repetidas en menores de 5 anos,2007-03-01,8,12,8,12,20
URUBICHA,consulta externa,repetidas en menores de 5 anos,2007-03-01,3,3,3,3,6
UYUNI,consulta externa,repetidas en menores de 5 anos,2007-03-01,12,15,12,15,27
VACAS,consulta externa,repetidas en menores de 5 anos,2007-03-01,28,24,28,24,52
VALLEGRANDE,consulta externa,repetidas en menores de 5 anos,2007-03-01,13,9,13,9,22
VIACHA,consulta externa,repetidas en menores de 5 anos,2007-03-01,54,48,54,48,102
VILLA MONTES,consulta externa,repetidas en menores de 5 anos,2007-03-01,32,36,32,36,68
VILLA NUEVA (LOMA ALTA),consulta externa,repetidas en menores de 5 anos,2007-03-01,5,4,5,4,9
VILLA RIVERO,consulta externa,repetidas en menores de 5 anos,2007-03-01,1,0,1,0,1
VILLA SERRANO,consulta externa,repetidas en menores de 5 anos,2007-03-01,6,6,6,6,12
VILLA TUNARI,consulta externa,repetidas en menores de 5 anos,2007-03-01,74,65,74,65,139
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en menores de 5 anos,2007-03-01,20,13,20,13,33
