municipality,group,variable,month,Nuevas en personas de 5 a 14 años -Hombre,Nuevas en personas de 5 a 14 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
COPACABANA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,29,25,29,25,54
CORIPATA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,47,41,47,41,88
CORO CORO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,19,21,19,21,40
COROICO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,101,92,101,92,193
CORQUE,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,65,65,65,65,130
COTAGAITA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,245,291,245,291,536
COTOCA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,164,146,164,146,310
CUATRO CAÑADAS,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,246,226,246,226,472
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,6,2,6,2,8
CUEVO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,50,57,50,57,107
CULPINA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,89,93,89,93,182
CURAHUARA DE CARANGAS,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,25,22,25,22,47
CURVA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,10,3,10,3,13
DESAGUADERO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,16,20,16,20,36
EL ALTO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,4601,5088,4601,5088,9689
EL CHORO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,33,38,33,38,71
EL PUENTE(STC),consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,131,132,131,132,263
EL PUENTE(TJA),consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,204,204,204,204,408
EL TORNO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,280,309,280,309,589
EL VILLAR,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,38,41,38,41,79
ENTRE RIOS,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,476,527,476,527,1003
ENTRE RIOS,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,75,73,75,73,148
ESCARA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,2,0,2,0,2
ESMERALDA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,16,12,16,12,28
EUCALIPTUS,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,19,27,19,27,46
EUREKA (SANTOS MERCADO),consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,6,13,6,13,19
EXALTACION,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,20,28,20,28,48
FERNANDEZ ALONSO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,81,65,81,65,146
FILADELFIA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,128,124,128,124,252
GENERAL SAAVEDRA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,86,97,86,97,183
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,44,39,44,39,83
GUANAY,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,73,67,73,67,140
GUAQUI,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,17,10,17,10,27
GUAYARAMERIN,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,326,187,326,187,513
GUTIERREZ,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,301,283,301,283,584
HUACARETA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,164,156,164,156,320
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,38,40,38,40,78
HUACHACALLA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,15,32,15,32,47
HUANUNI,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,190,119,190,119,309
HUARACAJE,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,15,24,15,24,39
HUAYLLAMARCA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,48,50,48,50,98
ICHOCA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,19,10,19,10,29
ICLA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,53,44,53,44,97
INCAHUASI,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,75,95,75,95,170
INGAVI (HUMAITA),consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,5,9,5,9,14
INQUISIVI,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,34,46,34,46,80
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,89,51,89,51,140
IXIAMAS,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,49,37,49,37,86
JESUS DE MACHACA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,40,32,40,32,72
LA ASUNTA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,326,340,326,340,666
LA GUARDIA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,281,231,281,231,512
LA PAZ,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,7501,6989,7501,6989,14490
LA RIVERA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,1,2,1,2,3
LAGUNILLAS,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,356,333,356,333,689
LAJA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,24,20,24,20,44
LAS CARRERAS,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,20,12,20,12,32
LICOMA PAMPA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,19,18,19,18,37
LLALLAGUA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,187,159,187,159,346
LLICA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,27,25,27,25,52
LORETO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,81,107,81,107,188
LURIBAY,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,49,46,49,46,95
MACHACAMARCA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,25,27,25,27,52
MACHARETI,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,134,131,134,131,265
MAGDALENA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,54,62,54,62,116
MAIRANA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,54,37,54,37,91
MALLA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,49,35,49,35,84
MAPIRI,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,119,110,119,110,229
MECAPACA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,40,40,40,40,80
MINEROS,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,51,53,51,53,104
MIZQUE,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,54,33,54,33,87
MOCOMOCO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,58,48,58,48,106
MOJINETE,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,6,12,6,12,18
MOJOCOYA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,39,38,39,38,77
MONTEAGUDO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,367,448,367,448,815
MONTERO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,1375,1409,1375,1409,2784
MORO MORO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,60,68,60,68,128
MOROCHATA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,37,41,37,41,78
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,30,39,30,39,69
NAZACARA DE PACAJES,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,2,4,2,4,6
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,9,14,9,14,23
OCURI,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,34,31,34,31,65
OKINAWA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,154,237,154,237,391
OMEREQUE,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,19,23,19,23,42
ORURO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,2879,2892,2879,2892,5771
PADCAYA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,600,617,600,617,1217
PADILLA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,159,151,159,151,310
PAILON,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,87,78,87,78,165
PALCA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,55,58,55,58,113
PALOS BLANCOS,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,217,157,217,157,374
PAMPA AULLAGAS,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,19,20,19,20,39
PAMPA GRANDE,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,36,45,36,45,81
PAPEL PAMPA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,16,19,16,19,35
PASORAPA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,5,5,5,5,10
PATACAMAYA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,47,26,47,26,73
PAZÑA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,76,89,76,89,165
PELECHUCO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,49,38,49,38,87
POCOATA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,100,93,100,93,193
POCONA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,51,44,51,44,95
POJO (CBBA),consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,30,49,30,49,79
POOPO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,22,24,22,24,46
PORCO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,39,30,39,30,69
POROMA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,93,100,93,100,193
PORONGO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,210,98,210,98,308
PORTACHUELO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,153,119,153,119,272
PORVENIR,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,79,77,79,77,156
POSTRER VALLE,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,18,28,18,28,46
POTOSI,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,1038,1116,1038,1116,2154
PRESTO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,31,41,31,41,72
PUCARA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,8,9,8,9,17
PUCARANI,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,119,99,119,99,218
PUERTO ACOSTA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,102,72,102,72,174
PUERTO CARABUCO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,176,190,176,190,366
PUERTO GONZALO MORENO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,50,41,50,41,91
PUERTO PEREZ,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,12,17,12,17,29
PUERTO QUIJARRO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,130,133,130,133,263
PUERTO RICO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,68,74,68,74,142
PUERTO SUAREZ,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,101,135,101,135,236
PUERTO VILLARROEL,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,480,393,480,393,873
PUNA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,108,115,108,115,223
PUNATA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,88,81,88,81,169
QUIABAYA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,7,11,7,11,18
QUILLACOLLO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,465,533,465,533,998
QUIME,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,37,36,37,36,73
QUIRUSILLAS,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,4,16,4,16,20
RAVELO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,35,51,35,51,86
REYES,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,75,70,75,70,145
RIBERALTA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,625,734,625,734,1359
ROBORE,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,124,107,124,107,231
RURRENABAQUE,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,66,73,66,73,139
SABAYA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,17,19,17,19,36
SACABA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,380,313,380,313,693
SACABAMBA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,14,15,14,15,29
SACACA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,92,77,92,77,169
SAIPINA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,119,115,119,115,234
SALINAS DE GARCI MENDOZA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,98,98,98,98,196
SAMAIPATA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,50,48,50,48,98
SAN AGUSTIN,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,15,12,15,12,27
SAN ANDRES,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,164,165,164,165,329
SAN ANDRES DE MACHACA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,26,20,26,20,46
SAN ANTONIO DE ESMORUCO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,23,17,23,17,40
SAN ANTONIO DE LOMERIO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,35,31,35,31,66
SAN BENITO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,49,44,49,44,93
SAN BORJA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,105,125,105,125,230
SAN BUENA VENTURA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,68,84,68,84,152
SAN CARLOS,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,125,126,125,126,251
SAN IGNACIO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,370,409,370,409,779
SAN IGNACIO DE VELASCO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,487,469,487,469,956
SAN JAVIER(BNI),consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,85,114,85,114,199
SAN JAVIER(STC),consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,122,153,122,153,275
SAN JOAQUIN,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,141,152,141,152,293
SAN JOSE DE CHIQUITOS,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,140,113,140,113,253
SAN JUAN DE YAPACANI,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,106,118,106,118,224
SAN JULIAN,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,234,266,234,266,500
SAN LORENZO(PND),consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,26,29,26,29,55
SAN LORENZO(TJA),consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,419,516,419,516,935
SAN LUCAS,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,209,148,209,148,357
SAN MATIAS,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,60,88,60,88,148
SAN MIGUEL DE VELASCO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,116,95,116,95,211
SAN PABLO DE LIPEZ,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,28,24,28,24,52
SAN PEDRO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,206,229,206,229,435
SAN PEDRO DE BUENA VISTA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,38,34,38,34,72
SAN PEDRO DE CURAHUARA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,48,44,48,44,92
SAN PEDRO DE QUEMES,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,11,4,11,4,15
SAN PEDRO(PND),consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,33,44,33,44,77
SAN RAFAEL,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,27,34,27,34,61
SAN RAMON,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,15,19,15,19,34
SAN RAMON,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,75,69,75,69,144
SANTA ANA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,215,177,215,177,392
SANTA CRUZ DE LA SIERRA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,11944,12730,11944,12730,24674
SANTA ROSA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,36,32,36,32,68
SANTA ROSA DEL SARA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,307,316,307,316,623
SANTIAGO DE CALLAPA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,28,23,28,23,51
SANTIAGO DE HUARI,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,41,37,41,37,78
SANTIAGO DE MACHACA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,2,8,2,8,10
SANTIVAÑES,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,22,22,22,22,44
SANTUARIO DE QUILLACAS,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,7,10,7,10,17
SAPAHAQUI,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,31,33,31,33,64
SENA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,47,54,47,54,101
SICA SICA (VILLA AROMA),consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,57,40,57,40,97
SICAYA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,17,10,17,10,27
SIPE SIPE,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,74,80,74,80,154
SOPACHUY,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,35,41,35,41,76
SORACACHI,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,34,17,34,17,51
SORATA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,69,58,69,58,127
SUCRE,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,3160,2880,3160,2880,6040
TACACHI,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,1,5,1,5,6
TACACOMA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,24,21,24,21,45
TACOBAMBA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,35,20,35,20,55
TACOPAYA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,33,35,33,35,68
TAHUA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,11,12,11,12,23
TAPACARI,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,92,74,92,74,166
TARABUCO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,65,45,65,45,110
TARACO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,27,23,27,23,50
TARATA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,46,45,46,45,91
TARIJA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,2933,2679,2933,2679,5612
TARVITA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,108,84,108,84,192
TEOPONTE,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,52,54,52,54,106
TIAWANACU,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,102,84,102,84,186
TINGUIPAYA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,69,67,69,67,136
TIPUANI,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,17,19,17,19,36
TIQUIPAYA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,195,163,195,163,358
TIRAQUE (CBBA),consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,208,160,208,160,368
TITO YUPANQUI (PARQUIPUJIO),consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,11,10,11,10,21
TOCO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,16,26,16,26,42
TODOS SANTOS,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,1,2,1,2,3
TOLATA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,18,11,18,11,29
TOLEDO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,43,56,43,56,99
TOMAVE,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,74,57,74,57,131
TOMINA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,69,59,69,59,128
TORO TORO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,39,47,39,47,86
TOTORA(CBBA),consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,20,16,20,16,36
TOTORA(ORR),consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,57,56,57,56,113
TRIGAL,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,15,16,15,16,31
TRINIDAD,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,726,716,726,716,1442
TUPIZA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,592,786,592,786,1378
TURCO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,54,58,54,58,112
UMALA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,22,22,22,22,44
UNCIA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,190,167,190,167,357
URIONDO (A. CONCEPCION),consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,272,297,272,297,569
URUBICHA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,259,255,259,255,514
UYUNI,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,90,84,90,84,174
VACAS,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,35,41,35,41,76
VALLEGRANDE,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,208,225,208,225,433
VIACHA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,230,226,230,226,456
VILA VILA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,10,11,10,11,21
VILLA MONTES,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,752,734,752,734,1486
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,20,43,20,43,63
VILLA RIVERO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,20,18,20,18,38
VILLA SERRANO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,96,100,96,100,196
VILLA TUNARI,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,337,326,337,326,663
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,76,98,76,98,174
VILLAZON,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,286,278,286,278,564
VINTO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,22,19,22,19,41
VITICHI,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,53,56,53,56,109
WALDO BALLIVIAN,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,13,11,13,11,24
WARNES,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,277,262,277,262,539
YACO,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,60,52,60,52,112
YACUIBA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,1447,1403,1447,1403,2850
YAMPARAEZ,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,31,28,31,28,59
YANACACHI,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,57,39,57,39,96
YAPACANI,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,297,279,297,279,576
YOCALLA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,47,34,47,34,81
YOTALA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,51,39,51,39,90
YUNCHARA,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,190,201,190,201,391
ZUDAÑEZ,consulta externa,nuevas en personas de 5 a 14 anos,2007-03-01,88,88,88,88,176
ACACIO,consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,24,20,24,20,44
ACHACACHI,consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,247,221,247,221,468
ACHOCALLA,consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,31,35,31,35,66
AIQUILE,consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,107,117,107,117,224
ALALAY,consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,5,11,5,11,16
ALCALA,consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,79,84,79,84,163
ANCORAIMES,consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,27,31,27,31,58
ANDAMARCA,consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,28,23,28,23,51
ANTEQUERA,consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,36,28,36,28,64
ANZALDO,consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,52,25,52,25,77
APOLO,consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,62,77,62,77,139
ARAMPAMPA,consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,19,18,19,18,37
ARANI,consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,6,8,6,8,14
ARBIETO,consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,30,41,30,41,71
ARQUE,consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,39,36,39,36,75
ASCENCION DE GUARAYOS,consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,88,72,88,72,160
ATOCHA,consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,246,261,246,261,507
AUCAPATA,consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,41,38,41,38,79
AYATA,consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,34,25,34,25,59
AYO AYO,consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,62,50,62,50,112
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,80,92,80,92,172
AZURDUY,consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,73,75,73,75,148
BATALLAS,consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,27,26,27,26,53
BAURES,consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,19,25,19,25,44
BELEN DE ANDAMARCA,consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,4,9,4,9,13
BELEN DE URMIRI,consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,14,14,14,14,28
BELLA FLOR,consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,74,81,74,81,155
BERMEJO,consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,531,509,531,509,1040
BETANZOS,consulta externa,nuevas en personas de 5 a 14 anos,2007-04-01,196,158,196,158,354
