municipality,group,variable,month,Nuevas en personas de 15 a 59 años -Hombre,Nuevas en personas de 15 a 59 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
CARIPUYO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,103,165,103,165,268
CARMEN RIVERO TORREZ,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,26,52,26,52,78
CATACORA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,11,32,11,32,43
CHACARILLA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,4,6,4,6,10
CHALLAPATA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,219,483,219,483,702
CHAQUI,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,70,151,70,151,221
CHARAGUA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,187,377,187,377,564
CHARAÑA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,65,61,65,61,126
CHAYANTA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,198,467,198,467,665
CHIMORE,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,240,327,240,327,567
CHIPAYA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,26,27,26,27,53
CHOQUE COTA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,15,34,15,34,49
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,235,289,235,289,524
CHUMA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,160,293,160,293,453
CLIZA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,85,156,85,156,241
COBIJA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,1069,1945,1069,1945,3014
COCHABAMBA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,12512,25773,12512,25773,38285
COIPASA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,15,19,15,19,34
COLCAPIRHUA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,400,795,400,795,1195
"COLCHA ""K""",consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,222,454,222,454,676
COLLANA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,32,30,32,30,62
COLOMI,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,102,235,102,235,337
COLPA BELGICA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,92,194,92,194,286
COLQUECHACA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,405,811,405,811,1216
COLQUENCHA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,92,215,92,215,307
COLQUIRI,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,268,434,268,434,702
COMANCHE,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,30,83,30,83,113
COMARAPA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,315,631,315,631,946
COMBAYA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,9,17,9,17,26
CONCEPCION,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,193,381,193,381,574
COPACABANA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,125,276,125,276,401
CORIPATA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,120,174,120,174,294
CORO CORO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,61,135,61,135,196
COROICO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,226,346,226,346,572
CORQUE,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,96,121,96,121,217
COTAGAITA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,761,1385,761,1385,2146
COTOCA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,172,788,172,788,960
CUATRO CAÑADAS,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,247,553,247,553,800
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,14,13,14,13,27
CUEVO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,86,128,86,128,214
CULPINA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,281,683,281,683,964
CURAHUARA DE CARANGAS,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,67,109,67,109,176
CURVA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,22,42,22,42,64
DESAGUADERO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,38,70,38,70,108
EL ALTO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,7366,14238,7366,14238,21604
EL CHORO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,79,159,79,159,238
EL PUENTE(STC),consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,174,288,174,288,462
EL PUENTE(TJA),consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,209,406,209,406,615
EL TORNO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,751,1066,751,1066,1817
EL VILLAR,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,160,299,160,299,459
ENTRE RIOS,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,615,863,615,863,1478
ENTRE RIOS,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,235,327,235,327,562
ESCARA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,6,6,6,6,12
ESMERALDA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,1,11,1,11,12
EUCALIPTUS,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,67,115,67,115,182
EUREKA (SANTOS MERCADO),consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,15,17,15,17,32
EXALTACION,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,21,64,21,64,85
FERNANDEZ ALONSO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,164,386,164,386,550
FILADELFIA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,167,268,167,268,435
GENERAL SAAVEDRA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,122,324,122,324,446
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,99,156,99,156,255
GUANAY,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,189,383,189,383,572
GUAQUI,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,45,66,45,66,111
GUAYARAMERIN,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,729,1439,729,1439,2168
GUTIERREZ,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,231,360,231,360,591
HUACARETA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,274,493,274,493,767
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,64,143,64,143,207
HUACHACALLA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,103,97,103,97,200
HUANUNI,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,406,512,406,512,918
HUARACAJE,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,46,111,46,111,157
HUAYLLAMARCA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,31,67,31,67,98
ICHOCA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,65,113,65,113,178
ICLA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,121,253,121,253,374
INCAHUASI,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,171,660,171,660,831
INGAVI (HUMAITA),consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,10,19,10,19,29
INQUISIVI,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,104,206,104,206,310
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,209,370,209,370,579
IXIAMAS,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,112,202,112,202,314
JESUS DE MACHACA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,123,341,123,341,464
LA ASUNTA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,238,364,238,364,602
LA GUARDIA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,312,763,312,763,1075
LA PAZ,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,23610,41057,23610,41057,64667
LA RIVERA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,3,11,3,11,14
LAGUNILLAS,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,176,244,176,244,420
LAJA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,97,200,97,200,297
LAS CARRERAS,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,81,162,81,162,243
LICOMA PAMPA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,36,40,36,40,76
LLALLAGUA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,598,1171,598,1171,1769
LLICA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,148,175,148,175,323
LORETO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,94,141,94,141,235
LURIBAY,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,112,193,112,193,305
MACHACAMARCA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,54,95,54,95,149
MACHARETI,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,219,527,219,527,746
MAGDALENA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,118,331,118,331,449
MAIRANA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,107,319,107,319,426
MALLA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,55,61,55,61,116
MAPIRI,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,179,307,179,307,486
MECAPACA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,140,241,140,241,381
MINEROS,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,123,437,123,437,560
MIZQUE,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,119,231,119,231,350
MOCOMOCO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,203,242,203,242,445
MOJINETE,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,20,31,20,31,51
MOJOCOYA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,93,263,93,263,356
MONTEAGUDO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,1240,2004,1240,2004,3244
MONTERO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,1686,3144,1686,3144,4830
MORO MORO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,26,80,26,80,106
MOROCHATA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,112,272,112,272,384
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,77,92,77,92,169
NAZACARA DE PACAJES,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,1,7,1,7,8
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,31,27,31,27,58
OCURI,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,149,357,149,357,506
OKINAWA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,346,643,346,643,989
OMEREQUE,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,60,97,60,97,157
ORURO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,7541,12444,7541,12444,19985
PADCAYA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,329,665,329,665,994
PADILLA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,489,1086,489,1086,1575
PAILON,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,190,195,190,195,385
PALCA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,100,189,100,189,289
PALOS BLANCOS,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,495,599,495,599,1094
PAMPA AULLAGAS,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,28,35,28,35,63
PAMPA GRANDE,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,76,129,76,129,205
PAPEL PAMPA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,52,45,52,45,97
PASORAPA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,29,35,29,35,64
PATACAMAYA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,112,157,112,157,269
PAZÑA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,230,311,230,311,541
PELECHUCO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,147,130,147,130,277
POCOATA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,275,422,275,422,697
POCONA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,123,226,123,226,349
POJO (CBBA),consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,56,111,56,111,167
POOPO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,63,64,63,64,127
PORCO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,124,211,124,211,335
POROMA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,254,540,254,540,794
PORONGO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,129,211,129,211,340
PORTACHUELO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,298,801,298,801,1099
PORVENIR,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,214,221,214,221,435
POSTRER VALLE,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,36,78,36,78,114
POTOSI,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,3597,7642,3597,7642,11239
PRESTO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,131,259,131,259,390
PUCARA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,25,67,25,67,92
PUCARANI,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,158,304,158,304,462
PUERTO ACOSTA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,348,415,348,415,763
PUERTO CARABUCO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,158,211,158,211,369
PUERTO GONZALO MORENO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,131,144,131,144,275
PUERTO PEREZ,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,49,82,49,82,131
PUERTO QUIJARRO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,542,404,542,404,946
PUERTO RICO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,199,225,199,225,424
PUERTO SUAREZ,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,241,385,241,385,626
PUERTO VILLARROEL,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,545,884,545,884,1429
PUNA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,431,913,431,913,1344
PUNATA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,221,615,221,615,836
QUIABAYA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,32,75,32,75,107
QUILLACOLLO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,959,1911,959,1911,2870
QUIME,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,228,129,228,129,357
QUIRUSILLAS,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,27,41,27,41,68
RAVELO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,174,438,174,438,612
REYES,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,127,221,127,221,348
RIBERALTA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,1470,3882,1470,3882,5352
ROBORE,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,298,714,298,714,1012
RURRENABAQUE,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,160,308,160,308,468
SABAYA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,84,117,84,117,201
SACABA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,654,1211,654,1211,1865
SACABAMBA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,60,63,60,63,123
SACACA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,258,548,258,548,806
SAIPINA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,342,567,342,567,909
SALINAS DE GARCI MENDOZA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,142,290,142,290,432
SAMAIPATA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,89,134,89,134,223
SAN AGUSTIN,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,59,102,59,102,161
SAN ANDRES,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,120,413,120,413,533
SAN ANDRES DE MACHACA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,49,129,49,129,178
SAN ANTONIO DE ESMORUCO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,31,60,31,60,91
SAN ANTONIO DE LOMERIO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,66,156,66,156,222
SAN BENITO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,100,164,100,164,264
SAN BORJA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,200,687,200,687,887
SAN BUENA VENTURA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,282,412,282,412,694
SAN CARLOS,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,191,608,191,608,799
SAN IGNACIO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,502,947,502,947,1449
SAN IGNACIO DE VELASCO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,1686,2494,1686,2494,4180
SAN JAVIER(BNI),consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,90,144,90,144,234
SAN JAVIER(STC),consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,282,557,282,557,839
SAN JOAQUIN,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,202,241,202,241,443
SAN JOSE DE CHIQUITOS,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,311,590,311,590,901
SAN JUAN DE YAPACANI,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,251,548,251,548,799
SAN JULIAN,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,662,1334,662,1334,1996
SAN LORENZO(PND),consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,59,98,59,98,157
SAN LORENZO(TJA),consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,246,671,246,671,917
SAN LUCAS,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,499,1188,499,1188,1687
SAN MATIAS,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,140,189,140,189,329
SAN MIGUEL DE VELASCO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,320,437,320,437,757
SAN PABLO DE LIPEZ,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,78,171,78,171,249
SAN PEDRO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,462,788,462,788,1250
SAN PEDRO DE BUENA VISTA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,182,431,182,431,613
SAN PEDRO DE CURAHUARA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,85,86,85,86,171
SAN PEDRO DE QUEMES,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,1,8,1,8,9
SAN PEDRO DE TIQUINA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,21,35,21,35,56
SAN PEDRO(PND),consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,17,37,17,37,54
SAN RAFAEL,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,89,170,89,170,259
SAN RAMON,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,30,141,30,141,171
SAN RAMON,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,128,333,128,333,461
SANTA ANA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,259,610,259,610,869
SANTA CRUZ DE LA SIERRA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,26576,47773,26576,47773,74349
SANTA ROSA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,61,127,61,127,188
SANTA ROSA DEL SARA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,511,841,511,841,1352
SANTIAGO DE CALLAPA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,15,26,15,26,41
SANTIAGO DE HUARI,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,104,158,104,158,262
SANTIAGO DE MACHACA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,12,33,12,33,45
SANTIVAÑES,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,68,96,68,96,164
SANTUARIO DE QUILLACAS,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,34,58,34,58,92
SAPAHAQUI,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,91,99,91,99,190
SENA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,76,127,76,127,203
SICA SICA (VILLA AROMA),consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,127,272,127,272,399
SICAYA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,28,31,28,31,59
SIPE SIPE,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,206,367,206,367,573
SOPACHUY,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,101,368,101,368,469
SORACACHI,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,68,125,68,125,193
SORATA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,193,278,193,278,471
SUCRE,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,8814,17887,8814,17887,26701
TACACHI,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,8,27,8,27,35
TACACOMA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,66,115,66,115,181
TACOBAMBA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,69,167,69,167,236
TACOPAYA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,55,161,55,161,216
TAHUA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,22,46,22,46,68
TAPACARI,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,135,389,135,389,524
TARABUCO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,234,376,234,376,610
TARACO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,34,90,34,90,124
TARATA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,62,107,62,107,169
TARIJA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,4158,10241,4158,10241,14399
TARVITA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,320,819,320,819,1139
TEOPONTE,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,104,156,104,156,260
TIAWANACU,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,75,177,75,177,252
TINGUIPAYA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,212,475,212,475,687
TIPUANI,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,41,74,41,74,115
TIQUIPAYA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,150,592,150,592,742
TIRAQUE (CBBA),consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,391,635,391,635,1026
TITO YUPANQUI (PARQUIPUJIO),consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,21,48,21,48,69
TOCO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,27,77,27,77,104
TODOS SANTOS,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,3,0,3,0,3
TOLATA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,15,67,15,67,82
TOLEDO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,180,240,180,240,420
TOMAVE,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,161,332,161,332,493
TOMINA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,150,332,150,332,482
TORO TORO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,168,356,168,356,524
TOTORA(CBBA),consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,95,143,95,143,238
TOTORA(ORR),consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,69,124,69,124,193
TRIGAL,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,30,68,30,68,98
TRINIDAD,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,1090,2448,1090,2448,3538
TUPIZA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,1393,2604,1393,2604,3997
TURCO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,114,175,114,175,289
UMALA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,22,53,22,53,75
UNCIA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,486,911,486,911,1397
URIONDO (A. CONCEPCION),consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,186,457,186,457,643
URUBICHA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,44,84,44,84,128
UYUNI,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,411,614,411,614,1025
VACAS,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,101,241,101,241,342
VALLEGRANDE,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,596,1096,596,1096,1692
VIACHA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,458,1091,458,1091,1549
VILA VILA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,20,30,20,30,50
VILLA MONTES,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,722,1128,722,1128,1850
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,92,71,92,71,163
VILLA RIVERO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,32,91,32,91,123
VILLA SERRANO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,325,783,325,783,1108
VILLA TUNARI,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,858,1462,858,1462,2320
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,285,437,285,437,722
VILLAZON,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,823,1312,823,1312,2135
VINTO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,28,46,28,46,74
VITICHI,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,182,278,182,278,460
WALDO BALLIVIAN,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,22,37,22,37,59
WARNES,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,346,769,346,769,1115
YACO,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,66,154,66,154,220
YACUIBA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,1802,3461,1802,3461,5263
YAMPARAEZ,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,90,187,90,187,277
YANACACHI,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,84,125,84,125,209
YAPACANI,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,1237,1760,1237,1760,2997
YOCALLA,consulta externa,nuevas en personas de 15 a 59 anos,2007-03-01,93,143,93,143,236
