,group,variable,month,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TOTALES,TOTALES,TOTALES
TORO TORO,chagas,tratamientos de 15 anos y mas,2016-07-01,0,0,5,3,5,3,8
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2016-07-01,0,1,0,1,0,2,2
TUPIZA,chagas,tratamientos de 15 anos y mas,2016-07-01,7,9,28,22,35,31,66
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2016-07-01,4,1,4,2,8,3,11
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2016-07-01,0,2,0,0,0,2,2
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2016-07-01,8,14,11,10,19,24,43
YACUIBA,chagas,tratamientos de 15 anos y mas,2016-07-01,0,0,0,1,0,1,1
YOTALA,chagas,tratamientos de 15 anos y mas,2016-07-01,9,3,4,6,13,9,22
AIQUILE,chagas,tratamientos de 15 anos y mas,2016-08-01,2,2,1,2,3,4,7
ALCALA,chagas,tratamientos de 15 anos y mas,2016-08-01,0,8,0,0,0,8,8
ANZALDO,chagas,tratamientos de 15 anos y mas,2016-08-01,0,1,0,0,0,1,1
ARANI,chagas,tratamientos de 15 anos y mas,2016-08-01,0,1,0,0,0,1,1
ARBIETO,chagas,tratamientos de 15 anos y mas,2016-08-01,0,1,2,1,2,2,4
CAMATAQUI (C. VILLA ABECIA),chagas,tratamientos de 15 anos y mas,2016-08-01,0,1,2,3,2,4,6
CAPINOTA,chagas,tratamientos de 15 anos y mas,2016-08-01,1,2,0,1,1,3,4
CARAPARI,chagas,tratamientos de 15 anos y mas,2016-08-01,2,1,0,0,2,1,3
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2016-08-01,0,1,0,0,0,1,1
COBIJA,chagas,tratamientos de 15 anos y mas,2016-08-01,2,0,0,0,2,0,2
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2016-08-01,28,66,13,47,41,113,154
COTAGAITA,chagas,tratamientos de 15 anos y mas,2016-08-01,2,3,1,1,3,4,7
CUCHUMUELA (V. G. VILLARROEL),chagas,tratamientos de 15 anos y mas,2016-08-01,0,1,0,0,0,1,1
EL PUENTE(TJA),chagas,tratamientos de 15 anos y mas,2016-08-01,0,0,0,1,0,1,1
EL TORNO,chagas,tratamientos de 15 anos y mas,2016-08-01,8,7,1,2,9,9,18
ICLA,chagas,tratamientos de 15 anos y mas,2016-08-01,1,7,6,5,7,12,19
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2016-08-01,0,2,0,0,0,2,2
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2016-08-01,0,2,0,0,0,2,2
LA PAZ,chagas,tratamientos de 15 anos y mas,2016-08-01,1,0,0,1,1,1,2
MAIRANA,chagas,tratamientos de 15 anos y mas,2016-08-01,0,3,2,4,2,7,9
MIZQUE,chagas,tratamientos de 15 anos y mas,2016-08-01,2,2,1,3,3,5,8
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2016-08-01,11,21,26,27,37,48,85
MONTERO,chagas,tratamientos de 15 anos y mas,2016-08-01,0,0,1,2,1,2,3
OMEREQUE,chagas,tratamientos de 15 anos y mas,2016-08-01,1,1,1,0,2,1,3
PAMPA GRANDE,chagas,tratamientos de 15 anos y mas,2016-08-01,0,2,0,0,0,2,2
PASORAPA,chagas,tratamientos de 15 anos y mas,2016-08-01,0,0,0,1,0,1,1
POCONA,chagas,tratamientos de 15 anos y mas,2016-08-01,1,0,0,2,1,2,3
PUNATA,chagas,tratamientos de 15 anos y mas,2016-08-01,6,9,8,14,14,23,37
SACABA,chagas,tratamientos de 15 anos y mas,2016-08-01,12,19,12,17,24,36,60
SACABAMBA,chagas,tratamientos de 15 anos y mas,2016-08-01,5,3,1,0,6,3,9
SAMAIPATA,chagas,tratamientos de 15 anos y mas,2016-08-01,1,1,0,0,1,1,2
SAN BENITO,chagas,tratamientos de 15 anos y mas,2016-08-01,1,0,1,1,2,1,3
SAN JULIAN,chagas,tratamientos de 15 anos y mas,2016-08-01,0,0,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2016-08-01,8,13,0,1,8,14,22
SICAYA,chagas,tratamientos de 15 anos y mas,2016-08-01,1,0,1,0,2,0,2
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2016-08-01,1,3,0,0,1,3,4
SUCRE,chagas,tratamientos de 15 anos y mas,2016-08-01,39,63,18,24,57,87,144
TARIJA,chagas,tratamientos de 15 anos y mas,2016-08-01,22,38,18,23,40,61,101
TIQUIPAYA,chagas,tratamientos de 15 anos y mas,2016-08-01,4,3,1,1,5,4,9
TOCO,chagas,tratamientos de 15 anos y mas,2016-08-01,0,1,0,0,0,1,1
TOMINA,chagas,tratamientos de 15 anos y mas,2016-08-01,2,8,0,0,2,8,10
TUPIZA,chagas,tratamientos de 15 anos y mas,2016-08-01,40,43,30,46,70,89,159
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2016-08-01,0,0,1,0,1,0,1
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2016-08-01,0,0,1,1,1,1,2
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2016-08-01,16,17,7,9,23,26,49
YOTALA,chagas,tratamientos de 15 anos y mas,2016-08-01,1,6,3,3,4,9,13
AIQUILE,chagas,tratamientos de 15 anos y mas,2016-09-01,4,3,3,2,7,5,12
ALCALA,chagas,tratamientos de 15 anos y mas,2016-09-01,1,4,0,0,1,4,5
ANZALDO,chagas,tratamientos de 15 anos y mas,2016-09-01,0,1,0,0,0,1,1
ARANI,chagas,tratamientos de 15 anos y mas,2016-09-01,1,1,0,0,1,1,2
ARBIETO,chagas,tratamientos de 15 anos y mas,2016-09-01,0,2,0,3,0,5,5
AZURDUY,chagas,tratamientos de 15 anos y mas,2016-09-01,0,1,0,0,0,1,1
CAMATAQUI (C. VILLA ABECIA),chagas,tratamientos de 15 anos y mas,2016-09-01,0,0,0,1,0,1,1
CAPINOTA,chagas,tratamientos de 15 anos y mas,2016-09-01,4,3,0,0,4,3,7
CARAPARI,chagas,tratamientos de 15 anos y mas,2016-09-01,4,3,0,0,4,3,7
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2016-09-01,1,2,0,0,1,2,3
CLIZA,chagas,tratamientos de 15 anos y mas,2016-09-01,0,2,1,0,1,2,3
COBIJA,chagas,tratamientos de 15 anos y mas,2016-09-01,1,1,0,0,1,1,2
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2016-09-01,28,54,11,24,39,78,117
COTAGAITA,chagas,tratamientos de 15 anos y mas,2016-09-01,3,5,0,3,3,8,11
CUATRO CAÑADAS,chagas,tratamientos de 15 anos y mas,2016-09-01,0,1,0,0,0,1,1
EL TORNO,chagas,tratamientos de 15 anos y mas,2016-09-01,7,9,3,5,10,14,24
ICLA,chagas,tratamientos de 15 anos y mas,2016-09-01,3,1,1,0,4,1,5
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2016-09-01,0,0,1,0,1,0,1
MAIRANA,chagas,tratamientos de 15 anos y mas,2016-09-01,2,0,2,0,4,0,4
MIZQUE,chagas,tratamientos de 15 anos y mas,2016-09-01,0,3,0,0,0,3,3
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2016-09-01,36,22,9,10,45,32,77
PAMPA GRANDE,chagas,tratamientos de 15 anos y mas,2016-09-01,0,0,1,0,1,0,1
POCONA,chagas,tratamientos de 15 anos y mas,2016-09-01,0,2,0,0,0,2,2
PRESTO,chagas,tratamientos de 15 anos y mas,2016-09-01,2,4,0,0,2,4,6
PUNATA,chagas,tratamientos de 15 anos y mas,2016-09-01,12,18,6,15,18,33,51
QUIRUSILLAS,chagas,tratamientos de 15 anos y mas,2016-09-01,0,5,0,0,0,5,5
SACABA,chagas,tratamientos de 15 anos y mas,2016-09-01,11,23,4,2,15,25,40
SACABAMBA,chagas,tratamientos de 15 anos y mas,2016-09-01,3,2,0,0,3,2,5
SAN BENITO,chagas,tratamientos de 15 anos y mas,2016-09-01,2,3,0,1,2,4,6
SAN JULIAN,chagas,tratamientos de 15 anos y mas,2016-09-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2016-09-01,3,5,3,3,6,8,14
SICAYA,chagas,tratamientos de 15 anos y mas,2016-09-01,1,0,1,1,2,1,3
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2016-09-01,1,0,0,0,1,0,1
SOPACHUY,chagas,tratamientos de 15 anos y mas,2016-09-01,0,0,0,1,0,1,1
SUCRE,chagas,tratamientos de 15 anos y mas,2016-09-01,48,44,14,32,62,76,138
TAPACARI,chagas,tratamientos de 15 anos y mas,2016-09-01,0,0,1,1,1,1,2
TARATA,chagas,tratamientos de 15 anos y mas,2016-09-01,1,0,0,2,1,2,3
TARIJA,chagas,tratamientos de 15 anos y mas,2016-09-01,15,23,16,28,31,51,82
TIQUIPAYA,chagas,tratamientos de 15 anos y mas,2016-09-01,4,15,5,1,9,16,25
TUPIZA,chagas,tratamientos de 15 anos y mas,2016-09-01,18,36,6,8,24,44,68
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2016-09-01,2,1,4,1,6,2,8
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2016-09-01,0,0,0,2,0,2,2
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2016-09-01,9,16,6,6,15,22,37
VINTO,chagas,tratamientos de 15 anos y mas,2016-09-01,2,5,0,0,2,5,7
YACUIBA,chagas,tratamientos de 15 anos y mas,2016-09-01,1,2,0,0,1,2,3
YOTALA,chagas,tratamientos de 15 anos y mas,2016-09-01,1,7,4,8,5,15,20
AIQUILE,chagas,tratamientos de 15 anos y mas,2016-10-01,2,2,0,1,2,3,5
ARBIETO,chagas,tratamientos de 15 anos y mas,2016-10-01,1,2,4,2,5,4,9
CAMATAQUI (C. VILLA ABECIA),chagas,tratamientos de 15 anos y mas,2016-10-01,0,1,0,1,0,2,2
CAPINOTA,chagas,tratamientos de 15 anos y mas,2016-10-01,0,0,0,1,0,1,1
CARAPARI,chagas,tratamientos de 15 anos y mas,2016-10-01,3,2,0,0,3,2,5
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2016-10-01,0,0,0,1,0,1,1
CLIZA,chagas,tratamientos de 15 anos y mas,2016-10-01,1,1,0,0,1,1,2
COBIJA,chagas,tratamientos de 15 anos y mas,2016-10-01,0,0,1,0,1,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2016-10-01,17,45,21,46,38,91,129
COLCAPIRHUA,chagas,tratamientos de 15 anos y mas,2016-10-01,0,2,0,0,0,2,2
COMARAPA,chagas,tratamientos de 15 anos y mas,2016-10-01,1,1,0,0,1,1,2
COTAGAITA,chagas,tratamientos de 15 anos y mas,2016-10-01,5,2,2,3,7,5,12
CUCHUMUELA (V. G. VILLARROEL),chagas,tratamientos de 15 anos y mas,2016-10-01,0,0,0,1,0,1,1
EL TORNO,chagas,tratamientos de 15 anos y mas,2016-10-01,3,1,7,4,10,5,15
ICLA,chagas,tratamientos de 15 anos y mas,2016-10-01,1,0,1,7,2,7,9
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2016-10-01,0,1,0,2,0,3,3
LA PAZ,chagas,tratamientos de 15 anos y mas,2016-10-01,0,0,1,0,1,0,1
MAIRANA,chagas,tratamientos de 15 anos y mas,2016-10-01,0,2,0,2,0,4,4
MIZQUE,chagas,tratamientos de 15 anos y mas,2016-10-01,7,3,2,2,9,5,14
MOJOCOYA,chagas,tratamientos de 15 anos y mas,2016-10-01,0,1,0,0,0,1,1
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2016-10-01,32,36,10,13,42,49,91
OMEREQUE,chagas,tratamientos de 15 anos y mas,2016-10-01,1,1,0,1,1,2,3
PAMPA GRANDE,chagas,tratamientos de 15 anos y mas,2016-10-01,0,0,0,3,0,3,3
PASORAPA,chagas,tratamientos de 15 anos y mas,2016-10-01,1,0,0,0,1,0,1
PRESTO,chagas,tratamientos de 15 anos y mas,2016-10-01,9,6,0,0,9,6,15
PUNATA,chagas,tratamientos de 15 anos y mas,2016-10-01,6,14,5,5,11,19,30
SACABA,chagas,tratamientos de 15 anos y mas,2016-10-01,0,2,1,1,1,3,4
SAMAIPATA,chagas,tratamientos de 15 anos y mas,2016-10-01,1,0,0,0,1,0,1
SAN BENITO,chagas,tratamientos de 15 anos y mas,2016-10-01,0,2,1,0,1,2,3
SAN JULIAN,chagas,tratamientos de 15 anos y mas,2016-10-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2016-10-01,4,5,4,2,8,7,15
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2016-10-01,1,2,0,1,1,3,4
SUCRE,chagas,tratamientos de 15 anos y mas,2016-10-01,49,36,11,33,60,69,129
TACACHI,chagas,tratamientos de 15 anos y mas,2016-10-01,2,1,0,0,2,1,3
TACOPAYA,chagas,tratamientos de 15 anos y mas,2016-10-01,0,1,0,0,0,1,1
TARIJA,chagas,tratamientos de 15 anos y mas,2016-10-01,17,19,13,29,30,48,78
TIQUIPAYA,chagas,tratamientos de 15 anos y mas,2016-10-01,0,1,0,1,0,2,2
TOCO,chagas,tratamientos de 15 anos y mas,2016-10-01,1,1,0,0,1,1,2
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2016-10-01,1,0,0,0,1,0,1
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2016-10-01,7,4,0,0,7,4,11
VILA VILA,chagas,tratamientos de 15 anos y mas,2016-10-01,7,1,0,0,7,1,8
VILLA CHARCAS,chagas,tratamientos de 15 anos y mas,2016-10-01,0,1,0,0,0,1,1
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2016-10-01,0,2,0,0,0,2,2
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2016-10-01,7,9,5,10,12,19,31
VINTO,chagas,tratamientos de 15 anos y mas,2016-10-01,2,5,0,0,2,5,7
WARNES,chagas,tratamientos de 15 anos y mas,2016-10-01,0,1,0,0,0,1,1
YOTALA,chagas,tratamientos de 15 anos y mas,2016-10-01,1,2,2,0,3,2,5
AIQUILE,chagas,tratamientos de 15 anos y mas,2016-11-01,2,8,3,0,5,8,13
ALCALA,chagas,tratamientos de 15 anos y mas,2016-11-01,0,2,0,0,0,2,2
ARBIETO,chagas,tratamientos de 15 anos y mas,2016-11-01,0,1,0,2,0,3,3
CAPINOTA,chagas,tratamientos de 15 anos y mas,2016-11-01,0,0,1,2,1,2,3
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2016-11-01,0,0,1,2,1,2,3
COBIJA,chagas,tratamientos de 15 anos y mas,2016-11-01,2,0,1,1,3,1,4
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2016-11-01,18,33,22,42,40,75,115
COMARAPA,chagas,tratamientos de 15 anos y mas,2016-11-01,4,3,0,0,4,3,7
COTAGAITA,chagas,tratamientos de 15 anos y mas,2016-11-01,2,2,4,2,6,4,10
CUCHUMUELA (V. G. VILLARROEL),chagas,tratamientos de 15 anos y mas,2016-11-01,0,1,0,0,0,1,1
EL TORNO,chagas,tratamientos de 15 anos y mas,2016-11-01,5,2,7,5,12,7,19
ICLA,chagas,tratamientos de 15 anos y mas,2016-11-01,1,0,2,4,3,4,7
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2016-11-01,1,0,0,0,1,0,1
MAIRANA,chagas,tratamientos de 15 anos y mas,2016-11-01,2,2,0,0,2,2,4
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2016-11-01,9,21,36,24,45,45,90
MONTERO,chagas,tratamientos de 15 anos y mas,2016-11-01,1,0,0,0,1,0,1
OMEREQUE,chagas,tratamientos de 15 anos y mas,2016-11-01,0,2,0,1,0,3,3
PASORAPA,chagas,tratamientos de 15 anos y mas,2016-11-01,1,0,0,0,1,0,1
POCONA,chagas,tratamientos de 15 anos y mas,2016-11-01,1,3,0,0,1,3,4
PRESTO,chagas,tratamientos de 15 anos y mas,2016-11-01,0,0,2,4,2,4,6
PUNATA,chagas,tratamientos de 15 anos y mas,2016-11-01,0,0,2,10,2,10,12
QUIRUSILLAS,chagas,tratamientos de 15 anos y mas,2016-11-01,4,9,0,4,4,13,17
RAVELO,chagas,tratamientos de 15 anos y mas,2016-11-01,5,5,0,0,5,5,10
SAN BENITO,chagas,tratamientos de 15 anos y mas,2016-11-01,2,0,2,0,4,0,4
SAN JULIAN,chagas,tratamientos de 15 anos y mas,2016-11-01,1,5,0,0,1,5,6
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2016-11-01,0,0,1,2,1,2,3
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2016-11-01,7,14,6,7,13,21,34
SENA,chagas,tratamientos de 15 anos y mas,2016-11-01,0,1,0,0,0,1,1
SICAYA,chagas,tratamientos de 15 anos y mas,2016-11-01,0,0,1,0,1,0,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2016-11-01,1,5,0,0,1,5,6
SUCRE,chagas,tratamientos de 15 anos y mas,2016-11-01,31,23,20,25,51,48,99
TARATA,chagas,tratamientos de 15 anos y mas,2016-11-01,1,1,1,0,2,1,3
TARIJA,chagas,tratamientos de 15 anos y mas,2016-11-01,3,7,7,10,10,17,27
TIQUIPAYA,chagas,tratamientos de 15 anos y mas,2016-11-01,1,1,4,10,5,11,16
TUPIZA,chagas,tratamientos de 15 anos y mas,2016-11-01,16,22,17,33,33,55,88
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2016-11-01,3,2,2,1,5,3,8
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2016-11-01,0,1,0,0,0,1,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2016-11-01,2,1,8,10,10,11,21
WARNES,chagas,tratamientos de 15 anos y mas,2016-11-01,0,1,0,0,0,1,1
YACUIBA,chagas,tratamientos de 15 anos y mas,2016-11-01,1,0,0,0,1,0,1
YAPACANI,chagas,tratamientos de 15 anos y mas,2016-11-01,11,0,0,1,11,1,12
YOTALA,chagas,tratamientos de 15 anos y mas,2016-11-01,2,1,0,2,2,3,5
AIQUILE,chagas,tratamientos de 15 anos y mas,2016-12-01,3,2,1,1,4,3,7
AZURDUY,chagas,tratamientos de 15 anos y mas,2016-12-01,0,0,0,1,0,1,1
CAMARGO,chagas,tratamientos de 15 anos y mas,2016-12-01,1,2,0,0,1,2,3
CAMATAQUI (C. VILLA ABECIA),chagas,tratamientos de 15 anos y mas,2016-12-01,0,0,0,1,0,1,1
CAPINOTA,chagas,tratamientos de 15 anos y mas,2016-12-01,0,1,0,1,0,2,2
CLIZA,chagas,tratamientos de 15 anos y mas,2016-12-01,0,1,1,0,1,1,2
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2016-12-01,1,5,11,20,12,25,37
COMARAPA,chagas,tratamientos de 15 anos y mas,2016-12-01,1,3,1,0,2,3,5
CORIPATA,chagas,tratamientos de 15 anos y mas,2016-12-01,0,1,0,0,0,1,1
EL TORNO,chagas,tratamientos de 15 anos y mas,2016-12-01,3,4,4,4,7,8,15
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2016-12-01,0,2,0,0,0,2,2
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2016-12-01,1,0,0,0,1,0,1
MAIRANA,chagas,tratamientos de 15 anos y mas,2016-12-01,0,1,0,1,0,2,2
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2016-12-01,5,1,24,13,29,14,43
MONTERO,chagas,tratamientos de 15 anos y mas,2016-12-01,0,1,0,0,0,1,1
OMEREQUE,chagas,tratamientos de 15 anos y mas,2016-12-01,0,0,1,0,1,0,1
PAMPA GRANDE,chagas,tratamientos de 15 anos y mas,2016-12-01,0,1,0,0,0,1,1
PRESTO,chagas,tratamientos de 15 anos y mas,2016-12-01,0,0,8,5,8,5,13
QUIRUSILLAS,chagas,tratamientos de 15 anos y mas,2016-12-01,4,5,2,4,6,9,15
SAN BENITO,chagas,tratamientos de 15 anos y mas,2016-12-01,0,0,0,2,0,2,2
SAN PEDRO,chagas,tratamientos de 15 anos y mas,2016-12-01,1,2,0,0,1,2,3
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2016-12-01,4,6,7,7,11,13,24
SANTIVAÑES,chagas,tratamientos de 15 anos y mas,2016-12-01,0,1,0,0,0,1,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2016-12-01,0,2,0,1,0,3,3
SOPACHUY,chagas,tratamientos de 15 anos y mas,2016-12-01,0,0,1,0,1,0,1
SUCRE,chagas,tratamientos de 15 anos y mas,2016-12-01,25,22,23,25,48,47,95
TACOPAYA,chagas,tratamientos de 15 anos y mas,2016-12-01,0,0,0,1,0,1,1
TARATA,chagas,tratamientos de 15 anos y mas,2016-12-01,1,0,0,0,1,0,1
TARIJA,chagas,tratamientos de 15 anos y mas,2016-12-01,6,6,13,13,19,19,38
TIQUIPAYA,chagas,tratamientos de 15 anos y mas,2016-12-01,0,7,1,1,1,8,9
TOCO,chagas,tratamientos de 15 anos y mas,2016-12-01,0,0,0,2,0,2,2
TOMINA,chagas,tratamientos de 15 anos y mas,2016-12-01,1,0,0,0,1,0,1
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2016-12-01,0,2,0,0,0,2,2
TUPIZA,chagas,tratamientos de 15 anos y mas,2016-12-01,26,29,38,48,64,77,141
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2016-12-01,2,8,7,2,9,10,19
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2016-12-01,1,0,0,0,1,0,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2016-12-01,0,2,8,14,8,16,24
YAPACANI,chagas,tratamientos de 15 anos y mas,2016-12-01,1,1,1,0,2,1,3
