municipality,group,variable,month,Pacientes referidos a otros establecimientos,TOTAL
SANTIAGO DE HUATA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,4,4
SANTIAGO DE MACHACA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,1,1
SANTIVAÑES,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,5,5
SAPAHAQUI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,2,2
SENA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,29,29
SHINAOTA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,182,182
SICA SICA (VILLA AROMA),referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,7,7
SICAYA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,3,3
SIPE SIPE,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,109,109
SOPACHUY,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,51,51
SORACACHI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,8,8
SORATA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,71,71
SUCRE,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,4248,4248
TACACOMA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,19,19
TACOBAMBA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,5,5
TACOPAYA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,9,9
TAPACARI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,14,14
TARABUCO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,44,44
TARACO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,5,5
TARATA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,12,12
TARIJA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,1960,1960
TARVITA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,59,59
TEOPONTE,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,5,5
TIAHUANACU,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,25,25
TINGUIPAYA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,5,5
TIPUANI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,9,9
TIQUIPAYA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,414,414
TIRAQUE (CBBA),referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,7,7
TOCO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,5,5
TOLATA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,22,22
TOLEDO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,6,6
TOMAVE,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,8,8
TOMINA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,60,60
TORO TORO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,10,10
TOTORA(CBBA),referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,30,30
TOTORA(ORR),referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,4,4
TRINIDAD,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,1075,1075
TUPIZA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,222,222
TURCO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,1,1
UMALA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,2,2
UNCIA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,129,129
URIONDO (A. CONCEPCION),referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,55,55
URUBICHA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,5,5
UYUNI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,92,92
VACAS,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,17,17
VALLEGRANDE,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,32,32
VIACHA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,582,582
VILA VILA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,4,4
VILLA CHARCAS,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,18,18
VILLA MONTES,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,259,259
VILLA NUEVA (LOMA ALTA),referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,1,1
VILLA RIVERO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,38,38
VILLA SERRANO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,52,52
VILLA TUNARI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,530,530
VILLA VACA GUZMAN (MUYUPAMPA),referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,36,36
VILLAZON,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,231,231
VINTO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,222,222
VITICHI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,5,5
WALDO BALLIVIAN,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,5,5
WARNES,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,898,898
YACO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,2,2
YACUIBA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,879,879
YAMPARAEZ,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,48,48
YANACACHI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,20,20
YAPACANI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,229,229
YOCALLA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,9,9
YOTALA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,70,70
YUNCHARA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,3,3
ZUDAÑEZ,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-02-01,40,40
ACACIO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,2,2
ACHACACHI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,118,118
ACHOCALLA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,3,3
AIQUILE,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,70,70
ALALAY,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,2,2
ALCALA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,27,27
ALTO BENI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,6,6
ANCORAIMES,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,9,9
ANDAMARCA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,1,1
ANTEQUERA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,4,4
ANZALDO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,5,5
APOLO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,8,8
ARAMPAMPA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,2,2
ARANI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,17,17
ARBIETO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,23,23
ARQUE,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,9,9
ASCENCION DE GUARAYOS,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,50,50
ATOCHA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,215,215
AUCAPATA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,2,2
AYATA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,1,1
AYO AYO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,29,29
AYOPAYA (V. DE INDEPENDENCIA),referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,60,60
AZURDUY,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,43,43
BATALLAS,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,67,67
BAURES,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,3,3
BELEN DE ANDAMARCA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,1,1
BELEN DE URMIRI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,1,1
BELLA FLOR,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,14,14
BERMEJO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,988,988
BETANZOS,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,72,72
BOLPEBRA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,4,4
BOYUIBE,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,13,13
BUENA VISTA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,93,93
CABEZAS,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,32,32
CAIROMA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,2,2
"CAIZA ""D""",referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,15,15
CAJUATA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,25,25
CALACOTO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,1,1
CALAMARCA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,30,30
CAMARGO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,58,58
CAMATAQUI (C. VILLA ABECIA),referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,22,22
CAMIRI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,264,264
CAPINOTA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,177,177
CAQUIAVIRI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,7,7
CARACOLLO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,50,50
CARANAVI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,76,76
CARAPARI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,90,90
CARIPUYO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,1,1
CARMEN RIVERO TORREZ,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,11,11
CATACORA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,1,1
CHALLAPATA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,52,52
CHAQUI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,9,9
CHARAGUA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,126,126
CHARAÑA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,1,1
CHAYANTA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,15,15
CHIMORE,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,162,162
CHUA COCANI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,18,18
CHULUMANI (V. DE LA LIBERTAD),referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,78,78
CHUMA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,6,6
CKOCHAS,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,9,9
CLIZA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,19,19
COBIJA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,562,562
COCAPATA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,11,11
COCHABAMBA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,6475,6475
COIPASA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,2,2
COLCAPIRHUA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,359,359
"COLCHA ""K""",referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,47,47
COLLANA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,6,6
COLOMI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,70,70
COLPA BELGICA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,45,45
COLQUECHACA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,24,24
COLQUENCHA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,15,15
COLQUIRI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,13,13
COMANCHE,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,3,3
COMARAPA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,71,71
COMBAYA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,3,3
CONCEPCION,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,39,39
COPACABANA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,27,27
CORIPATA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,106,106
CORO CORO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,6,6
COROICO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,210,210
CORQUE,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,1,1
COTAGAITA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,133,133
COTOCA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,325,325
CUATRO CAÑADAS,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,50,50
CUCHUMUELA (V. G. VILLARROEL),referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,1,1
CUEVO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,5,5
CULPINA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,36,36
CURAHUARA DE CARANGAS,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,2,2
CURVA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,1,1
DESAGUADERO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,8,8
EL ALTO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,6871,6871
EL CHORO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,1,1
EL PUENTE(STC),referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,20,20
EL PUENTE(TJA),referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,36,36
EL TORNO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,328,328
EL VILLAR,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,14,14
ENTRE RIOS TRJ,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,99,99
ENTRE RIOS CBBA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,208,208
ESCOMA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,8,8
EUCALIPTUS,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,6,6
EXALTACION,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,5,5
FERNANDEZ ALONSO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,48,48
FILADELFIA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,13,13
GENERAL SAAVEDRA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,85,85
GRAL. J.J. PEREZ (CHARAZANI),referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,3,3
GUANAY,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,47,47
GUAQUI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,12,12
GUAYARAMERIN,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,217,217
GUTIERREZ,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,21,21
HUACARAJE,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,2,2
HUACARETA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,34,34
HUACAYA (VILLA DE HUACAYA),referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,6,6
HUACHACALLA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,1,1
HUANUNI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,308,308
HUARINA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,42,42
HUATAJATA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,11,11
HUAYLLAMARCA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,2,2
HUMANATA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,1,1
ICLA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,23,23
INCAHUASI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,20,20
INQUISIVI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,16,16
IRUPANA (VILLA DE LANZA),referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,29,29
IXIAMAS,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,4,4
JESUS DE MACHACA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,23,23
LA ASUNTA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,82,82
LA GUARDIA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,1271,1271
LA PAZ,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,10522,10522
LA RIVERA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,1,1
LAGUNILLAS,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,35,35
LAJA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,65,65
LAS CARRERAS,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,35,35
LICOMA PAMPA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,6,6
LLALLAGUA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,38,38
LLICA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,4,4
LORETO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,3,3
LURIBAY,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,2,2
MACHACAMARCA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,16,16
MACHARETI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,25,25
MAGDALENA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,14,14
MAIRANA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,72,72
MAPIRI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,26,26
MECAPACA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,26,26
MINEROS,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,128,128
MIZQUE,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,158,158
MOCOMOCO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,11,11
MOJOCOYA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,27,27
MONTEAGUDO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,149,149
MONTERO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,2110,2110
MORO MORO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,22,22
MOROCHATA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,7,7
NACEBE (SANTA ROSA DEL ABUNA),referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,5,5
OCURI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,30,30
OKINAWA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,44,44
OMEREQUE,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,4,4
ORURO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,2528,2528
PADCAYA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,141,141
PADILLA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,71,71
PAILON,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,70,70
PALCA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,81,81
PALOS BLANCOS,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,43,43
PAMPA AULLAGAS,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,3,3
PAMPA GRANDE,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,24,24
PASORAPA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,5,5
PATACAMAYA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,52,52
PAZÑA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,7,7
PELECHUCO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,5,5
POCOATA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,9,9
POCONA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,5,5
POJO (CBBA),referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,16,16
POOPO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,86,86
PORCO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,15,15
POROMA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,26,26
PORONGO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,70,70
PORTACHUELO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,40,40
PORVENIR,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,14,14
POSTRER VALLE,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,1,1
POTOSI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,7143,7143
PRESTO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,51,51
PUCARA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,2,2
PUCARANI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,74,74
PUERTO ACOSTA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,7,7
PUERTO CARABUCO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,15,15
PUERTO GONZALO MORENO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,24,24
PUERTO PEREZ,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,9,9
PUERTO QUIJARRO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,16,16
PUERTO RICO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,12,12
PUERTO SILES,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,1,1
PUERTO SUAREZ,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,49,49
PUERTO VILLARROEL,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,570,570
PUNA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,12,12
PUNATA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,655,655
QUIABAYA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,8,8
QUILLACOLLO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,1105,1105
QUIME,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,25,25
QUIRUSILLAS,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,21,21
RAQAYPAMPA(ETA),referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,5,5
RAVELO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,4,4
REYES,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,2,2
RIBERALTA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,957,957
ROBORE,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,54,54
RURRENABAQUE,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,61,61
SABAYA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,7,7
SACABA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,978,978
SACABAMBA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,7,7
SACACA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,12,12
SAIPINA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,18,18
SALINAS DE GARCI MENDOZA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,7,7
SAMAIPATA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,37,37
SAN AGUSTIN,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,1,1
SAN ANDRES,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,16,16
SAN ANDRES DE MACHACA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,7,7
SAN ANTONIO DE ESMORUCO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,1,1
SAN ANTONIO DE LOMERIO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,6,6
SAN BENITO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,24,24
SAN BORJA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,55,55
SAN BUENA VENTURA,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,9,9
SAN CARLOS,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,182,182
SAN IGNACIO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,31,31
SAN IGNACIO DE VELASCO,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,75,75
SAN JAVIER(BNI),referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,8,8
SAN JAVIER(STC),referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,24,24
SAN JOAQUIN,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,10,10
SAN JOSE DE CHIQUITOS,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,39,39
SAN JUAN DE YAPACANI,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,40,40
SAN JULIAN,referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,142,142
SAN LORENZO(PND),referencias y contrareferencias,pacientes referidos a otros establecimientos,2024-03-01,6,6
