municipality,group,variable,month,Pacientes referidos recibidos por el establecimiento,TOTAL
ORURO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,4103,4103
PADCAYA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,12,12
PADILLA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,43,43
PAILON,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,10,10
PALCA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,2,2
PALOS BLANCOS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,11,11
PATACAMAYA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,47,47
POJO (CBBA),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,1,1
POROMA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,14,14
PORTACHUELO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,8,8
PORVENIR,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,1,1
POTOSI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,1878,1878
PRESTO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,6,6
PUCARANI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,9,9
PUERTO CARABUCO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,1,1
PUERTO QUIJARRO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,9,9
PUERTO SUAREZ,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,58,58
PUERTO VILLARROEL,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,442,442
PUNA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,4,4
PUNATA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,1189,1189
QUILLACOLLO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,1053,1053
QUIME,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,1,1
REYES,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,2,2
RIBERALTA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,932,932
ROBORE,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,14,14
RURRENABAQUE,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,29,29
SABAYA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,1,1
SACABA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,599,599
SACACA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,1,1
SAIPINA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,1,1
SAMAIPATA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,6,6
SAN ANDRES,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,1,1
SAN BENITO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,3,3
SAN BORJA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,44,44
SAN BUENA VENTURA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,11,11
SAN CARLOS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,129,129
SAN IGNACIO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,1,1
SAN IGNACIO DE VELASCO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,60,60
SAN JOSE DE CHIQUITOS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,5,5
SAN JULIAN,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,31,31
SAN LORENZO(PND),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,2,2
SAN LORENZO(TJA),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,11,11
SAN LUCAS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,64,64
SAN MATIAS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,5,5
SAN MIGUEL DE VELASCO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,1,1
SAN PEDRO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,2,2
SAN PEDRO DE CURAHUARA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,2,2
SAN PEDRO DE QUEMES,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,1,1
SAN PEDRO DE TIQUINA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,2,2
SAN RAFAEL,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,2,2
SANTA ANA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,5,5
SANTA CRUZ DE LA SIERRA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,14674,14674
SENA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,6,6
SHINAOTA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,19,19
SIPE SIPE,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,11,11
SOPACHUY,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,14,14
SORATA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,2,2
SUCRE,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,3734,3734
TACACOMA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,3,3
TACOPAYA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,1,1
TARABUCO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,86,86
TARATA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,3,3
TARIJA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,3167,3167
TARVITA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,8,8
TIPUANI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,2,2
TIQUIPAYA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,225,225
TOLATA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,3,3
TOMINA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,1,1
TOTORA(CBBA),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,24,24
TRINIDAD,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,1638,1638
TUPIZA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,234,234
URIONDO (A. CONCEPCION),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,8,8
UYUNI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,10,10
VALLEGRANDE,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,83,83
VIACHA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,251,251
VILLA CHARCAS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,5,5
VILLA MONTES,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,212,212
VILLA SERRANO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,4,4
VILLA TUNARI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,1044,1044
VILLA VACA GUZMAN (MUYUPAMPA),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,1,1
VILLAZON,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,208,208
VINTO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,327,327
WARNES,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,713,713
YACO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,1,1
YACUIBA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,937,937
YAMPARAEZ,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,4,4
YAPACANI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,419,419
YOCALLA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,1,1
YOTALA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,1,1
ZUDAÑEZ,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-03-01,2,2
ACHACACHI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,249,249
ACHOCALLA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
AIQUILE,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,48,48
ANCORAIMES,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
ANZALDO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
APOLO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
ASCENCION DE GUARAYOS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,49,49
ATOCHA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,4,4
AZURDUY,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,6,6
BAURES,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
BERMEJO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,856,856
BETANZOS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
BOYUIBE,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,2,2
CABEZAS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,16,16
CAMARGO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,128,128
CAMATAQUI (C. VILLA ABECIA),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
CAMIRI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,2,2
CAPINOTA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,56,56
CAQUIAVIRI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,2,2
CARACOLLO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,2,2
CARANAVI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,235,235
CARAPARI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,27,27
CARIPUYO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
CHALLAPATA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,27,27
CHARAGUA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,72,72
CHAYANTA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,6,6
CHIMORE,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,11,11
CHIPAYA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,68,68
CHUQUIHUTA AYLLU JUCUMANI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,11,11
CLIZA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,40,40
COBIJA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,858,858
COCHABAMBA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,9262,9262
COIPASA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
COLCAPIRHUA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,133,133
COLOMI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,2,2
COLPA BELGICA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,6,6
COLQUECHACA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
COLQUIRI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,24,24
COMARAPA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,63,63
CONCEPCION,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,2,2
COPACABANA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,2,2
CORIPATA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,4,4
COROICO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,205,205
COTAGAITA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,3,3
COTOCA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,389,389
CUATRO CAÑADAS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,13,13
CULPINA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,15,15
EL ALTO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,4859,4859
EL PUENTE(STC),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,2,2
EL TORNO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,16,16
ENTRE RIOS TRJ,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,48,48
ENTRE RIOS CBBA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,53,53
ESCOMA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,9,9
EXALTACION,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,3,3
FERNANDEZ ALONSO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,7,7
GAIOC JATUN AYLLU YURA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,2,2
GENERAL SAAVEDRA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,18,18
GUANAY,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,9,9
GUAQUI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
GUAYARAMERIN,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,186,186
GUTIERREZ,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,3,3
HUACARETA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,3,3
HUANUNI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,242,242
HUARINA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
INCAHUASI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,8,8
IRUPANA (VILLA DE LANZA),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,2,2
IXIAMAS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
LA ASUNTA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,2,2
LA GUARDIA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,77,77
LA PAZ,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,12673,12673
LAGUNILLAS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,2,2
LAJA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,2,2
LAS CARRERAS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,2,2
LLALLAGUA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,81,81
LLICA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
MACHARETI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
MAGDALENA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,8,8
MAIRANA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,23,23
MAPIRI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,5,5
MINEROS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,5,5
MIZQUE,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,98,98
MOCOMOCO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
MONTEAGUDO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,188,188
MONTERO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,2534,2534
MORO MORO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
MOROCHATA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,2,2
OCURI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,11,11
OKINAWA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,4,4
ORURO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,5399,5399
PADCAYA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,2,2
PADILLA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,28,28
PAILON,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,10,10
PALCA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,3,3
PALOS BLANCOS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,61,61
PAMPA GRANDE,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,3,3
PATACAMAYA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,58,58
POCOATA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
POROMA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,2,2
PORONGO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
PORTACHUELO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,4,4
POTOSI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1996,1996
PRESTO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,12,12
PUCARANI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,4,4
PUERTO GONZALO MORENO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,2,2
PUERTO QUIJARRO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,3,3
PUERTO SUAREZ,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,28,28
PUERTO VILLARROEL,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,529,529
PUNATA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1248,1248
QUILLACOLLO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1052,1052
RAVELO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
RIBERALTA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,787,787
ROBORE,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,7,7
RURRENABAQUE,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,20,20
SACABA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,765,765
SACABAMBA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
SACACA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,4,4
SAMAIPATA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,6,6
SAN ANDRES,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,2,2
SAN ANTONIO DE ESMORUCO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
SAN BENITO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
SAN BORJA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,89,89
SAN BUENA VENTURA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,4,4
SAN CARLOS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,81,81
SAN IGNACIO DE VELASCO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,54,54
SAN JULIAN,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,40,40
SAN LORENZO(PND),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
SAN LORENZO(TJA),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,13,13
SAN LUCAS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,82,82
SAN MATIAS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,7,7
SAN MIGUEL DE VELASCO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,4,4
SAN PEDRO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,3,3
SAN PEDRO DE BUENA VISTA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
SAN RAFAEL,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,3,3
SANTA ANA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,5,5
SANTA CRUZ DE LA SIERRA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,13772,13772
SENA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,2,2
SHINAOTA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,28,28
SICAYA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
SIPE SIPE,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,4,4
SOPACHUY,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,19,19
SORATA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,3,3
SUCRE,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,4375,4375
TACACOMA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,3,3
TACOPAYA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
TARABUCO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,75,75
TARACO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
TARATA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,7,7
TARIJA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,2990,2990
TARVITA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,14,14
TINGUIPAYA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,3,3
TIPUANI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,2,2
TIQUIPAYA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,296,296
TIRAQUE (CBBA),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,3,3
TOLATA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,4,4
TOMINA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,3,3
TORO TORO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,3,3
TOTORA(CBBA),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,24,24
TRINIDAD,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1647,1647
TUPIZA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,347,347
URIONDO (A. CONCEPCION),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,10,10
UYUNI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,12,12
VACAS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1,1
VALLEGRANDE,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,71,71
VIACHA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,411,411
VILLA CHARCAS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,5,5
VILLA MONTES,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,267,267
VILLA NUEVA (LOMA ALTA),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,2,2
VILLA SERRANO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,6,6
VILLA TUNARI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,1314,1314
VILLA VACA GUZMAN (MUYUPAMPA),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,3,3
VILLAZON,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,253,253
VINTO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,393,393
WARNES,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,556,556
YACUIBA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,830,830
YAMPARAEZ,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,3,3
YAPACANI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,425,425
ZUDAÑEZ,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-04-01,3,3
ACHACACHI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-05-01,185,185
ACHOCALLA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-05-01,1,1
AIQUILE,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-05-01,63,63
ARANI,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-05-01,1,1
ASCENCION DE GUARAYOS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-05-01,11,11
ATOCHA,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-05-01,160,160
AYOPAYA (V. DE INDEPENDENCIA),referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-05-01,1,1
AZURDUY,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-05-01,3,3
BERMEJO,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-05-01,891,891
BETANZOS,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-05-01,4,4
BOYUIBE,referencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2024-05-01,2,2
