municipality,group,variable,month,N°de visitas familiares planificadas,TOTAL
YAPACANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-03-01,1442,1442
YOTALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-03-01,445,445
YUNCHARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-03-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-03-01,283,283
ACACIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,74,74
ACHACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,38,38
AIQUILE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,427,427
ALCALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,126,126
ALTO BENI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,1,1
ANDAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,80,80
ANTEQUERA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,90,90
ANZALDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,190,190
APOLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,9,9
ARAMPAMPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,93,93
ARANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,86,86
ARBIETO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,351,351
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,45,45
ATOCHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,7,7
AYO AYO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,90,90
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,76,76
AZURDUY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,269,269
BATALLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,32,32
BAURES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,79,79
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,56,56
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,103,103
BERMEJO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,75,75
BETANZOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,274,274
BOLPEBRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,10,10
BUENA VISTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,322,322
CABEZAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,150,150
CAIROMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,45,45
CALAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,20,20
CAMARGO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,341,341
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,51,51
CAMIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,395,395
CAQUIAVIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,5,5
CARACOLLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,191,191
CARANGAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,7,7
CARAPARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,18,18
CARIPUYO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,43,43
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,20,20
CHACARILLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,107,107
CHALLAPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,779,779
CHAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,186,186
CHARAGUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,138,138
CHAYANTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,17,17
CHIMORE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,120,120
CHIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,4,4
CHOQUE COTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,40,40
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,36,36
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,3,3
CKOCHAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,80,80
CLIZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,366,366
COBIJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,393,393
COCAPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,28,28
COCHABAMBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,64,64
COLCAPIRHUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,446,446
"COLCHA ""K""",actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,20,20
COLLANA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,10,10
COLOMI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,4,4
COLQUECHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,89,89
COLQUENCHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,42,42
COMARAPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,77,77
CONCEPCION,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,404,404
CORO CORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,4,4
COROICO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,50,50
CORQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,64,64
COTAGAITA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,357,357
COTOCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,349,349
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,98,98
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,20,20
CUEVO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,56,56
CULPINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,277,277
CURVA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,10,10
DESAGUADERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,10,10
EL ALTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,6683,6683
EL CHORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,56,56
EL PUENTE(STC),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,85,85
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,133,133
EL TORNO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,1157,1157
EL VILLAR,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,293,293
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,288,288
ESCOMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,22,22
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,166,166
FILADELFIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,15,15
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,25,25
GUANAY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,20,20
GUAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,65,65
GUAYARAMERIN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,334,334
GUTIERREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,116,116
HUACARETA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,244,244
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,83,83
HUANUNI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,343,343
HUARACAJE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,3,3
HUARINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,2,2
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,123,123
HUMANATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,1,1
ICLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,399,399
INCAHUASI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,328,328
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,4,4
IXIAMAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,18,18
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,218,218
LA GUARDIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,149,149
LA PAZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,46,46
LA RIVERA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,8,8
LAGUNILLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,120,120
LAJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,15,15
LAS CARRERAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,61,61
LLALLAGUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,414,414
LORETO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,19,19
LURIBAY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,10,10
MACHACAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,92,92
MACHARETI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,462,462
MAGDALENA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,30,30
MECAPACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,7,7
MINEROS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,39,39
MIZQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,142,142
MOCOMOCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,78,78
MOJINETE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,28,28
MOJOCOYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,326,326
MONTEAGUDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,1134,1134
MONTERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,349,349
MOROCHATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,44,44
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,55,55
OKINAWA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,19,19
OMEREQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,132,132
ORURO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,2134,2134
PADCAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,214,214
PADILLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,501,501
PAILON,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,88,88
PALCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,44,44
PAMPA GRANDE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,71,71
PAPEL PAMPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,44,44
PASORAPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,10,10
PATACAMAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,1,1
PAZÑA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,47,47
POCOATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,210,210
POCONA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,71,71
POJO (CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,74,74
POOPO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,75,75
PORCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,26,26
POROMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,876,876
PORONGO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,97,97
PORTACHUELO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,60,60
PORVENIR,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,55,55
POSTRER VALLE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,2957,2957
PRESTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,469,469
PUCARANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,18,18
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,25,25
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,130,130
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,38,38
PUERTO PEREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,186,186
PUERTO SILES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,7,7
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,80,80
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,179,179
PUNA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,166,166
PUNATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,437,437
QUILLACOLLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,2892,2892
QUIME,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,56,56
QUIRUSILLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,7,7
RAVELO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,34,34
REYES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,56,56
RIBERALTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,173,173
ROBORE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,10,10
RURRENABAQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,20,20
SABAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,51,51
SACABA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,163,163
SACABAMBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,51,51
SACACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,143,143
SAIPINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,262,262
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,110,110
SAMAIPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,83,83
SAN AGUSTIN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,4,4
SAN ANDRES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,48,48
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,117,117
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,103,103
SAN BENITO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,42,42
SAN BORJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,137,137
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,5,5
SAN CARLOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,172,172
SAN IGNACIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,190,190
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,23,23
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,16,16
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,75,75
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,144,144
SAN JULIAN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,747,747
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,44,44
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,10,10
SAN LUCAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,1051,1051
SAN MATIAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,25,25
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,53,53
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,38,38
SAN PEDRO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,36,36
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,209,209
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,309,309
SAN RAFAEL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,15,15
SAN RAMON BENI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,3,3
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,82,82
SANTA ANA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,7,7
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,2163,2163
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,10,10
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,22,22
SANTIVAÑES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,75,75
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,159,159
SAPAHAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,337,337
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,34,34
SIPE SIPE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,300,300
SOPACHUY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,147,147
SORACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,141,141
SORATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,166,166
SUCRE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,2259,2259
TACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,12,12
TACOPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,62,62
TAHUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,5,5
TAPACARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,88,88
TARABUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,822,822
TARACO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,20,20
TARATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,79,79
TARIJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,1901,1901
TARVITA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,508,508
TEOPONTE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,1,1
TIAWANACU,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,3,3
TINGUIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,218,218
TIQUIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,467,467
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,32,32
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,20,20
TOCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,161,161
TODOS SANTOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,3,3
TOLATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,100,100
TOLEDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,37,37
TOMAVE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,185,185
TORO TORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,50,50
TOTORA(CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,85,85
TOTORA(ORR),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,26,26
TRINIDAD,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,329,329
TUPIZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,682,682
UMALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,133,133
UNCIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,65,65
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,33,33
UYUNI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,8,8
VACAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,38,38
VALLEGRANDE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,283,283
VIACHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,68,68
VILA VILA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,10,10
VILLA CHARCAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,201,201
VILLA MONTES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,191,191
VILLA RIVERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,90,90
VILLA SERRANO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,444,444
VILLA TUNARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,190,190
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,169,169
VILLAZON,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,120,120
VINTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,392,392
VITICHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,55,55
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,15,15
WARNES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,278,278
YACUIBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,1185,1185
YAMPARAEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,460,460
YANACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,96,96
YAPACANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,1131,1131
YOTALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,294,294
YUNCHARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,2,2
ZUDAÑEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-04-01,266,266
ACACIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-05-01,100,100
ACHACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-05-01,83,83
ACHOCALLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-05-01,15,15
AIQUILE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-05-01,389,389
ALCALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-05-01,268,268
ALTO BENI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-05-01,3,3
ANDAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-05-01,70,70
ANTEQUERA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-05-01,91,91
ANZALDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-05-01,165,165
APOLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-05-01,17,17
ARAMPAMPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-05-01,81,81
ARANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2017-05-01,61,61
