municipality,group,variable,month,Nº de actividades educativas en Salud,TOTAL
CURVA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,5,5
DESAGUADERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,1100,1100
EL CHORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,13,13
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,47,47
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,55,55
EL TORNO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,151,151
EL VILLAR,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,21,21
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,96,96
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,10,10
ESCARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,1,1
ESCOMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,1,1
ESMERALDA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,1,1
EUCALIPTUS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,8,8
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,21,21
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,10,10
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,2,2
GUANAY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,3,3
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,34,34
GUTIERREZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,2,2
HUACARETA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,3,3
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,7,7
HUANUNI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,35,35
HUARINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,7,7
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,13,13
HUMANATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,3,3
ICLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,54,54
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,18,18
LA ASUNTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,8,8
LA GUARDIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,128,128
LA PAZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,274,274
LA RIVERA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,1,1
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,9,9
LAJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,30,30
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,1,1
LLALLAGUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,21,21
LLICA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,1,1
LORETO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,7,7
LURIBAY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,1,1
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,5,5
MACHARETI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,9,9
MAGDALENA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,7,7
MAPIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,5,5
MECAPACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,24,24
MINEROS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,18,18
MIZQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,19,19
MOCOMOCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,11,11
MOJINETE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,17,17
MOJOCOYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,32,32
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,35,35
MONTERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,111,111
MORO MORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,10,10
MOROCHATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,4,4
OCURI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,16,16
OKINAWA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,19,19
OMEREQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,12,12
ORURO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,711,711
PADCAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,36,36
PADILLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,49,49
PAILON,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,30,30
PALCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,2,2
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,103,103
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,5,5
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,3,3
PASORAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,4,4
PATACAMAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,4,4
PAZÑA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,11,11
POCOATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,93,93
POCONA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,10,10
POJO (CBBA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,3,3
POOPO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,63,63
PORCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,1,1
POROMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,16,16
PORONGO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,11,11
PORTACHUELO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,150,150
PRESTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,55,55
PUCARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,3,3
PUCARANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,98,98
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,9,9
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,3,3
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,30,30
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,3,3
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,69,69
PUNA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,75,75
PUNATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,14,14
QUIABAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,86,86
QUIME,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,3,3
RAVELO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,25,25
REYES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,3,3
RIBERALTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,8,8
ROBORE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,26,26
RURRENABAQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,9,9
SABAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,2,2
SACABA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,40,40
SACABAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,5,5
SACACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,81,81
SAIPINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,10,10
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,16,16
SAMAIPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,12,12
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,3,3
SAN ANDRES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,10,10
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,2,2
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,3,3
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,70,70
SAN BENITO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,41,41
SAN BORJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,99,99
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,2,2
SAN CARLOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,4,4
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,33,33
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,32,32
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,7,7
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,10,10
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,17,17
SAN JULIAN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,65,65
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,21,21
SAN LUCAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,57,57
SAN MATIAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,21,21
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,51,51
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,11,11
SAN PEDRO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,44,44
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,155,155
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,8,8
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,24,24
SAN RAFAEL,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,1,1
SANTA ANA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,2,2
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,960,960
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,1,1
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,6,6
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,7,7
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,12,12
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,4,4
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,15,15
SHINAOTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,23,23
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,10,10
SICAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,8,8
SIPE SIPE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,5,5
SOPACHUY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,21,21
SORACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,48,48
SORATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,6,6
SUCRE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,142,142
TACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,4,4
TACACOMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,4,4
TACOBAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,2,2
TACOPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,35,35
TAHUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,10,10
TAPACARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,20,20
TARABUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,62,62
TARACO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,1,1
TARATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,34,34
TARIJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,145,145
TARVITA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,83,83
TEOPONTE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,13,13
TIAWANACU,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,5,5
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,12,12
TIPUANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,4,4
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,133,133
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,62,62
TOCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,13,13
TODOS SANTOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,2,2
TOLATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,11,11
TOLEDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,4,4
TOMAVE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,12,12
TOMINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,27,27
TORO TORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,13,13
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,1,1
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,44,44
TRIGAL,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,67,67
TUPIZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,51,51
TURCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,2,2
UMALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,10,10
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,70,70
URUBICHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,3,3
UYUNI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,19,19
VACAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,9,9
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,25,25
VIACHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,77,77
VILA VILA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,4,4
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,14,14
VILLA MONTES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,17,17
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,4,4
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,19,19
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,62,62
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,4,4
VILLAZON,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,81,81
VINTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,43,43
VITICHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,19,19
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,21,21
YACUIBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,245,245
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,48,48
YANACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,14,14
YAPACANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,70,70
YOCALLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,5,5
YOTALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,13,13
YUNCHARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,6,6
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-04-01,35,35
ACACIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,14,14
ACHACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,6,6
AIQUILE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,46,46
ALALAY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,2,2
ALCALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,27,27
ANDAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,74,74
ANTEQUERA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,4,4
ANZALDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,9,9
APOLO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,1,1
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,11,11
ARANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,4,4
ARBIETO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,27,27
ARQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,10,10
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,44,44
ATOCHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,13,13
AYO AYO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,20,20
AZURDUY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,5,5
BATALLAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,7,7
BAURES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,1,1
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,37,37
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,1,1
BELLA FLOR,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,2,2
BERMEJO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,34,34
BETANZOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,88,88
BOLIVAR,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,5,5
BOYUIBE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,5,5
BUENA VISTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,12,12
CABEZAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,18,18
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,54,54
CALAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,26,26
CAMARGO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,56,56
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,10,10
CAMIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,30,30
CAPINOTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,33,33
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,8,8
CARACOLLO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,43,43
CARANAVI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,1,1
CARAPARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,11,11
CARIPUYO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,233,233
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,8,8
CHACARILLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,96,96
CHAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,41,41
CHARAGUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,8,8
CHIMORE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,15,15
CHIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,9,9
CHOQUE COTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,9,9
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,8,8
CKOCHAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,52,52
CLIZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,2,2
COBIJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,20,20
COCAPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,6,6
COCHABAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,85,85
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,2,2
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,19,19
COLLANA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,1,1
COLOMI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,14,14
COLQUECHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,54,54
COLQUENCHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,4,4
COMARAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,13,13
CONCEPCION,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,20,20
CORO CORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,7,7
COROICO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,1,1
CORQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,10,10
COTAGAITA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,117,117
COTOCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,14,14
CRUZ DE MACHACAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,1,1
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,17,17
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,3,3
CUEVO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,3,3
CULPINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,20,20
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,10,10
CURVA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,1070,1070
EL CHORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,11,11
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,12,12
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,64,64
EL TORNO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,155,155
EL VILLAR,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,24,24
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2017-05-01,99,99
