,group,variable,month,CIRUGÍAS MEDIANAS Y MAYORES CANTIDAD,CIRUGÍAS MEDIANAS Y MAYORES CANTIDAD,TOTALES
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2011-04-01,40,51,91
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2011-04-01,5,39,44
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2011-04-01,7,11,18
VINTO,cirugias y anestesias,cirugias medianas y mayores,2011-04-01,20,35,55
WARNES,cirugias y anestesias,cirugias medianas y mayores,2011-04-01,0,28,28
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2011-04-01,28,83,111
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2011-04-01,5,22,27
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,0,3,3
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,2,14,16
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,2,16,18
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,3,2,5
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,0,2,2
BAURES,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,1,1,2
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,9,46,55
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,7,19,26
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,10,66,76
CARACOLLO,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,5,4,9
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,3,29,32
CARMEN RIVERO TORREZ,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,1,0,1
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,4,7,11
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,0,12,12
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2011-05-01,4,13,17
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,52,107,159
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,1117,2119,3236
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,27,36,63
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,0,25,25
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,3,16,19
COROICO,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,3,12,15
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,2,0,2
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,2,6,8
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,306,508,814
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,10,23,33
ENTRE RIOS TRJ,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,1,0,1
ESCOMA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,1,2,3
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,10,56,66
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,0,2,2
JESUS DE MACHACA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,2,2,4
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,987,1904,2891
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,0,5,5
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,0,12,12
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,9,24,33
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,49,144,193
ORURO,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,155,476,631
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,12,13,25
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,6,19,25
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,12,41,53
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,123,189,312
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,12,35,47
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,7,19,26
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,9,57,66
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,9,44,53
REYES,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,0,8,8
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,72,212,284
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,0,8,8
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,2,22,24
SACABA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,16,83,99
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,2,10,12
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,8,32,40
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,0,20,20
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,18,26,44
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,8,57,65
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2011-05-01,2,14,16
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,1,5,6
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,5,24,29
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,20,20,40
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,5,32,37
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,2,8,10
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,3,6,9
SAN RAMON BENI,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,0,3,3
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,1,13,14
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,1668,1936,3604
SHINAOTA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,0,28,28
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,0,2,2
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,284,442,726
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,3,2,5
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,224,405,629
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,2,23,25
TOTORA(CBBA),cirugias y anestesias,cirugias medianas y mayores,2011-05-01,1,5,6
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,101,251,352
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,24,29,53
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,11,21,32
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,9,38,47
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,9,9,18
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,36,39,75
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,13,61,74
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,8,17,25
VINTO,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,0,13,13
WARNES,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,0,39,39
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,37,124,161
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,11,26,37
YOTALA,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,0,3,3
ZUDAÑEZ,cirugias y anestesias,cirugias medianas y mayores,2011-05-01,0,1,1
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,2,5,7
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,2,16,18
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,3,7,10
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,1,0,1
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,0,2,2
BAURES,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,0,2,2
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,1,1,2
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,5,17,22
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,15,68,83
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,9,18,27
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,2,4,6
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,0,12,12
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2011-06-01,2,6,8
CLIZA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,0,5,5
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,28,95,123
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,1058,1864,2922
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,34,46,80
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,0,24,24
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,1,7,8
COROICO,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,10,15,25
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,1,11,12
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,285,531,816
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,12,20,32
ENTRE RIOS TRJ,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,0,4,4
ESCOMA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,1,2,3
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,10,48,58
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,0,2,2
INCAHUASI,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,2,2,4
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,929,1863,2792
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,16,25,41
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,0,3,3
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,1,10,11
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,18,25,43
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,45,172,217
ORURO,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,95,465,560
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,7,17,24
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,4,15,19
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,19,48,67
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,105,196,301
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,18,18,36
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,15,21,36
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,27,83,110
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,39,8,47
REYES,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,1,5,6
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,69,73,142
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,0,5,5
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,2,14,16
SACABA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,24,105,129
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,1,13,14
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,1,35,36
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,1,5,6
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,2,14,16
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,6,10,16
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,18,75,93
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,1,1,2
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,1,14,15
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,32,0,32
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,8,18,26
SAN LUCAS,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,2,4,6
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,2,5,7
SAN RAMON SCZ,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,4,3,7
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,1,18,19
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,1258,2236,3494
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,0,1,1
SHINAOTA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,0,7,7
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,2,7,9
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,244,476,720
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,4,9,13
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,190,325,515
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,2,27,29
TOTORA(CBBA),cirugias y anestesias,cirugias medianas y mayores,2011-06-01,2,6,8
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,129,214,343
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,23,30,53
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,4,21,25
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,12,32,44
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,2,19,21
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,35,67,102
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,9,58,67
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,5,17,22
VINTO,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,13,17,30
WARNES,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,0,30,30
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,33,94,127
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2011-06-01,21,48,69
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,1,6,7
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,0,16,16
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,3,20,23
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,6,3,9
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2011-07-01,0,2,2
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,0,3,3
BAURES,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,1,5,6
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,8,34,42
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,6,22,28
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,13,54,67
CARACOLLO,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,1,4,5
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,1,15,16
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,1,6,7
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,1,18,19
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2011-07-01,2,7,9
CLIZA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,0,8,8
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,26,72,98
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,1223,2112,3335
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,34,73,107
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,1,17,18
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,2,14,16
COROICO,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,6,12,18
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,1,4,5
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,1,5,6
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,292,526,818
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,11,18,29
ENTRE RIOS TRJ,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,8,18,26
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,34,61,95
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,0,5,5
JESUS DE MACHACA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,2,4,6
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,1063,3259,4322
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,13,54,67
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,10,11,21
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,0,7,7
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,14,21,35
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,64,125,189
ORURO,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,332,462,794
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,7,23,30
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,3,9,12
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,29,49,78
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,119,224,343
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,20,36,56
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,16,23,39
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,16,34,50
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,15,62,77
REYES,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,3,3,6
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,30,152,182
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,21,33,54
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,4,10,14
SACABA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,11,40,51
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,0,6,6
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,10,37,47
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,0,3,3
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,2,18,20
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,6,10,16
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,6,70,76
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2011-07-01,1,5,6
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,0,5,5
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,4,17,21
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,48,0,48
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,8,7,15
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,7,5,12
SAN RAMON SCZ,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,4,1,5
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,2,15,17
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,2063,2108,4171
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,0,2,2
SHINAOTA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,0,5,5
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,0,5,5
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,397,680,1077
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,6,3,9
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,237,390,627
TARVITA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,0,2,2
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,2,22,24
TOTORA(CBBA),cirugias y anestesias,cirugias medianas y mayores,2011-07-01,0,5,5
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,173,245,418
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,8,26,34
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,0,13,13
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,15,24,39
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,6,1,7
VILLA MONTES,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,22,58,80
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,13,66,79
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,2,22,24
VINTO,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,12,21,33
WARNES,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,0,26,26
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,35,97,132
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2011-07-01,8,36,44
ACHACACHI,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,1,4,5
AIQUILE,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,2,10,12
ASCENCION DE GUARAYOS,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,10,16,26
ATOCHA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,2,4,6
AYOPAYA (V. DE INDEPENDENCIA),cirugias y anestesias,cirugias medianas y mayores,2011-08-01,0,1,1
AZURDUY,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,0,3,3
BAURES,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,0,1,1
BERMEJO,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,13,38,51
CAMARGO,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,9,18,27
CAMIRI,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,17,48,65
CARACOLLO,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,8,7,15
CARANAVI,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,1,4,5
CHALLAPATA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,1,8,9
CHARAGUA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,0,20,20
CHULUMANI (V. DE LA LIBERTAD),cirugias y anestesias,cirugias medianas y mayores,2011-08-01,0,9,9
CLIZA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,0,2,2
COBIJA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,46,113,159
COCHABAMBA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,1081,1753,2834
COLCAPIRHUA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,16,31,47
COMARAPA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,4,42,46
CONCEPCION,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,3,9,12
COROICO,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,4,18,22
COTOCA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,0,11,11
CULPINA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,1,3,4
EL ALTO,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,283,563,846
EL TORNO,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,14,26,40
GUAYARAMERIN,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,28,48,76
HUANUNI,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,6,18,24
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,1108,2144,3252
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,20,13,33
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,0,10,10
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,0,5,5
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,20,43,63
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,53,142,195
ORURO,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,303,428,731
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,11,25,36
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,4,14,18
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,13,37,50
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,121,249,370
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,28,45,73
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,8,37,45
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,14,51,65
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,35,101,136
REYES,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,0,5,5
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,80,196,276
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,2,7,9
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,1,18,19
SACABA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,16,87,103
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,2,12,14
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,5,26,31
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,1,8,9
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,1,17,18
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,1,4,5
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,20,86,106
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2011-08-01,5,4,9
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2011-08-01,1,3,4
