municipality,group,variable,month,Pacientes derivados de la comunidad o medicina tradicional,TOTAL
VILLA MONTES,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,2,2
VILLA SERRANO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,3,3
VILLA TUNARI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,3,3
YUNCHARA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-10-01,4,4
ASCENCION DE GUARAYOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,3,3
BERMEJO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,5,5
CAJUATA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,3,3
CAPINOTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,5,5
CKOCHAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,2,2
COCHABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,3,3
COTAGAITA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,4,4
COTOCA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,7,7
EL ALTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,10,10
EL CHORO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,54,54
LA ASUNTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,7,7
LA PAZ,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,1,1
MIZQUE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,2,2
PADCAYA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,1,1
PAMPA GRANDE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,1,1
RIBERALTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,1,1
RURRENABAQUE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,1,1
SACABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,6,6
SAN JULIAN,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,47,47
SAN LORENZO(TJA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,1,1
SAN PEDRO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,7,7
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,5,5
SORACACHI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,1,1
SUCRE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,174,174
TAPACARI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,1,1
TARVITA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,3,3
VILLA MONTES,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,2,2
VILLA TUNARI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-11-01,1,1
ACHACACHI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,1,1
ALALAY,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,1,1
ASCENCION DE GUARAYOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,1,1
BERMEJO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,8,8
BETANZOS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,1,1
CAPINOTA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,3,3
CHARAGUA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,1,1
CHIMORE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,2,2
CKOCHAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,2,2
COCHABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,1,1
COTAGAITA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,2,2
COTOCA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,5,5
EL ALTO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,5,5
EL CHORO,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,1,1
EL PUENTE(TJA),referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,1,1
MACHARETI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,2,2
PAMPA GRANDE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,5,5
POCOATA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,1,1
SACABAMBA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,3,3
SAN JULIAN,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,42,42
SAN LUCAS,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,1,1
SAN RAFAEL,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,8,8
SORATA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,1,1
SUCRE,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,355,355
TINGUIPAYA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,1,1
TUPIZA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,8,8
URUBICHA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,2,2
VILLA TUNARI,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,6,6
WARNES,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,1,1
YUNCHARA,referencias y retornos,pacientes derivados de la comunidad o medicina tradicional,2012-12-01,1,1
