municipality,group,variable,month,Pacientes retornados al establecimiento de origen,TOTAL
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,50,50
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,5,5
COLPA BELGICA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,14,14
COLQUECHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,3,3
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,4,4
COROICO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,1,1
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,3,3
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,11,11
CUATRO CAÑADAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,1,1
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,1,1
EL CHORO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,5,5
EL PUENTE(STC),referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,1,1
GUAYARAMERIN,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,2,2
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,2,2
HUACARETA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,2,2
HUACAYA (VILLA DE HUACAYA),referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,2,2
HUARACAJE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,1,1
INCAHUASI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,1,1
IXIAMAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,2,2
LA GUARDIA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,4,4
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,166,166
LAJA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,1,1
LICOMA PAMPA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,1,1
LURIBAY,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,2,2
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,4,4
MAIRANA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,2,2
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,5,5
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,229,229
OCURI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,1,1
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,56,56
PADCAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,4,4
PALOS BLANCOS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,2,2
PELECHUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,1,1
POJO (CBBA),referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,1,1
PORCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,1,1
PORONGO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,1,1
POSTRER VALLE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,1,1
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,61,61
PRESTO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,1,1
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,4,4
PUNA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,1,1
PUNATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,2,2
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,7,7
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,14,14
SACABA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,2,2
SAN ANDRES,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,3,3
SAN CARLOS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,2,2
SAN IGNACIO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,1,1
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,22,22
SAN JAVIER(BNI),referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,1,1
SAN JULIAN,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,1,1
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,2,2
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,7,7
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,11,11
SAPAHAQUI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,1,1
SHINAOTA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,3,3
SORACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,2,2
SORATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,3,3
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,168,168
TAPACARI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,1,1
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,1,1
TARATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,1,1
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,13,13
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,13,13
TOLEDO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,4,4
TOMAVE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,3,3
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,4,4
TOTORA(ORR),referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,2,2
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,50,50
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,20,20
VIACHA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,1,1
VILLA CHARCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,1,1
VILLA MONTES,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,1,1
VILLA SERRANO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,3,3
VILLA TUNARI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,7,7
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,5,5
WARNES,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,4,4
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,19,19
YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,2,2
YOCALLA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-04-01,1,1
ACHACACHI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,2,2
ALCALA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,3,3
ARAMPAMPA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
ATOCHA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,4,4
AYO AYO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,5,5
BAURES,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
BERMEJO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,2,2
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
BUENA VISTA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,2,2
CAJUATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
CAPINOTA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
CHALLAPATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
CHARAGUA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
CKOCHAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,41,41
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,15,15
COLPA BELGICA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,14,14
COLQUIRI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,2,2
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,4,4
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,25,25
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,10,10
CUATRO CAÑADAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,3,3
CULPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
DESAGUADERO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,5,5
EL CHORO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,4,4
EL PUENTE(STC),referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,6,6
EUCALIPTUS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,2,2
FERNANDEZ ALONSO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,2,2
GUAYARAMERIN,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,2,2
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
HUACARETA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,2,2
HUACAYA (VILLA DE HUACAYA),referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,2,2
JESUS DE MACHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,2,2
LA ASUNTA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
LA GUARDIA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,8,8
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,306,306
LAGUNILLAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
LURIBAY,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,4,4
MACHACAMARCA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
MACHARETI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,3,3
MAIRANA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
MECAPACA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,3,3
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,139,139
MOROCHATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
OCURI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,3,3
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,69,69
PADCAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,2,2
PADILLA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
PASORAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
POROMA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,3,3
PORONGO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,6,6
POSTRER VALLE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,39,39
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,6,6
PUERTO VILLARROEL,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,5,5
PUNA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
PUNATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
QUIABAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
QUILLACOLLO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,8,8
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,21,21
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,5,5
SACABA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,2,2
SAIPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
SALINAS DE GARCI MENDOZA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
SAN CARLOS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
SAN IGNACIO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,4,4
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,40,40
SAN JULIAN,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,3,3
SAN LORENZO(PND),referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,2,2
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,7,7
SAN PEDRO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
SANTA ANA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,25,25
SHINAOTA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
SOPACHUY,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,4,4
SORATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,3,3
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,164,164
TAPACARI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,2,2
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
TARATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,2,2
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,27,27
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,14,14
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,25,25
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,71,71
URUBICHA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
VIACHA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
VILLA MONTES,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
VILLA RIVERO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
VILLA SERRANO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,5,5
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,23,23
VINTO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
WARNES,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,7,7
YACUIBA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,42,42
YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,5,5
YUNCHARA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
ZUDAÑEZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-05-01,1,1
ALCALA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,2,2
ANZALDO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
ATOCHA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
AYO AYO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
BERMEJO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,3,3
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,4,4
BUENA VISTA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,3,3
CAQUIAVIRI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
CHULUMANI (V. DE LA LIBERTAD),referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,53,53
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,17,17
COLPA BELGICA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,34,34
COLQUIRI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,4,4
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,5,5
CONCEPCION,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,2,2
COROICO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,27,27
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,4,4
CUATRO CAÑADAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
CULPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,9,9
EL CHORO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,5,5
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,5,5
ENTRE RIOS TRJ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
ENTRE RIOS CBBA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
FERNANDEZ ALONSO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,3,3
GUAYARAMERIN,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,3,3
GUTIERREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,2,2
HUACAYA (VILLA DE HUACAYA),referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
JESUS DE MACHACA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,2,2
LA GUARDIA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,4,4
LA PAZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,389,389
LAJA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,2,2
LURIBAY,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,11,11
MACHACAMARCA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
MAGDALENA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
MONTEAGUDO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,2,2
MONTERO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,159,159
MORO MORO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
ORURO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,111,111
POCOATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
POCONA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
POOPO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
POTOSI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,49,49
PUCARANI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
PUERTO GONZALO MORENO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,2,2
PUERTO PEREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
PUERTO SUAREZ,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,10,10
PUERTO VILLARROEL,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
PUNA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,3,3
QUIABAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
QUILLACOLLO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,4,4
RIBERALTA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,79,79
ROBORE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,15,15
SACABA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,14,14
SAIPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
SAN ANDRES,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
SAN BORJA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
SAN BUENA VENTURA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
SAN CARLOS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,4,4
SAN IGNACIO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,2,2
SAN IGNACIO DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,28,28
SAN JAVIER(BNI),referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
SAN JULIAN,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
SAN LUCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,5,5
SAN MIGUEL DE VELASCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,3,3
SANTA CRUZ DE LA SIERRA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,38,38
SANTA ROSA DEL SARA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,3,3
SANTIAGO DE HUARI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
SICA SICA (VILLA AROMA),referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
SOPACHUY,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,3,3
SUCRE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,184,184
TACOPAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
TAPACARI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
TARABUCO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
TARATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,2,2
TARIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,32,32
TARVITA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,16,16
TINGUIPAYA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,2,2
TOLATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,3,3
TOMINA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,7,7
TRINIDAD,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,22,22
TUPIZA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,37,37
URUBICHA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
VIACHA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
VILLA CHARCAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,2,2
VILLA MONTES,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
VILLA SERRANO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,4,4
VILLA TUNARI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,2,2
VILLAZON,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,28,28
VINTO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,2,2
WARNES,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,5,5
YAPACANI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
YUNCHARA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-06-01,1,1
ALCALA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,2,2
ANCORAIMES,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
ARAMPAMPA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
ARBIETO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
ARQUE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
ATOCHA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,5,5
AZURDUY,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,7,7
BERMEJO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,5,5
BETANZOS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,4,4
BOYUIBE,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
CAJUATA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,2,2
CAMARGO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
CAQUIAVIRI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
CARAPARI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
CHARAGUA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
COBIJA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,61,61
COCHABAMBA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,20,20
COLPA BELGICA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,19,19
COLQUIRI,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
COMARAPA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,3,3
CONCEPCION,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,4,4
COTAGAITA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,29,29
COTOCA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,16,16
CRUZ DE MACHACAMARCA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
CUCHUMUELA (V. G. VILLARROEL),referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,3,3
CULPINA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
CURAHUARA DE CARANGAS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
CURVA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
EL ALTO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,16,16
EL CHORO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,4,4
EL TORNO,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,9,9
ENTRE RIOS CBBA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
ESCARA,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,1,1
EUCALIPTUS,referencias y retornos,pacientes retornados al establecimiento de origen,2012-07-01,2,2
