,group,variable,month,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES EMB,RESTAURACIONES EMB,RESTAURACIONES POST,RESTAURACIONES POST,TOTALES
PALOS BLANCOS,atencion odontologica,restauraciones,2018-04-01,45,47,13,17,7,43,11,77,9,7,0,0,0,0,276
PAMPA AULLAGAS,atencion odontologica,restauraciones,2018-04-01,5,1,4,3,1,3,0,6,0,2,0,0,0,0,25
PAMPA GRANDE,atencion odontologica,restauraciones,2018-04-01,5,2,0,1,0,0,0,5,2,1,0,0,0,0,16
PAPEL PAMPA,atencion odontologica,restauraciones,2018-04-01,1,1,1,0,0,1,3,6,2,5,0,0,0,0,20
PASORAPA,atencion odontologica,restauraciones,2018-04-01,5,4,2,3,0,2,2,13,14,2,0,0,0,0,47
PATACAMAYA,atencion odontologica,restauraciones,2018-04-01,57,64,8,11,1,8,4,67,2,0,0,0,0,0,222
PAZÑA,atencion odontologica,restauraciones,2018-04-01,11,5,15,27,0,2,11,28,11,6,0,0,0,0,116
PELECHUCO,atencion odontologica,restauraciones,2018-04-01,22,18,1,2,0,4,1,6,6,4,0,0,0,0,64
POCOATA,atencion odontologica,restauraciones,2018-04-01,34,27,2,0,0,6,1,21,18,45,0,0,0,0,154
POCONA,atencion odontologica,restauraciones,2018-04-01,24,21,31,33,1,21,5,35,7,7,0,0,0,0,185
POJO (CBBA),atencion odontologica,restauraciones,2018-04-01,31,12,1,5,4,14,8,22,4,1,0,0,0,0,102
POOPO,atencion odontologica,restauraciones,2018-04-01,47,28,72,71,26,31,83,79,8,12,0,0,0,0,457
PORCO,atencion odontologica,restauraciones,2018-04-01,5,11,1,2,1,3,1,17,0,0,0,0,0,0,41
POROMA,atencion odontologica,restauraciones,2018-04-01,5,9,45,55,27,20,9,75,2,0,0,0,0,0,247
PORONGO,atencion odontologica,restauraciones,2018-04-01,7,0,0,0,0,5,0,8,0,2,0,0,0,0,22
PORTACHUELO,atencion odontologica,restauraciones,2018-04-01,1,5,2,2,0,1,1,2,1,0,0,0,0,0,15
PORVENIR,atencion odontologica,restauraciones,2018-04-01,13,6,21,17,2,15,3,32,4,0,0,0,0,0,113
POSTRER VALLE,atencion odontologica,restauraciones,2018-04-01,9,8,0,0,0,7,2,1,0,3,0,0,0,0,30
POTOSI,atencion odontologica,restauraciones,2018-04-01,270,312,187,254,243,461,374,753,110,126,0,0,0,0,3090
PRESTO,atencion odontologica,restauraciones,2018-04-01,9,6,23,24,27,24,14,53,3,0,0,0,0,0,183
PUCARA,atencion odontologica,restauraciones,2018-04-01,2,0,0,3,0,0,0,29,0,0,0,0,0,0,34
PUCARANI,atencion odontologica,restauraciones,2018-04-01,31,25,5,5,6,18,25,51,15,7,0,0,0,0,188
PUERTO ACOSTA,atencion odontologica,restauraciones,2018-04-01,3,1,1,2,0,6,2,7,1,1,0,0,0,0,24
PUERTO CARABUCO,atencion odontologica,restauraciones,2018-04-01,2,6,1,3,4,8,6,16,1,2,0,0,0,0,49
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2018-04-01,19,3,43,18,5,12,13,20,0,0,0,0,0,0,133
PUERTO PEREZ,atencion odontologica,restauraciones,2018-04-01,2,0,3,0,0,0,1,4,0,0,0,0,0,0,10
PUERTO QUIJARRO,atencion odontologica,restauraciones,2018-04-01,8,7,12,7,0,2,2,21,14,5,0,0,0,0,78
PUERTO RICO,atencion odontologica,restauraciones,2018-04-01,2,1,2,1,1,6,13,7,3,0,0,0,0,0,36
PUERTO SUAREZ,atencion odontologica,restauraciones,2018-04-01,22,6,18,7,1,4,7,38,4,6,0,0,0,0,113
PUERTO VILLARROEL,atencion odontologica,restauraciones,2018-04-01,67,60,10,18,8,65,15,191,10,12,0,0,0,0,456
PUNA,atencion odontologica,restauraciones,2018-04-01,18,27,3,4,2,10,11,38,6,16,0,0,0,0,135
PUNATA,atencion odontologica,restauraciones,2018-04-01,55,44,15,29,6,52,11,79,26,37,0,0,0,0,354
QUIABAYA,atencion odontologica,restauraciones,2018-04-01,7,0,1,3,1,3,4,6,0,0,0,0,0,0,25
QUILLACOLLO,atencion odontologica,restauraciones,2018-04-01,295,327,158,232,129,216,324,727,183,122,0,0,0,0,2713
QUIME,atencion odontologica,restauraciones,2018-04-01,53,56,34,11,8,24,36,25,11,2,0,0,0,0,260
QUIRUSILLAS,atencion odontologica,restauraciones,2018-04-01,1,4,0,1,0,1,0,0,0,1,0,0,0,0,8
RAVELO,atencion odontologica,restauraciones,2018-04-01,50,44,0,3,0,18,12,20,13,8,0,0,0,0,168
REYES,atencion odontologica,restauraciones,2018-04-01,1,2,12,18,1,2,20,29,0,7,0,0,0,0,92
RIBERALTA,atencion odontologica,restauraciones,2018-04-01,57,50,44,27,3,44,31,112,8,11,0,0,0,0,387
ROBORE,atencion odontologica,restauraciones,2018-04-01,4,2,5,15,9,24,34,63,10,14,0,0,0,0,180
RURRENABAQUE,atencion odontologica,restauraciones,2018-04-01,25,11,16,22,17,20,27,48,12,6,0,0,0,0,204
SABAYA,atencion odontologica,restauraciones,2018-04-01,1,3,30,25,24,10,2,12,13,3,0,0,0,0,123
SACABA,atencion odontologica,restauraciones,2018-04-01,292,296,116,109,44,65,79,361,58,54,0,0,0,0,1474
SACABAMBA,atencion odontologica,restauraciones,2018-04-01,4,6,13,14,0,2,1,7,3,3,0,0,0,0,53
SACACA,atencion odontologica,restauraciones,2018-04-01,4,5,0,2,0,3,8,18,2,2,0,0,0,0,44
SAIPINA,atencion odontologica,restauraciones,2018-04-01,8,11,5,3,0,3,7,7,3,0,0,0,0,0,47
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2018-04-01,33,33,57,76,11,18,79,66,16,14,0,0,0,0,403
SAMAIPATA,atencion odontologica,restauraciones,2018-04-01,8,14,14,13,2,14,24,34,4,3,0,0,0,0,130
SAN AGUSTIN,atencion odontologica,restauraciones,2018-04-01,1,0,1,2,0,0,0,0,0,0,0,0,0,0,4
SAN ANDRES,atencion odontologica,restauraciones,2018-04-01,5,3,4,13,0,7,1,36,1,0,0,0,0,0,70
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2018-04-01,5,5,2,8,1,0,3,9,2,6,0,0,0,0,41
SAN ANTONIO DE ESMORUCO,atencion odontologica,restauraciones,2018-04-01,0,0,0,0,0,2,1,10,0,2,0,0,0,0,15
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2018-04-01,0,7,1,2,1,8,3,8,4,0,0,0,0,0,34
SAN BENITO,atencion odontologica,restauraciones,2018-04-01,36,53,4,6,0,1,2,12,3,5,0,0,0,0,122
SAN BORJA,atencion odontologica,restauraciones,2018-04-01,60,25,6,9,7,25,9,74,11,3,0,0,0,0,229
SAN BUENA VENTURA,atencion odontologica,restauraciones,2018-04-01,5,2,2,1,0,2,1,7,0,3,0,0,0,0,23
SAN CARLOS,atencion odontologica,restauraciones,2018-04-01,18,21,14,15,10,13,21,26,5,0,0,0,0,0,143
SAN IGNACIO,atencion odontologica,restauraciones,2018-04-01,41,30,25,45,29,64,87,140,6,8,0,0,0,0,475
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2018-04-01,43,35,23,20,3,34,24,84,25,14,0,0,0,0,305
SAN JAVIER(BNI),atencion odontologica,restauraciones,2018-04-01,1,6,0,3,0,3,1,4,0,0,0,0,0,0,18
SAN JAVIER(STC),atencion odontologica,restauraciones,2018-04-01,3,11,10,4,0,0,11,28,4,1,0,0,0,0,72
SAN JOAQUIN,atencion odontologica,restauraciones,2018-04-01,11,2,5,2,9,30,13,32,1,8,0,0,0,0,113
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2018-04-01,21,6,11,34,13,20,21,88,5,8,0,0,0,0,227
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2018-04-01,61,26,1,14,4,4,3,25,5,0,0,0,0,0,143
SAN JULIAN,atencion odontologica,restauraciones,2018-04-01,61,70,5,9,9,27,10,115,16,6,0,0,0,0,328
SAN LORENZO(PND),atencion odontologica,restauraciones,2018-04-01,3,4,0,0,0,2,0,4,0,0,0,0,0,0,13
SAN LORENZO(TJA),atencion odontologica,restauraciones,2018-04-01,9,7,50,56,12,36,56,169,11,3,0,0,0,0,409
SAN LUCAS,atencion odontologica,restauraciones,2018-04-01,84,69,10,7,9,25,22,68,5,3,0,0,0,0,302
SAN MATIAS,atencion odontologica,restauraciones,2018-04-01,9,7,0,0,1,3,9,12,1,0,0,0,0,0,42
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2018-04-01,2,27,0,3,0,5,4,12,1,1,0,0,0,0,55
SAN PABLO DE LIPEZ,atencion odontologica,restauraciones,2018-04-01,2,0,0,2,1,2,3,15,1,0,0,0,0,0,26
SAN PEDRO,atencion odontologica,restauraciones,2018-04-01,11,21,26,19,24,28,17,51,13,13,0,0,0,0,223
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2018-04-01,6,5,26,20,4,15,3,39,14,14,0,0,0,0,146
SAN PEDRO DE CURAHUARA,atencion odontologica,restauraciones,2018-04-01,6,6,11,7,7,14,16,26,4,1,0,0,0,0,98
SAN PEDRO DE QUEMES,atencion odontologica,restauraciones,2018-04-01,2,4,0,1,0,1,0,0,0,0,0,0,0,0,8
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2018-04-01,12,1,0,3,0,2,0,11,2,2,0,0,0,0,33
SAN PEDRO(PND),atencion odontologica,restauraciones,2018-04-01,1,3,0,3,3,8,2,10,0,0,0,0,0,0,30
SAN RAFAEL,atencion odontologica,restauraciones,2018-04-01,8,6,0,0,2,1,1,14,0,0,0,0,0,0,32
SAN RAMON BENI,atencion odontologica,restauraciones,2018-04-01,0,1,1,3,0,1,1,12,0,0,0,0,0,0,19
SAN RAMON SCZ,atencion odontologica,restauraciones,2018-04-01,15,19,20,12,5,5,5,5,1,1,0,0,0,0,88
SANTA ANA,atencion odontologica,restauraciones,2018-04-01,1,8,12,29,8,39,40,78,0,10,0,0,0,0,225
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2018-04-01,741,833,731,902,448,966,1577,5193,434,332,0,0,0,0,12157
SANTA ROSA,atencion odontologica,restauraciones,2018-04-01,0,2,0,0,0,0,0,1,0,1,0,0,0,0,4
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2018-04-01,42,28,2,1,2,21,9,48,4,2,0,0,0,0,159
SANTIAGO DE CALLAPA,atencion odontologica,restauraciones,2018-04-01,4,4,0,0,0,4,0,2,1,0,0,0,0,0,15
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2018-04-01,37,27,33,46,16,19,36,68,35,39,0,0,0,0,356
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2018-04-01,12,4,5,2,0,4,10,33,49,49,0,0,0,0,168
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2018-04-01,1,7,1,3,1,5,1,5,0,0,0,0,0,0,24
SANTIVAÑES,atencion odontologica,restauraciones,2018-04-01,10,12,13,31,0,6,15,30,9,21,0,0,0,0,147
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2018-04-01,12,8,7,7,2,4,4,2,1,5,0,0,0,0,52
SAPAHAQUI,atencion odontologica,restauraciones,2018-04-01,19,7,2,4,5,8,4,30,10,4,0,0,0,0,93
SENA,atencion odontologica,restauraciones,2018-04-01,21,5,0,0,0,20,1,69,2,0,0,0,0,0,118
SHINAOTA,atencion odontologica,restauraciones,2018-04-01,10,30,0,2,2,11,2,18,3,1,0,0,0,0,79
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2018-04-01,22,28,2,1,0,3,7,22,14,16,0,0,0,0,115
SICAYA,atencion odontologica,restauraciones,2018-04-01,2,5,0,0,0,1,1,5,0,1,0,0,0,0,15
SIPE SIPE,atencion odontologica,restauraciones,2018-04-01,167,181,22,29,4,16,36,173,29,34,0,0,0,0,691
SOPACHUY,atencion odontologica,restauraciones,2018-04-01,7,22,5,3,0,4,21,30,1,0,0,0,0,0,93
SORACACHI,atencion odontologica,restauraciones,2018-04-01,9,47,86,107,10,30,7,40,18,36,0,0,0,0,390
SORATA,atencion odontologica,restauraciones,2018-04-01,16,39,1,5,1,8,7,28,1,1,0,0,0,0,107
SUCRE,atencion odontologica,restauraciones,2018-04-01,599,667,836,856,334,740,1455,3016,284,222,0,0,0,0,9009
TACACHI,atencion odontologica,restauraciones,2018-04-01,3,0,0,0,0,0,0,6,0,0,0,0,0,0,9
TACACOMA,atencion odontologica,restauraciones,2018-04-01,10,10,4,0,2,3,9,10,0,0,0,0,0,0,48
TACOPAYA,atencion odontologica,restauraciones,2018-04-01,18,11,1,0,0,8,8,23,30,34,0,0,0,0,133
TAHUA,atencion odontologica,restauraciones,2018-04-01,0,10,0,2,0,0,0,15,2,2,0,0,0,0,31
TAPACARI,atencion odontologica,restauraciones,2018-04-01,25,52,0,1,2,30,2,99,18,25,0,0,0,0,254
TARABUCO,atencion odontologica,restauraciones,2018-04-01,23,27,15,16,6,16,16,28,1,6,0,0,0,0,154
TARACO,atencion odontologica,restauraciones,2018-04-01,7,5,5,0,0,3,1,9,7,5,0,0,0,0,42
TARATA,atencion odontologica,restauraciones,2018-04-01,10,11,8,3,1,12,6,27,8,10,0,0,0,0,96
TARIJA,atencion odontologica,restauraciones,2018-04-01,87,156,446,349,255,339,818,1259,91,90,0,0,0,0,3890
TARVITA,atencion odontologica,restauraciones,2018-04-01,22,13,6,10,5,15,7,57,2,0,0,0,0,0,137
TEOPONTE,atencion odontologica,restauraciones,2018-04-01,6,6,5,6,1,9,9,16,3,2,0,0,0,0,63
TIAWANACU,atencion odontologica,restauraciones,2018-04-01,14,16,0,1,0,3,4,21,2,0,0,0,0,0,61
TINGUIPAYA,atencion odontologica,restauraciones,2018-04-01,5,13,1,6,2,14,8,25,10,16,0,0,0,0,100
TIPUANI,atencion odontologica,restauraciones,2018-04-01,12,16,0,1,0,4,1,5,2,0,0,0,0,0,41
TIQUIPAYA,atencion odontologica,restauraciones,2018-04-01,355,398,52,66,6,59,26,352,20,17,0,0,0,0,1351
TIRAQUE (CBBA),atencion odontologica,restauraciones,2018-04-01,44,18,12,8,5,9,2,17,4,2,0,0,0,0,121
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2018-04-01,0,1,2,0,0,0,1,4,0,0,0,0,0,0,8
TOCO,atencion odontologica,restauraciones,2018-04-01,17,10,8,8,1,34,1,32,14,4,0,0,0,0,129
TODOS SANTOS,atencion odontologica,restauraciones,2018-04-01,0,4,12,6,4,2,0,2,0,0,0,0,0,0,30
TOLATA,atencion odontologica,restauraciones,2018-04-01,0,4,0,0,0,0,0,14,4,13,0,0,0,0,35
TOLEDO,atencion odontologica,restauraciones,2018-04-01,2,4,10,8,0,0,0,7,2,0,0,0,0,0,33
TOMAVE,atencion odontologica,restauraciones,2018-04-01,11,10,2,2,0,9,2,18,1,3,0,0,0,0,58
TOMINA,atencion odontologica,restauraciones,2018-04-01,14,28,18,18,13,8,25,60,0,1,0,0,0,0,185
TORO TORO,atencion odontologica,restauraciones,2018-04-01,7,8,0,1,0,9,7,26,7,1,0,0,0,0,66
TOTORA(CBBA),atencion odontologica,restauraciones,2018-04-01,13,22,63,63,2,10,6,24,2,4,0,0,0,0,209
TOTORA(ORR),atencion odontologica,restauraciones,2018-04-01,23,11,2,3,0,20,4,14,11,7,0,0,0,0,95
TRIGAL,atencion odontologica,restauraciones,2018-04-01,4,0,0,0,0,0,1,6,4,4,0,0,0,0,19
TRINIDAD,atencion odontologica,restauraciones,2018-04-01,20,41,100,100,134,161,271,438,33,43,0,0,0,0,1341
TUPIZA,atencion odontologica,restauraciones,2018-04-01,31,24,24,50,31,12,98,117,37,65,0,0,0,0,489
TURCO,atencion odontologica,restauraciones,2018-04-01,8,0,0,0,0,3,5,24,28,12,0,0,0,0,80
UMALA,atencion odontologica,restauraciones,2018-04-01,2,8,0,0,0,0,0,5,0,0,0,0,0,0,15
UNCIA,atencion odontologica,restauraciones,2018-04-01,23,19,6,17,14,23,19,69,0,4,0,0,0,0,194
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2018-04-01,10,13,25,42,21,42,49,113,8,4,0,0,0,0,327
URUBICHA,atencion odontologica,restauraciones,2018-04-01,2,5,0,0,1,4,1,9,0,0,0,0,0,0,22
UYUNI,atencion odontologica,restauraciones,2018-04-01,16,42,10,12,4,13,23,50,15,15,0,0,0,0,200
VACAS,atencion odontologica,restauraciones,2018-04-01,17,9,1,4,0,4,2,24,4,6,0,0,0,0,71
VALLEGRANDE,atencion odontologica,restauraciones,2018-04-01,19,12,3,4,11,11,10,62,10,10,0,0,0,0,152
VIACHA,atencion odontologica,restauraciones,2018-04-01,220,160,43,62,15,57,34,158,30,14,0,0,0,0,793
VILA VILA,atencion odontologica,restauraciones,2018-04-01,0,0,1,0,2,4,0,12,0,0,0,0,0,0,19
VILLA CHARCAS,atencion odontologica,restauraciones,2018-04-01,2,2,10,11,3,15,6,29,1,0,0,0,0,0,79
VILLA MONTES,atencion odontologica,restauraciones,2018-04-01,26,18,62,108,48,80,86,186,3,3,0,0,0,0,620
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2018-04-01,0,0,0,0,0,3,5,4,0,0,0,0,0,0,12
VILLA RIVERO,atencion odontologica,restauraciones,2018-04-01,17,16,2,4,0,5,2,11,4,0,0,0,0,0,61
VILLA SERRANO,atencion odontologica,restauraciones,2018-04-01,10,15,11,10,11,7,3,37,0,0,0,0,0,0,104
VILLA TUNARI,atencion odontologica,restauraciones,2018-04-01,162,172,31,49,7,88,47,263,30,12,0,0,0,0,861
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2018-04-01,52,39,1,2,3,18,21,77,4,1,0,0,0,0,218
VILLAZON,atencion odontologica,restauraciones,2018-04-01,59,43,31,29,26,38,30,92,22,26,0,0,0,0,396
VINTO,atencion odontologica,restauraciones,2018-04-01,148,164,2,3,0,18,4,258,9,27,0,0,0,0,633
VITICHI,atencion odontologica,restauraciones,2018-04-01,7,5,13,20,3,10,4,18,8,1,0,0,0,0,89
WALDO BALLIVIAN,atencion odontologica,restauraciones,2018-04-01,2,4,1,3,3,7,5,11,0,0,0,0,0,0,36
WARNES,atencion odontologica,restauraciones,2018-04-01,56,54,11,3,3,10,9,98,5,21,0,0,0,0,270
YACO,atencion odontologica,restauraciones,2018-04-01,4,12,0,0,0,15,0,8,0,0,0,0,0,0,39
YACUIBA,atencion odontologica,restauraciones,2018-04-01,30,24,41,61,33,50,102,228,19,15,0,0,0,0,603
YAMPARAEZ,atencion odontologica,restauraciones,2018-04-01,2,3,0,1,3,1,3,8,0,2,0,0,0,0,23
YANACACHI,atencion odontologica,restauraciones,2018-04-01,24,24,3,6,0,2,2,7,0,0,0,0,0,0,68
YAPACANI,atencion odontologica,restauraciones,2018-04-01,94,82,6,19,6,35,32,146,15,7,0,0,0,0,442
YOCALLA,atencion odontologica,restauraciones,2018-04-01,11,20,2,6,0,7,7,79,0,7,0,0,0,0,139
YOTALA,atencion odontologica,restauraciones,2018-04-01,14,33,11,15,5,8,8,26,8,4,0,0,0,0,132
YUNCHARA,atencion odontologica,restauraciones,2018-04-01,11,0,37,38,7,22,19,63,5,5,0,0,0,0,207
ZUDAÑEZ,atencion odontologica,restauraciones,2018-04-01,1,0,3,14,9,19,4,15,0,0,0,0,0,0,65
ACACIO,atencion odontologica,restauraciones,2018-05-01,1,0,0,2,1,2,4,11,0,0,0,0,0,0,21
ACHACACHI,atencion odontologica,restauraciones,2018-05-01,37,40,25,13,7,21,41,97,16,9,0,0,0,0,306
ACHOCALLA,atencion odontologica,restauraciones,2018-05-01,49,57,2,7,2,5,1,47,8,5,0,0,0,0,183
AIQUILE,atencion odontologica,restauraciones,2018-05-01,47,43,31,39,11,20,19,120,18,16,0,0,0,0,364
ALALAY,atencion odontologica,restauraciones,2018-05-01,0,6,0,0,0,0,0,1,0,0,0,0,0,0,7
ALCALA,atencion odontologica,restauraciones,2018-05-01,12,10,2,6,20,2,4,37,1,0,0,0,0,0,94
ALTO BENI,atencion odontologica,restauraciones,2018-05-01,15,31,1,9,4,14,5,25,1,2,0,0,0,0,107
ANCORAIMES,atencion odontologica,restauraciones,2018-05-01,8,8,4,0,1,4,6,9,7,5,0,0,0,0,52
ANDAMARCA,atencion odontologica,restauraciones,2018-05-01,31,23,61,52,7,4,7,7,23,13,0,0,0,0,228
ANTEQUERA,atencion odontologica,restauraciones,2018-05-01,13,15,14,31,1,11,10,14,1,22,0,0,0,0,132
ANZALDO,atencion odontologica,restauraciones,2018-05-01,2,1,24,25,20,17,3,23,2,3,0,0,0,0,120
APOLO,atencion odontologica,restauraciones,2018-05-01,7,12,1,11,1,14,2,25,13,9,0,0,0,0,95
ARAMPAMPA,atencion odontologica,restauraciones,2018-05-01,13,0,1,0,0,9,4,16,0,4,0,0,0,0,47
ARANI,atencion odontologica,restauraciones,2018-05-01,18,26,13,16,0,3,2,21,0,3,0,0,0,0,102
ARBIETO,atencion odontologica,restauraciones,2018-05-01,87,86,8,6,6,44,7,85,14,19,0,0,0,0,362
ARQUE,atencion odontologica,restauraciones,2018-05-01,22,7,8,1,5,12,5,47,2,6,0,0,0,0,115
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2018-05-01,42,75,0,9,1,60,2,149,72,5,0,0,0,0,415
ATOCHA,atencion odontologica,restauraciones,2018-05-01,10,12,19,53,54,78,104,143,2,11,0,0,0,0,486
AUCAPATA,atencion odontologica,restauraciones,2018-05-01,3,2,5,0,0,4,5,10,3,4,0,0,0,0,36
AYATA,atencion odontologica,restauraciones,2018-05-01,8,4,0,0,0,7,4,10,1,0,0,0,0,0,34
AYO AYO,atencion odontologica,restauraciones,2018-05-01,5,2,0,0,0,4,3,18,5,3,0,0,0,0,40
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2018-05-01,18,23,8,23,7,22,38,84,8,1,0,0,0,0,232
AZURDUY,atencion odontologica,restauraciones,2018-05-01,14,17,5,6,2,10,7,25,0,0,0,0,0,0,86
BATALLAS,atencion odontologica,restauraciones,2018-05-01,12,5,0,3,0,6,0,21,10,0,0,0,0,0,57
BAURES,atencion odontologica,restauraciones,2018-05-01,1,1,5,7,0,3,5,12,0,0,0,0,0,0,34
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2018-05-01,7,6,0,0,0,0,0,8,12,0,0,0,0,0,33
BELEN DE URMIRI,atencion odontologica,restauraciones,2018-05-01,0,1,0,1,6,7,0,17,0,0,0,0,0,0,32
BERMEJO,atencion odontologica,restauraciones,2018-05-01,9,5,29,48,29,55,67,175,19,12,0,0,0,0,448
BETANZOS,atencion odontologica,restauraciones,2018-05-01,50,43,11,4,4,33,19,83,31,20,0,0,0,0,298
BOLIVAR,atencion odontologica,restauraciones,2018-05-01,4,0,0,0,0,0,3,23,0,4,0,0,0,0,34
BOLPEBRA,atencion odontologica,restauraciones,2018-05-01,3,1,3,5,1,4,0,1,0,0,0,0,0,0,18
BOYUIBE,atencion odontologica,restauraciones,2018-05-01,1,0,5,0,0,1,4,5,3,0,0,0,0,0,19
BUENA VISTA,atencion odontologica,restauraciones,2018-05-01,47,19,0,4,1,13,5,44,2,3,0,0,0,0,138
CABEZAS,atencion odontologica,restauraciones,2018-05-01,14,25,5,7,2,5,8,29,3,8,0,0,0,0,106
CAIROMA,atencion odontologica,restauraciones,2018-05-01,5,5,13,16,2,8,8,19,0,1,0,0,0,0,77
"CAIZA ""D""",atencion odontologica,restauraciones,2018-05-01,6,5,0,5,0,2,0,16,0,3,0,0,0,0,37
CAJUATA,atencion odontologica,restauraciones,2018-05-01,15,14,9,11,6,6,6,26,0,0,0,0,0,0,93
CALACOTO,atencion odontologica,restauraciones,2018-05-01,4,2,0,0,0,2,0,3,1,0,0,0,0,0,12
CALAMARCA,atencion odontologica,restauraciones,2018-05-01,6,38,35,40,3,12,14,33,0,7,0,0,0,0,188
CAMARGO,atencion odontologica,restauraciones,2018-05-01,25,19,5,20,0,12,2,32,1,1,0,0,0,0,117
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2018-05-01,2,1,1,1,0,3,6,12,0,0,0,0,0,0,26
CAMIRI,atencion odontologica,restauraciones,2018-05-01,40,48,22,36,18,36,60,155,29,13,0,0,0,0,457
CAPINOTA,atencion odontologica,restauraciones,2018-05-01,69,46,24,35,7,14,26,78,19,24,0,0,0,0,342
CAQUIAVIRI,atencion odontologica,restauraciones,2018-05-01,32,31,44,89,16,33,5,44,9,0,0,0,0,0,303
CARACOLLO,atencion odontologica,restauraciones,2018-05-01,20,27,4,5,1,3,1,23,8,16,0,0,0,0,108
CARANAVI,atencion odontologica,restauraciones,2018-05-01,93,60,10,21,6,52,31,100,25,9,0,0,0,0,407
CARAPARI,atencion odontologica,restauraciones,2018-05-01,16,27,35,39,47,48,77,178,2,0,0,0,0,0,469
CARIPUYO,atencion odontologica,restauraciones,2018-05-01,6,1,5,0,2,2,9,16,2,1,0,0,0,0,44
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2018-05-01,9,6,0,0,0,0,0,19,0,0,0,0,0,0,34
CATACORA,atencion odontologica,restauraciones,2018-05-01,0,0,7,0,0,3,4,5,0,0,0,0,0,0,19
CHACARILLA,atencion odontologica,restauraciones,2018-05-01,8,1,0,0,0,0,0,5,0,0,0,0,0,0,14
CHALLAPATA,atencion odontologica,restauraciones,2018-05-01,106,109,135,135,23,59,17,119,19,23,0,0,0,0,745
CHAQUI,atencion odontologica,restauraciones,2018-05-01,12,12,6,9,4,13,1,23,4,7,0,0,0,0,91
CHARAGUA,atencion odontologica,restauraciones,2018-05-01,15,12,5,10,12,37,16,27,6,0,0,0,0,0,140
CHARAÑA,atencion odontologica,restauraciones,2018-05-01,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13
CHAYANTA,atencion odontologica,restauraciones,2018-05-01,3,23,6,2,8,6,15,34,8,0,0,0,0,0,105
CHIMORE,atencion odontologica,restauraciones,2018-05-01,47,52,45,22,6,33,7,116,17,6,0,0,0,0,351
CHIPAYA,atencion odontologica,restauraciones,2018-05-01,3,7,1,1,2,1,1,8,0,3,0,0,0,0,27
CHOQUE COTA,atencion odontologica,restauraciones,2018-05-01,0,2,20,5,0,0,1,1,3,0,0,0,0,0,32
CHUA COCANI,atencion odontologica,restauraciones,2018-05-01,0,6,1,0,0,0,2,3,0,0,0,0,0,0,12
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2018-05-01,56,46,16,10,8,18,3,38,3,0,0,0,0,0,198
CHUMA,atencion odontologica,restauraciones,2018-05-01,5,11,3,5,1,11,10,59,26,13,0,0,0,0,144
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2018-05-01,33,28,0,0,0,3,0,10,1,13,0,0,0,0,88
CKOCHAS,atencion odontologica,restauraciones,2018-05-01,8,15,1,2,0,8,3,5,3,10,0,0,0,0,55
CLIZA,atencion odontologica,restauraciones,2018-05-01,29,42,29,16,5,6,18,70,20,39,0,0,0,0,274
COBIJA,atencion odontologica,restauraciones,2018-05-01,69,65,16,28,5,27,83,176,18,17,0,0,0,0,504
