,group,variable,month,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS POST,MEDIDAS PREVENTIVAS POST,TOTALES
VITICHI,atencion odontologica,medidas preventivas,2018-02-01,5,3,0,0,0,0,2,4,0,0,0,0,0,0,14
WALDO BALLIVIAN,atencion odontologica,medidas preventivas,2018-02-01,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3
WARNES,atencion odontologica,medidas preventivas,2018-02-01,22,20,10,8,0,5,3,19,4,7,0,0,0,0,98
YACO,atencion odontologica,medidas preventivas,2018-02-01,9,13,0,0,0,1,0,5,0,0,0,0,0,0,28
YACUIBA,atencion odontologica,medidas preventivas,2018-02-01,13,14,22,42,105,27,69,110,12,7,0,0,0,0,421
YAMPARAEZ,atencion odontologica,medidas preventivas,2018-02-01,87,121,0,0,0,0,0,0,0,0,0,0,0,0,208
YANACACHI,atencion odontologica,medidas preventivas,2018-02-01,1,1,0,3,0,0,0,1,0,0,0,0,0,0,6
YAPACANI,atencion odontologica,medidas preventivas,2018-02-01,52,61,0,0,0,1,3,15,17,4,0,0,0,0,153
YOTALA,atencion odontologica,medidas preventivas,2018-02-01,24,50,7,0,1,10,4,18,1,0,0,0,0,0,115
YUNCHARA,atencion odontologica,medidas preventivas,2018-02-01,19,6,11,7,4,0,4,7,0,1,0,0,0,0,59
YUNGUYO DE LITORAL,atencion odontologica,medidas preventivas,2018-02-01,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8
ZUDAÑEZ,atencion odontologica,medidas preventivas,2018-02-01,2,1,2,3,0,1,0,1,0,0,0,0,0,0,10
ACACIO,atencion odontologica,medidas preventivas,2018-03-01,8,5,0,0,0,0,0,0,1,2,0,0,0,0,16
ACHACACHI,atencion odontologica,medidas preventivas,2018-03-01,74,62,8,7,1,11,6,38,5,2,0,0,0,0,214
ACHOCALLA,atencion odontologica,medidas preventivas,2018-03-01,36,29,2,7,0,0,0,2,0,0,0,0,0,0,76
AIQUILE,atencion odontologica,medidas preventivas,2018-03-01,103,94,37,42,11,23,30,59,19,11,0,0,0,0,429
ALALAY,atencion odontologica,medidas preventivas,2018-03-01,7,4,0,0,2,0,0,0,0,0,0,0,0,0,13
ALCALA,atencion odontologica,medidas preventivas,2018-03-01,37,40,0,1,0,1,0,2,0,0,0,0,0,0,81
ALTO BENI,atencion odontologica,medidas preventivas,2018-03-01,25,32,2,3,0,0,0,6,4,3,0,0,0,0,75
ANDAMARCA,atencion odontologica,medidas preventivas,2018-03-01,3,11,45,24,2,7,2,6,0,0,0,0,0,0,100
ANTEQUERA,atencion odontologica,medidas preventivas,2018-03-01,27,11,29,71,10,8,0,4,4,5,0,0,0,0,169
ANZALDO,atencion odontologica,medidas preventivas,2018-03-01,6,10,20,8,9,24,0,12,7,7,0,0,0,0,103
APOLO,atencion odontologica,medidas preventivas,2018-03-01,15,17,22,30,2,2,3,11,5,3,0,0,0,0,110
ARAMPAMPA,atencion odontologica,medidas preventivas,2018-03-01,22,26,1,0,0,2,0,2,4,8,0,0,0,0,65
ARANI,atencion odontologica,medidas preventivas,2018-03-01,33,27,37,59,0,7,5,28,5,12,0,0,0,0,213
ARBIETO,atencion odontologica,medidas preventivas,2018-03-01,144,167,4,6,0,6,6,26,7,4,0,0,0,0,370
ARQUE,atencion odontologica,medidas preventivas,2018-03-01,60,31,0,0,0,6,5,21,13,17,0,0,0,0,153
ASCENCION DE GUARAYOS,atencion odontologica,medidas preventivas,2018-03-01,39,33,1,2,2,17,0,17,6,0,0,0,0,0,117
ATOCHA,atencion odontologica,medidas preventivas,2018-03-01,46,37,206,220,116,117,66,67,7,10,0,0,0,0,892
AUCAPATA,atencion odontologica,medidas preventivas,2018-03-01,2,3,0,0,0,0,1,1,2,1,0,0,0,0,10
AYATA,atencion odontologica,medidas preventivas,2018-03-01,9,8,0,0,0,0,0,0,0,0,0,0,0,0,17
AYO AYO,atencion odontologica,medidas preventivas,2018-03-01,0,2,25,19,0,0,0,1,0,0,0,0,0,0,47
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,medidas preventivas,2018-03-01,21,18,17,27,22,10,41,49,6,2,0,0,0,0,213
AZURDUY,atencion odontologica,medidas preventivas,2018-03-01,8,23,0,3,1,2,1,4,0,0,0,0,0,0,42
BATALLAS,atencion odontologica,medidas preventivas,2018-03-01,39,40,27,35,0,1,0,9,0,0,0,0,0,0,151
BELEN DE ANDAMARCA,atencion odontologica,medidas preventivas,2018-03-01,7,13,0,0,0,0,0,1,0,0,0,0,0,0,21
BELEN DE URMIRI,atencion odontologica,medidas preventivas,2018-03-01,18,15,0,0,0,0,0,2,0,0,0,0,0,0,35
BELLA FLOR,atencion odontologica,medidas preventivas,2018-03-01,3,0,11,10,1,4,8,6,1,0,0,0,0,0,44
BERMEJO,atencion odontologica,medidas preventivas,2018-03-01,33,46,31,22,5,18,21,56,15,18,0,0,0,0,265
BETANZOS,atencion odontologica,medidas preventivas,2018-03-01,41,54,0,1,0,0,0,7,0,0,0,0,0,0,103
BOLIVAR,atencion odontologica,medidas preventivas,2018-03-01,2,4,11,9,1,0,0,0,0,0,0,0,0,0,27
BOLPEBRA,atencion odontologica,medidas preventivas,2018-03-01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4
BUENA VISTA,atencion odontologica,medidas preventivas,2018-03-01,51,63,1,0,1,2,0,1,0,0,0,0,0,0,119
CABEZAS,atencion odontologica,medidas preventivas,2018-03-01,185,180,177,140,1,11,1,44,5,3,0,0,0,0,747
CAIROMA,atencion odontologica,medidas preventivas,2018-03-01,4,5,22,10,0,3,6,5,0,1,0,0,0,0,56
"CAIZA ""D""",atencion odontologica,medidas preventivas,2018-03-01,20,36,5,6,0,2,0,2,2,1,0,0,0,0,74
CAJUATA,atencion odontologica,medidas preventivas,2018-03-01,11,9,7,12,0,3,0,3,0,0,0,0,0,0,45
CALACOTO,atencion odontologica,medidas preventivas,2018-03-01,7,13,0,0,0,0,0,0,0,0,0,0,0,0,20
CALAMARCA,atencion odontologica,medidas preventivas,2018-03-01,15,18,28,25,3,7,0,3,0,0,0,0,0,0,99
CAMARGO,atencion odontologica,medidas preventivas,2018-03-01,41,57,60,68,2,0,0,4,0,0,0,0,0,0,232
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,medidas preventivas,2018-03-01,0,0,0,3,0,5,0,0,0,0,0,0,0,0,8
CAMIRI,atencion odontologica,medidas preventivas,2018-03-01,336,320,62,59,8,18,17,33,3,8,0,0,0,0,864
CAPINOTA,atencion odontologica,medidas preventivas,2018-03-01,104,119,64,65,6,53,68,98,40,26,0,0,0,0,643
CAQUIAVIRI,atencion odontologica,medidas preventivas,2018-03-01,26,4,44,38,1,1,0,0,0,0,0,0,0,0,114
CARACOLLO,atencion odontologica,medidas preventivas,2018-03-01,60,28,35,45,8,5,10,48,13,11,0,0,0,0,263
CARANAVI,atencion odontologica,medidas preventivas,2018-03-01,110,113,27,21,9,22,11,31,17,6,0,0,0,0,367
CARAPARI,atencion odontologica,medidas preventivas,2018-03-01,3,8,27,31,7,1,7,8,2,0,0,0,0,0,94
CARIPUYO,atencion odontologica,medidas preventivas,2018-03-01,7,9,0,0,0,0,0,3,1,0,0,0,0,0,20
CARMEN RIVERO TORREZ,atencion odontologica,medidas preventivas,2018-03-01,64,79,8,9,0,0,0,0,0,0,0,0,0,0,160
CATACORA,atencion odontologica,medidas preventivas,2018-03-01,2,2,0,0,0,0,0,2,0,0,0,0,0,0,6
CHALLAPATA,atencion odontologica,medidas preventivas,2018-03-01,128,152,139,145,21,29,34,96,16,8,0,0,0,0,768
CHAQUI,atencion odontologica,medidas preventivas,2018-03-01,22,37,3,1,0,5,0,2,9,20,0,0,0,0,99
CHARAGUA,atencion odontologica,medidas preventivas,2018-03-01,41,45,1,1,1,0,0,0,1,0,0,0,0,0,90
CHARAÑA,atencion odontologica,medidas preventivas,2018-03-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5
CHAYANTA,atencion odontologica,medidas preventivas,2018-03-01,50,30,0,0,0,2,0,15,1,1,0,0,0,0,99
CHIMORE,atencion odontologica,medidas preventivas,2018-03-01,88,71,67,59,8,12,0,4,1,0,0,0,0,0,310
CHIPAYA,atencion odontologica,medidas preventivas,2018-03-01,3,0,4,0,0,2,5,8,0,1,0,0,0,0,23
CHOQUE COTA,atencion odontologica,medidas preventivas,2018-03-01,4,3,28,27,0,2,0,0,1,1,0,0,0,0,66
CHUA COCANI,atencion odontologica,medidas preventivas,2018-03-01,3,7,2,0,0,0,0,1,3,2,0,0,0,0,18
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,medidas preventivas,2018-03-01,62,71,9,2,0,1,1,5,0,1,0,0,0,0,152
CHUMA,atencion odontologica,medidas preventivas,2018-03-01,24,36,3,5,1,2,1,6,12,10,0,0,0,0,100
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,medidas preventivas,2018-03-01,48,32,1,0,0,4,0,3,3,0,0,0,0,0,91
CKOCHAS,atencion odontologica,medidas preventivas,2018-03-01,13,9,0,0,0,1,2,13,3,0,0,0,0,0,41
CLIZA,atencion odontologica,medidas preventivas,2018-03-01,44,42,3,9,5,19,2,4,2,0,0,0,0,0,130
COBIJA,atencion odontologica,medidas preventivas,2018-03-01,304,287,13,45,37,53,48,157,11,10,0,0,0,0,965
COCAPATA,atencion odontologica,medidas preventivas,2018-03-01,154,198,3,1,1,20,1,43,59,47,0,0,0,0,527
COCHABAMBA,atencion odontologica,medidas preventivas,2018-03-01,1693,1635,1146,1252,520,706,1938,3196,810,695,0,0,0,0,13591
COIPASA,atencion odontologica,medidas preventivas,2018-03-01,19,15,0,0,0,0,0,0,0,0,0,0,0,0,34
COLCAPIRHUA,atencion odontologica,medidas preventivas,2018-03-01,143,142,16,3,3,10,10,50,15,11,0,0,0,0,403
"COLCHA ""K""",atencion odontologica,medidas preventivas,2018-03-01,8,18,1,2,0,0,0,5,0,0,0,0,0,0,34
COLLANA,atencion odontologica,medidas preventivas,2018-03-01,8,18,2,7,0,0,0,2,0,0,0,0,0,0,37
COLOMI,atencion odontologica,medidas preventivas,2018-03-01,153,95,5,0,0,12,2,11,6,11,0,0,0,0,295
COLPA BELGICA,atencion odontologica,medidas preventivas,2018-03-01,68,59,300,320,60,80,100,140,0,0,0,0,0,0,1127
COLQUECHACA,atencion odontologica,medidas preventivas,2018-03-01,43,58,0,1,1,6,0,16,23,29,0,0,0,0,177
COLQUENCHA,atencion odontologica,medidas preventivas,2018-03-01,53,33,59,49,6,9,10,17,2,1,0,0,0,0,239
COLQUIRI,atencion odontologica,medidas preventivas,2018-03-01,35,26,14,22,8,11,20,28,0,7,0,0,0,0,171
COMANCHE,atencion odontologica,medidas preventivas,2018-03-01,4,2,8,18,16,38,0,0,0,0,0,0,0,0,86
COMARAPA,atencion odontologica,medidas preventivas,2018-03-01,33,42,0,0,2,0,0,1,0,0,0,0,0,0,78
CONCEPCION,atencion odontologica,medidas preventivas,2018-03-01,14,18,0,0,0,0,0,0,0,0,0,0,0,0,32
COPACABANA,atencion odontologica,medidas preventivas,2018-03-01,13,14,0,0,0,0,0,1,0,0,0,0,0,0,28
CORIPATA,atencion odontologica,medidas preventivas,2018-03-01,19,16,8,0,0,0,2,5,0,0,0,0,0,0,50
CORO CORO,atencion odontologica,medidas preventivas,2018-03-01,12,10,11,19,0,5,20,20,0,0,0,0,0,0,97
COROICO,atencion odontologica,medidas preventivas,2018-03-01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4
CORQUE,atencion odontologica,medidas preventivas,2018-03-01,16,19,32,37,0,0,0,3,1,2,0,0,0,0,110
COTAGAITA,atencion odontologica,medidas preventivas,2018-03-01,81,53,54,58,3,10,31,40,0,2,0,0,0,0,332
COTOCA,atencion odontologica,medidas preventivas,2018-03-01,274,201,3,1,2,14,4,56,7,6,0,0,0,0,568
CRUZ DE MACHACAMARCA,atencion odontologica,medidas preventivas,2018-03-01,2,2,0,3,0,0,0,0,1,2,0,0,0,0,10
CUATRO CAÑADAS,atencion odontologica,medidas preventivas,2018-03-01,116,119,0,4,0,3,2,26,24,11,0,0,0,0,305
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,medidas preventivas,2018-03-01,3,4,4,1,0,12,15,9,1,1,0,0,0,0,50
CUEVO,atencion odontologica,medidas preventivas,2018-03-01,2,4,1,0,0,1,4,3,0,0,0,0,0,0,15
CULPINA,atencion odontologica,medidas preventivas,2018-03-01,15,17,0,3,0,1,1,14,0,0,0,0,0,0,51
CURAHUARA DE CARANGAS,atencion odontologica,medidas preventivas,2018-03-01,4,2,0,0,0,0,0,0,0,2,0,0,0,0,8
CURVA,atencion odontologica,medidas preventivas,2018-03-01,15,25,0,0,0,1,0,6,0,4,0,0,0,0,51
DESAGUADERO,atencion odontologica,medidas preventivas,2018-03-01,5,8,0,0,0,0,0,0,0,0,0,0,0,0,13
EL ALTO,atencion odontologica,medidas preventivas,2018-03-01,1194,1462,1236,1338,334,478,479,1189,129,68,0,0,0,0,7907
EL CHORO,atencion odontologica,medidas preventivas,2018-03-01,21,22,0,0,0,1,0,4,13,18,0,0,0,0,79
EL PUENTE(STC),atencion odontologica,medidas preventivas,2018-03-01,14,30,0,0,0,0,0,0,0,0,0,0,0,0,44
EL PUENTE(TJA),atencion odontologica,medidas preventivas,2018-03-01,7,7,29,28,4,0,0,1,0,3,0,0,0,0,79
EL TORNO,atencion odontologica,medidas preventivas,2018-03-01,248,299,81,110,22,34,9,33,9,11,0,0,0,0,856
EL VILLAR,atencion odontologica,medidas preventivas,2018-03-01,2,0,2,2,0,1,1,2,0,0,0,0,0,0,10
ENTRE RIOS TRJ,atencion odontologica,medidas preventivas,2018-03-01,79,52,26,24,47,27,8,16,3,8,0,0,0,0,290
ENTRE RIOS CBBA,atencion odontologica,medidas preventivas,2018-03-01,89,91,7,8,1,6,0,24,4,2,0,0,0,0,232
ESCARA,atencion odontologica,medidas preventivas,2018-03-01,2,1,0,0,0,4,0,0,0,0,0,0,0,0,7
ESCOMA,atencion odontologica,medidas preventivas,2018-03-01,2,3,0,0,0,0,0,5,0,0,0,0,0,0,10
ESMERALDA,atencion odontologica,medidas preventivas,2018-03-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
EUCALIPTUS,atencion odontologica,medidas preventivas,2018-03-01,2,1,0,1,0,0,0,1,0,0,0,0,0,0,5
EXALTACION,atencion odontologica,medidas preventivas,2018-03-01,11,12,0,1,0,0,0,1,0,0,0,0,0,0,25
FERNANDEZ ALONSO,atencion odontologica,medidas preventivas,2018-03-01,21,30,15,9,6,15,1,10,4,9,0,0,0,0,120
FILADELFIA,atencion odontologica,medidas preventivas,2018-03-01,22,15,69,0,0,2,1,5,0,0,0,0,0,0,114
GENERAL SAAVEDRA,atencion odontologica,medidas preventivas,2018-03-01,38,22,2,0,0,6,0,4,2,1,0,0,0,0,75
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,medidas preventivas,2018-03-01,16,17,8,3,0,0,0,2,0,0,0,0,0,0,46
GUANAY,atencion odontologica,medidas preventivas,2018-03-01,72,56,4,2,0,3,1,19,12,23,0,0,0,0,192
GUAQUI,atencion odontologica,medidas preventivas,2018-03-01,21,18,1,1,0,7,6,7,10,18,0,0,0,0,89
GUAYARAMERIN,atencion odontologica,medidas preventivas,2018-03-01,10,12,5,7,1,16,4,27,5,0,0,0,0,0,87
GUTIERREZ,atencion odontologica,medidas preventivas,2018-03-01,37,45,39,55,1,5,10,12,1,0,0,0,0,0,205
HUACARETA,atencion odontologica,medidas preventivas,2018-03-01,2,5,0,0,0,2,0,3,0,0,0,0,0,0,12
HUACAYA (VILLA DE HUACAYA),atencion odontologica,medidas preventivas,2018-03-01,17,20,11,22,0,6,1,5,0,0,0,0,0,0,82
HUACHACALLA,atencion odontologica,medidas preventivas,2018-03-01,14,30,12,22,0,0,0,6,1,4,0,0,0,0,89
HUANUNI,atencion odontologica,medidas preventivas,2018-03-01,78,68,44,53,17,56,41,74,9,4,0,0,0,0,444
HUARACAJE,atencion odontologica,medidas preventivas,2018-03-01,14,8,11,5,6,12,3,0,0,0,0,0,0,0,59
HUARINA,atencion odontologica,medidas preventivas,2018-03-01,1,1,23,28,2,0,0,1,1,0,0,0,0,0,57
HUATAJATA,atencion odontologica,medidas preventivas,2018-03-01,3,15,0,2,1,0,0,3,0,2,0,0,0,0,26
HUAYLLAMARCA,atencion odontologica,medidas preventivas,2018-03-01,18,4,47,34,10,12,0,0,0,2,0,0,0,0,127
HUMANATA,atencion odontologica,medidas preventivas,2018-03-01,10,5,3,3,0,0,2,2,10,5,0,0,0,0,40
ICHOCA,atencion odontologica,medidas preventivas,2018-03-01,5,14,11,24,0,0,0,0,1,0,0,0,0,0,55
ICLA,atencion odontologica,medidas preventivas,2018-03-01,89,77,4,17,8,34,0,32,0,0,0,0,0,0,261
INCAHUASI,atencion odontologica,medidas preventivas,2018-03-01,8,12,1,0,0,2,2,1,1,1,0,0,0,0,28
INGAVI (HUMAITA),atencion odontologica,medidas preventivas,2018-03-01,1,7,0,2,0,0,0,0,0,0,0,0,0,0,10
INQUISIVI,atencion odontologica,medidas preventivas,2018-03-01,20,31,0,0,0,6,2,4,0,0,0,0,0,0,63
IRUPANA (VILLA DE LANZA),atencion odontologica,medidas preventivas,2018-03-01,93,83,3,8,1,2,1,6,8,6,0,0,0,0,211
IXIAMAS,atencion odontologica,medidas preventivas,2018-03-01,3,6,22,20,1,0,0,2,1,0,0,0,0,0,55
JESUS DE MACHACA,atencion odontologica,medidas preventivas,2018-03-01,30,29,12,15,0,2,2,6,3,4,0,0,0,0,103
LA ASUNTA,atencion odontologica,medidas preventivas,2018-03-01,64,39,1,3,1,13,6,48,2,3,0,0,0,0,180
LA GUARDIA,atencion odontologica,medidas preventivas,2018-03-01,343,295,1,1,2,10,4,37,6,12,0,0,0,0,711
LA PAZ,atencion odontologica,medidas preventivas,2018-03-01,2271,2582,1078,1160,284,425,1053,1900,365,277,0,0,0,0,11395
LA RIVERA,atencion odontologica,medidas preventivas,2018-03-01,9,4,0,0,0,0,0,0,0,0,0,0,0,0,13
LAJA,atencion odontologica,medidas preventivas,2018-03-01,32,19,8,3,6,19,0,1,10,6,0,0,0,0,104
LAS CARRERAS,atencion odontologica,medidas preventivas,2018-03-01,11,9,3,1,0,1,0,4,0,0,0,0,0,0,29
LLALLAGUA,atencion odontologica,medidas preventivas,2018-03-01,142,147,23,26,17,23,40,87,16,17,0,0,0,0,538
LLICA,atencion odontologica,medidas preventivas,2018-03-01,17,14,0,0,0,1,0,6,1,0,0,0,0,0,39
LORETO,atencion odontologica,medidas preventivas,2018-03-01,2,4,5,7,2,1,11,10,0,0,0,0,0,0,42
LURIBAY,atencion odontologica,medidas preventivas,2018-03-01,6,7,1,0,0,0,1,1,3,2,0,0,0,0,21
MACHACAMARCA,atencion odontologica,medidas preventivas,2018-03-01,17,28,25,39,1,7,14,16,12,9,0,0,0,0,168
MACHARETI,atencion odontologica,medidas preventivas,2018-03-01,22,19,3,1,1,1,0,0,0,0,0,0,0,0,47
MAGDALENA,atencion odontologica,medidas preventivas,2018-03-01,0,1,5,4,0,4,1,1,3,0,0,0,0,0,19
MAIRANA,atencion odontologica,medidas preventivas,2018-03-01,22,29,7,4,8,16,0,18,0,4,0,0,0,0,108
MALLA,atencion odontologica,medidas preventivas,2018-03-01,1,8,7,8,0,1,0,7,1,0,0,0,0,0,33
MAPIRI,atencion odontologica,medidas preventivas,2018-03-01,13,25,0,1,0,0,0,0,0,0,0,0,0,0,39
MECAPACA,atencion odontologica,medidas preventivas,2018-03-01,27,35,0,0,0,4,3,4,1,1,0,0,0,0,75
MINEROS,atencion odontologica,medidas preventivas,2018-03-01,36,38,0,0,0,7,1,17,4,6,0,0,0,0,109
MIZQUE,atencion odontologica,medidas preventivas,2018-03-01,41,65,4,4,0,3,0,0,0,0,0,0,0,0,117
MOCOMOCO,atencion odontologica,medidas preventivas,2018-03-01,1,3,0,0,0,1,2,1,0,1,0,0,0,0,9
MOJINETE,atencion odontologica,medidas preventivas,2018-03-01,4,4,0,0,0,0,0,0,0,2,0,0,0,0,10
MOJOCOYA,atencion odontologica,medidas preventivas,2018-03-01,17,14,6,9,0,2,4,6,0,1,0,0,0,0,59
MONTEAGUDO,atencion odontologica,medidas preventivas,2018-03-01,26,33,0,12,2,7,12,26,1,1,0,0,0,0,120
MONTERO,atencion odontologica,medidas preventivas,2018-03-01,527,477,100,79,10,61,26,129,32,29,0,0,0,0,1470
MORO MORO,atencion odontologica,medidas preventivas,2018-03-01,3,6,0,1,0,0,0,0,0,0,0,0,0,0,10
MOROCHATA,atencion odontologica,medidas preventivas,2018-03-01,42,39,5,0,0,12,1,16,19,38,0,0,0,0,172
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,medidas preventivas,2018-03-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8
NAZACARA DE PACAJES,atencion odontologica,medidas preventivas,2018-03-01,5,6,0,0,0,0,0,0,0,0,0,0,0,0,11
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,medidas preventivas,2018-03-01,3,3,0,1,0,0,0,0,0,0,0,0,0,0,7
OCURI,atencion odontologica,medidas preventivas,2018-03-01,62,62,13,16,1,5,0,19,23,28,0,0,0,0,229
OKINAWA,atencion odontologica,medidas preventivas,2018-03-01,1,1,0,0,0,0,0,3,0,0,0,0,0,0,5
OMEREQUE,atencion odontologica,medidas preventivas,2018-03-01,10,14,12,10,0,0,0,0,0,0,0,0,0,0,46
ORURO,atencion odontologica,medidas preventivas,2018-03-01,352,401,226,288,154,221,351,605,110,61,0,0,0,0,2769
PADCAYA,atencion odontologica,medidas preventivas,2018-03-01,16,10,75,77,20,22,1,2,0,1,0,0,0,0,224
PADILLA,atencion odontologica,medidas preventivas,2018-03-01,17,7,9,29,0,2,2,7,2,3,0,0,0,0,78
PAILON,atencion odontologica,medidas preventivas,2018-03-01,19,17,14,23,3,16,4,24,2,4,0,0,0,0,126
PALCA,atencion odontologica,medidas preventivas,2018-03-01,127,140,1,2,0,4,1,5,7,6,0,0,0,0,293
PALOS BLANCOS,atencion odontologica,medidas preventivas,2018-03-01,111,122,42,29,5,13,23,49,25,23,0,0,0,0,442
PAMPA AULLAGAS,atencion odontologica,medidas preventivas,2018-03-01,1,0,13,14,0,0,0,0,0,2,0,0,0,0,30
PAMPA GRANDE,atencion odontologica,medidas preventivas,2018-03-01,63,40,2,1,0,4,0,12,28,29,0,0,0,0,179
PAPEL PAMPA,atencion odontologica,medidas preventivas,2018-03-01,10,18,0,2,0,1,1,3,28,33,0,0,0,0,96
PASORAPA,atencion odontologica,medidas preventivas,2018-03-01,4,2,3,2,0,1,3,3,4,4,0,0,0,0,26
PATACAMAYA,atencion odontologica,medidas preventivas,2018-03-01,63,72,0,0,0,2,0,4,0,0,0,0,0,0,141
PAZÑA,atencion odontologica,medidas preventivas,2018-03-01,11,6,60,60,0,3,0,2,0,0,0,0,0,0,142
PELECHUCO,atencion odontologica,medidas preventivas,2018-03-01,27,15,0,0,0,1,0,6,2,0,0,0,0,0,51
POCOATA,atencion odontologica,medidas preventivas,2018-03-01,103,101,3,3,0,3,0,20,55,86,0,0,0,0,374
POCONA,atencion odontologica,medidas preventivas,2018-03-01,18,25,75,63,6,0,3,6,1,2,0,0,0,0,199
POJO (CBBA),atencion odontologica,medidas preventivas,2018-03-01,9,8,0,2,0,2,0,3,1,0,0,0,0,0,25
POOPO,atencion odontologica,medidas preventivas,2018-03-01,20,36,19,42,1,23,41,33,8,10,0,0,0,0,233
PORCO,atencion odontologica,medidas preventivas,2018-03-01,22,10,0,2,0,13,1,17,0,1,0,0,0,0,66
POROMA,atencion odontologica,medidas preventivas,2018-03-01,22,11,37,32,6,3,0,2,1,0,0,0,0,0,114
PORONGO,atencion odontologica,medidas preventivas,2018-03-01,46,31,24,16,2,5,6,22,5,10,0,0,0,0,167
PORTACHUELO,atencion odontologica,medidas preventivas,2018-03-01,4,4,4,0,0,3,1,7,0,0,0,0,0,0,23
PORVENIR,atencion odontologica,medidas preventivas,2018-03-01,26,28,3,2,0,1,0,2,2,0,0,0,0,0,64
POSTRER VALLE,atencion odontologica,medidas preventivas,2018-03-01,29,16,2,2,0,2,1,0,0,0,0,0,0,0,52
POTOSI,atencion odontologica,medidas preventivas,2018-03-01,214,210,18,18,27,33,53,83,29,26,0,0,0,0,711
PRESTO,atencion odontologica,medidas preventivas,2018-03-01,0,5,26,54,1,2,0,3,0,0,0,0,0,0,91
PUCARA,atencion odontologica,medidas preventivas,2018-03-01,5,7,1,3,0,0,0,1,0,0,0,0,0,0,17
PUCARANI,atencion odontologica,medidas preventivas,2018-03-01,57,59,50,81,3,7,4,30,6,10,0,0,0,0,307
PUERTO ACOSTA,atencion odontologica,medidas preventivas,2018-03-01,15,17,0,0,0,0,0,1,0,1,0,0,0,0,34
PUERTO CARABUCO,atencion odontologica,medidas preventivas,2018-03-01,2,1,10,11,0,0,0,0,0,0,0,0,0,0,24
PUERTO GONZALO MORENO,atencion odontologica,medidas preventivas,2018-03-01,36,35,31,35,0,17,2,23,2,0,0,0,0,0,181
PUERTO PEREZ,atencion odontologica,medidas preventivas,2018-03-01,3,0,1,11,0,1,0,0,0,0,0,0,0,0,16
PUERTO QUIJARRO,atencion odontologica,medidas preventivas,2018-03-01,25,36,0,0,0,1,0,4,0,0,0,0,0,0,66
PUERTO RICO,atencion odontologica,medidas preventivas,2018-03-01,98,99,9,9,1,2,0,0,7,1,0,0,0,0,226
PUERTO SUAREZ,atencion odontologica,medidas preventivas,2018-03-01,9,1,17,21,13,13,8,11,6,7,0,0,0,0,106
PUERTO VILLARROEL,atencion odontologica,medidas preventivas,2018-03-01,99,63,33,20,0,6,2,16,3,2,0,0,0,0,244
PUNA,atencion odontologica,medidas preventivas,2018-03-01,7,8,0,0,0,0,0,0,0,0,0,0,0,0,15
PUNATA,atencion odontologica,medidas preventivas,2018-03-01,78,161,93,88,26,28,21,94,27,25,0,0,0,0,641
QUIABAYA,atencion odontologica,medidas preventivas,2018-03-01,12,23,0,0,0,0,1,3,0,0,0,0,0,0,39
QUILLACOLLO,atencion odontologica,medidas preventivas,2018-03-01,505,406,266,359,168,218,237,606,186,164,0,0,0,0,3115
QUIME,atencion odontologica,medidas preventivas,2018-03-01,39,34,3,1,1,0,0,0,0,0,0,0,0,0,78
QUIRUSILLAS,atencion odontologica,medidas preventivas,2018-03-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
RAVELO,atencion odontologica,medidas preventivas,2018-03-01,50,34,0,0,0,3,0,10,27,19,0,0,0,0,143
REYES,atencion odontologica,medidas preventivas,2018-03-01,6,7,12,13,1,2,18,10,2,3,0,0,0,0,74
RIBERALTA,atencion odontologica,medidas preventivas,2018-03-01,204,223,50,47,8,90,7,234,1,5,0,0,0,0,869
ROBORE,atencion odontologica,medidas preventivas,2018-03-01,27,30,17,10,13,11,28,21,4,2,0,0,0,0,163
