,group,variable,month,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA EMB,CONSULTA NUEVA EMB,CONSULTA NUEVA POST,CONSULTA NUEVA POST,TOTALES
ORURO,atencion odontologica,consulta nueva,2018-02-01,784,688,500,588,185,437,749,1513,303,233,0,416,0,209,6605
PADCAYA,atencion odontologica,consulta nueva,2018-02-01,11,18,51,84,28,49,48,120,9,9,0,7,0,2,436
PADILLA,atencion odontologica,consulta nueva,2018-02-01,92,105,39,56,11,34,69,139,18,10,0,45,0,16,634
PAILON,atencion odontologica,consulta nueva,2018-02-01,83,79,45,44,29,35,32,136,17,24,0,17,0,28,569
PALCA,atencion odontologica,consulta nueva,2018-02-01,230,183,18,17,12,17,19,50,19,14,0,4,0,13,596
PALOS BLANCOS,atencion odontologica,consulta nueva,2018-02-01,88,90,52,57,11,60,42,137,47,29,0,22,0,95,730
PAMPA AULLAGAS,atencion odontologica,consulta nueva,2018-02-01,7,6,10,12,1,6,7,9,9,13,0,2,0,4,86
PAMPA GRANDE,atencion odontologica,consulta nueva,2018-02-01,91,82,0,4,0,2,0,59,14,23,0,23,0,36,334
PAPEL PAMPA,atencion odontologica,consulta nueva,2018-02-01,8,6,5,8,2,3,7,17,6,10,0,0,0,0,72
PASORAPA,atencion odontologica,consulta nueva,2018-02-01,34,19,24,19,0,1,33,55,7,11,0,0,0,6,209
PATACAMAYA,atencion odontologica,consulta nueva,2018-02-01,91,138,41,23,9,25,14,109,17,13,0,15,0,60,555
PAZÑA,atencion odontologica,consulta nueva,2018-02-01,6,27,31,35,7,9,14,32,4,13,0,8,0,2,188
PELECHUCO,atencion odontologica,consulta nueva,2018-02-01,37,33,4,7,5,0,12,31,1,3,0,9,0,8,150
POCOATA,atencion odontologica,consulta nueva,2018-02-01,122,102,33,23,5,15,15,48,80,93,0,14,0,35,585
POCONA,atencion odontologica,consulta nueva,2018-02-01,39,45,13,26,23,22,25,87,19,23,0,15,0,26,363
POJO (CBBA),atencion odontologica,consulta nueva,2018-02-01,44,31,22,33,6,23,17,59,16,6,0,5,0,22,284
POOPO,atencion odontologica,consulta nueva,2018-02-01,34,17,68,82,36,46,75,102,24,25,0,25,0,11,545
PORCO,atencion odontologica,consulta nueva,2018-02-01,5,16,4,3,2,3,5,8,2,0,0,12,0,4,64
POROMA,atencion odontologica,consulta nueva,2018-02-01,20,12,15,40,13,30,32,91,4,14,0,6,0,8,285
PORONGO,atencion odontologica,consulta nueva,2018-02-01,62,46,0,1,0,0,2,1,23,30,0,7,0,20,192
PORTACHUELO,atencion odontologica,consulta nueva,2018-02-01,5,9,17,14,5,9,4,36,16,9,0,15,0,5,144
PORVENIR,atencion odontologica,consulta nueva,2018-02-01,57,60,13,40,24,22,29,56,7,2,0,6,0,7,323
POSTRER VALLE,atencion odontologica,consulta nueva,2018-02-01,23,30,14,7,0,9,18,38,12,12,0,6,0,13,182
POTOSI,atencion odontologica,consulta nueva,2018-02-01,552,629,538,549,369,574,330,863,133,100,0,303,0,131,5071
PRESTO,atencion odontologica,consulta nueva,2018-02-01,7,10,7,33,22,49,19,94,10,5,0,17,0,4,277
PUCARA,atencion odontologica,consulta nueva,2018-02-01,7,3,0,0,0,0,4,3,7,0,0,0,0,0,24
PUCARANI,atencion odontologica,consulta nueva,2018-02-01,65,74,176,234,39,108,64,169,52,45,0,31,0,44,1101
PUERTO ACOSTA,atencion odontologica,consulta nueva,2018-02-01,14,20,10,5,10,23,15,32,32,31,0,3,0,6,201
PUERTO CARABUCO,atencion odontologica,consulta nueva,2018-02-01,12,14,4,14,8,22,18,31,8,9,0,8,0,3,151
PUERTO GONZALO MORENO,atencion odontologica,consulta nueva,2018-02-01,90,58,24,105,0,37,25,63,15,1,0,8,0,25,451
PUERTO PEREZ,atencion odontologica,consulta nueva,2018-02-01,2,2,24,13,14,22,3,8,0,2,0,2,0,2,94
PUERTO QUIJARRO,atencion odontologica,consulta nueva,2018-02-01,37,28,1,1,92,10,3,19,5,4,0,17,0,8,225
PUERTO RICO,atencion odontologica,consulta nueva,2018-02-01,8,13,13,10,13,10,32,33,1,1,0,4,0,6,144
PUERTO SUAREZ,atencion odontologica,consulta nueva,2018-02-01,10,7,0,6,6,10,11,23,21,18,0,6,0,5,123
PUERTO VILLARROEL,atencion odontologica,consulta nueva,2018-02-01,181,187,48,41,16,73,31,275,33,33,0,82,0,170,1170
PUNA,atencion odontologica,consulta nueva,2018-02-01,31,14,18,22,13,30,55,82,14,15,0,9,0,17,320
PUNATA,atencion odontologica,consulta nueva,2018-02-01,138,160,85,88,22,98,52,266,49,41,0,62,0,143,1204
QUIABAYA,atencion odontologica,consulta nueva,2018-02-01,20,21,5,7,10,14,46,31,4,9,0,5,0,2,174
QUILLACOLLO,atencion odontologica,consulta nueva,2018-02-01,734,699,283,246,167,240,227,888,176,130,0,232,0,367,4389
QUIME,atencion odontologica,consulta nueva,2018-02-01,66,113,35,53,25,42,42,106,30,25,0,25,0,63,625
QUIRUSILLAS,atencion odontologica,consulta nueva,2018-02-01,4,3,2,1,0,4,0,11,0,1,0,2,0,1,29
RAVELO,atencion odontologica,consulta nueva,2018-02-01,90,97,4,11,11,25,23,64,65,59,0,12,0,29,490
REYES,atencion odontologica,consulta nueva,2018-02-01,2,2,1,1,0,0,0,2,0,1,0,0,0,0,9
RIBERALTA,atencion odontologica,consulta nueva,2018-02-01,207,208,87,104,44,197,122,545,41,41,0,419,0,83,2098
ROBORE,atencion odontologica,consulta nueva,2018-02-01,59,60,30,52,23,48,44,148,16,17,0,43,0,7,547
RURRENABAQUE,atencion odontologica,consulta nueva,2018-02-01,23,21,25,36,26,26,32,53,31,15,0,15,0,10,313
SABAYA,atencion odontologica,consulta nueva,2018-02-01,12,11,36,30,16,15,21,39,9,11,0,8,0,6,214
SACABA,atencion odontologica,consulta nueva,2018-02-01,297,367,128,185,22,86,70,360,169,149,0,90,0,90,2013
SACABAMBA,atencion odontologica,consulta nueva,2018-02-01,4,15,37,10,6,2,9,11,4,13,0,0,0,4,115
SACACA,atencion odontologica,consulta nueva,2018-02-01,32,13,10,8,6,13,24,72,38,55,0,31,0,10,312
SAIPINA,atencion odontologica,consulta nueva,2018-02-01,6,11,19,12,2,5,18,21,9,1,0,4,0,1,109
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta nueva,2018-02-01,54,77,48,111,11,55,45,85,37,45,0,40,0,11,619
SAMAIPATA,atencion odontologica,consulta nueva,2018-02-01,35,40,9,24,9,15,24,41,19,12,0,6,0,5,239
SAN AGUSTIN,atencion odontologica,consulta nueva,2018-02-01,2,2,0,3,0,0,4,6,5,0,0,6,0,0,28
SAN ANDRES,atencion odontologica,consulta nueva,2018-02-01,16,8,8,49,6,2,25,39,2,0,0,5,0,2,162
SAN ANDRES DE MACHACA,atencion odontologica,consulta nueva,2018-02-01,16,20,18,10,11,6,8,37,39,56,0,8,0,4,233
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta nueva,2018-02-01,0,1,1,4,4,3,1,9,2,0,0,2,0,0,27
SAN ANTONIO DE LOMERIO,atencion odontologica,consulta nueva,2018-02-01,18,19,0,3,3,2,3,14,3,3,0,10,0,1,79
SAN BENITO,atencion odontologica,consulta nueva,2018-02-01,84,100,44,33,2,14,14,81,41,57,0,27,0,39,536
SAN BORJA,atencion odontologica,consulta nueva,2018-02-01,80,57,17,15,10,32,20,108,33,32,0,21,0,29,454
SAN BUENA VENTURA,atencion odontologica,consulta nueva,2018-02-01,21,23,17,11,2,6,20,25,9,9,0,6,0,6,155
SAN CARLOS,atencion odontologica,consulta nueva,2018-02-01,19,15,17,12,21,16,18,35,6,2,0,12,0,23,196
SAN IGNACIO,atencion odontologica,consulta nueva,2018-02-01,45,47,84,107,47,52,48,178,11,8,0,17,0,21,665
SAN IGNACIO DE VELASCO,atencion odontologica,consulta nueva,2018-02-01,119,106,12,5,5,18,14,88,35,44,0,21,0,40,507
SAN JAVIER(BNI),atencion odontologica,consulta nueva,2018-02-01,0,2,3,0,3,1,3,10,0,0,0,2,0,0,24
SAN JAVIER(STC),atencion odontologica,consulta nueva,2018-02-01,17,13,22,24,4,8,12,30,10,4,0,11,0,0,155
SAN JOAQUIN,atencion odontologica,consulta nueva,2018-02-01,2,2,6,2,0,1,6,12,2,0,0,9,0,0,42
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta nueva,2018-02-01,11,17,61,43,36,26,62,70,9,6,0,2,0,2,345
SAN JUAN DE YAPACANI,atencion odontologica,consulta nueva,2018-02-01,64,51,8,10,7,7,9,26,16,6,0,10,0,13,227
SAN JULIAN,atencion odontologica,consulta nueva,2018-02-01,121,110,22,23,14,17,11,106,26,11,0,19,0,26,506
SAN LORENZO(PND),atencion odontologica,consulta nueva,2018-02-01,24,29,4,9,0,2,5,10,4,1,0,2,0,3,93
SAN LORENZO(TJA),atencion odontologica,consulta nueva,2018-02-01,5,6,31,39,10,26,57,123,11,10,0,1,0,2,321
SAN LUCAS,atencion odontologica,consulta nueva,2018-02-01,170,145,59,47,25,90,49,248,15,27,0,69,0,35,979
SAN MIGUEL DE VELASCO,atencion odontologica,consulta nueva,2018-02-01,59,47,29,34,5,31,19,44,18,4,0,11,0,8,309
SAN PABLO DE LIPEZ,atencion odontologica,consulta nueva,2018-02-01,1,3,1,0,0,0,1,3,0,0,0,1,0,0,10
SAN PEDRO,atencion odontologica,consulta nueva,2018-02-01,116,113,25,35,20,53,41,124,25,11,0,39,0,28,630
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta nueva,2018-02-01,39,13,1,2,12,21,7,66,28,59,0,47,0,22,317
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta nueva,2018-02-01,12,30,24,9,3,5,24,29,12,10,0,1,0,3,162
SAN PEDRO DE QUEMES,atencion odontologica,consulta nueva,2018-02-01,8,1,2,1,2,1,4,6,1,1,0,1,0,0,28
SAN PEDRO DE TIQUINA,atencion odontologica,consulta nueva,2018-02-01,13,4,6,9,5,5,8,15,9,15,0,0,0,0,89
SAN RAFAEL,atencion odontologica,consulta nueva,2018-02-01,31,52,2,6,0,22,7,33,5,2,0,28,0,5,193
SAN RAMON BENI,atencion odontologica,consulta nueva,2018-02-01,3,0,0,0,0,1,3,13,1,0,0,9,0,0,30
SAN RAMON SCZ,atencion odontologica,consulta nueva,2018-02-01,28,31,3,5,5,4,11,15,4,2,0,24,0,5,137
SANTA ANA,atencion odontologica,consulta nueva,2018-02-01,18,4,95,91,25,115,41,134,13,18,0,41,0,7,602
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta nueva,2018-02-01,3149,3136,1766,1898,702,1894,1849,7130,1213,865,0,3276,0,495,27373
SANTA ROSA,atencion odontologica,consulta nueva,2018-02-01,3,0,2,8,5,1,6,17,1,4,0,1,0,1,49
SANTA ROSA DEL SARA,atencion odontologica,consulta nueva,2018-02-01,94,55,43,39,16,16,13,77,45,57,0,6,0,28,489
SANTIAGO DE CALLAPA,atencion odontologica,consulta nueva,2018-02-01,3,17,0,0,0,8,0,12,4,1,0,2,0,18,65
SANTIAGO DE HUARI,atencion odontologica,consulta nueva,2018-02-01,65,75,83,119,21,32,41,72,90,98,0,19,0,24,739
SANTIAGO DE HUATA,atencion odontologica,consulta nueva,2018-02-01,92,66,14,20,3,19,18,39,106,101,0,10,0,3,491
SANTIAGO DE MACHACA,atencion odontologica,consulta nueva,2018-02-01,2,0,6,13,3,9,3,26,2,0,0,4,0,4,72
SANTIVAÑES,atencion odontologica,consulta nueva,2018-02-01,33,8,38,59,9,18,18,47,22,25,0,4,0,9,290
SANTUARIO DE QUILLACAS,atencion odontologica,consulta nueva,2018-02-01,5,10,16,20,6,12,4,19,4,6,0,8,0,9,119
SAPAHAQUI,atencion odontologica,consulta nueva,2018-02-01,66,55,16,20,14,31,15,49,23,21,0,2,0,23,335
SENA,atencion odontologica,consulta nueva,2018-02-01,41,62,7,14,6,32,15,60,13,3,0,51,0,14,318
SHINAOTA,atencion odontologica,consulta nueva,2018-02-01,65,83,18,21,0,2,14,55,19,2,0,11,0,40,330
SICA SICA (VILLA AROMA),atencion odontologica,consulta nueva,2018-02-01,17,26,18,6,11,28,16,38,26,18,0,2,0,5,211
SICAYA,atencion odontologica,consulta nueva,2018-02-01,13,12,3,7,0,12,2,32,2,3,0,11,0,14,111
SIPE SIPE,atencion odontologica,consulta nueva,2018-02-01,455,381,181,179,35,74,49,360,92,151,0,89,0,140,2186
SOPACHUY,atencion odontologica,consulta nueva,2018-02-01,20,26,25,9,11,15,11,53,4,3,0,12,0,7,196
SORACACHI,atencion odontologica,consulta nueva,2018-02-01,48,30,111,131,38,55,26,75,25,35,0,32,0,31,637
SORATA,atencion odontologica,consulta nueva,2018-02-01,31,34,9,27,4,33,11,70,57,31,0,35,0,21,363
SUCRE,atencion odontologica,consulta nueva,2018-02-01,1597,1407,919,1045,314,753,957,3043,286,240,0,1046,0,250,11857
TACACHI,atencion odontologica,consulta nueva,2018-02-01,1,3,0,2,18,1,14,14,1,1,0,1,0,5,61
TACACOMA,atencion odontologica,consulta nueva,2018-02-01,16,12,9,15,9,22,22,46,11,2,0,13,0,12,189
TACOPAYA,atencion odontologica,consulta nueva,2018-02-01,19,15,6,7,5,13,15,31,35,30,0,9,0,12,197
TAHUA,atencion odontologica,consulta nueva,2018-02-01,0,0,0,1,0,5,6,6,7,8,0,0,0,0,33
TAPACARI,atencion odontologica,consulta nueva,2018-02-01,52,87,10,14,3,48,24,142,73,84,0,40,0,100,677
TARABUCO,atencion odontologica,consulta nueva,2018-02-01,60,57,5,14,12,15,22,63,31,24,0,18,0,24,345
TARACO,atencion odontologica,consulta nueva,2018-02-01,10,13,1,1,3,11,4,28,33,22,0,3,0,11,140
TARATA,atencion odontologica,consulta nueva,2018-02-01,8,7,8,7,6,7,7,27,4,11,0,5,0,0,97
TARIJA,atencion odontologica,consulta nueva,2018-02-01,207,209,519,641,219,444,573,1197,88,70,0,149,0,31,4347
TARVITA,atencion odontologica,consulta nueva,2018-02-01,101,108,10,27,15,39,18,138,11,23,0,35,0,32,557
TEOPONTE,atencion odontologica,consulta nueva,2018-02-01,12,25,10,8,5,7,6,27,8,2,0,2,0,4,116
TIAWANACU,atencion odontologica,consulta nueva,2018-02-01,27,21,6,10,12,19,18,53,11,17,0,3,0,23,220
TINGUIPAYA,atencion odontologica,consulta nueva,2018-02-01,19,46,6,18,5,13,28,82,32,27,0,29,0,40,345
TIPUANI,atencion odontologica,consulta nueva,2018-02-01,26,18,3,10,2,2,2,15,7,0,0,6,0,6,97
TIQUIPAYA,atencion odontologica,consulta nueva,2018-02-01,545,520,92,112,19,136,35,308,63,54,0,168,0,155,2207
TIRAQUE (CBBA),atencion odontologica,consulta nueva,2018-02-01,120,182,50,67,11,46,22,89,11,36,0,31,0,49,714
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consulta nueva,2018-02-01,2,0,0,2,1,2,3,3,2,1,0,0,0,0,16
TOCO,atencion odontologica,consulta nueva,2018-02-01,36,36,3,35,5,15,29,49,34,25,0,12,0,13,292
TODOS SANTOS,atencion odontologica,consulta nueva,2018-02-01,5,0,4,2,0,0,4,4,0,4,0,0,0,0,23
TOLATA,atencion odontologica,consulta nueva,2018-02-01,14,35,4,5,1,6,5,55,6,4,0,10,0,39,184
TOLEDO,atencion odontologica,consulta nueva,2018-02-01,9,12,25,19,3,4,9,27,14,24,0,9,0,3,158
TOMAVE,atencion odontologica,consulta nueva,2018-02-01,13,13,14,11,5,13,19,67,5,3,0,4,0,4,171
TOMINA,atencion odontologica,consulta nueva,2018-02-01,21,20,33,55,10,16,29,71,3,1,0,7,0,4,270
TORO TORO,atencion odontologica,consulta nueva,2018-02-01,4,4,1,10,7,10,11,49,34,13,0,28,0,25,196
TOTORA(CBBA),atencion odontologica,consulta nueva,2018-02-01,41,20,32,32,12,21,32,57,8,14,0,14,0,9,292
TOTORA(ORR),atencion odontologica,consulta nueva,2018-02-01,14,14,4,10,5,4,5,28,2,10,0,2,0,14,112
TRIGAL,atencion odontologica,consulta nueva,2018-02-01,23,27,17,12,2,0,5,19,8,14,0,3,0,2,132
TRINIDAD,atencion odontologica,consulta nueva,2018-02-01,195,193,261,280,147,161,217,562,119,89,0,81,0,20,2325
TUPIZA,atencion odontologica,consulta nueva,2018-02-01,34,46,49,48,32,47,90,131,49,36,0,17,0,4,583
TURCO,atencion odontologica,consulta nueva,2018-02-01,25,5,35,39,3,9,4,23,14,21,0,1,0,3,182
UMALA,atencion odontologica,consulta nueva,2018-02-01,17,6,14,14,7,7,29,25,5,7,0,2,0,8,141
UNCIA,atencion odontologica,consulta nueva,2018-02-01,37,57,24,19,11,37,28,90,27,22,0,53,0,28,433
URIONDO (A. CONCEPCION),atencion odontologica,consulta nueva,2018-02-01,28,26,43,45,38,68,78,180,11,6,0,5,0,2,530
URUBICHA,atencion odontologica,consulta nueva,2018-02-01,0,0,0,0,1,10,2,22,3,0,0,7,0,15,60
UYUNI,atencion odontologica,consulta nueva,2018-02-01,62,63,17,13,8,27,16,70,52,43,0,19,0,27,417
VACAS,atencion odontologica,consulta nueva,2018-02-01,52,43,25,14,7,31,26,51,48,63,0,8,0,14,382
VALLEGRANDE,atencion odontologica,consulta nueva,2018-02-01,121,128,16,28,33,54,55,94,44,30,0,22,0,19,644
VIACHA,atencion odontologica,consulta nueva,2018-02-01,366,385,178,202,40,78,59,286,77,54,0,34,0,97,1856
VILA VILA,atencion odontologica,consulta nueva,2018-02-01,32,22,0,1,8,37,11,46,5,11,0,28,0,7,208
VILLA CHARCAS,atencion odontologica,consulta nueva,2018-02-01,4,7,12,15,14,28,11,87,4,4,0,47,0,8,241
VILLA MONTES,atencion odontologica,consulta nueva,2018-02-01,34,36,114,150,104,135,190,389,31,24,0,22,0,4,1233
VILLA NUEVA (LOMA ALTA),atencion odontologica,consulta nueva,2018-02-01,58,27,60,59,0,7,5,24,0,2,0,10,0,4,256
VILLA RIVERO,atencion odontologica,consulta nueva,2018-02-01,66,54,36,22,8,29,17,64,21,18,0,16,0,20,371
VILLA SERRANO,atencion odontologica,consulta nueva,2018-02-01,96,78,35,11,14,20,47,51,21,5,0,36,0,17,431
VILLA TUNARI,atencion odontologica,consulta nueva,2018-02-01,232,207,58,39,21,89,89,307,57,25,0,71,0,166,1361
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta nueva,2018-02-01,105,96,17,12,8,23,11,73,5,0,0,44,0,9,403
VILLAZON,atencion odontologica,consulta nueva,2018-02-01,257,206,140,119,31,55,47,199,32,78,0,41,0,44,1249
VINTO,atencion odontologica,consulta nueva,2018-02-01,497,333,35,54,3,38,17,253,53,19,0,45,0,198,1545
VITICHI,atencion odontologica,consulta nueva,2018-02-01,7,3,7,2,3,5,5,43,2,10,0,6,0,9,102
WALDO BALLIVIAN,atencion odontologica,consulta nueva,2018-02-01,11,3,15,11,16,17,15,27,4,2,0,1,0,0,122
WARNES,atencion odontologica,consulta nueva,2018-02-01,66,67,27,18,7,23,30,91,37,43,0,13,0,27,449
YACO,atencion odontologica,consulta nueva,2018-02-01,14,19,1,7,5,8,8,21,12,6,0,5,0,10,116
YACUIBA,atencion odontologica,consulta nueva,2018-02-01,39,48,134,144,138,164,280,584,66,36,0,20,0,15,1668
YAMPARAEZ,atencion odontologica,consulta nueva,2018-02-01,87,114,1,3,4,15,12,36,5,10,0,15,0,12,314
YANACACHI,atencion odontologica,consulta nueva,2018-02-01,8,15,14,18,7,16,38,47,6,2,0,6,0,5,182
YAPACANI,atencion odontologica,consulta nueva,2018-02-01,119,162,35,51,2,66,30,122,62,31,0,55,0,76,811
YOCALLA,atencion odontologica,consulta nueva,2018-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
YOTALA,atencion odontologica,consulta nueva,2018-02-01,56,74,42,9,13,39,11,75,7,2,0,31,0,29,388
YUNCHARA,atencion odontologica,consulta nueva,2018-02-01,28,15,29,49,20,19,46,87,11,15,0,3,0,1,323
YUNGUYO DE LITORAL,atencion odontologica,consulta nueva,2018-02-01,0,0,13,11,0,0,2,0,1,0,0,0,0,0,27
ZUDAÑEZ,atencion odontologica,consulta nueva,2018-02-01,26,37,24,13,7,38,19,80,4,0,0,28,0,3,279
ACACIO,atencion odontologica,consulta nueva,2018-03-01,12,9,2,0,0,1,4,4,1,3,0,0,0,1,37
ACHACACHI,atencion odontologica,consulta nueva,2018-03-01,167,135,37,25,13,56,44,192,68,47,0,24,0,89,897
ACHOCALLA,atencion odontologica,consulta nueva,2018-03-01,137,119,13,32,6,19,13,87,14,11,0,34,0,40,525
AIQUILE,atencion odontologica,consulta nueva,2018-03-01,179,173,33,42,9,26,27,86,39,28,0,31,0,56,729
ALALAY,atencion odontologica,consulta nueva,2018-03-01,6,5,1,0,5,5,0,0,0,3,0,0,0,0,25
ALCALA,atencion odontologica,consulta nueva,2018-03-01,57,61,23,17,24,19,28,70,1,1,0,8,0,7,316
ALTO BENI,atencion odontologica,consulta nueva,2018-03-01,54,65,7,6,4,13,29,45,15,10,0,12,0,9,269
ANCORAIMES,atencion odontologica,consulta nueva,2018-03-01,0,0,3,2,0,4,5,12,11,11,0,0,0,1,49
ANDAMARCA,atencion odontologica,consulta nueva,2018-03-01,14,27,98,86,13,28,28,42,25,27,0,5,0,24,417
ANTEQUERA,atencion odontologica,consulta nueva,2018-03-01,52,18,48,104,14,12,8,22,13,23,0,5,0,12,331
ANZALDO,atencion odontologica,consulta nueva,2018-03-01,11,12,26,19,13,30,2,32,17,22,0,26,0,7,217
APOLO,atencion odontologica,consulta nueva,2018-03-01,39,43,35,55,7,21,23,56,26,14,0,15,0,10,344
ARAMPAMPA,atencion odontologica,consulta nueva,2018-03-01,34,44,11,0,8,13,7,22,18,34,0,10,0,14,215
ARANI,atencion odontologica,consulta nueva,2018-03-01,70,59,67,98,0,17,12,69,11,25,0,0,0,19,447
ARBIETO,atencion odontologica,consulta nueva,2018-03-01,234,257,19,17,6,53,30,168,63,53,0,80,0,44,1024
ARQUE,atencion odontologica,consulta nueva,2018-03-01,92,47,12,8,5,29,18,121,41,41,0,17,0,61,492
ASCENCION DE GUARAYOS,atencion odontologica,consulta nueva,2018-03-01,66,71,1,1,5,33,3,109,4,0,0,49,0,95,437
ATOCHA,atencion odontologica,consulta nueva,2018-03-01,55,51,223,254,141,159,152,241,28,40,0,25,0,7,1376
AUCAPATA,atencion odontologica,consulta nueva,2018-03-01,21,23,5,3,6,4,15,12,12,5,0,0,0,0,106
AYATA,atencion odontologica,consulta nueva,2018-03-01,21,11,7,8,5,9,8,35,9,5,0,3,0,5,126
AYO AYO,atencion odontologica,consulta nueva,2018-03-01,17,12,25,25,1,7,5,37,10,9,0,17,0,15,180
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta nueva,2018-03-01,78,78,40,34,18,36,84,124,35,25,0,18,0,42,612
AZURDUY,atencion odontologica,consulta nueva,2018-03-01,12,30,12,28,8,47,20,105,21,27,0,73,0,32,415
BATALLAS,atencion odontologica,consulta nueva,2018-03-01,69,72,29,46,4,22,11,60,27,27,0,25,0,16,408
BAURES,atencion odontologica,consulta nueva,2018-03-01,2,0,11,2,6,5,19,22,6,0,0,1,0,0,74
BELEN DE ANDAMARCA,atencion odontologica,consulta nueva,2018-03-01,10,16,2,2,0,5,4,16,8,18,0,4,0,6,91
BELEN DE URMIRI,atencion odontologica,consulta nueva,2018-03-01,31,18,0,3,3,2,6,11,6,0,0,5,0,4,89
BELLA FLOR,atencion odontologica,consulta nueva,2018-03-01,9,0,11,10,1,9,10,13,3,0,0,2,0,0,68
BERMEJO,atencion odontologica,consulta nueva,2018-03-01,50,59,87,71,45,98,114,334,96,36,0,62,0,4,1056
BETANZOS,atencion odontologica,consulta nueva,2018-03-01,84,96,16,17,17,42,44,114,37,58,0,25,0,33,583
BOLIVAR,atencion odontologica,consulta nueva,2018-03-01,3,8,11,11,8,2,4,9,10,7,0,0,0,3,76
BOLPEBRA,atencion odontologica,consulta nueva,2018-03-01,5,5,20,34,0,0,4,16,4,0,0,1,0,1,90
BOYUIBE,atencion odontologica,consulta nueva,2018-03-01,0,0,0,2,1,1,5,8,3,0,0,0,0,0,20
BUENA VISTA,atencion odontologica,consulta nueva,2018-03-01,51,76,10,6,5,18,8,24,7,4,0,19,0,18,246
CABEZAS,atencion odontologica,consulta nueva,2018-03-01,232,241,43,42,6,36,35,131,45,49,0,57,0,37,954
CAIROMA,atencion odontologica,consulta nueva,2018-03-01,38,27,41,39,8,16,52,86,9,8,0,15,0,11,350
"CAIZA ""D""",atencion odontologica,consulta nueva,2018-03-01,19,40,9,9,11,14,22,83,7,12,0,10,0,9,245
CAJUATA,atencion odontologica,consulta nueva,2018-03-01,33,16,17,28,9,32,33,65,4,0,0,19,0,25,281
CALACOTO,atencion odontologica,consulta nueva,2018-03-01,8,17,0,0,0,2,2,8,11,4,0,2,0,3,57
CALAMARCA,atencion odontologica,consulta nueva,2018-03-01,48,57,47,46,25,71,27,136,14,18,0,37,0,35,561
CAMARGO,atencion odontologica,consulta nueva,2018-03-01,118,134,92,138,5,42,12,131,9,18,0,50,0,41,790
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta nueva,2018-03-01,9,10,6,8,1,22,20,29,9,0,0,5,0,0,119
CAMIRI,atencion odontologica,consulta nueva,2018-03-01,542,545,416,352,134,98,63,150,70,116,0,105,0,53,2644
CAPINOTA,atencion odontologica,consulta nueva,2018-03-01,147,176,65,75,8,65,73,152,51,59,0,17,0,47,935
CAQUIAVIRI,atencion odontologica,consulta nueva,2018-03-01,79,40,53,48,4,18,12,63,42,28,0,19,0,29,435
CARACOLLO,atencion odontologica,consulta nueva,2018-03-01,84,48,38,82,26,30,22,156,45,54,0,42,0,20,647
CARANAVI,atencion odontologica,consulta nueva,2018-03-01,172,172,34,34,14,90,24,261,82,41,0,214,0,73,1211
CARAPARI,atencion odontologica,consulta nueva,2018-03-01,34,31,90,82,57,69,142,244,25,10,0,2,0,7,793
CARIPUYO,atencion odontologica,consulta nueva,2018-03-01,18,26,1,6,1,16,13,35,17,23,0,3,0,14,173
CARMEN RIVERO TORREZ,atencion odontologica,consulta nueva,2018-03-01,113,126,9,14,2,0,40,63,18,37,0,34,0,31,487
CATACORA,atencion odontologica,consulta nueva,2018-03-01,4,3,0,2,7,8,2,12,0,0,0,2,0,3,43
CHALLAPATA,atencion odontologica,consulta nueva,2018-03-01,237,257,309,326,63,109,98,384,107,77,0,167,0,95,2229
CHAQUI,atencion odontologica,consulta nueva,2018-03-01,39,69,11,6,4,33,15,60,24,47,0,29,0,20,357
CHARAGUA,atencion odontologica,consulta nueva,2018-03-01,34,40,19,23,10,42,22,54,3,2,0,22,0,14,285
CHARAÑA,atencion odontologica,consulta nueva,2018-03-01,13,13,1,0,0,1,4,4,0,0,0,0,0,1,37
CHAYANTA,atencion odontologica,consulta nueva,2018-03-01,66,52,12,9,14,18,24,87,25,21,0,27,0,30,385
CHIMORE,atencion odontologica,consulta nueva,2018-03-01,159,150,105,110,15,56,11,132,37,21,0,59,0,79,934
CHIPAYA,atencion odontologica,consulta nueva,2018-03-01,5,3,8,3,0,5,17,30,3,3,0,4,0,0,81
