,group,variable,month,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA EMB,ENDODONCIA EMB,ENDODONCIA POST,ENDODONCIA POST,TOTALES
SORATA,atencion odontologica,endodoncia,2018-03-01,1,12,1,0,0,7,0,4,0,3,0,0,0,0,28
SUCRE,atencion odontologica,endodoncia,2018-03-01,104,139,114,134,23,66,155,328,43,14,0,0,0,0,1120
TACACOMA,atencion odontologica,endodoncia,2018-03-01,2,0,3,1,0,2,8,2,0,1,0,0,0,0,19
TACOPAYA,atencion odontologica,endodoncia,2018-03-01,2,0,0,0,0,2,1,6,10,6,0,0,0,0,27
TAHUA,atencion odontologica,endodoncia,2018-03-01,0,0,0,0,2,5,0,2,0,0,0,0,0,0,9
TAPACARI,atencion odontologica,endodoncia,2018-03-01,0,3,4,1,3,4,1,6,4,4,0,0,0,0,30
TARABUCO,atencion odontologica,endodoncia,2018-03-01,0,5,1,0,0,1,2,2,0,0,0,0,0,0,11
TARACO,atencion odontologica,endodoncia,2018-03-01,0,0,1,3,0,2,1,0,0,0,0,0,0,0,7
TARATA,atencion odontologica,endodoncia,2018-03-01,4,0,2,2,0,4,1,2,3,2,0,0,0,0,20
TARIJA,atencion odontologica,endodoncia,2018-03-01,17,16,50,59,20,47,166,219,30,24,0,0,0,0,648
TARVITA,atencion odontologica,endodoncia,2018-03-01,0,2,0,1,7,1,0,8,0,1,0,0,0,0,20
TEOPONTE,atencion odontologica,endodoncia,2018-03-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
TIAWANACU,atencion odontologica,endodoncia,2018-03-01,6,2,0,1,1,1,3,6,0,1,0,0,0,0,21
TINGUIPAYA,atencion odontologica,endodoncia,2018-03-01,0,0,0,0,0,6,0,8,4,0,0,0,0,0,18
TIQUIPAYA,atencion odontologica,endodoncia,2018-03-01,36,23,0,6,0,2,2,2,0,3,0,0,0,0,74
TIRAQUE (CBBA),atencion odontologica,endodoncia,2018-03-01,5,5,1,0,0,0,0,2,0,0,0,0,0,0,13
TOCO,atencion odontologica,endodoncia,2018-03-01,3,1,0,0,0,4,1,0,2,1,0,0,0,0,12
TODOS SANTOS,atencion odontologica,endodoncia,2018-03-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
TOLATA,atencion odontologica,endodoncia,2018-03-01,1,0,0,0,0,0,0,3,1,1,0,0,0,0,6
TOLEDO,atencion odontologica,endodoncia,2018-03-01,0,0,3,0,0,1,0,0,0,0,0,0,0,0,4
TOMAVE,atencion odontologica,endodoncia,2018-03-01,0,0,1,0,0,1,1,3,0,0,0,0,0,0,6
TOMINA,atencion odontologica,endodoncia,2018-03-01,0,0,1,5,0,1,13,6,0,0,0,0,0,0,26
TORO TORO,atencion odontologica,endodoncia,2018-03-01,1,1,0,0,0,1,2,4,2,1,0,0,0,0,12
TOTORA(CBBA),atencion odontologica,endodoncia,2018-03-01,1,2,2,0,0,3,0,6,0,0,0,0,0,0,14
TOTORA(ORR),atencion odontologica,endodoncia,2018-03-01,0,0,0,3,0,0,0,7,0,0,0,0,0,0,10
TRIGAL,atencion odontologica,endodoncia,2018-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TRINIDAD,atencion odontologica,endodoncia,2018-03-01,14,4,15,18,36,38,73,87,2,33,0,0,0,0,320
TUPIZA,atencion odontologica,endodoncia,2018-03-01,3,3,15,19,11,27,49,74,34,15,0,0,0,0,250
TURCO,atencion odontologica,endodoncia,2018-03-01,1,0,0,1,1,0,0,2,0,0,0,0,0,0,5
UMALA,atencion odontologica,endodoncia,2018-03-01,3,0,0,0,0,0,1,1,0,0,0,0,0,0,5
UNCIA,atencion odontologica,endodoncia,2018-03-01,1,7,0,2,0,0,4,4,1,1,0,0,0,0,20
URIONDO (A. CONCEPCION),atencion odontologica,endodoncia,2018-03-01,0,0,3,2,3,4,9,19,0,0,0,0,0,0,40
UYUNI,atencion odontologica,endodoncia,2018-03-01,7,8,2,4,2,0,6,12,1,3,0,0,0,0,45
VACAS,atencion odontologica,endodoncia,2018-03-01,1,4,0,1,0,0,2,1,2,0,0,0,0,0,11
VALLEGRANDE,atencion odontologica,endodoncia,2018-03-01,1,1,0,0,1,6,2,6,2,1,0,0,0,0,20
VIACHA,atencion odontologica,endodoncia,2018-03-01,53,26,14,9,6,6,9,44,14,11,0,0,0,0,192
VILLA CHARCAS,atencion odontologica,endodoncia,2018-03-01,1,0,0,0,0,0,0,3,2,0,0,0,0,0,6
VILLA MONTES,atencion odontologica,endodoncia,2018-03-01,4,4,8,3,6,11,9,14,2,0,0,0,0,0,61
VILLA NUEVA (LOMA ALTA),atencion odontologica,endodoncia,2018-03-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
VILLA RIVERO,atencion odontologica,endodoncia,2018-03-01,0,3,1,1,0,0,2,0,1,0,0,0,0,0,8
VILLA SERRANO,atencion odontologica,endodoncia,2018-03-01,0,0,0,0,0,3,3,1,0,0,0,0,0,0,7
VILLA TUNARI,atencion odontologica,endodoncia,2018-03-01,11,9,8,4,1,14,8,49,5,4,0,0,0,0,113
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncia,2018-03-01,6,0,1,0,0,2,1,10,0,0,0,0,0,0,20
VILLAZON,atencion odontologica,endodoncia,2018-03-01,10,13,4,7,7,11,11,15,2,1,0,0,0,0,81
VINTO,atencion odontologica,endodoncia,2018-03-01,20,24,2,2,0,4,0,27,2,2,0,0,0,0,83
VITICHI,atencion odontologica,endodoncia,2018-03-01,0,0,2,0,1,0,0,1,0,0,0,0,0,0,4
WARNES,atencion odontologica,endodoncia,2018-03-01,2,5,1,0,0,1,2,10,3,3,0,0,0,0,27
YACUIBA,atencion odontologica,endodoncia,2018-03-01,4,14,8,21,0,5,14,25,1,1,0,0,0,0,93
YAMPARAEZ,atencion odontologica,endodoncia,2018-03-01,1,0,0,0,1,6,1,1,0,1,0,0,0,0,11
YAPACANI,atencion odontologica,endodoncia,2018-03-01,1,10,0,1,0,4,1,11,3,1,0,0,0,0,32
YOCALLA,atencion odontologica,endodoncia,2018-03-01,0,0,1,3,4,2,3,0,0,0,0,0,0,0,13
YOTALA,atencion odontologica,endodoncia,2018-03-01,1,6,0,3,0,1,0,15,0,0,0,0,0,0,26
YUNCHARA,atencion odontologica,endodoncia,2018-03-01,2,2,0,3,0,1,1,6,0,0,0,0,0,0,15
ZUDAÑEZ,atencion odontologica,endodoncia,2018-03-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,5
ACACIO,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ACHACACHI,atencion odontologica,endodoncia,2018-04-01,2,4,1,0,0,3,1,12,1,0,0,0,0,0,24
ACHOCALLA,atencion odontologica,endodoncia,2018-04-01,2,0,1,0,0,0,1,2,0,0,0,0,0,0,6
AIQUILE,atencion odontologica,endodoncia,2018-04-01,3,4,7,4,3,3,1,13,2,0,0,0,0,0,40
ALALAY,atencion odontologica,endodoncia,2018-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ALCALA,atencion odontologica,endodoncia,2018-04-01,0,0,3,1,0,0,1,4,0,0,0,0,0,0,9
ALTO BENI,atencion odontologica,endodoncia,2018-04-01,3,5,1,0,0,2,3,4,2,1,0,0,0,0,21
ANDAMARCA,atencion odontologica,endodoncia,2018-04-01,1,1,2,2,1,4,0,1,1,3,0,0,0,0,16
ANTEQUERA,atencion odontologica,endodoncia,2018-04-01,4,2,2,0,1,0,3,2,2,2,0,0,0,0,18
ANZALDO,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,1,0,0,0,3,0,0,0,0,4
ARAMPAMPA,atencion odontologica,endodoncia,2018-04-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
ARANI,atencion odontologica,endodoncia,2018-04-01,2,0,0,0,0,0,0,3,0,1,0,0,0,0,6
ARBIETO,atencion odontologica,endodoncia,2018-04-01,5,1,1,0,2,2,0,3,5,9,0,0,0,0,28
ARQUE,atencion odontologica,endodoncia,2018-04-01,1,0,1,0,0,1,0,5,0,1,0,0,0,0,9
ASCENCION DE GUARAYOS,atencion odontologica,endodoncia,2018-04-01,12,23,0,0,0,0,0,17,0,0,0,0,0,0,52
ATOCHA,atencion odontologica,endodoncia,2018-04-01,9,7,24,27,8,34,56,78,3,3,0,0,0,0,249
AUCAPATA,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
AYATA,atencion odontologica,endodoncia,2018-04-01,1,1,0,0,0,0,0,1,1,0,0,0,0,0,4
AYO AYO,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncia,2018-04-01,2,3,6,1,0,2,14,18,1,0,0,0,0,0,47
AZURDUY,atencion odontologica,endodoncia,2018-04-01,7,3,2,2,0,1,1,0,0,1,0,0,0,0,17
BATALLAS,atencion odontologica,endodoncia,2018-04-01,0,1,0,0,0,0,1,8,0,2,0,0,0,0,12
BELEN DE URMIRI,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,endodoncia,2018-04-01,3,1,16,7,7,7,9,20,0,3,0,0,0,0,73
BETANZOS,atencion odontologica,endodoncia,2018-04-01,3,0,5,0,0,5,4,16,0,0,0,0,0,0,33
BUENA VISTA,atencion odontologica,endodoncia,2018-04-01,3,0,1,0,0,6,1,9,1,0,0,0,0,0,21
CABEZAS,atencion odontologica,endodoncia,2018-04-01,5,1,0,0,0,0,0,0,0,0,0,0,0,0,6
CAIROMA,atencion odontologica,endodoncia,2018-04-01,0,0,5,2,1,4,8,8,0,0,0,0,0,0,28
"CAIZA ""D""",atencion odontologica,endodoncia,2018-04-01,5,2,0,1,0,1,1,8,0,0,0,0,0,0,18
CAJUATA,atencion odontologica,endodoncia,2018-04-01,0,1,0,1,1,3,3,3,0,0,0,0,0,0,12
CALACOTO,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CALAMARCA,atencion odontologica,endodoncia,2018-04-01,1,0,1,0,0,3,4,6,0,1,0,0,0,0,16
CAMARGO,atencion odontologica,endodoncia,2018-04-01,7,2,0,4,0,1,1,4,0,0,0,0,0,0,19
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncia,2018-04-01,0,0,0,1,0,0,0,5,1,0,0,0,0,0,7
CAMIRI,atencion odontologica,endodoncia,2018-04-01,7,5,2,4,7,10,11,23,2,5,0,0,0,0,76
CAPINOTA,atencion odontologica,endodoncia,2018-04-01,0,0,1,0,0,0,0,1,1,3,0,0,0,0,6
CAQUIAVIRI,atencion odontologica,endodoncia,2018-04-01,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3
CARACOLLO,atencion odontologica,endodoncia,2018-04-01,4,6,2,1,0,2,2,10,4,4,0,0,0,0,35
CARANAVI,atencion odontologica,endodoncia,2018-04-01,4,1,0,1,3,16,4,31,3,1,0,0,0,0,64
CARAPARI,atencion odontologica,endodoncia,2018-04-01,2,1,3,9,4,5,17,44,0,0,0,0,0,0,85
CARIPUYO,atencion odontologica,endodoncia,2018-04-01,1,3,0,0,1,1,5,2,0,0,0,0,0,0,13
CHACARILLA,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,endodoncia,2018-04-01,6,10,10,7,2,1,0,18,4,4,0,0,0,0,62
CHAQUI,atencion odontologica,endodoncia,2018-04-01,1,0,1,1,0,1,0,1,0,0,0,0,0,0,5
CHARAGUA,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,2,1,0,1,0,0,0,0,4
CHAYANTA,atencion odontologica,endodoncia,2018-04-01,2,1,1,5,2,4,5,17,1,2,0,0,0,0,40
CHIMORE,atencion odontologica,endodoncia,2018-04-01,5,1,0,0,0,3,1,5,2,0,0,0,0,0,17
CHOQUE COTA,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
CHUA COCANI,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncia,2018-04-01,7,9,2,0,0,3,4,15,0,0,0,0,0,0,40
CHUMA,atencion odontologica,endodoncia,2018-04-01,0,0,1,0,1,0,0,3,1,0,0,0,0,0,6
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncia,2018-04-01,0,0,4,8,4,3,8,20,2,1,0,0,0,0,50
CKOCHAS,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
CLIZA,atencion odontologica,endodoncia,2018-04-01,3,10,8,3,0,2,4,5,2,9,0,0,0,0,46
COBIJA,atencion odontologica,endodoncia,2018-04-01,7,2,10,7,1,4,18,19,2,1,0,0,0,0,71
COCAPATA,atencion odontologica,endodoncia,2018-04-01,0,2,1,0,0,4,1,3,1,0,0,0,0,0,12
COCHABAMBA,atencion odontologica,endodoncia,2018-04-01,187,149,217,143,86,123,285,570,102,73,0,0,0,0,1935
COIPASA,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,0,1,0,3,0,0,0,0,4
COLCAPIRHUA,atencion odontologica,endodoncia,2018-04-01,6,9,1,2,0,3,0,20,16,4,0,0,0,0,61
"COLCHA ""K""",atencion odontologica,endodoncia,2018-04-01,0,5,0,0,0,0,0,0,1,0,0,0,0,0,6
COLLANA,atencion odontologica,endodoncia,2018-04-01,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3
COLOMI,atencion odontologica,endodoncia,2018-04-01,1,2,0,0,0,2,2,5,6,2,0,0,0,0,20
COLQUECHACA,atencion odontologica,endodoncia,2018-04-01,3,15,0,1,0,1,5,22,3,3,0,0,0,0,53
COLQUENCHA,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
COLQUIRI,atencion odontologica,endodoncia,2018-04-01,3,5,1,1,2,2,3,4,1,4,0,0,0,0,26
COMARAPA,atencion odontologica,endodoncia,2018-04-01,0,0,0,4,0,5,12,11,3,5,0,0,0,0,40
CONCEPCION,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
COPACABANA,atencion odontologica,endodoncia,2018-04-01,0,2,0,0,1,0,1,1,0,0,0,0,0,0,5
CORIPATA,atencion odontologica,endodoncia,2018-04-01,2,0,0,0,0,1,0,3,0,0,0,0,0,0,6
CORO CORO,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,2,6,14,0,0,0,0,0,0,22
COROICO,atencion odontologica,endodoncia,2018-04-01,5,4,4,8,3,0,0,16,1,0,0,0,0,0,41
CORQUE,atencion odontologica,endodoncia,2018-04-01,1,2,0,0,0,0,1,1,2,2,0,0,0,0,9
COTAGAITA,atencion odontologica,endodoncia,2018-04-01,9,5,12,20,8,17,25,56,10,10,0,0,0,0,172
COTOCA,atencion odontologica,endodoncia,2018-04-01,4,0,0,2,5,0,1,0,0,0,0,0,0,0,12
CUATRO CAÑADAS,atencion odontologica,endodoncia,2018-04-01,4,3,1,0,0,2,1,3,1,1,0,0,0,0,16
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncia,2018-04-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
CUEVO,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,2,4,2,0,0,0,0,0,0,8
CULPINA,atencion odontologica,endodoncia,2018-04-01,1,0,1,1,2,1,1,10,1,3,0,0,0,0,21
CURAHUARA DE CARANGAS,atencion odontologica,endodoncia,2018-04-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CURVA,atencion odontologica,endodoncia,2018-04-01,4,0,0,1,0,1,0,2,0,0,0,0,0,0,8
DESAGUADERO,atencion odontologica,endodoncia,2018-04-01,0,0,0,4,0,1,2,12,3,0,0,0,0,0,22
EL ALTO,atencion odontologica,endodoncia,2018-04-01,189,186,244,234,94,171,159,348,29,28,0,0,0,0,1682
EL CHORO,atencion odontologica,endodoncia,2018-04-01,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3
EL PUENTE(STC),atencion odontologica,endodoncia,2018-04-01,0,4,0,0,0,0,0,3,1,1,0,0,0,0,9
EL PUENTE(TJA),atencion odontologica,endodoncia,2018-04-01,0,0,0,2,1,2,0,4,1,0,0,0,0,0,10
EL TORNO,atencion odontologica,endodoncia,2018-04-01,1,2,7,12,16,14,12,11,4,1,0,0,0,0,80
EL VILLAR,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,1,0,2,0,1,0,0,0,0,4
ENTRE RIOS TRJ,atencion odontologica,endodoncia,2018-04-01,1,1,5,2,6,8,2,18,0,0,0,0,0,0,43
ENTRE RIOS CBBA,atencion odontologica,endodoncia,2018-04-01,2,2,0,0,0,2,0,8,0,2,0,0,0,0,16
ESCOMA,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,3,1,2,2,0,3,0,0,0,0,11
ESMERALDA,atencion odontologica,endodoncia,2018-04-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
EUCALIPTUS,atencion odontologica,endodoncia,2018-04-01,1,0,1,1,1,0,1,3,0,0,0,0,0,0,8
FERNANDEZ ALONSO,atencion odontologica,endodoncia,2018-04-01,2,4,1,0,1,0,1,10,0,0,0,0,0,0,19
GENERAL SAAVEDRA,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncia,2018-04-01,0,1,0,0,0,0,2,2,1,0,0,0,0,0,6
GUANAY,atencion odontologica,endodoncia,2018-04-01,1,0,3,1,0,2,3,10,8,4,0,0,0,0,32
GUAQUI,atencion odontologica,endodoncia,2018-04-01,0,0,3,3,1,1,3,2,2,2,0,0,0,0,17
GUAYARAMERIN,atencion odontologica,endodoncia,2018-04-01,2,6,8,9,4,4,13,38,9,1,0,0,0,0,94
GUTIERREZ,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,1,4,1,9,0,0,0,0,0,0,15
HUACARETA,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
HUANUNI,atencion odontologica,endodoncia,2018-04-01,8,8,3,6,0,6,5,15,11,0,0,0,0,0,62
HUARACAJE,atencion odontologica,endodoncia,2018-04-01,2,4,1,1,0,0,2,5,0,0,0,0,0,0,15
HUARINA,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,1,0,0,6,0,1,0,0,0,0,8
HUATAJATA,atencion odontologica,endodoncia,2018-04-01,0,0,1,0,1,0,2,2,0,2,0,0,0,0,8
HUAYLLAMARCA,atencion odontologica,endodoncia,2018-04-01,0,0,2,1,0,0,0,2,0,1,0,0,0,0,6
HUMANATA,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,0,1,2,1,0,0,0,0,4
ICHOCA,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ICLA,atencion odontologica,endodoncia,2018-04-01,1,0,1,1,0,1,2,5,0,0,0,0,0,0,11
INCAHUASI,atencion odontologica,endodoncia,2018-04-01,2,1,0,2,0,4,0,8,0,0,0,0,0,0,17
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncia,2018-04-01,0,4,2,1,0,1,1,8,1,1,0,0,0,0,19
IXIAMAS,atencion odontologica,endodoncia,2018-04-01,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3
JESUS DE MACHACA,atencion odontologica,endodoncia,2018-04-01,1,3,2,1,0,1,5,9,0,0,0,0,0,0,22
LA ASUNTA,atencion odontologica,endodoncia,2018-04-01,7,7,7,5,3,4,2,12,0,1,0,0,0,0,48
LA GUARDIA,atencion odontologica,endodoncia,2018-04-01,9,4,0,0,1,2,0,3,5,0,0,0,0,0,24
LA PAZ,atencion odontologica,endodoncia,2018-04-01,190,234,267,288,127,179,567,919,172,142,0,0,0,0,3085
LA RIVERA,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LAGUNILLAS,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,2,2,1,1,4,0,0,0,0,10
LAS CARRERAS,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,1,0,0,4,1,0,0,0,0,0,6
LLALLAGUA,atencion odontologica,endodoncia,2018-04-01,24,13,2,0,2,13,6,27,5,5,0,0,0,0,97
LLICA,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LURIBAY,atencion odontologica,endodoncia,2018-04-01,0,0,2,0,1,0,1,6,0,0,0,0,0,0,10
MACHACAMARCA,atencion odontologica,endodoncia,2018-04-01,0,1,3,6,0,2,6,5,15,6,0,0,0,0,44
MACHARETI,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MAGDALENA,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
MAIRANA,atencion odontologica,endodoncia,2018-04-01,1,2,1,2,2,2,2,7,0,0,0,0,0,0,19
MAPIRI,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,2,1,10,0,0,0,0,0,0,13
MECAPACA,atencion odontologica,endodoncia,2018-04-01,0,3,0,1,0,0,0,4,0,0,0,0,0,0,8
MINEROS,atencion odontologica,endodoncia,2018-04-01,0,3,0,0,0,0,1,5,0,2,0,0,0,0,11
MIZQUE,atencion odontologica,endodoncia,2018-04-01,1,5,2,1,4,2,1,12,0,0,0,0,0,0,28
MOCOMOCO,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,1,0,0,1,1,2,0,0,0,0,5
MOJOCOYA,atencion odontologica,endodoncia,2018-04-01,0,0,4,5,1,6,4,9,1,0,0,0,0,0,30
MONTEAGUDO,atencion odontologica,endodoncia,2018-04-01,10,2,1,0,2,1,11,11,0,1,0,0,0,0,39
MONTERO,atencion odontologica,endodoncia,2018-04-01,0,2,1,0,0,1,2,7,0,0,0,0,0,0,13
MORO MORO,atencion odontologica,endodoncia,2018-04-01,0,1,1,0,0,0,1,0,0,1,0,0,0,0,4
MOROCHATA,atencion odontologica,endodoncia,2018-04-01,4,0,1,0,0,2,0,5,1,1,0,0,0,0,14
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
NAZACARA DE PACAJES,atencion odontologica,endodoncia,2018-04-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
OCURI,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,0,4,1,0,0,0,0,0,5
OMEREQUE,atencion odontologica,endodoncia,2018-04-01,1,0,0,0,0,0,0,4,0,0,0,0,0,0,5
ORURO,atencion odontologica,endodoncia,2018-04-01,86,114,75,61,21,28,59,176,48,23,0,0,0,0,691
PADCAYA,atencion odontologica,endodoncia,2018-04-01,1,0,3,0,0,1,3,6,0,0,0,0,0,0,14
PADILLA,atencion odontologica,endodoncia,2018-04-01,4,14,4,7,0,1,19,12,3,3,0,0,0,0,67
PAILON,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
PALCA,atencion odontologica,endodoncia,2018-04-01,14,4,1,0,0,1,0,4,1,1,0,0,0,0,26
PALOS BLANCOS,atencion odontologica,endodoncia,2018-04-01,6,2,4,0,0,5,1,19,5,3,0,0,0,0,45
PAMPA GRANDE,atencion odontologica,endodoncia,2018-04-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
PAPEL PAMPA,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
PASORAPA,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
PATACAMAYA,atencion odontologica,endodoncia,2018-04-01,18,16,7,6,1,3,2,14,1,0,0,0,0,0,68
PAZÑA,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3
PELECHUCO,atencion odontologica,endodoncia,2018-04-01,2,2,0,0,0,0,0,0,1,1,0,0,0,0,6
POCOATA,atencion odontologica,endodoncia,2018-04-01,0,2,0,0,0,0,0,0,1,3,0,0,0,0,6
POCONA,atencion odontologica,endodoncia,2018-04-01,1,0,0,2,0,2,0,5,0,0,0,0,0,0,10
POJO (CBBA),atencion odontologica,endodoncia,2018-04-01,0,0,2,2,2,2,2,6,2,0,0,0,0,0,18
POOPO,atencion odontologica,endodoncia,2018-04-01,3,0,8,4,2,4,5,2,1,0,0,0,0,0,29
PORCO,atencion odontologica,endodoncia,2018-04-01,3,2,1,1,0,3,1,3,0,0,0,0,0,0,14
POROMA,atencion odontologica,endodoncia,2018-04-01,0,1,2,3,0,4,1,15,0,0,0,0,0,0,26
PORVENIR,atencion odontologica,endodoncia,2018-04-01,1,0,0,0,2,4,0,3,2,0,0,0,0,0,12
POTOSI,atencion odontologica,endodoncia,2018-04-01,73,96,57,65,61,59,134,209,39,40,0,0,0,0,833
PRESTO,atencion odontologica,endodoncia,2018-04-01,1,0,4,5,6,5,10,11,1,2,0,0,0,0,45
PUCARA,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
PUCARANI,atencion odontologica,endodoncia,2018-04-01,2,0,0,1,1,0,4,4,1,0,0,0,0,0,13
PUERTO ACOSTA,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
PUERTO CARABUCO,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5
PUERTO GONZALO MORENO,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
PUERTO PEREZ,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PUERTO QUIJARRO,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
PUERTO RICO,atencion odontologica,endodoncia,2018-04-01,0,0,0,0,0,1,1,4,0,0,0,0,0,0,6
PUERTO SUAREZ,atencion odontologica,endodoncia,2018-04-01,7,6,0,0,0,0,1,1,0,0,0,0,0,0,15
PUERTO VILLARROEL,atencion odontologica,endodoncia,2018-04-01,17,14,5,3,0,10,2,23,6,4,0,0,0,0,84
PUNA,atencion odontologica,endodoncia,2018-04-01,0,0,0,1,1,0,2,8,1,4,0,0,0,0,17
PUNATA,atencion odontologica,endodoncia,2018-04-01,8,1,1,0,0,6,7,17,2,13,0,0,0,0,55
QUIABAYA,atencion odontologica,endodoncia,2018-04-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
QUILLACOLLO,atencion odontologica,endodoncia,2018-04-01,54,56,68,42,67,70,78,107,60,49,0,0,0,0,651
QUIME,atencion odontologica,endodoncia,2018-04-01,2,1,1,1,1,0,10,3,5,1,0,0,0,0,25
