,group,variable,month,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR POST,CIRUGIA BUCOMAXILOFACIAL MENOR POST,TOTALES
QUILLACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN BORJA,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
SAN IGNACIO,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
SAN PABLO DE LIPEZ,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,0,0,1,5,0,0,3,3,0,0,0,0,0,0,12
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,1,1,5,4,0,0,2,8,6,2,0,0,0,0,29
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,0,0,2,0,1,0,1,2,0,1,0,0,0,0,7
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,1,1,10,3,2,0,6,10,5,36,0,0,0,0,74
TARABUCO,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,0,0,1,1,0,0,3,1,0,0,0,0,0,0,6
TORO TORO,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,0,0,0,0,0,0,1,3,0,2,0,0,0,0,6
YACUIBA,atencion odontologica,cirugia bucomaxilofacial menor,2018-08-01,0,0,0,2,0,1,1,0,0,0,0,0,0,0,4
BOLPEBRA,atencion odontologica,cirugia bucomaxilofacial menor,2018-09-01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2018-09-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
CARANAVI,atencion odontologica,cirugia bucomaxilofacial menor,2018-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CARAPARI,atencion odontologica,cirugia bucomaxilofacial menor,2018-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CLIZA,atencion odontologica,cirugia bucomaxilofacial menor,2018-09-01,0,0,0,0,1,0,3,1,0,0,0,0,0,0,5
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2018-09-01,1,1,2,1,0,1,0,3,1,0,0,0,0,0,10
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2018-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
COLCAPIRHUA,atencion odontologica,cirugia bucomaxilofacial menor,2018-09-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2018-09-01,0,0,2,1,2,2,0,1,0,0,0,0,0,0,8
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2018-09-01,0,0,0,0,4,5,18,22,1,0,0,0,0,0,50
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2018-09-01,0,0,6,2,7,4,11,12,3,2,0,0,0,0,47
PATACAMAYA,atencion odontologica,cirugia bucomaxilofacial menor,2018-09-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2018-09-01,0,0,0,1,0,1,0,4,1,4,0,0,0,0,11
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2018-09-01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2018-09-01,1,1,3,6,2,2,7,13,1,1,0,0,0,0,37
SAN BORJA,atencion odontologica,cirugia bucomaxilofacial menor,2018-09-01,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucomaxilofacial menor,2018-09-01,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAN JULIAN,atencion odontologica,cirugia bucomaxilofacial menor,2018-09-01,3,2,1,0,1,0,0,2,1,1,0,0,0,0,11
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2018-09-01,0,0,11,11,0,1,23,13,2,5,0,0,0,0,66
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2018-09-01,0,0,0,0,0,1,1,0,2,0,0,0,0,0,4
SENA,atencion odontologica,cirugia bucomaxilofacial menor,2018-09-01,0,0,0,4,0,0,2,8,1,0,0,0,0,0,15
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2018-09-01,0,1,0,0,2,3,4,4,1,0,0,0,0,0,15
TARABUCO,atencion odontologica,cirugia bucomaxilofacial menor,2018-09-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2018-09-01,0,0,3,1,0,3,3,6,0,1,0,0,0,0,17
VILLA RIVERO,atencion odontologica,cirugia bucomaxilofacial menor,2018-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
YAPACANI,atencion odontologica,cirugia bucomaxilofacial menor,2018-09-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
BAURES,atencion odontologica,cirugia bucomaxilofacial menor,2018-10-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
BELEN DE URMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2018-10-01,1,0,0,1,2,4,1,3,0,2,0,0,0,0,14
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2018-10-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2018-10-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
COLQUECHACA,atencion odontologica,cirugia bucomaxilofacial menor,2018-10-01,0,0,1,4,1,0,2,4,1,0,0,0,0,0,13
CULPINA,atencion odontologica,cirugia bucomaxilofacial menor,2018-10-01,0,0,1,1,3,1,2,5,5,0,0,0,0,0,18
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2018-10-01,0,0,2,1,2,0,0,0,0,1,0,0,0,0,6
LA GUARDIA,atencion odontologica,cirugia bucomaxilofacial menor,2018-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2018-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2018-10-01,0,0,2,1,2,5,9,19,6,4,0,0,0,0,48
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2018-10-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
PUERTO SUAREZ,atencion odontologica,cirugia bucomaxilofacial menor,2018-10-01,0,0,0,0,0,4,1,0,0,0,0,0,0,0,5
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2018-10-01,1,0,0,0,0,2,1,2,2,0,0,0,0,0,8
QUIME,atencion odontologica,cirugia bucomaxilofacial menor,2018-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2018-10-01,0,0,7,5,10,15,10,12,10,4,0,0,0,0,73
SAN CARLOS,atencion odontologica,cirugia bucomaxilofacial menor,2018-10-01,1,1,3,3,4,2,1,2,1,1,0,0,0,0,19
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2018-10-01,0,0,2,2,0,0,0,0,2,1,0,0,0,0,7
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2018-10-01,1,0,2,0,0,0,1,1,0,0,0,0,0,0,5
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2018-10-01,0,1,0,0,6,7,5,6,3,0,0,0,0,0,28
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2018-10-01,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8
TIQUIPAYA,atencion odontologica,cirugia bucomaxilofacial menor,2018-10-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
YACUIBA,atencion odontologica,cirugia bucomaxilofacial menor,2018-10-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
YOCALLA,atencion odontologica,cirugia bucomaxilofacial menor,2018-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
BELEN DE URMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2018-11-01,1,2,0,1,0,0,1,1,1,0,0,0,0,0,7
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2018-11-01,3,3,2,1,0,1,5,3,2,2,0,0,0,0,22
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2018-11-01,0,0,0,0,2,0,1,0,1,0,0,0,0,0,4
COLPA BELGICA,atencion odontologica,cirugia bucomaxilofacial menor,2018-11-01,0,0,8,15,0,0,0,10,0,9,0,0,0,0,42
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2018-11-01,0,2,0,0,0,0,0,0,4,0,0,0,0,0,6
ESCOMA,atencion odontologica,cirugia bucomaxilofacial menor,2018-11-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2018-11-01,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2018-11-01,1,1,1,1,5,8,28,61,7,8,0,0,0,0,121
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2018-11-01,0,0,2,1,2,1,4,4,0,0,0,0,0,0,14
PORONGO,atencion odontologica,cirugia bucomaxilofacial menor,2018-11-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2018-11-01,1,0,0,0,0,1,1,1,2,0,0,0,0,0,6
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucomaxilofacial menor,2018-11-01,0,1,0,1,0,1,0,2,0,0,0,0,0,0,5
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2018-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2018-11-01,0,0,4,3,8,5,4,5,0,0,0,0,0,0,29
SAN BORJA,atencion odontologica,cirugia bucomaxilofacial menor,2018-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucomaxilofacial menor,2018-11-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
SAN MATIAS,atencion odontologica,cirugia bucomaxilofacial menor,2018-11-01,2,0,1,4,1,0,3,6,3,1,0,0,0,0,21
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2018-11-01,0,0,1,2,0,0,6,17,3,0,0,0,0,0,29
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2018-11-01,0,0,2,0,1,1,2,6,3,0,0,0,0,0,15
SENA,atencion odontologica,cirugia bucomaxilofacial menor,2018-11-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2018-11-01,0,0,3,5,1,0,2,3,0,1,0,0,0,0,15
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2018-11-01,0,0,8,5,0,0,5,17,6,1,0,0,0,0,42
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2018-11-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
YAPACANI,atencion odontologica,cirugia bucomaxilofacial menor,2018-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ATOCHA,atencion odontologica,cirugia bucomaxilofacial menor,2018-12-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2018-12-01,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3
CARANAVI,atencion odontologica,cirugia bucomaxilofacial menor,2018-12-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2018-12-01,0,0,5,1,2,0,0,6,0,0,0,0,0,0,14
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2018-12-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2018-12-01,1,0,3,5,0,0,0,0,0,0,0,0,0,0,9
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2018-12-01,1,0,1,0,7,9,31,48,8,7,0,0,0,0,112
MONTERO,atencion odontologica,cirugia bucomaxilofacial menor,2018-12-01,0,0,0,0,0,0,0,2,1,1,0,0,0,0,4
MORO MORO,atencion odontologica,cirugia bucomaxilofacial menor,2018-12-01,1,0,1,3,1,0,2,2,0,1,0,0,0,0,11
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2018-12-01,2,0,0,1,3,1,10,10,4,2,0,0,0,0,33
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2018-12-01,3,7,5,6,5,1,2,3,8,1,0,0,0,0,41
PUERTO QUIJARRO,atencion odontologica,cirugia bucomaxilofacial menor,2018-12-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
PUERTO SUAREZ,atencion odontologica,cirugia bucomaxilofacial menor,2018-12-01,0,1,1,1,0,5,1,0,3,1,0,0,0,0,13
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2018-12-01,0,1,3,1,0,0,1,1,0,0,0,0,0,0,7
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2018-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SACACA,atencion odontologica,cirugia bucomaxilofacial menor,2018-12-01,2,0,4,8,4,2,4,7,0,1,0,0,0,0,32
SAN IGNACIO,atencion odontologica,cirugia bucomaxilofacial menor,2018-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN LUCAS,atencion odontologica,cirugia bucomaxilofacial menor,2018-12-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
SAN MATIAS,atencion odontologica,cirugia bucomaxilofacial menor,2018-12-01,0,0,0,1,0,3,3,4,0,0,0,0,0,0,11
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2018-12-01,1,0,2,7,1,1,4,4,0,0,0,0,0,0,20
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2018-12-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2018-12-01,3,2,8,5,2,1,0,6,4,1,0,0,0,0,32
TARABUCO,atencion odontologica,cirugia bucomaxilofacial menor,2018-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TIQUIPAYA,atencion odontologica,cirugia bucomaxilofacial menor,2018-12-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
TORO TORO,atencion odontologica,cirugia bucomaxilofacial menor,2018-12-01,1,0,0,1,1,0,4,3,2,2,0,0,0,0,14
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2018-12-01,0,0,5,0,0,0,1,1,0,0,0,0,0,0,7
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2018-12-01,0,0,1,0,0,0,1,3,0,1,0,0,0,0,6
