,group,variable,month,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR POST,CIRUGIA BUCAL MENOR POST,TOTALES
COTOCA,atencion odontologica,cirugia bucal menor,2018-03-01,6,8,8,1,1,12,1,24,18,9,0,0,0,0,88
CRUZ DE MACHACAMARCA,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,0,0,0,1,1,0,2,0,0,0,0,0,4
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2018-03-01,0,5,6,5,0,1,3,16,9,3,0,0,0,0,48
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2018-03-01,1,2,0,0,0,1,4,2,1,1,0,0,0,0,12
CUEVO,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,2,3,2,0,1,10,0,0,0,0,0,0,18
CULPINA,atencion odontologica,cirugia bucal menor,2018-03-01,0,1,10,3,3,7,11,27,11,10,0,0,0,0,83
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2018-03-01,1,1,0,1,1,0,1,3,0,2,0,0,0,0,10
CURVA,atencion odontologica,cirugia bucal menor,2018-03-01,1,1,3,4,0,3,3,3,3,0,0,0,0,0,21
DESAGUADERO,atencion odontologica,cirugia bucal menor,2018-03-01,2,0,6,9,1,0,4,8,5,3,0,0,0,0,38
EL ALTO,atencion odontologica,cirugia bucal menor,2018-03-01,140,164,598,617,105,241,171,391,136,102,0,0,0,0,2665
EL CHORO,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,7,3,1,1,2,1,3,3,0,0,0,0,21
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2018-03-01,1,2,3,4,0,1,3,13,14,4,0,0,0,0,45
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2018-03-01,4,2,27,16,6,12,15,42,3,11,0,0,0,0,138
EL TORNO,atencion odontologica,cirugia bucal menor,2018-03-01,9,8,29,19,24,18,13,38,21,25,0,0,0,0,204
EL VILLAR,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,9,3,2,2,7,10,1,5,0,0,0,0,39
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2018-03-01,6,2,29,31,10,19,19,106,10,13,0,0,0,0,245
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2018-03-01,0,1,0,3,0,0,0,2,0,0,0,0,0,0,6
ESCARA,atencion odontologica,cirugia bucal menor,2018-03-01,0,1,0,0,0,0,2,0,2,2,0,0,0,0,7
ESMERALDA,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,3,3,3,0,1,4,4,4,0,0,0,0,22
EXALTACION,atencion odontologica,cirugia bucal menor,2018-03-01,3,1,34,26,4,0,2,12,3,0,0,0,0,0,85
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,9,6,3,6,4,9,3,2,0,0,0,0,42
FILADELFIA,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,8,3,1,2,2,3,0,0,0,0,0,0,19
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2018-03-01,1,2,3,3,0,1,1,13,5,17,0,0,0,0,46
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2018-03-01,9,1,10,8,3,17,16,43,14,11,0,0,0,0,132
GUANAY,atencion odontologica,cirugia bucal menor,2018-03-01,1,1,0,0,0,1,0,6,26,18,0,0,0,0,53
GUAQUI,atencion odontologica,cirugia bucal menor,2018-03-01,0,2,6,7,9,11,16,33,26,22,0,0,0,0,132
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2018-03-01,1,0,17,23,1,8,16,20,9,0,0,0,0,0,95
GUTIERREZ,atencion odontologica,cirugia bucal menor,2018-03-01,3,9,12,8,10,11,19,63,13,4,0,0,0,0,152
HUACARETA,atencion odontologica,cirugia bucal menor,2018-03-01,2,0,2,2,1,3,10,5,4,2,0,0,0,0,31
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2018-03-01,2,3,1,1,0,1,6,8,1,3,0,0,0,0,26
HUACHACALLA,atencion odontologica,cirugia bucal menor,2018-03-01,0,2,0,2,0,0,0,0,0,5,0,0,0,0,9
HUANUNI,atencion odontologica,cirugia bucal menor,2018-03-01,6,6,22,13,5,12,33,40,19,11,0,0,0,0,167
HUARACAJE,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,3,7,6,2,8,9,0,4,0,0,0,0,39
HUARINA,atencion odontologica,cirugia bucal menor,2018-03-01,1,3,4,1,2,6,3,7,6,5,0,0,0,0,38
HUATAJATA,atencion odontologica,cirugia bucal menor,2018-03-01,0,1,4,8,3,0,1,10,8,14,0,0,0,0,49
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,3,11,0,0,3,4,3,17,0,0,0,0,41
HUMANATA,atencion odontologica,cirugia bucal menor,2018-03-01,1,0,0,1,0,0,0,1,9,8,0,0,0,0,20
ICHOCA,atencion odontologica,cirugia bucal menor,2018-03-01,0,1,2,1,1,0,1,11,10,9,0,0,0,0,36
ICLA,atencion odontologica,cirugia bucal menor,2018-03-01,3,1,18,13,3,10,6,37,3,4,0,0,0,0,98
INCAHUASI,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,2,4,1,8,5,5,3,3,0,0,0,0,31
INGAVI (HUMAITA),atencion odontologica,cirugia bucal menor,2018-03-01,0,0,2,1,1,0,6,3,0,0,0,0,0,0,13
INQUISIVI,atencion odontologica,cirugia bucal menor,2018-03-01,11,9,7,16,7,13,16,29,25,10,0,0,0,0,143
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2018-03-01,18,12,7,10,0,8,12,32,25,9,0,0,0,0,133
IXIAMAS,atencion odontologica,cirugia bucal menor,2018-03-01,2,1,9,4,1,4,4,9,6,5,0,0,0,0,45
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2018-03-01,3,3,7,11,4,13,9,25,36,23,0,0,0,0,134
LA ASUNTA,atencion odontologica,cirugia bucal menor,2018-03-01,13,7,16,18,6,12,47,57,7,5,0,0,0,0,188
LA GUARDIA,atencion odontologica,cirugia bucal menor,2018-03-01,18,12,10,4,6,6,10,34,8,4,0,0,0,0,112
LA PAZ,atencion odontologica,cirugia bucal menor,2018-03-01,260,244,367,398,116,169,350,667,271,187,0,0,0,0,3029
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,1,1,0,1,0,11,0,0,0,0,0,0,14
LAJA,atencion odontologica,cirugia bucal menor,2018-03-01,2,8,5,8,8,11,4,22,31,27,0,0,0,0,126
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,10,5,1,2,3,9,5,4,0,0,0,0,39
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2018-03-01,2,1,5,0,0,1,1,0,6,8,0,0,0,0,24
LLALLAGUA,atencion odontologica,cirugia bucal menor,2018-03-01,20,11,14,17,4,6,9,43,11,12,0,0,0,0,147
LLICA,atencion odontologica,cirugia bucal menor,2018-03-01,2,1,4,5,2,6,5,16,0,2,0,0,0,0,43
LORETO,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,4,4,0,1,0,3,3,0,0,0,0,0,15
LURIBAY,atencion odontologica,cirugia bucal menor,2018-03-01,0,1,1,2,1,4,6,9,1,0,0,0,0,0,25
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2018-03-01,1,2,2,0,3,0,5,7,5,11,0,0,0,0,36
MACHARETI,atencion odontologica,cirugia bucal menor,2018-03-01,1,3,16,5,1,5,6,24,1,0,0,0,0,0,62
MAGDALENA,atencion odontologica,cirugia bucal menor,2018-03-01,1,0,5,1,1,7,7,13,3,2,0,0,0,0,40
MAIRANA,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,5,3,1,3,0,3,2,3,0,0,0,0,20
MALLA,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,4,1,2,2,3,16,2,5,0,0,0,0,35
MAPIRI,atencion odontologica,cirugia bucal menor,2018-03-01,2,4,7,4,4,8,14,31,3,3,0,0,0,0,80
MECAPACA,atencion odontologica,cirugia bucal menor,2018-03-01,3,0,7,4,2,5,7,11,5,4,0,0,0,0,48
MINEROS,atencion odontologica,cirugia bucal menor,2018-03-01,3,7,2,4,0,7,1,7,12,13,0,0,0,0,56
MIZQUE,atencion odontologica,cirugia bucal menor,2018-03-01,6,4,13,6,5,8,5,33,7,4,0,0,0,0,91
MOCOMOCO,atencion odontologica,cirugia bucal menor,2018-03-01,1,1,9,10,16,2,7,13,11,16,0,0,0,0,86
MOJINETE,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,1,1,0,1,0,2,1,2,0,0,0,0,8
MOJOCOYA,atencion odontologica,cirugia bucal menor,2018-03-01,1,0,4,19,4,4,15,40,26,1,0,0,0,0,114
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2018-03-01,4,6,6,9,1,0,21,20,6,7,0,0,0,0,80
MONTERO,atencion odontologica,cirugia bucal menor,2018-03-01,13,20,71,60,11,42,36,103,49,50,0,0,0,0,455
MORO MORO,atencion odontologica,cirugia bucal menor,2018-03-01,0,1,4,0,1,1,2,8,2,4,0,0,0,0,23
MOROCHATA,atencion odontologica,cirugia bucal menor,2018-03-01,1,2,3,3,6,5,3,17,10,27,0,0,0,0,77
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucal menor,2018-03-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3
NAZACARA DE PACAJES,atencion odontologica,cirugia bucal menor,2018-03-01,1,0,0,1,1,3,1,0,0,0,0,0,0,0,7
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,cirugia bucal menor,2018-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
OCURI,atencion odontologica,cirugia bucal menor,2018-03-01,2,1,3,4,5,8,7,35,11,13,0,0,0,0,89
OKINAWA,atencion odontologica,cirugia bucal menor,2018-03-01,2,1,0,5,1,0,1,6,0,1,0,0,0,0,17
OMEREQUE,atencion odontologica,cirugia bucal menor,2018-03-01,1,1,7,1,6,5,7,9,6,6,0,0,0,0,49
ORURO,atencion odontologica,cirugia bucal menor,2018-03-01,75,66,156,149,49,75,174,315,146,107,0,0,0,0,1312
PADCAYA,atencion odontologica,cirugia bucal menor,2018-03-01,0,2,17,18,3,5,16,38,2,7,0,0,0,0,108
PADILLA,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,102,54,2,7,46,82,13,16,0,0,0,0,322
PAILON,atencion odontologica,cirugia bucal menor,2018-03-01,1,8,11,24,1,2,14,18,13,2,0,0,0,0,94
PALCA,atencion odontologica,cirugia bucal menor,2018-03-01,6,6,17,13,3,3,14,26,11,13,0,0,0,0,112
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2018-03-01,2,1,11,9,1,3,11,23,24,11,0,0,0,0,96
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,2,7,0,1,4,3,0,3,0,0,0,0,20
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2018-03-01,1,0,1,2,0,2,0,10,5,2,0,0,0,0,23
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2018-03-01,2,1,4,1,4,3,7,12,17,7,0,0,0,0,58
PASORAPA,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,4,0,0,0,0,3,1,2,0,0,0,0,10
PATACAMAYA,atencion odontologica,cirugia bucal menor,2018-03-01,7,7,14,3,1,3,2,20,5,4,0,0,0,0,66
PAZÑA,atencion odontologica,cirugia bucal menor,2018-03-01,3,3,9,11,2,3,3,15,2,1,0,0,0,0,52
PELECHUCO,atencion odontologica,cirugia bucal menor,2018-03-01,1,2,4,5,2,3,17,17,8,3,0,0,0,0,62
POCOATA,atencion odontologica,cirugia bucal menor,2018-03-01,1,3,0,0,2,0,3,10,21,26,0,0,0,0,66
POCONA,atencion odontologica,cirugia bucal menor,2018-03-01,0,1,25,26,6,1,9,15,9,1,0,0,0,0,93
POJO (CBBA),atencion odontologica,cirugia bucal menor,2018-03-01,7,0,8,9,1,5,10,11,10,3,0,0,0,0,64
POOPO,atencion odontologica,cirugia bucal menor,2018-03-01,4,6,6,16,0,2,8,9,2,2,0,0,0,0,55
PORCO,atencion odontologica,cirugia bucal menor,2018-03-01,6,6,2,1,1,0,5,8,0,0,0,0,0,0,29
POROMA,atencion odontologica,cirugia bucal menor,2018-03-01,4,3,22,24,4,7,15,43,10,15,0,0,0,0,147
PORONGO,atencion odontologica,cirugia bucal menor,2018-03-01,2,3,0,0,0,0,2,1,2,1,0,0,0,0,11
PORTACHUELO,atencion odontologica,cirugia bucal menor,2018-03-01,5,2,7,3,0,1,4,10,2,4,0,0,0,0,38
PORVENIR,atencion odontologica,cirugia bucal menor,2018-03-01,3,0,2,4,4,3,7,12,13,3,0,0,0,0,51
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,0,0,1,1,1,4,1,0,0,0,0,0,8
POTOSI,atencion odontologica,cirugia bucal menor,2018-03-01,53,52,138,118,126,121,228,361,79,85,0,0,0,0,1361
PRESTO,atencion odontologica,cirugia bucal menor,2018-03-01,9,2,17,16,3,2,24,26,2,8,0,0,0,0,109
PUCARA,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,0,3,0,0,0,2,0,2,0,0,0,0,7
PUCARANI,atencion odontologica,cirugia bucal menor,2018-03-01,9,2,26,30,15,24,41,74,37,23,0,0,0,0,281
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,7,9,3,12,8,15,16,22,0,0,0,0,92
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2018-03-01,2,3,1,8,5,6,4,14,8,11,0,0,0,0,62
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2018-03-01,1,1,9,13,5,10,7,12,0,1,0,0,0,0,59
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2018-03-01,3,3,7,10,1,5,1,7,2,4,0,0,0,0,43
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,1,0,1,0,1,0,4,1,0,0,0,0,8
PUERTO RICO,atencion odontologica,cirugia bucal menor,2018-03-01,1,0,11,11,10,8,15,21,18,8,0,0,0,0,103
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2018-03-01,8,2,4,8,0,2,3,14,19,4,0,0,0,0,64
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2018-03-01,17,18,21,17,4,7,6,24,24,5,0,0,0,0,143
PUNA,atencion odontologica,cirugia bucal menor,2018-03-01,3,1,5,9,5,13,15,27,22,23,0,0,0,0,123
PUNATA,atencion odontologica,cirugia bucal menor,2018-03-01,0,5,13,19,3,3,2,25,9,15,0,0,0,0,94
QUIABAYA,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,0,4,6,0,6,6,1,1,0,0,0,0,24
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2018-03-01,58,46,59,61,67,61,58,117,78,80,0,0,0,0,685
QUIME,atencion odontologica,cirugia bucal menor,2018-03-01,8,14,12,10,4,14,19,20,14,23,0,0,0,0,138
QUIRUSILLAS,atencion odontologica,cirugia bucal menor,2018-03-01,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3
RAVELO,atencion odontologica,cirugia bucal menor,2018-03-01,13,2,2,8,2,9,5,23,52,45,0,0,0,0,161
REYES,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,6,3,3,1,3,8,2,1,0,0,0,0,27
RIBERALTA,atencion odontologica,cirugia bucal menor,2018-03-01,12,9,48,52,11,25,25,92,18,19,0,0,0,0,311
ROBORE,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,13,19,1,12,29,24,6,1,0,0,0,0,105
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2018-03-01,5,3,10,22,11,7,15,14,9,3,0,0,0,0,99
SABAYA,atencion odontologica,cirugia bucal menor,2018-03-01,1,4,7,7,1,5,6,8,10,7,0,0,0,0,56
SACABA,atencion odontologica,cirugia bucal menor,2018-03-01,19,23,21,64,2,2,11,56,24,53,0,0,0,0,275
SACABAMBA,atencion odontologica,cirugia bucal menor,2018-03-01,1,4,3,5,0,0,3,5,1,3,0,0,0,0,25
SACACA,atencion odontologica,cirugia bucal menor,2018-03-01,4,6,14,15,0,4,7,32,12,8,0,0,0,0,102
SAIPINA,atencion odontologica,cirugia bucal menor,2018-03-01,0,1,3,2,0,0,3,3,0,1,0,0,0,0,13
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2018-03-01,1,5,18,18,1,8,6,14,15,15,0,0,0,0,101
SAMAIPATA,atencion odontologica,cirugia bucal menor,2018-03-01,1,2,6,4,0,3,0,19,5,3,0,0,0,0,43
SAN AGUSTIN,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,2,0,0,0,1,1,0,0,0,0,0,0,4
SAN ANDRES,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,7,16,0,4,7,7,0,0,0,0,0,0,41
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2018-03-01,0,1,2,3,1,0,3,13,7,19,0,0,0,0,49
SAN ANTONIO DE ESMORUCO,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,1,0,2,4,2,1,0,0,0,0,0,0,10
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucal menor,2018-03-01,1,1,0,1,0,3,0,11,2,1,0,0,0,0,20
SAN BENITO,atencion odontologica,cirugia bucal menor,2018-03-01,4,0,3,1,0,2,0,0,3,5,0,0,0,0,18
SAN BORJA,atencion odontologica,cirugia bucal menor,2018-03-01,11,7,3,2,1,2,5,22,6,1,0,0,0,0,60
SAN BUENA VENTURA,atencion odontologica,cirugia bucal menor,2018-03-01,0,2,5,2,2,3,3,7,1,0,0,0,0,0,25
SAN CARLOS,atencion odontologica,cirugia bucal menor,2018-03-01,5,6,16,8,8,10,14,18,9,7,0,0,0,0,101
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2018-03-01,1,1,7,15,1,7,12,15,5,1,0,0,0,0,65
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2018-03-01,1,0,4,2,0,2,2,8,32,23,0,0,0,0,74
SAN JAVIER(BNI),atencion odontologica,cirugia bucal menor,2018-03-01,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4
SAN JAVIER(STC),atencion odontologica,cirugia bucal menor,2018-03-01,0,0,2,6,0,0,5,8,0,5,0,0,0,0,26
SAN JOAQUIN,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,1,6,0,1,4,11,3,0,0,0,0,0,26
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2018-03-01,3,0,15,9,3,5,9,22,5,3,0,0,0,0,74
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2018-03-01,5,5,2,1,0,0,1,4,4,1,0,0,0,0,23
SAN JULIAN,atencion odontologica,cirugia bucal menor,2018-03-01,5,6,6,13,0,0,7,23,14,14,0,0,0,0,88
SAN LORENZO(PND),atencion odontologica,cirugia bucal menor,2018-03-01,0,0,4,6,0,0,0,3,1,0,0,0,0,0,14
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2018-03-01,1,4,29,25,6,4,18,84,8,7,0,0,0,0,186
SAN LUCAS,atencion odontologica,cirugia bucal menor,2018-03-01,2,4,20,18,8,17,25,79,22,16,0,0,0,0,211
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2018-03-01,1,0,3,3,1,2,3,16,1,2,0,0,0,0,32
SAN PABLO DE LIPEZ,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,0,1,1,0,3,0,0,0,0,0,0,0,5
SAN PEDRO,atencion odontologica,cirugia bucal menor,2018-03-01,0,1,19,21,7,9,12,50,90,77,0,0,0,0,286
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2018-03-01,1,4,3,6,0,1,8,15,6,4,0,0,0,0,48
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucal menor,2018-03-01,1,1,4,5,3,3,5,8,3,1,0,0,0,0,34
SAN PEDRO DE QUEMES,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,2,1,1,0,1,1,3,0,0,0,0,0,9
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2018-03-01,2,5,1,1,4,5,10,18,11,2,0,0,0,0,59
SAN PEDRO(PND),atencion odontologica,cirugia bucal menor,2018-03-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2018-03-01,4,0,5,0,1,4,0,11,6,1,0,0,0,0,32
SAN RAMON BENI,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,1,0,1,4,1,5,5,0,0,0,0,0,17
SAN RAMON SCZ,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,3,1,2,2,1,4,0,0,0,0,0,0,13
SANTA ANA,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,15,10,15,3,9,25,9,1,0,0,0,0,87
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2018-03-01,106,103,220,194,30,85,210,499,210,145,0,0,0,0,1802
SANTA ROSA,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,5,3,2,4,12,10,4,0,0,0,0,0,40
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2018-03-01,2,1,6,10,1,2,10,18,13,3,0,0,0,0,66
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,0,1,0,0,0,3,0,9,0,0,0,0,13
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2018-03-01,3,3,16,19,0,3,5,18,20,24,0,0,0,0,111
SANTIAGO DE HUATA,atencion odontologica,cirugia bucal menor,2018-03-01,5,1,7,1,5,5,9,16,30,12,0,0,0,0,91
SANTIAGO DE MACHACA,atencion odontologica,cirugia bucal menor,2018-03-01,0,2,2,4,2,4,7,15,4,2,0,0,0,0,42
SANTIVAÑES,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,11,17,0,1,4,15,4,16,0,0,0,0,68
SANTUARIO DE QUILLACAS,atencion odontologica,cirugia bucal menor,2018-03-01,1,0,2,0,2,0,3,0,2,0,0,0,0,0,10
SAPAHAQUI,atencion odontologica,cirugia bucal menor,2018-03-01,2,0,1,6,1,1,14,19,8,15,0,0,0,0,67
SENA,atencion odontologica,cirugia bucal menor,2018-03-01,18,12,7,4,3,8,7,28,21,19,0,0,0,0,127
SHINAOTA,atencion odontologica,cirugia bucal menor,2018-03-01,2,5,2,0,0,3,3,5,9,2,0,0,0,0,31
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucal menor,2018-03-01,3,2,13,8,5,9,13,29,26,15,0,0,0,0,123
SICAYA,atencion odontologica,cirugia bucal menor,2018-03-01,1,2,2,1,1,3,3,8,1,5,0,0,0,0,27
SIPE SIPE,atencion odontologica,cirugia bucal menor,2018-03-01,12,10,12,18,3,3,8,29,15,57,0,0,0,0,167
SOPACHUY,atencion odontologica,cirugia bucal menor,2018-03-01,1,2,5,5,0,0,12,15,0,2,0,0,0,0,42
SORACACHI,atencion odontologica,cirugia bucal menor,2018-03-01,3,6,48,27,1,16,11,15,11,9,0,0,0,0,147
SORATA,atencion odontologica,cirugia bucal menor,2018-03-01,4,2,4,6,2,5,7,8,20,4,0,0,0,0,62
SUCRE,atencion odontologica,cirugia bucal menor,2018-03-01,85,93,190,222,26,64,122,326,68,106,0,0,0,0,1302
TACACHI,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3
TACACOMA,atencion odontologica,cirugia bucal menor,2018-03-01,4,1,10,10,2,12,7,17,11,3,0,0,0,0,77
TACOPAYA,atencion odontologica,cirugia bucal menor,2018-03-01,5,3,3,1,1,7,8,27,23,20,0,0,0,0,98
TAHUA,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,0,0,0,0,3,10,10,4,0,0,0,0,27
TAPACARI,atencion odontologica,cirugia bucal menor,2018-03-01,4,2,14,3,6,8,1,26,8,20,0,0,0,0,92
TARABUCO,atencion odontologica,cirugia bucal menor,2018-03-01,0,1,9,7,9,8,15,28,17,7,0,0,0,0,101
TARACO,atencion odontologica,cirugia bucal menor,2018-03-01,1,1,1,0,3,4,4,6,14,9,0,0,0,0,43
TARATA,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,1,1,0,1,3,8,2,2,0,0,0,0,18
TARIJA,atencion odontologica,cirugia bucal menor,2018-03-01,19,11,147,135,36,42,212,344,49,57,0,0,0,0,1052
TARVITA,atencion odontologica,cirugia bucal menor,2018-03-01,2,2,6,6,4,6,17,63,22,16,0,0,0,0,144
TEOPONTE,atencion odontologica,cirugia bucal menor,2018-03-01,5,4,12,10,2,5,13,19,5,2,0,0,0,0,77
TIAWANACU,atencion odontologica,cirugia bucal menor,2018-03-01,5,3,4,10,6,6,9,18,12,11,0,0,0,0,84
TINGUIPAYA,atencion odontologica,cirugia bucal menor,2018-03-01,0,1,2,8,4,11,6,45,31,34,0,0,0,0,142
TIPUANI,atencion odontologica,cirugia bucal menor,2018-03-01,2,1,2,0,2,1,0,2,1,0,0,0,0,0,11
TIQUIPAYA,atencion odontologica,cirugia bucal menor,2018-03-01,29,16,18,13,0,10,22,60,22,27,0,0,0,0,217
TIRAQUE (CBBA),atencion odontologica,cirugia bucal menor,2018-03-01,3,4,15,11,7,4,9,11,2,10,0,0,0,0,76
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,cirugia bucal menor,2018-03-01,2,0,1,3,2,2,6,3,2,6,0,0,0,0,27
TOCO,atencion odontologica,cirugia bucal menor,2018-03-01,1,1,3,5,1,6,0,15,4,9,0,0,0,0,45
TODOS SANTOS,atencion odontologica,cirugia bucal menor,2018-03-01,0,0,1,4,0,0,0,0,0,1,0,0,0,0,6
TOLATA,atencion odontologica,cirugia bucal menor,2018-03-01,1,3,2,0,0,1,1,6,2,9,0,0,0,0,25
TOLEDO,atencion odontologica,cirugia bucal menor,2018-03-01,0,2,7,8,3,1,1,2,2,6,0,0,0,0,32
TOMAVE,atencion odontologica,cirugia bucal menor,2018-03-01,1,0,7,7,5,8,14,29,15,5,0,0,0,0,91
TOMINA,atencion odontologica,cirugia bucal menor,2018-03-01,1,1,10,11,3,10,4,29,5,0,0,0,0,0,74
TORO TORO,atencion odontologica,cirugia bucal menor,2018-03-01,0,1,5,3,1,1,13,7,8,17,0,0,0,0,56
TOTORA(CBBA),atencion odontologica,cirugia bucal menor,2018-03-01,0,0,9,3,1,3,5,15,4,7,0,0,0,0,47
TOTORA(ORR),atencion odontologica,cirugia bucal menor,2018-03-01,1,2,4,7,0,0,9,14,13,13,0,0,0,0,63
TRIGAL,atencion odontologica,cirugia bucal menor,2018-03-01,1,0,0,0,1,0,5,4,9,11,0,0,0,0,31
