,group,variable,month,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA EMB,PRIMERA CONSULTA EMB,PRIMERA CONSULTA POST,PRIMERA CONSULTA POST,TOTALES
MOROCHATA,atencion odontologica,primera consulta,2018-04-01,21,18,69,86,4,17,7,31,13,11,0,10,0,5,292
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,primera consulta,2018-04-01,16,18,0,0,0,0,0,3,0,0,0,0,0,1,38
NAZACARA DE PACAJES,atencion odontologica,primera consulta,2018-04-01,2,2,1,0,3,1,0,1,0,1,0,0,0,0,11
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,primera consulta,2018-04-01,8,5,0,0,0,2,3,5,0,0,0,3,0,4,30
OCURI,atencion odontologica,primera consulta,2018-04-01,14,20,51,51,5,16,16,32,21,25,0,13,0,4,268
OKINAWA,atencion odontologica,primera consulta,2018-04-01,8,3,2,2,2,8,1,28,2,4,0,5,0,3,68
OMEREQUE,atencion odontologica,primera consulta,2018-04-01,4,2,0,7,1,4,4,11,3,1,0,2,0,3,42
ORURO,atencion odontologica,primera consulta,2018-04-01,337,328,242,274,120,212,394,770,112,100,0,225,0,82,3196
PADCAYA,atencion odontologica,primera consulta,2018-04-01,11,11,55,40,11,19,29,60,8,5,0,2,0,0,251
PADILLA,atencion odontologica,primera consulta,2018-04-01,9,18,11,9,4,17,34,50,10,4,0,9,0,10,185
PAILON,atencion odontologica,primera consulta,2018-04-01,165,157,347,344,5,5,19,33,8,2,0,3,0,4,1092
PALCA,atencion odontologica,primera consulta,2018-04-01,27,30,9,9,2,8,10,22,7,4,0,5,0,4,137
PALOS BLANCOS,atencion odontologica,primera consulta,2018-04-01,56,63,24,17,9,14,19,64,21,15,0,13,0,25,340
PAMPA AULLAGAS,atencion odontologica,primera consulta,2018-04-01,3,2,3,3,3,6,7,9,0,4,0,5,0,5,50
PAMPA GRANDE,atencion odontologica,primera consulta,2018-04-01,14,16,3,3,0,1,1,15,19,33,0,7,0,6,118
PAPEL PAMPA,atencion odontologica,primera consulta,2018-04-01,14,10,2,2,3,2,8,13,20,17,0,1,0,2,94
PASORAPA,atencion odontologica,primera consulta,2018-04-01,0,2,3,2,1,5,5,15,4,2,0,1,0,0,40
PATACAMAYA,atencion odontologica,primera consulta,2018-04-01,28,36,16,11,4,13,8,56,5,3,0,42,0,8,230
PAZÑA,atencion odontologica,primera consulta,2018-04-01,12,9,17,32,2,5,7,27,12,4,0,3,0,7,137
PELECHUCO,atencion odontologica,primera consulta,2018-04-01,28,29,20,21,2,10,19,34,6,5,0,1,0,5,180
POCOATA,atencion odontologica,primera consulta,2018-04-01,75,76,6,1,1,9,6,40,77,110,0,22,0,13,436
POCONA,atencion odontologica,primera consulta,2018-04-01,18,21,38,51,5,9,8,43,5,7,0,9,0,7,221
POJO (CBBA),atencion odontologica,primera consulta,2018-04-01,18,11,6,17,4,13,13,43,2,0,0,7,0,8,142
POOPO,atencion odontologica,primera consulta,2018-04-01,13,11,28,31,2,11,18,26,4,9,0,11,0,2,166
PORCO,atencion odontologica,primera consulta,2018-04-01,26,29,11,12,3,7,9,36,2,4,0,33,0,5,177
POROMA,atencion odontologica,primera consulta,2018-04-01,62,64,205,189,38,35,29,79,6,11,0,49,0,4,771
PORONGO,atencion odontologica,primera consulta,2018-04-01,81,53,236,196,0,1,1,2,47,31,0,10,0,8,666
PORTACHUELO,atencion odontologica,primera consulta,2018-04-01,3,3,5,10,2,1,4,17,4,0,0,6,0,4,59
PORVENIR,atencion odontologica,primera consulta,2018-04-01,13,16,26,24,2,17,15,21,2,1,0,6,0,2,145
POSTRER VALLE,atencion odontologica,primera consulta,2018-04-01,4,10,19,33,47,33,7,14,2,7,0,2,0,0,178
POTOSI,atencion odontologica,primera consulta,2018-04-01,257,360,136,156,84,173,221,611,59,79,0,309,0,87,2532
PRESTO,atencion odontologica,primera consulta,2018-04-01,21,24,25,28,10,12,15,35,8,4,0,11,0,2,195
PUCARA,atencion odontologica,primera consulta,2018-04-01,5,9,2,3,0,0,2,11,4,4,0,3,0,2,45
PUCARANI,atencion odontologica,primera consulta,2018-04-01,18,19,12,21,10,20,23,47,21,16,0,12,0,8,227
PUERTO ACOSTA,atencion odontologica,primera consulta,2018-04-01,6,6,3,3,0,3,4,9,5,9,0,5,0,3,56
PUERTO CARABUCO,atencion odontologica,primera consulta,2018-04-01,2,6,3,0,7,6,12,26,2,2,0,3,0,2,71
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2018-04-01,6,4,22,19,3,7,10,22,2,3,0,4,0,4,106
PUERTO PEREZ,atencion odontologica,primera consulta,2018-04-01,5,2,1,5,0,3,4,10,14,12,0,5,0,2,63
PUERTO QUIJARRO,atencion odontologica,primera consulta,2018-04-01,26,28,25,17,0,2,0,12,3,2,0,7,0,2,124
PUERTO RICO,atencion odontologica,primera consulta,2018-04-01,31,20,9,9,10,15,25,32,4,3,0,9,0,7,174
PUERTO SUAREZ,atencion odontologica,primera consulta,2018-04-01,13,9,31,31,4,6,10,26,8,3,0,7,0,2,150
PUERTO VILLARROEL,atencion odontologica,primera consulta,2018-04-01,52,51,23,23,6,29,26,90,22,11,0,40,0,40,413
PUNA,atencion odontologica,primera consulta,2018-04-01,42,61,40,31,8,27,24,70,30,26,0,29,0,6,394
PUNATA,atencion odontologica,primera consulta,2018-04-01,22,28,15,11,3,26,6,96,11,13,0,30,0,63,324
QUIABAYA,atencion odontologica,primera consulta,2018-04-01,7,7,17,25,3,2,11,8,0,0,0,1,0,1,82
QUILLACOLLO,atencion odontologica,primera consulta,2018-04-01,150,192,41,39,35,60,136,190,24,27,0,24,0,44,962
QUIME,atencion odontologica,primera consulta,2018-04-01,18,24,7,10,7,8,30,30,16,11,0,6,0,6,173
QUIRUSILLAS,atencion odontologica,primera consulta,2018-04-01,12,18,28,34,0,2,0,3,0,2,0,0,0,1,100
RAVELO,atencion odontologica,primera consulta,2018-04-01,123,108,7,7,6,26,27,71,137,161,0,18,0,15,706
REYES,atencion odontologica,primera consulta,2018-04-01,9,7,7,5,3,5,13,14,4,5,0,3,0,0,75
RIBERALTA,atencion odontologica,primera consulta,2018-04-01,166,181,102,112,78,204,147,442,81,90,0,323,0,56,1982
ROBORE,atencion odontologica,primera consulta,2018-04-01,31,33,21,22,5,11,33,61,8,7,0,18,0,1,251
RURRENABAQUE,atencion odontologica,primera consulta,2018-04-01,28,17,36,39,8,7,17,40,13,15,0,16,0,6,242
SABAYA,atencion odontologica,primera consulta,2018-04-01,9,12,8,6,6,2,6,13,6,1,0,5,0,1,75
SACABA,atencion odontologica,primera consulta,2018-04-01,126,122,75,98,21,55,42,167,45,33,0,50,0,68,902
SACABAMBA,atencion odontologica,primera consulta,2018-04-01,3,2,11,15,0,1,5,5,1,2,0,1,0,0,46
SACACA,atencion odontologica,primera consulta,2018-04-01,7,8,6,4,12,16,23,44,15,15,0,14,0,6,170
SAIPINA,atencion odontologica,primera consulta,2018-04-01,7,5,4,5,0,0,6,12,1,1,0,0,0,0,41
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2018-04-01,36,34,43,55,7,13,27,46,31,26,0,17,0,5,340
SAMAIPATA,atencion odontologica,primera consulta,2018-04-01,16,11,12,16,6,2,8,20,8,9,0,5,0,5,118
SAN AGUSTIN,atencion odontologica,primera consulta,2018-04-01,0,0,0,1,0,0,0,0,1,0,0,2,0,1,5
SAN ANDRES,atencion odontologica,primera consulta,2018-04-01,6,3,5,10,0,3,0,8,1,0,0,4,0,2,42
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2018-04-01,6,6,3,6,6,2,2,7,13,15,0,0,0,0,66
SAN ANTONIO DE ESMORUCO,atencion odontologica,primera consulta,2018-04-01,15,12,2,6,0,3,1,8,0,2,0,4,0,2,55
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2018-04-01,8,11,1,2,1,4,4,10,4,0,0,8,0,8,61
SAN BENITO,atencion odontologica,primera consulta,2018-04-01,21,28,8,5,0,2,1,20,6,8,0,2,0,4,105
SAN BORJA,atencion odontologica,primera consulta,2018-04-01,40,22,7,5,6,9,11,30,14,5,0,14,0,10,173
SAN BUENA VENTURA,atencion odontologica,primera consulta,2018-04-01,6,1,3,4,0,7,2,15,2,3,0,3,0,2,48
SAN CARLOS,atencion odontologica,primera consulta,2018-04-01,30,29,48,54,32,31,32,48,14,9,0,12,0,15,354
SAN IGNACIO,atencion odontologica,primera consulta,2018-04-01,30,46,62,62,25,26,23,56,4,3,0,3,0,8,348
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2018-04-01,129,128,6,6,0,20,13,72,77,33,0,36,0,37,557
SAN JAVIER(BNI),atencion odontologica,primera consulta,2018-04-01,1,4,0,3,0,2,1,4,0,0,0,1,0,0,16
SAN JAVIER(STC),atencion odontologica,primera consulta,2018-04-01,4,6,5,9,1,2,9,14,4,3,0,4,0,1,62
SAN JOAQUIN,atencion odontologica,primera consulta,2018-04-01,6,1,2,5,1,6,1,10,0,1,0,9,0,5,47
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2018-04-01,9,3,11,18,15,13,16,38,7,6,0,7,0,3,146
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2018-04-01,25,13,3,7,3,5,4,20,6,0,0,11,0,3,100
SAN JULIAN,atencion odontologica,primera consulta,2018-04-01,36,58,53,67,3,15,14,56,27,24,0,15,0,27,395
SAN LORENZO(PND),atencion odontologica,primera consulta,2018-04-01,7,14,4,3,2,3,2,7,0,0,0,0,0,0,42
SAN LORENZO(TJA),atencion odontologica,primera consulta,2018-04-01,59,55,289,332,36,49,49,136,14,12,0,9,0,2,1042
SAN LUCAS,atencion odontologica,primera consulta,2018-04-01,206,189,20,21,14,50,34,126,15,16,0,71,0,13,775
SAN MATIAS,atencion odontologica,primera consulta,2018-04-01,23,18,102,107,7,11,9,41,6,3,0,5,0,2,334
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2018-04-01,41,36,2,9,3,7,5,25,7,5,0,4,0,4,148
SAN PABLO DE LIPEZ,atencion odontologica,primera consulta,2018-04-01,7,3,1,2,1,2,4,12,5,3,0,0,0,0,40
SAN PEDRO,atencion odontologica,primera consulta,2018-04-01,20,28,44,41,18,23,27,55,7,16,0,18,0,3,300
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2018-04-01,36,25,4,7,6,16,14,57,41,57,0,18,0,20,301
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2018-04-01,2,4,4,3,5,7,10,14,3,2,0,3,0,5,62
SAN PEDRO DE QUEMES,atencion odontologica,primera consulta,2018-04-01,3,2,0,2,1,1,3,2,0,1,0,1,0,1,17
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2018-04-01,6,3,4,7,2,4,1,13,9,3,0,4,0,0,56
SAN PEDRO(PND),atencion odontologica,primera consulta,2018-04-01,1,7,0,0,1,2,2,4,1,0,0,0,0,0,18
SAN RAFAEL,atencion odontologica,primera consulta,2018-04-01,15,12,0,1,1,2,3,9,2,1,0,2,0,0,48
SAN RAMON BENI,atencion odontologica,primera consulta,2018-04-01,23,17,32,32,1,21,5,12,1,1,0,9,0,0,154
SAN RAMON SCZ,atencion odontologica,primera consulta,2018-04-01,126,102,100,82,2,2,5,18,2,4,0,15,0,5,463
SANTA ANA,atencion odontologica,primera consulta,2018-04-01,3,3,14,14,8,8,15,34,3,5,0,0,0,2,109
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2018-04-01,1472,1456,527,556,182,589,473,2343,380,350,0,1548,0,307,10183
SANTA ROSA,atencion odontologica,primera consulta,2018-04-01,8,4,6,2,3,4,5,9,2,2,0,0,0,0,45
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2018-04-01,58,35,38,23,6,16,14,44,8,10,0,12,0,13,277
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2018-04-01,9,5,0,0,2,0,2,6,3,4,0,3,0,3,37
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2018-04-01,38,31,45,39,29,24,36,50,15,18,0,8,0,2,335
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2018-04-01,9,8,3,4,4,6,15,23,32,43,0,4,0,3,154
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2018-04-01,2,3,5,3,2,2,4,7,3,7,0,1,0,0,39
SANTIVAÑES,atencion odontologica,primera consulta,2018-04-01,7,8,18,21,2,2,12,22,16,11,0,2,0,1,122
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2018-04-01,13,9,4,10,2,11,7,11,16,13,0,7,0,3,106
SAPAHAQUI,atencion odontologica,primera consulta,2018-04-01,31,30,9,9,6,11,18,27,9,7,0,6,0,8,171
SENA,atencion odontologica,primera consulta,2018-04-01,50,46,5,3,4,15,10,66,12,7,0,38,0,26,282
SHINAOTA,atencion odontologica,primera consulta,2018-04-01,10,18,4,2,2,6,4,10,1,2,0,23,0,44,126
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2018-04-01,30,25,7,13,4,6,14,30,25,27,0,9,0,3,193
SICAYA,atencion odontologica,primera consulta,2018-04-01,4,7,4,0,2,2,4,12,0,3,0,4,0,4,46
SIPE SIPE,atencion odontologica,primera consulta,2018-04-01,111,110,25,23,4,6,29,101,99,140,0,25,0,21,694
SOPACHUY,atencion odontologica,primera consulta,2018-04-01,9,19,7,9,1,9,18,27,2,2,0,4,0,3,110
SORACACHI,atencion odontologica,primera consulta,2018-04-01,24,43,106,126,10,8,17,28,17,23,0,13,0,3,418
SORATA,atencion odontologica,primera consulta,2018-04-01,23,15,13,18,2,9,12,32,7,7,0,17,0,5,160
SUCRE,atencion odontologica,primera consulta,2018-04-01,745,703,275,292,115,253,447,1118,107,105,0,494,0,71,4725
TACACHI,atencion odontologica,primera consulta,2018-04-01,2,0,0,0,1,0,0,6,1,1,0,0,0,0,11
TACACOMA,atencion odontologica,primera consulta,2018-04-01,6,9,13,7,2,3,14,23,6,3,0,1,0,6,93
TACOPAYA,atencion odontologica,primera consulta,2018-04-01,21,17,2,5,2,9,7,21,27,35,0,7,0,7,160
TAHUA,atencion odontologica,primera consulta,2018-04-01,2,5,1,2,0,0,2,5,1,6,0,1,0,1,26
TAPACARI,atencion odontologica,primera consulta,2018-04-01,27,50,8,7,8,24,14,55,22,32,0,19,0,13,279
TARABUCO,atencion odontologica,primera consulta,2018-04-01,55,61,46,42,15,32,26,87,7,12,0,27,0,22,432
TARACO,atencion odontologica,primera consulta,2018-04-01,11,8,4,0,1,4,10,14,24,16,0,5,0,3,100
TARATA,atencion odontologica,primera consulta,2018-04-01,5,4,8,6,2,4,6,43,4,8,0,2,0,2,94
TARIJA,atencion odontologica,primera consulta,2018-04-01,257,435,381,290,152,228,391,844,90,82,0,261,0,59,3470
TARVITA,atencion odontologica,primera consulta,2018-04-01,56,49,9,12,7,13,21,59,10,15,0,9,0,4,264
TEOPONTE,atencion odontologica,primera consulta,2018-04-01,8,6,14,12,2,8,15,24,3,3,0,3,0,6,104
TIAWANACU,atencion odontologica,primera consulta,2018-04-01,13,11,7,8,2,10,6,20,9,4,0,10,0,3,103
TINGUIPAYA,atencion odontologica,primera consulta,2018-04-01,10,14,9,15,7,14,16,44,13,21,0,10,0,9,182
TIPUANI,atencion odontologica,primera consulta,2018-04-01,22,20,1,4,0,5,2,7,4,0,0,2,0,2,69
TIQUIPAYA,atencion odontologica,primera consulta,2018-04-01,105,121,58,68,6,28,21,103,19,22,0,38,0,33,622
TIRAQUE (CBBA),atencion odontologica,primera consulta,2018-04-01,13,11,14,20,2,6,6,18,1,7,0,6,0,8,112
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2018-04-01,2,1,5,3,0,2,3,12,0,2,0,1,0,1,32
TOCO,atencion odontologica,primera consulta,2018-04-01,14,9,5,5,2,2,6,15,7,5,0,4,0,4,78
TODOS SANTOS,atencion odontologica,primera consulta,2018-04-01,2,0,9,4,7,3,0,2,1,0,0,0,0,0,28
TOLATA,atencion odontologica,primera consulta,2018-04-01,0,6,2,1,0,1,3,12,13,13,0,6,0,2,59
TOLEDO,atencion odontologica,primera consulta,2018-04-01,1,4,4,4,1,1,2,8,7,3,0,0,0,2,37
TOMAVE,atencion odontologica,primera consulta,2018-04-01,25,25,8,21,4,17,13,23,7,11,0,7,0,7,168
TOMINA,atencion odontologica,primera consulta,2018-04-01,91,76,27,19,8,11,16,37,8,2,0,11,0,4,310
TORO TORO,atencion odontologica,primera consulta,2018-04-01,27,20,6,2,1,10,10,23,7,4,0,12,0,7,129
TOTORA(CBBA),atencion odontologica,primera consulta,2018-04-01,8,13,9,10,3,8,12,28,2,10,0,11,0,6,120
TOTORA(ORR),atencion odontologica,primera consulta,2018-04-01,9,5,5,3,2,8,8,18,11,7,0,2,0,2,80
TRIGAL,atencion odontologica,primera consulta,2018-04-01,3,5,32,23,0,1,3,10,5,2,0,2,0,1,87
TRINIDAD,atencion odontologica,primera consulta,2018-04-01,67,94,140,125,102,166,172,404,50,49,0,126,0,46,1541
TUPIZA,atencion odontologica,primera consulta,2018-04-01,33,43,31,33,15,27,77,102,16,21,0,56,0,6,460
TURCO,atencion odontologica,primera consulta,2018-04-01,3,6,5,4,1,4,9,11,17,10,0,2,0,0,72
UMALA,atencion odontologica,primera consulta,2018-04-01,3,7,5,1,0,2,1,7,0,0,0,6,0,1,33
UNCIA,atencion odontologica,primera consulta,2018-04-01,12,27,16,26,9,14,24,81,26,26,0,3,0,3,267
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2018-04-01,31,40,97,127,22,37,47,135,25,15,0,7,0,9,592
URUBICHA,atencion odontologica,primera consulta,2018-04-01,1,3,4,2,1,4,2,6,0,1,0,3,0,1,28
UYUNI,atencion odontologica,primera consulta,2018-04-01,15,32,15,14,5,11,24,55,14,18,0,20,0,12,235
VACAS,atencion odontologica,primera consulta,2018-04-01,19,9,7,7,1,4,9,17,6,9,0,2,0,3,93
VALLEGRANDE,atencion odontologica,primera consulta,2018-04-01,65,73,47,62,9,8,20,66,27,25,0,33,0,13,448
VIACHA,atencion odontologica,primera consulta,2018-04-01,165,140,46,58,11,35,38,108,41,30,0,27,0,20,719
VILA VILA,atencion odontologica,primera consulta,2018-04-01,4,8,2,4,2,4,5,10,2,3,0,4,0,2,50
VILLA CHARCAS,atencion odontologica,primera consulta,2018-04-01,33,29,9,3,2,14,11,38,5,4,0,25,0,2,175
VILLA MONTES,atencion odontologica,primera consulta,2018-04-01,40,43,118,137,59,70,78,207,26,17,0,24,0,7,826
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2018-04-01,28,19,14,18,1,3,1,12,3,0,0,6,0,4,109
VILLA RIVERO,atencion odontologica,primera consulta,2018-04-01,3,5,4,4,0,3,7,9,1,1,0,1,0,3,41
VILLA SERRANO,atencion odontologica,primera consulta,2018-04-01,27,19,4,0,4,6,5,26,2,1,0,15,0,3,112
VILLA TUNARI,atencion odontologica,primera consulta,2018-04-01,89,88,41,55,3,39,53,151,25,14,0,53,0,58,669
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2018-04-01,51,51,21,8,3,13,22,66,9,4,0,25,0,4,277
VILLAZON,atencion odontologica,primera consulta,2018-04-01,62,56,103,75,17,32,31,113,25,28,0,25,0,10,577
VINTO,atencion odontologica,primera consulta,2018-04-01,70,56,11,12,1,7,7,68,14,15,0,62,0,85,408
VITICHI,atencion odontologica,primera consulta,2018-04-01,27,10,39,43,7,9,16,38,14,11,0,6,0,2,222
WALDO BALLIVIAN,atencion odontologica,primera consulta,2018-04-01,1,2,5,2,4,4,10,12,1,1,0,2,0,2,46
WARNES,atencion odontologica,primera consulta,2018-04-01,111,87,29,15,5,9,14,56,11,20,0,10,0,11,378
YACO,atencion odontologica,primera consulta,2018-04-01,10,7,2,5,2,4,10,18,6,10,0,7,0,5,86
YACUIBA,atencion odontologica,primera consulta,2018-04-01,25,31,76,71,48,60,127,262,31,32,0,13,0,3,779
YAMPARAEZ,atencion odontologica,primera consulta,2018-04-01,24,19,4,3,2,3,8,18,3,8,0,7,0,0,99
YANACACHI,atencion odontologica,primera consulta,2018-04-01,3,8,5,3,4,4,2,6,1,1,0,5,0,0,42
YAPACANI,atencion odontologica,primera consulta,2018-04-01,63,49,15,12,4,15,25,55,24,9,0,19,0,21,311
YOCALLA,atencion odontologica,primera consulta,2018-04-01,13,16,8,11,4,6,10,25,4,3,0,3,0,8,111
YOTALA,atencion odontologica,primera consulta,2018-04-01,36,38,9,4,1,3,9,22,4,8,0,4,0,4,142
YUNCHARA,atencion odontologica,primera consulta,2018-04-01,15,9,46,34,3,17,18,60,13,13,0,2,0,3,233
ZUDAÑEZ,atencion odontologica,primera consulta,2018-04-01,4,7,5,10,5,10,10,29,3,0,0,19,0,1,103
ACACIO,atencion odontologica,primera consulta,2018-05-01,20,12,2,6,0,2,6,14,0,2,0,2,0,4,70
ACHACACHI,atencion odontologica,primera consulta,2018-05-01,24,22,14,13,3,7,27,32,13,10,0,8,0,8,181
ACHOCALLA,atencion odontologica,primera consulta,2018-05-01,53,65,7,11,2,9,7,30,12,15,0,14,0,8,233
AIQUILE,atencion odontologica,primera consulta,2018-05-01,48,41,7,5,0,2,9,21,13,12,0,8,0,11,177
ALALAY,atencion odontologica,primera consulta,2018-05-01,0,0,1,0,0,1,2,3,0,0,0,0,0,0,7
ALCALA,atencion odontologica,primera consulta,2018-05-01,1,1,2,6,6,3,9,12,1,3,0,2,0,3,49
ALTO BENI,atencion odontologica,primera consulta,2018-05-01,19,17,1,10,4,5,9,21,5,4,0,2,0,21,118
ANCORAIMES,atencion odontologica,primera consulta,2018-05-01,16,12,4,4,2,5,10,28,14,12,0,6,0,7,120
ANDAMARCA,atencion odontologica,primera consulta,2018-05-01,17,23,26,29,6,7,10,8,10,5,0,7,0,3,151
ANTEQUERA,atencion odontologica,primera consulta,2018-05-01,4,6,3,6,4,2,8,12,2,5,0,2,0,0,54
ANZALDO,atencion odontologica,primera consulta,2018-05-01,1,1,31,23,2,6,3,14,6,4,0,1,0,1,93
APOLO,atencion odontologica,primera consulta,2018-05-01,15,23,13,10,1,15,6,45,24,17,0,4,0,5,178
ARAMPAMPA,atencion odontologica,primera consulta,2018-05-01,12,7,2,1,1,4,7,11,6,6,0,5,0,3,65
ARANI,atencion odontologica,primera consulta,2018-05-01,4,8,5,6,0,3,7,14,5,7,0,2,0,2,63
ARBIETO,atencion odontologica,primera consulta,2018-05-01,27,28,12,21,5,14,9,55,13,24,0,14,0,12,234
ARQUE,atencion odontologica,primera consulta,2018-05-01,14,10,9,16,8,12,12,39,4,7,0,12,0,6,149
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2018-05-01,4,19,20,21,6,30,6,25,56,29,0,26,0,11,253
ATOCHA,atencion odontologica,primera consulta,2018-05-01,15,7,24,113,32,27,62,77,3,3,0,5,0,3,371
AUCAPATA,atencion odontologica,primera consulta,2018-05-01,1,1,0,0,0,2,0,3,1,0,0,4,0,1,13
AYATA,atencion odontologica,primera consulta,2018-05-01,3,4,1,3,6,9,14,7,1,1,0,2,0,4,55
AYO AYO,atencion odontologica,primera consulta,2018-05-01,7,2,6,6,2,6,6,8,3,4,0,1,0,2,53
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2018-05-01,20,19,14,21,6,19,13,59,10,9,0,15,0,22,227
AZURDUY,atencion odontologica,primera consulta,2018-05-01,13,18,4,9,3,8,6,31,2,2,0,15,0,2,113
BATALLAS,atencion odontologica,primera consulta,2018-05-01,27,22,13,15,4,19,9,30,13,6,0,13,0,4,175
BAURES,atencion odontologica,primera consulta,2018-05-01,2,2,7,3,2,1,10,16,3,2,0,2,0,2,52
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2018-05-01,2,1,0,2,0,2,1,4,2,1,0,4,0,0,19
BELEN DE URMIRI,atencion odontologica,primera consulta,2018-05-01,3,1,1,3,3,2,1,10,0,2,0,0,0,0,26
BELLA FLOR,atencion odontologica,primera consulta,2018-05-01,35,27,2,1,0,4,3,6,0,0,0,5,0,0,83
BERMEJO,atencion odontologica,primera consulta,2018-05-01,44,36,36,40,21,54,62,111,18,16,0,21,0,16,475
BETANZOS,atencion odontologica,primera consulta,2018-05-01,29,29,21,19,9,22,38,60,37,19,0,16,0,9,308
BOLIVAR,atencion odontologica,primera consulta,2018-05-01,0,2,1,0,4,0,7,8,1,3,0,1,0,2,29
BOLPEBRA,atencion odontologica,primera consulta,2018-05-01,19,20,23,22,4,2,2,2,1,0,0,3,0,3,101
BOYUIBE,atencion odontologica,primera consulta,2018-05-01,0,0,2,0,4,3,1,7,6,0,0,0,0,1,24
BUENA VISTA,atencion odontologica,primera consulta,2018-05-01,59,37,7,10,4,6,8,13,9,4,0,6,0,4,167
CABEZAS,atencion odontologica,primera consulta,2018-05-01,96,89,9,20,3,11,21,68,50,57,0,28,0,16,468
CAIROMA,atencion odontologica,primera consulta,2018-05-01,3,3,9,5,2,7,15,10,1,3,0,3,0,1,62
"CAIZA ""D""",atencion odontologica,primera consulta,2018-05-01,25,26,12,11,9,30,19,36,36,48,0,19,0,4,275
CAJUATA,atencion odontologica,primera consulta,2018-05-01,20,15,33,45,4,9,9,29,7,5,0,9,0,1,186
CALACOTO,atencion odontologica,primera consulta,2018-05-01,6,8,0,1,0,1,0,2,8,11,0,1,0,0,38
CALAMARCA,atencion odontologica,primera consulta,2018-05-01,21,23,62,49,7,12,18,30,4,5,0,5,0,7,243
CAMARGO,atencion odontologica,primera consulta,2018-05-01,19,20,56,61,0,13,5,46,2,5,0,24,0,2,253
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2018-05-01,4,11,3,5,0,5,4,10,0,3,0,6,0,1,52
CAMIRI,atencion odontologica,primera consulta,2018-05-01,81,78,639,575,21,28,20,61,55,25,0,48,0,8,1639
CAPINOTA,atencion odontologica,primera consulta,2018-05-01,34,28,11,15,5,6,12,30,14,11,0,5,0,4,175
CAQUIAVIRI,atencion odontologica,primera consulta,2018-05-01,15,15,104,130,9,13,15,27,9,7,0,4,0,7,355
CARACOLLO,atencion odontologica,primera consulta,2018-05-01,24,23,18,29,9,16,11,46,10,21,0,18,0,5,230
CARANAVI,atencion odontologica,primera consulta,2018-05-01,129,93,62,86,12,47,36,101,38,17,0,59,0,31,711
CARAPARI,atencion odontologica,primera consulta,2018-05-01,7,10,53,41,25,28,51,111,5,3,0,3,0,1,338
CARIPUYO,atencion odontologica,primera consulta,2018-05-01,16,7,7,7,4,5,11,21,4,6,0,4,0,1,93
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2018-05-01,2,0,1,1,0,0,4,7,2,4,0,2,0,3,26
CATACORA,atencion odontologica,primera consulta,2018-05-01,2,3,8,5,1,3,4,2,2,0,0,1,0,1,32
CHACARILLA,atencion odontologica,primera consulta,2018-05-01,3,2,0,0,0,2,1,5,2,4,0,2,0,0,21
CHALLAPATA,atencion odontologica,primera consulta,2018-05-01,159,145,143,132,16,46,28,125,59,58,0,100,0,42,1053
CHAQUI,atencion odontologica,primera consulta,2018-05-01,15,15,9,13,6,12,9,36,17,22,0,13,0,5,172
