,group,variable,month,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR POST,APLICACIÓN DE FLUOR POST,TOTALES
RIBERALTA,atencion odontologica,aplicacion de fluor,2018-03-01,112,115,41,39,2,36,1,49,0,2,0,0,0,0,397
ROBORE,atencion odontologica,aplicacion de fluor,2018-03-01,19,26,4,4,12,8,3,1,0,0,0,0,0,0,77
RURRENABAQUE,atencion odontologica,aplicacion de fluor,2018-03-01,11,14,15,13,3,3,5,13,7,4,0,0,0,0,88
SABAYA,atencion odontologica,aplicacion de fluor,2018-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SACABA,atencion odontologica,aplicacion de fluor,2018-03-01,13,14,3,8,2,1,1,13,7,11,0,0,0,0,73
SACACA,atencion odontologica,aplicacion de fluor,2018-03-01,2,5,0,1,0,2,0,2,0,0,0,0,0,0,12
SALINAS DE GARCI MENDOZA,atencion odontologica,aplicacion de fluor,2018-03-01,7,5,1,1,0,1,0,9,1,0,0,0,0,0,25
SAMAIPATA,atencion odontologica,aplicacion de fluor,2018-03-01,6,13,0,0,0,1,0,2,0,1,0,0,0,0,23
SAN ANDRES,atencion odontologica,aplicacion de fluor,2018-03-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3
SAN ANDRES DE MACHACA,atencion odontologica,aplicacion de fluor,2018-03-01,3,5,0,0,0,0,0,0,0,0,0,0,0,0,8
SAN ANTONIO DE LOMERIO,atencion odontologica,aplicacion de fluor,2018-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,aplicacion de fluor,2018-03-01,12,9,3,3,0,3,0,5,4,5,0,0,0,0,44
SAN BORJA,atencion odontologica,aplicacion de fluor,2018-03-01,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4
SAN BUENA VENTURA,atencion odontologica,aplicacion de fluor,2018-03-01,18,16,6,3,0,4,0,0,0,0,0,0,0,0,47
SAN CARLOS,atencion odontologica,aplicacion de fluor,2018-03-01,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
SAN IGNACIO,atencion odontologica,aplicacion de fluor,2018-03-01,6,9,54,58,0,0,3,3,0,1,0,0,0,0,134
SAN IGNACIO DE VELASCO,atencion odontologica,aplicacion de fluor,2018-03-01,11,12,0,2,0,1,0,1,0,0,0,0,0,0,27
SAN JAVIER(BNI),atencion odontologica,aplicacion de fluor,2018-03-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN JAVIER(STC),atencion odontologica,aplicacion de fluor,2018-03-01,86,79,227,282,0,0,2,3,1,0,0,0,0,0,680
SAN JUAN DE YAPACANI,atencion odontologica,aplicacion de fluor,2018-03-01,8,8,541,531,0,0,0,0,0,0,0,0,0,0,1088
SAN JULIAN,atencion odontologica,aplicacion de fluor,2018-03-01,102,79,210,252,1,1,3,16,4,1,0,0,0,0,669
SAN LORENZO(PND),atencion odontologica,aplicacion de fluor,2018-03-01,10,4,0,2,0,0,0,0,0,0,0,0,0,0,16
SAN LORENZO(TJA),atencion odontologica,aplicacion de fluor,2018-03-01,4,4,2,1,0,0,0,1,0,0,0,0,0,0,12
SAN LUCAS,atencion odontologica,aplicacion de fluor,2018-03-01,25,18,1,0,0,0,0,5,0,0,0,0,0,0,49
SAN MIGUEL DE VELASCO,atencion odontologica,aplicacion de fluor,2018-03-01,49,48,0,0,0,0,0,0,0,0,0,0,0,0,97
SAN PEDRO DE BUENA VISTA,atencion odontologica,aplicacion de fluor,2018-03-01,5,3,0,0,0,0,0,2,0,0,0,0,0,0,10
SAN PEDRO DE CURAHUARA,atencion odontologica,aplicacion de fluor,2018-03-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
SAN PEDRO DE TIQUINA,atencion odontologica,aplicacion de fluor,2018-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN PEDRO(PND),atencion odontologica,aplicacion de fluor,2018-03-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,6
SAN RAFAEL,atencion odontologica,aplicacion de fluor,2018-03-01,10,11,1,1,1,4,0,4,0,0,0,0,0,0,32
SAN RAMON BENI,atencion odontologica,aplicacion de fluor,2018-03-01,16,12,48,39,0,0,0,0,0,0,0,0,0,0,115
SAN RAMON SCZ,atencion odontologica,aplicacion de fluor,2018-03-01,73,79,0,0,0,0,0,0,0,0,0,0,0,0,152
SANTA CRUZ DE LA SIERRA,atencion odontologica,aplicacion de fluor,2018-03-01,1024,1082,270,330,135,246,441,1065,172,105,0,0,0,0,4870
SANTA ROSA,atencion odontologica,aplicacion de fluor,2018-03-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
SANTA ROSA DEL SARA,atencion odontologica,aplicacion de fluor,2018-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
SANTIAGO DE CALLAPA,atencion odontologica,aplicacion de fluor,2018-03-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4
SANTIAGO DE HUARI,atencion odontologica,aplicacion de fluor,2018-03-01,1,3,3,5,1,0,0,7,1,0,0,0,0,0,21
SANTIAGO DE HUATA,atencion odontologica,aplicacion de fluor,2018-03-01,9,14,0,0,0,0,0,0,0,0,0,0,0,0,23
SANTIVAÑES,atencion odontologica,aplicacion de fluor,2018-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTUARIO DE QUILLACAS,atencion odontologica,aplicacion de fluor,2018-03-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6
SAPAHAQUI,atencion odontologica,aplicacion de fluor,2018-03-01,6,7,0,0,0,0,0,0,0,0,0,0,0,0,13
SENA,atencion odontologica,aplicacion de fluor,2018-03-01,78,91,0,1,0,0,0,0,0,0,0,0,0,0,170
SICA SICA (VILLA AROMA),atencion odontologica,aplicacion de fluor,2018-03-01,2,5,1,0,0,0,0,0,0,0,0,0,0,0,8
SICAYA,atencion odontologica,aplicacion de fluor,2018-03-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5
SIPE SIPE,atencion odontologica,aplicacion de fluor,2018-03-01,7,7,0,0,0,0,0,2,0,1,0,0,0,0,17
SOPACHUY,atencion odontologica,aplicacion de fluor,2018-03-01,4,1,2,2,0,0,0,0,0,0,0,0,0,0,9
SORACACHI,atencion odontologica,aplicacion de fluor,2018-03-01,7,8,22,18,0,1,1,2,0,0,0,0,0,0,59
SORATA,atencion odontologica,aplicacion de fluor,2018-03-01,7,8,0,0,0,0,0,0,0,0,0,0,0,0,15
SUCRE,atencion odontologica,aplicacion de fluor,2018-03-01,163,176,56,61,6,33,23,122,33,84,0,0,0,0,757
TACACOMA,atencion odontologica,aplicacion de fluor,2018-03-01,6,3,0,0,0,1,0,0,0,0,0,0,0,0,10
TAHUA,atencion odontologica,aplicacion de fluor,2018-03-01,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4
TAPACARI,atencion odontologica,aplicacion de fluor,2018-03-01,22,17,0,0,0,4,0,3,0,0,0,0,0,0,46
TARABUCO,atencion odontologica,aplicacion de fluor,2018-03-01,3,3,0,0,0,0,0,3,0,0,0,0,0,0,9
TARACO,atencion odontologica,aplicacion de fluor,2018-03-01,8,18,10,8,0,4,0,7,1,3,0,0,0,0,59
TARIJA,atencion odontologica,aplicacion de fluor,2018-03-01,13,12,6,36,9,9,16,17,1,1,0,0,0,0,120
TARVITA,atencion odontologica,aplicacion de fluor,2018-03-01,22,34,0,1,0,0,0,0,0,0,0,0,0,0,57
TEOPONTE,atencion odontologica,aplicacion de fluor,2018-03-01,6,4,0,0,0,0,0,1,0,0,0,0,0,0,11
TIAWANACU,atencion odontologica,aplicacion de fluor,2018-03-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
TINGUIPAYA,atencion odontologica,aplicacion de fluor,2018-03-01,27,27,12,13,0,2,0,20,2,2,0,0,0,0,105
TIPUANI,atencion odontologica,aplicacion de fluor,2018-03-01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4
TIQUIPAYA,atencion odontologica,aplicacion de fluor,2018-03-01,47,28,3,1,0,2,0,12,2,2,0,0,0,0,97
TIRAQUE (CBBA),atencion odontologica,aplicacion de fluor,2018-03-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,aplicacion de fluor,2018-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
TOCO,atencion odontologica,aplicacion de fluor,2018-03-01,4,4,1,0,0,0,1,0,0,0,0,0,0,0,10
TODOS SANTOS,atencion odontologica,aplicacion de fluor,2018-03-01,1,1,1,0,0,1,0,0,0,0,0,0,0,0,4
TOLATA,atencion odontologica,aplicacion de fluor,2018-03-01,1,0,0,1,0,0,0,3,1,3,0,0,0,0,9
TOLEDO,atencion odontologica,aplicacion de fluor,2018-03-01,2,3,4,3,0,2,0,1,0,0,0,0,0,0,15
TOMAVE,atencion odontologica,aplicacion de fluor,2018-03-01,6,10,0,0,0,0,0,0,0,0,0,0,0,0,16
TOMINA,atencion odontologica,aplicacion de fluor,2018-03-01,9,4,0,1,0,0,0,0,0,0,0,0,0,0,14
TORO TORO,atencion odontologica,aplicacion de fluor,2018-03-01,0,1,1,0,0,1,2,5,1,0,0,0,0,0,11
TOTORA(CBBA),atencion odontologica,aplicacion de fluor,2018-03-01,0,1,8,12,0,0,0,0,0,0,0,0,0,0,21
TOTORA(ORR),atencion odontologica,aplicacion de fluor,2018-03-01,6,6,0,2,0,1,1,11,2,0,0,0,0,0,29
TRIGAL,atencion odontologica,aplicacion de fluor,2018-03-01,15,23,7,7,0,0,0,0,0,0,0,0,0,0,52
TRINIDAD,atencion odontologica,aplicacion de fluor,2018-03-01,25,27,19,9,8,8,14,17,0,7,0,0,0,0,134
TUPIZA,atencion odontologica,aplicacion de fluor,2018-03-01,12,15,7,20,2,8,4,11,8,6,0,0,0,0,93
TURCO,atencion odontologica,aplicacion de fluor,2018-03-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
UMALA,atencion odontologica,aplicacion de fluor,2018-03-01,7,6,0,0,0,0,0,0,0,0,0,0,0,0,13
URIONDO (A. CONCEPCION),atencion odontologica,aplicacion de fluor,2018-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
URUBICHA,atencion odontologica,aplicacion de fluor,2018-03-01,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
UYUNI,atencion odontologica,aplicacion de fluor,2018-03-01,7,7,3,5,0,1,0,4,1,3,0,0,0,0,31
VACAS,atencion odontologica,aplicacion de fluor,2018-03-01,2,5,2,0,0,0,1,0,0,0,0,0,0,0,10
VALLEGRANDE,atencion odontologica,aplicacion de fluor,2018-03-01,71,65,1,2,1,1,4,3,0,0,0,0,0,0,148
VIACHA,atencion odontologica,aplicacion de fluor,2018-03-01,55,48,7,2,1,2,12,14,1,1,0,0,0,0,143
VILA VILA,atencion odontologica,aplicacion de fluor,2018-03-01,8,5,0,0,0,1,0,0,0,0,0,0,0,0,14
VILLA CHARCAS,atencion odontologica,aplicacion de fluor,2018-03-01,1,1,0,2,0,0,0,0,0,0,0,0,0,0,4
VILLA MONTES,atencion odontologica,aplicacion de fluor,2018-03-01,1,1,10,10,0,0,0,0,0,0,0,0,0,0,22
VILLA NUEVA (LOMA ALTA),atencion odontologica,aplicacion de fluor,2018-03-01,6,9,8,11,0,0,0,0,0,0,0,0,0,0,34
VILLA RIVERO,atencion odontologica,aplicacion de fluor,2018-03-01,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3
VILLA SERRANO,atencion odontologica,aplicacion de fluor,2018-03-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
VILLA TUNARI,atencion odontologica,aplicacion de fluor,2018-03-01,22,36,103,129,0,6,0,22,0,0,0,0,0,0,318
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,aplicacion de fluor,2018-03-01,9,7,0,1,0,0,0,1,0,0,0,0,0,0,18
VILLAZON,atencion odontologica,aplicacion de fluor,2018-03-01,11,13,4,4,2,3,3,3,0,1,0,0,0,0,44
VINTO,atencion odontologica,aplicacion de fluor,2018-03-01,1,6,0,0,0,0,0,9,0,0,0,0,0,0,16
VITICHI,atencion odontologica,aplicacion de fluor,2018-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
WARNES,atencion odontologica,aplicacion de fluor,2018-03-01,55,56,1,3,0,5,1,20,9,4,0,0,0,0,154
YACO,atencion odontologica,aplicacion de fluor,2018-03-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
YACUIBA,atencion odontologica,aplicacion de fluor,2018-03-01,6,2,5,4,2,1,3,9,2,0,0,0,0,0,34
YAMPARAEZ,atencion odontologica,aplicacion de fluor,2018-03-01,10,15,0,0,0,0,0,0,0,0,0,0,0,0,25
YAPACANI,atencion odontologica,aplicacion de fluor,2018-03-01,59,53,0,0,0,5,2,14,9,4,0,0,0,0,146
YOCALLA,atencion odontologica,aplicacion de fluor,2018-03-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
YOTALA,atencion odontologica,aplicacion de fluor,2018-03-01,10,5,3,1,0,0,0,2,5,0,0,0,0,0,26
YUNCHARA,atencion odontologica,aplicacion de fluor,2018-03-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
ZUDAÑEZ,atencion odontologica,aplicacion de fluor,2018-03-01,0,0,0,3,0,0,1,9,0,0,0,0,0,0,13
ACACIO,atencion odontologica,aplicacion de fluor,2018-04-01,6,24,0,0,0,0,0,1,2,0,0,0,0,0,33
ACHACACHI,atencion odontologica,aplicacion de fluor,2018-04-01,23,15,1,2,0,2,0,3,0,0,0,0,0,0,46
ACHOCALLA,atencion odontologica,aplicacion de fluor,2018-04-01,9,3,0,0,0,0,0,0,0,0,0,0,0,0,12
AIQUILE,atencion odontologica,aplicacion de fluor,2018-04-01,6,8,4,6,0,1,0,2,0,1,0,0,0,0,28
ALALAY,atencion odontologica,aplicacion de fluor,2018-04-01,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
ALCALA,atencion odontologica,aplicacion de fluor,2018-04-01,4,5,0,1,0,0,1,0,0,0,0,0,0,0,11
ALTO BENI,atencion odontologica,aplicacion de fluor,2018-04-01,3,9,0,0,0,0,0,0,0,0,0,0,0,0,12
ANCORAIMES,atencion odontologica,aplicacion de fluor,2018-04-01,16,1,1,1,0,0,0,0,0,0,0,0,0,0,19
ANDAMARCA,atencion odontologica,aplicacion de fluor,2018-04-01,0,0,2,1,1,0,0,1,1,1,0,0,0,0,7
ANTEQUERA,atencion odontologica,aplicacion de fluor,2018-04-01,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3
ANZALDO,atencion odontologica,aplicacion de fluor,2018-04-01,3,2,30,31,0,1,0,1,0,8,0,0,0,0,76
APOLO,atencion odontologica,aplicacion de fluor,2018-04-01,0,4,1,0,0,0,0,0,0,0,0,0,0,0,5
ARAMPAMPA,atencion odontologica,aplicacion de fluor,2018-04-01,7,9,0,4,0,0,0,4,0,0,0,0,0,0,24
ARANI,atencion odontologica,aplicacion de fluor,2018-04-01,2,5,0,0,2,1,0,3,0,0,0,0,0,0,13
ARBIETO,atencion odontologica,aplicacion de fluor,2018-04-01,3,6,0,0,0,2,0,2,1,0,0,0,0,0,14
ARQUE,atencion odontologica,aplicacion de fluor,2018-04-01,1,1,1,6,0,0,1,6,0,0,0,0,0,0,16
ASCENCION DE GUARAYOS,atencion odontologica,aplicacion de fluor,2018-04-01,34,32,0,0,0,0,0,17,0,0,0,0,0,0,83
ATOCHA,atencion odontologica,aplicacion de fluor,2018-04-01,1,2,7,12,15,17,0,0,0,0,0,0,0,0,54
AYATA,atencion odontologica,aplicacion de fluor,2018-04-01,8,6,0,0,0,0,0,0,0,0,0,0,0,0,14
AYO AYO,atencion odontologica,aplicacion de fluor,2018-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,aplicacion de fluor,2018-04-01,0,0,2,0,0,0,2,2,0,0,0,0,0,0,6
AZURDUY,atencion odontologica,aplicacion de fluor,2018-04-01,17,6,9,7,0,0,0,3,0,0,0,0,0,0,42
BATALLAS,atencion odontologica,aplicacion de fluor,2018-04-01,2,5,0,0,0,0,0,0,0,0,0,0,0,0,7
BAURES,atencion odontologica,aplicacion de fluor,2018-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
BELLA FLOR,atencion odontologica,aplicacion de fluor,2018-04-01,6,5,3,0,0,0,0,0,0,0,0,0,0,0,14
BERMEJO,atencion odontologica,aplicacion de fluor,2018-04-01,1,0,2,1,0,1,0,4,0,0,0,0,0,0,9
BETANZOS,atencion odontologica,aplicacion de fluor,2018-04-01,10,6,8,9,0,0,0,0,0,0,0,0,0,0,33
BOLIVAR,atencion odontologica,aplicacion de fluor,2018-04-01,0,0,7,4,0,3,0,2,1,1,0,0,0,0,18
BOLPEBRA,atencion odontologica,aplicacion de fluor,2018-04-01,3,2,6,7,0,0,0,0,0,0,0,0,0,0,18
BUENA VISTA,atencion odontologica,aplicacion de fluor,2018-04-01,0,1,26,20,0,0,0,0,0,0,0,0,0,0,47
CABEZAS,atencion odontologica,aplicacion de fluor,2018-04-01,83,82,18,8,1,3,0,8,3,1,0,0,0,0,207
CAIROMA,atencion odontologica,aplicacion de fluor,2018-04-01,5,8,0,2,0,0,0,0,0,0,0,0,0,0,15
"CAIZA ""D""",atencion odontologica,aplicacion de fluor,2018-04-01,1,5,0,0,0,0,0,0,0,0,0,0,0,0,6
CAJUATA,atencion odontologica,aplicacion de fluor,2018-04-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
CALACOTO,atencion odontologica,aplicacion de fluor,2018-04-01,5,7,3,4,0,0,0,0,0,0,0,0,0,0,19
CALAMARCA,atencion odontologica,aplicacion de fluor,2018-04-01,2,5,2,0,1,0,0,0,0,0,0,0,0,0,10
CAMARGO,atencion odontologica,aplicacion de fluor,2018-04-01,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3
CAMIRI,atencion odontologica,aplicacion de fluor,2018-04-01,121,113,26,25,2,9,0,11,7,8,0,0,0,0,322
CAPINOTA,atencion odontologica,aplicacion de fluor,2018-04-01,5,2,0,0,0,0,2,4,1,0,0,0,0,0,14
CAQUIAVIRI,atencion odontologica,aplicacion de fluor,2018-04-01,3,4,8,2,0,0,0,0,0,0,0,0,0,0,17
CARACOLLO,atencion odontologica,aplicacion de fluor,2018-04-01,9,6,29,25,0,4,2,3,0,0,0,0,0,0,78
CARANAVI,atencion odontologica,aplicacion de fluor,2018-04-01,71,74,6,4,1,3,1,6,0,0,0,0,0,0,166
CARAPARI,atencion odontologica,aplicacion de fluor,2018-04-01,2,1,2,3,3,2,2,4,0,0,0,0,0,0,19
CARIPUYO,atencion odontologica,aplicacion de fluor,2018-04-01,6,4,0,0,0,0,0,0,0,1,0,0,0,0,11
CARMEN RIVERO TORREZ,atencion odontologica,aplicacion de fluor,2018-04-01,23,29,75,86,0,0,0,0,0,0,0,0,0,0,213
CHALLAPATA,atencion odontologica,aplicacion de fluor,2018-04-01,8,8,13,39,1,3,12,22,0,0,0,0,0,0,106
CHAQUI,atencion odontologica,aplicacion de fluor,2018-04-01,3,5,0,0,0,0,0,1,0,0,0,0,0,0,9
CHARAGUA,atencion odontologica,aplicacion de fluor,2018-04-01,37,33,4,2,1,2,0,1,0,0,0,0,0,0,80
CHARAÑA,atencion odontologica,aplicacion de fluor,2018-04-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4
CHAYANTA,atencion odontologica,aplicacion de fluor,2018-04-01,30,30,2,2,1,2,1,8,2,1,0,0,0,0,79
CHIMORE,atencion odontologica,aplicacion de fluor,2018-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHIPAYA,atencion odontologica,aplicacion de fluor,2018-04-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,aplicacion de fluor,2018-04-01,22,18,0,5,0,1,0,0,0,0,0,0,0,0,46
CHUMA,atencion odontologica,aplicacion de fluor,2018-04-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,aplicacion de fluor,2018-04-01,3,6,0,0,0,1,0,0,0,0,0,0,0,0,10
CKOCHAS,atencion odontologica,aplicacion de fluor,2018-04-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
CLIZA,atencion odontologica,aplicacion de fluor,2018-04-01,0,1,0,0,0,2,0,0,2,1,0,0,0,0,6
COBIJA,atencion odontologica,aplicacion de fluor,2018-04-01,84,66,4,18,8,3,23,50,2,0,0,0,0,0,258
COCAPATA,atencion odontologica,aplicacion de fluor,2018-04-01,4,3,0,0,0,0,0,2,0,0,0,0,0,0,9
COCHABAMBA,atencion odontologica,aplicacion de fluor,2018-04-01,346,275,216,189,48,91,130,288,117,49,0,0,0,0,1749
COIPASA,atencion odontologica,aplicacion de fluor,2018-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COLCAPIRHUA,atencion odontologica,aplicacion de fluor,2018-04-01,34,31,0,1,0,1,1,10,2,3,0,0,0,0,83
COLLANA,atencion odontologica,aplicacion de fluor,2018-04-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
COLOMI,atencion odontologica,aplicacion de fluor,2018-04-01,22,14,0,0,0,0,1,0,0,1,0,0,0,0,38
COLPA BELGICA,atencion odontologica,aplicacion de fluor,2018-04-01,26,19,307,400,80,100,20,30,0,0,0,0,0,0,982
COLQUECHACA,atencion odontologica,aplicacion de fluor,2018-04-01,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3
COLQUENCHA,atencion odontologica,aplicacion de fluor,2018-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
COLQUIRI,atencion odontologica,aplicacion de fluor,2018-04-01,6,5,0,0,0,1,0,1,0,0,0,0,0,0,13
COMARAPA,atencion odontologica,aplicacion de fluor,2018-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CONCEPCION,atencion odontologica,aplicacion de fluor,2018-04-01,278,269,0,0,0,0,0,0,0,0,0,0,0,0,547
COPACABANA,atencion odontologica,aplicacion de fluor,2018-04-01,1,5,0,1,0,0,0,0,0,1,0,0,0,0,8
CORIPATA,atencion odontologica,aplicacion de fluor,2018-04-01,22,23,0,0,0,0,0,0,0,0,0,0,0,0,45
CORO CORO,atencion odontologica,aplicacion de fluor,2018-04-01,3,3,1,2,0,1,0,0,0,0,0,0,0,0,10
COROICO,atencion odontologica,aplicacion de fluor,2018-04-01,5,1,0,0,0,0,0,0,0,0,0,0,0,0,6
CORQUE,atencion odontologica,aplicacion de fluor,2018-04-01,3,4,1,3,0,0,0,2,2,0,0,0,0,0,15
COTAGAITA,atencion odontologica,aplicacion de fluor,2018-04-01,3,6,13,13,1,1,2,0,0,1,0,0,0,0,40
COTOCA,atencion odontologica,aplicacion de fluor,2018-04-01,90,103,2,2,1,10,0,23,8,7,0,0,0,0,246
CRUZ DE MACHACAMARCA,atencion odontologica,aplicacion de fluor,2018-04-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CUATRO CAÑADAS,atencion odontologica,aplicacion de fluor,2018-04-01,44,60,0,0,0,3,0,9,2,5,0,0,0,0,123
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,aplicacion de fluor,2018-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CUEVO,atencion odontologica,aplicacion de fluor,2018-04-01,43,35,0,0,0,1,1,5,0,0,0,0,0,0,85
CULPINA,atencion odontologica,aplicacion de fluor,2018-04-01,3,1,0,0,0,0,0,1,0,0,0,0,0,0,5
CURAHUARA DE CARANGAS,atencion odontologica,aplicacion de fluor,2018-04-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
CURVA,atencion odontologica,aplicacion de fluor,2018-04-01,14,8,0,0,0,0,0,0,0,0,0,0,0,0,22
DESAGUADERO,atencion odontologica,aplicacion de fluor,2018-04-01,3,6,0,0,0,0,0,0,0,0,0,0,0,0,9
EL ALTO,atencion odontologica,aplicacion de fluor,2018-04-01,669,673,352,365,100,150,62,197,20,16,0,0,0,0,2604
EL CHORO,atencion odontologica,aplicacion de fluor,2018-04-01,8,4,0,0,0,0,0,1,1,1,0,0,0,0,15
EL PUENTE(STC),atencion odontologica,aplicacion de fluor,2018-04-01,9,6,0,0,0,0,0,1,0,0,0,0,0,0,16
EL PUENTE(TJA),atencion odontologica,aplicacion de fluor,2018-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
EL TORNO,atencion odontologica,aplicacion de fluor,2018-04-01,159,151,180,149,9,13,20,42,16,13,0,0,0,0,752
EL VILLAR,atencion odontologica,aplicacion de fluor,2018-04-01,1,0,2,0,0,2,0,1,0,0,0,0,0,0,6
ENTRE RIOS TRJ,atencion odontologica,aplicacion de fluor,2018-04-01,17,9,6,15,0,0,0,1,0,0,0,0,0,0,48
ENTRE RIOS CBBA,atencion odontologica,aplicacion de fluor,2018-04-01,8,9,0,0,0,0,0,0,0,0,0,0,0,0,17
ESCOMA,atencion odontologica,aplicacion de fluor,2018-04-01,0,0,7,5,0,0,0,0,0,0,0,0,0,0,12
EUCALIPTUS,atencion odontologica,aplicacion de fluor,2018-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FILADELFIA,atencion odontologica,aplicacion de fluor,2018-04-01,25,34,0,0,0,0,0,0,0,0,0,0,0,0,59
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,aplicacion de fluor,2018-04-01,5,10,1,4,0,0,0,0,0,0,0,0,0,0,20
GUANAY,atencion odontologica,aplicacion de fluor,2018-04-01,23,20,2,0,0,1,0,0,0,0,0,0,0,0,46
GUAQUI,atencion odontologica,aplicacion de fluor,2018-04-01,5,10,1,0,0,0,0,0,0,0,0,0,0,0,16
GUAYARAMERIN,atencion odontologica,aplicacion de fluor,2018-04-01,13,15,1,4,0,1,2,3,1,1,0,0,0,0,41
GUTIERREZ,atencion odontologica,aplicacion de fluor,2018-04-01,15,25,69,83,10,7,5,6,0,0,0,0,0,0,220
HUACARETA,atencion odontologica,aplicacion de fluor,2018-04-01,1,8,1,2,0,2,0,2,0,0,0,0,0,0,16
HUACAYA (VILLA DE HUACAYA),atencion odontologica,aplicacion de fluor,2018-04-01,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4
HUACHACALLA,atencion odontologica,aplicacion de fluor,2018-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
HUANUNI,atencion odontologica,aplicacion de fluor,2018-04-01,6,10,1,2,1,1,1,8,0,0,0,0,0,0,30
HUARACAJE,atencion odontologica,aplicacion de fluor,2018-04-01,2,5,0,2,3,2,1,3,0,0,0,0,0,0,18
HUARINA,atencion odontologica,aplicacion de fluor,2018-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
HUATAJATA,atencion odontologica,aplicacion de fluor,2018-04-01,6,12,0,0,0,0,0,0,0,0,0,0,0,0,18
