,group,variable,month,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA EMB,CONSULTA REPETIDA EMB,CONSULTA REPETIDA POST,CONSULTA REPETIDA POST,TOTALES
HUATAJATA,atencion odontologica,consulta repetida,2018-03-01,0,0,0,2,4,0,0,0,2,5,0,0,0,0,13
HUAYLLAMARCA,atencion odontologica,consulta repetida,2018-03-01,2,0,2,0,0,0,6,7,0,1,0,0,0,0,18
HUMANATA,atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6
ICLA,atencion odontologica,consulta repetida,2018-03-01,0,2,3,6,1,5,2,8,0,0,0,0,0,0,27
INCAHUASI,atencion odontologica,consulta repetida,2018-03-01,0,0,2,5,0,6,0,18,7,0,0,0,0,10,48
INGAVI (HUMAITA),atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,0,0,1,5,0,0,0,0,0,0,6
INQUISIVI,atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,3,0,0,1,0,0,0,0,0,0,4
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta repetida,2018-03-01,1,1,1,1,0,0,0,2,0,0,0,0,0,0,6
IXIAMAS,atencion odontologica,consulta repetida,2018-03-01,2,2,0,6,1,2,3,8,3,1,0,0,0,0,28
JESUS DE MACHACA,atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,1,0,0,3,0,0,0,0,0,0,4
LA ASUNTA,atencion odontologica,consulta repetida,2018-03-01,11,9,3,8,1,1,9,13,2,0,0,1,0,3,61
LA GUARDIA,atencion odontologica,consulta repetida,2018-03-01,43,52,0,0,0,2,2,15,0,1,0,1,0,4,120
LA PAZ,atencion odontologica,consulta repetida,2018-03-01,503,553,754,671,319,429,1386,2141,500,352,0,91,0,71,7770
LA RIVERA,atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,0,0,3,6,0,1,0,0,0,0,10
LAJA,atencion odontologica,consulta repetida,2018-03-01,7,6,5,3,1,5,1,13,17,20,0,1,0,4,83
LAS CARRERAS,atencion odontologica,consulta repetida,2018-03-01,1,7,0,5,0,6,12,46,0,9,0,0,0,0,86
LLALLAGUA,atencion odontologica,consulta repetida,2018-03-01,10,5,6,0,1,6,13,32,2,9,0,9,0,14,107
LLICA,atencion odontologica,consulta repetida,2018-03-01,0,0,0,1,0,1,2,18,1,1,0,8,0,0,32
MACHACAMARCA,atencion odontologica,consulta repetida,2018-03-01,4,3,0,0,1,5,20,17,8,16,0,0,0,6,80
MACHARETI,atencion odontologica,consulta repetida,2018-03-01,0,0,1,0,0,4,5,7,0,0,0,0,0,0,17
MAGDALENA,atencion odontologica,consulta repetida,2018-03-01,0,0,0,1,0,1,1,3,1,0,0,0,0,0,7
MAIRANA,atencion odontologica,consulta repetida,2018-03-01,9,3,2,3,9,12,9,27,8,6,0,0,0,0,88
MAPIRI,atencion odontologica,consulta repetida,2018-03-01,0,6,0,1,3,3,7,14,0,0,0,3,0,4,41
MECAPACA,atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,0,0,0,2,1,0,0,2,0,0,5
MINEROS,atencion odontologica,consulta repetida,2018-03-01,1,0,0,0,0,3,0,2,0,0,0,0,0,3,9
MIZQUE,atencion odontologica,consulta repetida,2018-03-01,10,17,6,1,2,18,3,31,0,0,0,3,0,11,102
MOCOMOCO,atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
MOJINETE,atencion odontologica,consulta repetida,2018-03-01,3,0,0,2,0,1,0,1,1,0,0,0,0,0,8
MOJOCOYA,atencion odontologica,consulta repetida,2018-03-01,2,0,10,3,7,12,12,36,1,2,0,4,0,0,89
MONTEAGUDO,atencion odontologica,consulta repetida,2018-03-01,20,4,4,2,6,9,10,65,0,1,0,1,0,13,135
MONTERO,atencion odontologica,consulta repetida,2018-03-01,3,8,13,17,8,15,15,28,2,7,0,3,0,0,119
MORO MORO,atencion odontologica,consulta repetida,2018-03-01,2,5,4,4,0,2,5,6,1,1,0,0,0,1,31
MOROCHATA,atencion odontologica,consulta repetida,2018-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
OCURI,atencion odontologica,consulta repetida,2018-03-01,0,0,1,1,0,1,3,20,0,0,0,0,0,10,36
OMEREQUE,atencion odontologica,consulta repetida,2018-03-01,0,0,1,0,1,2,1,0,0,0,0,0,0,0,5
ORURO,atencion odontologica,consulta repetida,2018-03-01,277,283,262,261,113,202,387,729,181,152,0,72,0,79,2998
PADCAYA,atencion odontologica,consulta repetida,2018-03-01,2,0,8,3,2,4,18,48,2,0,0,6,0,0,93
PADILLA,atencion odontologica,consulta repetida,2018-03-01,14,8,10,14,4,3,7,24,4,3,0,13,0,7,111
PAILON,atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
PALCA,atencion odontologica,consulta repetida,2018-03-01,2,5,0,0,0,1,0,6,0,0,0,1,0,1,16
PALOS BLANCOS,atencion odontologica,consulta repetida,2018-03-01,5,0,1,0,0,1,0,6,0,0,0,0,0,4,17
PAMPA AULLAGAS,atencion odontologica,consulta repetida,2018-03-01,0,0,1,0,0,1,6,4,3,2,0,0,0,1,18
PAMPA GRANDE,atencion odontologica,consulta repetida,2018-03-01,2,1,0,0,0,0,0,5,2,0,0,0,0,3,13
PAPEL PAMPA,atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
PASORAPA,atencion odontologica,consulta repetida,2018-03-01,0,0,1,0,0,0,1,17,1,3,0,0,0,0,23
PATACAMAYA,atencion odontologica,consulta repetida,2018-03-01,19,14,2,4,2,19,0,39,5,3,0,34,0,15,156
PAZÑA,atencion odontologica,consulta repetida,2018-03-01,1,1,0,4,1,0,3,5,0,0,0,2,0,0,17
POCOATA,atencion odontologica,consulta repetida,2018-03-01,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
POCONA,atencion odontologica,consulta repetida,2018-03-01,0,0,0,3,1,0,7,1,0,0,0,0,0,0,12
POJO (CBBA),atencion odontologica,consulta repetida,2018-03-01,5,3,5,10,3,11,5,9,3,0,0,2,0,2,58
POOPO,atencion odontologica,consulta repetida,2018-03-01,7,5,15,9,3,18,33,37,3,7,0,0,0,1,138
PORCO,atencion odontologica,consulta repetida,2018-03-01,2,5,3,3,0,2,1,23,0,0,0,1,0,4,44
POROMA,atencion odontologica,consulta repetida,2018-03-01,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3
PORONGO,atencion odontologica,consulta repetida,2018-03-01,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3
PORVENIR,atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,0,0,11,0,0,0,0,6,0,1,18
POSTRER VALLE,atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3
POTOSI,atencion odontologica,consulta repetida,2018-03-01,142,122,134,128,112,158,508,834,43,16,0,61,0,56,2314
PRESTO,atencion odontologica,consulta repetida,2018-03-01,0,0,3,2,7,4,5,9,0,0,0,2,0,0,32
PUCARA,atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,1,0,0,4,0,1,0,0,0,0,6
PUCARANI,atencion odontologica,consulta repetida,2018-03-01,11,18,2,1,1,3,5,6,0,0,0,0,0,6,53
PUERTO ACOSTA,atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PUERTO GONZALO MORENO,atencion odontologica,consulta repetida,2018-03-01,5,11,0,5,0,2,0,5,1,0,0,1,0,1,31
PUERTO PEREZ,atencion odontologica,consulta repetida,2018-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PUERTO QUIJARRO,atencion odontologica,consulta repetida,2018-03-01,3,4,0,0,3,1,0,3,0,3,0,0,0,3,20
PUERTO RICO,atencion odontologica,consulta repetida,2018-03-01,1,0,0,0,1,7,9,7,0,0,0,3,0,3,31
PUERTO SUAREZ,atencion odontologica,consulta repetida,2018-03-01,8,1,3,3,3,1,2,5,11,6,0,4,0,0,47
PUERTO VILLARROEL,atencion odontologica,consulta repetida,2018-03-01,35,35,2,3,3,11,2,33,2,3,0,13,0,17,159
PUNA,atencion odontologica,consulta repetida,2018-03-01,1,3,2,3,2,0,22,17,0,2,0,0,0,0,52
PUNATA,atencion odontologica,consulta repetida,2018-03-01,19,36,33,27,19,28,13,96,22,30,0,11,0,40,374
QUIABAYA,atencion odontologica,consulta repetida,2018-03-01,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3
QUILLACOLLO,atencion odontologica,consulta repetida,2018-03-01,40,44,59,30,14,38,35,106,30,17,0,12,0,11,436
QUIME,atencion odontologica,consulta repetida,2018-03-01,0,1,4,0,0,0,9,0,1,0,0,0,0,0,15
QUIRUSILLAS,atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
RAVELO,atencion odontologica,consulta repetida,2018-03-01,1,1,0,4,0,7,11,13,5,1,0,6,0,2,51
REYES,atencion odontologica,consulta repetida,2018-03-01,2,5,20,22,1,6,36,45,3,10,0,0,0,0,150
RIBERALTA,atencion odontologica,consulta repetida,2018-03-01,50,82,64,53,53,56,59,92,40,41,0,11,0,8,609
ROBORE,atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,0,0,2,1,0,0,0,1,0,0,4
RURRENABAQUE,atencion odontologica,consulta repetida,2018-03-01,0,0,2,3,0,8,4,6,0,2,0,0,0,0,25
SABAYA,atencion odontologica,consulta repetida,2018-03-01,0,0,4,2,4,0,0,8,0,0,0,0,0,2,20
SACABA,atencion odontologica,consulta repetida,2018-03-01,43,51,179,36,3,12,15,87,18,11,0,8,0,16,479
SACABAMBA,atencion odontologica,consulta repetida,2018-03-01,0,4,0,1,0,0,2,0,0,0,0,0,0,0,7
SACACA,atencion odontologica,consulta repetida,2018-03-01,3,1,0,2,0,2,1,6,3,0,0,0,0,0,18
SAIPINA,atencion odontologica,consulta repetida,2018-03-01,0,1,6,0,1,0,7,15,0,1,0,9,0,0,40
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta repetida,2018-03-01,2,10,6,1,1,6,13,23,9,6,0,1,0,8,86
SAMAIPATA,atencion odontologica,consulta repetida,2018-03-01,0,6,3,1,0,0,7,15,1,1,0,1,0,4,39
SAN ANDRES,atencion odontologica,consulta repetida,2018-03-01,0,2,2,0,0,1,1,0,0,0,0,0,0,0,6
SAN ANDRES DE MACHACA,atencion odontologica,consulta repetida,2018-03-01,1,3,0,2,3,3,0,9,8,7,0,1,0,1,38
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta repetida,2018-03-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
SAN ANTONIO DE LOMERIO,atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,consulta repetida,2018-03-01,20,20,15,23,0,18,3,50,15,17,0,17,0,2,200
SAN BORJA,atencion odontologica,consulta repetida,2018-03-01,4,0,6,11,7,9,17,54,2,2,0,0,0,15,127
SAN BUENA VENTURA,atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,0,2,0,6,0,1,0,1,0,1,11
SAN CARLOS,atencion odontologica,consulta repetida,2018-03-01,10,4,0,0,0,0,0,0,0,0,0,0,0,0,14
SAN IGNACIO,atencion odontologica,consulta repetida,2018-03-01,0,1,5,10,2,20,20,53,9,3,0,9,0,3,135
SAN IGNACIO DE VELASCO,atencion odontologica,consulta repetida,2018-03-01,1,11,44,12,3,13,27,52,9,4,0,1,0,5,182
SAN JAVIER(STC),atencion odontologica,consulta repetida,2018-03-01,1,0,2,3,0,4,1,3,0,0,0,0,0,3,17
SAN JOAQUIN,atencion odontologica,consulta repetida,2018-03-01,6,0,10,16,0,1,1,32,2,0,0,2,0,28,98
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta repetida,2018-03-01,0,0,3,2,2,5,0,11,0,0,0,1,0,1,25
SAN JULIAN,atencion odontologica,consulta repetida,2018-03-01,77,23,1,1,1,3,4,29,1,0,0,5,0,6,151
SAN LORENZO(PND),atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAN LORENZO(TJA),atencion odontologica,consulta repetida,2018-03-01,1,1,23,8,4,3,21,82,2,5,0,1,0,0,151
SAN LUCAS,atencion odontologica,consulta repetida,2018-03-01,6,3,6,3,4,8,6,26,2,1,0,0,0,2,67
SAN MIGUEL DE VELASCO,atencion odontologica,consulta repetida,2018-03-01,1,2,3,5,1,24,2,15,2,0,0,1,0,1,57
SAN PABLO DE LIPEZ,atencion odontologica,consulta repetida,2018-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SAN PEDRO,atencion odontologica,consulta repetida,2018-03-01,0,1,0,1,2,2,13,26,6,9,0,0,0,1,61
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta repetida,2018-03-01,0,1,1,0,0,2,3,14,2,1,0,0,0,7,31
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,0,0,1,2,0,0,0,1,0,0,4
SAN PEDRO DE TIQUINA,atencion odontologica,consulta repetida,2018-03-01,17,22,2,7,4,6,8,19,8,0,0,0,0,0,93
SAN RAFAEL,atencion odontologica,consulta repetida,2018-03-01,3,0,0,4,2,4,0,9,0,1,0,4,0,0,27
SAN RAMON BENI,atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,0,0,0,4,0,0,0,2,0,0,6
SAN RAMON SCZ,atencion odontologica,consulta repetida,2018-03-01,5,5,0,0,0,0,0,0,0,0,0,0,0,0,10
SANTA ANA,atencion odontologica,consulta repetida,2018-03-01,0,0,8,1,5,1,9,16,0,0,0,0,0,0,40
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta repetida,2018-03-01,414,358,637,576,344,348,1665,2597,476,382,0,59,0,14,7870
SANTA ROSA DEL SARA,atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,0,2,0,2,0,2,0,0,0,0,6
SANTIAGO DE HUARI,atencion odontologica,consulta repetida,2018-03-01,3,1,10,21,3,5,26,23,36,20,0,3,0,4,155
SANTIAGO DE HUATA,atencion odontologica,consulta repetida,2018-03-01,0,0,2,0,0,1,5,5,2,0,0,0,0,0,15
SANTIVAÑES,atencion odontologica,consulta repetida,2018-03-01,2,0,11,5,1,1,4,13,4,7,0,1,0,4,53
SANTUARIO DE QUILLACAS,atencion odontologica,consulta repetida,2018-03-01,2,0,1,0,0,1,2,1,0,3,0,0,0,2,12
SAPAHAQUI,atencion odontologica,consulta repetida,2018-03-01,2,1,1,0,0,4,6,9,1,0,0,0,0,0,24
SHINAOTA,atencion odontologica,consulta repetida,2018-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
SICA SICA (VILLA AROMA),atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,0,0,0,1,1,3,0,0,0,0,5
SICAYA,atencion odontologica,consulta repetida,2018-03-01,0,0,0,2,0,4,1,1,0,0,0,0,0,0,8
SIPE SIPE,atencion odontologica,consulta repetida,2018-03-01,401,473,3,8,1,33,12,171,268,405,0,73,0,83,1931
SOPACHUY,atencion odontologica,consulta repetida,2018-03-01,7,4,3,4,1,0,17,41,2,0,0,1,0,3,83
SORACACHI,atencion odontologica,consulta repetida,2018-03-01,3,11,7,10,0,19,17,23,6,3,0,1,0,4,104
SORATA,atencion odontologica,consulta repetida,2018-03-01,0,9,2,0,1,5,1,7,0,4,0,3,0,5,37
SUCRE,atencion odontologica,consulta repetida,2018-03-01,283,237,337,382,147,215,690,1070,152,70,0,51,0,44,3678
TACACHI,atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TACACOMA,atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3
TACOPAYA,atencion odontologica,consulta repetida,2018-03-01,9,14,1,0,0,4,5,22,31,26,0,2,0,13,127
TAHUA,atencion odontologica,consulta repetida,2018-03-01,0,0,0,1,2,6,0,3,0,0,0,0,0,0,12
TAPACARI,atencion odontologica,consulta repetida,2018-03-01,0,2,4,1,3,6,4,9,6,7,0,0,0,2,44
TARABUCO,atencion odontologica,consulta repetida,2018-03-01,1,0,1,0,0,2,2,12,1,0,0,0,0,5,24
TARACO,atencion odontologica,consulta repetida,2018-03-01,0,0,0,1,0,2,0,0,4,1,0,0,0,0,8
TARATA,atencion odontologica,consulta repetida,2018-03-01,5,2,4,5,1,10,5,6,6,10,0,0,0,0,54
TARIJA,atencion odontologica,consulta repetida,2018-03-01,62,45,223,230,65,163,531,897,99,63,0,19,0,6,2403
TARVITA,atencion odontologica,consulta repetida,2018-03-01,0,3,0,3,3,4,9,34,0,0,0,7,0,3,66
TEOPONTE,atencion odontologica,consulta repetida,2018-03-01,0,0,0,2,0,0,1,5,0,0,0,0,0,4,12
TIAWANACU,atencion odontologica,consulta repetida,2018-03-01,6,7,5,11,2,9,9,19,6,0,0,3,0,1,78
TINGUIPAYA,atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,0,4,0,2,0,0,0,4,0,0,10
TIPUANI,atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TIQUIPAYA,atencion odontologica,consulta repetida,2018-03-01,64,31,4,8,0,5,9,25,6,18,0,17,0,5,192
TIRAQUE (CBBA),atencion odontologica,consulta repetida,2018-03-01,9,7,5,1,1,4,1,8,3,0,0,0,0,7,46
TOCO,atencion odontologica,consulta repetida,2018-03-01,7,1,1,3,1,1,3,4,4,7,0,4,0,0,36
TODOS SANTOS,atencion odontologica,consulta repetida,2018-03-01,0,1,3,2,0,0,0,0,1,0,0,0,0,0,7
TOLATA,atencion odontologica,consulta repetida,2018-03-01,1,2,0,0,0,0,0,10,2,3,0,0,0,0,18
TOLEDO,atencion odontologica,consulta repetida,2018-03-01,0,0,0,1,0,0,0,0,7,3,0,0,0,0,11
TOMAVE,atencion odontologica,consulta repetida,2018-03-01,0,0,3,1,0,4,6,18,1,0,0,2,0,1,36
TOMINA,atencion odontologica,consulta repetida,2018-03-01,10,9,7,7,11,17,26,32,0,0,0,0,0,1,120
TORO TORO,atencion odontologica,consulta repetida,2018-03-01,0,1,1,2,6,4,7,16,6,6,0,5,0,4,58
TOTORA(CBBA),atencion odontologica,consulta repetida,2018-03-01,6,8,9,8,1,6,4,27,0,0,0,0,0,0,69
TRIGAL,atencion odontologica,consulta repetida,2018-03-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3
TRINIDAD,atencion odontologica,consulta repetida,2018-03-01,68,59,78,78,58,55,116,211,62,38,0,12,0,5,840
TUPIZA,atencion odontologica,consulta repetida,2018-03-01,17,18,24,34,9,30,53,91,42,22,0,0,0,0,340
TURCO,atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,1,3,1,4,0,0,0,1,0,0,10
UMALA,atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,0,0,5,1,1,0,0,0,0,0,7
UNCIA,atencion odontologica,consulta repetida,2018-03-01,17,18,6,4,3,10,7,32,2,5,0,8,0,1,113
URIONDO (A. CONCEPCION),atencion odontologica,consulta repetida,2018-03-01,2,3,9,20,5,19,35,106,10,1,0,3,0,0,213
URUBICHA,atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,0,3,0,1,0,0,0,1,0,2,7
UYUNI,atencion odontologica,consulta repetida,2018-03-01,7,19,2,7,6,3,13,19,9,8,0,0,0,1,94
VACAS,atencion odontologica,consulta repetida,2018-03-01,1,0,2,1,0,2,8,7,5,1,0,1,0,4,32
VALLEGRANDE,atencion odontologica,consulta repetida,2018-03-01,10,4,14,21,14,6,6,10,4,3,0,0,0,2,94
VIACHA,atencion odontologica,consulta repetida,2018-03-01,113,81,21,19,10,16,15,90,15,10,0,6,0,20,416
VILA VILA,atencion odontologica,consulta repetida,2018-03-01,0,1,0,0,0,4,0,2,0,0,0,2,0,0,9
VILLA CHARCAS,atencion odontologica,consulta repetida,2018-03-01,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3
VILLA MONTES,atencion odontologica,consulta repetida,2018-03-01,5,3,9,27,13,28,33,59,2,4,0,0,0,0,183
VILLA RIVERO,atencion odontologica,consulta repetida,2018-03-01,7,2,2,6,0,0,4,25,6,0,0,3,0,13,68
VILLA SERRANO,atencion odontologica,consulta repetida,2018-03-01,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3
VILLA TUNARI,atencion odontologica,consulta repetida,2018-03-01,2,5,5,1,1,1,7,35,6,1,0,1,0,2,67
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta repetida,2018-03-01,9,3,0,1,0,1,3,15,0,0,0,4,0,3,39
VILLAZON,atencion odontologica,consulta repetida,2018-03-01,24,20,21,24,28,22,35,51,14,15,0,2,0,2,258
VINTO,atencion odontologica,consulta repetida,2018-03-01,27,17,0,0,0,1,4,17,10,2,0,1,0,16,95
VITICHI,atencion odontologica,consulta repetida,2018-03-01,0,0,1,0,1,0,1,5,1,2,0,0,0,2,13
WALDO BALLIVIAN,atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,0,5,0,1,0,0,0,0,0,0,6
WARNES,atencion odontologica,consulta repetida,2018-03-01,4,4,1,1,0,2,1,6,8,7,0,3,0,4,41
YACUIBA,atencion odontologica,consulta repetida,2018-03-01,7,10,19,34,16,37,45,91,10,2,0,6,0,1,278
YAMPARAEZ,atencion odontologica,consulta repetida,2018-03-01,41,32,2,0,2,13,4,12,0,9,0,4,0,5,124
YANACACHI,atencion odontologica,consulta repetida,2018-03-01,0,0,0,0,0,0,6,7,0,0,0,0,0,0,13
YAPACANI,atencion odontologica,consulta repetida,2018-03-01,15,19,4,14,3,0,21,45,11,12,0,7,0,3,154
YOCALLA,atencion odontologica,consulta repetida,2018-03-01,2,6,0,6,14,6,22,6,0,23,0,3,0,3,91
YOTALA,atencion odontologica,consulta repetida,2018-03-01,0,12,2,6,3,6,0,24,0,0,0,7,0,2,62
YUNCHARA,atencion odontologica,consulta repetida,2018-03-01,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5
ZUDAÑEZ,atencion odontologica,consulta repetida,2018-03-01,0,0,1,3,0,2,7,12,1,0,0,0,0,4,30
ACACIO,atencion odontologica,consulta repetida,2018-04-01,0,0,0,1,0,3,1,11,0,1,0,0,0,0,17
ACHACACHI,atencion odontologica,consulta repetida,2018-04-01,6,28,1,1,1,6,1,21,4,0,0,2,0,8,79
ACHOCALLA,atencion odontologica,consulta repetida,2018-04-01,5,3,0,0,4,4,3,6,0,0,0,3,0,1,29
AIQUILE,atencion odontologica,consulta repetida,2018-04-01,35,27,20,11,4,7,5,24,11,9,0,0,0,8,161
ALALAY,atencion odontologica,consulta repetida,2018-04-01,0,0,0,3,1,0,0,1,0,0,0,0,0,0,5
ALCALA,atencion odontologica,consulta repetida,2018-04-01,1,0,21,19,8,6,13,42,4,2,0,2,0,2,120
ALTO BENI,atencion odontologica,consulta repetida,2018-04-01,1,2,0,0,0,1,0,0,0,0,0,0,0,1,5
ANDAMARCA,atencion odontologica,consulta repetida,2018-04-01,0,0,3,0,1,9,1,0,0,4,0,0,0,0,18
ANTEQUERA,atencion odontologica,consulta repetida,2018-04-01,10,6,10,11,5,2,14,19,2,6,0,3,0,4,92
ANZALDO,atencion odontologica,consulta repetida,2018-04-01,0,0,0,0,0,0,3,1,0,3,0,0,0,0,7
APOLO,atencion odontologica,consulta repetida,2018-04-01,2,5,1,0,0,0,0,0,0,0,0,0,0,0,8
ARAMPAMPA,atencion odontologica,consulta repetida,2018-04-01,0,3,1,0,0,1,2,1,0,0,0,0,0,1,9
ARANI,atencion odontologica,consulta repetida,2018-04-01,7,3,2,4,7,6,2,18,0,10,0,2,0,6,67
ARBIETO,atencion odontologica,consulta repetida,2018-04-01,3,1,2,0,2,5,2,10,5,3,0,3,0,4,40
ARQUE,atencion odontologica,consulta repetida,2018-04-01,0,0,0,0,0,2,0,5,2,1,0,0,0,3,13
ASCENCION DE GUARAYOS,atencion odontologica,consulta repetida,2018-04-01,16,9,0,0,0,4,4,34,14,4,0,16,0,30,131
ATOCHA,atencion odontologica,consulta repetida,2018-04-01,13,19,50,56,31,64,102,194,20,41,0,2,0,1,593
AYO AYO,atencion odontologica,consulta repetida,2018-04-01,0,0,0,0,0,0,2,8,1,0,0,2,0,0,13
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta repetida,2018-04-01,0,2,5,2,0,3,21,15,0,0,0,0,0,0,48
AZURDUY,atencion odontologica,consulta repetida,2018-04-01,23,15,5,13,16,7,16,86,4,8,0,28,0,28,249
BATALLAS,atencion odontologica,consulta repetida,2018-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BAURES,atencion odontologica,consulta repetida,2018-04-01,0,0,0,1,0,3,1,1,0,0,0,0,0,2,8
BELEN DE ANDAMARCA,atencion odontologica,consulta repetida,2018-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BELEN DE URMIRI,atencion odontologica,consulta repetida,2018-04-01,4,2,0,0,0,0,0,3,0,0,0,0,0,0,9
BERMEJO,atencion odontologica,consulta repetida,2018-04-01,16,1,52,23,17,16,44,81,1,10,0,2,0,2,265
BETANZOS,atencion odontologica,consulta repetida,2018-04-01,7,0,9,2,1,17,10,49,10,11,0,13,0,14,143
BOLIVAR,atencion odontologica,consulta repetida,2018-04-01,1,0,0,0,0,0,1,2,0,2,0,0,0,0,6
BOYUIBE,atencion odontologica,consulta repetida,2018-04-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
BUENA VISTA,atencion odontologica,consulta repetida,2018-04-01,36,24,0,0,0,7,6,9,2,2,0,5,0,3,94
CABEZAS,atencion odontologica,consulta repetida,2018-04-01,2,2,2,3,1,1,5,2,0,0,0,1,0,0,19
CAIROMA,atencion odontologica,consulta repetida,2018-04-01,0,0,5,0,0,2,4,4,0,0,0,0,0,0,15
"CAIZA ""D""",atencion odontologica,consulta repetida,2018-04-01,5,6,1,1,1,0,4,27,1,3,0,0,0,3,52
CAJUATA,atencion odontologica,consulta repetida,2018-04-01,0,2,0,8,0,5,8,6,0,0,0,0,0,2,31
CALAMARCA,atencion odontologica,consulta repetida,2018-04-01,0,1,1,2,2,10,8,17,1,1,0,2,0,0,45
CAMARGO,atencion odontologica,consulta repetida,2018-04-01,9,5,1,6,0,2,4,26,0,1,0,4,0,8,66
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta repetida,2018-04-01,0,0,1,0,0,3,5,18,5,0,0,3,0,0,35
CAMIRI,atencion odontologica,consulta repetida,2018-04-01,42,15,11,17,9,22,25,70,10,5,0,13,0,15,254
CAPINOTA,atencion odontologica,consulta repetida,2018-04-01,5,3,5,2,1,2,5,9,2,1,0,0,0,2,37
CAQUIAVIRI,atencion odontologica,consulta repetida,2018-04-01,2,0,3,0,0,1,7,6,0,0,0,0,0,0,19
CARACOLLO,atencion odontologica,consulta repetida,2018-04-01,2,5,20,19,6,13,18,47,13,15,0,7,0,7,172
CARANAVI,atencion odontologica,consulta repetida,2018-04-01,14,8,8,5,8,14,8,13,7,6,0,6,0,3,100
