,group,variable,month,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA EMB,EXODONCIA EMB,EXODONCIA POST,EXODONCIA POST,TOTALES
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,exodoncia,2018-04-01,0,0,2,4,0,0,0,4,4,1,0,0,0,0,15
CKOCHAS,atencion odontologica,exodoncia,2018-04-01,0,0,2,5,3,5,9,17,15,17,0,0,0,0,73
CLIZA,atencion odontologica,exodoncia,2018-04-01,1,1,14,5,0,4,3,13,6,13,0,0,0,0,60
COBIJA,atencion odontologica,exodoncia,2018-04-01,0,1,13,21,6,4,32,38,3,4,0,0,0,0,122
COCAPATA,atencion odontologica,exodoncia,2018-04-01,0,0,2,7,2,4,6,15,20,37,0,0,0,0,93
COCHABAMBA,atencion odontologica,exodoncia,2018-04-01,7,9,110,97,29,38,131,188,99,96,0,0,0,0,804
COIPASA,atencion odontologica,exodoncia,2018-04-01,0,0,1,1,1,1,0,0,1,0,0,0,0,0,5
COLCAPIRHUA,atencion odontologica,exodoncia,2018-04-01,1,0,8,5,0,1,1,16,25,14,0,0,0,0,71
"COLCHA ""K""",atencion odontologica,exodoncia,2018-04-01,2,2,3,2,3,4,4,8,3,9,0,0,0,0,40
COLLANA,atencion odontologica,exodoncia,2018-04-01,0,0,1,1,0,1,0,2,0,2,0,0,0,0,7
COLOMI,atencion odontologica,exodoncia,2018-04-01,1,0,1,5,1,2,0,5,9,6,0,0,0,0,30
COLPA BELGICA,atencion odontologica,exodoncia,2018-04-01,0,0,4,1,1,2,0,1,0,0,0,0,0,0,9
COLQUECHACA,atencion odontologica,exodoncia,2018-04-01,4,6,8,8,9,17,14,54,45,44,0,0,0,0,209
COLQUENCHA,atencion odontologica,exodoncia,2018-04-01,1,1,10,6,7,13,5,31,11,7,0,0,0,0,92
COLQUIRI,atencion odontologica,exodoncia,2018-04-01,0,0,15,10,4,4,7,15,3,13,0,0,0,0,71
COMANCHE,atencion odontologica,exodoncia,2018-04-01,0,0,0,1,1,2,2,4,2,0,0,0,0,0,12
COMARAPA,atencion odontologica,exodoncia,2018-04-01,0,0,0,0,0,1,2,6,1,7,0,0,0,0,17
COMBAYA,atencion odontologica,exodoncia,2018-04-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
CONCEPCION,atencion odontologica,exodoncia,2018-04-01,3,2,3,5,1,2,8,14,4,3,0,0,0,0,45
COPACABANA,atencion odontologica,exodoncia,2018-04-01,0,1,6,0,1,7,7,15,1,1,0,0,0,0,39
CORIPATA,atencion odontologica,exodoncia,2018-04-01,0,0,4,3,1,3,2,12,1,0,0,0,0,0,26
CORO CORO,atencion odontologica,exodoncia,2018-04-01,3,0,12,18,2,6,12,13,4,1,0,0,0,0,71
COROICO,atencion odontologica,exodoncia,2018-04-01,3,3,6,8,3,3,3,33,8,2,0,0,0,0,72
CORQUE,atencion odontologica,exodoncia,2018-04-01,0,0,5,1,1,3,3,7,0,0,0,0,0,0,20
COTAGAITA,atencion odontologica,exodoncia,2018-04-01,0,0,14,12,8,11,22,43,16,15,0,0,0,0,141
COTOCA,atencion odontologica,exodoncia,2018-04-01,1,1,9,8,3,2,1,7,14,15,0,0,0,0,61
CRUZ DE MACHACAMARCA,atencion odontologica,exodoncia,2018-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CUATRO CAÑADAS,atencion odontologica,exodoncia,2018-04-01,1,3,6,12,1,1,4,16,4,7,0,0,0,0,55
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,exodoncia,2018-04-01,0,0,1,1,0,0,2,1,0,0,0,0,0,0,5
CUEVO,atencion odontologica,exodoncia,2018-04-01,0,1,3,3,0,1,3,12,0,0,0,0,0,0,23
CULPINA,atencion odontologica,exodoncia,2018-04-01,0,0,5,9,1,4,8,20,9,6,0,0,0,0,62
CURAHUARA DE CARANGAS,atencion odontologica,exodoncia,2018-04-01,0,0,1,1,1,0,0,2,0,1,0,0,0,0,6
CURVA,atencion odontologica,exodoncia,2018-04-01,0,0,4,4,0,0,0,1,0,1,0,0,0,0,10
DESAGUADERO,atencion odontologica,exodoncia,2018-04-01,1,0,2,5,1,0,1,1,4,0,0,0,0,0,15
EL ALTO,atencion odontologica,exodoncia,2018-04-01,19,26,406,458,82,164,138,235,111,81,0,0,0,0,1720
EL CHORO,atencion odontologica,exodoncia,2018-04-01,0,0,2,2,0,0,0,5,3,3,0,0,0,0,15
EL PUENTE(STC),atencion odontologica,exodoncia,2018-04-01,0,0,3,5,3,1,0,7,12,1,0,0,0,0,32
EL PUENTE(TJA),atencion odontologica,exodoncia,2018-04-01,0,0,6,13,2,5,9,25,3,6,0,0,0,0,69
EL TORNO,atencion odontologica,exodoncia,2018-04-01,3,7,21,24,32,32,31,32,17,13,0,0,0,0,212
EL VILLAR,atencion odontologica,exodoncia,2018-04-01,0,0,8,5,1,3,4,13,1,5,0,0,0,0,40
ENTRE RIOS TRJ,atencion odontologica,exodoncia,2018-04-01,1,0,25,25,3,7,12,35,9,3,0,0,0,0,120
ENTRE RIOS CBBA,atencion odontologica,exodoncia,2018-04-01,0,0,0,0,0,0,1,4,5,0,0,0,0,0,10
ESCARA,atencion odontologica,exodoncia,2018-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ESCOMA,atencion odontologica,exodoncia,2018-04-01,0,1,4,7,1,5,7,8,10,5,0,0,0,0,48
ESMERALDA,atencion odontologica,exodoncia,2018-04-01,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4
EUCALIPTUS,atencion odontologica,exodoncia,2018-04-01,0,0,1,1,3,6,5,9,2,3,0,0,0,0,30
EXALTACION,atencion odontologica,exodoncia,2018-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
FERNANDEZ ALONSO,atencion odontologica,exodoncia,2018-04-01,0,0,29,19,1,3,2,10,3,10,0,0,0,0,77
FILADELFIA,atencion odontologica,exodoncia,2018-04-01,0,0,2,5,1,2,7,6,0,1,0,0,0,0,24
GENERAL SAAVEDRA,atencion odontologica,exodoncia,2018-04-01,1,0,1,0,0,5,3,18,1,11,0,0,0,0,40
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,exodoncia,2018-04-01,2,0,4,21,3,6,16,18,8,11,0,0,0,0,89
GUANAY,atencion odontologica,exodoncia,2018-04-01,0,0,0,1,1,1,4,4,23,18,0,0,0,0,52
GUAQUI,atencion odontologica,exodoncia,2018-04-01,0,1,4,10,3,6,8,14,10,17,0,0,0,0,73
GUAYARAMERIN,atencion odontologica,exodoncia,2018-04-01,7,4,32,41,4,3,14,35,18,7,0,0,0,0,165
GUTIERREZ,atencion odontologica,exodoncia,2018-04-01,5,5,6,8,11,11,30,32,8,9,0,0,0,0,125
HUACARETA,atencion odontologica,exodoncia,2018-04-01,0,0,5,6,2,4,4,22,13,12,0,0,0,0,68
HUACAYA (VILLA DE HUACAYA),atencion odontologica,exodoncia,2018-04-01,0,0,2,4,0,0,1,11,0,0,0,0,0,0,18
HUACHACALLA,atencion odontologica,exodoncia,2018-04-01,0,0,0,1,1,0,0,0,2,0,0,0,0,0,4
HUANUNI,atencion odontologica,exodoncia,2018-04-01,0,4,13,7,3,3,33,33,17,7,0,0,0,0,120
HUARACAJE,atencion odontologica,exodoncia,2018-04-01,0,0,1,3,3,2,3,4,5,5,0,0,0,0,26
HUARINA,atencion odontologica,exodoncia,2018-04-01,0,0,1,3,4,1,1,6,6,6,0,0,0,0,28
HUATAJATA,atencion odontologica,exodoncia,2018-04-01,0,0,3,6,2,1,4,5,5,8,0,0,0,0,34
HUAYLLAMARCA,atencion odontologica,exodoncia,2018-04-01,1,0,9,12,0,0,3,3,4,21,0,0,0,0,53
HUMANATA,atencion odontologica,exodoncia,2018-04-01,0,1,0,0,1,0,0,1,15,17,0,0,0,0,35
ICHOCA,atencion odontologica,exodoncia,2018-04-01,1,1,0,3,3,0,5,9,24,9,0,0,0,0,55
ICLA,atencion odontologica,exodoncia,2018-04-01,0,0,6,5,4,9,14,32,2,4,0,0,0,0,76
INCAHUASI,atencion odontologica,exodoncia,2018-04-01,0,0,3,5,1,7,5,17,1,2,0,0,0,0,41
INQUISIVI,atencion odontologica,exodoncia,2018-04-01,0,1,2,1,2,8,17,17,10,3,0,0,0,0,61
IRUPANA (VILLA DE LANZA),atencion odontologica,exodoncia,2018-04-01,0,0,5,13,2,6,14,28,10,13,0,0,0,0,91
IXIAMAS,atencion odontologica,exodoncia,2018-04-01,1,0,1,1,1,8,5,6,1,0,0,0,0,0,24
JESUS DE MACHACA,atencion odontologica,exodoncia,2018-04-01,0,0,4,6,5,13,10,18,16,22,0,0,0,0,94
LA ASUNTA,atencion odontologica,exodoncia,2018-04-01,1,2,34,30,10,14,21,44,19,1,0,0,0,0,176
LA GUARDIA,atencion odontologica,exodoncia,2018-04-01,2,1,12,11,1,1,5,23,16,13,0,0,0,0,85
LA PAZ,atencion odontologica,exodoncia,2018-04-01,38,50,251,246,66,97,227,480,232,150,0,0,0,0,1837
LA RIVERA,atencion odontologica,exodoncia,2018-04-01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
LAGUNILLAS,atencion odontologica,exodoncia,2018-04-01,0,0,0,2,1,1,7,6,0,0,0,0,0,0,17
LAJA,atencion odontologica,exodoncia,2018-04-01,3,1,2,9,4,9,8,20,13,6,0,0,0,0,75
LAS CARRERAS,atencion odontologica,exodoncia,2018-04-01,0,0,2,3,0,1,1,12,0,3,0,0,0,0,22
LICOMA PAMPA,atencion odontologica,exodoncia,2018-04-01,0,0,0,1,0,0,1,4,4,2,0,0,0,0,12
LLALLAGUA,atencion odontologica,exodoncia,2018-04-01,0,5,11,14,6,5,14,29,12,13,0,0,0,0,109
LLICA,atencion odontologica,exodoncia,2018-04-01,0,0,2,4,0,2,6,7,3,3,0,0,0,0,27
LORETO,atencion odontologica,exodoncia,2018-04-01,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3
LURIBAY,atencion odontologica,exodoncia,2018-04-01,1,0,0,4,2,8,4,7,3,0,0,0,0,0,29
MACHACAMARCA,atencion odontologica,exodoncia,2018-04-01,0,1,2,4,0,0,1,3,4,4,0,0,0,0,19
MACHARETI,atencion odontologica,exodoncia,2018-04-01,0,0,4,1,1,2,5,15,3,1,0,0,0,0,32
MAGDALENA,atencion odontologica,exodoncia,2018-04-01,0,0,9,14,3,2,5,16,0,0,0,0,0,0,49
MAIRANA,atencion odontologica,exodoncia,2018-04-01,0,0,0,0,0,0,1,5,2,2,0,0,0,0,10
MALLA,atencion odontologica,exodoncia,2018-04-01,0,0,4,0,3,1,5,2,3,3,0,0,0,0,21
MAPIRI,atencion odontologica,exodoncia,2018-04-01,0,2,10,1,0,2,5,18,2,2,0,0,0,0,42
MECAPACA,atencion odontologica,exodoncia,2018-04-01,0,0,15,12,4,5,17,22,2,1,0,0,0,0,78
MINEROS,atencion odontologica,exodoncia,2018-04-01,0,1,1,1,0,0,3,4,5,7,0,0,0,0,22
MIZQUE,atencion odontologica,exodoncia,2018-04-01,1,0,9,10,0,4,4,19,6,10,0,0,0,0,63
MOCOMOCO,atencion odontologica,exodoncia,2018-04-01,1,0,2,4,5,5,12,26,9,7,0,0,0,0,71
MOJINETE,atencion odontologica,exodoncia,2018-04-01,0,0,0,0,2,1,0,2,0,0,0,0,0,0,5
MOJOCOYA,atencion odontologica,exodoncia,2018-04-01,0,0,8,3,2,2,14,11,8,7,0,0,0,0,55
MONTEAGUDO,atencion odontologica,exodoncia,2018-04-01,0,0,9,8,2,1,6,33,5,9,0,0,0,0,73
MONTERO,atencion odontologica,exodoncia,2018-04-01,5,0,58,56,4,18,22,77,23,17,0,0,0,0,280
MORO MORO,atencion odontologica,exodoncia,2018-04-01,0,0,3,1,0,0,1,2,2,0,0,0,0,0,9
MOROCHATA,atencion odontologica,exodoncia,2018-04-01,0,0,2,4,3,5,4,11,5,10,0,0,0,0,44
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,exodoncia,2018-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
NAZACARA DE PACAJES,atencion odontologica,exodoncia,2018-04-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,exodoncia,2018-04-01,0,1,0,0,0,1,3,2,0,0,0,0,0,0,7
OCURI,atencion odontologica,exodoncia,2018-04-01,0,0,3,10,0,2,1,11,6,6,0,0,0,0,39
OMEREQUE,atencion odontologica,exodoncia,2018-04-01,0,0,0,7,2,1,1,6,5,5,0,0,0,0,27
ORURO,atencion odontologica,exodoncia,2018-04-01,9,11,119,132,36,52,137,229,92,97,0,0,0,0,914
PADCAYA,atencion odontologica,exodoncia,2018-04-01,0,0,8,6,4,3,15,24,1,3,0,0,0,0,64
PADILLA,atencion odontologica,exodoncia,2018-04-01,0,0,9,4,2,7,6,35,26,4,0,0,0,0,93
PAILON,atencion odontologica,exodoncia,2018-04-01,4,5,12,14,1,1,13,30,10,2,0,0,0,0,92
PALCA,atencion odontologica,exodoncia,2018-04-01,0,2,8,11,1,4,12,27,5,4,0,0,0,0,74
PALOS BLANCOS,atencion odontologica,exodoncia,2018-04-01,1,0,13,6,2,8,6,17,10,5,0,0,0,0,68
PAMPA AULLAGAS,atencion odontologica,exodoncia,2018-04-01,0,0,1,1,1,2,5,1,0,2,0,0,0,0,13
PAMPA GRANDE,atencion odontologica,exodoncia,2018-04-01,0,0,3,2,0,4,0,8,2,0,0,0,0,0,19
PAPEL PAMPA,atencion odontologica,exodoncia,2018-04-01,0,0,4,0,3,1,2,4,8,3,0,0,0,0,25
PASORAPA,atencion odontologica,exodoncia,2018-04-01,0,0,1,0,0,2,1,1,1,4,0,0,0,0,10
PATACAMAYA,atencion odontologica,exodoncia,2018-04-01,1,0,6,2,0,0,1,5,2,1,0,0,0,0,18
PAZÑA,atencion odontologica,exodoncia,2018-04-01,0,0,6,5,2,2,2,6,3,0,0,0,0,0,26
PELECHUCO,atencion odontologica,exodoncia,2018-04-01,0,0,40,28,6,16,29,61,2,5,0,0,0,0,187
POCOATA,atencion odontologica,exodoncia,2018-04-01,0,0,2,0,0,2,1,10,25,44,0,0,0,0,84
POCONA,atencion odontologica,exodoncia,2018-04-01,0,0,22,22,2,2,5,17,12,6,0,0,0,0,88
POJO (CBBA),atencion odontologica,exodoncia,2018-04-01,0,0,1,11,0,1,6,18,0,4,0,0,0,0,41
POOPO,atencion odontologica,exodoncia,2018-04-01,0,1,8,13,1,3,2,6,1,3,0,0,0,0,38
PORCO,atencion odontologica,exodoncia,2018-04-01,0,0,2,0,0,2,3,5,0,1,0,0,0,0,13
POROMA,atencion odontologica,exodoncia,2018-04-01,0,0,19,18,6,3,21,83,6,22,0,0,0,0,178
PORONGO,atencion odontologica,exodoncia,2018-04-01,1,1,0,0,0,0,0,2,9,3,0,0,0,0,16
PORTACHUELO,atencion odontologica,exodoncia,2018-04-01,0,0,1,2,0,0,3,4,3,1,0,0,0,0,14
PORVENIR,atencion odontologica,exodoncia,2018-04-01,2,1,11,6,3,8,4,18,2,1,0,0,0,0,56
POSTRER VALLE,atencion odontologica,exodoncia,2018-04-01,0,0,0,1,0,0,0,1,1,1,0,0,0,0,4
POTOSI,atencion odontologica,exodoncia,2018-04-01,2,5,80,91,59,84,181,249,55,65,0,0,0,0,871
PRESTO,atencion odontologica,exodoncia,2018-04-01,0,0,5,7,1,4,10,23,12,4,0,0,0,0,66
PUCARA,atencion odontologica,exodoncia,2018-04-01,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
PUCARANI,atencion odontologica,exodoncia,2018-04-01,0,0,8,19,8,18,15,44,19,30,0,0,0,0,161
PUERTO ACOSTA,atencion odontologica,exodoncia,2018-04-01,1,0,7,6,2,7,13,18,11,15,0,0,0,0,80
PUERTO CARABUCO,atencion odontologica,exodoncia,2018-04-01,0,1,1,0,3,0,4,12,4,2,0,0,0,0,27
PUERTO GONZALO MORENO,atencion odontologica,exodoncia,2018-04-01,1,0,8,9,0,4,11,10,1,2,0,0,0,0,46
PUERTO PEREZ,atencion odontologica,exodoncia,2018-04-01,0,0,0,7,0,2,1,1,4,3,0,0,0,0,18
PUERTO QUIJARRO,atencion odontologica,exodoncia,2018-04-01,0,0,2,0,4,0,0,0,1,2,0,0,0,0,9
PUERTO RICO,atencion odontologica,exodoncia,2018-04-01,3,0,8,8,9,5,10,23,3,5,0,0,0,0,74
PUERTO SUAREZ,atencion odontologica,exodoncia,2018-04-01,0,0,8,2,0,1,0,8,19,2,0,0,0,0,40
PUERTO VILLARROEL,atencion odontologica,exodoncia,2018-04-01,2,3,13,13,8,9,3,32,24,5,0,0,0,0,112
PUNA,atencion odontologica,exodoncia,2018-04-01,0,0,4,4,1,6,6,18,3,15,0,0,0,0,57
PUNATA,atencion odontologica,exodoncia,2018-04-01,0,0,6,3,4,2,4,1,7,9,0,0,0,0,36
QUIABAYA,atencion odontologica,exodoncia,2018-04-01,0,0,1,2,2,0,7,11,1,0,0,0,0,0,24
QUILLACOLLO,atencion odontologica,exodoncia,2018-04-01,29,26,53,55,69,62,49,97,71,64,0,0,0,0,575
QUIME,atencion odontologica,exodoncia,2018-04-01,0,0,7,8,3,4,11,9,12,5,0,0,0,0,59
QUIRUSILLAS,atencion odontologica,exodoncia,2018-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
RAVELO,atencion odontologica,exodoncia,2018-04-01,0,0,2,2,4,6,2,33,27,30,0,0,0,0,106
REYES,atencion odontologica,exodoncia,2018-04-01,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3
RIBERALTA,atencion odontologica,exodoncia,2018-04-01,3,2,24,41,13,27,27,84,28,13,0,0,0,0,262
ROBORE,atencion odontologica,exodoncia,2018-04-01,0,0,5,4,1,3,33,26,12,8,0,0,0,0,92
RURRENABAQUE,atencion odontologica,exodoncia,2018-04-01,5,2,14,9,11,11,14,12,7,4,0,0,0,0,89
SABAYA,atencion odontologica,exodoncia,2018-04-01,0,0,2,7,3,0,2,2,7,0,0,0,0,0,23
SACABA,atencion odontologica,exodoncia,2018-04-01,0,2,31,43,2,10,12,39,27,40,0,0,0,0,206
SACABAMBA,atencion odontologica,exodoncia,2018-04-01,0,0,3,0,0,2,3,1,0,11,0,0,0,0,20
SACACA,atencion odontologica,exodoncia,2018-04-01,1,0,6,4,9,12,19,24,12,13,0,0,0,0,100
SAIPINA,atencion odontologica,exodoncia,2018-04-01,0,0,2,1,0,0,2,0,0,0,0,0,0,0,5
SALINAS DE GARCI MENDOZA,atencion odontologica,exodoncia,2018-04-01,0,1,17,19,1,4,8,8,11,8,0,0,0,0,77
SAMAIPATA,atencion odontologica,exodoncia,2018-04-01,1,0,7,4,3,0,5,1,0,2,0,0,0,0,23
SAN AGUSTIN,atencion odontologica,exodoncia,2018-04-01,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3
SAN ANDRES,atencion odontologica,exodoncia,2018-04-01,0,0,2,8,1,3,0,8,0,0,0,0,0,0,22
SAN ANDRES DE MACHACA,atencion odontologica,exodoncia,2018-04-01,0,0,1,5,4,1,3,3,9,3,0,0,0,0,29
SAN ANTONIO DE ESMORUCO,atencion odontologica,exodoncia,2018-04-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
SAN ANTONIO DE LOMERIO,atencion odontologica,exodoncia,2018-04-01,1,0,0,1,0,0,2,4,2,0,0,0,0,0,10
SAN BENITO,atencion odontologica,exodoncia,2018-04-01,0,0,5,3,0,0,0,5,1,3,0,0,0,0,17
SAN BORJA,atencion odontologica,exodoncia,2018-04-01,0,0,3,6,5,1,11,18,4,2,0,0,0,0,50
SAN BUENA VENTURA,atencion odontologica,exodoncia,2018-04-01,0,0,1,3,0,1,0,12,2,0,0,0,0,0,19
SAN CARLOS,atencion odontologica,exodoncia,2018-04-01,4,4,31,25,12,10,10,16,9,6,0,0,0,0,127
SAN IGNACIO,atencion odontologica,exodoncia,2018-04-01,1,0,10,7,4,8,8,19,3,0,0,0,0,0,60
SAN IGNACIO DE VELASCO,atencion odontologica,exodoncia,2018-04-01,0,2,4,1,0,2,3,19,47,22,0,0,0,0,100
SAN JAVIER(BNI),atencion odontologica,exodoncia,2018-04-01,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3
SAN JAVIER(STC),atencion odontologica,exodoncia,2018-04-01,0,1,2,4,0,1,5,4,5,1,0,0,0,0,23
SAN JOAQUIN,atencion odontologica,exodoncia,2018-04-01,2,0,2,4,0,0,0,14,0,1,0,0,0,0,23
SAN JOSE DE CHIQUITOS,atencion odontologica,exodoncia,2018-04-01,2,1,8,9,6,2,8,19,9,6,0,0,0,0,70
SAN JUAN DE YAPACANI,atencion odontologica,exodoncia,2018-04-01,2,0,2,4,3,1,1,12,2,0,0,0,0,0,27
SAN JULIAN,atencion odontologica,exodoncia,2018-04-01,0,0,8,6,0,0,3,11,7,14,0,0,0,0,49
SAN LORENZO(PND),atencion odontologica,exodoncia,2018-04-01,0,0,3,2,0,1,1,3,0,0,0,0,0,0,10
SAN LORENZO(TJA),atencion odontologica,exodoncia,2018-04-01,1,0,21,29,2,5,13,42,12,6,0,0,0,0,131
SAN LUCAS,atencion odontologica,exodoncia,2018-04-01,2,7,17,16,4,8,20,78,20,32,0,0,0,0,204
SAN MATIAS,atencion odontologica,exodoncia,2018-04-01,1,1,0,1,0,2,0,3,0,2,0,0,0,0,10
SAN MIGUEL DE VELASCO,atencion odontologica,exodoncia,2018-04-01,0,0,1,5,1,0,0,17,7,11,0,0,0,0,42
SAN PABLO DE LIPEZ,atencion odontologica,exodoncia,2018-04-01,0,0,1,2,0,0,1,3,1,0,0,0,0,0,8
SAN PEDRO,atencion odontologica,exodoncia,2018-04-01,0,0,8,15,2,6,7,29,7,18,0,0,0,0,92
SAN PEDRO DE BUENA VISTA,atencion odontologica,exodoncia,2018-04-01,1,0,1,1,3,1,5,13,11,9,0,0,0,0,45
SAN PEDRO DE CURAHUARA,atencion odontologica,exodoncia,2018-04-01,0,0,1,1,0,1,3,3,1,0,0,0,0,0,10
SAN PEDRO DE QUEMES,atencion odontologica,exodoncia,2018-04-01,0,0,0,1,1,0,3,0,0,1,0,0,0,0,6
SAN PEDRO DE TIQUINA,atencion odontologica,exodoncia,2018-04-01,0,0,1,1,4,3,3,5,1,2,0,0,0,0,20
SAN PEDRO(PND),atencion odontologica,exodoncia,2018-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SAN RAFAEL,atencion odontologica,exodoncia,2018-04-01,0,0,0,1,0,1,2,6,2,3,0,0,0,0,15
SAN RAMON BENI,atencion odontologica,exodoncia,2018-04-01,0,0,0,4,1,1,3,8,1,1,0,0,0,0,19
SAN RAMON SCZ,atencion odontologica,exodoncia,2018-04-01,0,0,20,19,2,2,1,1,0,0,0,0,0,0,45
SANTA ANA,atencion odontologica,exodoncia,2018-04-01,0,0,13,13,4,3,8,18,5,3,0,0,0,0,67
SANTA CRUZ DE LA SIERRA,atencion odontologica,exodoncia,2018-04-01,16,10,226,194,29,39,148,380,204,118,0,0,0,0,1364
SANTA ROSA,atencion odontologica,exodoncia,2018-04-01,0,0,4,1,1,4,3,2,1,1,0,0,0,0,17
SANTA ROSA DEL SARA,atencion odontologica,exodoncia,2018-04-01,0,0,5,7,2,4,6,16,13,8,0,0,0,0,61
SANTIAGO DE CALLAPA,atencion odontologica,exodoncia,2018-04-01,0,0,0,0,2,0,1,0,5,8,0,0,0,0,16
SANTIAGO DE HUARI,atencion odontologica,exodoncia,2018-04-01,0,0,16,19,1,5,7,8,19,3,0,0,0,0,78
SANTIAGO DE HUATA,atencion odontologica,exodoncia,2018-04-01,0,0,1,1,0,1,3,15,6,17,0,0,0,0,44
SANTIAGO DE MACHACA,atencion odontologica,exodoncia,2018-04-01,0,0,3,2,3,1,2,3,8,11,0,0,0,0,33
SANTIVAÑES,atencion odontologica,exodoncia,2018-04-01,0,0,6,14,1,1,1,8,4,11,0,0,0,0,46
SANTUARIO DE QUILLACAS,atencion odontologica,exodoncia,2018-04-01,0,0,2,9,0,0,1,0,0,1,0,0,0,0,13
SAPAHAQUI,atencion odontologica,exodoncia,2018-04-01,1,0,1,6,2,5,8,12,12,16,0,0,0,0,63
SENA,atencion odontologica,exodoncia,2018-04-01,1,0,4,2,3,3,10,19,10,10,0,0,0,0,62
SHINAOTA,atencion odontologica,exodoncia,2018-04-01,2,0,4,0,0,1,2,7,4,2,0,0,0,0,22
SICA SICA (VILLA AROMA),atencion odontologica,exodoncia,2018-04-01,4,0,5,10,1,4,4,10,14,16,0,0,0,0,68
SICAYA,atencion odontologica,exodoncia,2018-04-01,0,0,0,0,1,2,0,0,0,1,0,0,0,0,4
SIPE SIPE,atencion odontologica,exodoncia,2018-04-01,1,1,17,22,0,0,5,23,16,90,0,0,0,0,175
SOPACHUY,atencion odontologica,exodoncia,2018-04-01,0,0,3,6,1,2,4,9,8,0,0,0,0,0,33
SORACACHI,atencion odontologica,exodoncia,2018-04-01,1,0,17,25,2,2,5,5,4,4,0,0,0,0,65
SORATA,atencion odontologica,exodoncia,2018-04-01,2,0,5,8,1,5,8,16,12,6,0,0,0,0,63
SUCRE,atencion odontologica,exodoncia,2018-04-01,8,8,156,190,21,31,76,215,70,111,0,0,0,0,886
TACACHI,atencion odontologica,exodoncia,2018-04-01,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
TACACOMA,atencion odontologica,exodoncia,2018-04-01,0,0,6,2,2,1,8,8,10,6,0,0,0,0,43
TACOPAYA,atencion odontologica,exodoncia,2018-04-01,0,0,1,3,2,2,4,7,10,8,0,0,0,0,37
TAHUA,atencion odontologica,exodoncia,2018-04-01,0,0,2,0,0,0,0,16,1,8,0,0,0,0,27
TAPACARI,atencion odontologica,exodoncia,2018-04-01,1,0,1,3,2,9,3,15,24,20,0,0,0,0,78
TARABUCO,atencion odontologica,exodoncia,2018-04-01,0,0,10,8,3,8,12,39,13,7,0,0,0,0,100
TARACO,atencion odontologica,exodoncia,2018-04-01,0,0,2,1,0,3,6,4,15,8,0,0,0,0,39
TARATA,atencion odontologica,exodoncia,2018-04-01,0,0,1,4,1,0,2,11,3,4,0,0,0,0,26
TARIJA,atencion odontologica,exodoncia,2018-04-01,5,5,86,97,46,63,133,239,37,31,0,0,0,0,742
TARVITA,atencion odontologica,exodoncia,2018-04-01,0,0,0,3,0,9,20,56,25,14,0,0,0,0,127
TEOPONTE,atencion odontologica,exodoncia,2018-04-01,0,0,4,5,1,0,7,11,1,0,0,0,0,0,29
TIAWANACU,atencion odontologica,exodoncia,2018-04-01,0,0,6,7,1,3,3,14,9,6,0,0,0,0,49
TINGUIPAYA,atencion odontologica,exodoncia,2018-04-01,0,0,4,3,6,4,8,25,30,15,0,0,0,0,95
TIPUANI,atencion odontologica,exodoncia,2018-04-01,0,0,1,0,0,1,1,1,6,0,0,0,0,0,10
TIQUIPAYA,atencion odontologica,exodoncia,2018-04-01,4,0,13,14,0,9,11,27,19,16,0,0,0,0,113
TIRAQUE (CBBA),atencion odontologica,exodoncia,2018-04-01,1,0,7,11,0,0,3,5,0,5,0,0,0,0,32
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,exodoncia,2018-04-01,0,0,2,2,0,2,0,8,0,4,0,0,0,0,18
