,group,variable,month,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA EMB,PERIODONCIA EMB,PERIODONCIA POST,PERIODONCIA POST,TOTALES
PAMPA AULLAGAS,atencion odontologica,periodoncia,2018-03-01,0,0,0,1,0,0,0,3,0,3,0,0,0,0,7
PAMPA GRANDE,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,0,1,5,9,0,0,0,0,15
PAPEL PAMPA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
PASORAPA,atencion odontologica,periodoncia,2018-03-01,0,0,0,1,0,1,0,1,4,1,0,0,0,0,8
PATACAMAYA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,3,9,1,36,0,0,0,0,0,0,49
PAZÑA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
PELECHUCO,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
POCOATA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,2,0,10,10,6,0,0,0,0,28
POCONA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,4,1,0,0,0,0,0,0,5
POJO (CBBA),atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
POOPO,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3
PORCO,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,1,0,8,0,0,0,0,0,0,9
POROMA,atencion odontologica,periodoncia,2018-03-01,0,0,0,1,1,0,2,6,1,0,0,0,0,0,11
PORTACHUELO,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
PORVENIR,atencion odontologica,periodoncia,2018-03-01,0,0,0,1,0,2,1,3,0,0,0,0,0,0,7
POSTRER VALLE,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,1,0,0,2,1,0,0,0,0,0,4
POTOSI,atencion odontologica,periodoncia,2018-03-01,0,0,13,11,13,20,22,108,14,5,0,0,0,0,206
PRESTO,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,1,1,0,6,0,0,0,0,0,0,8
PUCARA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PUERTO ACOSTA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,0,3,1,2,0,0,0,0,6
PUERTO CARABUCO,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,1,1,0,2,0,0,0,0,0,4
PUERTO GONZALO MORENO,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,3,2,5,1,0,0,0,0,0,11
PUERTO SUAREZ,atencion odontologica,periodoncia,2018-03-01,0,0,1,1,0,0,0,2,0,0,0,0,0,0,4
PUERTO VILLARROEL,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,6,6,20,6,7,0,0,0,0,45
PUNA,atencion odontologica,periodoncia,2018-03-01,0,0,2,0,0,6,1,2,1,0,0,0,0,0,12
PUNATA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,2,2,24,9,7,0,0,0,0,44
QUILLACOLLO,atencion odontologica,periodoncia,2018-03-01,0,0,11,15,13,18,23,91,47,37,0,0,0,0,255
QUIME,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4
QUIRUSILLAS,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
RAVELO,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,3,1,7,2,5,0,0,0,0,18
REYES,atencion odontologica,periodoncia,2018-03-01,0,0,4,2,0,0,10,4,0,1,0,0,0,0,21
RIBERALTA,atencion odontologica,periodoncia,2018-03-01,0,0,1,5,8,38,8,91,1,1,0,0,0,0,153
ROBORE,atencion odontologica,periodoncia,2018-03-01,0,0,5,3,0,12,9,39,1,1,0,0,0,0,70
RURRENABAQUE,atencion odontologica,periodoncia,2018-03-01,0,0,1,1,0,3,2,3,5,2,0,0,0,0,17
SABAYA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
SACABA,atencion odontologica,periodoncia,2018-03-01,0,0,2,0,2,2,8,47,11,22,0,0,0,0,94
SACACA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SAIPINA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,1,2,0,1,0,0,0,0,4
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncia,2018-03-01,0,0,2,2,0,0,0,3,4,8,0,0,0,0,19
SAMAIPATA,atencion odontologica,periodoncia,2018-03-01,0,0,0,1,0,2,2,5,2,9,0,0,0,0,21
SAN AGUSTIN,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3
SAN ANDRES,atencion odontologica,periodoncia,2018-03-01,0,0,1,0,0,4,1,23,0,0,0,0,0,0,29
SAN BENITO,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,2,0,3,3,1,0,0,0,0,9
SAN BORJA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,1,2,8,2,8,0,0,0,0,21
SAN BUENA VENTURA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,0,4,0,1,0,0,0,0,5
SAN IGNACIO,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,2,6,0,1,0,0,0,0,9
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncia,2018-03-01,0,0,1,5,1,0,3,1,0,0,0,0,0,0,11
SAN JAVIER(STC),atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,1,3,3,1,0,0,0,0,0,8
SAN JOSE DE CHIQUITOS,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
SAN JUAN DE YAPACANI,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,1,2,0,0,1,0,0,0,0,0,4
SAN JULIAN,atencion odontologica,periodoncia,2018-03-01,0,0,0,1,0,2,1,22,9,4,0,0,0,0,39
SAN LORENZO(TJA),atencion odontologica,periodoncia,2018-03-01,0,0,0,2,0,0,2,3,1,0,0,0,0,0,8
SAN LUCAS,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,5,1,8,0,1,0,0,0,0,15
SAN MATIAS,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,3,5,2,0,0,0,0,0,10
SAN PEDRO,atencion odontologica,periodoncia,2018-03-01,0,0,1,1,3,1,4,8,26,20,0,0,0,0,64
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,3,1,15,2,5,0,0,0,0,26
SAN PEDRO DE QUEMES,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3
SAN RAFAEL,atencion odontologica,periodoncia,2018-03-01,0,0,2,1,5,9,1,21,6,2,0,0,0,0,47
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncia,2018-03-01,0,0,46,55,73,162,740,1440,219,163,0,0,0,0,2898
SANTA ROSA DEL SARA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3
SANTIAGO DE HUARI,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,1,0,4,5,5,4,0,0,0,0,19
SANTIAGO DE HUATA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,1,1,2,10,8,9,0,0,0,0,31
SANTIAGO DE MACHACA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SANTIVAÑES,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,1,0,5,6,5,0,0,0,0,17
SANTUARIO DE QUILLACAS,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,0,2,2,1,0,0,0,0,5
SAPAHAQUI,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SENA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,3,0,19,10,7,0,0,0,0,39
SHINAOTA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,1,0,3,2,0,0,0,0,0,6
SICA SICA (VILLA AROMA),atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SICAYA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,2,1,4,0,0,0,0,0,0,7
SIPE SIPE,atencion odontologica,periodoncia,2018-03-01,0,0,0,1,2,11,9,70,15,26,0,0,0,0,134
SOPACHUY,atencion odontologica,periodoncia,2018-03-01,0,0,0,1,0,1,6,6,0,0,0,0,0,0,14
SORACACHI,atencion odontologica,periodoncia,2018-03-01,0,0,2,1,0,3,2,3,2,2,0,0,0,0,15
SORATA,atencion odontologica,periodoncia,2018-03-01,0,0,1,1,0,1,2,12,0,1,0,0,0,0,18
SUCRE,atencion odontologica,periodoncia,2018-03-01,0,0,13,8,22,37,168,294,32,25,0,0,0,0,599
TACACHI,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TACACOMA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TACOPAYA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,0,1,2,1,0,0,0,0,4
TAHUA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
TAPACARI,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,7,1,18,2,6,0,0,0,0,34
TARABUCO,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,1,0,3,0,1,0,0,0,0,5
TARACO,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,1,1,0,20,9,0,0,0,0,31
TARATA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3
TARIJA,atencion odontologica,periodoncia,2018-03-01,0,0,8,3,15,45,71,140,6,9,0,0,0,0,297
TARVITA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4
TEOPONTE,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,3,2,1,1,0,0,0,0,0,7
TIAWANACU,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,1,1,4,2,1,0,0,0,0,0,9
TINGUIPAYA,atencion odontologica,periodoncia,2018-03-01,0,0,1,0,0,0,1,12,4,9,0,0,0,0,27
TIPUANI,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3
TIQUIPAYA,atencion odontologica,periodoncia,2018-03-01,0,0,2,1,1,9,4,51,11,13,0,0,0,0,92
TIRAQUE (CBBA),atencion odontologica,periodoncia,2018-03-01,0,0,0,1,1,2,6,7,1,3,0,0,0,0,21
TOCO,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,1,1,5,1,4,0,0,0,0,12
TOLATA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,1,8,1,3,0,0,0,0,13
TOLEDO,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,2,1,2,7,5,0,0,0,0,17
TOMAVE,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,3,1,6,1,3,0,0,0,0,0,14
TOMINA,atencion odontologica,periodoncia,2018-03-01,0,0,2,1,0,2,2,5,0,0,0,0,0,0,12
TORO TORO,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,2,5,8,4,0,0,0,0,19
TOTORA(CBBA),atencion odontologica,periodoncia,2018-03-01,0,0,0,0,1,3,1,4,0,2,0,0,0,0,11
TOTORA(ORR),atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,1,1,9,4,2,0,0,0,0,17
TRIGAL,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRINIDAD,atencion odontologica,periodoncia,2018-03-01,0,0,8,6,4,26,27,65,6,4,0,0,0,0,146
TUPIZA,atencion odontologica,periodoncia,2018-03-01,0,0,3,1,2,0,9,27,7,3,0,0,0,0,52
TURCO,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,1,3,2,1,0,0,0,0,7
UMALA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,1,1,0,5,0,2,0,0,0,0,9
UNCIA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3
URIONDO (A. CONCEPCION),atencion odontologica,periodoncia,2018-03-01,0,0,0,1,1,2,3,10,0,1,0,0,0,0,18
URUBICHA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
UYUNI,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,3,3,3,4,2,2,0,0,0,0,17
VACAS,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,1,1,4,0,0,0,0,0,0,6
VALLEGRANDE,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,2,1,5,10,4,3,0,0,0,0,25
VIACHA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,2,0,5,17,0,0,0,0,0,0,24
VILA VILA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
VILLA CHARCAS,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
VILLA MONTES,atencion odontologica,periodoncia,2018-03-01,0,0,0,1,2,4,10,30,0,0,0,0,0,0,47
VILLA NUEVA (LOMA ALTA),atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,0,2,4,2,0,0,0,0,8
VILLA RIVERO,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
VILLA SERRANO,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,2,2,4,0,0,0,0,0,0,8
VILLA TUNARI,atencion odontologica,periodoncia,2018-03-01,0,0,1,0,1,5,4,36,3,1,0,0,0,0,51
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,2,0,14,4,0,0,0,0,0,20
VILLAZON,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,1,0,1,5,0,2,0,0,0,0,9
VINTO,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,0,16,2,12,0,0,0,0,30
VITICHI,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,1,1,2,0,0,0,0,0,4
WARNES,atencion odontologica,periodoncia,2018-03-01,0,0,2,5,0,4,0,7,6,22,0,0,0,0,46
YACUIBA,atencion odontologica,periodoncia,2018-03-01,0,0,3,1,0,2,13,13,0,0,0,0,0,0,32
YAMPARAEZ,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,1,0,3,0,2,0,0,0,0,6
YANACACHI,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,5
YAPACANI,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,4,3,15,2,1,0,0,0,0,25
YOCALLA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,1,1,3,0,0,0,0,0,0,5
YOTALA,atencion odontologica,periodoncia,2018-03-01,0,0,5,0,2,1,2,13,4,0,0,0,0,0,27
YUNCHARA,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,0,1,1,3,1,1,0,0,0,0,7
ZUDAÑEZ,atencion odontologica,periodoncia,2018-03-01,0,0,0,0,1,0,1,2,0,0,0,0,0,0,4
ACACIO,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ACHACACHI,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,1,4,3,0,0,0,0,0,8
ACHOCALLA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,3,2,0,6,2,3,0,0,0,0,16
AIQUILE,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,1,3,2,15,4,1,0,0,0,0,26
ALCALA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,1,1,6,1,0,0,0,0,0,9
ALTO BENI,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
ANCORAIMES,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3
ANDAMARCA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,1,0,0,2,6,7,0,0,0,0,16
ANTEQUERA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,1,1,1,6,1,0,0,0,0,0,10
ANZALDO,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,1,0,2,2,5,0,0,0,0,10
APOLO,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
ARAMPAMPA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,2,0,7,3,0,0,0,0,0,12
ARANI,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
ARBIETO,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,3,2,25,12,8,0,0,0,0,50
ARQUE,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,3,1,14,1,4,0,0,0,0,23
ASCENCION DE GUARAYOS,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,2,0,11,0,0,0,0,0,0,13
ATOCHA,atencion odontologica,periodoncia,2018-04-01,0,0,1,2,0,5,28,31,8,33,0,0,0,0,108
AYATA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
AYO AYO,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncia,2018-04-01,0,0,2,0,0,3,7,10,1,0,0,0,0,0,23
AZURDUY,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,0,4,1,0,0,0,0,0,5
BATALLAS,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BAURES,atencion odontologica,periodoncia,2018-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
BELEN DE ANDAMARCA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,0,2,1,2,0,0,0,0,5
BELEN DE URMIRI,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,5
BELLA FLOR,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,periodoncia,2018-04-01,0,0,0,1,2,4,11,20,1,0,0,0,0,0,39
BETANZOS,atencion odontologica,periodoncia,2018-04-01,0,0,0,1,0,4,4,8,3,2,0,0,0,0,22
BOLIVAR,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,1,1,0,1,4,2,0,0,0,0,9
BOLPEBRA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3
BUENA VISTA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,5,2,7,2,2,0,0,0,0,18
CABEZAS,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,0,3,3,4,0,0,0,0,10
CAIROMA,atencion odontologica,periodoncia,2018-04-01,0,0,0,1,1,2,1,5,1,0,0,0,0,0,11
"CAIZA ""D""",atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,0,3,0,1,0,0,0,0,4
CAJUATA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6
CALACOTO,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,0,3,2,9,0,0,0,0,14
CAMIRI,atencion odontologica,periodoncia,2018-04-01,0,0,2,0,0,4,0,12,0,1,0,0,0,0,19
CAPINOTA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,1,1,5,10,4,7,0,0,0,0,28
CARACOLLO,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,6,2,16,6,9,0,0,0,0,39
CARANAVI,atencion odontologica,periodoncia,2018-04-01,0,0,11,10,5,20,4,32,14,7,0,0,0,0,103
CARAPARI,atencion odontologica,periodoncia,2018-04-01,0,0,1,1,1,1,19,21,1,0,0,0,0,0,45
CARMEN RIVERO TORREZ,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,24,49,21,33,0,0,0,0,127
CHALLAPATA,atencion odontologica,periodoncia,2018-04-01,0,0,2,0,1,4,30,40,14,12,0,0,0,0,103
CHAQUI,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,2,0,4,2,1,0,0,0,0,9
CHARAGUA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CHARAÑA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHAYANTA,atencion odontologica,periodoncia,2018-04-01,0,0,0,1,1,1,4,14,4,5,0,0,0,0,30
CHIMORE,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
CHIPAYA,atencion odontologica,periodoncia,2018-04-01,0,0,1,0,0,1,3,4,1,0,0,0,0,0,10
CHUA COCANI,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,1,2,2,2,0,0,0,0,7
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncia,2018-04-01,0,0,0,0,1,1,2,16,1,0,0,0,0,0,21
CHUMA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,periodoncia,2018-04-01,0,0,1,1,3,1,2,8,0,0,0,0,0,0,16
CKOCHAS,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,1,0,7,18,19,0,0,0,0,45
CLIZA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,1,2,3,32,3,14,0,0,0,0,55
COBIJA,atencion odontologica,periodoncia,2018-04-01,0,0,4,0,1,7,22,39,3,6,0,0,0,0,82
COCAPATA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,2,0,9,2,6,0,0,0,0,19
COCHABAMBA,atencion odontologica,periodoncia,2018-04-01,0,0,78,43,71,179,687,1148,200,125,0,0,0,0,2531
COLCAPIRHUA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,3,3,39,15,5,0,0,0,0,65
"COLCHA ""K""",atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,0,1,3,2,0,0,0,0,6
COLOMI,atencion odontologica,periodoncia,2018-04-01,0,0,1,1,0,1,3,5,11,7,0,0,0,0,29
COLPA BELGICA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COLQUECHACA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,2,10,39,8,12,0,0,0,0,71
COLQUENCHA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,2,0,4,0,0,0,0,0,0,6
COLQUIRI,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,1,0,2,3,6,0,0,0,0,12
COMANCHE,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
CONCEPCION,atencion odontologica,periodoncia,2018-04-01,0,0,0,1,0,2,2,2,1,0,0,0,0,0,8
COPACABANA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
CORIPATA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
COROICO,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,1,5,0,1,0,0,0,0,7
CORQUE,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,2,1,2,1,0,0,0,0,0,6
COTAGAITA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,4,11,1,0,0,0,0,0,16
COTOCA,atencion odontologica,periodoncia,2018-04-01,0,0,1,0,3,3,6,7,7,1,0,0,0,0,28
CRUZ DE MACHACAMARCA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
CUATRO CAÑADAS,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,1,0,2,8,7,15,0,0,0,0,33
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CULPINA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,1,1,0,2,0,0,0,0,4
CURAHUARA DE CARANGAS,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
EL ALTO,atencion odontologica,periodoncia,2018-04-01,0,0,33,53,70,128,263,680,49,30,0,0,0,0,1306
EL CHORO,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
EL PUENTE(STC),atencion odontologica,periodoncia,2018-04-01,0,0,0,0,1,0,3,1,0,1,0,0,0,0,6
EL PUENTE(TJA),atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3
EL TORNO,atencion odontologica,periodoncia,2018-04-01,0,0,3,0,14,14,12,30,6,5,0,0,0,0,84
EL VILLAR,atencion odontologica,periodoncia,2018-04-01,0,0,1,0,0,1,0,4,0,0,0,0,0,0,6
ENTRE RIOS TRJ,atencion odontologica,periodoncia,2018-04-01,0,0,0,1,1,0,2,7,0,0,0,0,0,0,11
ENTRE RIOS CBBA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,1,0,9,6,2,0,0,0,0,18
ESCOMA,atencion odontologica,periodoncia,2018-04-01,0,0,6,1,2,2,0,0,0,0,0,0,0,0,11
ESMERALDA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3
EUCALIPTUS,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3
FERNANDEZ ALONSO,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,2,0,1,1,0,0,0,0,0,4
FILADELFIA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
GENERAL SAAVEDRA,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,1,0,6,4,4,0,0,0,0,15
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,2,0,2,3,6,0,0,0,0,13
GUANAY,atencion odontologica,periodoncia,2018-04-01,0,0,3,1,2,2,1,12,8,9,0,0,0,0,38
GUAQUI,atencion odontologica,periodoncia,2018-04-01,0,0,0,0,0,1,1,5,1,1,0,0,0,0,9
GUAYARAMERIN,atencion odontologica,periodoncia,2018-04-01,0,0,0,3,0,10,3,32,5,5,0,0,0,0,58
