,group,variable,month,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,TOTALES,TOTALES,TOTALES
ACACIO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,11,10,0,0,11,10,21
ACHACACHI,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,69,64,25,17,94,81,175
ACHOCALLA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,42,47,7,9,49,56,105
AIQUILE,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,68,50,7,4,75,54,129
ALALAY,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,7,3,2,1,9,4,13
ALCALA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,10,12,1,0,11,12,23
ALTO BENI,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,48,36,4,4,52,40,92
ANCORAIMES,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,15,14,1,2,16,16,32
ANDAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,8,10,1,5,9,15,24
ANTEQUERA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,6,7,1,0,7,7,14
ANZALDO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,7,12,10,2,17,14,31
APOLO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,32,59,27,32,59,91,150
ARAMPAMPA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,10,14,0,0,10,14,24
ARANI,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,26,19,1,3,27,22,49
ARBIETO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,83,77,5,6,88,83,171
ARQUE,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,33,22,0,0,33,22,55
ASCENCION DE GUARAYOS,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,108,99,2,8,110,107,217
ATOCHA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,74,62,4,2,78,64,142
AUCAPATA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,14,8,0,0,14,8,22
AYATA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,15,22,0,1,15,23,38
AYO AYO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,9,13,0,0,9,13,22
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,92,88,2,3,94,91,185
AZURDUY,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,39,36,0,0,39,36,75
BATALLAS,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,24,21,6,5,30,26,56
BAURES,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,22,28,3,8,25,36,61
BELEN DE ANDAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,6,1,2,0,8,1,9
BELEN DE URMIRI,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,1,2,0,0,1,2,3
BELLA FLOR,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,14,20,1,5,15,25,40
BERMEJO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,256,183,16,8,272,191,463
BETANZOS,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,89,75,2,2,91,77,168
BOLIVAR,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,10,13,0,0,10,13,23
BOLPEBRA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,1,4,0,0,1,4,5
BOYUIBE,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,22,16,1,2,23,18,41
BUENA VISTA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,50,50,5,12,55,62,117
CABEZAS,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,135,116,6,6,141,122,263
CAIROMA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,33,26,8,6,41,32,73
"CAIZA ""D""",consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,39,17,1,0,40,17,57
CAJUATA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,40,37,0,0,40,37,77
CALACOTO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,13,7,0,0,13,7,20
CALAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,36,29,0,1,36,30,66
CAMARGO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,37,31,2,1,39,32,71
CAMATAQUI (C. VILLA ABECIA),consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,4,5,0,1,4,6,10
CAMIRI,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,109,110,11,4,120,114,234
CAPINOTA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,75,69,27,15,102,84,186
CAQUIAVIRI,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,21,19,2,2,23,21,44
CARACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,108,84,10,6,118,90,208
CARANAVI,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,173,153,90,74,263,227,490
CARAPARI,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,53,55,7,5,60,60,120
CARIPUYO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,19,10,0,0,19,10,29
CARMEN RIVERO TORREZ,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,16,8,0,0,16,8,24
CATACORA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,1,8,0,1,1,9,10
CHACARILLA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,2,3,2,1,4,4,8
CHALLAPATA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,116,106,6,14,122,120,242
CHAQUI,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,18,18,1,0,19,18,37
CHARAGUA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,114,152,2,1,116,153,269
CHARAÑA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,4,6,0,1,4,7,11
CHAYANTA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,46,34,1,0,47,34,81
CHIMORE,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,222,173,10,12,232,185,417
CHIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,5,5,1,0,6,5,11
CHOQUE COTA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,2,0,0,0,2,0,2
CHUA COCANI,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,9,7,2,3,11,10,21
CHULUMANI (V. DE LA LIBERTAD),consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,71,64,0,3,71,67,138
CHUMA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,11,14,0,0,11,14,25
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,11,10,2,0,13,10,23
CKOCHAS,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,34,32,3,1,37,33,70
CLIZA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,42,51,28,24,70,75,145
COBIJA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,278,215,39,24,317,239,556
COCAPATA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,91,76,5,4,96,80,176
COCHABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,2996,2887,968,886,3964,3773,7737
COLCAPIRHUA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,104,103,101,89,205,192,397
"COLCHA ""K""",consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,45,54,11,5,56,59,115
COLLANA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,4,3,0,0,4,3,7
COLOMI,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,78,64,11,11,89,75,164
COLPA BELGICA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,32,19,13,8,45,27,72
COLQUECHACA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,130,95,0,1,130,96,226
COLQUENCHA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,20,13,4,5,24,18,42
COLQUIRI,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,45,35,14,10,59,45,104
COMANCHE,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,2,2,2,1,4,3,7
COMARAPA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,52,54,6,13,58,67,125
COMBAYA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,1,5,0,0,1,5,6
CONCEPCION,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,53,53,7,8,60,61,121
COPACABANA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,21,8,0,1,21,9,30
CORIPATA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,79,46,10,18,89,64,153
CORO CORO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,9,15,2,3,11,18,29
COROICO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,52,53,5,11,57,64,121
CORQUE,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,13,13,3,0,16,13,29
COTAGAITA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,50,52,9,6,59,58,117
COTOCA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,246,223,18,12,264,235,499
CUATRO CAÑADAS,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,76,53,23,22,99,75,174
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,2,5,0,0,2,5,7
CUEVO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,8,16,4,3,12,19,31
CULPINA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,44,37,0,1,44,38,82
CURAHUARA DE CARANGAS,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,5,2,0,0,5,2,7
CURVA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,4,6,1,1,5,7,12
DESAGUADERO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,5,8,1,0,6,8,14
EL ALTO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,3158,2898,1033,992,4191,3890,8081
EL CHORO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,13,6,0,0,13,6,19
EL PUENTE(STC),consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,34,31,0,2,34,33,67
EL PUENTE(TJA),consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,32,30,3,3,35,33,68
EL TORNO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,236,231,115,144,351,375,726
EL VILLAR,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,11,4,1,1,12,5,17
ENTRE RIOS TRJ,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,56,74,2,4,58,78,136
ENTRE RIOS CBBA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,221,182,7,7,228,189,417
ESCARA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,2,0,0,0,2,0,2
ESCOMA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,12,11,4,0,16,11,27
ESMERALDA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,0,3,0,0,0,3,3
EUCALIPTUS,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,13,14,0,0,13,14,27
EUREKA (SANTOS MERCADO),consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,12,8,0,0,12,8,20
EXALTACION,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,15,23,0,1,15,24,39
FERNANDEZ ALONSO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,73,66,9,16,82,82,164
FILADELFIA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,25,30,2,2,27,32,59
GENERAL SAAVEDRA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,88,76,17,17,105,93,198
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,12,13,4,4,16,17,33
GUANAY,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,67,57,18,17,85,74,159
GUAQUI,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,8,6,0,1,8,7,15
GUAYARAMERIN,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,169,147,5,2,174,149,323
GUTIERREZ,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,84,77,10,7,94,84,178
HUACARETA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,31,32,0,0,31,32,63
HUACAYA (VILLA DE HUACAYA),consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,9,7,0,0,9,7,16
HUACHACALLA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,7,1,0,0,7,1,8
HUANUNI,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,87,80,8,9,95,89,184
HUARACAJE,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,9,13,2,2,11,15,26
HUARINA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,6,5,7,15,13,20,33
HUATAJATA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,7,3,9,4,16,7,23
HUAYLLAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,11,2,3,0,14,2,16
HUMANATA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,13,14,0,0,13,14,27
ICHOCA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,9,21,0,0,9,21,30
ICLA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,34,26,1,1,35,27,62
INCAHUASI,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,37,53,2,1,39,54,93
INGAVI (HUMAITA),consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,2,1,0,0,2,1,3
INQUISIVI,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,33,37,1,0,34,37,71
IRUPANA (VILLA DE LANZA),consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,44,41,10,6,54,47,101
IXIAMAS,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,42,34,0,1,42,35,77
JESUS DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,22,25,8,10,30,35,65
LA ASUNTA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,139,115,18,12,157,127,284
LA GUARDIA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,482,433,95,77,577,510,1087
LA PAZ,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,2657,2501,852,852,3509,3353,6862
LA RIVERA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,1,1,0,0,1,1,2
LAGUNILLAS,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,25,34,2,0,27,34,61
LAJA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,31,34,9,9,40,43,83
LAS CARRERAS,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,2,4,0,0,2,4,6
LICOMA PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,11,9,1,2,12,11,23
LLALLAGUA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,185,150,5,3,190,153,343
LLICA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,8,3,1,2,9,5,14
LORETO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,14,20,2,0,16,20,36
LURIBAY,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,16,7,5,2,21,9,30
MACHACAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,10,5,0,0,10,5,15
MACHARETI,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,25,30,1,0,26,30,56
MAGDALENA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,45,41,3,1,48,42,90
MAIRANA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,39,44,3,7,42,51,93
MALLA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,8,3,0,0,8,3,11
MAPIRI,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,73,62,32,21,105,83,188
MECAPACA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,23,21,2,0,25,21,46
MINEROS,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,88,79,32,19,120,98,218
MIZQUE,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,58,63,22,13,80,76,156
MOCOMOCO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,17,11,1,2,18,13,31
MOJINETE,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,2,4,0,0,2,4,6
MOJOCOYA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,17,13,5,1,22,14,36
MONTEAGUDO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,148,108,40,44,188,152,340
MONTERO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,611,635,59,52,670,687,1357
MORO MORO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,11,6,2,0,13,6,19
MOROCHATA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,21,20,3,0,24,20,44
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,15,9,0,0,15,9,24
NAZACARA DE PACAJES,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,1,2,2,5,3,7,10
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,10,13,0,0,10,13,23
OCURI,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,36,38,1,0,37,38,75
OKINAWA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,52,66,4,1,56,67,123
OMEREQUE,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,25,21,0,0,25,21,46
ORURO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,1059,1053,237,198,1296,1251,2547
PADCAYA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,71,60,16,18,87,78,165
PADILLA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,31,27,0,0,31,27,58
PAILON,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,73,57,7,16,80,73,153
PALCA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,47,37,10,12,57,49,106
PALOS BLANCOS,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,188,160,10,16,198,176,374
PAMPA AULLAGAS,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,7,4,0,0,7,4,11
PAMPA GRANDE,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,38,42,0,3,38,45,83
PAPEL PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,19,18,0,0,19,18,37
PASORAPA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,4,2,0,0,4,2,6
PATACAMAYA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,58,65,7,7,65,72,137
PAZÑA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,8,19,0,0,8,19,27
PELECHUCO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,28,31,1,0,29,31,60
POCOATA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,44,30,1,0,45,30,75
POCONA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,47,25,1,2,48,27,75
POJO (CBBA),consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,48,37,4,1,52,38,90
POOPO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,17,13,1,1,18,14,32
PORCO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,24,36,0,1,24,37,61
POROMA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,52,37,0,0,52,37,89
PORONGO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,36,38,1,1,37,39,76
PORTACHUELO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,64,50,1,1,65,51,116
PORVENIR,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,15,16,3,3,18,19,37
POSTRER VALLE,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,10,0,1,0,11,0,11
POTOSI,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,1060,895,68,60,1128,955,2083
PRESTO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,17,19,0,0,17,19,36
PUCARA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,4,9,4,1,8,10,18
PUCARANI,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,55,48,1,2,56,50,106
PUERTO ACOSTA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,12,15,6,2,18,17,35
PUERTO CARABUCO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,11,11,6,7,17,18,35
PUERTO GONZALO MORENO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,49,25,6,0,55,25,80
PUERTO PEREZ,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,14,10,0,0,14,10,24
PUERTO QUIJARRO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,40,55,3,3,43,58,101
PUERTO RICO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,43,39,0,4,43,43,86
PUERTO SILES,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,6,3,0,0,6,3,9
PUERTO SUAREZ,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,91,84,33,29,124,113,237
PUERTO VILLARROEL,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,398,341,19,16,417,357,774
PUNA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,36,21,0,0,36,21,57
PUNATA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,100,78,9,17,109,95,204
QUIABAYA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,5,9,0,0,5,9,14
QUILLACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,531,481,270,231,801,712,1513
QUIME,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,20,23,0,0,20,23,43
QUIRUSILLAS,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,4,1,3,0,7,1,8
RAQAYPAMPA(ETA),consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,30,22,0,0,30,22,52
RAVELO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,41,31,0,2,41,33,74
REYES,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,43,44,5,1,48,45,93
RIBERALTA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,572,485,111,88,683,573,1256
ROBORE,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,61,49,7,6,68,55,123
RURRENABAQUE,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,77,68,8,3,85,71,156
SABAYA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,17,11,3,3,20,14,34
SACABA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,682,582,106,90,788,672,1460
SACABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,11,10,0,2,11,12,23
SACACA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,60,47,0,2,60,49,109
SAIPINA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,14,13,3,1,17,14,31
SALINAS DE GARCI MENDOZA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,29,27,1,3,30,30,60
SAMAIPATA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,31,27,1,0,32,27,59
SAN AGUSTIN,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,9,3,0,0,9,3,12
SAN ANDRES,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,70,33,4,10,74,43,117
SAN ANDRES DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,9,3,1,0,10,3,13
SAN ANTONIO DE ESMORUCO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,6,6,0,0,6,6,12
SAN ANTONIO DE LOMERIO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,28,14,1,1,29,15,44
SAN BENITO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,36,13,12,8,48,21,69
SAN BORJA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,154,144,16,26,170,170,340
SAN BUENA VENTURA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,44,28,0,2,44,30,74
SAN CARLOS,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,74,38,4,1,78,39,117
SAN IGNACIO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,109,112,15,19,124,131,255
SAN IGNACIO DE VELASCO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,208,211,6,7,214,218,432
SAN JAVIER(BNI),consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,13,14,0,0,13,14,27
SAN JAVIER(STC),consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,23,21,1,0,24,21,45
SAN JOAQUIN,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,18,17,3,2,21,19,40
SAN JOSE DE CHIQUITOS,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,51,35,67,34,118,69,187
SAN JUAN DE YAPACANI,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,34,29,5,10,39,39,78
SAN JULIAN,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,204,186,34,39,238,225,463
SAN LORENZO(PND),consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,29,20,1,1,30,21,51
SAN LORENZO(TJA),consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,95,73,1,3,96,76,172
SAN LUCAS,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,97,63,9,8,106,71,177
SAN MATIAS,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,58,55,0,1,58,56,114
SAN MIGUEL DE VELASCO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,33,40,7,4,40,44,84
SAN PABLO DE LIPEZ,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,6,8,0,0,6,8,14
SAN PEDRO,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,84,94,6,7,90,101,191
SAN PEDRO DE BUENA VISTA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,76,78,2,0,78,78,156
SAN PEDRO DE CURAHUARA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,12,15,2,0,14,15,29
SAN PEDRO DE QUEMES,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,1,1,0,0,1,1,2
SAN PEDRO DE TIQUINA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,7,13,1,3,8,16,24
SAN PEDRO(PND),consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,7,8,1,0,8,8,16
SAN RAFAEL,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,21,28,23,42,44,70,114
SAN RAMON BENI,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,30,19,3,2,33,21,54
SAN RAMON SCZ,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,52,43,5,2,57,45,102
SANTA ANA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,59,62,53,49,112,111,223
SANTA CRUZ DE LA SIERRA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,5055,4778,1219,1304,6274,6082,12356
SANTA ROSA,consulta externa,ninos de 6 meses a < 1 ano,2018-04-01,40,33,0,0,40,33,73
