,group,variable,month,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES REPETIDO,MENORES DE 6 MESES REPETIDO,TOTALES,TOTALES,TOTALES
ATOCHA,consulta externa,menores de 6 meses,2018-03-01,33,50,3,3,36,53,89
AUCAPATA,consulta externa,menores de 6 meses,2018-03-01,6,4,0,0,6,4,10
AYATA,consulta externa,menores de 6 meses,2018-03-01,17,12,0,0,17,12,29
AYO AYO,consulta externa,menores de 6 meses,2018-03-01,10,10,0,1,10,11,21
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,menores de 6 meses,2018-03-01,43,54,2,3,45,57,102
AZURDUY,consulta externa,menores de 6 meses,2018-03-01,39,24,0,0,39,24,63
BATALLAS,consulta externa,menores de 6 meses,2018-03-01,26,14,0,1,26,15,41
BAURES,consulta externa,menores de 6 meses,2018-03-01,11,11,1,0,12,11,23
BELEN DE ANDAMARCA,consulta externa,menores de 6 meses,2018-03-01,1,0,0,0,1,0,1
BELEN DE URMIRI,consulta externa,menores de 6 meses,2018-03-01,0,2,0,0,0,2,2
BELLA FLOR,consulta externa,menores de 6 meses,2018-03-01,5,4,0,0,5,4,9
BERMEJO,consulta externa,menores de 6 meses,2018-03-01,209,194,2,7,211,201,412
BETANZOS,consulta externa,menores de 6 meses,2018-03-01,40,33,0,0,40,33,73
BOLIVAR,consulta externa,menores de 6 meses,2018-03-01,7,14,0,0,7,14,21
BOLPEBRA,consulta externa,menores de 6 meses,2018-03-01,2,1,0,0,2,1,3
BOYUIBE,consulta externa,menores de 6 meses,2018-03-01,8,8,0,1,8,9,17
BUENA VISTA,consulta externa,menores de 6 meses,2018-03-01,56,41,9,6,65,47,112
CABEZAS,consulta externa,menores de 6 meses,2018-03-01,126,101,2,3,128,104,232
CAIROMA,consulta externa,menores de 6 meses,2018-03-01,38,18,4,3,42,21,63
"CAIZA ""D""",consulta externa,menores de 6 meses,2018-03-01,16,21,0,0,16,21,37
CAJUATA,consulta externa,menores de 6 meses,2018-03-01,52,37,0,0,52,37,89
CALACOTO,consulta externa,menores de 6 meses,2018-03-01,12,12,0,0,12,12,24
CALAMARCA,consulta externa,menores de 6 meses,2018-03-01,20,12,1,9,21,21,42
CAMARGO,consulta externa,menores de 6 meses,2018-03-01,32,43,1,1,33,44,77
CAMATAQUI (C. VILLA ABECIA),consulta externa,menores de 6 meses,2018-03-01,0,3,0,0,0,3,3
CAMIRI,consulta externa,menores de 6 meses,2018-03-01,180,131,19,12,199,143,342
CAPINOTA,consulta externa,menores de 6 meses,2018-03-01,71,62,18,12,89,74,163
CAQUIAVIRI,consulta externa,menores de 6 meses,2018-03-01,19,11,3,0,22,11,33
CARACOLLO,consulta externa,menores de 6 meses,2018-03-01,92,102,2,2,94,104,198
CARANAVI,consulta externa,menores de 6 meses,2018-03-01,166,157,80,80,246,237,483
CARANGAS,consulta externa,menores de 6 meses,2018-03-01,0,1,0,0,0,1,1
CARAPARI,consulta externa,menores de 6 meses,2018-03-01,60,228,4,1,64,229,293
CARIPUYO,consulta externa,menores de 6 meses,2018-03-01,5,9,0,0,5,9,14
CARMEN RIVERO TORREZ,consulta externa,menores de 6 meses,2018-03-01,10,14,2,0,12,14,26
CATACORA,consulta externa,menores de 6 meses,2018-03-01,5,1,1,0,6,1,7
CHACARILLA,consulta externa,menores de 6 meses,2018-03-01,0,2,0,0,0,2,2
CHALLAPATA,consulta externa,menores de 6 meses,2018-03-01,126,125,5,6,131,131,262
CHAQUI,consulta externa,menores de 6 meses,2018-03-01,10,5,0,0,10,5,15
CHARAGUA,consulta externa,menores de 6 meses,2018-03-01,110,95,3,3,113,98,211
CHARAÑA,consulta externa,menores de 6 meses,2018-03-01,2,0,0,0,2,0,2
CHAYANTA,consulta externa,menores de 6 meses,2018-03-01,30,20,0,0,30,20,50
CHIMORE,consulta externa,menores de 6 meses,2018-03-01,139,132,30,18,169,150,319
CHIPAYA,consulta externa,menores de 6 meses,2018-03-01,2,4,1,0,3,4,7
CHUA COCANI,consulta externa,menores de 6 meses,2018-03-01,5,6,7,5,12,11,23
CHULUMANI (V. DE LA LIBERTAD),consulta externa,menores de 6 meses,2018-03-01,90,84,1,1,91,85,176
CHUMA,consulta externa,menores de 6 meses,2018-03-01,5,23,0,1,5,24,29
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,menores de 6 meses,2018-03-01,9,5,0,0,9,5,14
CKOCHAS,consulta externa,menores de 6 meses,2018-03-01,20,31,1,1,21,32,53
CLIZA,consulta externa,menores de 6 meses,2018-03-01,76,72,24,19,100,91,191
COBIJA,consulta externa,menores de 6 meses,2018-03-01,274,203,23,35,297,238,535
COCAPATA,consulta externa,menores de 6 meses,2018-03-01,69,63,0,1,69,64,133
COCHABAMBA,consulta externa,menores de 6 meses,2018-03-01,2854,2831,1183,1138,4037,3969,8006
COIPASA,consulta externa,menores de 6 meses,2018-03-01,0,2,0,0,0,2,2
COLCAPIRHUA,consulta externa,menores de 6 meses,2018-03-01,120,77,91,81,211,158,369
"COLCHA ""K""",consulta externa,menores de 6 meses,2018-03-01,42,26,5,0,47,26,73
COLLANA,consulta externa,menores de 6 meses,2018-03-01,5,2,0,0,5,2,7
COLOMI,consulta externa,menores de 6 meses,2018-03-01,52,54,9,11,61,65,126
COLPA BELGICA,consulta externa,menores de 6 meses,2018-03-01,28,23,6,5,34,28,62
COLQUECHACA,consulta externa,menores de 6 meses,2018-03-01,63,75,0,0,63,75,138
COLQUENCHA,consulta externa,menores de 6 meses,2018-03-01,26,10,5,6,31,16,47
COLQUIRI,consulta externa,menores de 6 meses,2018-03-01,33,26,1,1,34,27,61
COMANCHE,consulta externa,menores de 6 meses,2018-03-01,5,1,0,1,5,2,7
COMARAPA,consulta externa,menores de 6 meses,2018-03-01,49,69,10,24,59,93,152
COMBAYA,consulta externa,menores de 6 meses,2018-03-01,2,5,0,0,2,5,7
CONCEPCION,consulta externa,menores de 6 meses,2018-03-01,71,58,10,8,81,66,147
COPACABANA,consulta externa,menores de 6 meses,2018-03-01,19,12,0,0,19,12,31
CORIPATA,consulta externa,menores de 6 meses,2018-03-01,61,63,16,18,77,81,158
CORO CORO,consulta externa,menores de 6 meses,2018-03-01,13,24,4,7,17,31,48
COROICO,consulta externa,menores de 6 meses,2018-03-01,50,41,7,2,57,43,100
CORQUE,consulta externa,menores de 6 meses,2018-03-01,12,12,0,1,12,13,25
COTAGAITA,consulta externa,menores de 6 meses,2018-03-01,40,37,2,3,42,40,82
COTOCA,consulta externa,menores de 6 meses,2018-03-01,170,193,13,13,183,206,389
CUATRO CAÑADAS,consulta externa,menores de 6 meses,2018-03-01,98,59,9,4,107,63,170
CUCHUMUELA (V. G. VILLARROEL),consulta externa,menores de 6 meses,2018-03-01,4,4,0,0,4,4,8
CUEVO,consulta externa,menores de 6 meses,2018-03-01,5,15,0,4,5,19,24
CULPINA,consulta externa,menores de 6 meses,2018-03-01,28,26,2,0,30,26,56
CURAHUARA DE CARANGAS,consulta externa,menores de 6 meses,2018-03-01,11,10,0,1,11,11,22
CURVA,consulta externa,menores de 6 meses,2018-03-01,7,5,2,0,9,5,14
DESAGUADERO,consulta externa,menores de 6 meses,2018-03-01,11,14,0,0,11,14,25
EL ALTO,consulta externa,menores de 6 meses,2018-03-01,3658,3627,1248,1183,4906,4810,9716
EL CHORO,consulta externa,menores de 6 meses,2018-03-01,9,6,0,0,9,6,15
EL PUENTE(STC),consulta externa,menores de 6 meses,2018-03-01,32,37,0,1,32,38,70
EL PUENTE(TJA),consulta externa,menores de 6 meses,2018-03-01,28,17,0,1,28,18,46
EL TORNO,consulta externa,menores de 6 meses,2018-03-01,163,161,67,56,230,217,447
EL VILLAR,consulta externa,menores de 6 meses,2018-03-01,5,7,0,0,5,7,12
ENTRE RIOS TRJ,consulta externa,menores de 6 meses,2018-03-01,48,35,2,0,50,35,85
ENTRE RIOS CBBA,consulta externa,menores de 6 meses,2018-03-01,182,152,8,8,190,160,350
ESCARA,consulta externa,menores de 6 meses,2018-03-01,2,1,0,0,2,1,3
ESCOMA,consulta externa,menores de 6 meses,2018-03-01,10,13,0,2,10,15,25
ESMERALDA,consulta externa,menores de 6 meses,2018-03-01,1,0,0,0,1,0,1
EUCALIPTUS,consulta externa,menores de 6 meses,2018-03-01,7,4,1,0,8,4,12
EUREKA (SANTOS MERCADO),consulta externa,menores de 6 meses,2018-03-01,3,1,0,0,3,1,4
EXALTACION,consulta externa,menores de 6 meses,2018-03-01,7,6,3,3,10,9,19
FERNANDEZ ALONSO,consulta externa,menores de 6 meses,2018-03-01,56,23,15,9,71,32,103
FILADELFIA,consulta externa,menores de 6 meses,2018-03-01,18,16,1,0,19,16,35
GENERAL SAAVEDRA,consulta externa,menores de 6 meses,2018-03-01,49,45,7,13,56,58,114
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,menores de 6 meses,2018-03-01,7,9,7,5,14,14,28
GUANAY,consulta externa,menores de 6 meses,2018-03-01,72,58,6,7,78,65,143
GUAQUI,consulta externa,menores de 6 meses,2018-03-01,12,7,0,0,12,7,19
GUAYARAMERIN,consulta externa,menores de 6 meses,2018-03-01,169,121,9,7,178,128,306
GUTIERREZ,consulta externa,menores de 6 meses,2018-03-01,71,60,5,3,76,63,139
HUACARETA,consulta externa,menores de 6 meses,2018-03-01,25,22,2,3,27,25,52
HUACAYA (VILLA DE HUACAYA),consulta externa,menores de 6 meses,2018-03-01,6,3,3,0,9,3,12
HUACHACALLA,consulta externa,menores de 6 meses,2018-03-01,1,0,0,0,1,0,1
HUANUNI,consulta externa,menores de 6 meses,2018-03-01,92,61,8,11,100,72,172
HUARACAJE,consulta externa,menores de 6 meses,2018-03-01,9,9,0,0,9,9,18
HUARINA,consulta externa,menores de 6 meses,2018-03-01,5,3,10,17,15,20,35
HUATAJATA,consulta externa,menores de 6 meses,2018-03-01,3,0,5,3,8,3,11
HUAYLLAMARCA,consulta externa,menores de 6 meses,2018-03-01,10,1,0,0,10,1,11
HUMANATA,consulta externa,menores de 6 meses,2018-03-01,5,8,0,0,5,8,13
ICHOCA,consulta externa,menores de 6 meses,2018-03-01,8,13,0,2,8,15,23
ICLA,consulta externa,menores de 6 meses,2018-03-01,27,20,2,3,29,23,52
INCAHUASI,consulta externa,menores de 6 meses,2018-03-01,38,36,2,1,40,37,77
INGAVI (HUMAITA),consulta externa,menores de 6 meses,2018-03-01,2,4,0,0,2,4,6
INQUISIVI,consulta externa,menores de 6 meses,2018-03-01,20,26,0,1,20,27,47
IRUPANA (VILLA DE LANZA),consulta externa,menores de 6 meses,2018-03-01,48,50,18,14,66,64,130
IXIAMAS,consulta externa,menores de 6 meses,2018-03-01,40,21,0,0,40,21,61
JESUS DE MACHACA,consulta externa,menores de 6 meses,2018-03-01,18,20,13,11,31,31,62
LA ASUNTA,consulta externa,menores de 6 meses,2018-03-01,99,139,6,7,105,146,251
LA GUARDIA,consulta externa,menores de 6 meses,2018-03-01,498,350,77,86,575,436,1011
LA PAZ,consulta externa,menores de 6 meses,2018-03-01,3397,3512,900,1020,4297,4532,8829
LAGUNILLAS,consulta externa,menores de 6 meses,2018-03-01,39,24,14,6,53,30,83
LAJA,consulta externa,menores de 6 meses,2018-03-01,26,24,4,7,30,31,61
LAS CARRERAS,consulta externa,menores de 6 meses,2018-03-01,2,5,0,0,2,5,7
LICOMA PAMPA,consulta externa,menores de 6 meses,2018-03-01,6,3,0,0,6,3,9
LLALLAGUA,consulta externa,menores de 6 meses,2018-03-01,182,173,10,14,192,187,379
LLICA,consulta externa,menores de 6 meses,2018-03-01,1,2,0,0,1,2,3
LORETO,consulta externa,menores de 6 meses,2018-03-01,7,4,0,0,7,4,11
LURIBAY,consulta externa,menores de 6 meses,2018-03-01,12,10,5,0,17,10,27
MACHACAMARCA,consulta externa,menores de 6 meses,2018-03-01,14,10,2,0,16,10,26
MACHARETI,consulta externa,menores de 6 meses,2018-03-01,14,22,2,1,16,23,39
MAGDALENA,consulta externa,menores de 6 meses,2018-03-01,20,18,0,1,20,19,39
MAIRANA,consulta externa,menores de 6 meses,2018-03-01,38,38,3,7,41,45,86
MALLA,consulta externa,menores de 6 meses,2018-03-01,3,2,0,0,3,2,5
MAPIRI,consulta externa,menores de 6 meses,2018-03-01,62,43,24,37,86,80,166
MECAPACA,consulta externa,menores de 6 meses,2018-03-01,17,14,1,1,18,15,33
MINEROS,consulta externa,menores de 6 meses,2018-03-01,45,42,21,16,66,58,124
MIZQUE,consulta externa,menores de 6 meses,2018-03-01,50,56,5,2,55,58,113
MOCOMOCO,consulta externa,menores de 6 meses,2018-03-01,19,4,3,2,22,6,28
MOJINETE,consulta externa,menores de 6 meses,2018-03-01,6,1,0,0,6,1,7
MOJOCOYA,consulta externa,menores de 6 meses,2018-03-01,8,9,2,0,10,9,19
MONTEAGUDO,consulta externa,menores de 6 meses,2018-03-01,138,73,5,6,143,79,222
MONTERO,consulta externa,menores de 6 meses,2018-03-01,826,766,77,66,903,832,1735
MORO MORO,consulta externa,menores de 6 meses,2018-03-01,5,4,0,0,5,4,9
MOROCHATA,consulta externa,menores de 6 meses,2018-03-01,22,24,4,0,26,24,50
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,menores de 6 meses,2018-03-01,8,3,2,0,10,3,13
NAZACARA DE PACAJES,consulta externa,menores de 6 meses,2018-03-01,0,1,1,3,1,4,5
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,menores de 6 meses,2018-03-01,2,8,0,0,2,8,10
OCURI,consulta externa,menores de 6 meses,2018-03-01,20,24,0,0,20,24,44
OKINAWA,consulta externa,menores de 6 meses,2018-03-01,25,27,5,4,30,31,61
OMEREQUE,consulta externa,menores de 6 meses,2018-03-01,27,14,3,3,30,17,47
ORURO,consulta externa,menores de 6 meses,2018-03-01,1190,1232,368,362,1558,1594,3152
PADCAYA,consulta externa,menores de 6 meses,2018-03-01,64,53,7,9,71,62,133
PADILLA,consulta externa,menores de 6 meses,2018-03-01,32,33,0,0,32,33,65
PAILON,consulta externa,menores de 6 meses,2018-03-01,73,63,7,7,80,70,150
PALCA,consulta externa,menores de 6 meses,2018-03-01,36,27,0,0,36,27,63
PALOS BLANCOS,consulta externa,menores de 6 meses,2018-03-01,160,152,14,20,174,172,346
PAMPA AULLAGAS,consulta externa,menores de 6 meses,2018-03-01,5,5,0,0,5,5,10
PAMPA GRANDE,consulta externa,menores de 6 meses,2018-03-01,22,27,2,1,24,28,52
PAPEL PAMPA,consulta externa,menores de 6 meses,2018-03-01,17,6,0,0,17,6,23
PASORAPA,consulta externa,menores de 6 meses,2018-03-01,1,5,0,0,1,5,6
PATACAMAYA,consulta externa,menores de 6 meses,2018-03-01,48,48,1,0,49,48,97
PAZÑA,consulta externa,menores de 6 meses,2018-03-01,10,12,2,3,12,15,27
PELECHUCO,consulta externa,menores de 6 meses,2018-03-01,29,27,1,1,30,28,58
POCOATA,consulta externa,menores de 6 meses,2018-03-01,18,19,0,0,18,19,37
POCONA,consulta externa,menores de 6 meses,2018-03-01,26,16,0,0,26,16,42
POJO (CBBA),consulta externa,menores de 6 meses,2018-03-01,41,24,4,2,45,26,71
POOPO,consulta externa,menores de 6 meses,2018-03-01,10,6,0,0,10,6,16
PORCO,consulta externa,menores de 6 meses,2018-03-01,39,40,0,1,39,41,80
POROMA,consulta externa,menores de 6 meses,2018-03-01,31,36,0,1,31,37,68
PORONGO,consulta externa,menores de 6 meses,2018-03-01,29,24,2,2,31,26,57
PORTACHUELO,consulta externa,menores de 6 meses,2018-03-01,46,40,0,0,46,40,86
PORVENIR,consulta externa,menores de 6 meses,2018-03-01,23,12,1,6,24,18,42
POSTRER VALLE,consulta externa,menores de 6 meses,2018-03-01,1,2,0,0,1,2,3
POTOSI,consulta externa,menores de 6 meses,2018-03-01,908,863,38,38,946,901,1847
PRESTO,consulta externa,menores de 6 meses,2018-03-01,11,10,0,0,11,10,21
PUCARA,consulta externa,menores de 6 meses,2018-03-01,6,1,1,0,7,1,8
PUCARANI,consulta externa,menores de 6 meses,2018-03-01,44,48,1,0,45,48,93
PUERTO ACOSTA,consulta externa,menores de 6 meses,2018-03-01,20,12,1,3,21,15,36
PUERTO CARABUCO,consulta externa,menores de 6 meses,2018-03-01,3,2,15,10,18,12,30
PUERTO GONZALO MORENO,consulta externa,menores de 6 meses,2018-03-01,31,31,2,2,33,33,66
PUERTO PEREZ,consulta externa,menores de 6 meses,2018-03-01,2,16,0,0,2,16,18
PUERTO QUIJARRO,consulta externa,menores de 6 meses,2018-03-01,39,32,13,10,52,42,94
PUERTO RICO,consulta externa,menores de 6 meses,2018-03-01,30,26,1,1,31,27,58
PUERTO SILES,consulta externa,menores de 6 meses,2018-03-01,4,4,2,0,6,4,10
PUERTO SUAREZ,consulta externa,menores de 6 meses,2018-03-01,58,64,5,7,63,71,134
PUERTO VILLARROEL,consulta externa,menores de 6 meses,2018-03-01,382,403,19,16,401,419,820
PUNA,consulta externa,menores de 6 meses,2018-03-01,34,15,2,0,36,15,51
PUNATA,consulta externa,menores de 6 meses,2018-03-01,118,100,27,12,145,112,257
QUIABAYA,consulta externa,menores de 6 meses,2018-03-01,3,2,0,0,3,2,5
QUILLACOLLO,consulta externa,menores de 6 meses,2018-03-01,531,493,159,159,690,652,1342
QUIME,consulta externa,menores de 6 meses,2018-03-01,13,9,0,1,13,10,23
QUIRUSILLAS,consulta externa,menores de 6 meses,2018-03-01,3,2,0,0,3,2,5
RAQAYPAMPA(ETA),consulta externa,menores de 6 meses,2018-03-01,30,18,2,0,32,18,50
RAVELO,consulta externa,menores de 6 meses,2018-03-01,27,32,0,0,27,32,59
REYES,consulta externa,menores de 6 meses,2018-03-01,34,37,1,1,35,38,73
RIBERALTA,consulta externa,menores de 6 meses,2018-03-01,618,621,73,73,691,694,1385
ROBORE,consulta externa,menores de 6 meses,2018-03-01,45,41,4,5,49,46,95
RURRENABAQUE,consulta externa,menores de 6 meses,2018-03-01,83,80,2,2,85,82,167
SABAYA,consulta externa,menores de 6 meses,2018-03-01,9,10,0,0,9,10,19
SACABA,consulta externa,menores de 6 meses,2018-03-01,687,685,116,104,803,789,1592
SACABAMBA,consulta externa,menores de 6 meses,2018-03-01,10,6,0,4,10,10,20
SACACA,consulta externa,menores de 6 meses,2018-03-01,36,35,1,2,37,37,74
SAIPINA,consulta externa,menores de 6 meses,2018-03-01,21,1,6,1,27,2,29
SALINAS DE GARCI MENDOZA,consulta externa,menores de 6 meses,2018-03-01,19,19,1,0,20,19,39
SAMAIPATA,consulta externa,menores de 6 meses,2018-03-01,20,15,0,2,20,17,37
SAN AGUSTIN,consulta externa,menores de 6 meses,2018-03-01,2,6,0,1,2,7,9
SAN ANDRES,consulta externa,menores de 6 meses,2018-03-01,38,31,5,3,43,34,77
SAN ANDRES DE MACHACA,consulta externa,menores de 6 meses,2018-03-01,1,4,0,1,1,5,6
SAN ANTONIO DE ESMORUCO,consulta externa,menores de 6 meses,2018-03-01,5,2,0,0,5,2,7
SAN ANTONIO DE LOMERIO,consulta externa,menores de 6 meses,2018-03-01,16,14,0,0,16,14,30
SAN BENITO,consulta externa,menores de 6 meses,2018-03-01,18,18,11,7,29,25,54
SAN BORJA,consulta externa,menores de 6 meses,2018-03-01,110,122,6,6,116,128,244
SAN BUENA VENTURA,consulta externa,menores de 6 meses,2018-03-01,31,26,3,0,34,26,60
SAN CARLOS,consulta externa,menores de 6 meses,2018-03-01,74,48,6,5,80,53,133
SAN IGNACIO,consulta externa,menores de 6 meses,2018-03-01,87,95,9,9,96,104,200
SAN IGNACIO DE VELASCO,consulta externa,menores de 6 meses,2018-03-01,157,152,1,1,158,153,311
SAN JAVIER(BNI),consulta externa,menores de 6 meses,2018-03-01,5,2,1,0,6,2,8
SAN JAVIER(STC),consulta externa,menores de 6 meses,2018-03-01,16,21,0,0,16,21,37
SAN JOAQUIN,consulta externa,menores de 6 meses,2018-03-01,10,11,0,2,10,13,23
SAN JOSE DE CHIQUITOS,consulta externa,menores de 6 meses,2018-03-01,27,32,8,7,35,39,74
SAN JUAN DE YAPACANI,consulta externa,menores de 6 meses,2018-03-01,34,21,8,0,42,21,63
SAN JULIAN,consulta externa,menores de 6 meses,2018-03-01,157,137,88,89,245,226,471
SAN LORENZO(PND),consulta externa,menores de 6 meses,2018-03-01,20,22,0,0,20,22,42
SAN LORENZO(TJA),consulta externa,menores de 6 meses,2018-03-01,107,68,4,2,111,70,181
SAN LUCAS,consulta externa,menores de 6 meses,2018-03-01,54,71,7,8,61,79,140
SAN MATIAS,consulta externa,menores de 6 meses,2018-03-01,41,32,2,2,43,34,77
SAN MIGUEL DE VELASCO,consulta externa,menores de 6 meses,2018-03-01,30,23,6,1,36,24,60
SAN PABLO DE LIPEZ,consulta externa,menores de 6 meses,2018-03-01,5,11,0,1,5,12,17
SAN PEDRO,consulta externa,menores de 6 meses,2018-03-01,59,62,3,3,62,65,127
SAN PEDRO DE BUENA VISTA,consulta externa,menores de 6 meses,2018-03-01,48,29,1,2,49,31,80
SAN PEDRO DE CURAHUARA,consulta externa,menores de 6 meses,2018-03-01,13,9,0,0,13,9,22
SAN PEDRO DE TIQUINA,consulta externa,menores de 6 meses,2018-03-01,4,2,0,2,4,4,8
SAN PEDRO(PND),consulta externa,menores de 6 meses,2018-03-01,11,8,1,0,12,8,20
SAN RAFAEL,consulta externa,menores de 6 meses,2018-03-01,21,14,15,14,36,28,64
SAN RAMON BENI,consulta externa,menores de 6 meses,2018-03-01,25,18,1,1,26,19,45
SAN RAMON SCZ,consulta externa,menores de 6 meses,2018-03-01,26,36,1,1,27,37,64
SANTA ANA,consulta externa,menores de 6 meses,2018-03-01,33,40,43,56,76,96,172
SANTA CRUZ DE LA SIERRA,consulta externa,menores de 6 meses,2018-03-01,5273,5342,976,835,6249,6177,12426
SANTA ROSA,consulta externa,menores de 6 meses,2018-03-01,28,17,2,0,30,17,47
SANTA ROSA DEL SARA,consulta externa,menores de 6 meses,2018-03-01,58,57,2,1,60,58,118
SANTIAGO DE CALLAPA,consulta externa,menores de 6 meses,2018-03-01,12,11,1,0,13,11,24
SANTIAGO DE HUARI,consulta externa,menores de 6 meses,2018-03-01,12,15,2,3,14,18,32
SANTIAGO DE HUATA,consulta externa,menores de 6 meses,2018-03-01,6,2,1,0,7,2,9
SANTIAGO DE MACHACA,consulta externa,menores de 6 meses,2018-03-01,1,1,0,0,1,1,2
SANTIVAÑES,consulta externa,menores de 6 meses,2018-03-01,9,7,2,2,11,9,20
SANTUARIO DE QUILLACAS,consulta externa,menores de 6 meses,2018-03-01,5,4,0,0,5,4,9
SAPAHAQUI,consulta externa,menores de 6 meses,2018-03-01,29,26,2,4,31,30,61
SENA,consulta externa,menores de 6 meses,2018-03-01,18,28,0,0,18,28,46
SHINAOTA,consulta externa,menores de 6 meses,2018-03-01,114,99,5,7,119,106,225
SICA SICA (VILLA AROMA),consulta externa,menores de 6 meses,2018-03-01,26,39,0,0,26,39,65
SICAYA,consulta externa,menores de 6 meses,2018-03-01,4,7,0,0,4,7,11
SIPE SIPE,consulta externa,menores de 6 meses,2018-03-01,181,128,35,11,216,139,355
SOPACHUY,consulta externa,menores de 6 meses,2018-03-01,14,10,1,0,15,10,25
SORACACHI,consulta externa,menores de 6 meses,2018-03-01,11,17,0,1,11,18,29
SORATA,consulta externa,menores de 6 meses,2018-03-01,57,45,16,22,73,67,140
SUCRE,consulta externa,menores de 6 meses,2018-03-01,1058,1004,191,195,1249,1199,2448
TACACHI,consulta externa,menores de 6 meses,2018-03-01,7,0,0,0,7,0,7
TACACOMA,consulta externa,menores de 6 meses,2018-03-01,25,27,9,7,34,34,68
TACOBAMBA,consulta externa,menores de 6 meses,2018-03-01,12,17,0,0,12,17,29
TACOPAYA,consulta externa,menores de 6 meses,2018-03-01,24,10,1,2,25,12,37
TAHUA,consulta externa,menores de 6 meses,2018-03-01,8,3,0,0,8,3,11
TAPACARI,consulta externa,menores de 6 meses,2018-03-01,36,41,4,5,40,46,86
TARABUCO,consulta externa,menores de 6 meses,2018-03-01,24,26,0,1,24,27,51
TARACO,consulta externa,menores de 6 meses,2018-03-01,6,3,2,1,8,4,12
TARATA,consulta externa,menores de 6 meses,2018-03-01,28,43,3,3,31,46,77
TARIJA,consulta externa,menores de 6 meses,2018-03-01,1097,949,366,293,1463,1242,2705
TARVITA,consulta externa,menores de 6 meses,2018-03-01,66,52,2,1,68,53,121
TEOPONTE,consulta externa,menores de 6 meses,2018-03-01,52,47,10,4,62,51,113
TIAWANACU,consulta externa,menores de 6 meses,2018-03-01,10,11,1,0,11,11,22
TINGUIPAYA,consulta externa,menores de 6 meses,2018-03-01,38,31,0,0,38,31,69
TIPUANI,consulta externa,menores de 6 meses,2018-03-01,38,36,0,1,38,37,75
TIQUIPAYA,consulta externa,menores de 6 meses,2018-03-01,262,267,20,18,282,285,567
TIRAQUE (CBBA),consulta externa,menores de 6 meses,2018-03-01,27,46,8,8,35,54,89
TITO YUPANQUI (PARQUIPUJIO),consulta externa,menores de 6 meses,2018-03-01,2,4,0,0,2,4,6
TOCO,consulta externa,menores de 6 meses,2018-03-01,29,18,11,10,40,28,68
TOLATA,consulta externa,menores de 6 meses,2018-03-01,17,19,2,6,19,25,44
TOLEDO,consulta externa,menores de 6 meses,2018-03-01,1,7,0,0,1,7,8
TOMAVE,consulta externa,menores de 6 meses,2018-03-01,24,24,0,0,24,24,48
TOMINA,consulta externa,menores de 6 meses,2018-03-01,26,19,1,1,27,20,47
TORO TORO,consulta externa,menores de 6 meses,2018-03-01,25,15,0,0,25,15,40
TOTORA(CBBA),consulta externa,menores de 6 meses,2018-03-01,55,41,3,4,58,45,103
TOTORA(ORR),consulta externa,menores de 6 meses,2018-03-01,12,11,1,1,13,12,25
TRIGAL,consulta externa,menores de 6 meses,2018-03-01,5,1,2,0,7,1,8
TRINIDAD,consulta externa,menores de 6 meses,2018-03-01,555,454,57,55,612,509,1121
TUPIZA,consulta externa,menores de 6 meses,2018-03-01,192,150,64,51,256,201,457
TURCO,consulta externa,menores de 6 meses,2018-03-01,6,3,1,0,7,3,10
UMALA,consulta externa,menores de 6 meses,2018-03-01,19,11,0,0,19,11,30
UNCIA,consulta externa,menores de 6 meses,2018-03-01,44,57,7,13,51,70,121
URIONDO (A. CONCEPCION),consulta externa,menores de 6 meses,2018-03-01,48,44,2,6,50,50,100
URUBICHA,consulta externa,menores de 6 meses,2018-03-01,24,18,0,1,24,19,43
UYUNI,consulta externa,menores de 6 meses,2018-03-01,69,74,3,2,72,76,148
VACAS,consulta externa,menores de 6 meses,2018-03-01,21,19,7,3,28,22,50
VALLEGRANDE,consulta externa,menores de 6 meses,2018-03-01,53,43,24,28,77,71,148
VIACHA,consulta externa,menores de 6 meses,2018-03-01,237,263,93,82,330,345,675
VILA VILA,consulta externa,menores de 6 meses,2018-03-01,13,13,0,0,13,13,26
VILLA CHARCAS,consulta externa,menores de 6 meses,2018-03-01,19,26,0,2,19,28,47
VILLA MONTES,consulta externa,menores de 6 meses,2018-03-01,211,178,2,3,213,181,394
VILLA NUEVA (LOMA ALTA),consulta externa,menores de 6 meses,2018-03-01,6,9,0,0,6,9,15
VILLA RIVERO,consulta externa,menores de 6 meses,2018-03-01,29,13,15,5,44,18,62
VILLA SERRANO,consulta externa,menores de 6 meses,2018-03-01,27,22,2,0,29,22,51
VILLA TUNARI,consulta externa,menores de 6 meses,2018-03-01,451,358,29,28,480,386,866
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,menores de 6 meses,2018-03-01,29,30,0,3,29,33,62
VILLAZON,consulta externa,menores de 6 meses,2018-03-01,83,112,27,18,110,130,240
VINTO,consulta externa,menores de 6 meses,2018-03-01,202,182,18,21,220,203,423
