,group,variable,month,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TOTALES,TOTALES,TOTALES
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2010-09-01,0,0,1,0,1,0,1
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2010-09-01,1,0,0,0,1,0,1
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2010-09-01,16,21,18,16,34,37,71
MAGDALENA,leishmaniasis,tratamientos de leishmania cutanea,2010-09-01,1,0,1,0,2,0,2
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2010-09-01,0,0,4,1,4,1,5
NUEVO MANOA (NUEVA ESPERANZA),leishmaniasis,tratamientos de leishmania cutanea,2010-09-01,0,0,1,0,1,0,1
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2010-09-01,14,2,16,2,30,4,34
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2010-09-01,28,2,0,0,28,2,30
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2010-09-01,2,0,0,0,2,0,2
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2010-09-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,leishmaniasis,tratamientos de leishmania cutanea,2010-09-01,0,0,0,0,0,0,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2010-09-01,2,2,5,0,7,2,9
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2010-10-01,1,0,1,0,2,0,2
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2010-10-01,0,0,1,0,1,0,1
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2010-10-01,1,0,2,2,3,2,5
CHARAGUA,leishmaniasis,tratamientos de leishmania cutanea,2010-10-01,3,0,0,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2010-10-01,0,1,0,1,0,2,2
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2010-10-01,1,0,1,2,2,2,4
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2010-10-01,0,0,1,0,1,0,1
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2010-10-01,2,5,0,0,2,5,7
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2010-10-01,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2010-10-01,4,4,1,0,5,4,9
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2010-10-01,6,0,8,1,14,1,15
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2010-10-01,2,3,6,2,8,5,13
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2010-10-01,2,0,0,0,2,0,2
POTOSI,leishmaniasis,tratamientos de leishmania cutanea,2010-10-01,1,0,1,0,2,0,2
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2010-10-01,1,0,0,0,1,0,1
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2010-10-01,1,0,0,0,1,0,1
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2010-10-01,3,0,5,0,8,0,8
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2010-10-01,0,1,0,1,0,2,2
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2010-10-01,2,0,1,0,3,0,3
SANTA CRUZ DE LA SIERRA,leishmaniasis,tratamientos de leishmania cutanea,2010-10-01,12,0,0,0,12,0,12
SENA,leishmaniasis,tratamientos de leishmania cutanea,2010-10-01,0,1,0,0,0,1,1
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2010-10-01,1,0,0,0,1,0,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2010-10-01,3,6,2,2,5,8,13
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2010-11-01,1,0,1,0,2,0,2
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2010-11-01,1,0,0,1,1,1,2
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2010-11-01,1,0,0,0,1,0,1
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2010-11-01,3,0,0,0,3,0,3
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2010-11-01,1,2,1,2,2,4,6
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2010-11-01,2,1,4,1,6,2,8
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2010-11-01,1,0,0,0,1,0,1
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2010-11-01,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2010-11-01,2,6,2,2,4,8,12
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2010-11-01,3,0,0,0,3,0,3
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2010-11-01,8,5,0,0,8,5,13
MAGDALENA,leishmaniasis,tratamientos de leishmania cutanea,2010-11-01,1,0,1,0,2,0,2
MONTEAGUDO,leishmaniasis,tratamientos de leishmania cutanea,2010-11-01,1,0,0,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2010-11-01,0,0,1,0,1,0,1
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2010-11-01,1,0,1,0,2,0,2
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2010-11-01,3,1,1,0,4,1,5
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2010-11-01,1,0,1,0,2,0,2
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2010-11-01,2,0,1,0,3,0,3
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2010-11-01,1,1,0,0,1,1,2
REYES,leishmaniasis,tratamientos de leishmania cutanea,2010-11-01,0,1,0,0,0,1,1
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2010-11-01,0,0,1,0,1,0,1
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2010-11-01,1,1,0,1,1,2,3
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2010-11-01,2,0,1,0,3,0,3
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2010-11-01,0,1,1,1,1,2,3
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2010-11-01,1,0,0,0,1,0,1
SENA,leishmaniasis,tratamientos de leishmania cutanea,2010-11-01,1,0,0,1,1,1,2
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2010-11-01,2,0,0,0,2,0,2
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2010-11-01,2,1,0,6,2,7,9
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2010-12-01,4,0,1,0,5,0,5
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2010-12-01,1,0,2,0,3,0,3
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2010-12-01,0,0,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2010-12-01,1,1,0,2,1,3,4
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2010-12-01,7,3,9,2,16,5,21
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2010-12-01,1,0,0,0,1,0,1
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2010-12-01,0,0,1,0,1,0,1
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2010-12-01,0,0,1,0,1,0,1
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2010-12-01,0,1,0,1,0,2,2
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2010-12-01,0,0,2,0,2,0,2
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2010-12-01,7,3,11,8,18,11,29
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2010-12-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2010-12-01,1,0,1,0,2,0,2
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2010-12-01,0,0,1,1,1,1,2
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2010-12-01,2,0,2,0,4,0,4
SENA,leishmaniasis,tratamientos de leishmania cutanea,2010-12-01,1,0,1,0,2,0,2
SIPE SIPE,leishmaniasis,tratamientos de leishmania cutanea,2010-12-01,1,0,1,0,2,0,2
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2010-12-01,0,1,0,0,0,1,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2010-12-01,2,3,2,3,4,6,10
