municipality,group,variable,month,RN con corte tardío de Cordón Umbilical,TOTAL
TAPACARI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-06-01,6,6
TARABUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-06-01,4,4
TARATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-06-01,1,1
TARVITA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-06-01,5,5
TIAHUANACU,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-06-01,1,1
TINGUIPAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-06-01,6,6
TIQUIPAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-06-01,1,1
TOLEDO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-06-01,1,1
TOMAVE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-06-01,3,3
TORO TORO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-06-01,8,8
TUPIZA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-06-01,2,2
TURCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-06-01,2,2
UMALA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-06-01,2,2
UNCIA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-06-01,4,4
URUBICHA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-06-01,2,2
VILA VILA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-06-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-06-01,3,3
VILLA SERRANO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-06-01,1,1
VILLA TUNARI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-06-01,3,3
VITICHI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-06-01,5,5
WALDO BALLIVIAN,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-06-01,1,1
YOCALLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-06-01,2,2
YOTALA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-06-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-06-01,2,2
ACACIO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
ACHACACHI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,26,26
ACHOCALLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,3,3
AIQUILE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,3,3
ANCORAIMES,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
ANDAMARCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,3,3
ANZALDO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
APOLO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,5,5
ARAMPAMPA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
ARBIETO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
ARQUE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,21,21
AUCAPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
AYATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
AYO AYO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
AZURDUY,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
BETANZOS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,28,28
BOLIVAR,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,5,5
"CAIZA ""D""",atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
CAJUATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
CALAMARCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,4,4
CAMARGO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
CAQUIAVIRI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,3,3
CARACOLLO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
CARANAVI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
CARAPARI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
CARIPUYO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,10,10
CHALLAPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,8,8
CHAQUI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,4,4
CHAYANTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,3,3
CHIMORE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
CHIPAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
CHUMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,7,7
CKOCHAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,16,16
COCAPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,10,10
COIPASA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,9,9
COLQUECHACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,13,13
COLQUENCHA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,4,4
COLQUIRI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,7,7
COMANCHE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
CORO CORO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,3,3
COROICO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
CUEVO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
CULPINA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,7,7
CURAHUARA DE CARANGAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
EL ALTO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
EL VILLAR,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,18,18
EUCALIPTUS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,7,7
HUMANATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,6,6
ICHOCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
ICLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
INCAHUASI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,9,9
INQUISIVI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,8,8
JESUS DE MACHACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,4,4
LA PAZ,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
LURIBAY,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
MACHACAMARCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
MALLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
MECAPACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
MOCOMOCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,4,4
MOJINETE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
MOJOCOYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
MOROCHATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,5,5
OCURI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,7,7
OMEREQUE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
ORURO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,5,5
PADILLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
PALCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
PALOS BLANCOS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,4,4
PATACAMAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
PAZÑA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
POCOATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,19,19
POCONA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
PORCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,3,3
POROMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,3,3
POTOSI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
PRESTO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,6,6
PUCARANI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
PUERTO ACOSTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,10,10
PUERTO CARABUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
PUERTO PEREZ,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
PUERTO RICO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,3,3
PUNA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,3,3
QUIABAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
QUIME,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,3,3
RAVELO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,4,4
REYES,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
SACACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,11,11
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
SAN BENITO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
SAN BORJA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,8,8
SAN IGNACIO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
SAN LORENZO(PND),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
SAN LUCAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,16,16
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
SAN PABLO DE LIPEZ,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,17,17
SAN PEDRO DE MACHA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,20,20
SAN PEDRO(PND),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
SANTIAGO DE HUATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,3,3
SANTIAGO DE MACHACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,3,3
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
SAPAHAQUI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,3,3
SHINAOTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,10,10
SOPACHUY,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
SORATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
TACACOMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
TACOBAMBA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
TAHUA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
TAPACARI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
TARABUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,3,3
TARACO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
TARVITA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,3,3
TINGUIPAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,6,6
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
TOMAVE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
TOMINA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
TORO TORO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,8,8
TRIGAL,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
TUPIZA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,3,3
TURCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
UMALA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
UNCIA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
URUBICHA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
VIACHA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
VILA VILA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,2,2
VILLA CHARCAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,6,6
VILLA RIVERO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,3,3
VILLA SERRANO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
VILLA TUNARI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,4,4
VITICHI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
YACO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,6,6
YAPACANI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
YOCALLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-07-01,1,1
ACACIO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
ACHACACHI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,14,14
ACHOCALLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
AIQUILE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,5,5
ANCORAIMES,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
ANDAMARCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,3,3
APOLO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,9,9
ARAMPAMPA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,2,2
ARQUE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,8,8
AUCAPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,2,2
AYATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,6,6
BATALLAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,4,4
BELEN DE URMIRI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
BETANZOS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,3,3
BOLIVAR,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
BOLPEBRA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,2,2
CAJUATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,2,2
CALAMARCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,10,10
CAQUIAVIRI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,2,2
CARACOLLO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
CARIPUYO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,7,7
CHALLAPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,7,7
CHAQUI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,3,3
CHAYANTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,9,9
CHIPAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
CHUMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
CKOCHAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,9,9
COCAPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,22,22
COCHABAMBA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,8,8
COLQUECHACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,11,11
COLQUENCHA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,5,5
COLQUIRI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,7,7
COMANCHE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,2,2
COPACABANA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,2,2
COROICO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
COTAGAITA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,3,3
CUEVO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,2,2
CULPINA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,7,7
CURAHUARA DE CARANGAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
CURVA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
EL ALTO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,2,2
ENTRE RIOS CBBA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,15,15
FILADELFIA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,4,4
HUACHACALLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
HUARINA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
HUMANATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,3,3
ICHOCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
ICLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,2,2
INCAHUASI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,12,12
INQUISIVI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,12,12
JESUS DE MACHACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,3,3
LAGUNILLAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
LAJA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,2,2
LICOMA PAMPA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
LLICA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,2,2
LORETO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
LURIBAY,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
MAGDALENA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,2,2
MALLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,3,3
MECAPACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
MIZQUE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
MOCOMOCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,5,5
MOROCHATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,6,6
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
OCURI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,13,13
OMEREQUE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
ORURO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,4,4
PADILLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
PALCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,2,2
PAMPA AULLAGAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
PAZÑA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,2,2
PELECHUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,4,4
POCOATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,15,15
POCONA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
PORCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
POROMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,10,10
PORTACHUELO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
PRESTO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,5,5
PUCARANI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,15,15
PUERTO CARABUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
PUERTO RICO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,3,3
PUNA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
QUILLACOLLO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
QUIME,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,3,3
RAQAYPAMPA(ETA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
RAVELO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,6,6
SABAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
SACABA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
SACACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,5,5
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
SAN BORJA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,8,8
SAN IGNACIO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,2,2
SAN LORENZO(PND),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,2,2
SAN LUCAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,22,22
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,23,23
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,2,2
SAN PEDRO DE MACHA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,17,17
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
SAN PEDRO(PND),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
SANTA ROSA DEL SARA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
SANTIAGO DE HUATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,6,6
SANTIAGO DE MACHACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
SANTIVAÑES,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,1,1
SAPAHAQUI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,2,2
SICA SICA (VILLA AROMA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,4,4
SORATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2021-08-01,6,6
