municipality,group,variable,month,Partos atendidos por otros,TOTAL
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,2,2
COLQUENCHA,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
CORO CORO,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,2,2
COTOCA,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,22,22
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,3,3
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,2,2
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,4,4
MACHARETI,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
MINEROS,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,14,14
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,4,4
POJO (CBBA),atencion de partos en domicilio,partos atendidos por otros,2021-07-01,2,2
POROMA,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,3,3
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,2,2
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,2,2
PUNA,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
PUNATA,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,6,6
RAVELO,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
SAMAIPATA,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
SANTA ANA,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,2,2
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
SHINAOTA,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,3,3
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,4,4
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,2,2
TARIJA,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
TIAHUANACU,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
TIPUANI,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
TOLEDO,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,2,2
VACAS,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,2,2
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,2,2
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,4,4
WALDO BALLIVIAN,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por otros,2021-07-01,1,1
ACHOCALLA,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2021-08-01,2,2
BATALLAS,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,1,1
CAMIRI,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,3,3
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,2,2
CHAYANTA,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,6,6
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,3,3
CONCEPCION,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,1,1
CUEVO,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,24,24
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,3,3
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,2,2
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,4,4
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,2,2
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,5,5
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,2,2
PAZÑA,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,4,4
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,4,4
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,3,3
REYES,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,3,3
SACACA,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,8,8
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por otros,2021-08-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por otros,2021-08-01,2,2
SANTA ANA,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,2,2
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,3,3
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,6,6
SUCRE,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,3,3
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,2,2
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2021-08-01,4,4
VIACHA,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,2,2
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,2,2
VINTO,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,1,1
WALDO BALLIVIAN,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,1,1
YACUIBA,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,1,1
YOTALA,atencion de partos en domicilio,partos atendidos por otros,2021-08-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,2,2
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,3,3
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,2,2
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,2,2
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
CONCEPCION,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
CORO CORO,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,17,17
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,3,3
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,2,2
HUANUNI,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,3,3
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,2,2
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,5,5
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,8,8
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
POJO (CBBA),atencion de partos en domicilio,partos atendidos por otros,2021-09-01,2,2
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,7,7
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
PUNATA,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
SACABAMBA,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,3,3
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,3,3
SAN LUCAS,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,4,4
SANTA ROSA,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
SHINAOTA,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,6,6
SOPACHUY,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,2,2
TARATA,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
TIAHUANACU,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,2,2
TOCO,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,2,2
TURCO,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
VIACHA,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,2,2
VILA VILA,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
VILLA RIVERO,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,2,2
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,3,3
WALDO BALLIVIAN,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,1,1
WARNES,atencion de partos en domicilio,partos atendidos por otros,2021-09-01,2,2
ACHOCALLA,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
ANZALDO,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2021-10-01,2,2
CAMARGO,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,2,2
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,2,2
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
CHUMA,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,3,3
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,2,2
COLQUENCHA,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
CORO CORO,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,15,15
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,3,3
GENERAL SAAVEDRA,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,2,2
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,5,5
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,2,2
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
MONTERO,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,7,7
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,3,3
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,3,3
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,6,6
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,3,3
PUNATA,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,4,4
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
QUIME,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
SANTA ANA,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,4,4
SUCRE,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,5,5
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,3,3
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,2,2
TARABUCO,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,2,2
TIAHUANACU,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,3,3
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2021-10-01,4,4
VIACHA,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
VILA VILA,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,3,3
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por otros,2021-10-01,3,3
APOLO,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,2,2
BATALLAS,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
BERMEJO,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,3,3
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,2,2
CARANAVI,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
COBIJA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
CORO CORO,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
COTOCA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,3,3
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,19,19
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,2,2
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,3,3
HUACARETA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
HUMANATA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,12,12
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,4,4
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
MONTERO,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,8,8
OCURI,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,4,4
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,3,3
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,5,5
RIBERALTA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
SACABAMBA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
SAN BENITO,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,3,3
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,3,3
SAN PEDRO,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
SAN RAFAEL,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,4,4
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,2,2
SENA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,3,3
SHINAOTA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,4,4
SUCRE,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
TACOBAMBA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,3,3
TARABUCO,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
TIAHUANACU,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,4,4
TOMAVE,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
VALLEGRANDE,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
VIACHA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
VILA VILA,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,3,3
VINTO,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,5,5
WARNES,atencion de partos en domicilio,partos atendidos por otros,2021-11-01,1,1
ANZALDO,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,2,2
APOLO,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,2,2
AYATA,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
CAIROMA,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,2,2
CAMIRI,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,2,2
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
COBIJA,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,7,7
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
COMARAPA,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,13,13
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,2,2
HUANUNI,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,4,4
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
LORETO,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
MACHACAMARCA,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,5,5
PAZÑA,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,5,5
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,3,3
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,4,4
RIBERALTA,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
SAN BENITO,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,4,4
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2021-12-01,1,1
