municipality,group,variable,month,Primer Control Post Parto,TOTAL
MOROCHATA,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
OCURI,atencion de partos en domicilio,primer control post parto,2021-05-01,4,4
ORURO,atencion de partos en domicilio,primer control post parto,2021-05-01,2,2
PAMPA GRANDE,atencion de partos en domicilio,primer control post parto,2021-05-01,2,2
PATACAMAYA,atencion de partos en domicilio,primer control post parto,2021-05-01,4,4
PAZÑA,atencion de partos en domicilio,primer control post parto,2021-05-01,2,2
PELECHUCO,atencion de partos en domicilio,primer control post parto,2021-05-01,8,8
POOPO,atencion de partos en domicilio,primer control post parto,2021-05-01,2,2
PORCO,atencion de partos en domicilio,primer control post parto,2021-05-01,2,2
POROMA,atencion de partos en domicilio,primer control post parto,2021-05-01,6,6
PORVENIR,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
POTOSI,atencion de partos en domicilio,primer control post parto,2021-05-01,6,6
PRESTO,atencion de partos en domicilio,primer control post parto,2021-05-01,6,6
PUERTO ACOSTA,atencion de partos en domicilio,primer control post parto,2021-05-01,3,3
PUERTO CARABUCO,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
PUERTO GONZALO MORENO,atencion de partos en domicilio,primer control post parto,2021-05-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,primer control post parto,2021-05-01,27,27
PUNATA,atencion de partos en domicilio,primer control post parto,2021-05-01,23,23
SACABAMBA,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,primer control post parto,2021-05-01,6,6
SAN BORJA,atencion de partos en domicilio,primer control post parto,2021-05-01,7,7
SAN IGNACIO,atencion de partos en domicilio,primer control post parto,2021-05-01,5,5
SAN LORENZO(PND),atencion de partos en domicilio,primer control post parto,2021-05-01,2,2
SAN LUCAS,atencion de partos en domicilio,primer control post parto,2021-05-01,16,16
SAN PABLO DE LIPEZ,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
SAN PEDRO DE MACHA,atencion de partos en domicilio,primer control post parto,2021-05-01,16,16
SAN PEDRO(PND),atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
SANTA ANA,atencion de partos en domicilio,primer control post parto,2021-05-01,42,42
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
SANTA ROSA DEL SARA,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,primer control post parto,2021-05-01,2,2
SANTIAGO DE HUARI,atencion de partos en domicilio,primer control post parto,2021-05-01,4,4
SANTIVAÑES,atencion de partos en domicilio,primer control post parto,2021-05-01,11,11
SAPAHAQUI,atencion de partos en domicilio,primer control post parto,2021-05-01,2,2
SHINAOTA,atencion de partos en domicilio,primer control post parto,2021-05-01,80,80
SICAYA,atencion de partos en domicilio,primer control post parto,2021-05-01,4,4
SUCRE,atencion de partos en domicilio,primer control post parto,2021-05-01,43,43
TAHUA,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
TARABUCO,atencion de partos en domicilio,primer control post parto,2021-05-01,3,3
TARIJA,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
TARVITA,atencion de partos en domicilio,primer control post parto,2021-05-01,3,3
TINGUIPAYA,atencion de partos en domicilio,primer control post parto,2021-05-01,2,2
TIQUIPAYA,atencion de partos en domicilio,primer control post parto,2021-05-01,5,5
TOLEDO,atencion de partos en domicilio,primer control post parto,2021-05-01,4,4
TOMAVE,atencion de partos en domicilio,primer control post parto,2021-05-01,7,7
TORO TORO,atencion de partos en domicilio,primer control post parto,2021-05-01,8,8
TOTORA(ORR),atencion de partos en domicilio,primer control post parto,2021-05-01,8,8
TUPIZA,atencion de partos en domicilio,primer control post parto,2021-05-01,2,2
TURCO,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
UNCIA,atencion de partos en domicilio,primer control post parto,2021-05-01,4,4
URUBICHA,atencion de partos en domicilio,primer control post parto,2021-05-01,3,3
VALLEGRANDE,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
VIACHA,atencion de partos en domicilio,primer control post parto,2021-05-01,6,6
VILA VILA,atencion de partos en domicilio,primer control post parto,2021-05-01,4,4
VILLA MONTES,atencion de partos en domicilio,primer control post parto,2021-05-01,27,27
VILLA TUNARI,atencion de partos en domicilio,primer control post parto,2021-05-01,25,25
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
VILLAZON,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
YANACACHI,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
YAPACANI,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,primer control post parto,2021-05-01,1,1
ACACIO,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
ACHACACHI,atencion de partos en domicilio,primer control post parto,2021-06-01,21,21
AIQUILE,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
ALTO BENI,atencion de partos en domicilio,primer control post parto,2021-06-01,4,4
ANCORAIMES,atencion de partos en domicilio,primer control post parto,2021-06-01,10,10
ANDAMARCA,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
APOLO,atencion de partos en domicilio,primer control post parto,2021-06-01,4,4
ARAMPAMPA,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
ARANI,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
ARBIETO,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
ARQUE,atencion de partos en domicilio,primer control post parto,2021-06-01,18,18
ATOCHA,atencion de partos en domicilio,primer control post parto,2021-06-01,3,3
AUCAPATA,atencion de partos en domicilio,primer control post parto,2021-06-01,4,4
AYATA,atencion de partos en domicilio,primer control post parto,2021-06-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,primer control post parto,2021-06-01,10,10
AZURDUY,atencion de partos en domicilio,primer control post parto,2021-06-01,9,9
BELEN DE ANDAMARCA,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
BERMEJO,atencion de partos en domicilio,primer control post parto,2021-06-01,12,12
BETANZOS,atencion de partos en domicilio,primer control post parto,2021-06-01,33,33
BOLIVAR,atencion de partos en domicilio,primer control post parto,2021-06-01,6,6
CABEZAS,atencion de partos en domicilio,primer control post parto,2021-06-01,22,22
CAIROMA,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
"CAIZA ""D""",atencion de partos en domicilio,primer control post parto,2021-06-01,4,4
CAJUATA,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
CALAMARCA,atencion de partos en domicilio,primer control post parto,2021-06-01,13,13
CAMARGO,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
CAMIRI,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
CAPINOTA,atencion de partos en domicilio,primer control post parto,2021-06-01,4,4
CAQUIAVIRI,atencion de partos en domicilio,primer control post parto,2021-06-01,3,3
CARACOLLO,atencion de partos en domicilio,primer control post parto,2021-06-01,3,3
CARANAVI,atencion de partos en domicilio,primer control post parto,2021-06-01,5,5
CARIPUYO,atencion de partos en domicilio,primer control post parto,2021-06-01,8,8
CHALLAPATA,atencion de partos en domicilio,primer control post parto,2021-06-01,13,13
CHARAGUA,atencion de partos en domicilio,primer control post parto,2021-06-01,29,29
CHARAÑA,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
CHAYANTA,atencion de partos en domicilio,primer control post parto,2021-06-01,6,6
CHIMORE,atencion de partos en domicilio,primer control post parto,2021-06-01,4,4
CHIPAYA,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
CHUA COCANI,atencion de partos en domicilio,primer control post parto,2021-06-01,4,4
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
CHUMA,atencion de partos en domicilio,primer control post parto,2021-06-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
CKOCHAS,atencion de partos en domicilio,primer control post parto,2021-06-01,9,9
CLIZA,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
COBIJA,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
COCAPATA,atencion de partos en domicilio,primer control post parto,2021-06-01,24,24
COCHABAMBA,atencion de partos en domicilio,primer control post parto,2021-06-01,40,40
"COLCHA ""K""",atencion de partos en domicilio,primer control post parto,2021-06-01,5,5
COLOMI,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
COLQUECHACA,atencion de partos en domicilio,primer control post parto,2021-06-01,5,5
COLQUENCHA,atencion de partos en domicilio,primer control post parto,2021-06-01,7,7
COLQUIRI,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
COMANCHE,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
CORO CORO,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
COROICO,atencion de partos en domicilio,primer control post parto,2021-06-01,5,5
CORQUE,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
COTAGAITA,atencion de partos en domicilio,primer control post parto,2021-06-01,10,10
CUEVO,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
CULPINA,atencion de partos en domicilio,primer control post parto,2021-06-01,3,3
CURVA,atencion de partos en domicilio,primer control post parto,2021-06-01,4,4
EL ALTO,atencion de partos en domicilio,primer control post parto,2021-06-01,25,25
EL CHORO,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
EL VILLAR,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,primer control post parto,2021-06-01,7,7
ENTRE RIOS CBBA,atencion de partos en domicilio,primer control post parto,2021-06-01,16,16
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
GENERAL SAAVEDRA,atencion de partos en domicilio,primer control post parto,2021-06-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,primer control post parto,2021-06-01,5,5
GUANAY,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
GUAQUI,atencion de partos en domicilio,primer control post parto,2021-06-01,4,4
GUAYARAMERIN,atencion de partos en domicilio,primer control post parto,2021-06-01,41,41
GUTIERREZ,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
HUANUNI,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
HUARINA,atencion de partos en domicilio,primer control post parto,2021-06-01,3,3
HUAYLLAMARCA,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
HUMANATA,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
ICHOCA,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
ICLA,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
INCAHUASI,atencion de partos en domicilio,primer control post parto,2021-06-01,9,9
INQUISIVI,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,primer control post parto,2021-06-01,23,23
IXIAMAS,atencion de partos en domicilio,primer control post parto,2021-06-01,4,4
JESUS DE MACHACA,atencion de partos en domicilio,primer control post parto,2021-06-01,4,4
LA ASUNTA,atencion de partos en domicilio,primer control post parto,2021-06-01,11,11
LA PAZ,atencion de partos en domicilio,primer control post parto,2021-06-01,3,3
LAGUNILLAS,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
LAJA,atencion de partos en domicilio,primer control post parto,2021-06-01,7,7
LLALLAGUA,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
LORETO,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
LURIBAY,atencion de partos en domicilio,primer control post parto,2021-06-01,7,7
MACHARETI,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
MAGDALENA,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
MINEROS,atencion de partos en domicilio,primer control post parto,2021-06-01,33,33
MIZQUE,atencion de partos en domicilio,primer control post parto,2021-06-01,13,13
MOCOMOCO,atencion de partos en domicilio,primer control post parto,2021-06-01,5,5
MORO MORO,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
MOROCHATA,atencion de partos en domicilio,primer control post parto,2021-06-01,6,6
OCURI,atencion de partos en domicilio,primer control post parto,2021-06-01,5,5
OMEREQUE,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
ORURO,atencion de partos en domicilio,primer control post parto,2021-06-01,16,16
PADILLA,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,primer control post parto,2021-06-01,7,7
PAMPA AULLAGAS,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
PATACAMAYA,atencion de partos en domicilio,primer control post parto,2021-06-01,9,9
PAZÑA,atencion de partos en domicilio,primer control post parto,2021-06-01,6,6
PELECHUCO,atencion de partos en domicilio,primer control post parto,2021-06-01,6,6
POCOATA,atencion de partos en domicilio,primer control post parto,2021-06-01,27,27
POOPO,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
POROMA,atencion de partos en domicilio,primer control post parto,2021-06-01,5,5
PORONGO,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
POTOSI,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
PRESTO,atencion de partos en domicilio,primer control post parto,2021-06-01,9,9
PUERTO ACOSTA,atencion de partos en domicilio,primer control post parto,2021-06-01,6,6
PUERTO CARABUCO,atencion de partos en domicilio,primer control post parto,2021-06-01,8,8
PUERTO GONZALO MORENO,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,primer control post parto,2021-06-01,27,27
PUNA,atencion de partos en domicilio,primer control post parto,2021-06-01,10,10
PUNATA,atencion de partos en domicilio,primer control post parto,2021-06-01,27,27
QUIABAYA,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
QUILLACOLLO,atencion de partos en domicilio,primer control post parto,2021-06-01,3,3
RAQAYPAMPA(ETA),atencion de partos en domicilio,primer control post parto,2021-06-01,13,13
RAVELO,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
RIBERALTA,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
SACABA,atencion de partos en domicilio,primer control post parto,2021-06-01,4,4
SACABAMBA,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
SACACA,atencion de partos en domicilio,primer control post parto,2021-06-01,5,5
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,primer control post parto,2021-06-01,11,11
SAN AGUSTIN,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
SAN ANDRES,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
SAN BORJA,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
SAN IGNACIO,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
SAN LUCAS,atencion de partos en domicilio,primer control post parto,2021-06-01,19,19
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,primer control post parto,2021-06-01,6,6
SAN PABLO DE LIPEZ,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,primer control post parto,2021-06-01,25,25
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,primer control post parto,2021-06-01,11,11
SAN PEDRO DE MACHA,atencion de partos en domicilio,primer control post parto,2021-06-01,15,15
SANTA ANA,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,primer control post parto,2021-06-01,3,3
SANTIAGO DE CALLAPA,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,primer control post parto,2021-06-01,3,3
SANTIAGO DE HUATA,atencion de partos en domicilio,primer control post parto,2021-06-01,4,4
SANTIVAÑES,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
SAPAHAQUI,atencion de partos en domicilio,primer control post parto,2021-06-01,7,7
SHINAOTA,atencion de partos en domicilio,primer control post parto,2021-06-01,78,78
SICA SICA (VILLA AROMA),atencion de partos en domicilio,primer control post parto,2021-06-01,11,11
SICAYA,atencion de partos en domicilio,primer control post parto,2021-06-01,7,7
SIPE SIPE,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
SOPACHUY,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
SORACACHI,atencion de partos en domicilio,primer control post parto,2021-06-01,7,7
SORATA,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
SUCRE,atencion de partos en domicilio,primer control post parto,2021-06-01,6,6
TACACOMA,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
TACOPAYA,atencion de partos en domicilio,primer control post parto,2021-06-01,5,5
TAPACARI,atencion de partos en domicilio,primer control post parto,2021-06-01,9,9
TARABUCO,atencion de partos en domicilio,primer control post parto,2021-06-01,4,4
TARACO,atencion de partos en domicilio,primer control post parto,2021-06-01,3,3
TARIJA,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
TARVITA,atencion de partos en domicilio,primer control post parto,2021-06-01,5,5
TEOPONTE,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
TINGUIPAYA,atencion de partos en domicilio,primer control post parto,2021-06-01,16,16
TIQUIPAYA,atencion de partos en domicilio,primer control post parto,2021-06-01,4,4
TIRAQUE (CBBA),atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
TOLEDO,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
TOMAVE,atencion de partos en domicilio,primer control post parto,2021-06-01,3,3
TORO TORO,atencion de partos en domicilio,primer control post parto,2021-06-01,8,8
TOTORA(CBBA),atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
TOTORA(ORR),atencion de partos en domicilio,primer control post parto,2021-06-01,6,6
TRINIDAD,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
TUPIZA,atencion de partos en domicilio,primer control post parto,2021-06-01,4,4
TURCO,atencion de partos en domicilio,primer control post parto,2021-06-01,4,4
UMALA,atencion de partos en domicilio,primer control post parto,2021-06-01,5,5
UNCIA,atencion de partos en domicilio,primer control post parto,2021-06-01,7,7
URUBICHA,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
UYUNI,atencion de partos en domicilio,primer control post parto,2021-06-01,5,5
VACAS,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
VALLEGRANDE,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
VILA VILA,atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
VILLA CHARCAS,atencion de partos en domicilio,primer control post parto,2021-06-01,7,7
VILLA MONTES,atencion de partos en domicilio,primer control post parto,2021-06-01,22,22
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
VILLA SERRANO,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
VILLA TUNARI,atencion de partos en domicilio,primer control post parto,2021-06-01,8,8
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,primer control post parto,2021-06-01,2,2
VILLAZON,atencion de partos en domicilio,primer control post parto,2021-06-01,5,5
VITICHI,atencion de partos en domicilio,primer control post parto,2021-06-01,5,5
WALDO BALLIVIAN,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
WARNES,atencion de partos en domicilio,primer control post parto,2021-06-01,34,34
YACO,atencion de partos en domicilio,primer control post parto,2021-06-01,5,5
YANACACHI,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
YOCALLA,atencion de partos en domicilio,primer control post parto,2021-06-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,primer control post parto,2021-06-01,3,3
ACACIO,atencion de partos en domicilio,primer control post parto,2021-07-01,2,2
ACHACACHI,atencion de partos en domicilio,primer control post parto,2021-07-01,26,26
ACHOCALLA,atencion de partos en domicilio,primer control post parto,2021-07-01,6,6
AIQUILE,atencion de partos en domicilio,primer control post parto,2021-07-01,3,3
ALALAY,atencion de partos en domicilio,primer control post parto,2021-07-01,1,1
ANCORAIMES,atencion de partos en domicilio,primer control post parto,2021-07-01,9,9
ANDAMARCA,atencion de partos en domicilio,primer control post parto,2021-07-01,3,3
ANZALDO,atencion de partos en domicilio,primer control post parto,2021-07-01,2,2
APOLO,atencion de partos en domicilio,primer control post parto,2021-07-01,8,8
ARAMPAMPA,atencion de partos en domicilio,primer control post parto,2021-07-01,2,2
ARBIETO,atencion de partos en domicilio,primer control post parto,2021-07-01,2,2
ARQUE,atencion de partos en domicilio,primer control post parto,2021-07-01,22,22
ATOCHA,atencion de partos en domicilio,primer control post parto,2021-07-01,1,1
AUCAPATA,atencion de partos en domicilio,primer control post parto,2021-07-01,7,7
AYATA,atencion de partos en domicilio,primer control post parto,2021-07-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,primer control post parto,2021-07-01,8,8
AZURDUY,atencion de partos en domicilio,primer control post parto,2021-07-01,4,4
BATALLAS,atencion de partos en domicilio,primer control post parto,2021-07-01,12,12
BELEN DE ANDAMARCA,atencion de partos en domicilio,primer control post parto,2021-07-01,1,1
BERMEJO,atencion de partos en domicilio,primer control post parto,2021-07-01,13,13
BETANZOS,atencion de partos en domicilio,primer control post parto,2021-07-01,34,34
BOLIVAR,atencion de partos en domicilio,primer control post parto,2021-07-01,9,9
CABEZAS,atencion de partos en domicilio,primer control post parto,2021-07-01,50,50
CAIROMA,atencion de partos en domicilio,primer control post parto,2021-07-01,3,3
"CAIZA ""D""",atencion de partos en domicilio,primer control post parto,2021-07-01,4,4
CALACOTO,atencion de partos en domicilio,primer control post parto,2021-07-01,4,4
CALAMARCA,atencion de partos en domicilio,primer control post parto,2021-07-01,4,4
CAMARGO,atencion de partos en domicilio,primer control post parto,2021-07-01,1,1
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,primer control post parto,2021-07-01,2,2
CAMIRI,atencion de partos en domicilio,primer control post parto,2021-07-01,3,3
CAPINOTA,atencion de partos en domicilio,primer control post parto,2021-07-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,primer control post parto,2021-07-01,3,3
CARACOLLO,atencion de partos en domicilio,primer control post parto,2021-07-01,4,4
CARANAVI,atencion de partos en domicilio,primer control post parto,2021-07-01,3,3
CARAPARI,atencion de partos en domicilio,primer control post parto,2021-07-01,1,1
CARIPUYO,atencion de partos en domicilio,primer control post parto,2021-07-01,10,10
CHALLAPATA,atencion de partos en domicilio,primer control post parto,2021-07-01,10,10
CHAQUI,atencion de partos en domicilio,primer control post parto,2021-07-01,4,4
CHARAGUA,atencion de partos en domicilio,primer control post parto,2021-07-01,13,13
CHARAÑA,atencion de partos en domicilio,primer control post parto,2021-07-01,2,2
CHAYANTA,atencion de partos en domicilio,primer control post parto,2021-07-01,4,4
CHIMORE,atencion de partos en domicilio,primer control post parto,2021-07-01,30,30
CHIPAYA,atencion de partos en domicilio,primer control post parto,2021-07-01,2,2
CHUA COCANI,atencion de partos en domicilio,primer control post parto,2021-07-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,primer control post parto,2021-07-01,1,1
CHUMA,atencion de partos en domicilio,primer control post parto,2021-07-01,10,10
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,primer control post parto,2021-07-01,2,2
CKOCHAS,atencion de partos en domicilio,primer control post parto,2021-07-01,18,18
COBIJA,atencion de partos en domicilio,primer control post parto,2021-07-01,7,7
COCAPATA,atencion de partos en domicilio,primer control post parto,2021-07-01,7,7
COCHABAMBA,atencion de partos en domicilio,primer control post parto,2021-07-01,21,21
COIPASA,atencion de partos en domicilio,primer control post parto,2021-07-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,primer control post parto,2021-07-01,9,9
COLQUECHACA,atencion de partos en domicilio,primer control post parto,2021-07-01,24,24
COLQUENCHA,atencion de partos en domicilio,primer control post parto,2021-07-01,5,5
COLQUIRI,atencion de partos en domicilio,primer control post parto,2021-07-01,5,5
COMANCHE,atencion de partos en domicilio,primer control post parto,2021-07-01,1,1
CONCEPCION,atencion de partos en domicilio,primer control post parto,2021-07-01,1,1
CORIPATA,atencion de partos en domicilio,primer control post parto,2021-07-01,2,2
CORO CORO,atencion de partos en domicilio,primer control post parto,2021-07-01,3,3
COROICO,atencion de partos en domicilio,primer control post parto,2021-07-01,7,7
CORQUE,atencion de partos en domicilio,primer control post parto,2021-07-01,10,10
COTAGAITA,atencion de partos en domicilio,primer control post parto,2021-07-01,8,8
COTOCA,atencion de partos en domicilio,primer control post parto,2021-07-01,5,5
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en domicilio,primer control post parto,2021-07-01,1,1
CULPINA,atencion de partos en domicilio,primer control post parto,2021-07-01,7,7
CURVA,atencion de partos en domicilio,primer control post parto,2021-07-01,2,2
EL ALTO,atencion de partos en domicilio,primer control post parto,2021-07-01,29,29
EL CHORO,atencion de partos en domicilio,primer control post parto,2021-07-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,primer control post parto,2021-07-01,1,1
EL VILLAR,atencion de partos en domicilio,primer control post parto,2021-07-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,primer control post parto,2021-07-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,primer control post parto,2021-07-01,25,25
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,primer control post parto,2021-07-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,primer control post parto,2021-07-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,primer control post parto,2021-07-01,10,10
GUANAY,atencion de partos en domicilio,primer control post parto,2021-07-01,2,2
GUAYARAMERIN,atencion de partos en domicilio,primer control post parto,2021-07-01,49,49
GUTIERREZ,atencion de partos en domicilio,primer control post parto,2021-07-01,10,10
HUACARETA,atencion de partos en domicilio,primer control post parto,2021-07-01,1,1
HUANUNI,atencion de partos en domicilio,primer control post parto,2021-07-01,1,1
HUARINA,atencion de partos en domicilio,primer control post parto,2021-07-01,2,2
HUMANATA,atencion de partos en domicilio,primer control post parto,2021-07-01,6,6
ICHOCA,atencion de partos en domicilio,primer control post parto,2021-07-01,3,3
ICLA,atencion de partos en domicilio,primer control post parto,2021-07-01,3,3
INCAHUASI,atencion de partos en domicilio,primer control post parto,2021-07-01,9,9
INQUISIVI,atencion de partos en domicilio,primer control post parto,2021-07-01,10,10
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,primer control post parto,2021-07-01,11,11
JESUS DE MACHACA,atencion de partos en domicilio,primer control post parto,2021-07-01,4,4
LA ASUNTA,atencion de partos en domicilio,primer control post parto,2021-07-01,11,11
LA GUARDIA,atencion de partos en domicilio,primer control post parto,2021-07-01,1,1
LA PAZ,atencion de partos en domicilio,primer control post parto,2021-07-01,2,2
LAGUNILLAS,atencion de partos en domicilio,primer control post parto,2021-07-01,2,2
LAJA,atencion de partos en domicilio,primer control post parto,2021-07-01,7,7
LLALLAGUA,atencion de partos en domicilio,primer control post parto,2021-07-01,1,1
LURIBAY,atencion de partos en domicilio,primer control post parto,2021-07-01,3,3
