municipality,group,variable,month,Nacidos vivos atendidos por partera,TOTAL
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-10-01,1,1
AYO AYO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,2,2
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,17,17
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,2,2
CORIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,1,1
COTOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,3,3
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,5,5
HUMANATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,3,3
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,1,1
MAGDALENA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,1,1
MAIRANA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,2,2
REYES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,3,3
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,1,1
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,2,2
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,1,1
SAN CARLOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,1,1
SAN JULIAN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,2,2
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,1,1
SAN RAMON SCZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,2,2
SAPAHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,2,2
SENA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,3,3
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,2,2
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,1,1
TOMAVE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,2,2
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-11-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-12-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-12-01,4,4
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-12-01,2,2
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-12-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-12-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-12-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-12-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-12-01,1,1
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-12-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-12-01,2,2
PORTACHUELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-12-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-12-01,1,1
PUERTO SUAREZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-12-01,2,2
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-12-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-12-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-12-01,3,3
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-12-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-12-01,5,5
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-12-01,1,1
SAN RAMON SCZ,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-12-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-12-01,2,2
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-12-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-12-01,1,1
TOTORA(ORR),atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-12-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-12-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2021-12-01,1,1
