municipality,group,variable,month,Mujeres de 15 a 49 años 1ra dosis de dt,TOTAL
COLCAPIRHUA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,179,179
"COLCHA ""K""",otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,28,28
COLLANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,3,3
COLOMI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,68,68
COLPA BELGICA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,8,8
COLQUECHACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,136,136
COLQUENCHA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,31,31
COLQUIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,84,84
COMANCHE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,5,5
COMARAPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,145,145
COMBAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,1,1
CONCEPCION,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,38,38
COPACABANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,36,36
CORIPATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,77,77
CORO CORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,6,6
COROICO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,116,116
CORQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,9,9
COTAGAITA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,66,66
COTOCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,118,118
CUATRO CAÑADAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,51,51
CUEVO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,25,25
CULPINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,64,64
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,9,9
DESAGUADERO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,84,84
EL ALTO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,4193,4193
EL CHORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,12,12
EL PUENTE(STC),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,63,63
EL PUENTE(TJA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,6,6
EL TORNO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,90,90
EL VILLAR,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,4,4
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,229,229
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,75,75
EUCALIPTUS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,18,18
EXALTACION,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,2,2
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,169,169
FILADELFIA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,2,2
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,169,169
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,18,18
GUANAY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,40,40
GUAQUI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,98,98
GUAYARAMERIN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,125,125
GUTIERREZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,16,16
HUACARETA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,30,30
HUACHACALLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,6,6
HUANUNI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,204,204
HUAYLLAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,12,12
ICHOCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,11,11
ICLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,8,8
INCAHUASI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,176,176
INQUISIVI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,124,124
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,25,25
IXIAMAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,15,15
JESUS DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,30,30
LA ASUNTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,16,16
LA GUARDIA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,92,92
LA PAZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,2963,2963
LA RIVERA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,1,1
LAGUNILLAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,21,21
LAJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,45,45
LAS CARRERAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,13,13
LICOMA PAMPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,17,17
LLALLAGUA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,87,87
LLICA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,11,11
LORETO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,17,17
LURIBAY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,15,15
MACHACAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,9,9
MACHARETI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,25,25
MAGDALENA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,32,32
MAIRANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,8,8
MALLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,2,2
MAPIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,20,20
MECAPACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,99,99
MINEROS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,19,19
MIZQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,77,77
MOCOMOCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,81,81
MOJOCOYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,10,10
MONTEAGUDO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,64,64
MONTERO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,195,195
MORO MORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,16,16
MOROCHATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,28,28
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,12,12
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,1,1
OCURI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,54,54
OKINAWA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,27,27
OMEREQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,20,20
ORURO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,367,367
PADCAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,22,22
PADILLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,16,16
PAILON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,83,83
PALCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,69,69
PALOS BLANCOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,20,20
PAMPA GRANDE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,34,34
PASORAPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,33,33
PATACAMAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,39,39
PAZÑA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,10,10
PELECHUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,9,9
POCOATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,90,90
POCONA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,40,40
POJO (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,60,60
POOPO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,13,13
PORCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,20,20
POROMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,46,46
PORONGO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,42,42
PORTACHUELO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,36,36
PORVENIR,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,32,32
POTOSI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,704,704
PRESTO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,110,110
PUCARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,26,26
PUCARANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,146,146
PUERTO ACOSTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,57,57
PUERTO CARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,14,14
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,4,4
PUERTO PEREZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,89,89
PUERTO QUIJARRO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,82,82
PUERTO RICO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,11,11
PUERTO SILES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,3,3
PUERTO SUAREZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,38,38
PUERTO VILLARROEL,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,169,169
PUNA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,18,18
PUNATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,80,80
QUIABAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,7,7
QUILLACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,710,710
QUIME,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,21,21
RAVELO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,52,52
REYES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,409,409
RIBERALTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,230,230
ROBORE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,14,14
RURRENABAQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,67,67
SABAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,10,10
SACABA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,500,500
SACABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,8,8
SACACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,3,3
SAIPINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,10,10
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,27,27
SAMAIPATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,57,57
SAN ANDRES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,8,8
SAN ANDRES DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,3,3
SAN ANTONIO DE ESMORUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,3,3
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,46,46
SAN BENITO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,7,7
SAN BORJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,255,255
SAN BUENA VENTURA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,15,15
SAN CARLOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,51,51
SAN IGNACIO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,38,38
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,217,217
SAN JAVIER(BNI),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,11,11
SAN JAVIER(STC),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,66,66
SAN JOAQUIN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,64,64
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,30,30
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,15,15
SAN JULIAN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,165,165
SAN LORENZO(PND),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,13,13
SAN LORENZO(TJA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,32,32
SAN LUCAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,121,121
SAN MATIAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,35,35
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,95,95
SAN PABLO DE LIPEZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,4,4
SAN PEDRO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,12,12
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,10,10
SAN RAFAEL,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,22,22
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,7,7
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,4,4
SANTA ANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,120,120
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,7400,7400
SANTA ROSA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,47,47
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,26,26
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,9,9
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,6,6
SANTIVAÑES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,7,7
SANTUARIO DE QUILLACAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,4,4
SENA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,6,6
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,143,143
SICAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,10,10
SIPE SIPE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,258,258
SORACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,1,1
SORATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,75,75
SUCRE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,702,702
TACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,4,4
TACACOMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,40,40
TACOBAMBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,22,22
TACOPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,141,141
TAHUA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,2,2
TAPACARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,112,112
TARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,48,48
TARACO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,3,3
TARATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,8,8
TARIJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,958,958
TARVITA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,23,23
TEOPONTE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,17,17
TIAWANACU,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,18,18
TINGUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,43,43
TIPUANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,12,12
TIQUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,281,281
TIRAQUE (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,361,361
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,5,5
TOCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,14,14
TODOS SANTOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,1,1
TOLATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,7,7
TOLEDO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,11,11
TOMAVE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,29,29
TOMINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,71,71
TORO TORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,18,18
TOTORA(CBBA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,45,45
TOTORA(ORR),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,2,2
TRIGAL,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,5,5
TRINIDAD,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,506,506
TUPIZA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,114,114
TURCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,27,27
UMALA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,4,4
UNCIA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,23,23
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,45,45
URUBICHA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,31,31
UYUNI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,35,35
VACAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,17,17
VALLEGRANDE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,20,20
VIACHA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,130,130
VILA VILA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,38,38
VILLA MONTES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,80,80
VILLA NUEVA (LOMA ALTA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,1,1
VILLA SERRANO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,21,21
VILLA TUNARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,404,404
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,31,31
VILLAZON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,116,116
VINTO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,170,170
VITICHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,13,13
WALDO BALLIVIAN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,4,4
WARNES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,48,48
YACO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,11,11
YACUIBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,232,232
YAMPARAEZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,9,9
YANACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,14,14
YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,59,59
YOCALLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,13,13
YOTALA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,41,41
YUNCHARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,11,11
ZUDAÑEZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-03-01,2,2
ACACIO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-04-01,20,20
ACHACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-04-01,265,265
ACHOCALLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-04-01,47,47
AIQUILE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-04-01,51,51
ALALAY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-04-01,8,8
ALCALA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-04-01,59,59
ANCORAIMES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-04-01,64,64
ANDAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-04-01,149,149
ANTEQUERA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-04-01,104,104
ANZALDO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-04-01,43,43
APOLO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-04-01,80,80
ARAMPAMPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-04-01,10,10
ARANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-04-01,23,23
ARBIETO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-04-01,30,30
ARQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-04-01,29,29
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-04-01,74,74
ATOCHA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-04-01,32,32
AUCAPATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-04-01,12,12
AYATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-04-01,8,8
AYO AYO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-04-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-04-01,116,116
AZURDUY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2008-04-01,178,178
