municipality,group,variable,month,Antirrábica humana esquema completo,TOTAL
SAMAIPATA,otras vacunaciones,antirrabica humana esquema completo,2008-08-01,1,1
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2008-08-01,1,1
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2008-08-01,10,10
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2008-08-01,116,116
SIPE SIPE,otras vacunaciones,antirrabica humana esquema completo,2008-08-01,2,2
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2008-08-01,24,24
TAPACARI,otras vacunaciones,antirrabica humana esquema completo,2008-08-01,1,1
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2008-08-01,1,1
TUPIZA,otras vacunaciones,antirrabica humana esquema completo,2008-08-01,1,1
VACAS,otras vacunaciones,antirrabica humana esquema completo,2008-08-01,1,1
WARNES,otras vacunaciones,antirrabica humana esquema completo,2008-08-01,6,6
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2008-08-01,8,8
YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2008-08-01,2,2
YOTALA,otras vacunaciones,antirrabica humana esquema completo,2008-08-01,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,1,1
CHALLAPATA,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,2,2
CLIZA,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,1,1
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,77,77
COLCAPIRHUA,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,1,1
COTAGAITA,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,2,2
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,2,2
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,2,2
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,26,26
ENTRE RIOS,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,1,1
ICLA,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,26,26
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,12,12
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,60,60
MAIRANA,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,1,1
MAPIRI,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,1,1
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,16,16
PALOS BLANCOS,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,1,1
PORONGO,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,2,2
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,7,7
PUERTO VILLARROEL,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,1,1
QUILLACOLLO,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,1,1
ROBORE,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,3,3
SACABA,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,3,3
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,1,1
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,2,2
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,1,1
SAN RAMON,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,161,161
SIPE SIPE,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,1,1
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,34,34
TOCO,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,1,1
TRINIDAD,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,3,3
VILLA MONTES,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,1,1
VILLA TUNARI,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,1,1
VINTO,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,1,1
WARNES,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,3,3
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,10,10
YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2008-09-01,2,2
ARBIETO,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,1,1
BUENA VISTA,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,1,1
CAPINOTA,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,2,2
CARANAVI,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,1,1
CLIZA,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,2,2
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,71,71
COLCAPIRHUA,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,1,1
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,9,9
CUATRO CAÑADAS,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,1069,1069
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,1,1
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,11,11
FERNANDEZ ALONSO,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,1,1
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,20,20
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,78,78
MAIRANA,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,2,2
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,23,23
ORURO,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,2,2
PAILON,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,1,1
POCOATA,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,17,17
PORONGO,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,2,2
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,8,8
PUERTO VILLARROEL,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,1,1
PUNATA,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,2,2
QUILLACOLLO,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,4,4
SACABA,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,3,3
SAIPINA,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,1,1
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,3,3
SAN RAMON,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,3,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,112,112
SIPE SIPE,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,1,1
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,39,39
TAPACARI,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,1,1
TARATA,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,4,4
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,2,2
VIACHA,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,1,1
VILLAZON,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,6,6
WARNES,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,6,6
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,10,10
YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2008-10-01,2,2
ARBIETO,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,1,1
BERMEJO,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,2,2
CAMIRI,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,1,1
CLIZA,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,1,1
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,74,74
COROICO,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,1,1
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,5,5
CUATRO CAÑADAS,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,2,2
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,3,3
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,16,16
GENERAL SAAVEDRA,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,1,1
HUANUNI,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,1,1
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,12,12
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,92,92
MAIRANA,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,3,3
MINEROS,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,47,47
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,14,14
OKINAWA,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,2,2
PADILLA,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,1,1
PAILON,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,1,1
PORCO,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,1,1
PORONGO,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,1,1
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,8,8
PUERTO SUAREZ,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,2,2
PUNA,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,1,1
PUNATA,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,3,3
QUILLACOLLO,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,1,1
SACABA,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,5,5
SAN AGUSTIN,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,1,1
SAN BUENA VENTURA,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,11,11
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,2,2
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,4,4
SAN PEDRO,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,8,8
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,164,164
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,11,11
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,1,1
TUPIZA,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,5,5
UYUNI,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,3,3
VIACHA,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,2,2
WARNES,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,9,9
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,13,13
YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2008-11-01,2,2
ARANI,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,1,1
ARBIETO,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,2,2
ASCENCION DE GUARAYOS,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,5,5
BERMEJO,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,2,2
CALACOTO,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,1,1
CAMIRI,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,1,1
CARAPARI,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,1,1
CLIZA,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,5,5
COCHABAMBA,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,92,92
COLCAPIRHUA,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,6,6
COTAGAITA,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,1,1
COTOCA,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,3,3
EL ALTO,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,8,8
EL TORNO,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,16,16
ENTRE RIOS,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,1,1
FERNANDEZ ALONSO,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,1,1
LA GUARDIA,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,14,14
LA PAZ,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,88,88
LAJA,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,1,1
MONTERO,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,34,34
PAILON,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,1,1
PAPEL PAMPA,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,1,1
PORCO,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,1,1
PORONGO,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,1,1
PORTACHUELO,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,4,4
POTOSI,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,8,8
PUNA,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,1,1
PUNATA,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,1,1
QUILLACOLLO,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,3,3
SACABA,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,14,14
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,2,2
SAN JULIAN,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,118,118
SAPAHAQUI,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,1,1
SUCRE,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,27,27
TIQUIPAYA,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,4,4
TIRAQUE (CBBA),otras vacunaciones,antirrabica humana esquema completo,2008-12-01,1,1
TUPIZA,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,6,6
UYUNI,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,1,1
VILLA TUNARI,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,2,2
VINTO,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,2,2
WARNES,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,2,2
YACUIBA,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,9,9
YAPACANI,otras vacunaciones,antirrabica humana esquema completo,2008-12-01,1,1
