municipality,group,variable,month,Antirrábica canina,TOTAL
SIPE SIPE,otras vacunaciones,antirrabica canina,2008-03-01,648,648
SUCRE,otras vacunaciones,antirrabica canina,2008-03-01,8,8
TACACHI,otras vacunaciones,antirrabica canina,2008-03-01,194,194
TACACOMA,otras vacunaciones,antirrabica canina,2008-03-01,45,45
TACOPAYA,otras vacunaciones,antirrabica canina,2008-03-01,2,2
TAPACARI,otras vacunaciones,antirrabica canina,2008-03-01,297,297
TARACO,otras vacunaciones,antirrabica canina,2008-03-01,15,15
TARATA,otras vacunaciones,antirrabica canina,2008-03-01,1095,1095
TIAWANACU,otras vacunaciones,antirrabica canina,2008-03-01,37,37
TIQUIPAYA,otras vacunaciones,antirrabica canina,2008-03-01,8162,8162
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2008-03-01,3352,3352
TOCO,otras vacunaciones,antirrabica canina,2008-03-01,95,95
TOLATA,otras vacunaciones,antirrabica canina,2008-03-01,1178,1178
TOLEDO,otras vacunaciones,antirrabica canina,2008-03-01,72,72
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2008-03-01,824,824
TRINIDAD,otras vacunaciones,antirrabica canina,2008-03-01,16185,16185
TURCO,otras vacunaciones,antirrabica canina,2008-03-01,12,12
UMALA,otras vacunaciones,antirrabica canina,2008-03-01,8,8
VACAS,otras vacunaciones,antirrabica canina,2008-03-01,2635,2635
VIACHA,otras vacunaciones,antirrabica canina,2008-03-01,1187,1187
VILA VILA,otras vacunaciones,antirrabica canina,2008-03-01,8,8
VILLA RIVERO,otras vacunaciones,antirrabica canina,2008-03-01,1680,1680
VILLA TUNARI,otras vacunaciones,antirrabica canina,2008-03-01,141,141
VINTO,otras vacunaciones,antirrabica canina,2008-03-01,420,420
WARNES,otras vacunaciones,antirrabica canina,2008-03-01,1282,1282
YACO,otras vacunaciones,antirrabica canina,2008-03-01,8,8
YANACACHI,otras vacunaciones,antirrabica canina,2008-03-01,86,86
YAPACANI,otras vacunaciones,antirrabica canina,2008-03-01,6,6
YUNCHARA,otras vacunaciones,antirrabica canina,2008-03-01,16,16
ACHACACHI,otras vacunaciones,antirrabica canina,2008-04-01,328,328
ACHOCALLA,otras vacunaciones,antirrabica canina,2008-04-01,100,100
AIQUILE,otras vacunaciones,antirrabica canina,2008-04-01,56,56
ALALAY,otras vacunaciones,antirrabica canina,2008-04-01,324,324
ANDAMARCA,otras vacunaciones,antirrabica canina,2008-04-01,16,16
ANZALDO,otras vacunaciones,antirrabica canina,2008-04-01,366,366
ARANI,otras vacunaciones,antirrabica canina,2008-04-01,229,229
ARBIETO,otras vacunaciones,antirrabica canina,2008-04-01,22,22
ARQUE,otras vacunaciones,antirrabica canina,2008-04-01,242,242
AYO AYO,otras vacunaciones,antirrabica canina,2008-04-01,69,69
BETANZOS,otras vacunaciones,antirrabica canina,2008-04-01,1,1
BOLIVAR,otras vacunaciones,antirrabica canina,2008-04-01,54,54
BUENA VISTA,otras vacunaciones,antirrabica canina,2008-04-01,37,37
CABEZAS,otras vacunaciones,antirrabica canina,2008-04-01,9,9
CAIROMA,otras vacunaciones,antirrabica canina,2008-04-01,12,12
CALAMARCA,otras vacunaciones,antirrabica canina,2008-04-01,88,88
CAMARGO,otras vacunaciones,antirrabica canina,2008-04-01,9,9
CAMIRI,otras vacunaciones,antirrabica canina,2008-04-01,150,150
CAPINOTA,otras vacunaciones,antirrabica canina,2008-04-01,185,185
CAQUIAVIRI,otras vacunaciones,antirrabica canina,2008-04-01,10,10
CARACOLLO,otras vacunaciones,antirrabica canina,2008-04-01,96,96
CARANAVI,otras vacunaciones,antirrabica canina,2008-04-01,210,210
CARMEN RIVERO TORREZ,otras vacunaciones,antirrabica canina,2008-04-01,219,219
CATACORA,otras vacunaciones,antirrabica canina,2008-04-01,28,28
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica canina,2008-04-01,5,5
CHUMA,otras vacunaciones,antirrabica canina,2008-04-01,10,10
CLIZA,otras vacunaciones,antirrabica canina,2008-04-01,1911,1911
COCHABAMBA,otras vacunaciones,antirrabica canina,2008-04-01,140509,140509
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2008-04-01,5805,5805
COLOMI,otras vacunaciones,antirrabica canina,2008-04-01,2794,2794
COLQUECHACA,otras vacunaciones,antirrabica canina,2008-04-01,10,10
COLQUENCHA,otras vacunaciones,antirrabica canina,2008-04-01,45,45
COMANCHE,otras vacunaciones,antirrabica canina,2008-04-01,3,3
CONCEPCION,otras vacunaciones,antirrabica canina,2008-04-01,558,558
COPACABANA,otras vacunaciones,antirrabica canina,2008-04-01,238,238
CORIPATA,otras vacunaciones,antirrabica canina,2008-04-01,124,124
CORQUE,otras vacunaciones,antirrabica canina,2008-04-01,30,30
COTAGAITA,otras vacunaciones,antirrabica canina,2008-04-01,484,484
COTOCA,otras vacunaciones,antirrabica canina,2008-04-01,1493,1493
CUATRO CAÑADAS,otras vacunaciones,antirrabica canina,2008-04-01,26,26
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,antirrabica canina,2008-04-01,12,12
CULPINA,otras vacunaciones,antirrabica canina,2008-04-01,47,47
DESAGUADERO,otras vacunaciones,antirrabica canina,2008-04-01,3,3
EL ALTO,otras vacunaciones,antirrabica canina,2008-04-01,15430,15430
EL CHORO,otras vacunaciones,antirrabica canina,2008-04-01,7,7
EL PUENTE(STC),otras vacunaciones,antirrabica canina,2008-04-01,86,86
EL TORNO,otras vacunaciones,antirrabica canina,2008-04-01,2697,2697
ENTRE RIOS,otras vacunaciones,antirrabica canina,2008-04-01,1,1
ENTRE RIOS,otras vacunaciones,antirrabica canina,2008-04-01,43,43
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,antirrabica canina,2008-04-01,2,2
GUTIERREZ,otras vacunaciones,antirrabica canina,2008-04-01,1,1
ICHOCA,otras vacunaciones,antirrabica canina,2008-04-01,22,22
INQUISIVI,otras vacunaciones,antirrabica canina,2008-04-01,16,16
LA GUARDIA,otras vacunaciones,antirrabica canina,2008-04-01,10,10
LA PAZ,otras vacunaciones,antirrabica canina,2008-04-01,3706,3706
LICOMA PAMPA,otras vacunaciones,antirrabica canina,2008-04-01,6,6
MAPIRI,otras vacunaciones,antirrabica canina,2008-04-01,20,20
MIZQUE,otras vacunaciones,antirrabica canina,2008-04-01,2520,2520
MONTERO,otras vacunaciones,antirrabica canina,2008-04-01,57,57
MOROCHATA,otras vacunaciones,antirrabica canina,2008-04-01,626,626
OKINAWA,otras vacunaciones,antirrabica canina,2008-04-01,1578,1578
OMEREQUE,otras vacunaciones,antirrabica canina,2008-04-01,30,30
PAILON,otras vacunaciones,antirrabica canina,2008-04-01,260,260
PALCA,otras vacunaciones,antirrabica canina,2008-04-01,15,15
POCONA,otras vacunaciones,antirrabica canina,2008-04-01,332,332
POJO (CBBA),otras vacunaciones,antirrabica canina,2008-04-01,103,103
POROMA,otras vacunaciones,antirrabica canina,2008-04-01,50,50
PORONGO,otras vacunaciones,antirrabica canina,2008-04-01,467,467
PORVENIR,otras vacunaciones,antirrabica canina,2008-04-01,15,15
POSTRER VALLE,otras vacunaciones,antirrabica canina,2008-04-01,174,174
POTOSI,otras vacunaciones,antirrabica canina,2008-04-01,296,296
PUCARANI,otras vacunaciones,antirrabica canina,2008-04-01,40,40
PUERTO PEREZ,otras vacunaciones,antirrabica canina,2008-04-01,54,54
PUERTO QUIJARRO,otras vacunaciones,antirrabica canina,2008-04-01,118,118
PUERTO SUAREZ,otras vacunaciones,antirrabica canina,2008-04-01,1186,1186
PUNATA,otras vacunaciones,antirrabica canina,2008-04-01,312,312
QUILLACOLLO,otras vacunaciones,antirrabica canina,2008-04-01,3809,3809
RIBERALTA,otras vacunaciones,antirrabica canina,2008-04-01,4465,4465
ROBORE,otras vacunaciones,antirrabica canina,2008-04-01,65,65
SACABA,otras vacunaciones,antirrabica canina,2008-04-01,41043,41043
SACABAMBA,otras vacunaciones,antirrabica canina,2008-04-01,29,29
SAMAIPATA,otras vacunaciones,antirrabica canina,2008-04-01,39,39
SAN AGUSTIN,otras vacunaciones,antirrabica canina,2008-04-01,2,2
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica canina,2008-04-01,15,15
SAN BENITO,otras vacunaciones,antirrabica canina,2008-04-01,617,617
SAN BORJA,otras vacunaciones,antirrabica canina,2008-04-01,36,36
SAN IGNACIO,otras vacunaciones,antirrabica canina,2008-04-01,69,69
SAN JOSE DE CHIQUITOS,otras vacunaciones,antirrabica canina,2008-04-01,700,700
SAN JULIAN,otras vacunaciones,antirrabica canina,2008-04-01,47,47
SAN PEDRO DE TIQUINA,otras vacunaciones,antirrabica canina,2008-04-01,18,18
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2008-04-01,3620,3620
SANTA ROSA,otras vacunaciones,antirrabica canina,2008-04-01,232,232
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica canina,2008-04-01,4,4
SANTIVAÑES,otras vacunaciones,antirrabica canina,2008-04-01,491,491
SAPAHAQUI,otras vacunaciones,antirrabica canina,2008-04-01,5,5
SICAYA,otras vacunaciones,antirrabica canina,2008-04-01,70,70
SIPE SIPE,otras vacunaciones,antirrabica canina,2008-04-01,6483,6483
SUCRE,otras vacunaciones,antirrabica canina,2008-04-01,252,252
TACACHI,otras vacunaciones,antirrabica canina,2008-04-01,104,104
TACACOMA,otras vacunaciones,antirrabica canina,2008-04-01,18,18
TACOPAYA,otras vacunaciones,antirrabica canina,2008-04-01,54,54
TAPACARI,otras vacunaciones,antirrabica canina,2008-04-01,1269,1269
TARACO,otras vacunaciones,antirrabica canina,2008-04-01,48,48
TARATA,otras vacunaciones,antirrabica canina,2008-04-01,340,340
TEOPONTE,otras vacunaciones,antirrabica canina,2008-04-01,8,8
TIAWANACU,otras vacunaciones,antirrabica canina,2008-04-01,250,250
TIQUIPAYA,otras vacunaciones,antirrabica canina,2008-04-01,3189,3189
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2008-04-01,887,887
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antirrabica canina,2008-04-01,3,3
TOCO,otras vacunaciones,antirrabica canina,2008-04-01,5,5
TOLATA,otras vacunaciones,antirrabica canina,2008-04-01,7,7
TOLEDO,otras vacunaciones,antirrabica canina,2008-04-01,1154,1154
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2008-04-01,968,968
VACAS,otras vacunaciones,antirrabica canina,2008-04-01,272,272
VIACHA,otras vacunaciones,antirrabica canina,2008-04-01,145,145
VILA VILA,otras vacunaciones,antirrabica canina,2008-04-01,194,194
VILLA RIVERO,otras vacunaciones,antirrabica canina,2008-04-01,178,178
VILLA TUNARI,otras vacunaciones,antirrabica canina,2008-04-01,284,284
VINTO,otras vacunaciones,antirrabica canina,2008-04-01,661,661
WARNES,otras vacunaciones,antirrabica canina,2008-04-01,252,252
YACUIBA,otras vacunaciones,antirrabica canina,2008-04-01,1,1
YANACACHI,otras vacunaciones,antirrabica canina,2008-04-01,43,43
YAPACANI,otras vacunaciones,antirrabica canina,2008-04-01,18,18
ACHACACHI,otras vacunaciones,antirrabica canina,2008-05-01,1484,1484
ACHOCALLA,otras vacunaciones,antirrabica canina,2008-05-01,15,15
AIQUILE,otras vacunaciones,antirrabica canina,2008-05-01,169,169
ALALAY,otras vacunaciones,antirrabica canina,2008-05-01,14,14
ANDAMARCA,otras vacunaciones,antirrabica canina,2008-05-01,14,14
ANZALDO,otras vacunaciones,antirrabica canina,2008-05-01,421,421
ARANI,otras vacunaciones,antirrabica canina,2008-05-01,51,51
ARBIETO,otras vacunaciones,antirrabica canina,2008-05-01,570,570
ARQUE,otras vacunaciones,antirrabica canina,2008-05-01,135,135
AYATA,otras vacunaciones,antirrabica canina,2008-05-01,328,328
AYO AYO,otras vacunaciones,antirrabica canina,2008-05-01,141,141
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2008-05-01,5,5
BATALLAS,otras vacunaciones,antirrabica canina,2008-05-01,57,57
BOLIVAR,otras vacunaciones,antirrabica canina,2008-05-01,122,122
BUENA VISTA,otras vacunaciones,antirrabica canina,2008-05-01,12,12
CAIROMA,otras vacunaciones,antirrabica canina,2008-05-01,154,154
CAJUATA,otras vacunaciones,antirrabica canina,2008-05-01,134,134
CALAMARCA,otras vacunaciones,antirrabica canina,2008-05-01,253,253
CAMARGO,otras vacunaciones,antirrabica canina,2008-05-01,65,65
CAMIRI,otras vacunaciones,antirrabica canina,2008-05-01,200,200
CAPINOTA,otras vacunaciones,antirrabica canina,2008-05-01,2998,2998
CARACOLLO,otras vacunaciones,antirrabica canina,2008-05-01,22,22
CARANAVI,otras vacunaciones,antirrabica canina,2008-05-01,315,315
CARMEN RIVERO TORREZ,otras vacunaciones,antirrabica canina,2008-05-01,200,200
CATACORA,otras vacunaciones,antirrabica canina,2008-05-01,52,52
CHUMA,otras vacunaciones,antirrabica canina,2008-05-01,2,2
CLIZA,otras vacunaciones,antirrabica canina,2008-05-01,694,694
COCHABAMBA,otras vacunaciones,antirrabica canina,2008-05-01,3019,3019
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2008-05-01,2634,2634
COLLANA,otras vacunaciones,antirrabica canina,2008-05-01,12,12
COLOMI,otras vacunaciones,antirrabica canina,2008-05-01,359,359
COLQUENCHA,otras vacunaciones,antirrabica canina,2008-05-01,326,326
COLQUIRI,otras vacunaciones,antirrabica canina,2008-05-01,200,200
COMANCHE,otras vacunaciones,antirrabica canina,2008-05-01,20,20
COMBAYA,otras vacunaciones,antirrabica canina,2008-05-01,288,288
COPACABANA,otras vacunaciones,antirrabica canina,2008-05-01,18,18
CORO CORO,otras vacunaciones,antirrabica canina,2008-05-01,10,10
COROICO,otras vacunaciones,antirrabica canina,2008-05-01,3,3
CORQUE,otras vacunaciones,antirrabica canina,2008-05-01,22,22
COTAGAITA,otras vacunaciones,antirrabica canina,2008-05-01,115,115
CUATRO CAÑADAS,otras vacunaciones,antirrabica canina,2008-05-01,63,63
CULPINA,otras vacunaciones,antirrabica canina,2008-05-01,14,14
DESAGUADERO,otras vacunaciones,antirrabica canina,2008-05-01,3,3
EL ALTO,otras vacunaciones,antirrabica canina,2008-05-01,7260,7260
EL CHORO,otras vacunaciones,antirrabica canina,2008-05-01,10,10
EL PUENTE(STC),otras vacunaciones,antirrabica canina,2008-05-01,163,163
EL TORNO,otras vacunaciones,antirrabica canina,2008-05-01,2789,2789
ENTRE RIOS,otras vacunaciones,antirrabica canina,2008-05-01,1774,1774
FERNANDEZ ALONSO,otras vacunaciones,antirrabica canina,2008-05-01,251,251
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,antirrabica canina,2008-05-01,6,6
GUANAY,otras vacunaciones,antirrabica canina,2008-05-01,115,115
GUAQUI,otras vacunaciones,antirrabica canina,2008-05-01,20,20
HUAYLLAMARCA,otras vacunaciones,antirrabica canina,2008-05-01,33,33
ICHOCA,otras vacunaciones,antirrabica canina,2008-05-01,53,53
INQUISIVI,otras vacunaciones,antirrabica canina,2008-05-01,18,18
IRUPANA (VILLA DE LANZA),otras vacunaciones,antirrabica canina,2008-05-01,154,154
JESUS DE MACHACA,otras vacunaciones,antirrabica canina,2008-05-01,9,9
LA ASUNTA,otras vacunaciones,antirrabica canina,2008-05-01,16,16
LA GUARDIA,otras vacunaciones,antirrabica canina,2008-05-01,286,286
LA PAZ,otras vacunaciones,antirrabica canina,2008-05-01,2258,2258
LAJA,otras vacunaciones,antirrabica canina,2008-05-01,174,174
LICOMA PAMPA,otras vacunaciones,antirrabica canina,2008-05-01,39,39
LLALLAGUA,otras vacunaciones,antirrabica canina,2008-05-01,4,4
MAPIRI,otras vacunaciones,antirrabica canina,2008-05-01,18,18
MIZQUE,otras vacunaciones,antirrabica canina,2008-05-01,1135,1135
MONTERO,otras vacunaciones,antirrabica canina,2008-05-01,235,235
MOROCHATA,otras vacunaciones,antirrabica canina,2008-05-01,599,599
OCURI,otras vacunaciones,antirrabica canina,2008-05-01,1,1
OKINAWA,otras vacunaciones,antirrabica canina,2008-05-01,2049,2049
OMEREQUE,otras vacunaciones,antirrabica canina,2008-05-01,136,136
PAILON,otras vacunaciones,antirrabica canina,2008-05-01,2,2
PALOS BLANCOS,otras vacunaciones,antirrabica canina,2008-05-01,384,384
PELECHUCO,otras vacunaciones,antirrabica canina,2008-05-01,114,114
POCONA,otras vacunaciones,antirrabica canina,2008-05-01,647,647
POJO (CBBA),otras vacunaciones,antirrabica canina,2008-05-01,689,689
PORONGO,otras vacunaciones,antirrabica canina,2008-05-01,74,74
POTOSI,otras vacunaciones,antirrabica canina,2008-05-01,1125,1125
PUCARANI,otras vacunaciones,antirrabica canina,2008-05-01,125,125
PUERTO PEREZ,otras vacunaciones,antirrabica canina,2008-05-01,54,54
PUERTO QUIJARRO,otras vacunaciones,antirrabica canina,2008-05-01,40,40
PUERTO SUAREZ,otras vacunaciones,antirrabica canina,2008-05-01,319,319
PUNATA,otras vacunaciones,antirrabica canina,2008-05-01,336,336
QUILLACOLLO,otras vacunaciones,antirrabica canina,2008-05-01,5052,5052
QUIME,otras vacunaciones,antirrabica canina,2008-05-01,30,30
ROBORE,otras vacunaciones,antirrabica canina,2008-05-01,75,75
SACABA,otras vacunaciones,antirrabica canina,2008-05-01,1348,1348
SACABAMBA,otras vacunaciones,antirrabica canina,2008-05-01,22,22
SAMAIPATA,otras vacunaciones,antirrabica canina,2008-05-01,66,66
SAN AGUSTIN,otras vacunaciones,antirrabica canina,2008-05-01,8,8
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica canina,2008-05-01,26,26
SAN BENITO,otras vacunaciones,antirrabica canina,2008-05-01,65,65
SAN BORJA,otras vacunaciones,antirrabica canina,2008-05-01,664,664
SAN IGNACIO,otras vacunaciones,antirrabica canina,2008-05-01,107,107
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica canina,2008-05-01,30,30
SAN JAVIER(STC),otras vacunaciones,antirrabica canina,2008-05-01,16,16
SAN JULIAN,otras vacunaciones,antirrabica canina,2008-05-01,30,30
SAN PEDRO DE TIQUINA,otras vacunaciones,antirrabica canina,2008-05-01,38,38
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2008-05-01,4643,4643
SANTA ROSA,otras vacunaciones,antirrabica canina,2008-05-01,32,32
SANTIVAÑES,otras vacunaciones,antirrabica canina,2008-05-01,435,435
SAPAHAQUI,otras vacunaciones,antirrabica canina,2008-05-01,51,51
SICAYA,otras vacunaciones,antirrabica canina,2008-05-01,384,384
SIPE SIPE,otras vacunaciones,antirrabica canina,2008-05-01,1882,1882
SORATA,otras vacunaciones,antirrabica canina,2008-05-01,95,95
SUCRE,otras vacunaciones,antirrabica canina,2008-05-01,187,187
TACACHI,otras vacunaciones,antirrabica canina,2008-05-01,5,5
TACACOMA,otras vacunaciones,antirrabica canina,2008-05-01,23,23
TACOPAYA,otras vacunaciones,antirrabica canina,2008-05-01,776,776
TAPACARI,otras vacunaciones,antirrabica canina,2008-05-01,576,576
TARACO,otras vacunaciones,antirrabica canina,2008-05-01,24,24
TARATA,otras vacunaciones,antirrabica canina,2008-05-01,37,37
TARIJA,otras vacunaciones,antirrabica canina,2008-05-01,150,150
TEOPONTE,otras vacunaciones,antirrabica canina,2008-05-01,10,10
TIAWANACU,otras vacunaciones,antirrabica canina,2008-05-01,40,40
TIPUANI,otras vacunaciones,antirrabica canina,2008-05-01,241,241
TIQUIPAYA,otras vacunaciones,antirrabica canina,2008-05-01,305,305
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2008-05-01,325,325
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antirrabica canina,2008-05-01,10,10
TOCO,otras vacunaciones,antirrabica canina,2008-05-01,1803,1803
TOLATA,otras vacunaciones,antirrabica canina,2008-05-01,38,38
TOLEDO,otras vacunaciones,antirrabica canina,2008-05-01,175,175
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2008-05-01,138,138
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica canina,2008-05-01,11,11
VACAS,otras vacunaciones,antirrabica canina,2008-05-01,416,416
VALLEGRANDE,otras vacunaciones,antirrabica canina,2008-05-01,64,64
VILA VILA,otras vacunaciones,antirrabica canina,2008-05-01,87,87
VILLA RIVERO,otras vacunaciones,antirrabica canina,2008-05-01,118,118
VILLA TUNARI,otras vacunaciones,antirrabica canina,2008-05-01,3325,3325
VINTO,otras vacunaciones,antirrabica canina,2008-05-01,709,709
WALDO BALLIVIAN,otras vacunaciones,antirrabica canina,2008-05-01,141,141
WARNES,otras vacunaciones,antirrabica canina,2008-05-01,148,148
YANACACHI,otras vacunaciones,antirrabica canina,2008-05-01,16,16
YAPACANI,otras vacunaciones,antirrabica canina,2008-05-01,1,1
ZUDAÑEZ,otras vacunaciones,antirrabica canina,2008-05-01,481,481
AIQUILE,otras vacunaciones,antirrabica canina,2008-06-01,306,306
ALALAY,otras vacunaciones,antirrabica canina,2008-06-01,59,59
ANDAMARCA,otras vacunaciones,antirrabica canina,2008-06-01,5,5
ANZALDO,otras vacunaciones,antirrabica canina,2008-06-01,640,640
ARANI,otras vacunaciones,antirrabica canina,2008-06-01,48,48
ARBIETO,otras vacunaciones,antirrabica canina,2008-06-01,56,56
ARQUE,otras vacunaciones,antirrabica canina,2008-06-01,200,200
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2008-06-01,3338,3338
BATALLAS,otras vacunaciones,antirrabica canina,2008-06-01,249,249
BUENA VISTA,otras vacunaciones,antirrabica canina,2008-06-01,338,338
CABEZAS,otras vacunaciones,antirrabica canina,2008-06-01,25,25
CAIROMA,otras vacunaciones,antirrabica canina,2008-06-01,500,500
CAJUATA,otras vacunaciones,antirrabica canina,2008-06-01,221,221
CAMARGO,otras vacunaciones,antirrabica canina,2008-06-01,18,18
CAMIRI,otras vacunaciones,antirrabica canina,2008-06-01,150,150
CAPINOTA,otras vacunaciones,antirrabica canina,2008-06-01,1296,1296
CAQUIAVIRI,otras vacunaciones,antirrabica canina,2008-06-01,30,30
CARACOLLO,otras vacunaciones,antirrabica canina,2008-06-01,10,10
CARANAVI,otras vacunaciones,antirrabica canina,2008-06-01,451,451
CARMEN RIVERO TORREZ,otras vacunaciones,antirrabica canina,2008-06-01,228,228
CHARAGUA,otras vacunaciones,antirrabica canina,2008-06-01,650,650
CHIMORE,otras vacunaciones,antirrabica canina,2008-06-01,278,278
CLIZA,otras vacunaciones,antirrabica canina,2008-06-01,2251,2251
COCHABAMBA,otras vacunaciones,antirrabica canina,2008-06-01,2121,2121
COIPASA,otras vacunaciones,antirrabica canina,2008-06-01,10,10
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2008-06-01,1813,1813
COLLANA,otras vacunaciones,antirrabica canina,2008-06-01,62,62
COLOMI,otras vacunaciones,antirrabica canina,2008-06-01,277,277
COLQUENCHA,otras vacunaciones,antirrabica canina,2008-06-01,29,29
COLQUIRI,otras vacunaciones,antirrabica canina,2008-06-01,25,25
COMANCHE,otras vacunaciones,antirrabica canina,2008-06-01,18,18
COMARAPA,otras vacunaciones,antirrabica canina,2008-06-01,1253,1253
CONCEPCION,otras vacunaciones,antirrabica canina,2008-06-01,148,148
CORO CORO,otras vacunaciones,antirrabica canina,2008-06-01,26,26
COROICO,otras vacunaciones,antirrabica canina,2008-06-01,20,20
CORQUE,otras vacunaciones,antirrabica canina,2008-06-01,157,157
COTAGAITA,otras vacunaciones,antirrabica canina,2008-06-01,19,19
EL ALTO,otras vacunaciones,antirrabica canina,2008-06-01,6569,6569
EL CHORO,otras vacunaciones,antirrabica canina,2008-06-01,5,5
EL PUENTE(STC),otras vacunaciones,antirrabica canina,2008-06-01,140,140
EL TORNO,otras vacunaciones,antirrabica canina,2008-06-01,175,175
ENTRE RIOS,otras vacunaciones,antirrabica canina,2008-06-01,486,486
ENTRE RIOS,otras vacunaciones,antirrabica canina,2008-06-01,1056,1056
FERNANDEZ ALONSO,otras vacunaciones,antirrabica canina,2008-06-01,666,666
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,antirrabica canina,2008-06-01,19,19
GUAYARAMERIN,otras vacunaciones,antirrabica canina,2008-06-01,70,70
HUAYLLAMARCA,otras vacunaciones,antirrabica canina,2008-06-01,48,48
ICHOCA,otras vacunaciones,antirrabica canina,2008-06-01,47,47
INQUISIVI,otras vacunaciones,antirrabica canina,2008-06-01,225,225
LA PAZ,otras vacunaciones,antirrabica canina,2008-06-01,1708,1708
LICOMA PAMPA,otras vacunaciones,antirrabica canina,2008-06-01,203,203
LLALLAGUA,otras vacunaciones,antirrabica canina,2008-06-01,6,6
MAGDALENA,otras vacunaciones,antirrabica canina,2008-06-01,525,525
MAPIRI,otras vacunaciones,antirrabica canina,2008-06-01,91,91
MIZQUE,otras vacunaciones,antirrabica canina,2008-06-01,329,329
MONTERO,otras vacunaciones,antirrabica canina,2008-06-01,787,787
MOROCHATA,otras vacunaciones,antirrabica canina,2008-06-01,1694,1694
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,antirrabica canina,2008-06-01,6,6
OMEREQUE,otras vacunaciones,antirrabica canina,2008-06-01,525,525
ORURO,otras vacunaciones,antirrabica canina,2008-06-01,1,1
PAILON,otras vacunaciones,antirrabica canina,2008-06-01,1992,1992
POCONA,otras vacunaciones,antirrabica canina,2008-06-01,30,30
POJO (CBBA),otras vacunaciones,antirrabica canina,2008-06-01,311,311
PORTACHUELO,otras vacunaciones,antirrabica canina,2008-06-01,100,100
POTOSI,otras vacunaciones,antirrabica canina,2008-06-01,91,91
PUCARANI,otras vacunaciones,antirrabica canina,2008-06-01,47,47
PUERTO QUIJARRO,otras vacunaciones,antirrabica canina,2008-06-01,156,156
PUERTO VILLARROEL,otras vacunaciones,antirrabica canina,2008-06-01,2314,2314
PUNATA,otras vacunaciones,antirrabica canina,2008-06-01,39,39
QUILLACOLLO,otras vacunaciones,antirrabica canina,2008-06-01,7041,7041
ROBORE,otras vacunaciones,antirrabica canina,2008-06-01,60,60
SACABA,otras vacunaciones,antirrabica canina,2008-06-01,2559,2559
SACABAMBA,otras vacunaciones,antirrabica canina,2008-06-01,8,8
SAN AGUSTIN,otras vacunaciones,antirrabica canina,2008-06-01,3,3
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica canina,2008-06-01,6,6
SAN BENITO,otras vacunaciones,antirrabica canina,2008-06-01,149,149
SAN BORJA,otras vacunaciones,antirrabica canina,2008-06-01,1384,1384
SAN CARLOS,otras vacunaciones,antirrabica canina,2008-06-01,1600,1600
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica canina,2008-06-01,50,50
SAN JAVIER(STC),otras vacunaciones,antirrabica canina,2008-06-01,14,14
SAN JULIAN,otras vacunaciones,antirrabica canina,2008-06-01,665,665
SAN PEDRO DE TIQUINA,otras vacunaciones,antirrabica canina,2008-06-01,16,16
SAN RAFAEL,otras vacunaciones,antirrabica canina,2008-06-01,20,20
SANTA ANA,otras vacunaciones,antirrabica canina,2008-06-01,10,10
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2008-06-01,3557,3557
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica canina,2008-06-01,9,9
SANTIVAÑES,otras vacunaciones,antirrabica canina,2008-06-01,172,172
SIPE SIPE,otras vacunaciones,antirrabica canina,2008-06-01,1335,1335
TACOPAYA,otras vacunaciones,antirrabica canina,2008-06-01,60,60
TAPACARI,otras vacunaciones,antirrabica canina,2008-06-01,268,268
TARATA,otras vacunaciones,antirrabica canina,2008-06-01,85,85
TARIJA,otras vacunaciones,antirrabica canina,2008-06-01,321,321
