municipality,group,variable,month,Mujeres de 15 a 49 años 5ta dosis de dt,TOTAL
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
CAMIRI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,4,4
CARACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,3,3
CARANAVI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,15,15
CARAPARI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,2,2
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,26,26
CHACARILLA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,2,2
CHALLAPATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,2,2
CHARAGUA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,21,21
CHIMORE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,3,3
CHIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
CHUMA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,4,4
CLIZA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
COBIJA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,2,2
COCHABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,201,201
COLCAPIRHUA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,34,34
"COLCHA ""K""",otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,7,7
COLOMI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,6,6
COLPA BELGICA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,4,4
COLQUECHACA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,7,7
COLQUIRI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,5,5
COMARAPA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,10,10
CONCEPCION,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,3,3
COPACABANA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,25,25
CORIPATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
COROICO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,5,5
COTAGAITA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,6,6
COTOCA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,18,18
CUATRO CAÑADAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,3,3
CUEVO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,6,6
CULPINA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,2,2
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
EL ALTO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,342,342
EL CHORO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,3,3
EL PUENTE(STC),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,30,30
EL TORNO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,25,25
EL VILLAR,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,2,2
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,4,4
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,3,3
ESCARA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
EUCALIPTUS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,11,11
EXALTACION,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,4,4
FILADELFIA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,5,5
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,60,60
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
GUANAY,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,2,2
GUAQUI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,4,4
GUAYARAMERIN,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,9,9
GUTIERREZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,3,3
HUACARETA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,2,2
HUACHACALLA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
HUANUNI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,10,10
ICLA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,27,27
INCAHUASI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,6,6
INGAVI (HUMAITA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,3,3
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,2,2
JESUS DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
LA ASUNTA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
LA GUARDIA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,66,66
LA PAZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,329,329
LAGUNILLAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,18,18
LAS CARRERAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,4,4
LLALLAGUA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,8,8
MACHACAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
MACHARETI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,5,5
MAIRANA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,20,20
MAPIRI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,3,3
MINEROS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,6,6
MIZQUE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,2,2
MOCOMOCO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,2,2
MOJINETE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,2,2
MOJOCOYA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
MONTEAGUDO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,22,22
MONTERO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,72,72
OCURI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,2,2
OMEREQUE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
ORURO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,53,53
PADCAYA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,17,17
PADILLA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,10,10
PAILON,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,14,14
PALCA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,5,5
PALOS BLANCOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,9,9
PAMPA GRANDE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,15,15
PATACAMAYA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,5,5
PAZÑA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,3,3
PELECHUCO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,3,3
POCONA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,4,4
POJO (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,27,27
POROMA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,2,2
PORONGO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,18,18
PORTACHUELO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,5,5
PORVENIR,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,2,2
POTOSI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,4,4
PRESTO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
PUCARA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
PUCARANI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,8,8
PUERTO ACOSTA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
PUERTO CARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
PUERTO QUIJARRO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,8,8
PUERTO RICO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
PUERTO SUAREZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,6,6
PUERTO VILLARROEL,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,13,13
PUNA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,10,10
PUNATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,3,3
QUILLACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,28,28
QUIME,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,4,4
QUIRUSILLAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
RAVELO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,3,3
RIBERALTA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,4,4
ROBORE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,11,11
RURRENABAQUE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,4,4
SABAYA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,2,2
SACABA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,57,57
SACABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
SAIPINA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,2,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
SAMAIPATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,14,14
SAN ANDRES,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,3,3
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,7,7
SAN BORJA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,8,8
SAN BUENA VENTURA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
SAN CARLOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,21,21
SAN IGNACIO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,5,5
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,145,145
SAN JAVIER(STC),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,49,49
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,43,43
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,40,40
SAN JULIAN,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,26,26
SAN LORENZO(PND),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,2,2
SAN LORENZO(TJA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
SAN LUCAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,2,2
SAN MATIAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,11,11
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,2,2
SAN PABLO DE LIPEZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,2,2
SAN PEDRO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,58,58
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
SAN RAFAEL,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,20,20
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,8,8
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,563,563
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,26,26
SANTIVAÑES,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,5,5
SIPE SIPE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,9,9
SORATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,2,2
SUCRE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,266,266
TACOPAYA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,3,3
TAPACARI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,4,4
TARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,48,48
TARATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
TARIJA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,57,57
TARVITA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,30,30
TINGUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
TIQUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,6,6
TIRAQUE (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,15,15
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,14,14
TOCO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
TOLATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,4,4
TOLEDO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,8,8
TOMAVE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,2,2
TOMINA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,8,8
TORO TORO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,11,11
TRIGAL,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,6,6
TRINIDAD,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,57,57
TUPIZA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,14,14
UYUNI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
VACAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,4,4
VALLEGRANDE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,13,13
VIACHA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,14,14
VILLA MONTES,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,6,6
VILLA SERRANO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,6,6
VILLA TUNARI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,32,32
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,4,4
VILLAZON,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,16,16
VINTO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,5,5
WARNES,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,27,27
YACUIBA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,3,3
YAMPARAEZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
YANACACHI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,1,1
YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,75,75
YOTALA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-04-01,3,3
ACACIO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,2,2
ACHACACHI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,2,2
AIQUILE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,1,1
ALCALA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,15,15
ANCORAIMES,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,1,1
ANTEQUERA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,1,1
ANZALDO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,1,1
APOLO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,7,7
ARAMPAMPA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,13,13
ARBIETO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,4,4
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,7,7
BAURES,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,1,1
BERMEJO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,13,13
BOLIVAR,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,3,3
BOYUIBE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,3,3
BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,54,54
CAIROMA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,2,2
CALAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,1,1
CAMARGO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,4,4
CAMIRI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,12,12
CAPINOTA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,2,2
CARANAVI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,17,17
CARAPARI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,3,3
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,2,2
CHALLAPATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,1,1
CHAQUI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,1,1
CHARAGUA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,4,4
CHAYANTA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,1,1
CHUMA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,2,2
CLIZA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,9,9
COCHABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,171,171
COLCAPIRHUA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,23,23
"COLCHA ""K""",otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,1,1
COLOMI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,6,6
COLPA BELGICA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,1,1
COLQUECHACA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,5,5
COLQUIRI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,7,7
COMARAPA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,10,10
CONCEPCION,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,4,4
CORIPATA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,1,1
COROICO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,3,3
COTAGAITA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,16,16
COTOCA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,11,11
CUATRO CAÑADAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,27,27
CUEVO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,41,41
CULPINA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,4,4
CURVA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,3,3
EL ALTO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,349,349
EL PUENTE(STC),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,3,3
EL PUENTE(TJA),otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,4,4
EL TORNO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,19,19
EL VILLAR,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,2,2
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,8,8
ENTRE RIOS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,1,1
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,10,10
FILADELFIA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,1,1
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,4,4
GUANAY,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,1,1
GUAQUI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,5,5
GUAYARAMERIN,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,4,4
GUTIERREZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,1,1
HUACARETA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,6,6
HUANUNI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,2,2
HUARACAJE,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,1,1
ICLA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,4,4
INCAHUASI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,3,3
INQUISIVI,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,6,6
JESUS DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,2,2
LA GUARDIA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,34,34
LA PAZ,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,278,278
LAGUNILLAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,7,7
LAS CARRERAS,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,4,4
LLALLAGUA,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,6,6
LURIBAY,otras vacunaciones,mujeres de 15 a 49 anos 5ta dosis de dt,2008-05-01,1,1
