municipality,group,variable,month,Repetidas,TOTAL
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2008-03-01,49,49
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2008-03-01,6,6
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2008-03-01,1,1
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2008-03-01,6,6
SAN PEDRO(PND),consultas prenatales,repetidas,2008-03-01,10,10
SAN RAFAEL,consultas prenatales,repetidas,2008-03-01,42,42
SAN RAMON,consultas prenatales,repetidas,2008-03-01,64,64
SAN RAMON,consultas prenatales,repetidas,2008-03-01,13,13
SANTA ANA,consultas prenatales,repetidas,2008-03-01,165,165
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2008-03-01,8853,8853
SANTA ROSA,consultas prenatales,repetidas,2008-03-01,75,75
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2008-03-01,126,126
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2008-03-01,22,22
SANTIAGO DE HUARI,consultas prenatales,repetidas,2008-03-01,24,24
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2008-03-01,8,8
SANTIVAÑES,consultas prenatales,repetidas,2008-03-01,16,16
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2008-03-01,16,16
SAPAHAQUI,consultas prenatales,repetidas,2008-03-01,13,13
SENA,consultas prenatales,repetidas,2008-03-01,15,15
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2008-03-01,64,64
SICAYA,consultas prenatales,repetidas,2008-03-01,5,5
SIPE SIPE,consultas prenatales,repetidas,2008-03-01,255,255
SOPACHUY,consultas prenatales,repetidas,2008-03-01,58,58
SORACACHI,consultas prenatales,repetidas,2008-03-01,20,20
SORATA,consultas prenatales,repetidas,2008-03-01,71,71
SUCRE,consultas prenatales,repetidas,2008-03-01,2609,2609
TACACHI,consultas prenatales,repetidas,2008-03-01,4,4
TACACOMA,consultas prenatales,repetidas,2008-03-01,32,32
TACOBAMBA,consultas prenatales,repetidas,2008-03-01,17,17
TACOPAYA,consultas prenatales,repetidas,2008-03-01,37,37
TAHUA,consultas prenatales,repetidas,2008-03-01,4,4
TAPACARI,consultas prenatales,repetidas,2008-03-01,108,108
TARABUCO,consultas prenatales,repetidas,2008-03-01,155,155
TARACO,consultas prenatales,repetidas,2008-03-01,7,7
TARATA,consultas prenatales,repetidas,2008-03-01,29,29
TARIJA,consultas prenatales,repetidas,2008-03-01,1072,1072
TARVITA,consultas prenatales,repetidas,2008-03-01,97,97
TEOPONTE,consultas prenatales,repetidas,2008-03-01,44,44
TIAWANACU,consultas prenatales,repetidas,2008-03-01,52,52
TINGUIPAYA,consultas prenatales,repetidas,2008-03-01,47,47
TIPUANI,consultas prenatales,repetidas,2008-03-01,92,92
TIQUIPAYA,consultas prenatales,repetidas,2008-03-01,406,406
TIRAQUE (CBBA),consultas prenatales,repetidas,2008-03-01,323,323
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2008-03-01,8,8
TOCO,consultas prenatales,repetidas,2008-03-01,29,29
TOLATA,consultas prenatales,repetidas,2008-03-01,22,22
TOLEDO,consultas prenatales,repetidas,2008-03-01,31,31
TOMAVE,consultas prenatales,repetidas,2008-03-01,50,50
TOMINA,consultas prenatales,repetidas,2008-03-01,63,63
TORO TORO,consultas prenatales,repetidas,2008-03-01,33,33
TOTORA(CBBA),consultas prenatales,repetidas,2008-03-01,68,68
TOTORA(ORR),consultas prenatales,repetidas,2008-03-01,17,17
TRIGAL,consultas prenatales,repetidas,2008-03-01,15,15
TRINIDAD,consultas prenatales,repetidas,2008-03-01,815,815
TUPIZA,consultas prenatales,repetidas,2008-03-01,261,261
TURCO,consultas prenatales,repetidas,2008-03-01,16,16
UMALA,consultas prenatales,repetidas,2008-03-01,7,7
UNCIA,consultas prenatales,repetidas,2008-03-01,177,177
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2008-03-01,74,74
URUBICHA,consultas prenatales,repetidas,2008-03-01,42,42
UYUNI,consultas prenatales,repetidas,2008-03-01,167,167
VACAS,consultas prenatales,repetidas,2008-03-01,30,30
VALLEGRANDE,consultas prenatales,repetidas,2008-03-01,81,81
VIACHA,consultas prenatales,repetidas,2008-03-01,291,291
VILA VILA,consultas prenatales,repetidas,2008-03-01,9,9
VILLA MONTES,consultas prenatales,repetidas,2008-03-01,352,352
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2008-03-01,8,8
VILLA RIVERO,consultas prenatales,repetidas,2008-03-01,16,16
VILLA SERRANO,consultas prenatales,repetidas,2008-03-01,54,54
VILLA TUNARI,consultas prenatales,repetidas,2008-03-01,484,484
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2008-03-01,59,59
VILLAZON,consultas prenatales,repetidas,2008-03-01,291,291
VINTO,consultas prenatales,repetidas,2008-03-01,187,187
VITICHI,consultas prenatales,repetidas,2008-03-01,53,53
WALDO BALLIVIAN,consultas prenatales,repetidas,2008-03-01,9,9
WARNES,consultas prenatales,repetidas,2008-03-01,426,426
YACO,consultas prenatales,repetidas,2008-03-01,16,16
YACUIBA,consultas prenatales,repetidas,2008-03-01,458,458
YAMPARAEZ,consultas prenatales,repetidas,2008-03-01,33,33
YANACACHI,consultas prenatales,repetidas,2008-03-01,10,10
YAPACANI,consultas prenatales,repetidas,2008-03-01,329,329
YOCALLA,consultas prenatales,repetidas,2008-03-01,16,16
YOTALA,consultas prenatales,repetidas,2008-03-01,43,43
YUNCHARA,consultas prenatales,repetidas,2008-03-01,17,17
ZUDAÑEZ,consultas prenatales,repetidas,2008-03-01,29,29
ACACIO,consultas prenatales,repetidas,2008-04-01,27,27
ACHACACHI,consultas prenatales,repetidas,2008-04-01,204,204
ACHOCALLA,consultas prenatales,repetidas,2008-04-01,67,67
AIQUILE,consultas prenatales,repetidas,2008-04-01,190,190
ALALAY,consultas prenatales,repetidas,2008-04-01,11,11
ALCALA,consultas prenatales,repetidas,2008-04-01,22,22
ANCORAIMES,consultas prenatales,repetidas,2008-04-01,59,59
ANDAMARCA,consultas prenatales,repetidas,2008-04-01,18,18
ANTEQUERA,consultas prenatales,repetidas,2008-04-01,23,23
ANZALDO,consultas prenatales,repetidas,2008-04-01,39,39
APOLO,consultas prenatales,repetidas,2008-04-01,91,91
ARAMPAMPA,consultas prenatales,repetidas,2008-04-01,30,30
ARANI,consultas prenatales,repetidas,2008-04-01,43,43
ARBIETO,consultas prenatales,repetidas,2008-04-01,28,28
ARQUE,consultas prenatales,repetidas,2008-04-01,52,52
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2008-04-01,68,68
ATOCHA,consultas prenatales,repetidas,2008-04-01,87,87
AUCAPATA,consultas prenatales,repetidas,2008-04-01,6,6
AYATA,consultas prenatales,repetidas,2008-04-01,25,25
AYO AYO,consultas prenatales,repetidas,2008-04-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2008-04-01,167,167
AZURDUY,consultas prenatales,repetidas,2008-04-01,97,97
BATALLAS,consultas prenatales,repetidas,2008-04-01,75,75
BAURES,consultas prenatales,repetidas,2008-04-01,26,26
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2008-04-01,4,4
BELEN DE URMIRI,consultas prenatales,repetidas,2008-04-01,5,5
BELLA FLOR,consultas prenatales,repetidas,2008-04-01,11,11
BERMEJO,consultas prenatales,repetidas,2008-04-01,207,207
BETANZOS,consultas prenatales,repetidas,2008-04-01,155,155
BOLIVAR,consultas prenatales,repetidas,2008-04-01,11,11
BOLPEBRA,consultas prenatales,repetidas,2008-04-01,5,5
BOYUIBE,consultas prenatales,repetidas,2008-04-01,7,7
BUENA VISTA,consultas prenatales,repetidas,2008-04-01,54,54
CABEZAS,consultas prenatales,repetidas,2008-04-01,119,119
CAIROMA,consultas prenatales,repetidas,2008-04-01,38,38
"CAIZA ""D""",consultas prenatales,repetidas,2008-04-01,41,41
CAJUATA,consultas prenatales,repetidas,2008-04-01,67,67
CALACOTO,consultas prenatales,repetidas,2008-04-01,15,15
CALAMARCA,consultas prenatales,repetidas,2008-04-01,62,62
CAMARGO,consultas prenatales,repetidas,2008-04-01,83,83
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2008-04-01,26,26
CAMIRI,consultas prenatales,repetidas,2008-04-01,231,231
CAPINOTA,consultas prenatales,repetidas,2008-04-01,179,179
CAQUIAVIRI,consultas prenatales,repetidas,2008-04-01,18,18
CARACOLLO,consultas prenatales,repetidas,2008-04-01,108,108
CARANAVI,consultas prenatales,repetidas,2008-04-01,334,334
CARAPARI,consultas prenatales,repetidas,2008-04-01,61,61
CARIPUYO,consultas prenatales,repetidas,2008-04-01,25,25
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2008-04-01,13,13
CATACORA,consultas prenatales,repetidas,2008-04-01,4,4
CHACARILLA,consultas prenatales,repetidas,2008-04-01,1,1
CHALLAPATA,consultas prenatales,repetidas,2008-04-01,196,196
CHAQUI,consultas prenatales,repetidas,2008-04-01,23,23
CHARAGUA,consultas prenatales,repetidas,2008-04-01,234,234
CHARAÑA,consultas prenatales,repetidas,2008-04-01,10,10
CHAYANTA,consultas prenatales,repetidas,2008-04-01,73,73
CHIMORE,consultas prenatales,repetidas,2008-04-01,77,77
CHIPAYA,consultas prenatales,repetidas,2008-04-01,8,8
CHOQUE COTA,consultas prenatales,repetidas,2008-04-01,6,6
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2008-04-01,99,99
CHUMA,consultas prenatales,repetidas,2008-04-01,31,31
CLIZA,consultas prenatales,repetidas,2008-04-01,133,133
COBIJA,consultas prenatales,repetidas,2008-04-01,538,538
COCHABAMBA,consultas prenatales,repetidas,2008-04-01,6086,6086
COIPASA,consultas prenatales,repetidas,2008-04-01,2,2
COLCAPIRHUA,consultas prenatales,repetidas,2008-04-01,374,374
"COLCHA ""K""",consultas prenatales,repetidas,2008-04-01,42,42
COLLANA,consultas prenatales,repetidas,2008-04-01,2,2
COLOMI,consultas prenatales,repetidas,2008-04-01,123,123
COLPA BELGICA,consultas prenatales,repetidas,2008-04-01,33,33
COLQUECHACA,consultas prenatales,repetidas,2008-04-01,127,127
COLQUENCHA,consultas prenatales,repetidas,2008-04-01,26,26
COLQUIRI,consultas prenatales,repetidas,2008-04-01,124,124
COMANCHE,consultas prenatales,repetidas,2008-04-01,10,10
COMARAPA,consultas prenatales,repetidas,2008-04-01,182,182
COMBAYA,consultas prenatales,repetidas,2008-04-01,10,10
CONCEPCION,consultas prenatales,repetidas,2008-04-01,79,79
COPACABANA,consultas prenatales,repetidas,2008-04-01,68,68
CORIPATA,consultas prenatales,repetidas,2008-04-01,70,70
CORO CORO,consultas prenatales,repetidas,2008-04-01,47,47
COROICO,consultas prenatales,repetidas,2008-04-01,92,92
CORQUE,consultas prenatales,repetidas,2008-04-01,24,24
COTAGAITA,consultas prenatales,repetidas,2008-04-01,118,118
COTOCA,consultas prenatales,repetidas,2008-04-01,304,304
CUATRO CAÑADAS,consultas prenatales,repetidas,2008-04-01,61,61
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2008-04-01,4,4
CUEVO,consultas prenatales,repetidas,2008-04-01,15,15
CULPINA,consultas prenatales,repetidas,2008-04-01,104,104
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2008-04-01,28,28
CURVA,consultas prenatales,repetidas,2008-04-01,7,7
DESAGUADERO,consultas prenatales,repetidas,2008-04-01,21,21
EL ALTO,consultas prenatales,repetidas,2008-04-01,5510,5510
EL CHORO,consultas prenatales,repetidas,2008-04-01,15,15
EL PUENTE(STC),consultas prenatales,repetidas,2008-04-01,79,79
EL PUENTE(TJA),consultas prenatales,repetidas,2008-04-01,50,50
EL TORNO,consultas prenatales,repetidas,2008-04-01,302,302
EL VILLAR,consultas prenatales,repetidas,2008-04-01,22,22
ENTRE RIOS,consultas prenatales,repetidas,2008-04-01,114,114
ENTRE RIOS,consultas prenatales,repetidas,2008-04-01,92,92
ESCARA,consultas prenatales,repetidas,2008-04-01,1,1
EUCALIPTUS,consultas prenatales,repetidas,2008-04-01,33,33
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2008-04-01,1,1
EXALTACION,consultas prenatales,repetidas,2008-04-01,13,13
FERNANDEZ ALONSO,consultas prenatales,repetidas,2008-04-01,85,85
FILADELFIA,consultas prenatales,repetidas,2008-04-01,19,19
GENERAL SAAVEDRA,consultas prenatales,repetidas,2008-04-01,72,72
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2008-04-01,20,20
GUANAY,consultas prenatales,repetidas,2008-04-01,84,84
GUAQUI,consultas prenatales,repetidas,2008-04-01,29,29
GUAYARAMERIN,consultas prenatales,repetidas,2008-04-01,265,265
GUTIERREZ,consultas prenatales,repetidas,2008-04-01,52,52
HUACARETA,consultas prenatales,repetidas,2008-04-01,70,70
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2008-04-01,10,10
HUACHACALLA,consultas prenatales,repetidas,2008-04-01,2,2
HUANUNI,consultas prenatales,repetidas,2008-04-01,217,217
HUARACAJE,consultas prenatales,repetidas,2008-04-01,16,16
HUAYLLAMARCA,consultas prenatales,repetidas,2008-04-01,12,12
ICHOCA,consultas prenatales,repetidas,2008-04-01,14,14
ICLA,consultas prenatales,repetidas,2008-04-01,53,53
INCAHUASI,consultas prenatales,repetidas,2008-04-01,144,144
INGAVI (HUMAITA),consultas prenatales,repetidas,2008-04-01,4,4
INQUISIVI,consultas prenatales,repetidas,2008-04-01,25,25
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2008-04-01,85,85
IXIAMAS,consultas prenatales,repetidas,2008-04-01,34,34
JESUS DE MACHACA,consultas prenatales,repetidas,2008-04-01,63,63
LA ASUNTA,consultas prenatales,repetidas,2008-04-01,212,212
LA GUARDIA,consultas prenatales,repetidas,2008-04-01,535,535
LA PAZ,consultas prenatales,repetidas,2008-04-01,7175,7175
LA RIVERA,consultas prenatales,repetidas,2008-04-01,3,3
LAGUNILLAS,consultas prenatales,repetidas,2008-04-01,38,38
LAJA,consultas prenatales,repetidas,2008-04-01,45,45
LAS CARRERAS,consultas prenatales,repetidas,2008-04-01,12,12
LICOMA PAMPA,consultas prenatales,repetidas,2008-04-01,4,4
LLALLAGUA,consultas prenatales,repetidas,2008-04-01,349,349
LLICA,consultas prenatales,repetidas,2008-04-01,34,34
LORETO,consultas prenatales,repetidas,2008-04-01,13,13
LURIBAY,consultas prenatales,repetidas,2008-04-01,25,25
MACHACAMARCA,consultas prenatales,repetidas,2008-04-01,23,23
MACHARETI,consultas prenatales,repetidas,2008-04-01,76,76
MAGDALENA,consultas prenatales,repetidas,2008-04-01,82,82
MAIRANA,consultas prenatales,repetidas,2008-04-01,80,80
MALLA,consultas prenatales,repetidas,2008-04-01,10,10
MAPIRI,consultas prenatales,repetidas,2008-04-01,105,105
MECAPACA,consultas prenatales,repetidas,2008-04-01,37,37
MINEROS,consultas prenatales,repetidas,2008-04-01,108,108
MIZQUE,consultas prenatales,repetidas,2008-04-01,100,100
MOCOMOCO,consultas prenatales,repetidas,2008-04-01,27,27
MOJINETE,consultas prenatales,repetidas,2008-04-01,5,5
MOJOCOYA,consultas prenatales,repetidas,2008-04-01,30,30
MONTEAGUDO,consultas prenatales,repetidas,2008-04-01,273,273
MONTERO,consultas prenatales,repetidas,2008-04-01,1039,1039
MORO MORO,consultas prenatales,repetidas,2008-04-01,12,12
MOROCHATA,consultas prenatales,repetidas,2008-04-01,59,59
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2008-04-01,11,11
NAZACARA DE PACAJES,consultas prenatales,repetidas,2008-04-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2008-04-01,3,3
OCURI,consultas prenatales,repetidas,2008-04-01,82,82
OKINAWA,consultas prenatales,repetidas,2008-04-01,96,96
OMEREQUE,consultas prenatales,repetidas,2008-04-01,27,27
ORURO,consultas prenatales,repetidas,2008-04-01,2254,2254
PADCAYA,consultas prenatales,repetidas,2008-04-01,82,82
PADILLA,consultas prenatales,repetidas,2008-04-01,64,64
PAILON,consultas prenatales,repetidas,2008-04-01,129,129
PALCA,consultas prenatales,repetidas,2008-04-01,37,37
PALOS BLANCOS,consultas prenatales,repetidas,2008-04-01,164,164
PAMPA AULLAGAS,consultas prenatales,repetidas,2008-04-01,24,24
PAMPA GRANDE,consultas prenatales,repetidas,2008-04-01,45,45
PAPEL PAMPA,consultas prenatales,repetidas,2008-04-01,4,4
PASORAPA,consultas prenatales,repetidas,2008-04-01,28,28
PATACAMAYA,consultas prenatales,repetidas,2008-04-01,193,193
PAZÑA,consultas prenatales,repetidas,2008-04-01,28,28
PELECHUCO,consultas prenatales,repetidas,2008-04-01,11,11
POCOATA,consultas prenatales,repetidas,2008-04-01,88,88
POCONA,consultas prenatales,repetidas,2008-04-01,50,50
POJO (CBBA),consultas prenatales,repetidas,2008-04-01,61,61
POOPO,consultas prenatales,repetidas,2008-04-01,30,30
PORCO,consultas prenatales,repetidas,2008-04-01,76,76
POROMA,consultas prenatales,repetidas,2008-04-01,59,59
PORONGO,consultas prenatales,repetidas,2008-04-01,30,30
PORTACHUELO,consultas prenatales,repetidas,2008-04-01,241,241
PORVENIR,consultas prenatales,repetidas,2008-04-01,28,28
POSTRER VALLE,consultas prenatales,repetidas,2008-04-01,7,7
POTOSI,consultas prenatales,repetidas,2008-04-01,1477,1477
PRESTO,consultas prenatales,repetidas,2008-04-01,31,31
PUCARA,consultas prenatales,repetidas,2008-04-01,5,5
PUCARANI,consultas prenatales,repetidas,2008-04-01,99,99
PUERTO ACOSTA,consultas prenatales,repetidas,2008-04-01,81,81
PUERTO CARABUCO,consultas prenatales,repetidas,2008-04-01,31,31
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2008-04-01,30,30
PUERTO PEREZ,consultas prenatales,repetidas,2008-04-01,10,10
PUERTO QUIJARRO,consultas prenatales,repetidas,2008-04-01,103,103
PUERTO RICO,consultas prenatales,repetidas,2008-04-01,33,33
PUERTO SILES,consultas prenatales,repetidas,2008-04-01,3,3
PUERTO SUAREZ,consultas prenatales,repetidas,2008-04-01,101,101
PUERTO VILLARROEL,consultas prenatales,repetidas,2008-04-01,289,289
PUNA,consultas prenatales,repetidas,2008-04-01,129,129
PUNATA,consultas prenatales,repetidas,2008-04-01,197,197
QUIABAYA,consultas prenatales,repetidas,2008-04-01,7,7
QUILLACOLLO,consultas prenatales,repetidas,2008-04-01,444,444
QUIME,consultas prenatales,repetidas,2008-04-01,31,31
QUIRUSILLAS,consultas prenatales,repetidas,2008-04-01,6,6
RAVELO,consultas prenatales,repetidas,2008-04-01,109,109
REYES,consultas prenatales,repetidas,2008-04-01,71,71
RIBERALTA,consultas prenatales,repetidas,2008-04-01,888,888
ROBORE,consultas prenatales,repetidas,2008-04-01,78,78
RURRENABAQUE,consultas prenatales,repetidas,2008-04-01,142,142
SABAYA,consultas prenatales,repetidas,2008-04-01,17,17
SACABA,consultas prenatales,repetidas,2008-04-01,672,672
SACABAMBA,consultas prenatales,repetidas,2008-04-01,13,13
SACACA,consultas prenatales,repetidas,2008-04-01,128,128
SAIPINA,consultas prenatales,repetidas,2008-04-01,45,45
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2008-04-01,42,42
SAMAIPATA,consultas prenatales,repetidas,2008-04-01,50,50
SAN AGUSTIN,consultas prenatales,repetidas,2008-04-01,5,5
SAN ANDRES,consultas prenatales,repetidas,2008-04-01,55,55
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2008-04-01,16,16
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2008-04-01,8,8
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2008-04-01,41,41
SAN BENITO,consultas prenatales,repetidas,2008-04-01,48,48
SAN BORJA,consultas prenatales,repetidas,2008-04-01,216,216
SAN BUENA VENTURA,consultas prenatales,repetidas,2008-04-01,116,116
SAN CARLOS,consultas prenatales,repetidas,2008-04-01,139,139
SAN IGNACIO,consultas prenatales,repetidas,2008-04-01,174,174
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2008-04-01,476,476
SAN JAVIER(BNI),consultas prenatales,repetidas,2008-04-01,8,8
SAN JAVIER(STC),consultas prenatales,repetidas,2008-04-01,114,114
SAN JOAQUIN,consultas prenatales,repetidas,2008-04-01,58,58
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2008-04-01,72,72
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2008-04-01,63,63
SAN JULIAN,consultas prenatales,repetidas,2008-04-01,208,208
SAN LORENZO(PND),consultas prenatales,repetidas,2008-04-01,14,14
SAN LORENZO(TJA),consultas prenatales,repetidas,2008-04-01,47,47
SAN LUCAS,consultas prenatales,repetidas,2008-04-01,296,296
SAN MATIAS,consultas prenatales,repetidas,2008-04-01,72,72
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2008-04-01,59,59
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2008-04-01,16,16
SAN PEDRO,consultas prenatales,repetidas,2008-04-01,115,115
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2008-04-01,66,66
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2008-04-01,7,7
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2008-04-01,1,1
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2008-04-01,8,8
SAN PEDRO(PND),consultas prenatales,repetidas,2008-04-01,6,6
SAN RAFAEL,consultas prenatales,repetidas,2008-04-01,43,43
SAN RAMON,consultas prenatales,repetidas,2008-04-01,58,58
SAN RAMON,consultas prenatales,repetidas,2008-04-01,9,9
SANTA ANA,consultas prenatales,repetidas,2008-04-01,143,143
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2008-04-01,8418,8418
SANTA ROSA,consultas prenatales,repetidas,2008-04-01,50,50
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2008-04-01,131,131
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2008-04-01,16,16
SANTIAGO DE HUARI,consultas prenatales,repetidas,2008-04-01,42,42
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2008-04-01,6,6
SANTIVAÑES,consultas prenatales,repetidas,2008-04-01,13,13
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2008-04-01,12,12
SAPAHAQUI,consultas prenatales,repetidas,2008-04-01,22,22
SENA,consultas prenatales,repetidas,2008-04-01,20,20
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2008-04-01,62,62
SICAYA,consultas prenatales,repetidas,2008-04-01,7,7
SIPE SIPE,consultas prenatales,repetidas,2008-04-01,247,247
SOPACHUY,consultas prenatales,repetidas,2008-04-01,59,59
SORACACHI,consultas prenatales,repetidas,2008-04-01,19,19
SORATA,consultas prenatales,repetidas,2008-04-01,69,69
SUCRE,consultas prenatales,repetidas,2008-04-01,2422,2422
TACACHI,consultas prenatales,repetidas,2008-04-01,2,2
TACACOMA,consultas prenatales,repetidas,2008-04-01,30,30
TACOBAMBA,consultas prenatales,repetidas,2008-04-01,19,19
TACOPAYA,consultas prenatales,repetidas,2008-04-01,50,50
TAHUA,consultas prenatales,repetidas,2008-04-01,5,5
TAPACARI,consultas prenatales,repetidas,2008-04-01,126,126
TARABUCO,consultas prenatales,repetidas,2008-04-01,152,152
TARACO,consultas prenatales,repetidas,2008-04-01,12,12
TARATA,consultas prenatales,repetidas,2008-04-01,40,40
TARIJA,consultas prenatales,repetidas,2008-04-01,1099,1099
TARVITA,consultas prenatales,repetidas,2008-04-01,111,111
TEOPONTE,consultas prenatales,repetidas,2008-04-01,47,47
TIAWANACU,consultas prenatales,repetidas,2008-04-01,63,63
TINGUIPAYA,consultas prenatales,repetidas,2008-04-01,50,50
TIPUANI,consultas prenatales,repetidas,2008-04-01,81,81
TIQUIPAYA,consultas prenatales,repetidas,2008-04-01,348,348
TIRAQUE (CBBA),consultas prenatales,repetidas,2008-04-01,275,275
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2008-04-01,6,6
TOCO,consultas prenatales,repetidas,2008-04-01,20,20
TODOS SANTOS,consultas prenatales,repetidas,2008-04-01,1,1
TOLATA,consultas prenatales,repetidas,2008-04-01,14,14
TOLEDO,consultas prenatales,repetidas,2008-04-01,32,32
TOMAVE,consultas prenatales,repetidas,2008-04-01,40,40
TOMINA,consultas prenatales,repetidas,2008-04-01,64,64
TORO TORO,consultas prenatales,repetidas,2008-04-01,46,46
TOTORA(CBBA),consultas prenatales,repetidas,2008-04-01,101,101
TOTORA(ORR),consultas prenatales,repetidas,2008-04-01,14,14
TRIGAL,consultas prenatales,repetidas,2008-04-01,18,18
TRINIDAD,consultas prenatales,repetidas,2008-04-01,981,981
TUPIZA,consultas prenatales,repetidas,2008-04-01,264,264
TURCO,consultas prenatales,repetidas,2008-04-01,13,13
UMALA,consultas prenatales,repetidas,2008-04-01,14,14
UNCIA,consultas prenatales,repetidas,2008-04-01,142,142
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2008-04-01,59,59
URUBICHA,consultas prenatales,repetidas,2008-04-01,48,48
UYUNI,consultas prenatales,repetidas,2008-04-01,172,172
VACAS,consultas prenatales,repetidas,2008-04-01,52,52
VALLEGRANDE,consultas prenatales,repetidas,2008-04-01,71,71
VIACHA,consultas prenatales,repetidas,2008-04-01,299,299
VILA VILA,consultas prenatales,repetidas,2008-04-01,20,20
VILLA MONTES,consultas prenatales,repetidas,2008-04-01,334,334
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2008-04-01,5,5
VILLA RIVERO,consultas prenatales,repetidas,2008-04-01,12,12
VILLA SERRANO,consultas prenatales,repetidas,2008-04-01,52,52
VILLA TUNARI,consultas prenatales,repetidas,2008-04-01,463,463
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2008-04-01,71,71
VILLAZON,consultas prenatales,repetidas,2008-04-01,279,279
VINTO,consultas prenatales,repetidas,2008-04-01,176,176
VITICHI,consultas prenatales,repetidas,2008-04-01,57,57
WALDO BALLIVIAN,consultas prenatales,repetidas,2008-04-01,8,8
WARNES,consultas prenatales,repetidas,2008-04-01,457,457
YACO,consultas prenatales,repetidas,2008-04-01,28,28
YACUIBA,consultas prenatales,repetidas,2008-04-01,756,756
YAMPARAEZ,consultas prenatales,repetidas,2008-04-01,35,35
YANACACHI,consultas prenatales,repetidas,2008-04-01,7,7
YAPACANI,consultas prenatales,repetidas,2008-04-01,268,268
YOCALLA,consultas prenatales,repetidas,2008-04-01,21,21
YOTALA,consultas prenatales,repetidas,2008-04-01,46,46
YUNCHARA,consultas prenatales,repetidas,2008-04-01,32,32
ZUDAÑEZ,consultas prenatales,repetidas,2008-04-01,24,24
ACACIO,consultas prenatales,repetidas,2008-05-01,29,29
ACHACACHI,consultas prenatales,repetidas,2008-05-01,174,174
ACHOCALLA,consultas prenatales,repetidas,2008-05-01,37,37
AIQUILE,consultas prenatales,repetidas,2008-05-01,224,224
ALALAY,consultas prenatales,repetidas,2008-05-01,12,12
ALCALA,consultas prenatales,repetidas,2008-05-01,29,29
ANCORAIMES,consultas prenatales,repetidas,2008-05-01,43,43
ANDAMARCA,consultas prenatales,repetidas,2008-05-01,21,21
ANTEQUERA,consultas prenatales,repetidas,2008-05-01,21,21
ANZALDO,consultas prenatales,repetidas,2008-05-01,31,31
APOLO,consultas prenatales,repetidas,2008-05-01,93,93
ARAMPAMPA,consultas prenatales,repetidas,2008-05-01,26,26
