municipality,group,variable,month,Nuevas antes del 5to mes de embarazo,TOTAL
CHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,6,6
CHARAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,41,41
CHARAÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,2,2
CHAYANTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,22,22
CHIMORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,23,23
CHIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,2,2
CHOQUE COTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,29,29
CHUMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,6,6
CLIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,31,31
COBIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,111,111
COCHABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,1725,1725
COIPASA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,2,2
COLCAPIRHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,93,93
"COLCHA ""K""",consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,14,14
COLLANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,2,2
COLOMI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,39,39
COLPA BELGICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,3,3
COLQUECHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,48,48
COLQUENCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,6,6
COLQUIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,39,39
COMANCHE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,1,1
COMARAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,32,32
COMBAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,2,2
CONCEPCION,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,28,28
COPACABANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,12,12
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,11,11
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,5,5
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,21,21
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,3,3
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,33,33
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,56,56
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,35,35
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,2,2
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,2,2
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,23,23
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,8,8
CURVA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,5,5
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,9,9
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,1473,1473
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,4,4
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,16,16
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,16,16
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,77,77
ENTRE RIOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,25,25
ENTRE RIOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,32,32
ESCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,1,1
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,11,11
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,1,1
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,2,2
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,17,17
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,4,4
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,15,15
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,12,12
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,31,31
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,13,13
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,88,88
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,21,21
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,15,15
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,5,5
HUACHACALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,1,1
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,70,70
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,5,5
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,3,3
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,1,1
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,14,14
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,47,47
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,2,2
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,12,12
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,13,13
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,11,11
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,19,19
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,90,90
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,96,96
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,1411,1411
LA RIVERA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,1,1
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,6,6
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,14,14
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,5,5
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,1,1
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,89,89
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,9,9
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,4,4
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,8,8
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,6,6
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,9,9
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,13,13
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,15,15
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,3,3
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,22,22
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,14,14
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,14,14
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,29,29
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,7,7
MOJINETE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,1,1
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,7,7
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,42,42
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,224,224
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,1,1
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,40,40
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,7,7
NAZACARA DE PACAJES,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,1,1
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,38,38
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,26,26
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,11,11
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,642,642
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,14,14
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,12,12
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,49,49
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,17,17
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,44,44
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,2,2
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,10,10
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,1,1
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,4,4
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,39,39
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,5,5
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,13,13
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,27,27
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,13,13
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,15,15
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,6,6
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,13,13
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,26,26
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,9,9
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,45,45
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,10,10
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,500,500
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,5,5
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,3,3
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,24,24
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,23,23
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,12,12
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,7,7
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,2,2
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,30,30
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,12,12
PUERTO SILES,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,2,2
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,32,32
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,128,128
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,32,32
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,66,66
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,2,2
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,211,211
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,9,9
QUIRUSILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,3,3
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,36,36
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,30,30
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,233,233
ROBORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,29,29
RURRENABAQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,32,32
SABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,8,8
SACABA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,178,178
SACABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,3,3
SACACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,40,40
SAIPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,14,14
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,19,19
SAMAIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,7,7
SAN AGUSTIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,1,1
SAN ANDRES,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,13,13
SAN ANDRES DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,2,2
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,6,6
SAN BENITO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,18,18
SAN BORJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,72,72
SAN BUENA VENTURA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,16,16
SAN CARLOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,29,29
SAN IGNACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,41,41
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,137,137
SAN JAVIER(BNI),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,2,2
SAN JAVIER(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,9,9
SAN JOAQUIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,11,11
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,31,31
SAN JUAN DE YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,25,25
SAN JULIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,65,65
SAN LORENZO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,9,9
SAN LORENZO(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,16,16
SAN LUCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,70,70
SAN MATIAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,19,19
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,17,17
SAN PABLO DE LIPEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,5,5
SAN PEDRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,29,29
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,40,40
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,5,5
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,3,3
SAN RAFAEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,9,9
SAN RAMON,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,12,12
SAN RAMON,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,15,15
SANTA ANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,19,19
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,2984,2984
SANTA ROSA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,13,13
SANTA ROSA DEL SARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,35,35
SANTIAGO DE CALLAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,4,4
SANTIAGO DE HUARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,8,8
SANTIAGO DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,1,1
SANTIVAÑES,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,2,2
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,5,5
SAPAHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,1,1
SENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,12,12
SICA SICA (VILLA AROMA),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,19,19
SIPE SIPE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,60,60
SOPACHUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,9,9
SORACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,8,8
SORATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,13,13
SUCRE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,610,610
TACACOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,10,10
TACOBAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,8,8
TACOPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,4,4
TAPACARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,37,37
TARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,35,35
TARACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,5,5
TARATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,15,15
TARIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,409,409
TARVITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,38,38
TEOPONTE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,9,9
TIAWANACU,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,11,11
TINGUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,29,29
TIPUANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,15,15
TIQUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,114,114
TIRAQUE (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,74,74
TOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,7,7
TODOS SANTOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,1,1
TOLATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,6,6
TOLEDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,5,5
TOMAVE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,12,12
TOMINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,17,17
TORO TORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,12,12
TOTORA(CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,16,16
TOTORA(ORR),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,1,1
TRIGAL,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,1,1
TRINIDAD,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,198,198
TUPIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,70,70
TURCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,6,6
UMALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,3,3
UNCIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,52,52
URIONDO (A. CONCEPCION),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,18,18
URUBICHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,3,3
UYUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,46,46
VACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,11,11
VALLEGRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,25,25
VIACHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,62,62
VILA VILA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,5,5
VILLA MONTES,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,72,72
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,1,1
VILLA RIVERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,7,7
VILLA SERRANO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,17,17
VILLA TUNARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,218,218
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,13,13
VILLAZON,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,54,54
VINTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,75,75
VITICHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,17,17
WALDO BALLIVIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,2,2
WARNES,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,102,102
YACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,11,11
YACUIBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,113,113
YAMPARAEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,10,10
YANACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,2,2
YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,48,48
YOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,9,9
YOTALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,12,12
YUNCHARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,9,9
ZUDAÑEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-03-01,16,16
ACACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,11,11
ACHACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,62,62
ACHOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,8,8
AIQUILE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,52,52
ALALAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,4,4
ALCALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,9,9
ANCORAIMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,8,8
ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,3,3
ANTEQUERA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,5,5
ANZALDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,12,12
APOLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,32,32
ARAMPAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,5,5
ARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,10,10
ARBIETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,10,10
ARQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,10,10
ASCENCION DE GUARAYOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,100,100
ATOCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,30,30
AUCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,4,4
AYATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,4,4
AYO AYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,30,30
AZURDUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,37,37
BATALLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,17,17
BAURES,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,7,7
BELEN DE URMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,1,1
BELLA FLOR,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,4,4
BERMEJO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,44,44
BETANZOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,48,48
BOLIVAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,14,14
BOLPEBRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,5,5
BOYUIBE,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,6,6
BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,21,21
CABEZAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,41,41
CAIROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,12,12
"CAIZA ""D""",consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,8,8
CAJUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,9,9
CALACOTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,3,3
CALAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,11,11
CAMARGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,31,31
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2008-04-01,5,5
