municipality,group,variable,month,Mujeres con 4ta consulta prenatal,TOTAL
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,6,6
SAN BENITO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,5,5
SAN BORJA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,29,29
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,19,19
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,53,53
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,27,27
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,86,86
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,2,2
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,45,45
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,20,20
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,20,20
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,33,33
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,51,51
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,3,3
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,10,10
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,75,75
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,13,13
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,17,17
SAN PABLO DE LIPEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,2,2
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,21,21
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,10,10
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,3,3
SAN PEDRO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,5,5
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,7,7
SAN RAMON,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,47,47
SAN RAMON,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,4,4
SANTA ANA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,34,34
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,1589,1589
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,26,26
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,24,24
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,6,6
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,8,8
SANTIAGO DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,1,1
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,8,8
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,5,5
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,1,1
SENA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,2,2
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,8,8
SICAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,2,2
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,56,56
SOPACHUY,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,13,13
SORACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,6,6
SORATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,14,14
SUCRE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,459,459
TACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,3,3
TACACOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,4,4
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,6,6
TACOPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,9,9
TAPACARI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,21,21
TARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,35,35
TARACO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,3,3
TARATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,5,5
TARIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,280,280
TARVITA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,16,16
TEOPONTE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,8,8
TIAWANACU,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,9,9
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,11,11
TIPUANI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,11,11
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,94,94
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,54,54
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,1,1
TOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,5,5
TOLATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,3,3
TOLEDO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,4,4
TOMAVE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,17,17
TOMINA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,20,20
TORO TORO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,11,11
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,19,19
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,5,5
TRIGAL,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,4,4
TRINIDAD,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,175,175
TUPIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,57,57
TURCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,3,3
UMALA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,2,2
UNCIA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,33,33
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,15,15
URUBICHA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,4,4
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,30,30
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,5,5
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,18,18
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,61,61
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,4,4
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,82,82
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,1,1
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,2,2
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,5,5
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,87,87
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,13,13
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,46,46
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,48,48
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,9,9
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,1,1
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,127,127
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,2,2
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,90,90
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,6,6
YANACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,4,4
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,43,43
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,5,5
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,13,13
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,6,6
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2008-03-01,13,13
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,5,5
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,74,74
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,11,11
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,51,51
ALALAY,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,5,5
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,4,4
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,14,14
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,3,3
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,5,5
ANZALDO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,7,7
APOLO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,19,19
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,6,6
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,3,3
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,8,8
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,12,12
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,38,38
ATOCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,31,31
AUCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,2,2
AYATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,7,7
AYO AYO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,27,27
AZURDUY,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,19,19
BATALLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,24,24
BAURES,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,6,6
BELEN DE ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,1,1
BELEN DE URMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,2,2
BELLA FLOR,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,5,5
BERMEJO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,44,44
BETANZOS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,28,28
BOLPEBRA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,1,1
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,2,2
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,8,8
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,40,40
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,3,3
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,6,6
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,7,7
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,5,5
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,16,16
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,33,33
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,4,4
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,59,59
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,28,28
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,8,8
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,24,24
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,80,80
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,19,19
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,4,4
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,3,3
CATACORA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,1,1
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,27,27
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,7,7
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,55,55
CHARAÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,2,2
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,17,17
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,20,20
CHOQUE COTA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,3,3
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,27,27
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,6,6
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,21,21
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,65,65
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,1153,1153
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,48,48
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,13,13
COLLANA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,1,1
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,26,26
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,9,9
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,28,28
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,6,6
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,39,39
COMANCHE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,2,2
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,49,49
COMBAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,3,3
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,21,21
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,14,14
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,17,17
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,7,7
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,18,18
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,7,7
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,25,25
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,63,63
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,21,21
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,2,2
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,3,3
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,20,20
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,7,7
CURVA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,2,2
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,5,5
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,1216,1216
EL CHORO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,2,2
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,16,16
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,12,12
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,44,44
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,5,5
ENTRE RIOS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,24,24
ENTRE RIOS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,26,26
ESCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,1,1
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,10,10
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,1,1
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,7,7
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,23,23
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,4,4
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,31,31
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,4,4
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,10,10
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,6,6
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,67,67
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,17,17
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,18,18
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,2,2
HUACHACALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,1,1
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,87,87
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,3,3
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,1,1
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,12,12
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,45,45
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,5,5
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,11,11
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,19,19
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,11,11
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,84,84
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,72,72
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,973,973
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,8,8
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,11,11
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,4,4
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,1,1
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,50,50
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,1,1
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,2,2
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,7,7
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,3,3
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,16,16
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,26,26
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,17,17
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,2,2
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,22,22
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,6,6
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,28,28
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,21,21
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,4,4
MOJINETE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,1,1
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,9,9
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,69,69
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,126,126
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,4,4
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,11,11
NAZACARA DE PACAJES,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,2,2
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,14,14
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,28,28
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,9,9
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,426,426
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,22,22
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,12,12
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,16,16
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,11,11
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,35,35
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,5,5
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,12,12
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,1,1
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,5,5
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,44,44
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,7,7
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,8,8
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,23,23
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,14,14
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,10,10
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,5,5
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,16,16
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,13,13
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,7,7
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,148,148
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,5,5
POSTRER VALLE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,1,1
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,292,292
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,7,7
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,28,28
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,12,12
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,7,7
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,8,8
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,3,3
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,27,27
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,6,6
PUERTO SILES,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,3,3
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,23,23
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,64,64
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,40,40
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,32,32
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,4,4
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,91,91
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,5,5
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,4,4
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,19,19
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,24,24
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,183,183
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,19,19
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,34,34
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,4,4
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,90,90
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,6,6
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,20,20
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,16,16
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,8,8
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,6,6
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,1,1
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,17,17
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2008-04-01,4,4
