municipality,group,variable,month,Nuevas a partir del 5to mes de embarazo,TOTAL
VINTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-02-01,59,59
VITICHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-02-01,9,9
WARNES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-02-01,77,77
YACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-02-01,9,9
YACUIBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-02-01,124,124
YAMPARAEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-02-01,4,4
YANACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-02-01,1,1
YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-02-01,36,36
YOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-02-01,2,2
YOTALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-02-01,6,6
YUNCHARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-02-01,6,6
ZUDAÑEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-02-01,4,4
ACACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,11,11
ACHACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,39,39
ACHOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,5,5
AIQUILE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,45,45
ALALAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,3,3
ANCORAIMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,17,17
ANDAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,2,2
ANTEQUERA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,7,7
ANZALDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,14,14
APOLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,16,16
ARAMPAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,7,7
ARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,6,6
ARBIETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,6,6
ARQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,22,22
ASCENCION DE GUARAYOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,28,28
ATOCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,18,18
AUCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,5,5
AYATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,7,7
AYO AYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,35,35
AZURDUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,9,9
BATALLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,18,18
BAURES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,3,3
BELLA FLOR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,1,1
BERMEJO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,24,24
BETANZOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,49,49
BOLIVAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,8,8
BOLPEBRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,1,1
BOYUIBE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,6,6
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,9,9
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,17,17
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,12,12
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,6,6
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,10,10
CALACOTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,6,6
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,17,17
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,22,22
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,2,2
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,39,39
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,21,21
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,4,4
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,26,26
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,81,81
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,4,4
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,13,13
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,6,6
CHACARILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,3,3
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,36,36
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,3,3
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,29,29
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,16,16
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,22,22
CHIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,2,2
CHOQUE COTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,15,15
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,6,6
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,9,9
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,47,47
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,1189,1189
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,81,81
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,9,9
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,28,28
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,5,5
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,53,53
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,8,8
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,7,7
COMANCHE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,2,2
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,12,12
COMBAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,1,1
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,8,8
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,16,16
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,16,16
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,7,7
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,17,17
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,7,7
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,14,14
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,39,39
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,20,20
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,3,3
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,1,1
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,16,16
CURAHUARA DE CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,6,6
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,1,1
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,5,5
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,1140,1140
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,7,7
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,9,9
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,5,5
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,22,22
ENTRE RIOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,12,12
ENTRE RIOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,41,41
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,5,5
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,1,1
EXALTACION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,1,1
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,12,12
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,3,3
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,21,21
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,11,11
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,11,11
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,6,6
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,42,42
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,8,8
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,8,8
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,4,4
HUACHACALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,3,3
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,57,57
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,2,2
HUAYLLAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,4,4
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,9,9
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,11,11
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,36,36
INGAVI (HUMAITA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,3,3
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,13,13
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,14,14
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,8,8
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,7,7
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,76,76
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,55,55
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,1389,1389
LA RIVERA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,1,1
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,5,5
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,8,8
LAS CARRERAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,1,1
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,90,90
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,4,4
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,5,5
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,4,4
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,5,5
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,2,2
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,4,4
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,7,7
MALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,3,3
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,11,11
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,11,11
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,87,87
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,22,22
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,10,10
MOJOCOYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,7,7
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,12,12
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,137,137
MORO MORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,1,1
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,43,43
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,4,4
NAZACARA DE PACAJES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,2,2
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,26,26
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,17,17
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,5,5
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,480,480
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,11,11
PADILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,10,10
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,31,31
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,17,17
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,12,12
PAMPA AULLAGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,6,6
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,8,8
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,4,4
PASORAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,4,4
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,32,32
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,4,4
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,8,8
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,27,27
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,16,16
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,30,30
POOPO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,3,3
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,7,7
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,17,17
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,11,11
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,16,16
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,8,8
POSTRER VALLE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,1,1
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,894,894
PRESTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,5,5
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,18,18
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,20,20
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,12,12
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,1,1
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,1,1
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,31,31
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,5,5
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,21,21
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,143,143
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,27,27
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,41,41
QUIABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,2,2
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,97,97
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,9,9
QUIRUSILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,1,1
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,21,21
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,13,13
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,124,124
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,6,6
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,19,19
SABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,3,3
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,136,136
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,4,4
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,25,25
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,4,4
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,5,5
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,3,3
SAN AGUSTIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,3,3
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,6,6
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,2,2
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,1,1
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,4,4
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,7,7
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,50,50
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,6,6
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,11,11
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,28,28
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,76,76
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,3,3
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,11,11
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,1,1
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,17,17
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,14,14
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,42,42
SAN LORENZO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,4,4
SAN LORENZO(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,6,6
SAN LUCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,33,33
SAN MATIAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,15,15
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,2,2
SAN PABLO DE LIPEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,1,1
SAN PEDRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,9,9
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,42,42
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,1,1
SAN PEDRO DE QUEMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,2,2
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,1,1
SAN PEDRO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,2,2
SAN RAFAEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,8,8
SAN RAMON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,16,16
SAN RAMON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,4,4
SANTA ANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,18,18
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,3237,3237
SANTA ROSA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,8,8
SANTA ROSA DEL SARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,14,14
SANTIAGO DE CALLAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,1,1
SANTIAGO DE HUARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,7,7
SANTIAGO DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,2,2
SANTIVAÑES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,4,4
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,1,1
SAPAHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,7,7
SENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,9,9
SICA SICA (VILLA AROMA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,14,14
SICAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,3,3
SIPE SIPE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,43,43
SOPACHUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,6,6
SORACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,4,4
SORATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,22,22
SUCRE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,223,223
TACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,2,2
TACACOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,11,11
TACOBAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,12,12
TACOPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,9,9
TAHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,1,1
TAPACARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,39,39
TARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,8,8
TARACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,2,2
TARATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,7,7
TARIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,191,191
TARVITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,13,13
TEOPONTE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,2,2
TIAWANACU,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,10,10
TINGUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,22,22
TIPUANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,7,7
TIQUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,72,72
TIRAQUE (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,74,74
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,2,2
TOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,2,2
TOLATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,4,4
TOLEDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,6,6
TOMAVE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,7,7
TOMINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,2,2
TORO TORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,14,14
TOTORA(CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,21,21
TOTORA(ORR),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,2,2
TRIGAL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,3,3
TRINIDAD,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,141,141
TUPIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,17,17
TURCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,1,1
UMALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,6,6
UNCIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,36,36
URIONDO (A. CONCEPCION),consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,8,8
URUBICHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,7,7
UYUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2008-03-01,38,38
