,group,variable,month,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TOTALES,TOTALES,TOTALES
TIQUIPAYA,chagas,tratamientos de 15 anos y mas,2013-10-01,0,2,0,0,0,2,2
TOMAVE,chagas,tratamientos de 15 anos y mas,2013-10-01,1,0,0,0,1,0,1
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2013-10-01,5,7,0,0,5,7,12
TUPIZA,chagas,tratamientos de 15 anos y mas,2013-10-01,14,34,18,40,32,74,106
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2013-10-01,3,5,4,4,7,9,16
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2013-10-01,23,35,7,6,30,41,71
VILLAZON,chagas,tratamientos de 15 anos y mas,2013-10-01,0,2,0,0,0,2,2
YANACACHI,chagas,tratamientos de 15 anos y mas,2013-10-01,0,0,2,2,2,2,4
AIQUILE,chagas,tratamientos de 15 anos y mas,2013-11-01,0,1,1,3,1,4,5
ARAMPAMPA,chagas,tratamientos de 15 anos y mas,2013-11-01,2,2,2,3,4,5,9
ARBIETO,chagas,tratamientos de 15 anos y mas,2013-11-01,0,0,1,0,1,0,1
BERMEJO,chagas,tratamientos de 15 anos y mas,2013-11-01,0,2,0,2,0,4,4
BETANZOS,chagas,tratamientos de 15 anos y mas,2013-11-01,0,0,1,8,1,8,9
CAPINOTA,chagas,tratamientos de 15 anos y mas,2013-11-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2013-11-01,1,3,0,0,1,3,4
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2013-11-01,18,20,24,33,42,53,95
CORIPATA,chagas,tratamientos de 15 anos y mas,2013-11-01,1,0,0,0,1,0,1
COTAGAITA,chagas,tratamientos de 15 anos y mas,2013-11-01,1,1,0,0,1,1,2
EL TORNO,chagas,tratamientos de 15 anos y mas,2013-11-01,6,0,0,0,6,0,6
GUTIERREZ,chagas,tratamientos de 15 anos y mas,2013-11-01,1,1,0,0,1,1,2
ICLA,chagas,tratamientos de 15 anos y mas,2013-11-01,1,0,0,0,1,0,1
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2013-11-01,0,0,0,1,0,1,1
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2013-11-01,1,0,0,0,1,0,1
LA PAZ,chagas,tratamientos de 15 anos y mas,2013-11-01,2,0,2,0,4,0,4
MACHARETI,chagas,tratamientos de 15 anos y mas,2013-11-01,0,0,1,1,1,1,2
MIZQUE,chagas,tratamientos de 15 anos y mas,2013-11-01,10,4,3,1,13,5,18
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2013-11-01,0,1,2,0,2,1,3
MORO MORO,chagas,tratamientos de 15 anos y mas,2013-11-01,0,0,1,1,1,1,2
OMEREQUE,chagas,tratamientos de 15 anos y mas,2013-11-01,4,5,3,5,7,10,17
PASORAPA,chagas,tratamientos de 15 anos y mas,2013-11-01,2,2,2,3,4,5,9
PUNA,chagas,tratamientos de 15 anos y mas,2013-11-01,0,2,0,0,0,2,2
RAVELO,chagas,tratamientos de 15 anos y mas,2013-11-01,0,0,2,2,2,2,4
SAMAIPATA,chagas,tratamientos de 15 anos y mas,2013-11-01,2,1,0,0,2,1,3
SAN LORENZO(TJA),chagas,tratamientos de 15 anos y mas,2013-11-01,0,2,2,0,2,2,4
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2013-11-01,9,7,3,2,12,9,21
SUCRE,chagas,tratamientos de 15 anos y mas,2013-11-01,8,8,10,18,18,26,44
TARATA,chagas,tratamientos de 15 anos y mas,2013-11-01,0,1,0,0,0,1,1
TARIJA,chagas,tratamientos de 15 anos y mas,2013-11-01,10,20,7,34,17,54,71
TIQUIPAYA,chagas,tratamientos de 15 anos y mas,2013-11-01,0,1,0,0,0,1,1
TOMAVE,chagas,tratamientos de 15 anos y mas,2013-11-01,3,2,0,0,3,2,5
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2013-11-01,1,0,1,3,2,3,5
TUPIZA,chagas,tratamientos de 15 anos y mas,2013-11-01,6,22,17,29,23,51,74
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2013-11-01,0,2,0,2,0,4,4
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2013-11-01,4,3,3,6,7,9,16
VINTO,chagas,tratamientos de 15 anos y mas,2013-11-01,4,13,0,0,4,13,17
AIQUILE,chagas,tratamientos de 15 anos y mas,2013-12-01,0,1,1,1,1,2,3
BERMEJO,chagas,tratamientos de 15 anos y mas,2013-12-01,0,2,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),chagas,tratamientos de 15 anos y mas,2013-12-01,0,3,0,0,0,3,3
CLIZA,chagas,tratamientos de 15 anos y mas,2013-12-01,1,1,0,1,1,2,3
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2013-12-01,11,10,17,35,28,45,73
COROICO,chagas,tratamientos de 15 anos y mas,2013-12-01,0,1,0,0,0,1,1
COTAGAITA,chagas,tratamientos de 15 anos y mas,2013-12-01,1,0,0,0,1,0,1
EL TORNO,chagas,tratamientos de 15 anos y mas,2013-12-01,0,1,1,0,1,1,2
GUTIERREZ,chagas,tratamientos de 15 anos y mas,2013-12-01,0,0,1,1,1,1,2
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2013-12-01,0,2,1,0,1,2,3
LA PAZ,chagas,tratamientos de 15 anos y mas,2013-12-01,0,0,2,2,2,2,4
MIZQUE,chagas,tratamientos de 15 anos y mas,2013-12-01,3,5,5,6,8,11,19
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2013-12-01,4,2,0,1,4,3,7
OMEREQUE,chagas,tratamientos de 15 anos y mas,2013-12-01,0,0,1,0,1,0,1
QUILLACOLLO,chagas,tratamientos de 15 anos y mas,2013-12-01,2,0,0,0,2,0,2
RAVELO,chagas,tratamientos de 15 anos y mas,2013-12-01,1,1,0,1,1,2,3
SAMAIPATA,chagas,tratamientos de 15 anos y mas,2013-12-01,0,2,5,1,5,3,8
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2013-12-01,1,9,1,4,2,13,15
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2013-12-01,28,52,0,0,28,52,80
SOPACHUY,chagas,tratamientos de 15 anos y mas,2013-12-01,0,0,0,1,0,1,1
SUCRE,chagas,tratamientos de 15 anos y mas,2013-12-01,0,1,31,49,31,50,81
TARATA,chagas,tratamientos de 15 anos y mas,2013-12-01,4,0,0,0,4,0,4
TARIJA,chagas,tratamientos de 15 anos y mas,2013-12-01,2,6,15,30,17,36,53
TUPIZA,chagas,tratamientos de 15 anos y mas,2013-12-01,9,22,14,34,23,56,79
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2013-12-01,0,0,2,4,2,4,6
VILLAZON,chagas,tratamientos de 15 anos y mas,2013-12-01,0,1,0,2,0,3,3
WARNES,chagas,tratamientos de 15 anos y mas,2013-12-01,0,0,1,0,1,0,1
