,group,variable,month,PERSONAS DE 5 A 9 AÑOS NUEVA,PERSONAS DE 5 A 9 AÑOS NUEVA,PERSONAS DE 5 A 9 AÑOS REPETIDAS,PERSONAS DE 5 A 9 AÑOS REPETIDAS,TOTALES,TOTALES,TOTALES
PUERTO PEREZ,consulta externa,personas de 5 a 9 anos,2008-03-01,11,11,0,0,11,11,22
PUERTO QUIJARRO,consulta externa,personas de 5 a 9 anos,2008-03-01,119,123,3,13,122,136,258
PUERTO RICO,consulta externa,personas de 5 a 9 anos,2008-03-01,133,155,3,2,136,157,293
PUERTO SILES,consulta externa,personas de 5 a 9 anos,2008-03-01,3,1,0,0,3,1,4
PUERTO SUAREZ,consulta externa,personas de 5 a 9 anos,2008-03-01,206,255,10,14,216,269,485
PUERTO VILLARROEL,consulta externa,personas de 5 a 9 anos,2008-03-01,211,182,7,4,218,186,404
PUNA,consulta externa,personas de 5 a 9 anos,2008-03-01,61,58,0,1,61,59,120
PUNATA,consulta externa,personas de 5 a 9 anos,2008-03-01,91,74,12,5,103,79,182
QUIABAYA,consulta externa,personas de 5 a 9 anos,2008-03-01,4,3,0,0,4,3,7
QUILLACOLLO,consulta externa,personas de 5 a 9 anos,2008-03-01,326,350,104,97,430,447,877
QUIME,consulta externa,personas de 5 a 9 anos,2008-03-01,21,30,0,0,21,30,51
QUIRUSILLAS,consulta externa,personas de 5 a 9 anos,2008-03-01,19,13,5,0,24,13,37
RAVELO,consulta externa,personas de 5 a 9 anos,2008-03-01,30,26,0,0,30,26,56
REYES,consulta externa,personas de 5 a 9 anos,2008-03-01,48,41,6,3,54,44,98
RIBERALTA,consulta externa,personas de 5 a 9 anos,2008-03-01,288,294,13,16,301,310,611
ROBORE,consulta externa,personas de 5 a 9 anos,2008-03-01,102,86,23,16,125,102,227
RURRENABAQUE,consulta externa,personas de 5 a 9 anos,2008-03-01,97,108,2,3,99,111,210
SABAYA,consulta externa,personas de 5 a 9 anos,2008-03-01,18,22,0,0,18,22,40
SACABA,consulta externa,personas de 5 a 9 anos,2008-03-01,216,199,95,87,311,286,597
SACABAMBA,consulta externa,personas de 5 a 9 anos,2008-03-01,4,4,0,1,4,5,9
SACACA,consulta externa,personas de 5 a 9 anos,2008-03-01,34,53,1,0,35,53,88
SAIPINA,consulta externa,personas de 5 a 9 anos,2008-03-01,46,53,8,8,54,61,115
SALINAS DE GARCI MENDOZA,consulta externa,personas de 5 a 9 anos,2008-03-01,29,31,0,0,29,31,60
SAMAIPATA,consulta externa,personas de 5 a 9 anos,2008-03-01,43,64,0,2,43,66,109
SAN AGUSTIN,consulta externa,personas de 5 a 9 anos,2008-03-01,14,14,0,0,14,14,28
SAN ANDRES,consulta externa,personas de 5 a 9 anos,2008-03-01,51,77,2,2,53,79,132
SAN ANDRES DE MACHACA,consulta externa,personas de 5 a 9 anos,2008-03-01,9,15,0,0,9,15,24
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 5 a 9 anos,2008-03-01,9,8,0,0,9,8,17
SAN ANTONIO DE LOMERIO,consulta externa,personas de 5 a 9 anos,2008-03-01,20,21,0,0,20,21,41
SAN BENITO,consulta externa,personas de 5 a 9 anos,2008-03-01,19,31,0,5,19,36,55
SAN BORJA,consulta externa,personas de 5 a 9 anos,2008-03-01,141,122,6,3,147,125,272
SAN BUENA VENTURA,consulta externa,personas de 5 a 9 anos,2008-03-01,55,79,4,6,59,85,144
SAN CARLOS,consulta externa,personas de 5 a 9 anos,2008-03-01,133,112,3,6,136,118,254
SAN IGNACIO,consulta externa,personas de 5 a 9 anos,2008-03-01,138,148,7,10,145,158,303
SAN IGNACIO DE VELASCO,consulta externa,personas de 5 a 9 anos,2008-03-01,289,378,23,26,312,404,716
SAN JAVIER(BNI),consulta externa,personas de 5 a 9 anos,2008-03-01,32,22,2,3,34,25,59
SAN JAVIER(STC),consulta externa,personas de 5 a 9 anos,2008-03-01,47,56,4,4,51,60,111
SAN JOAQUIN,consulta externa,personas de 5 a 9 anos,2008-03-01,68,77,19,18,87,95,182
SAN JOSE DE CHIQUITOS,consulta externa,personas de 5 a 9 anos,2008-03-01,114,89,2,3,116,92,208
SAN JUAN DE YAPACANI,consulta externa,personas de 5 a 9 anos,2008-03-01,115,124,20,8,135,132,267
SAN JULIAN,consulta externa,personas de 5 a 9 anos,2008-03-01,499,510,29,33,528,543,1071
SAN LORENZO(PND),consulta externa,personas de 5 a 9 anos,2008-03-01,10,18,0,0,10,18,28
SAN LORENZO(TJA),consulta externa,personas de 5 a 9 anos,2008-03-01,478,506,38,35,516,541,1057
SAN LUCAS,consulta externa,personas de 5 a 9 anos,2008-03-01,73,74,0,2,73,76,149
SAN MATIAS,consulta externa,personas de 5 a 9 anos,2008-03-01,60,68,0,1,60,69,129
SAN MIGUEL DE VELASCO,consulta externa,personas de 5 a 9 anos,2008-03-01,34,30,2,1,36,31,67
SAN PABLO DE LIPEZ,consulta externa,personas de 5 a 9 anos,2008-03-01,25,15,1,0,26,15,41
SAN PEDRO,consulta externa,personas de 5 a 9 anos,2008-03-01,213,224,15,8,228,232,460
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 5 a 9 anos,2008-03-01,32,33,0,1,32,34,66
SAN PEDRO DE CURAHUARA,consulta externa,personas de 5 a 9 anos,2008-03-01,22,11,0,0,22,11,33
SAN PEDRO DE QUEMES,consulta externa,personas de 5 a 9 anos,2008-03-01,0,2,0,0,0,2,2
SAN PEDRO DE TIQUINA,consulta externa,personas de 5 a 9 anos,2008-03-01,4,3,0,0,4,3,7
SAN PEDRO(PND),consulta externa,personas de 5 a 9 anos,2008-03-01,8,9,0,0,8,9,17
SAN RAFAEL,consulta externa,personas de 5 a 9 anos,2008-03-01,27,27,1,0,28,27,55
SAN RAMON,consulta externa,personas de 5 a 9 anos,2008-03-01,55,38,11,10,66,48,114
SAN RAMON,consulta externa,personas de 5 a 9 anos,2008-03-01,21,9,0,0,21,9,30
SANTA ANA,consulta externa,personas de 5 a 9 anos,2008-03-01,174,193,3,4,177,197,374
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 5 a 9 anos,2008-03-01,7904,6916,1760,1928,9664,8844,18508
SANTA ROSA,consulta externa,personas de 5 a 9 anos,2008-03-01,42,65,0,0,42,65,107
SANTA ROSA DEL SARA,consulta externa,personas de 5 a 9 anos,2008-03-01,59,38,2,0,61,38,99
SANTIAGO DE CALLAPA,consulta externa,personas de 5 a 9 anos,2008-03-01,10,7,0,0,10,7,17
SANTIAGO DE HUARI,consulta externa,personas de 5 a 9 anos,2008-03-01,54,29,2,0,56,29,85
SANTIAGO DE MACHACA,consulta externa,personas de 5 a 9 anos,2008-03-01,4,4,4,0,8,4,12
SANTIVAÑES,consulta externa,personas de 5 a 9 anos,2008-03-01,24,28,0,0,24,28,52
SANTUARIO DE QUILLACAS,consulta externa,personas de 5 a 9 anos,2008-03-01,6,1,0,0,6,1,7
SAPAHAQUI,consulta externa,personas de 5 a 9 anos,2008-03-01,29,23,1,0,30,23,53
SENA,consulta externa,personas de 5 a 9 anos,2008-03-01,15,21,0,0,15,21,36
SICA SICA (VILLA AROMA),consulta externa,personas de 5 a 9 anos,2008-03-01,15,16,3,0,18,16,34
SICAYA,consulta externa,personas de 5 a 9 anos,2008-03-01,6,7,0,1,6,8,14
SIPE SIPE,consulta externa,personas de 5 a 9 anos,2008-03-01,46,33,5,10,51,43,94
SOPACHUY,consulta externa,personas de 5 a 9 anos,2008-03-01,26,36,1,0,27,36,63
SORACACHI,consulta externa,personas de 5 a 9 anos,2008-03-01,11,9,0,0,11,9,20
SORATA,consulta externa,personas de 5 a 9 anos,2008-03-01,45,36,2,1,47,37,84
SUCRE,consulta externa,personas de 5 a 9 anos,2008-03-01,1516,1659,646,655,2162,2314,4476
TACACHI,consulta externa,personas de 5 a 9 anos,2008-03-01,3,3,0,1,3,4,7
TACACOMA,consulta externa,personas de 5 a 9 anos,2008-03-01,11,13,0,0,11,13,24
TACOBAMBA,consulta externa,personas de 5 a 9 anos,2008-03-01,17,13,0,0,17,13,30
TACOPAYA,consulta externa,personas de 5 a 9 anos,2008-03-01,6,4,0,0,6,4,10
TAHUA,consulta externa,personas de 5 a 9 anos,2008-03-01,6,11,0,0,6,11,17
TAPACARI,consulta externa,personas de 5 a 9 anos,2008-03-01,56,32,2,2,58,34,92
TARABUCO,consulta externa,personas de 5 a 9 anos,2008-03-01,45,40,1,5,46,45,91
TARACO,consulta externa,personas de 5 a 9 anos,2008-03-01,4,5,0,0,4,5,9
TARATA,consulta externa,personas de 5 a 9 anos,2008-03-01,16,14,12,12,28,26,54
TARIJA,consulta externa,personas de 5 a 9 anos,2008-03-01,1375,1204,409,383,1784,1587,3371
TARVITA,consulta externa,personas de 5 a 9 anos,2008-03-01,23,39,1,0,24,39,63
TEOPONTE,consulta externa,personas de 5 a 9 anos,2008-03-01,37,22,0,0,37,22,59
TIAWANACU,consulta externa,personas de 5 a 9 anos,2008-03-01,9,6,0,0,9,6,15
TINGUIPAYA,consulta externa,personas de 5 a 9 anos,2008-03-01,41,40,0,0,41,40,81
TIPUANI,consulta externa,personas de 5 a 9 anos,2008-03-01,13,18,0,0,13,18,31
TIQUIPAYA,consulta externa,personas de 5 a 9 anos,2008-03-01,131,123,9,14,140,137,277
TIRAQUE (CBBA),consulta externa,personas de 5 a 9 anos,2008-03-01,130,109,8,8,138,117,255
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 5 a 9 anos,2008-03-01,5,6,0,1,5,7,12
TOCO,consulta externa,personas de 5 a 9 anos,2008-03-01,12,16,0,0,12,16,28
TODOS SANTOS,consulta externa,personas de 5 a 9 anos,2008-03-01,5,1,0,0,5,1,6
TOLATA,consulta externa,personas de 5 a 9 anos,2008-03-01,19,14,0,0,19,14,33
TOLEDO,consulta externa,personas de 5 a 9 anos,2008-03-01,26,20,1,1,27,21,48
TOMAVE,consulta externa,personas de 5 a 9 anos,2008-03-01,54,50,0,0,54,50,104
TOMINA,consulta externa,personas de 5 a 9 anos,2008-03-01,35,32,0,0,35,32,67
TORO TORO,consulta externa,personas de 5 a 9 anos,2008-03-01,26,31,0,0,26,31,57
TOTORA(CBBA),consulta externa,personas de 5 a 9 anos,2008-03-01,20,16,2,0,22,16,38
TOTORA(ORR),consulta externa,personas de 5 a 9 anos,2008-03-01,7,12,0,0,7,12,19
TRIGAL,consulta externa,personas de 5 a 9 anos,2008-03-01,9,17,0,0,9,17,26
TRINIDAD,consulta externa,personas de 5 a 9 anos,2008-03-01,992,957,105,122,1097,1079,2176
TUPIZA,consulta externa,personas de 5 a 9 anos,2008-03-01,196,165,156,36,352,201,553
TURCO,consulta externa,personas de 5 a 9 anos,2008-03-01,11,13,0,0,11,13,24
UMALA,consulta externa,personas de 5 a 9 anos,2008-03-01,1,3,0,0,1,3,4
UNCIA,consulta externa,personas de 5 a 9 anos,2008-03-01,125,98,10,10,135,108,243
URIONDO (A. CONCEPCION),consulta externa,personas de 5 a 9 anos,2008-03-01,189,161,3,4,192,165,357
URUBICHA,consulta externa,personas de 5 a 9 anos,2008-03-01,43,37,0,3,43,40,83
UYUNI,consulta externa,personas de 5 a 9 anos,2008-03-01,29,38,1,2,30,40,70
VACAS,consulta externa,personas de 5 a 9 anos,2008-03-01,16,14,1,1,17,15,32
VALLEGRANDE,consulta externa,personas de 5 a 9 anos,2008-03-01,43,62,11,17,54,79,133
VIACHA,consulta externa,personas de 5 a 9 anos,2008-03-01,103,103,18,13,121,116,237
VILA VILA,consulta externa,personas de 5 a 9 anos,2008-03-01,5,10,0,0,5,10,15
VILLA MONTES,consulta externa,personas de 5 a 9 anos,2008-03-01,290,300,3,6,293,306,599
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 5 a 9 anos,2008-03-01,17,11,1,1,18,12,30
VILLA RIVERO,consulta externa,personas de 5 a 9 anos,2008-03-01,9,11,0,1,9,12,21
VILLA SERRANO,consulta externa,personas de 5 a 9 anos,2008-03-01,21,21,0,0,21,21,42
VILLA TUNARI,consulta externa,personas de 5 a 9 anos,2008-03-01,310,231,12,10,322,241,563
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 5 a 9 anos,2008-03-01,79,71,4,0,83,71,154
VILLAZON,consulta externa,personas de 5 a 9 anos,2008-03-01,170,198,14,11,184,209,393
VINTO,consulta externa,personas de 5 a 9 anos,2008-03-01,48,46,9,10,57,56,113
VITICHI,consulta externa,personas de 5 a 9 anos,2008-03-01,39,34,2,2,41,36,77
WALDO BALLIVIAN,consulta externa,personas de 5 a 9 anos,2008-03-01,6,4,0,0,6,4,10
WARNES,consulta externa,personas de 5 a 9 anos,2008-03-01,280,304,11,13,291,317,608
YACO,consulta externa,personas de 5 a 9 anos,2008-03-01,23,22,0,1,23,23,46
YACUIBA,consulta externa,personas de 5 a 9 anos,2008-03-01,777,761,65,65,842,826,1668
YAMPARAEZ,consulta externa,personas de 5 a 9 anos,2008-03-01,12,15,3,1,15,16,31
YANACACHI,consulta externa,personas de 5 a 9 anos,2008-03-01,17,21,0,0,17,21,38
YAPACANI,consulta externa,personas de 5 a 9 anos,2008-03-01,198,193,4,3,202,196,398
YOCALLA,consulta externa,personas de 5 a 9 anos,2008-03-01,13,11,1,3,14,14,28
YOTALA,consulta externa,personas de 5 a 9 anos,2008-03-01,26,38,10,4,36,42,78
YUNCHARA,consulta externa,personas de 5 a 9 anos,2008-03-01,27,32,0,0,27,32,59
ZUDAÑEZ,consulta externa,personas de 5 a 9 anos,2008-03-01,101,117,0,1,101,118,219
ACACIO,consulta externa,personas de 5 a 9 anos,2008-04-01,11,11,0,0,11,11,22
ACHACACHI,consulta externa,personas de 5 a 9 anos,2008-04-01,67,50,4,2,71,52,123
ACHOCALLA,consulta externa,personas de 5 a 9 anos,2008-04-01,10,5,0,0,10,5,15
AIQUILE,consulta externa,personas de 5 a 9 anos,2008-04-01,59,62,9,4,68,66,134
ALALAY,consulta externa,personas de 5 a 9 anos,2008-04-01,3,3,0,0,3,3,6
ALCALA,consulta externa,personas de 5 a 9 anos,2008-04-01,41,39,0,0,41,39,80
ANCORAIMES,consulta externa,personas de 5 a 9 anos,2008-04-01,8,9,1,0,9,9,18
ANDAMARCA,consulta externa,personas de 5 a 9 anos,2008-04-01,19,12,0,1,19,13,32
ANTEQUERA,consulta externa,personas de 5 a 9 anos,2008-04-01,40,41,5,5,45,46,91
ANZALDO,consulta externa,personas de 5 a 9 anos,2008-04-01,23,28,4,3,27,31,58
APOLO,consulta externa,personas de 5 a 9 anos,2008-04-01,26,23,1,0,27,23,50
ARAMPAMPA,consulta externa,personas de 5 a 9 anos,2008-04-01,8,5,0,0,8,5,13
ARANI,consulta externa,personas de 5 a 9 anos,2008-04-01,10,14,0,0,10,14,24
ARBIETO,consulta externa,personas de 5 a 9 anos,2008-04-01,19,15,0,1,19,16,35
ARQUE,consulta externa,personas de 5 a 9 anos,2008-04-01,25,21,1,0,26,21,47
ASCENCION DE GUARAYOS,consulta externa,personas de 5 a 9 anos,2008-04-01,47,50,4,7,51,57,108
ATOCHA,consulta externa,personas de 5 a 9 anos,2008-04-01,106,100,19,25,125,125,250
AUCAPATA,consulta externa,personas de 5 a 9 anos,2008-04-01,25,16,2,1,27,17,44
AYATA,consulta externa,personas de 5 a 9 anos,2008-04-01,41,38,1,0,42,38,80
AYO AYO,consulta externa,personas de 5 a 9 anos,2008-04-01,10,16,2,2,12,18,30
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 5 a 9 anos,2008-04-01,59,61,2,0,61,61,122
AZURDUY,consulta externa,personas de 5 a 9 anos,2008-04-01,56,59,0,6,56,65,121
BATALLAS,consulta externa,personas de 5 a 9 anos,2008-04-01,20,18,2,0,22,18,40
BAURES,consulta externa,personas de 5 a 9 anos,2008-04-01,20,28,6,2,26,30,56
BELEN DE ANDAMARCA,consulta externa,personas de 5 a 9 anos,2008-04-01,3,8,0,0,3,8,11
BELEN DE URMIRI,consulta externa,personas de 5 a 9 anos,2008-04-01,6,8,1,1,7,9,16
BELLA FLOR,consulta externa,personas de 5 a 9 anos,2008-04-01,12,8,5,0,17,8,25
BERMEJO,consulta externa,personas de 5 a 9 anos,2008-04-01,318,314,42,49,360,363,723
BETANZOS,consulta externa,personas de 5 a 9 anos,2008-04-01,83,84,2,5,85,89,174
BOLIVAR,consulta externa,personas de 5 a 9 anos,2008-04-01,6,13,0,1,6,14,20
BOLPEBRA,consulta externa,personas de 5 a 9 anos,2008-04-01,19,19,5,0,24,19,43
BOYUIBE,consulta externa,personas de 5 a 9 anos,2008-04-01,20,32,5,0,25,32,57
BUENA VISTA,consulta externa,personas de 5 a 9 anos,2008-04-01,80,45,7,7,87,52,139
CABEZAS,consulta externa,personas de 5 a 9 anos,2008-04-01,38,41,3,2,41,43,84
CAIROMA,consulta externa,personas de 5 a 9 anos,2008-04-01,23,18,0,0,23,18,41
"CAIZA ""D""",consulta externa,personas de 5 a 9 anos,2008-04-01,90,71,2,1,92,72,164
CAJUATA,consulta externa,personas de 5 a 9 anos,2008-04-01,54,43,0,0,54,43,97
CALACOTO,consulta externa,personas de 5 a 9 anos,2008-04-01,20,25,0,0,20,25,45
CALAMARCA,consulta externa,personas de 5 a 9 anos,2008-04-01,13,7,3,0,16,7,23
CAMARGO,consulta externa,personas de 5 a 9 anos,2008-04-01,88,87,0,0,88,87,175
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 5 a 9 anos,2008-04-01,20,17,1,0,21,17,38
CAMIRI,consulta externa,personas de 5 a 9 anos,2008-04-01,137,193,8,10,145,203,348
CAPINOTA,consulta externa,personas de 5 a 9 anos,2008-04-01,95,87,26,28,121,115,236
CAQUIAVIRI,consulta externa,personas de 5 a 9 anos,2008-04-01,8,14,0,0,8,14,22
CARACOLLO,consulta externa,personas de 5 a 9 anos,2008-04-01,42,41,2,0,44,41,85
CARANAVI,consulta externa,personas de 5 a 9 anos,2008-04-01,226,203,21,23,247,226,473
CARANGAS,consulta externa,personas de 5 a 9 anos,2008-04-01,2,0,0,0,2,0,2
CARAPARI,consulta externa,personas de 5 a 9 anos,2008-04-01,172,162,2,0,174,162,336
CARIPUYO,consulta externa,personas de 5 a 9 anos,2008-04-01,16,9,0,0,16,9,25
CARMEN RIVERO TORREZ,consulta externa,personas de 5 a 9 anos,2008-04-01,12,12,2,2,14,14,28
CATACORA,consulta externa,personas de 5 a 9 anos,2008-04-01,7,14,0,1,7,15,22
CHACARILLA,consulta externa,personas de 5 a 9 anos,2008-04-01,7,3,0,0,7,3,10
CHALLAPATA,consulta externa,personas de 5 a 9 anos,2008-04-01,61,54,8,4,69,58,127
CHAQUI,consulta externa,personas de 5 a 9 anos,2008-04-01,15,27,0,1,15,28,43
CHARAGUA,consulta externa,personas de 5 a 9 anos,2008-04-01,151,141,27,148,178,289,467
CHARAÑA,consulta externa,personas de 5 a 9 anos,2008-04-01,7,10,0,1,7,11,18
CHAYANTA,consulta externa,personas de 5 a 9 anos,2008-04-01,18,27,0,0,18,27,45
CHIMORE,consulta externa,personas de 5 a 9 anos,2008-04-01,91,146,3,2,94,148,242
CHIPAYA,consulta externa,personas de 5 a 9 anos,2008-04-01,1,1,0,0,1,1,2
CHOQUE COTA,consulta externa,personas de 5 a 9 anos,2008-04-01,7,13,0,1,7,14,21
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 5 a 9 anos,2008-04-01,60,61,5,9,65,70,135
CHUMA,consulta externa,personas de 5 a 9 anos,2008-04-01,22,22,0,0,22,22,44
CLIZA,consulta externa,personas de 5 a 9 anos,2008-04-01,36,29,2,3,38,32,70
COBIJA,consulta externa,personas de 5 a 9 anos,2008-04-01,227,184,16,21,243,205,448
COCHABAMBA,consulta externa,personas de 5 a 9 anos,2008-04-01,4412,3959,2704,2345,7116,6304,13420
COIPASA,consulta externa,personas de 5 a 9 anos,2008-04-01,2,5,0,0,2,5,7
COLCAPIRHUA,consulta externa,personas de 5 a 9 anos,2008-04-01,124,92,32,17,156,109,265
"COLCHA ""K""",consulta externa,personas de 5 a 9 anos,2008-04-01,37,25,0,0,37,25,62
COLLANA,consulta externa,personas de 5 a 9 anos,2008-04-01,4,5,0,1,4,6,10
COLOMI,consulta externa,personas de 5 a 9 anos,2008-04-01,31,27,1,0,32,27,59
COLPA BELGICA,consulta externa,personas de 5 a 9 anos,2008-04-01,14,10,5,3,19,13,32
COLQUECHACA,consulta externa,personas de 5 a 9 anos,2008-04-01,115,77,0,2,115,79,194
COLQUENCHA,consulta externa,personas de 5 a 9 anos,2008-04-01,18,21,0,0,18,21,39
COLQUIRI,consulta externa,personas de 5 a 9 anos,2008-04-01,38,20,0,1,38,21,59
COMANCHE,consulta externa,personas de 5 a 9 anos,2008-04-01,16,9,0,0,16,9,25
COMARAPA,consulta externa,personas de 5 a 9 anos,2008-04-01,118,148,6,6,124,154,278
COMBAYA,consulta externa,personas de 5 a 9 anos,2008-04-01,7,8,0,0,7,8,15
CONCEPCION,consulta externa,personas de 5 a 9 anos,2008-04-01,23,19,1,0,24,19,43
COPACABANA,consulta externa,personas de 5 a 9 anos,2008-04-01,38,17,0,0,38,17,55
CORIPATA,consulta externa,personas de 5 a 9 anos,2008-04-01,42,54,2,3,44,57,101
CORO CORO,consulta externa,personas de 5 a 9 anos,2008-04-01,22,18,0,0,22,18,40
COROICO,consulta externa,personas de 5 a 9 anos,2008-04-01,54,57,5,12,59,69,128
CORQUE,consulta externa,personas de 5 a 9 anos,2008-04-01,12,15,2,0,14,15,29
COTAGAITA,consulta externa,personas de 5 a 9 anos,2008-04-01,145,120,6,6,151,126,277
CUATRO CAÑADAS,consulta externa,personas de 5 a 9 anos,2008-04-01,96,97,2,0,98,97,195
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 5 a 9 anos,2008-04-01,7,7,0,0,7,7,14
CUEVO,consulta externa,personas de 5 a 9 anos,2008-04-01,26,22,0,0,26,22,48
CULPINA,consulta externa,personas de 5 a 9 anos,2008-04-01,63,60,0,0,63,60,123
CURAHUARA DE CARANGAS,consulta externa,personas de 5 a 9 anos,2008-04-01,18,15,1,0,19,15,34
CURVA,consulta externa,personas de 5 a 9 anos,2008-04-01,6,3,0,0,6,3,9
DESAGUADERO,consulta externa,personas de 5 a 9 anos,2008-04-01,5,13,2,0,7,13,20
EL ALTO,consulta externa,personas de 5 a 9 anos,2008-04-01,3282,3229,709,730,3991,3959,7950
EL CHORO,consulta externa,personas de 5 a 9 anos,2008-04-01,10,9,0,0,10,9,19
EL PUENTE(STC),consulta externa,personas de 5 a 9 anos,2008-04-01,84,86,0,3,84,89,173
EL PUENTE(TJA),consulta externa,personas de 5 a 9 anos,2008-04-01,137,156,2,2,139,158,297
EL VILLAR,consulta externa,personas de 5 a 9 anos,2008-04-01,18,21,2,0,20,21,41
ENTRE RIOS,consulta externa,personas de 5 a 9 anos,2008-04-01,48,50,10,8,58,58,116
ENTRE RIOS,consulta externa,personas de 5 a 9 anos,2008-04-01,203,210,5,3,208,213,421
ESCARA,consulta externa,personas de 5 a 9 anos,2008-04-01,0,1,0,0,0,1,1
EUCALIPTUS,consulta externa,personas de 5 a 9 anos,2008-04-01,17,7,3,1,20,8,28
EUREKA (SANTOS MERCADO),consulta externa,personas de 5 a 9 anos,2008-04-01,3,5,0,0,3,5,8
EXALTACION,consulta externa,personas de 5 a 9 anos,2008-04-01,19,28,1,2,20,30,50
FERNANDEZ ALONSO,consulta externa,personas de 5 a 9 anos,2008-04-01,43,36,6,6,49,42,91
FILADELFIA,consulta externa,personas de 5 a 9 anos,2008-04-01,96,61,1,0,97,61,158
GENERAL SAAVEDRA,consulta externa,personas de 5 a 9 anos,2008-04-01,121,92,0,0,121,92,213
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 5 a 9 anos,2008-04-01,13,15,0,1,13,16,29
GUANAY,consulta externa,personas de 5 a 9 anos,2008-04-01,17,20,3,0,20,20,40
GUAQUI,consulta externa,personas de 5 a 9 anos,2008-04-01,11,15,2,15,13,30,43
GUAYARAMERIN,consulta externa,personas de 5 a 9 anos,2008-04-01,380,259,42,22,422,281,703
GUTIERREZ,consulta externa,personas de 5 a 9 anos,2008-04-01,117,139,2,2,119,141,260
HUACARETA,consulta externa,personas de 5 a 9 anos,2008-04-01,73,66,3,4,76,70,146
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 5 a 9 anos,2008-04-01,13,13,0,0,13,13,26
HUACHACALLA,consulta externa,personas de 5 a 9 anos,2008-04-01,4,6,1,1,5,7,12
HUANUNI,consulta externa,personas de 5 a 9 anos,2008-04-01,288,221,163,197,451,418,869
HUARACAJE,consulta externa,personas de 5 a 9 anos,2008-04-01,45,44,0,2,45,46,91
HUAYLLAMARCA,consulta externa,personas de 5 a 9 anos,2008-04-01,4,8,0,0,4,8,12
ICHOCA,consulta externa,personas de 5 a 9 anos,2008-04-01,5,2,0,0,5,2,7
ICLA,consulta externa,personas de 5 a 9 anos,2008-04-01,31,20,0,0,31,20,51
INCAHUASI,consulta externa,personas de 5 a 9 anos,2008-04-01,116,123,1,0,117,123,240
INGAVI (HUMAITA),consulta externa,personas de 5 a 9 anos,2008-04-01,17,12,5,3,22,15,37
INQUISIVI,consulta externa,personas de 5 a 9 anos,2008-04-01,16,23,0,0,16,23,39
IRUPANA (VILLA DE LANZA),consulta externa,personas de 5 a 9 anos,2008-04-01,82,63,4,1,86,64,150
IXIAMAS,consulta externa,personas de 5 a 9 anos,2008-04-01,20,21,0,0,20,21,41
JESUS DE MACHACA,consulta externa,personas de 5 a 9 anos,2008-04-01,98,82,2,0,100,82,182
LA ASUNTA,consulta externa,personas de 5 a 9 anos,2008-04-01,57,48,1,1,58,49,107
LA PAZ,consulta externa,personas de 5 a 9 anos,2008-04-01,4540,4776,1995,2043,6535,6819,13354
LA RIVERA,consulta externa,personas de 5 a 9 anos,2008-04-01,4,0,0,0,4,0,4
LAGUNILLAS,consulta externa,personas de 5 a 9 anos,2008-04-01,31,33,1,1,32,34,66
LAJA,consulta externa,personas de 5 a 9 anos,2008-04-01,14,20,0,0,14,20,34
LAS CARRERAS,consulta externa,personas de 5 a 9 anos,2008-04-01,27,22,0,0,27,22,49
LICOMA PAMPA,consulta externa,personas de 5 a 9 anos,2008-04-01,25,25,2,0,27,25,52
LLALLAGUA,consulta externa,personas de 5 a 9 anos,2008-04-01,157,135,19,14,176,149,325
LLICA,consulta externa,personas de 5 a 9 anos,2008-04-01,15,9,0,0,15,9,24
LORETO,consulta externa,personas de 5 a 9 anos,2008-04-01,44,47,4,7,48,54,102
LURIBAY,consulta externa,personas de 5 a 9 anos,2008-04-01,27,31,0,0,27,31,58
MACHACAMARCA,consulta externa,personas de 5 a 9 anos,2008-04-01,16,2,0,1,16,3,19
MACHARETI,consulta externa,personas de 5 a 9 anos,2008-04-01,83,75,0,3,83,78,161
MAGDALENA,consulta externa,personas de 5 a 9 anos,2008-04-01,71,69,12,18,83,87,170
MAIRANA,consulta externa,personas de 5 a 9 anos,2008-04-01,31,25,1,0,32,25,57
MALLA,consulta externa,personas de 5 a 9 anos,2008-04-01,22,6,0,0,22,6,28
MAPIRI,consulta externa,personas de 5 a 9 anos,2008-04-01,44,34,7,1,51,35,86
MECAPACA,consulta externa,personas de 5 a 9 anos,2008-04-01,38,40,5,1,43,41,84
MINEROS,consulta externa,personas de 5 a 9 anos,2008-04-01,26,25,0,1,26,26,52
MIZQUE,consulta externa,personas de 5 a 9 anos,2008-04-01,30,25,3,3,33,28,61
MOCOMOCO,consulta externa,personas de 5 a 9 anos,2008-04-01,85,91,0,2,85,93,178
MOJINETE,consulta externa,personas de 5 a 9 anos,2008-04-01,9,10,0,0,9,10,19
