municipality,group,variable,month,Días camas ocupadas maternidad,TOTAL
SHINAOTA,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,116,116
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,14,14
SIPE SIPE,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,46,46
SOPACHUY,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,11,11
SORATA,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,17,17
SUCRE,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,1176,1176
TACACOMA,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,6,6
TACOPAYA,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,3,3
TARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,55,55
TARACO,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,2,2
TARATA,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,4,4
TARIJA,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,1360,1360
TARVITA,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,15,15
TEOPONTE,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,8,8
TIAHUANACU,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,5,5
TINGUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,1,1
TIPUANI,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,9,9
TIQUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,350,350
TIRAQUE (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,16,16
TOLATA,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,3,3
TOLEDO,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,2,2
TOMAVE,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,2,2
TOMINA,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,21,21
TORO TORO,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,30,30
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,29,29
TOTORA(ORR),internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,2,2
TRINIDAD,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,1025,1025
TUPIZA,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,160,160
UMALA,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,1,1
UNCIA,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,21,21
URUBICHA,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,10,10
UYUNI,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,100,100
VACAS,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,1,1
VALLEGRANDE,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,153,153
VIACHA,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,200,200
VILA VILA,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,2,2
VILLA CHARCAS,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,9,9
VILLA MONTES,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,150,150
VILLA RIVERO,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,3,3
VILLA SERRANO,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,29,29
VILLA TUNARI,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,509,509
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,17,17
VILLAZON,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,149,149
VINTO,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,132,132
VITICHI,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,1,1
WALDO BALLIVIAN,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,2,2
WARNES,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,353,353
YACO,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,1,1
YACUIBA,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,401,401
YAMPARAEZ,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,14,14
YANACACHI,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,1,1
YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,270,270
YOTALA,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,10,10
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas maternidad,2022-03-01,3,3
ACHACACHI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,79,79
ACHOCALLA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,18,18
AIQUILE,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,70,70
ALCALA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,6,6
ALTO BENI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,10,10
ANDAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,1,1
ANZALDO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,3,3
APOLO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,23,23
ARANI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,2,2
ARBIETO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,7,7
ARQUE,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,2,2
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,202,202
ATOCHA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,72,72
AYATA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,29,29
AZURDUY,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,17,17
BATALLAS,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,3,3
BAURES,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,24,24
BELEN DE ANDAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,2,2
BERMEJO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,116,116
BETANZOS,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,26,26
BOLPEBRA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,1,1
BOYUIBE,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,16,16
BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,26,26
CABEZAS,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,11,11
CAIROMA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,3,3
"CAIZA ""D""",internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,4,4
CAJUATA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,28,28
CALAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,15,15
CAMARGO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,81,81
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,12,12
CAMIRI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,294,294
CAPINOTA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,51,51
CAQUIAVIRI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,6,6
CARACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,31,31
CARANAVI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,228,228
CARIPUYO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,2,2
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,118,118
CHALLAPATA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,112,112
CHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,5,5
CHARAGUA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,84,84
CHAYANTA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,11,11
CHIMORE,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,38,38
CHUA COCANI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,4,4
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,93,93
CHUMA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,2,2
CKOCHAS,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,8,8
CLIZA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,120,120
COBIJA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,627,627
COCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,12,12
COCHABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,5311,5311
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,99,99
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,8,8
COLLANA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,1,1
COLOMI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,24,24
COLPA BELGICA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,10,10
COLQUECHACA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,28,28
COLQUENCHA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,1,1
COLQUIRI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,10,10
COMANCHE,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,1,1
COMARAPA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,88,88
CONCEPCION,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,110,110
COPACABANA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,2,2
CORIPATA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,14,14
CORO CORO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,4,4
COROICO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,112,112
CORQUE,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,1,1
COTAGAITA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,39,39
COTOCA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,407,407
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,26,26
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,1,1
CUEVO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,1,1
CULPINA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,13,13
EL ALTO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,7619,7619
EL CHORO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,2,2
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,23,23
EL PUENTE(TJA),internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,2,2
EL TORNO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,265,265
EL VILLAR,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,5,5
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,25,25
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,25,25
ESCOMA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,25,25
EUCALIPTUS,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,2,2
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,22,22
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,14,14
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,2,2
GUANAY,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,23,23
GUAQUI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,3,3
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,246,246
GUTIERREZ,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,25,25
HUACARETA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,24,24
HUANUNI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,92,92
HUARACAJE,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,10,10
HUARINA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,2,2
ICLA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,4,4
INCAHUASI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,6,6
INQUISIVI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,5,5
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,13,13
IXIAMAS,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,10,10
JESUS DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,5,5
LA ASUNTA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,47,47
LA GUARDIA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,148,148
LA PAZ,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,4712,4712
LAGUNILLAS,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,4,4
LAJA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,6,6
LICOMA PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,3,3
LLALLAGUA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,220,220
LLICA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,4,4
LURIBAY,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,4,4
MACHARETI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,8,8
MAGDALENA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,37,37
MAIRANA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,45,45
MAPIRI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,30,30
MECAPACA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,1,1
MINEROS,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,8,8
MIZQUE,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,3,3
MOCOMOCO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,1,1
MOJOCOYA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,5,5
MONTEAGUDO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,311,311
MONTERO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,748,748
MORO MORO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,1,1
OCURI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,20,20
OKINAWA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,2,2
OMEREQUE,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,6,6
ORURO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,1329,1329
PADILLA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,66,66
PAILON,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,68,68
PALCA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,2,2
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,22,22
PAMPA AULLAGAS,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,3,3
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,5,5
PAPEL PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,4,4
PATACAMAYA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,66,66
POCOATA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,25,25
POCONA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,12,12
POJO (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,11,11
POOPO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,2,2
PORCO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,20,20
POROMA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,14,14
PORONGO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,6,6
PORTACHUELO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,72,72
POTOSI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,1551,1551
PRESTO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,27,27
PUCARANI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,16,16
PUERTO ACOSTA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,1,1
PUERTO CARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,1,1
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,3,3
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,39,39
PUERTO RICO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,24,24
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,377,377
PUNA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,13,13
PUNATA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,348,348
QUIABAYA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,2,2
QUILLACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,267,267
QUIME,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,4,4
REYES,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,45,45
RIBERALTA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,859,859
ROBORE,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,58,58
RURRENABAQUE,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,146,146
SACABA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,590,590
SACABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,2,2
SACACA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,15,15
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,1,1
SAMAIPATA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,14,14
SAN ANDRES DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,2,2
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,22,22
SAN BENITO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,2,2
SAN BORJA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,251,251
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,69,69
SAN CARLOS,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,12,12
SAN IGNACIO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,203,203
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,431,431
SAN JAVIER(BNI),internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,1,1
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,63,63
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,9,9
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,252,252
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,33,33
SAN JULIAN,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,172,172
SAN LORENZO(PND),internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,2,2
SAN LUCAS,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,54,54
SAN MATIAS,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,93,93
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,21,21
SAN PEDRO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,11,11
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,25,25
SAN PEDRO DE CURAHUARA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,3,3
SAN PEDRO DE MACHA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,9,9
SAN RAFAEL,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,10,10
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,34,34
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,6,6
SANTA ANA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,156,156
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,10429,10429
SANTA ROSA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,23,23
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,9,9
SANTIAGO DE HUARI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,5,5
SANTIAGO DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,2,2
SANTIVAÑES,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,9,9
SAPAHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,5,5
SENA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,30,30
SHINAOTA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,119,119
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,11,11
SICAYA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,3,3
SIPE SIPE,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,58,58
SOPACHUY,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,10,10
SORACACHI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,2,2
SORATA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,12,12
SUCRE,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,1302,1302
TACACOMA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,6,6
TACOPAYA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,4,4
TAPACARI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,2,2
TARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,27,27
TARACO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,2,2
TARATA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,4,4
TARIJA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,1303,1303
TARVITA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,30,30
TEOPONTE,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,4,4
TIAHUANACU,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,10,10
TINGUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,27,27
TIPUANI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,5,5
TIQUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,394,394
TIRAQUE (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,16,16
TOLATA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,1,1
TOLEDO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,2,2
TOMINA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,17,17
TORO TORO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,20,20
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,33,33
TOTORA(ORR),internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,1,1
TRINIDAD,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,972,972
TUPIZA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,141,141
TURCO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,2,2
UNCIA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,20,20
URUBICHA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,14,14
UYUNI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,171,171
VACAS,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,7,7
VALLEGRANDE,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,191,191
VIACHA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,119,119
VILA VILA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,2,2
VILLA CHARCAS,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,8,8
VILLA MONTES,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,110,110
VILLA RIVERO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,1,1
VILLA SERRANO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,14,14
VILLA TUNARI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,406,406
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,7,7
VILLAZON,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,41,41
VINTO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,141,141
VITICHI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,3,3
WALDO BALLIVIAN,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,1,1
WARNES,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,389,389
YACO,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,2,2
YACUIBA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,285,285
YAMPARAEZ,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,12,12
YANACACHI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,1,1
YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,226,226
YOTALA,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,8,8
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas maternidad,2022-04-01,6,6
ACACIO,internaciones dias camas,dias camas ocupadas maternidad,2022-05-01,1,1
ACHACACHI,internaciones dias camas,dias camas ocupadas maternidad,2022-05-01,94,94
ACHOCALLA,internaciones dias camas,dias camas ocupadas maternidad,2022-05-01,13,13
AIQUILE,internaciones dias camas,dias camas ocupadas maternidad,2022-05-01,67,67
ALALAY,internaciones dias camas,dias camas ocupadas maternidad,2022-05-01,2,2
ALCALA,internaciones dias camas,dias camas ocupadas maternidad,2022-05-01,9,9
ALTO BENI,internaciones dias camas,dias camas ocupadas maternidad,2022-05-01,11,11
ANCORAIMES,internaciones dias camas,dias camas ocupadas maternidad,2022-05-01,1,1
ANZALDO,internaciones dias camas,dias camas ocupadas maternidad,2022-05-01,4,4
APOLO,internaciones dias camas,dias camas ocupadas maternidad,2022-05-01,14,14
ARQUE,internaciones dias camas,dias camas ocupadas maternidad,2022-05-01,2,2
ATOCHA,internaciones dias camas,dias camas ocupadas maternidad,2022-05-01,16,16
AUCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2022-05-01,1,1
AYATA,internaciones dias camas,dias camas ocupadas maternidad,2022-05-01,4,4
AYO AYO,internaciones dias camas,dias camas ocupadas maternidad,2022-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas maternidad,2022-05-01,27,27
AZURDUY,internaciones dias camas,dias camas ocupadas maternidad,2022-05-01,11,11
BATALLAS,internaciones dias camas,dias camas ocupadas maternidad,2022-05-01,11,11
