,group,variable,month,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS DENTRO,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS FUERA,VPH (NIÑAS QUE CUMPLIRAN 10 AÑOS) 2DA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
MOJINETE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-06-01,0,1,0,2,0,3,3
ORURO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-06-01,0,8,0,1,0,9,9
PAPEL PAMPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-06-01,0,2,0,0,0,2,2
POTOSI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-06-01,0,4,0,0,0,4,4
PUERTO ACOSTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-06-01,0,0,0,2,0,2,2
QUILLACOLLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-06-01,0,2,0,0,0,2,2
RAVELO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-06-01,0,0,0,3,0,3,3
SAN BORJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-06-01,0,1,0,10,0,11,11
SAN LORENZO(PND),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-06-01,0,2,0,0,0,2,2
SAN MATIAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-06-01,0,0,0,2,0,2,2
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-06-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-06-01,0,1,0,0,0,1,1
SANTIAGO DE CALLAPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-06-01,0,1,0,0,0,1,1
SAPAHAQUI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-06-01,0,1,0,1,0,2,2
SICA SICA (VILLA AROMA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-06-01,0,2,0,3,0,5,5
SIPE SIPE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-06-01,0,1,0,0,0,1,1
SUCRE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-06-01,0,0,0,4,0,4,4
TACACOMA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-06-01,0,2,0,0,0,2,2
TARIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-06-01,0,1,0,0,0,1,1
TIQUIPAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-06-01,0,3,0,0,0,3,3
TRINIDAD,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-06-01,0,1,0,2,0,3,3
TUPIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-06-01,0,4,0,3,0,7,7
UMALA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-06-01,0,0,0,1,0,1,1
UNCIA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-06-01,0,0,0,1,0,1,1
WALDO BALLIVIAN,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-06-01,0,0,0,7,0,7,7
YACUIBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-06-01,0,1,0,0,0,1,1
ACHOCALLA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,1,0,0,0,1,1
APOLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,0,0,1,0,1,1
AZURDUY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,1,0,1,0,2,2
BETANZOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,0,0,1,0,1,1
BOLIVAR,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,0,0,1,0,1,1
CABEZAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,1,0,0,0,1,1
CHAQUI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,1,0,2,0,3,3
CKOCHAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,0,0,2,0,2,2
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,7,0,0,0,7,7
"COLCHA ""K""",otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,0,0,1,0,1,1
COLQUECHACA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,1,0,5,0,6,6
EL ALTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,11,0,4,0,15,15
GUAYARAMERIN,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,1,0,0,0,1,1
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,9,0,96,0,105,105
LAGUNILLAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,0,0,2,0,2,2
MONTERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,0,0,2,0,2,2
ORURO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,1,0,0,0,1,1
PALCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,0,0,13,0,13,13
PAPEL PAMPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,2,0,0,0,2,2
POTOSI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,4,0,0,0,4,4
PUERTO GONZALO MORENO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,1,0,0,0,1,1
PUERTO SUAREZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,9,0,1,0,10,10
RAVELO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,0,0,2,0,2,2
RIBERALTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,1,0,0,0,1,1
SAN IGNACIO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,0,0,27,0,27,27
SAN PEDRO(PND),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,0,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,3,0,0,0,3,3
SANTIAGO DE HUARI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,0,0,6,0,6,6
SICA SICA (VILLA AROMA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,0,0,3,0,3,3
SUCRE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,1,0,0,0,1,1
TIQUIPAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,2,0,12,0,14,14
TRINIDAD,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,5,0,11,0,16,16
TUPIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,1,0,0,0,1,1
VILLA MONTES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,1,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,0,0,2,0,2,2
VILLAZON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,1,0,0,0,1,1
WARNES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-07-01,0,1,0,1,0,2,2
ACHACACHI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,5,0,5,5
AIQUILE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,2,0,4,0,6,6
ANTEQUERA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,1,0,0,0,1,1
ANZALDO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,16,0,16,16
APOLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,7,0,2,0,9,9
ARAMPAMPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,1,0,0,0,1,1
ARBIETO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,55,0,55,55
ARQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,5,0,5,5
ATOCHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,19,0,19,19
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,9,0,9,9
BATALLAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,1,0,1,1
BELLA FLOR,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,1,0,1,1
BETANZOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,5,0,2,0,7,7
BOLIVAR,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,3,0,3,3
BOYUIBE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,3,0,17,0,20,20
CABEZAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,16,0,3,0,19,19
CAIROMA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,9,0,7,0,16,16
"CAIZA ""D""",otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,3,0,3,3
CALACOTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,3,0,3,3
CALAMARCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,2,0,0,0,2,2
CAPINOTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,20,0,34,0,54,54
CARANAVI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,2,0,0,0,2,2
CARIPUYO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,2,0,9,0,11,11
CHALLAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,1,0,1,0,2,2
CHARAGUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,17,0,0,0,17,17
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,1,0,8,0,9,9
CKOCHAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,1,0,1,1
CLIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,1,0,24,0,25,25
COBIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,19,0,9,0,28,28
COCAPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,1,0,1,1
COCHABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,110,0,119,0,229,229
COLCAPIRHUA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,5,0,1,0,6,6
"COLCHA ""K""",otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,1,0,0,0,1,1
COLOMI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,45,0,45,45
COLPA BELGICA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,30,0,0,0,30,30
COLQUECHACA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,5,0,5,5
COLQUIRI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,1,0,7,0,8,8
COPACABANA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,5,0,5,5
COTOCA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,101,0,324,0,425,425
CUATRO CAÑADAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,10,0,10,10
CURVA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,3,0,3,3
EL ALTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,38,0,26,0,64,64
EL PUENTE(STC),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,1,0,1,1
EL TORNO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,154,0,87,0,241,241
ENTRE RIOS TRJ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,75,0,75,75
ENTRE RIOS CBBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,1,0,1,1
ESMERALDA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,2,0,2,2
EUCALIPTUS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,1,0,1,1
EXALTACION,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,3,0,5,0,8,8
FERNANDEZ ALONSO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,9,0,3,0,12,12
GUANAY,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,7,0,7,7
GUAYARAMERIN,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,2,0,62,0,64,64
HUATAJATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,2,0,2,2
INGAVI (HUMAITA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,1,0,1,1
IXIAMAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,5,0,5,5
LA GUARDIA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,96,0,119,0,215,215
LA PAZ,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,310,0,371,0,681,681
LORETO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,3,0,3,3
MAGDALENA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,2,0,85,0,87,87
MECAPACA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,13,0,0,0,13,13
MIZQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,30,0,30,30
MONTERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,2,0,4,0,6,6
MOROCHATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,6,0,6,6
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,2,0,2,2
OKINAWA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,1,0,7,0,8,8
OMEREQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,5,0,33,0,38,38
ORURO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,6,0,13,0,19,19
PADCAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,2,0,2,0,4,4
PAILON,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,28,0,9,0,37,37
PALOS BLANCOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,2,0,0,0,2,2
PAMPA GRANDE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,6,0,17,0,23,23
PASORAPA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,2,0,2,0,4,4
PORONGO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,1,0,25,0,26,26
PORTACHUELO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,17,0,0,0,17,17
PORVENIR,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,3,0,0,0,3,3
POSTRER VALLE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,5,0,5,5
POTOSI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,4,0,0,0,4,4
PUCARANI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,10,0,10,10
PUERTO ACOSTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,1,0,1,1
PUERTO GONZALO MORENO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,1,0,1,1
PUERTO QUIJARRO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,1,0,30,0,31,31
PUERTO RICO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,2,0,2,2
PUERTO SILES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,4,0,0,0,4,4
PUERTO VILLARROEL,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,24,0,1,0,25,25
PUNATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,1,0,10,0,11,11
QUILLACOLLO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,20,0,166,0,186,186
RIBERALTA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,15,0,29,0,44,44
RURRENABAQUE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,2,0,0,0,2,2
SACABA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,159,0,94,0,253,253
SACABAMBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,10,0,10,10
SAMAIPATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,50,0,50,50
SAN ANDRES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,1,0,26,0,27,27
SAN ANTONIO DE LOMERIO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,35,0,27,0,62,62
SAN BORJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,1,0,8,0,9,9
SAN BUENA VENTURA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,3,0,6,0,9,9
SAN CARLOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,2,0,23,0,25,25
SAN IGNACIO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,6,0,16,0,22,22
SAN IGNACIO DE VELASCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,44,0,25,0,69,69
SAN JOAQUIN,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,65,0,0,0,65,65
SAN JOSE DE CHIQUITOS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,3,0,18,0,21,21
SAN JULIAN,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,1,0,18,0,19,19
SAN LORENZO(PND),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,8,0,15,0,23,23
SAN LORENZO(TJA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,23,0,8,0,31,31
SAN MATIAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,2,0,2,2
SAN MIGUEL DE VELASCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,53,0,53,53
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,276,0,228,0,504,504
SANTA ROSA DEL SARA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,24,0,107,0,131,131
SANTUARIO DE QUILLACAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,12,0,12,12
SAPAHAQUI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,14,0,14,14
SICA SICA (VILLA AROMA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,1,0,0,0,1,1
SICAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,1,0,27,0,28,28
SORATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,7,0,7,7
SUCRE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,56,0,0,0,56,56
TACACOMA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,14,0,1,0,15,15
TACOPAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,1,0,23,0,24,24
TAPACARI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,3,0,33,0,36,36
TARATA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,39,0,39,39
TARIJA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,4,0,1,0,5,5
TEOPONTE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,1,0,4,0,5,5
TINGUIPAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,1,0,14,0,15,15
TIPUANI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,2,0,0,0,2,2
TIQUIPAYA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,6,0,5,0,11,11
TOCO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,2,0,20,0,22,22
TOMAVE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,2,0,2,2
TOTORA(ORR),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,3,0,3,3
TRINIDAD,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,28,0,82,0,110,110
TUPIZA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,1,0,1,1
URIONDO (A. CONCEPCION),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,1,0,1,1
URUBICHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,2,0,55,0,57,57
VACAS,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,1,0,23,0,24,24
VIACHA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,10,0,34,0,44,44
VILA VILA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,2,0,23,0,25,25
VILLA MONTES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,49,0,11,0,60,60
VILLA NUEVA (LOMA ALTA),otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,2,0,2,2
VILLA RIVERO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,1,0,1,1
VILLA TUNARI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,1,0,0,0,1,1
VINTO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,32,0,71,0,103,103
WARNES,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,44,0,35,0,79,79
YACUIBA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,19,0,54,0,73,73
YAPACANI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-08-01,0,0,0,1,0,1,1
ACACIO,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-09-01,0,1,0,3,0,4,4
ACHACACHI,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-09-01,0,4,0,59,0,63,63
ACHOCALLA,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-09-01,0,8,0,29,0,37,37
AIQUILE,otras vacunaciones,vph  (ninas que cumpliran 10 anos) 2da. dosis,2020-09-01,0,13,0,79,0,92,92
