,group,variable,month,DT 3RA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 3RA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 3RA. DOSIS DE 7 A 49 AÑOS FUERA,DT 3RA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
CHAQUI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,5,0,0,0,5,5
CHARAGUA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,2,7,0,2,2,9,11
CHAYANTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,1,0,0,0,1,1
CHIMORE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,8,10,2,16,10,26,36
CHOQUE COTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,0,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,5,6,13,7,18,25
CHUMA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,1,4,5,4,6,10
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,4,0,1,0,5,5
CKOCHAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,6,0,3,1,9,10
CLIZA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,3,2,2,2,5,4,9
COBIJA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,3,38,14,22,17,60,77
COCAPATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,8,20,32,32,40,52,92
COCHABAMBA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,60,231,26,76,86,307,393
COLCAPIRHUA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,2,12,3,2,5,14,19
"COLCHA ""K""",otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,3,4,5,8,8,12,20
COLLANA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,2,0,0,0,2,2
COLOMI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,9,4,2,5,11,16
COLQUECHACA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,11,0,12,0,23,23
COLQUENCHA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,6,0,0,1,6,7
COLQUIRI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,7,0,3,0,10,10
COMARAPA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,4,2,5,2,9,11
COMBAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,1,0,3,1,4,5
CONCEPCION,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,1,58,76,58,77,135
COPACABANA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,5,3,6,3,11,14
CORIPATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,3,0,6,1,9,10
CORO CORO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,0,54,2,54,2,56
COROICO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,0,42,53,42,53,95
CORQUE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,2,0,3,0,5,0,5
COTAGAITA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,5,4,0,0,5,4,9
COTOCA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,30,21,1,2,31,23,54
CUATRO CAÑADAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,7,5,0,0,7,5,12
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,3,0,0,0,3,3
CULPINA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,5,2,3,3,8,11
CURAHUARA DE CARANGAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,2,1,1,0,3,1,4
EL ALTO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,54,375,42,178,96,553,649
EL PUENTE(STC),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,0,0,0,1,0,1
EL PUENTE(TJA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,1,0,1,1,2,3
EL TORNO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,5,0,0,1,5,6
EL VILLAR,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,1,0,0,0,1,1
ENTRE RIOS TRJ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,2,2,1,0,3,2,5
ENTRE RIOS CBBA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,5,30,3,20,8,50,58
ESCOMA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,4,0,0,0,4,4
EUCALIPTUS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,2,0,0,0,2,2
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,4,6,2,3,6,9,15
EXALTACION,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,0,4,7,4,7,11
FERNANDEZ ALONSO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,3,22,3,22,6,28
FILADELFIA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,0,0,1,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,8,0,0,0,8,8
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,2,8,9,8,11,19
GUANAY,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,2,3,6,5,8,8,16
GUAYARAMERIN,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,4,44,5,11,9,55,64
GUTIERREZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,20,13,0,0,20,13,33
HUACARETA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,2,0,1,0,3,0,3
HUACHACALLA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,4,14,0,15,4,19
HUANUNI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,8,10,20,10,28,38
HUARACAJE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,2,0,0,0,2,0,2
HUARINA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,2,0,2,1,4,5
HUATAJATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,0,3,4,3,4,7
HUMANATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,0,2,1,2,1,3
ICHOCA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,0,0,6,0,6,6
INCAHUASI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,3,0,2,1,5,6
INQUISIVI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,0,29,38,29,38,67
IXIAMAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,3,12,21,12,24,36
JESUS DE MACHACA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,6,0,1,1,7,8
LA ASUNTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,5,11,1,0,6,11,17
LA PAZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,71,370,285,406,356,776,1132
LAJA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,7,9,3,2,10,11,21
LAS CARRERAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,0,0,0,1,0,1
LLALLAGUA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,2,6,5,11,7,17,24
LLICA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,1,0,0,0,1,1
LORETO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,0,1,4,1,4,5
MACHACAMARCA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,2,0,0,0,2,2
MAGDALENA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,1,2,4,3,5,8
MAIRANA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,3,0,0,1,3,4
MALLA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,3,22,14,23,17,40
MAPIRI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,10,13,20,14,30,44
MINEROS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,7,0,0,0,7,7
MIZQUE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,1,2,2,2,3,5
MOCOMOCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,5,1,2,2,7,9
MOJOCOYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,2,2,0,1,2,3,5
MONTEAGUDO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,4,1,0,2,4,6
MONTERO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,3,79,16,40,19,119,138
MORO MORO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,0,1,1,1,1,2
MOROCHATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,1,0,2,1,3,4
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,3,1,0,1,3,2,5
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,0,0,4,0,4,4
OCURI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,2,2,0,0,2,2,4
OKINAWA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,11,7,38,19,49,26,75
OMEREQUE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,2,2,9,3,11,14
ORURO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,18,88,4,13,22,101,123
PADCAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,1,0,0,0,1,1
PADILLA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,3,2,0,0,3,2,5
PAILON,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,19,18,43,37,62,55,117
PALCA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,6,2,1,3,7,10
PALOS BLANCOS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,2,11,244,228,246,239,485
PAMPA AULLAGAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,3,0,0,1,3,4
PAPEL PAMPA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,0,4,1,4,1,5
PASORAPA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,3,0,3,0,6,0,6
PELECHUCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,1,1,0,2,1,3
POCOATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,2,1,0,0,2,1,3
POCONA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,2,1,7,11,9,12,21
POJO (CBBA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,6,0,1,1,7,8
POOPO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,1,0,0,0,1,1
PORCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,0,0,5,0,5,5
POROMA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,3,1,0,0,3,1,4
PORTACHUELO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,2,0,1,0,3,3
PORVENIR,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,2,1,2,1,4,5
POSTRER VALLE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,0,0,1,0,1,1
POTOSI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,8,69,25,17,33,86,119
PUCARANI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,3,16,0,3,3,19,22
PUERTO ACOSTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,7,2,3,3,10,13
PUERTO GONZALO MORENO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,2,4,6,5,8,13
PUERTO PEREZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,1,1,3,2,4,6
PUERTO QUIJARRO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,3,3,0,0,3,3,6
PUERTO RICO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,4,2,1,5,5,7,12
PUERTO SUAREZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,3,2,2,5,5,7,12
PUERTO VILLARROEL,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,7,22,9,35,16,57,73
PUNA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,4,10,19,10,23,33
PUNATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,7,18,15,28,22,46,68
QUIABAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,1,0,0,0,1,1
QUILLACOLLO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,13,16,84,72,97,88,185
QUIME,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,0,25,23,25,23,48
QUIRUSILLAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,0,1,0,1,0,1
RAQAYPAMPA(ETA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,6,4,1,4,7,11
RAVELO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,5,2,0,5,5,7,12
RIBERALTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,29,115,123,115,152,267
ROBORE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,4,2,0,0,4,2,6
RURRENABAQUE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,2,9,2,2,4,11,15
SABAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,1,0,0,0,1,1
SACABA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,28,87,52,71,80,158,238
SACABAMBA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,4,1,1,2,5,7
SACACA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,2,3,0,0,2,3,5
SAIPINA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,2,0,0,0,2,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,3,1,3,2,6,8
SAMAIPATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,1,0,0,0,1,1
SAN ANDRES,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,2,2,0,0,2,2,4
SAN ANDRES DE MACHACA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,0,1,1,1,1,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,7,13,0,0,7,13,20
SAN BENITO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,4,3,8,3,12,15
SAN BORJA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,12,28,0,0,12,28,40
SAN BUENA VENTURA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,4,1,14,2,18,20
SAN CARLOS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,9,17,3,2,12,19,31
SAN IGNACIO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,5,26,17,26,22,48
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,5,30,67,11,72,41,113
SAN JAVIER(BNI),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,0,0,5,0,5,5
SAN JAVIER(STC),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,6,9,3,9,9,18,27
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,0,8,14,8,14,22
SAN JULIAN,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,2,5,2,8,4,13,17
SAN LORENZO(PND),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,4,7,4,1,8,8,16
SAN LORENZO(TJA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,5,0,0,0,5,5
SAN LUCAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,0,0,1,0,1,1
SAN MATIAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,12,5,3,5,15,20
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,2,5,0,3,2,8,10
SAN PABLO DE LIPEZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,1,0,0,1,1,2
SAN PEDRO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,2,1,0,0,2,1,3
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,2,3,0,0,2,3,5
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,3,0,0,1,3,4
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,2,0,0,0,2,2
SAN RAMON SCZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,2,0,0,1,2,3
SANTA ANA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,4,4,1,0,5,4,9
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,277,801,44,64,321,865,1186
SANTA ROSA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,13,1,0,1,13,14
SANTA ROSA DEL SARA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,3,9,1,2,4,11,15
SANTIAGO DE CALLAPA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,1,4,1,5,2,7
SANTIAGO DE HUARI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,5,0,0,0,5,5
SANTIVAÑES,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,1,3,2,3,3,6
SAPAHAQUI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,2,1,2,1,4,5
SENA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,0,4,1,4,1,5
SHINAOTA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,5,7,70,6,75,13,88
SICA SICA (VILLA AROMA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,0,0,2,0,2,2
SICAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,3,8,38,64,41,72,113
SIPE SIPE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,3,10,4,9,7,19,26
SOPACHUY,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,1,0,0,0,1,1
SORACACHI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,2,0,0,0,2,2
SORATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,2,6,26,25,28,31,59
SUCRE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,35,94,2,31,37,125,162
TACACOMA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,3,2,20,16,23,18,41
TACOPAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,3,1,5,8,8,9,17
TAPACARI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,3,2,1,3,4,7
TARABUCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,3,8,12,9,15,24
TARACO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,2,0,0,0,2,2
TARATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,5,3,2,4,7,11
TARIJA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,9,36,10,21,19,57,76
TARVITA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,1,0,0,0,1,1
TEOPONTE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,2,2,4,2,6,4,10
TINGUIPAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,6,0,5,0,11,11
TIPUANI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,0,3,8,4,8,12
TIQUIPAYA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,29,30,297,77,326,107,433
TIRAQUE (CBBA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,17,49,91,49,108,157
TOCO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,2,4,6,4,8,8,16
TOLATA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,3,1,2,1,5,6
TOMAVE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,2,0,2,0,4,4
TOMINA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,2,1,0,0,2,1,3
TORO TORO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,0,0,1,1,1,2
TOTORA(CBBA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,4,4,8,4,12,16
TOTORA(ORR),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,0,0,2,0,2,2
TRINIDAD,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,6,64,0,0,6,64,70
TUPIZA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,5,12,4,4,9,16,25
UMALA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,1,3,4,3,5,8
UNCIA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,9,3,7,4,16,20
URUBICHA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,2,2,4,2,6,8
UYUNI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,0,37,0,37,0,37
VACAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,1,2,0,3,1,4
VALLEGRANDE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,3,8,1,1,4,9,13
VIACHA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,21,5,11,5,32,37
VILA VILA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,1,1,0,1,1,2
VILLA CHARCAS,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,1,15,19,15,20,35
VILLA MONTES,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,11,8,43,1,54,9,63
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,0,6,3,6,3,9
VILLA RIVERO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,4,0,3,0,7,7
VILLA SERRANO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,6,3,0,0,6,3,9
VILLA TUNARI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,5,29,27,13,32,42,74
VILLAZON,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,8,31,3,23,11,54,65
VINTO,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,7,7,9,15,16,22,38
VITICHI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,0,0,1,1,1,2
WALDO BALLIVIAN,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,0,1,0,2,0,3,3
WARNES,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,26,54,16,22,42,76,118
YACUIBA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,5,13,0,1,5,14,19
YAMPARAEZ,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,4,5,0,0,4,5,9
YAPACANI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,2,8,4,10,6,18,24
YOCALLA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,1,4,0,0,1,4,5
YOTALA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-03-01,5,2,0,0,5,2,7
ACHACACHI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-04-01,2,12,2,12,4,24,28
ACHOCALLA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-04-01,0,3,0,0,0,3,3
AIQUILE,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-04-01,1,7,0,6,1,13,14
ALCALA,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-04-01,1,1,0,0,1,1,2
ALTO BENI,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-04-01,2,1,1,0,3,1,4
ANCORAIMES,otras vacunaciones,dt 3ra. dosis de 7 a 49 anos,2020-04-01,1,2,0,1,1,3,4
