,group,variable,month,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) DENTRO,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,HEPATITIS B 1RA. DOSIS POBLACIÓN VULNERABLE (VIH) FUERA,TOTALES,TOTALES,TOTALES
PAMPA AULLAGAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-10-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-10-01,0,3,0,1,0,4,4
QUIME,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-10-01,0,0,0,3,0,3,3
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-10-01,0,5,2,2,2,7,9
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-10-01,6,2,0,0,6,2,8
SAN PEDRO DE QUEMES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-10-01,0,0,3,2,3,2,5
SORATA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-10-01,1,1,0,0,1,1,2
SUCRE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-10-01,1,0,1,1,2,1,3
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-10-01,13,15,0,0,13,15,28
TIRAQUE (CBBA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-10-01,0,0,1,1,1,1,2
TOCO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-10-01,0,0,1,2,1,2,3
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-10-01,4,0,26,29,30,29,59
TUPIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-10-01,0,2,0,0,0,2,2
UYUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-10-01,1,0,0,0,1,0,1
VILLA TUNARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-10-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,0,3,0,0,0,3,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,1,1,0,0,1,1,2
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,0,1,0,0,0,1,1
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,0,2,0,0,0,2,2
CONCEPCION,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,2,2,0,0,2,2,4
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,1,0,0,0,1,0,1
CUATRO CAÑADAS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,10,10,26,65,36,75,111
EL TORNO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,2,5,0,0,2,5,7
GENERAL SAAVEDRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,1,1,0,0,1,1,2
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,13,14,5,1,18,15,33
MAIRANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,1,0,0,0,1,0,1
MONTERO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,0,2,0,1,0,3,3
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,0,2,0,0,0,2,2
PAILON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,1,3,8,6,9,9,18
PORTACHUELO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,8,24,0,0,8,24,32
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,5,6,0,0,5,6,11
RIBERALTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,0,2,0,0,0,2,2
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,0,1,0,0,0,1,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,3,0,0,0,3,0,3
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,3,4,4,6,7,10,17
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,1,1,0,0,1,1,2
SUCRE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,0,1,0,0,0,1,1
TARATA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,1,0,0,0,1,0,1
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,3,4,0,3,3,7,10
TIRAQUE (CBBA),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,0,1,0,0,0,1,1
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,0,23,0,6,0,29,29
TUPIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,0,0,8,2,8,2,10
UYUNI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,2,2,0,0,2,2,4
VILLA TUNARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,0,0,0,1,0,1,1
WARNES,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,0,1,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-11-01,2,1,0,0,2,1,3
ALCALA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,0,1,0,0,0,1,1
"CAIZA ""D""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,1,0,0,0,1,0,1
CARAPARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,1,1,0,0,1,1,2
"COLCHA ""K""",otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,0,1,0,0,0,1,1
COPACABANA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,0,0,1,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,8,27,25,26,33,53,86
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,5,21,0,0,5,21,26
GUANAY,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,0,0,1,2,1,2,3
LA PAZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,7,18,5,3,12,21,33
MOCOMOCO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,0,4,0,0,0,4,4
PADILLA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,0,1,0,0,0,1,1
PAILON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,0,4,0,0,0,4,4
PALOS BLANCOS,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,0,0,1,2,1,2,3
PORONGO,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,1,0,0,0,1,0,1
PUCARANI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,26,47,14,42,40,89,129
PUERTO VILLARROEL,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,2,0,0,0,2,0,2
QUIME,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,0,1,0,1,0,2,2
RIBERALTA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,1,1,0,0,1,1,2
SACABA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,7,17,0,0,7,17,24
SAN BORJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,1,0,0,0,1,0,1
SAN JULIAN,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,1,1,0,0,1,1,2
SAN RAMON SCZ,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,6,3,0,0,6,3,9
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,51,43,3,0,54,43,97
SUCRE,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,0,1,0,0,0,1,1
TAPACARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,1,0,0,0,1,0,1
TARIJA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,1,1,0,2,1,3,4
TUPIZA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,1,5,0,0,1,5,6
VILLA TUNARI,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,0,1,0,0,0,1,1
VILLAZON,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,1,0,0,1,1,1,2
YACUIBA,otras vacunaciones,hepatitis b  1ra. dosis  poblacion vulnerable (vih),2020-12-01,1,0,0,0,1,0,1
