,group,variable,month,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,TOTALES,TOTALES,TOTALES
EL TORNO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,143,209,316,195,459,404,863
EL VILLAR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,8,8,3,7,11,15,26
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,21,25,13,38,34,63,97
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,32,20,0,0,32,20,52
ESCOMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,3,1,3,4,6,5,11
ESMERALDA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,0,0,1,0,1,0,1
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,7,10,3,2,10,12,22
EXALTACION,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,4,3,0,0,4,3,7
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,4,4,45,58,49,62,111
FILADELFIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,3,1,1,3,4,4,8
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,59,81,3,14,62,95,157
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,12,7,2,1,14,8,22
GUANAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,23,17,60,38,83,55,138
GUAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,13,18,19,14,32,32,64
GUAYARAMERIN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,134,78,249,13,383,91,474
GUTIERREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,12,17,5,18,17,35,52
HUACARETA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,38,33,52,84,90,117,207
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,1,2,7,12,8,14,22
HUACHACALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,12,7,64,0,76,7,83
HUANUNI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,14,15,14,19,28,34,62
HUARACAJE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,25,28,47,53,72,81,153
HUARINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,25,31,46,57,71,88,159
HUATAJATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,0,0,1,2,1,2,3
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,0,1,12,20,12,21,33
HUMANATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,3,10,2,4,5,14,19
ICHOCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,9,6,1,4,10,10,20
ICLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,0,0,10,19,10,19,29
INCAHUASI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,17,40,72,128,89,168,257
INGAVI (HUMAITA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,6,10,0,0,6,10,16
INQUISIVI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,7,11,20,33,27,44,71
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,23,32,38,32,61,64,125
IXIAMAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,12,13,5,11,17,24,41
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,26,37,53,52,79,89,168
LA ASUNTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,82,106,39,33,121,139,260
LA GUARDIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,434,519,900,1051,1334,1570,2904
LA PAZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,2061,2657,1593,1070,3654,3727,7381
LAGUNILLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,4,8,23,42,27,50,77
LAJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,15,28,51,72,66,100,166
LAS CARRERAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,3,2,2,14,5,16,21
LICOMA PAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,0,7,1,0,1,7,8
LLALLAGUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,23,10,23,14,46,24,70
LLICA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,17,1,4,3,21,4,25
LORETO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,0,0,3,1,3,1,4
LURIBAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,5,7,9,12,14,19,33
MACHACAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,19,17,0,2,19,19,38
MACHARETI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,42,49,71,115,113,164,277
MAGDALENA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,14,11,40,58,54,69,123
MAIRANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,12,17,46,62,58,79,137
MALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,0,0,16,10,16,10,26
MAPIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,12,17,25,37,37,54,91
MECAPACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,26,43,11,24,37,67,104
MINEROS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,35,40,318,443,353,483,836
MIZQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,5,6,76,108,81,114,195
MOCOMOCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,19,15,53,46,72,61,133
MOJINETE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,0,1,0,0,0,1,1
MOJOCOYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,11,18,30,31,41,49,90
MONTEAGUDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,79,84,100,101,179,185,364
MONTERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,356,392,626,890,982,1282,2264
MORO MORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,0,3,13,19,13,22,35
MOROCHATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,7,9,10,20,17,29,46
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,5,6,3,1,8,7,15
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,2,1,0,0,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,3,3,0,0,3,3,6
OCURI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,19,8,26,32,45,40,85
OKINAWA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,5,5,2,3,7,8,15
OMEREQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,0,1,9,17,9,18,27
ORURO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,691,751,1564,1460,2255,2211,4466
PADCAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,24,36,27,45,51,81,132
PADILLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,16,14,79,77,95,91,186
PAILON,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,114,112,63,77,177,189,366
PALCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,24,20,19,28,43,48,91
PALOS BLANCOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,13,40,28,35,41,75,116
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,1,2,1,1,2,3,5
PAMPA GRANDE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,9,17,23,27,32,44,76
PAPEL PAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,4,3,0,1,4,4,8
PASORAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,1,1,38,42,39,43,82
PATACAMAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,18,28,2,10,20,38,58
PAZÑA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,1,0,0,6,1,6,7
PELECHUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,8,7,2,0,10,7,17
POCOATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,1,11,10,15,11,26,37
POCONA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,8,5,31,51,39,56,95
POJO (CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,15,13,15,15,30,28,58
POOPO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,3,5,6,5,9,10,19
PORCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,0,3,93,49,93,52,145
POROMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,12,17,25,55,37,72,109
PORONGO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,51,40,49,75,100,115,215
PORTACHUELO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,362,532,0,0,362,532,894
PORVENIR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,2,7,0,1,2,8,10
POSTRER VALLE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,5,7,1,2,6,9,15
POTOSI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,206,199,92,150,298,349,647
PRESTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,7,21,38,68,45,89,134
PUCARANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,21,18,50,81,71,99,170
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,0,3,20,30,20,33,53
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,0,1,26,20,26,21,47
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,3,1,9,3,12,4,16
PUERTO PEREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,0,4,10,12,10,16,26
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,3,3,3,2,6,5,11
PUERTO RICO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,0,0,0,1,0,1,1
PUERTO SILES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,8,13,0,0,8,13,21
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,26,36,62,53,88,89,177
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,46,60,142,127,188,187,375
PUNA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,4,8,12,20,16,28,44
PUNATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,33,36,36,62,69,98,167
QUIABAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,6,6,26,45,32,51,83
QUILLACOLLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,137,156,400,509,537,665,1202
QUIME,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,2,4,28,35,30,39,69
QUIRUSILLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,7,17,7,15,14,32,46
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,11,33,8,22,19,55,74
RAVELO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,17,22,37,63,54,85,139
REYES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,34,55,0,0,34,55,89
RIBERALTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,172,221,302,28,474,249,723
ROBORE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,21,12,0,0,21,12,33
RURRENABAQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,42,63,42,70,84,133,217
SABAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,1,1,3,5,4,6,10
SACABA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,134,196,548,717,682,913,1595
SACABAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,0,0,3,6,3,6,9
SACACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,5,3,50,45,55,48,103
SAIPINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,4,12,42,32,46,44,90
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,1,2,0,1,1,3,4
SAMAIPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,7,22,6,10,13,32,45
SAN ANDRES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,12,33,32,63,44,96,140
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,12,6,24,37,36,43,79
SAN ANTONIO DE ESMORUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,8,2,0,0,8,2,10
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,0,0,1,1,1,1,2
SAN BENITO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,5,16,119,171,124,187,311
SAN BORJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,120,118,189,225,309,343,652
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,4,7,4,5,8,12,20
SAN CARLOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,9,9,9,6,18,15,33
SAN IGNACIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,26,42,15,12,41,54,95
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,18,45,17,21,35,66,101
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,0,3,2,3,2,6,8
SAN JAVIER(STC),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,21,31,0,0,21,31,52
SAN JOAQUIN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,0,0,108,270,108,270,378
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,2,10,24,15,26,25,51
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,4,5,5,4,9,9,18
SAN JULIAN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,70,74,61,67,131,141,272
SAN LORENZO(PND),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,8,11,6,11,14,22,36
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,17,37,58,69,75,106,181
SAN LUCAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,25,24,21,31,46,55,101
SAN MATIAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,26,43,16,22,42,65,107
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,3,4,17,43,20,47,67
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,0,0,3,0,3,0,3
SAN PEDRO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,19,32,67,115,86,147,233
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,40,44,17,25,57,69,126
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,1,4,0,3,1,7,8
SAN PEDRO(PND),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,0,0,0,2,0,2,2
SAN RAFAEL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,1,3,5,2,6,5,11
SAN RAMON SCZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,125,164,5,7,130,171,301
SANTA ANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,10,10,0,0,10,10,20
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,3868,3727,6670,3377,10538,7104,17642
SANTA ROSA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,9,6,14,21,23,27,50
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,89,125,20,27,109,152,261
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,2,3,5,2,7,5,12
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,3,4,12,17,15,21,36
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,19,18,13,9,32,27,59
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,1,0,0,1,1,1,2
SANTIVAÑES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,2,0,17,15,19,15,34
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,1,0,2,1,3,1,4
SAPAHAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,1,5,4,10,5,15,20
SENA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,9,6,79,60,88,66,154
SHINAOTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,17,21,7,7,24,28,52
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,57,94,148,116,205,210,415
SICAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,1,1,2,1,3,2,5
SIPE SIPE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,30,43,100,143,130,186,316
SOPACHUY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,4,14,8,26,12,40,52
SORACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,3,1,0,2,3,3,6
SORATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,24,24,111,57,135,81,216
SUCRE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,624,972,576,210,1200,1182,2382
TACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,0,1,5,5,5,6,11
TACACOMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,38,60,127,51,165,111,276
TACOBAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,4,1,2,3,6,4,10
TACOPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,1,1,5,4,6,5,11
TAPACARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,21,51,49,67,70,118,188
TARABUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,12,11,15,28,27,39,66
TARACO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,7,18,12,16,19,34,53
TARATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,8,13,26,23,34,36,70
TARIJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,275,319,428,565,703,884,1587
TARVITA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,17,35,14,28,31,63,94
TEOPONTE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,4,4,7,10,11,14,25
TIAHUANACU,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,2,2,10,7,12,9,21
TINGUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,3,2,8,16,11,18,29
TIPUANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,15,19,14,19,29,38,67
TIQUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,46,60,87,146,133,206,339
TIRAQUE (CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,13,23,45,75,58,98,156
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,3,4,7,6,10,10,20
TOCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,11,5,0,2,11,7,18
TOLATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,7,5,1,3,8,8,16
TOLEDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,0,0,1,1,1,1,2
TOMAVE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,13,28,16,18,29,46,75
TOMINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,33,26,10,7,43,33,76
TORO TORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,4,2,5,1,9,3,12
TOTORA(CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,24,22,73,77,97,99,196
TOTORA(ORR),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,5,8,5,16,10,24,34
TRIGAL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,0,0,0,2,0,2,2
TRINIDAD,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,154,176,588,465,742,641,1383
TUPIZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,69,110,42,68,111,178,289
TURCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,0,0,1,1,1,1,2
UMALA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,4,10,0,0,4,10,14
UNCIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,4,5,1,1,5,6,11
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,4,5,6,9,10,14,24
URUBICHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,3,2,1,5,4,7,11
UYUNI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,57,79,5,7,62,86,148
VACAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,8,11,27,19,35,30,65
VALLEGRANDE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,24,35,5,4,29,39,68
VIACHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,89,101,379,305,468,406,874
VILA VILA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,6,3,9,27,15,30,45
VILLA CHARCAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,0,6,63,115,63,121,184
VILLA MONTES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,59,56,63,52,122,108,230
VILLA NUEVA (LOMA ALTA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,1,1,4,6,5,7,12
VILLA RIVERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,8,7,11,18,19,25,44
VILLA SERRANO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,2,9,2,5,4,14,18
VILLA TUNARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,100,106,148,130,248,236,484
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,20,28,61,79,81,107,188
VILLAZON,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,48,73,4,4,52,77,129
VINTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,91,61,111,140,202,201,403
VITICHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,1,2,8,7,9,9,18
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,16,28,7,15,23,43,66
WARNES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,421,619,993,1163,1414,1782,3196
YACO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,0,4,10,11,10,15,25
YACUIBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,163,162,109,160,272,322,594
YAMPARAEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,9,10,10,23,19,33,52
YANACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,16,15,19,22,35,37,72
YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,144,121,38,53,182,174,356
YOCALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,8,13,4,6,12,19,31
YOTALA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,9,4,18,15,27,19,46
YUNCHARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,3,0,7,13,10,13,23
ZUDAÑEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-06-01,8,20,43,73,51,93,144
ACACIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-07-01,0,7,1,1,1,8,9
ACHACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-07-01,82,51,99,144,181,195,376
ACHOCALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2020-07-01,11,24,5,4,16,28,44
