,group,variable,month,DT 2DA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 7 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 7 A 49 AÑOS FUERA,DT 2DA. DOSIS DE 7 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
SENA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,2,1,0,2,2,3,5
SHINAOTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,10,11,7,5,17,16,33
SICA SICA (VILLA AROMA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,0,12,0,0,0,12,12
SICAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,2,4,16,13,18,17,35
SIPE SIPE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,3,21,0,4,3,25,28
SOPACHUY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,0,3,2,3,2,6,8
SORACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,0,2,0,0,0,2,2
SORATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,4,23,48,55,52,78,130
SUCRE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,22,77,5,16,27,93,120
TACACOMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,1,2,24,18,25,20,45
TACOBAMBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,0,1,0,0,0,1,1
TACOPAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,2,4,20,16,22,20,42
TAHUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,0,0,3,7,3,7,10
TAPACARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,6,7,5,8,11,15,26
TARABUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,0,3,0,0,0,3,3
TARACO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,1,0,0,0,1,0,1
TARATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,1,5,3,1,4,6,10
TARIJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,38,197,118,28,156,225,381
TARVITA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,0,1,0,0,0,1,1
TEOPONTE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,0,4,7,8,7,12,19
TINGUIPAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,0,2,0,5,0,7,7
TIPUANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,3,2,50,52,53,54,107
TIQUIPAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,35,35,35,26,70,61,131
TIRAQUE (CBBA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,4,12,31,38,35,50,85
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,4,2,0,0,4,2,6
TOCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,1,2,4,4,5,6,11
TOLATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,2,3,6,8,8,11,19
TOMAVE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,0,3,0,3,0,6,6
TOMINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,1,0,0,1,1,1,2
TORO TORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,1,7,1,6,2,13,15
TOTORA(CBBA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,0,10,4,4,4,14,18
TOTORA(ORR),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,1,2,0,0,1,2,3
TRIGAL,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,1,1,0,1,1,2,3
TRINIDAD,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,20,135,252,0,272,135,407
TUPIZA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,7,46,14,19,21,65,86
UMALA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,1,1,3,0,4,1,5
UNCIA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,1,18,2,10,3,28,31
URIONDO (A. CONCEPCION),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,3,6,0,0,3,6,9
URUBICHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,0,3,0,1,0,4,4
UYUNI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,4,26,0,2,4,28,32
VACAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,0,1,1,2,1,3,4
VALLEGRANDE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,2,8,0,0,2,8,10
VIACHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,4,63,11,16,15,79,94
VILA VILA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,2,1,9,18,11,19,30
VILLA CHARCAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,0,4,0,0,0,4,4
VILLA MONTES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,14,34,309,3,323,37,360
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,3,3,3,2,6,5,11
VILLA RIVERO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,0,11,0,2,0,13,13
VILLA SERRANO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,2,0,0,0,2,0,2
VILLA TUNARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,5,41,12,23,17,64,81
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,11,1,0,0,11,1,12
VILLAZON,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,1,13,0,0,1,13,14
VINTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,8,31,3,20,11,51,62
VITICHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,1,7,0,0,1,7,8
WALDO BALLIVIAN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,0,1,0,1,0,2,2
WARNES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,16,48,162,6,178,54,232
YACUIBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,11,46,122,1,133,47,180
YAMPARAEZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,0,6,0,0,0,6,6
YANACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,0,1,0,0,0,1,1
YAPACANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,10,10,0,5,10,15,25
YOCALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,0,6,0,0,0,6,6
YOTALA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,0,1,0,0,0,1,1
YUNCHARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,0,0,4,4,4,4,8
ZUDAÑEZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-03-01,0,0,6,11,6,11,17
ACACIO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,2,1,1,1,3,4
ACHACACHI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,17,3,3,4,20,24
ACHOCALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,8,0,0,1,8,9
AIQUILE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,2,3,4,13,6,16,22
ALCALA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,1,0,0,0,1,1
ALTO BENI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,4,7,3,3,7,10,17
ANCORAIMES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,2,3,3,3,5,8
ANDAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,3,3,10,4,13,17
ANTEQUERA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,1,0,0,0,1,1
ANZALDO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,4,3,8,4,12,16
APOLO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,7,0,3,0,10,10
ARAMPAMPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,1,2,5,2,6,8
ARANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,4,7,3,5,7,12,19
ARBIETO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,7,14,4,1,11,15,26
ARQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,1,0,3,0,4,4
ASCENCION DE GUARAYOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,11,0,0,0,11,11
ATOCHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,4,2,4,2,8,10
AUCAPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,2,0,0,1,2,3
AYATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,1,0,0,0,1,1
AYO AYO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,3,0,1,1,4,5
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,3,5,6,6,9,15
AZURDUY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,4,0,4,0,8,8
BATALLAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,2,0,2,0,4,4
BAURES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,6,3,0,0,6,3,9
BELEN DE ANDAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,1,0,0,0,1,1
BELLA FLOR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,7,1,53,0,60,1,61
BERMEJO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,5,24,0,1,5,25,30
BETANZOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,2,21,6,8,8,29,37
BOLIVAR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,5,0,1,1,6,7
BOYUIBE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,1,0,0,0,1,1
BUENA VISTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,2,9,7,11,9,20,29
CABEZAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,5,7,0,3,5,10,15
CAIROMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,3,0,1,0,4,4
"CAIZA ""D""",otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,8,1,5,1,13,14
CAJUATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,1,0,0,0,1,1
CALACOTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,0,0,2,0,2,2
CALAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,2,0,1,1,3,4
CAMARGO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,0,0,1,0,1,1
CAMIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,4,5,1,0,5,5,10
CAPINOTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,4,16,10,19,14,35,49
CAQUIAVIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,4,0,0,0,4,4
CARACOLLO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,2,7,54,8,56,15,71
CARANAVI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,10,44,2,3,12,47,59
CARAPARI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,3,1,0,0,3,1,4
CARIPUYO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,2,0,0,0,2,2
CARMEN RIVERO TORREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,4,7,0,0,4,7,11
CHACARILLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,1,0,0,1,1,2
CHALLAPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,4,15,5,18,9,33,42
CHAQUI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,6,0,0,1,6,7
CHARAGUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,8,13,0,0,8,13,21
CHARAÑA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,2,5,0,0,2,5,7
CHAYANTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,11,0,0,0,11,11
CHIMORE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,10,9,1,4,11,13,24
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,2,4,0,0,2,4,6
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,2,0,1,0,3,3
CKOCHAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,2,19,1,7,3,26,29
CLIZA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,1,0,2,1,3,4
COBIJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,12,8,1,6,13,14,27
COCAPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,7,5,5,18,12,23,35
COCHABAMBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,30,97,51,0,81,97,178
COLCAPIRHUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,4,8,0,0,4,8,12
"COLCHA ""K""",otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,16,7,1,7,17,14,31
COLLANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,1,0,0,0,1,1
COLOMI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,3,16,3,0,6,16,22
COLPA BELGICA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,5,0,0,0,5,5
COLQUECHACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,41,16,21,17,62,79
COLQUENCHA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,2,0,0,1,2,3
COLQUIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,19,2,16,3,35,38
COMARAPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,1,0,3,0,4,4
COMBAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,0,0,0,1,0,1
CONCEPCION,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,6,9,0,6,6,15,21
COPACABANA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,1,0,1,0,2,2
CORIPATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,12,0,0,1,12,13
CORO CORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,0,0,3,0,3,3
COROICO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,3,1,4,2,7,9
CORQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,2,8,0,0,2,8,10
COTAGAITA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,2,15,0,0,2,15,17
COTOCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,3,0,0,1,3,4
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,1,0,0,0,1,1
CUEVO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,2,0,0,0,2,0,2
CURAHUARA DE CARANGAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,2,0,1,0,3,3
CURVA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,1,0,1,0,2,2
DESAGUADERO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,30,328,17,77,47,405,452
EL CHORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,0,1,3,1,3,4
EL PUENTE(TJA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,4,0,1,1,5,6
EL VILLAR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,1,0,1,1,2,3
ENTRE RIOS TRJ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,4,6,3,7,7,13,20
ENTRE RIOS CBBA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,29,260,6,261,35,296
ESCOMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,2,0,0,0,2,2
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,1,3,6,3,7,10
FILADELFIA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,3,0,1,0,4,4
GENERAL SAAVEDRA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,5,1,0,1,5,2,7
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,6,0,0,0,6,6
GUANAY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,9,3,9,4,18,22
GUAYARAMERIN,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,8,52,10,3,18,55,73
GUTIERREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,6,0,5,1,11,12
HUACARETA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,1,0,0,1,1,2
HUACHACALLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,1,133,0,134,1,135
HUANUNI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,13,18,1,1,14,19,33
HUARINA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,2,0,0,0,2,2
HUATAJATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,0,0,0,1,0,1
HUAYLLAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,3,5,0,0,3,5,8
ICHOCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,0,2,8,2,8,10
ICLA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,3,1,2,2,5,7
INCAHUASI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,1,4,3,5,4,9
INGAVI (HUMAITA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,3,0,0,1,3,4
INQUISIVI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,1,1,0,1,1,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,5,0,0,0,5,5
IXIAMAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,16,1,7,10,23,11,34
JESUS DE MACHACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,0,0,1,0,1,1
LA ASUNTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,2,6,3,2,5,8,13
LA PAZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,43,236,60,50,103,286,389
LA RIVERA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,2,0,0,1,2,1,3
LAGUNILLAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,0,0,6,0,6,6
LAJA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,1,0,0,1,1,2
LLALLAGUA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,27,56,10,14,37,70,107
LORETO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,1,0,0,0,1,1
LURIBAY,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,5,1,5,1,10,11
MACHACAMARCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,1,0,0,0,1,1
MACHARETI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,4,0,0,1,4,5
MAGDALENA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,5,6,14,6,19,12,31
MAPIRI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,22,0,1,1,23,24
MECAPACA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,0,1,1,1,1,2
MIZQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,0,0,3,0,3,3
MOCOMOCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,2,12,30,19,32,31,63
MOJOCOYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,3,0,0,1,3,4
MONTEAGUDO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,3,1,0,0,3,1,4
MONTERO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,31,0,2,0,33,33
MORO MORO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,1,0,0,0,1,1
MOROCHATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,1,0,0,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,1,5,5,5,6,11
NAZACARA DE PACAJES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,0,5,5,5,5,10
OCURI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,13,5,28,5,41,46
OKINAWA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,2,0,0,0,2,2
OMEREQUE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,3,5,9,7,12,12,24
ORURO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,20,197,9,13,29,210,239
PADCAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,4,7,0,0,4,7,11
PAILON,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,3,7,0,0,3,7,10
PALCA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,3,21,2,8,5,29,34
PALOS BLANCOS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,3,13,12,12,15,25,40
PAMPA AULLAGAS,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,8,2,0,0,8,2,10
PAPEL PAMPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,5,0,0,0,5,5
PASORAPA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,0,1,0,1,0,1
PATACAMAYA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,2,1,0,1,2,3
PELECHUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,3,14,0,2,3,16,19
POCOATA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,2,0,3,0,5,5
POCONA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,11,14,8,4,19,18,37
POJO (CBBA),otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,4,3,0,1,4,4,8
POOPO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,1,0,0,0,1,1
PORCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,6,0,0,0,6,6
POROMA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,1,0,0,0,1,1
PORTACHUELO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,11,0,0,0,11,11
PORVENIR,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,1,1,0,2,1,3
POSTRER VALLE,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,1,0,0,1,1,2
POTOSI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,6,19,0,0,6,19,25
PRESTO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,0,0,2,0,2,2
PUCARA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,1,0,0,1,1,2
PUCARANI,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,5,21,0,4,5,25,30
PUERTO ACOSTA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,7,0,1,0,8,8
PUERTO CARABUCO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,1,174,5,174,6,180
PUERTO GONZALO MORENO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,9,0,5,1,14,15
PUERTO PEREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,1,5,1,2,2,7,9
PUERTO QUIJARRO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,5,0,0,0,5,5
PUERTO RICO,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,0,4,2,0,2,4,6
PUERTO SILES,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,2,0,0,0,2,0,2
PUERTO SUAREZ,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,2,4,10,2,12,6,18
PUERTO VILLARROEL,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,20,18,16,19,36,37,73
PUNA,otras vacunaciones,dt 2da. dosis de 7 a 49 anos,2020-04-01,2,13,1,6,3,19,22
