,group,variable,month,INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,TOTALES,TOTALES,TOTALES
SAN CARLOS,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,47,72,2,14,49,86,135
SAN IGNACIO,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,0,6,56,73,56,79,135
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,93,227,0,0,93,227,320
SAN JAVIER(STC),otras vacunaciones,influenza estacional a personal de salud,2020-05-01,24,44,0,0,24,44,68
SAN JOAQUIN,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,49,55,0,0,49,55,104
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,77,147,0,0,77,147,224
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,15,28,1,1,16,29,45
SAN JULIAN,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,89,175,11,5,100,180,280
SAN LORENZO(PND),otras vacunaciones,influenza estacional a personal de salud,2020-05-01,18,25,6,6,24,31,55
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personal de salud,2020-05-01,35,76,0,2,35,78,113
SAN LUCAS,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,60,72,0,0,60,72,132
SAN MATIAS,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,20,46,0,1,20,47,67
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,19,43,0,0,19,43,62
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,7,4,0,0,7,4,11
SAN PEDRO,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,9,37,3,0,12,37,49
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,57,41,4,3,61,44,105
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,11,10,0,0,11,10,21
SAN PEDRO DE QUEMES,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,6,2,0,0,6,2,8
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,5,11,1,2,6,13,19
SAN PEDRO(PND),otras vacunaciones,influenza estacional a personal de salud,2020-05-01,6,4,5,3,11,7,18
SAN RAFAEL,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,14,26,0,0,14,26,40
SAN RAMON BENI,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,0,0,20,35,20,35,55
SAN RAMON SCZ,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,23,23,0,0,23,23,46
SANTA ANA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,36,46,0,0,36,46,82
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,2307,5115,348,435,2655,5550,8205
SANTA ROSA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,1,3,15,29,16,32,48
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,29,71,1,4,30,75,105
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,9,9,0,0,9,9,18
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,14,9,3,4,17,13,30
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,6,7,0,0,6,7,13
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,6,15,1,1,7,16,23
SANTIVAÑES,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,7,5,2,3,9,8,17
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,12,12,0,2,12,14,26
SAPAHAQUI,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,17,18,1,1,18,19,37
SENA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,19,24,0,3,19,27,46
SHINAOTA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,29,61,1,2,30,63,93
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personal de salud,2020-05-01,16,23,3,10,19,33,52
SICAYA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,5,11,3,4,8,15,23
SIPE SIPE,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,35,104,6,25,41,129,170
SOPACHUY,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,14,31,0,0,14,31,45
SORACACHI,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,21,31,0,0,21,31,52
SORATA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,16,13,2,2,18,15,33
SUCRE,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,211,563,322,593,533,1156,1689
TACACHI,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,1,6,0,0,1,6,7
TACACOMA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,6,8,1,2,7,10,17
TACOBAMBA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,15,9,0,0,15,9,24
TACOPAYA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,18,14,3,2,21,16,37
TAHUA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,7,5,0,2,7,7,14
TAPACARI,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,27,24,11,7,38,31,69
TARABUCO,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,24,53,0,0,24,53,77
TARACO,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,9,11,0,0,9,11,20
TARATA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,11,13,1,3,12,16,28
TARIJA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,319,748,23,75,342,823,1165
TARVITA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,40,47,2,2,42,49,91
TEOPONTE,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,14,14,1,3,15,17,32
TIAHUANACU,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,11,22,0,0,11,22,33
TINGUIPAYA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,10,14,9,9,19,23,42
TIPUANI,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,14,18,0,0,14,18,32
TIQUIPAYA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,83,146,20,24,103,170,273
TIRAQUE (CBBA),otras vacunaciones,influenza estacional a personal de salud,2020-05-01,19,36,15,23,34,59,93
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,influenza estacional a personal de salud,2020-05-01,2,6,0,0,2,6,8
TOCO,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,11,16,0,1,11,17,28
TODOS SANTOS,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,0,0,3,0,3,0,3
TOLATA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,9,18,1,0,10,18,28
TOLEDO,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,10,11,1,5,11,16,27
TOMAVE,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,23,18,4,9,27,27,54
TOMINA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,20,36,3,5,23,41,64
TORO TORO,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,16,10,7,1,23,11,34
TOTORA(CBBA),otras vacunaciones,influenza estacional a personal de salud,2020-05-01,12,26,3,12,15,38,53
TOTORA(ORR),otras vacunaciones,influenza estacional a personal de salud,2020-05-01,9,8,1,4,10,12,22
TRIGAL,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,7,9,0,0,7,9,16
TRINIDAD,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,55,157,88,97,143,254,397
TUPIZA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,150,201,9,14,159,215,374
TURCO,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,18,14,0,0,18,14,32
UMALA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,0,1,0,0,0,1,1
UNCIA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,59,67,0,1,59,68,127
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personal de salud,2020-05-01,24,48,9,10,33,58,91
URUBICHA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,12,30,0,0,12,30,42
UYUNI,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,50,49,32,44,82,93,175
VACAS,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,15,30,0,1,15,31,46
VALLEGRANDE,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,48,161,1,7,49,168,217
VIACHA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,87,187,10,17,97,204,301
VILA VILA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,11,13,0,0,11,13,24
VILLA CHARCAS,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,17,23,3,6,20,29,49
VILLA MONTES,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,86,230,20,20,106,250,356
VILLA NUEVA (LOMA ALTA),otras vacunaciones,influenza estacional a personal de salud,2020-05-01,9,11,1,3,10,14,24
VILLA RIVERO,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,12,26,2,1,14,27,41
VILLA SERRANO,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,16,19,0,5,16,24,40
VILLA TUNARI,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,72,113,5,8,77,121,198
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a personal de salud,2020-05-01,11,23,0,2,11,25,36
VILLAZON,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,49,104,28,54,77,158,235
VINTO,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,97,123,115,125,212,248,460
VITICHI,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,24,18,1,1,25,19,44
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,0,5,0,0,0,5,5
WARNES,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,134,265,6,5,140,270,410
YACO,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,12,2,0,2,12,4,16
YACUIBA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,147,301,58,46,205,347,552
YAMPARAEZ,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,13,26,0,0,13,26,39
YANACACHI,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,8,8,0,3,8,11,19
YAPACANI,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,80,182,2,3,82,185,267
YOCALLA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,11,17,3,0,14,17,31
YOTALA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,7,6,1,3,8,9,17
YUNCHARA,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,19,24,2,4,21,28,49
YUNGUYO DE LITORAL,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,1,2,0,0,1,2,3
ZUDAÑEZ,otras vacunaciones,influenza estacional a personal de salud,2020-05-01,17,20,1,1,18,21,39
ACACIO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,1,0,0,1,1,2
ACHACACHI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,13,2,4,3,17,20
ACHOCALLA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,4,0,0,2,4,6
AIQUILE,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,4,7,3,7,7,14,21
ALALAY,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,0,2,0,4,0,4
ALCALA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,3,0,1,2,4,6
ALTO BENI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,4,1,0,0,4,1,5
ANCORAIMES,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,1,1,0,3,1,4
ANDAMARCA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,1,1,0,2,1,3
ANZALDO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,9,2,0,2,9,11
APOLO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,5,3,0,0,5,3,8
ARANI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,3,0,1,0,4,4
ARBIETO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,4,0,3,1,7,8
ARQUE,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,1,0,0,0,1,1
ATOCHA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,4,1,0,3,4,7
AUCAPATA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,1,1,2,3,3,6
AYATA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,3,3,0,0,3,3,6
AYO AYO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,3,0,3,2,6,8
AZURDUY,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,5,4,0,0,5,4,9
BATALLAS,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,1,3,1,4,2,6
BAURES,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,8,10,1,0,9,10,19
BELEN DE URMIRI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,3,0,0,0,3,0,3
BELLA FLOR,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,3,0,0,1,3,4
BERMEJO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,19,39,0,4,19,43,62
BETANZOS,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,4,1,0,1,4,2,6
BOLIVAR,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,4,1,2,3,6,4,10
BOYUIBE,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,2,0,1,1,3,4
BUENA VISTA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,3,3,2,3,5,6,11
CABEZAS,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,3,3,0,0,3,3,6
CAIROMA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,5,3,0,0,5,3,8
"CAIZA ""D""",otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,1,0,0,0,1,1
CAJUATA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,1,0,0,0,1,1
CALAMARCA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,2,0,0,2,2,4
CAMARGO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,5,0,0,1,5,6
CAMIRI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,28,28,4,5,32,33,65
CAPINOTA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,4,0,3,2,7,9
CAQUIAVIRI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,1,0,0,2,1,3
CARACOLLO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,9,8,2,1,11,9,20
CARANAVI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,5,5,0,0,5,5,10
CARAPARI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,18,13,18,15,36,28,64
CARIPUYO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,5,2,0,0,5,2,7
CHALLAPATA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,4,3,0,4,4,8
CHAQUI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,4,1,0,0,4,1,5
CHARAGUA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,5,5,0,0,5,5,10
CHARAÑA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,0,0,0,1,0,1
CHAYANTA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,1,0,1,0,2,2
CHIMORE,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,4,4,0,3,4,7,11
CHOQUE COTA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,1,0,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,0,0,1,2,1,3
CHUMA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,3,4,0,0,3,4,7
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,2,0,1,1,3,4
CKOCHAS,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,3,2,0,0,3,2,5
CLIZA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,3,7,1,0,4,7,11
COBIJA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,7,25,4,6,11,31,42
COCAPATA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,10,6,4,0,14,6,20
COCHABAMBA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,877,1118,236,298,1113,1416,2529
COLCAPIRHUA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,29,43,5,13,34,56,90
"COLCHA ""K""",otras vacunaciones,influenza estacional a personal de salud,2020-06-01,9,8,0,0,9,8,17
COLLANA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,1,0,0,0,1,1
COLOMI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,4,0,0,1,4,5
COLPA BELGICA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,0,0,3,0,3,3
COLQUECHACA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,3,0,0,0,3,3
COLQUIRI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,1,4,8,4,9,13
COMANCHE,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,3,0,0,2,3,5
COMARAPA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,1,0,0,0,1,1
COMBAYA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,3,0,1,2,4,6
CONCEPCION,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,3,3,4,4,7,11
CORO CORO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,0,0,2,1,2,3
COROICO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,3,0,0,0,3,3
COTAGAITA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,8,9,1,3,9,12,21
COTOCA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,9,29,0,0,9,29,38
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,6,0,0,1,6,7
CULPINA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,4,2,0,0,4,2,6
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,0,0,0,1,0,1
CURVA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,3,0,0,0,3,0,3
EL ALTO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,183,445,92,114,275,559,834
EL CHORO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,0,0,0,1,0,1
EL PUENTE(STC),otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,1,0,0,1,1,2
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personal de salud,2020-06-01,3,8,1,1,4,9,13
EL TORNO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,11,36,3,6,14,42,56
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,9,15,3,0,12,15,27
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,3,7,0,0,3,7,10
ESMERALDA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,0,2,2,2,2,4
EXALTACION,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,0,0,0,1,0,1
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,7,0,0,2,7,9
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,2,0,0,2,2,4
GUANAY,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,2,0,0,1,2,3
GUAQUI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,1,0,0,0,1,1
GUAYARAMERIN,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,15,26,0,0,15,26,41
GUTIERREZ,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,1,1,1,3,2,5
HUACARETA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,10,11,3,2,13,13,26
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,3,1,1,2,4,6
HUACHACALLA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,2,0,0,2,2,4
HUANUNI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,9,16,2,1,11,17,28
HUARACAJE,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,3,5,1,2,4,7,11
HUARINA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,2,0,0,2,2,4
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,1,0,0,0,1,1
ICHOCA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,1,0,0,0,1,1
INCAHUASI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,2,0,0,1,2,3
INQUISIVI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,11,6,0,0,11,6,17
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,3,0,0,2,3,5
IXIAMAS,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,1,0,0,2,1,3
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,3,2,0,4,3,6,9
LA GUARDIA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,21,52,2,3,23,55,78
LA PAZ,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,862,1266,543,420,1405,1686,3091
LAGUNILLAS,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,1,2,1,3,2,5
LAJA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,6,12,3,1,9,13,22
LAS CARRERAS,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,1,0,0,0,1,1
LICOMA PAMPA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,2,1,2,1,4,5
LLALLAGUA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,7,13,0,1,7,14,21
LLICA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,1,0,0,0,1,1
LORETO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,0,1,0,1,0,1
LURIBAY,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,0,0,0,1,0,1
MACHACAMARCA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,8,0,0,2,8,10
MACHARETI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,8,12,1,0,9,12,21
MAGDALENA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,5,1,2,11,7,12,19
MAIRANA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,3,0,0,1,3,4
MALLA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,1,0,0,0,1,1
MAPIRI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,1,0,1,1,2,3
MECAPACA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,0,0,0,1,0,1
MINEROS,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,8,1,6,1,14,15
MIZQUE,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,3,3,1,1,4,4,8
MOJOCOYA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,4,0,0,0,4,4
MONTEAGUDO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,11,26,0,2,11,28,39
MONTERO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,36,99,45,74,81,173,254
MORO MORO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,1,0,0,0,1,1
MOROCHATA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,1,1,0,2,1,3
OCURI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,15,14,3,4,18,18,36
OKINAWA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,3,6,0,1,3,7,10
OMEREQUE,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,0,0,0,1,0,1
ORURO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,134,202,121,164,255,366,621
PADCAYA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,18,35,0,2,18,37,55
PADILLA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,0,1,1,1,1,2
PAILON,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,5,4,0,3,5,7,12
PALCA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,5,0,0,2,5,7
PALOS BLANCOS,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,3,2,0,0,3,2,5
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,1,0,0,0,1,1
PAMPA GRANDE,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,0,0,1,0,1,1
PAPEL PAMPA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,0,0,0,1,0,1
PASORAPA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,0,2,3,2,3,5
PATACAMAYA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,6,22,0,0,6,22,28
PAZÑA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,8,0,0,2,8,10
PELECHUCO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,1,0,0,2,1,3
POCOATA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,2,0,0,2,2,4
POCONA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,4,7,1,0,5,7,12
POJO (CBBA),otras vacunaciones,influenza estacional a personal de salud,2020-06-01,3,1,1,1,4,2,6
PORCO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,2,2,0,2,2,4
POROMA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,6,4,0,0,6,4,10
PORONGO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,7,14,9,17,16,31,47
PORTACHUELO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,4,3,0,0,4,3,7
PORVENIR,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,1,0,0,2,1,3
POSTRER VALLE,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,30,56,2,12,32,68,100
PRESTO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,1,0,0,1,1,2
PUCARANI,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,11,9,1,1,12,10,22
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,1,1,0,0,1,1,2
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,2,5,0,0,2,5,7
PUERTO PEREZ,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,1,0,1,0,2,2
PUERTO RICO,otras vacunaciones,influenza estacional a personal de salud,2020-06-01,0,1,0,0,0,1,1
