,group,variable,month,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD DENTRO,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD FUERA,HEPATITIS B 2DA. DOSIS TRABAJADORES DE SALUD FUERA,TOTALES,TOTALES,TOTALES
PUNATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,2,3,0,0,2,3,5
QUILLACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,7,14,0,0,7,14,21
RIBERALTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,3,8,0,0,3,8,11
ROBORE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,2,0,0,0,2,2
SACABA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,3,22,0,0,3,22,25
SALINAS DE GARCI MENDOZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,4,4,0,0,4,4,8
SAMAIPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,4,0,0,1,4,5
SAN BORJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,0,0,1,1,1,2
SAN CARLOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,1,0,0,0,1,1
SAN JAVIER(STC),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,3,2,0,0,3,2,5
SAN LORENZO(PND),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,6,0,0,1,6,7
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,0,0,0,1,0,1
SAN MATIAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,3,0,0,0,3,3
SAN PEDRO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,4,31,0,0,4,31,35
SANTIVAÑES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,3,0,0,1,3,4
SHINAOTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,1,0,0,0,1,1
SIPE SIPE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,8,12,0,0,8,12,20
SUCRE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,5,0,0,1,5,6
TACOPAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,3,1,0,0,3,1,4
TAPACARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,0,0,0,1,0,1
TARATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,4,19,2,3,6,22,28
TIAHUANACU,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,5,0,0,0,5,5
TIQUIPAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,4,0,0,0,4,4
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,1,0,0,0,1,1
TOLEDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,1,0,0,0,1,1
TOTORA(CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,11,12,0,0,11,12,23
URUBICHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,1,0,0,1,1,2
VALLEGRANDE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,1,1,0,0,1,1,2
VIACHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,4,0,0,0,4,4
VILLA CHARCAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,2,0,0,0,2,2
VINTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,1,0,1,0,2,2
WALDO BALLIVIAN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,2,5,0,0,2,5,7
WARNES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,7,2,0,0,7,2,9
YACUIBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,2,11,0,0,2,11,13
YAPACANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-03-01,0,2,0,0,0,2,2
AIQUILE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,2,1,0,1,2,2,4
ANZALDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,1,2,0,0,1,2,3
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,1,1,0,0,1,1,2
BERMEJO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,3,0,0,0,3,0,3
CAJUATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,1,2,0,0,1,2,3
CAMARGO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,2,3,0,0,2,3,5
CAPINOTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,2,2,0,0,2,2,4
CARACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,2,0,0,0,2,2
CARIPUYO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,1,0,0,0,1,1
CHIMORE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,2,4,0,0,2,4,6
CLIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,1,1,0,0,1,1,2
COBIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,1,13,0,2,1,15,16
COCAPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,1,0,0,0,1,0,1
COCHABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,1,31,0,0,1,31,32
COLCAPIRHUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,2,0,0,0,2,2
COLQUENCHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,1,1,0,0,1,1,2
COMARAPA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,1,0,0,0,1,1
COTOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,2,6,0,0,2,6,8
EL ALTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,4,19,4,11,8,30,38
EL PUENTE(TJA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,3,1,0,0,3,1,4
EL TORNO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,1,4,0,0,1,4,5
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,2,0,0,0,2,0,2
EUCALIPTUS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,1,0,0,0,1,1
FILADELFIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,1,1,0,0,1,1,2
GUANAY,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,3,2,3,0,6,2,8
GUAYARAMERIN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,1,0,0,0,1,1
HUACARETA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,3,1,0,0,3,1,4
ICHOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,1,0,0,0,1,1
LA GUARDIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,2,12,1,1,3,13,16
LA PAZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,6,14,0,0,6,14,20
LLALLAGUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,1,0,0,0,1,1
MAGDALENA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,6,0,0,0,6,6
MIZQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,1,0,0,0,1,1
MOCOMOCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,1,0,0,0,1,0,1
MONTEAGUDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,4,0,0,0,4,4
MONTERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,1,0,0,0,1,1
MOROCHATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,3,14,0,0,3,14,17
PADCAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,3,4,0,0,3,4,7
PALCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,1,2,0,0,1,2,3
PASORAPA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,4,0,0,0,4,0,4
POCOATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,2,0,0,0,2,2
POJO (CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,1,0,0,0,1,1
PORCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,2,0,0,0,2,2
PORONGO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,1,3,0,0,1,3,4
POSTRER VALLE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,2,0,0,0,2,0,2
POTOSI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,19,0,0,0,19,19
PUERTO PEREZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,1,0,0,0,1,1
PUERTO QUIJARRO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,1,4,0,0,1,4,5
QUILLACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,0,1,0,1,0,1
QUIME,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,1,0,0,0,1,1
RIBERALTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,2,6,0,0,2,6,8
SACABA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,3,7,0,0,3,7,10
SACABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,2,0,0,0,2,2
SAMAIPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,1,0,0,0,1,0,1
SAN ANTONIO DE ESMORUCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,6,2,0,0,6,2,8
SAN BORJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,3,0,0,0,3,3
SAN CARLOS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,1,0,0,0,1,1
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,2,0,0,0,2,2
SAN LUCAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,10,35,0,0,10,35,45
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,3,0,0,0,3,3
SAPAHAQUI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,1,0,0,0,1,1
SHINAOTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,1,0,0,0,1,1
SIPE SIPE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,4,14,0,0,4,14,18
SUCRE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,1,1,0,0,1,1,2
TACOPAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,5,2,0,0,5,2,7
TARIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,3,12,0,0,3,12,15
TIPUANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,1,0,0,0,1,1
TIQUIPAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,3,0,0,0,3,3
TOCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,1,1,0,0,1,1,2
TRINIDAD,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,1,2,0,0,1,2,3
TUPIZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,3,2,0,0,3,2,5
URIONDO (A. CONCEPCION),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,1,0,0,0,1,0,1
UYUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,0,1,0,1,0,1
VILLA MONTES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,1,0,0,0,1,1
VILLAZON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,0,0,0,1,0,1,1
VINTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,2,0,0,0,2,0,2
WARNES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,3,17,0,0,3,17,20
YACUIBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-04-01,1,4,0,0,1,4,5
AIQUILE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,2,3,0,0,2,3,5
ALCALA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,1,0,0,0,1,1
ALTO BENI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,2,1,0,0,2,1,3
ANDAMARCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,1,0,0,0,1,1
ANZALDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,2,2,0,0,2,2,4
BATALLAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,0,0,1,0,1,1
BERMEJO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,3,0,0,0,3,3
BOLIVAR,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,2,0,0,0,2,0,2
CABEZAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,1,0,0,0,1,0,1
CAMARGO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,2,1,0,0,2,1,3
CAPINOTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,3,9,0,0,3,9,12
CARAPARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,0,1,2,1,2,3
CHIMORE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,3,3,0,0,3,3,6
COBIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,5,11,1,3,6,14,20
COCAPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,1,0,0,0,1,0,1
COCHABAMBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,6,18,1,0,7,18,25
COLCAPIRHUA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,1,0,0,0,1,1
COLLANA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,2,3,0,0,2,3,5
COLOMI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,3,5,0,0,3,5,8
COLQUENCHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,1,1,0,0,1,1,2
COLQUIRI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,1,1,0,0,1,1,2
CONCEPCION,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,4,13,0,0,4,13,17
CORO CORO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,0,0,1,0,1,1
COTAGAITA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,1,2,0,0,1,2,3
COTOCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,7,10,0,0,7,10,17
EL ALTO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,15,23,7,15,22,38,60
EL TORNO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,4,5,0,0,4,5,9
ENTRE RIOS TRJ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,2,0,0,0,2,2
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,1,9,0,0,1,9,10
FILADELFIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,1,0,0,0,1,1
GUAYARAMERIN,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,1,2,0,0,1,2,3
HUANUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,1,4,0,0,1,4,5
ICLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,14,12,0,0,14,12,26
IXIAMAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,1,0,1,0,2,2
LA GUARDIA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,5,13,0,1,5,14,19
LA PAZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,12,30,3,5,15,35,50
MAGDALENA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,1,0,0,0,1,0,1
MIZQUE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,2,0,0,0,2,0,2
MONTEAGUDO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,1,0,0,0,1,1
MONTERO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,3,13,0,0,3,13,16
MOROCHATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,1,0,0,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,1,0,0,0,1,1
OKINAWA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,1,0,0,0,1,1
ORURO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,8,26,0,0,8,26,34
PAILON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,0,1,0,1,0,1
PALCA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,1,0,0,0,1,1
POCOATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,1,0,0,0,1,0,1
POJO (CBBA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,1,0,0,0,1,1
PORCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,3,0,0,0,3,3
POTOSI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,1,5,0,0,1,5,6
PUERTO SUAREZ,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,3,1,0,0,3,1,4
PUNA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,1,1,0,0,1,1,2
PUNATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,1,0,0,0,1,1
QUILLACOLLO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,5,0,0,0,5,5
QUIME,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,3,0,2,0,5,5
QUIRUSILLAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,1,0,0,0,1,0,1
RAVELO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,5,6,0,0,5,6,11
RIBERALTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,1,0,0,0,1,1
ROBORE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,1,7,0,0,1,7,8
SABAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,2,0,0,0,2,0,2
SACABA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,2,12,1,1,3,13,16
SALINAS DE GARCI MENDOZA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,3,2,0,0,3,2,5
SAMAIPATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,1,0,0,0,1,1
SAN BORJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,1,1,0,0,1,1,2
SAN BUENA VENTURA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,0,1,1,1,1,2
SAN JAVIER(STC),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,5,3,0,0,5,3,8
SAN LUCAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,5,2,0,0,5,2,7
SAN PEDRO DE TIQUINA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,1,2,0,0,1,2,3
SANTA ANA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,7,0,0,0,7,0,7
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,9,0,0,0,9,9
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,1,0,0,0,1,1
SAPAHAQUI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,1,0,0,0,1,1
SHINAOTA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,1,0,0,0,1,1
SICAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,0,0,1,0,1,1
SIPE SIPE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,1,12,0,0,1,12,13
SORACACHI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,1,0,0,0,1,1
SORATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,1,2,0,0,1,2,3
SUCRE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,3,0,0,0,3,3
TAPACARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,0,0,1,0,1,1
TARIJA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,2,5,0,0,2,5,7
TIAHUANACU,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,1,6,0,0,1,6,7
TIQUIPAYA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,1,0,0,0,1,1
TOCO,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,1,0,0,0,1,1
TOLATA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,1,1,0,0,1,1,2
TOTORA(ORR),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,3,0,0,0,3,3
UYUNI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,1,0,0,0,1,0,1
VALLEGRANDE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,1,2,0,0,1,2,3
VIACHA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,2,0,0,0,2,2
VILLA CHARCAS,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,1,0,0,0,1,1
VILLA MONTES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,2,1,0,0,2,1,3
VILLA NUEVA (LOMA ALTA),otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,1,0,0,0,1,0,1
VILLA TUNARI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,1,2,0,0,1,2,3
VILLAZON,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,1,0,0,0,1,0,1
WARNES,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,1,9,1,2,2,11,13
YACUIBA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,5,9,0,0,5,9,14
YAPACANI,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,0,1,0,0,0,1,1
YOCALLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-05-01,1,0,0,0,1,0,1
ACHOCALLA,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-06-01,1,0,0,0,1,0,1
AIQUILE,otras vacunaciones,hepatitis b 2da. dosis trabajadores de salud,2020-06-01,0,4,0,0,0,4,4
