municipality,group,variable,month,RN con corte tardío de Cordón Umbilical,TOTAL
VILLA CHARCAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-03-01,2,2
VILLA TUNARI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-03-01,9,9
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-03-01,1,1
VINTO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-03-01,1,1
VITICHI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-03-01,4,4
WALDO BALLIVIAN,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-03-01,1,1
YACO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-03-01,5,5
YACUIBA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-03-01,1,1
YANACACHI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-03-01,2,2
YAPACANI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-03-01,3,3
YOCALLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-03-01,1,1
YOTALA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-03-01,1,1
YUNCHARA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-03-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-03-01,1,1
ACHACACHI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,26,26
ACHOCALLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
AIQUILE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,3,3
ALALAY,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
ALTO BENI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
ANCORAIMES,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,11,11
APOLO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
ARQUE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,9,9
ATOCHA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,4,4
AUCAPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
AYATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,5,5
AYO AYO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
AZURDUY,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,3,3
BATALLAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,3,3
BELLA FLOR,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
BETANZOS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,6,6
BOLIVAR,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
CABEZAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,17,17
CAIROMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
CAJUATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,5,5
CALACOTO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
CALAMARCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,7,7
CAMARGO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
CARACOLLO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
CARANAVI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
CARIPUYO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,10,10
CHALLAPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,7,7
CHAQUI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
CHARAGUA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,4,4
CHAYANTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,9,9
CHIMORE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
CHIPAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
CHOQUE COTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
CHUMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,5,5
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,3,3
CKOCHAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,6,6
COBIJA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
COCAPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,13,13
COIPASA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,7,7
COLQUECHACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,18,18
COLQUENCHA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,9,9
COLQUIRI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,10,10
CORIPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,3,3
COROICO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,9,9
COTAGAITA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
CULPINA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
CURVA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,3,3
EL ALTO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,11,11
EL TORNO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
EUCALIPTUS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
FILADELFIA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,9,9
HUMANATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
INCAHUASI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,12,12
INGAVI (HUMAITA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
INQUISIVI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,12,12
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,8,8
LA ASUNTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
LAJA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,12,12
LLICA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
LURIBAY,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
MACHARETI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
MALLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,4,4
MAPIRI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
MECAPACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,6,6
MIZQUE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,4,4
MOCOMOCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,8,8
MOJOCOYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
MONTERO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
MOROCHATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,5,5
NAZACARA DE PACAJES,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
OCURI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,5,5
ORURO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,4,4
PALCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,6,6
PALOS BLANCOS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,14,14
PAPEL PAMPA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
PASORAPA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
PATACAMAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
PAZÑA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
PELECHUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,7,7
POCOATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,16,16
PORCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,3,3
POROMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,8,8
POTOSI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,3,3
PRESTO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,5,5
PUCARANI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
PUERTO ACOSTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
PUERTO CARABUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,8,8
PUERTO GONZALO MORENO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
PUERTO PEREZ,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,19,19
QUILLACOLLO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
QUIME,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,6,6
RAQAYPAMPA(ETA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
RAVELO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,4,4
SACACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,6,6
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
SAN ANDRES,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,3,3
SAN BORJA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,9,9
SAN BUENA VENTURA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
SAN LUCAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,11,11
SAN MATIAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
SAN PABLO DE LIPEZ,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,24,24
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
SAN PEDRO DE MACHA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,26,26
SANTA ANA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,46,46
SANTA ROSA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
SANTIAGO DE CALLAPA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
SANTIAGO DE HUATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
SAPAHAQUI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,6,6
SENA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
SHINAOTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,11,11
SIPE SIPE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
SORACACHI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
SORATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,5,5
TACACHI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
TACACOMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
TACOBAMBA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,12,12
TACOPAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,3,3
TAPACARI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,19,19
TARABUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,3,3
TEOPONTE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
TINGUIPAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,11,11
TIQUIPAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,4,4
TIRAQUE (CBBA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
TOCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
TOLEDO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
TOMAVE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
TORO TORO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,10,10
TOTORA(CBBA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,4,4
TOTORA(ORR),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
TUPIZA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
TURCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
UMALA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,5,5
UNCIA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
URUBICHA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
UYUNI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,3,3
VILA VILA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,3,3
VILLA CHARCAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,3,3
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
VILLA SERRANO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
VILLA TUNARI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,8,8
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,3,3
VITICHI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,3,3
WALDO BALLIVIAN,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,4,4
YACO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,5,5
YANACACHI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
YAPACANI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,2,2
YOCALLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-04-01,1,1
ACACIO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,4,4
ACHACACHI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,22,22
ACHOCALLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,3,3
AIQUILE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
ANCORAIMES,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,12,12
ANDAMARCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,2,2
APOLO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,11,11
ARAMPAMPA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,3,3
ARBIETO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,5,5
ARQUE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,11,11
ATOCHA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,2,2
AUCAPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,9,9
AYATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,5,5
AYO AYO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,4,4
AZURDUY,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,6,6
BATALLAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
BETANZOS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,10,10
BOLIVAR,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,3,3
CABEZAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,17,17
CAIROMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
CAJUATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
CALAMARCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,11,11
CAMARGO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,2,2
CAQUIAVIRI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,3,3
CARANAVI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
CARIPUYO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,3,3
CHACARILLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
CHALLAPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,6,6
CHAQUI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,2,2
CHARAGUA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,3,3
CHAYANTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,5,5
CHIMORE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,2,2
CHIPAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
CHOQUE COTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,2,2
CHUMA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,8,8
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,4,4
CKOCHAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,15,15
CLIZA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
COCAPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,14,14
"COLCHA ""K""",atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
COLLANA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
COLOMI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
COLQUECHACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,22,22
COLQUENCHA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,3,3
COLQUIRI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,6,6
COMBAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
COPACABANA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,5,5
CORIPATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
COROICO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,3,3
COTAGAITA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,5,5
COTOCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
CUEVO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,2,2
CULPINA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,2,2
CURAHUARA DE CARANGAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,2,2
CURVA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,3,3
DESAGUADERO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
EL ALTO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,10,10
EL PUENTE(TJA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
EL VILLAR,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,3,3
ENTRE RIOS CBBA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,2,2
EUCALIPTUS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
FILADELFIA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,12,12
GUAQUI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,3,3
HUANUNI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
HUATAJATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
HUMANATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
ICHOCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,9,9
ICLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,4,4
INCAHUASI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,5,5
INGAVI (HUMAITA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
INQUISIVI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,18,18
JESUS DE MACHACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,4,4
LA ASUNTA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
LA PAZ,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
LAJA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,10,10
LAS CARRERAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
LICOMA PAMPA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
LLICA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,2,2
LORETO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,3,3
LURIBAY,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
MALLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,2,2
MECAPACA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,2,2
MIZQUE,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,4,4
MOCOMOCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,5,5
MOROCHATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,3,3
NAZACARA DE PACAJES,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
OCURI,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,9,9
ORURO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,7,7
PADILLA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,2,2
PALCA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,3,3
PALOS BLANCOS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,5,5
PAMPA AULLAGAS,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,3,3
PAPEL PAMPA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,3,3
PASORAPA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,2,2
PATACAMAYA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,2,2
PAZÑA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,3,3
PELECHUCO,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,8,8
POCOATA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,12,12
POCONA,atencion de partos en domicilio,rn con corte tardio de cordon umbilical,2022-05-01,1,1
